"FI";"FI_EJ";"AN";"LIT_MED";"LIT_CHI";"LIT_OBS";"LIT_MCO";"SEJHC_MED";"SEJHC_CHI";"SEJHC_OBS";"SEJHC_MCO";"JOU_MED";"JOU_CHI";"JOU_OBS";"JOU_MCO";"PLA_MED";"PLA_CHI";"PLA_OBS";"PLA_MCO";"SEJHP_MED";"SEJHP_CHI";"SEJHP_OBS";"SEJHP_MCO";"SEANCES_MED";"SPED";"UGER";"UNV";"USURV";"CAP_HC_GEN";"CAP_HC_INF";"CAP_HC_PEN";"CAP_HC_TOT";"SEJ_HTP_GEN";"SEJ_HTP_INF";"SEJ_HTP_PEN";"SEJ_HTP_TOT";"CAP_HDJ_GEN";"CAP_HDJ_INF";"CAP_HDJ_PEN";"CAP_HDJ_TOT";"VEN_HDJ_GEN";"VEN_HDJ_INF";"VEN_HDJ_PEN";"VEN_HDJ_TOT";"CAP_HDN_GEN";"CAP_HDN_INF";"CAP_HDN_TOT";"VEN_HDN_GEN";"VEN_HDN_INF";"VEN_HDN_TOT";"NB_CATTP_GEN";"NB_CATTP_INF";"NB_CATTP_TOT";"ACT_CATTP_GEN";"ACT_CATTP_INF";"ACT_CATTP_TOT";"NB_CMP_CONSULT_GEN";"NB_CMP_CONSULT_INF";"NB_CMP_CONSULT_TOT";"ACT_CMP_CONSULT_GEN";"ACT_CMP_CONSULT_INF";"ACT_CMP_CONSULT_TOT";"FIL_AMB_GEN";"FIL_AMB_INF";"FIL_AMB_PEN";"FIL_AMB_TOT";"FIL_TOT_GEN";"FIL_TOT_INF";"FIL_TOT_PEN";"FIL_TOT_TOT";"NB_USMP_1";"ACT_PEN";"NB_UHSA";"NB_SMPR";"NB_USMP_2";"LIT_SSR";"SEJHC_SSR";"JOUHC_SSR";"PLA_SSR";"JOUHP_SSR";"LIT_USLD";"ENT";"JOU_USLD";"PLATOT_HAD";"SEJ_HAD";"JOU_HAD";"FIL_HAD";"AUTGEN";"PASSU_GEN";"AUTPED";"PASSU_PED";"GEN";"PED";"ANT";"SAMU";"REA";"SEJ_REASI";"SEJ_SURV";"CPPR";"TYPE1";"SEJACC";"TYPE2";"SEJ_NEO";"TYPE3";"SEJ_REA";"TRT_HEMO_CENTRE";"SEAN_HEMO_CENTRE";"TRT_INSUFF_REN";"SEM_TRT_INSUFF_REN";"CHIMIO";"SEAN_CHIMIO";"RTH";"SEAN_RADIO";"CHIRCAR";"CARDIO_INT";"NEUROCHIR";"NEURO_INT";"GREFFE";"AMP";"PRIS";"EFFSAL_SPEMED";"EFFSAL_DT_MEDGEN";"EFFSAL_DT_URG";"EFFSAL_DT_ANESTREA";"EFFSAL_SPECHI";"EFFSAL_DT_GYNOBS";"EFFSAL_PSY";"EFFSAL_ODON";"EFFSAL_PHARMA";"EFFSAL_AUT";"EFFSAL_TOT";"EFFLIB_SPEMED";"EFFLIB_DT_MEDGEN";"EFFLIB_DT_URG";"EFFLIB_DT_ANESTREA";"EFFLIB_SPECHI";"EFFLIB_DT_GYNOBS";"EFFLIB_PSY";"EFFLIB_ODON";"EFFLIB_PHARMA";"EFFLIB_AUT";"EFFLIB_TOT";"ETPSAL_SPEMED";"ETPSAL_DT_MEDGEN";"ETPSAL_DT_URG";"ETPSAL_DT_ANESTREA";"ETPSAL_SPECHI";"ETPSAL_DT_GYNOBS";"ETPSAL_PSY";"ETPSAL_ODON";"ETPSAL_PHARMA";"ETPSAL_AUT";"ETPSAL_TOT";"EFF_INT";"ETP_INT";"EFFPNM_SAG";"EFFPNM_CAD";"EFFPNM_INFAVECSPE";"EFFPNM_INFSANSSPE";"EFFPNM_AID";"EFFPNM_ASH";"EFFPNM_PSYCHO";"EFFPNM_REEDU";"EFFPNM_SOINS";"EFFPNM_DIR";"EFFPNM_DIRSOI";"EFFPNM_AUTADM";"EFFPNM_EDU";"EFFPNM_DTSOC";"EFFPNM_PERSPHARMA";"EFFPNM_PERSLABO";"EFFPNM_PERSRADIO";"EFFPNM_AUTMEDTEC";"EFFPNM_TEC";"EFFPNM_TOT_HORS_SOINS";"EFFPNM_TOT_PNM";"ETPPNM_SAG";"ETPPNM_CAD";"ETPPNM_INFAVECSPE";"ETPPNM_INFSANSSPE";"ETPPNM_AID";"ETPPNM_ASH";"ETPPNM_PSYCHO";"ETPPNM_REEDU";"ETPPNM_SOINS";"ETPPNM_DIR";"ETPPNM_DIRSOI";"ETPPNM_AUTADM";"ETPPNM_EDU";"ETPPNM_DTSOC";"ETPPNM_PERSPHARMA";"ETPPNM_PERSLABO";"ETPPNM_PERSRADIO";"ETPPNM_AUTMEDTEC";"ETPPNM_TEC";"ETPPNM_TOT_HORS_SOINS";"ETPPNM_TOT_PNM";"BIOGENSPE";"MICROBIO";"HEMATO";"IMMUNO";"GENE";"ASSISTMED";"ANOTO";"PHARMA_A7";"PHARMA_B7";"PHARMA_C7";"PHARMA_D7";"PHARMA_E7";"PHARMA_A11";"PHARMA_A20";"PHARMA_A26";"NB_SCAN";"NB_IRM";"NB_CAM";"NB_TOMO";"NB_MAMM";"NB_LITHO";"NB_RADIO";"NB_VASC";"ACT_SCAN";"ACT_IRM";"ACT_CAM";"ACT_TOMO";"ACT_MAMM";"ACT_LITHO";"ACT_RADIO";"ACT_VASC";"SAL_INTERV";"SALTOT24";"SALAMBU";"ACT_BLOCS";"SURV_TOT";"POST_REVEIL"
"400012514";"400011177";"2024";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;1;0;;;;;;;;;;;;;;;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"400012522";"400011177";"2024";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;1;0;;;;;;;;;;;;;;;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"400014072";"400014064";"2024";;;;;;;;;;;;;;;;;;;;;;;;;;0;;;0;;;;;20;;;20;6784;;;6784;;;;;;;;;;;;;0;;0;0;;0;;;;;317;;;317;;;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;0;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;;;0;1;0;6;0;1;1;0;9;1;0;2;1;1;0;0;0;0;0;4;13;0;1;0;6;0;0,6;1;0;8,6;0,1;0;2;0,5;0,5;0;0;0;0;0;2,6;11,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"400015103";"400015095";"2024";24;14;0;38;2346;552;0;2898;8998;2745;0;11743;;10;;10;0;4448;0;4448;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;30;284;5671;0;0;;;;;;;;1;10751;0;;;;;;0;;288;;;;;;;;;;;;0;;0;;0;0;0;0;0;;;3;0;2;0;0;0;0;0;1;0;4;21;5;6;3;5;0;0;0;0;1;27;1,01;0;0,78;0;0;0;0;0;0,89;0;1,9;;0;0;5;3;55;49;5;0;1;118;4;1;24;1;1;3;0;0;3;5;41;159;0;5;3,3;49,5;40,4;5;0;0,8;104;2,3;0,5;21,1;1;1;2,8;0;0;3;4,2;34,9;138,9;;;;;;;;58;;30;;;1;1;1;;;;;;;;;;;;;;;;;5;1;0;7572;1;6
"400015236";"400015145";"2024";5;30;0;35;9;1490;0;1499;52;1403;0;1455;0;20;0;20;0;6093;0;6093;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;0;;0;;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;2;7;0;0;4;18;1;0;0;0;0;25;0;0;0;0;0;0;0;0;1;0,2;1,2;;0;0;1;6;22;18;16;0;1;64;1;1;14;0;0;1;0;0;0;3;20;84;0;1;5,25;21,35;18;12,9;0;0,8;59,3;0,8;0,5;13,8;0;0;1;0;0;0;3;19,1;78,4;;;;;;;;30;0;0;0;0;1;1;0;;;;;;;;;;;;;;;;;6;0;;9407;1;8
"400015533";"400015491";"2024";;;;;;;;;;;;;;;;;;;;;;;;;;0;;;0;;;;;10;;;10;7883;;;7883;;;;;;;;;;;;;0;;0;0;;0;;;;;317;;;317;;;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;0;;;;;;;;;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;2;0;0;0;2;0;0;0;0;0;0;0,2;0;0;0;0,2;;;0;1;0;4;0;0;2;0;7;1;0;4;0;0;0;0;0;0;0;5;12;0;0,5;0;3,5;0;0;1;0;5;0,4;0;1,5;0;0;0;0;0;0;0;1,9;6,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"400015863";"400013801";"2024";;;;;;;;;;;;;;;;;;;;;;;;;;;0;;0;;;;;;15;;15;;2280;;2280;;;;;;;;;;;;;;0;0;;0;0;;;;;;186;;186;;;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;0;;;;;;;;;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;2;0;0;0;2;0;0;0;0;0;0;1;0;0;0;1;;;0;1;0;4;0;0;3;0;8;1;0;1;2;1;0;0;0;0;0;4;12;0;1;0;4;0;0;1,3;0;6,3;0,1;0;1;1,1;0,5;0;0;0;0;0;2,2;8,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"400780102";"400000055";"2024";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;90;908;29530;10;14310;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;0;;;;;;;;;7;2;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;6,9;2,3;0;0;0;0;0;0;0;0;6,9;1;0,3;0;2;0;19;42;15;1;30;109;2;0;13;1;1;3;0;0;0;11;30;139;0;2;0;16,82;31,8;15,5;0,6;27,4;94,12;2;0;10,6;0,72;0,72;2;0;0;0;11,7;27,02;121,14;;;;;;;;;;90;;;1;1;0;;;;;;;;;;;;;;;;;;;;;;
"400780250";"400011177";"2024";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;110;855;34425;15;5967;32;34;11100;45;334;11321;257;;;;;;;;;;;;;;;;;;;;;;;0;;0;;;;;;;;;9;2;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;7,16;0,62;0;0;0;0;0;0;0;0;7,16;3;2,5;0;0;0;72;83;33;7;20;215;2;0;8;8;3;0;0;0;6;3;27;242;0;0;0;61,06;78,8;30,11;4,73;17,97;192,67;0,48;0;6,92;6,74;2,73;0;0;0;4,81;2,5;21,45;214,12;;;;;;;;;;;;;;;;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;;;;;;
"400780342";"400000196";"2024";5;10;;15;481;516;0;997;197;705;0;902;;20;;20;0;9149;0;9149;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;0;;0;;0;;;;;0;;0;;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;11;0;0;4;34;3;0;0;0;0;45;0;0;0;0;0;0;0;0;1,14;0;1,14;;;0;3;2;21;7;14;0;0;47;2;1;14;1;0;3;0;0;0;2;23;70;0;2,71;2,02;20,3;7,85;13,24;0;0;46,12;2,3;1;12,79;0,17;0;2,62;0;0;0;1,84;20,72;66,84;;;;;;;;35;;;;;1;1;1;;;;;;;;;;;;;;;;;4;0;0;11142;1;7
"400780367";"750720575";"2024";;;;;;;;;;;;;;;;;;;;;;;;;;;65;;65;;584;;584;;5;;5;;1735;;1735;;5;5;;0;0;;1;1;;42;42;;6;6;;1827;1827;;148;;148;;306;;306;0;;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;0;;;;;;;;;1;1;0;0;0;0;4;0;1;0;6;0;0;0;0;0;0;0;0;0;0;0;0,56;0,56;0;0;0;0;3,8;0;0,73;0;5,09;1;1;0;6;1;54;4;0;5;0;70;3;0;13;11;3;0;0;0;0;24;51;121;0;5,6;1;51,85;3,82;0;4,94;0;67,21;3;0;12,12;10,82;3,47;0;0;0;0;21,57;47,51;114,72;;;;;;;;;65;;;;1;1;0;;;;;;;;;;;;;;;;;;;;;;
"400780375";"400013801";"2024";;;;;;;;;;;;;;;;;;;;;;;;;;71;;;71;611;;;611;20;;;20;7244;;;7244;;;;;;;;;;;;;0;;0;0;;0;;;;;675;;;675;0;;0;0;0;16;106;4180;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;0;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;;;0;2;0;27;11;9;5;0;54;1;0;10;1;1;0;0;0;0;11;23;77;0;2;0;27,49;10,55;9,36;3,18;0;52,58;1;0;8,02;1;1;0;0;0;0;10,62;20,64;73,22;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"400780383";"640010328";"2024";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;45;307;12816;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;0;;;;;;;;;4;4;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;3,4;3,4;0;0;0;0;0;0;0;0;3,4;;;0;1;0;12;15;11;0;7;46;1;0;4;1;1;1;0;0;0;1;8;54;0;1;0;12;15;11;0;6,2;45,2;1;0;4;0,8;0,8;1;0;0;0;1;7,8;53;;;;;;;;;;45;;;1;0;0;;;;;;;;;;;;;;;;;;;;;;
"400780425";"400000246";"2024";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;74;597;19924;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;0;;;;;;;;;4;3;0;0;0;0;0;0;2;0;6;0;0;0;0;0;0;0;0;0;0;0;3,49;2,49;0;0;0;0;0;0;1,05;0;4,54;;;0;1;0;12;14;15;1;1;44;2;0;2;1;1;1;0;0;0;6;12;56;0;1,02;0;8,4;7,94;10,88;0,2;0,97;29,41;2;0;2,03;0,5;0,5;1,08;0;0;0;6,05;11,66;41,07;;;;;;;;;;74;;;1;0;0;;;;;;;;;;;;;;;;;;;;;;
"400780466";"400000279";"2024";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;74;704;25326;5;5852;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;0;;;;;;;;;5;4;0;0;0;0;0;0;1;0;6;0;0;0;0;0;0;0;0;0;0;0;5,34;4,48;0;0;0;0;0;0;0,86;0;6,2;;0;0;2;0;14;21;12;1;10;60;2;0;4;2;2;1;0;0;0;7;16;76;0;2;0;15,21;20,83;9,61;0,52;9,78;57,95;2;0;3,64;0,68;0,68;0,92;0;0;0;5,7;12,94;70,89;;;;;;;;;;74;;;1;1;0;;;;;;;;;;;;;;;;;;;;;;
"400780482";"310021068";"2024";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;83;885;17853;4;2143;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;0;;;;;;;;;8;4;0;0;0;0;0;0;1;0;9;0;0;0;0;0;0;0;0;0;0;0;7,35;3,37;0;0;0;0;0;0;0,74;0;8,09;;;0;1;2;15;23;12;2;11;66;1;0;5;23;1;1;0;0;0;9;39;105;0;1;1,66;13,88;25,54;10,59;1,5;9,89;64,06;1;0;4,91;25,61;1;0,4;0;0;0;8,27;40,19;104,25;;;;;;;;;;83;;;1;1;0;;;;;;;;;;;;;;;;;;;;;;
"400780888";"400000535";"2024";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;200;1079;67066;735;;;;;;;;;;;;;;;;;;;;;;;1;0;0;0;;;;;;;;6;5;0;0;0;0;0;0;1;0;7;0;0;0;0;0;0;0;0;0;0;0;5,04;4,63;0;0;0;0;0;0;0,8;0;5,84;;;0;21;2;91;164;25;3;1;307;3;2;21;4;4;0;0;0;0;10;40;347;0;16,74;1,35;66,45;123,49;22,46;1,6;0,23;232,32;2,4;1,6;16,02;3,63;3,63;0;0;0;0;7,18;30,83;263,15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"400781043";"400780193";"2024";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;85;67;25049;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;0;;;;;;;;;3;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;1,29;0;0;0;0;0;0;0;0;0;1,29;;;0;2;0;18;53;17;2;3;95;0;0;0;1;1;0;0;0;0;0;1;96;0;1,29;0;14,64;49,08;17,64;0,75;1,26;84,66;0;0;0;0,04;0,04;0;0;0;0;0;0,04;84,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"400782777";"400780193";"2024";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;59;451;9328;27;5254;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;0;;;;;;;;;7;1;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;3,7;0,1;0;0;0;0;0;0;0;0;3,7;;;0;1;0;13;21;6;3;12;56;0;0;4;2;1;0;0;0;1;0;7;63;0;0,15;0;12,23;20,38;5,54;0,41;6,31;45,02;0;0;3,96;0,2;0,1;0;0;0;1;0;5,16;50,18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"400787354";"400780193";"2024";;;;;0;0;0;0;0;0;0;0;2;;;2;331;0;0;331;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;78;663;23804;2;665;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;0;;0;0;0;0;0;;;9;0;0;0;0;0;1;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;6,11;0;0;0;0;0;0,4;0;0;0;6,51;;;0;3;0;29;55;17;3;7;114;0;0;9;2;2;0;2;0;1;0;14;128;0;1,93;0;26,03;52,73;16,48;2,5;6,42;106,09;0;0;6,46;1,07;1,07;0;0,99;0;1;0;9,52;115,61;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"400789715";"330007386";"2024";;;;;;;;;;;;;;;;;;;;;1933;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"400791018";"400790994";"2024";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;146;2474;47245;20;10079;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;0;;;;;;;;;4;0;0;0;0;0;0;0;1;0;5;0;0;0;0;0;0;0;0;0;0;0;4,61;0;0;0;0;0;0;0;0,72;0;5,33;2;0,33;0;5;0;13;6;11;2;34;71;1;0;20;1;1;1;0;1;0;11;35;106;0;3,73;0;9,55;4,98;9,96;1,45;32,44;62,11;2,52;0;17,31;0,11;0,11;0,78;0;0,93;0;10,97;32,62;94,73;;;;;;;;;;146;;;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;;;;;;
"410000020";"410000087";"2024";287;70;25;382;10647;3320;2219;16186;89972;17156;7385;114513;24;20;0;44;633;4863;0;5496;7226;1;1;;1;32;0;0;32;653;;;653;30;14;;44;1211;954;;2165;;;;;;;1;2;3;4017;2185;6202;3;5;8;13843;12315;26158;2620;1380;306;3961;2993;1559;306;4502;1;176;0;0;0;119;731;27173;16;2026;100;70;35112;;;;;1;53916;0;;1;0;0;1;1;1047;917;0;0;1300;1;218;0;0;;;;;1;7226;0;0;0;1;0;0;0;0;1;146;50;9;14;40;14;8;1;12;6;213;0;0;0;0;0;0;0;0;0;0;0;113,84;38,15;9,29;13,65;30,49;10,07;7,57;1;9,57;5,83;175,05;99;90,84;33;28;70;522;581;93;50;64;1441;5;1;225;42;14;23;37;28;1;265;627;2068;28,24;25,24;61,34;491,05;545,94;93,67;39,1;49,85;1334,43;4,99;0,6;206,96;36,79;11,01;20,84;34,55;26,41;0,9;258,28;590,32;1924,75;;;;;;;;382;30;119;100;514;1;1;1;2;1;0;0;1;0;4;0;1;0;0;0;0;0;1;0;9;2;0;13860;1;12
"410000038";"410000095";"2024";89;;0;89;3697;0;;3697;28189;0;;28189;2;;0;2;14;0;;14;2336;;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;1;19775;0;;1;0;0;0;0;;739;;;;;;;;;;;;1;2336;0;0;0;0;0;0;0;;;21;15;0;0;3;0;0;0;3;2;29;0;0;0;0;0;0;0;0;0;0;0;16,52;13,27;0;0;0,3;0;0;0;3;0,93;20,75;7;2,55;0;6;1;87;110;27;2;3;236;5;0;57;4;2;6;0;5;0;63;140;376;0;5,22;0,97;80,77;103,9;24,99;1,35;3;220,2;4,07;0;54,1;2,93;2,31;4,21;0;4,01;0;58,66;127,98;348,18;;;;;;;;89;40;80;;554;1;1;0;1;1;0;0;0;0;2;0;0;0;0;0;0;0;0;0;;;;;;
"410000046";"410000103";"2024";71;27;16;114;5279;1095;780;7154;26136;5817;2351;34304;3;11;;14;649;2423;0;3072;1072;1;0;;;63;0;;63;738;4;;742;45;25;;70;4369;2807;;7176;;;;;;;1;5;6;3010;3181;6191;4;5;9;9662;3181;12843;1633;777;;2379;2167;890;;3015;0;;0;0;0;57;616;19506;0;0;60;27;20557;;;;;1;24134;0;;1;0;0;0;0;;;0;1;390;0;0;0;0;;;;;1;1072;0;0;0;0;0;0;0;0;1;36;8;12;5;13;4;8;0;5;2;64;0;0;0;0;0;0;0;0;0;0;0;29,55;6,57;9,73;4,14;11,01;4;5,65;0;4,8;0,5;51,51;12;9,88;14;14;22;174;198;52;9;9;492;4;0;80;20;3;8;0;12;1;85;210;702;12,67;12,4;19,94;175,37;190,67;47,64;7,07;6,96;472,72;4,5;0;76,78;20,53;2,61;7,71;0;12,73;1;81,91;205,16;677,88;;;;;;;;114;49;57;60;443;1;1;1;1;1;0;0;0;0;2;0;0;0;0;0;0;0;0;0;5;1;;4089;1;10
"410000053";"410000111";"2024";25;;;25;385;0;0;385;6227;0;0;6227;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;30;299;9896;0;0;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;0;;0;0;0;0;0;;;4;4;0;0;0;0;0;0;1;0;5;0;0;0;0;0;0;0;0;0;0;0;3,28;3,28;0;0;0;0;0;0;1,33;0;4,61;2;1,16;0;2;0;12;25;1;2;6;48;1;0;4;1;1;6;0;1;0;14;27;75;0;1,15;0;11,29;23,9;1,73;0,23;3,99;42,29;0,16;0;3,43;0,35;0,35;4,43;0;1;0;7,92;17,29;59,58;;;;;;;;25;0;45;0;447;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;;;;;;
"410000202";"410000319";"2024";69;63;20;152;2014;3269;678;5961;18216;10006;2494;30716;15;29;0;44;2409;7792;0;10201;33561;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;0;;574;0;1;571;0;0;0;0;1;25972;0;0;1;7589;0;0;0;0;0;0;0;0;1;2;2;0;0;0;0;0;0;2;0;4;46;0;4;4;31;5;0;0;0;5;82;2;2;0;0;0;0;0;0;2,35;0;4,35;1;1;12;9;5;121;76;10;1;1;235;2;1;40;1;1;9;0;0;9;3;65;300;11,26;8,28;4,33;115,05;75,97;9,38;0,5;0,8;225,57;2;0,92;40,04;0,9;0,9;8,26;0;0;9,86;2,93;64,91;290,48;;;;;;;;152;;;;;1;1;1;1;1;0;0;1;0;3;0;0;0;0;0;0;0;0;0;14;3;2;18333;2;24
"410000210";"410000145";"2024";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;15;146;4249;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;0;;;;;;;;;1;1;0;0;0;0;0;0;0;0;1;14;14;0;0;0;0;0;0;0;0;14;0,5;0,5;0;0;0;0;0;0;0;0;0,5;;;0;1;0;6;7;0;0;0;14;0;0;6;0;0;0;0;0;0;2;8;22;0;0,23;0;5,4;6,5;0;0;0;12,13;0;0;2,4;0;0;0;0;0;0;1,5;3,9;16,03;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"410000277";"410000467";"2024";;;;;;;;;;;;;;;;;;;;;;;;;;107;;;107;367;;;367;30;;;30;7668;;;7668;;;;;;;;;;;;;0;;0;0;;0;;;;;569;;;569;0;;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;0;;;;;;;;;0;0;0;0;0;0;3;0;0;0;3;0;0;0;0;0;0;5;0;0;0;5;0;0;0;0;0;0;1,9;0;0;0;1,9;;;0;0;0;30;18;22;0;6;76;4;0;9;13;2;2;0;0;0;16;44;120;0;0;0;24,34;15,16;18,03;0;4,1;61,63;2,86;0;6,38;12,01;1,51;2;0;0;0;14,22;37,47;99,1;;;;;;;;;107;;;;1;1;0;;;;;;;;;;;;;;;;;;;;;;
