"FI";"FI_EJ";"AN";"LIT_MED";"LIT_CHI";"LIT_OBS";"LIT_MCO";"SEJHC_MED";"SEJHC_CHI";"SEJHC_OBS";"SEJHC_MCO";"JOU_MED";"JOU_CHI";"JOU_OBS";"JOU_MCO";"PLA_MED";"PLA_CHI";"PLA_OBS";"PLA_MCO";"SEJHP_MED";"SEJHP_CHI";"SEJHP_OBS";"SEJHP_MCO";"SEANCES_MED";"SPED";"UGER";"UNV";"USURV";"CAP_HC_GEN";"CAP_HC_INF";"CAP_HC_PEN";"CAP_HC_TOT";"SEJ_HTP_GEN";"SEJ_HTP_INF";"SEJ_HTP_PEN";"SEJ_HTP_TOT";"CAP_HDJ_GEN";"CAP_HDJ_INF";"CAP_HDJ_PEN";"CAP_HDJ_TOT";"VEN_HDJ_GEN";"VEN_HDJ_INF";"VEN_HDJ_PEN";"VEN_HDJ_TOT";"CAP_HDN_GEN";"CAP_HDN_INF";"CAP_HDN_TOT";"VEN_HDN_GEN";"VEN_HDN_INF";"VEN_HDN_TOT";"NB_CATTP_GEN";"NB_CATTP_INF";"NB_CATTP_TOT";"ACT_CATTP_GEN";"ACT_CATTP_INF";"ACT_CATTP_TOT";"NB_CMP_CONSULT_GEN";"NB_CMP_CONSULT_INF";"NB_CMP_CONSULT_TOT";"ACT_CMP_CONSULT_GEN";"ACT_CMP_CONSULT_INF";"ACT_CMP_CONSULT_TOT";"FIL_AMB_GEN";"FIL_AMB_INF";"FIL_AMB_PEN";"FIL_AMB_TOT";"FIL_TOT_GEN";"FIL_TOT_INF";"FIL_TOT_PEN";"FIL_TOT_TOT";"NB_USMP_1";"ACT_PEN";"NB_UHSA";"NB_SMPR";"NB_USMP_2";"LIT_SSR";"SEJHC_SSR";"JOUHC_SSR";"PLA_SSR";"JOUHP_SSR";"LIT_USLD";"ENT";"JOU_USLD";"PLATOT_HAD";"SEJ_HAD";"JOU_HAD";"FIL_HAD";"AUTGEN";"PASSU_GEN";"AUTPED";"PASSU_PED";"GEN";"PED";"ANT";"SAMU";"REA";"SEJ_REASI";"SEJ_SURV";"CPPR";"TYPE1";"SEJACC";"TYPE2";"SEJ_NEO";"TYPE3";"SEJ_REA";"TRT_HEMO_CENTRE";"SEAN_HEMO_CENTRE";"TRT_INSUFF_REN";"SEM_TRT_INSUFF_REN";"CHIMIO";"SEAN_CHIMIO";"RTH";"SEAN_RADIO";"CHIRCAR";"CARDIO_INT";"NEUROCHIR";"NEURO_INT";"GREFFE";"AMP";"PRIS";"EFFSAL_SPEMED";"EFFSAL_DT_MEDGEN";"EFFSAL_DT_URG";"EFFSAL_DT_ANESTREA";"EFFSAL_SPECHI";"EFFSAL_DT_GYNOBS";"EFFSAL_PSY";"EFFSAL_ODON";"EFFSAL_PHARMA";"EFFSAL_AUT";"EFFSAL_TOT";"EFFLIB_SPEMED";"EFFLIB_DT_MEDGEN";"EFFLIB_DT_URG";"EFFLIB_DT_ANESTREA";"EFFLIB_SPECHI";"EFFLIB_DT_GYNOBS";"EFFLIB_PSY";"EFFLIB_ODON";"EFFLIB_PHARMA";"EFFLIB_AUT";"EFFLIB_TOT";"ETPSAL_SPEMED";"ETPSAL_DT_MEDGEN";"ETPSAL_DT_URG";"ETPSAL_DT_ANESTREA";"ETPSAL_SPECHI";"ETPSAL_DT_GYNOBS";"ETPSAL_PSY";"ETPSAL_ODON";"ETPSAL_PHARMA";"ETPSAL_AUT";"ETPSAL_TOT";"EFF_INT";"ETP_INT";"EFFPNM_SAG";"EFFPNM_CAD";"EFFPNM_INFAVECSPE";"EFFPNM_INFSANSSPE";"EFFPNM_AID";"EFFPNM_ASH";"EFFPNM_PSYCHO";"EFFPNM_REEDU";"EFFPNM_SOINS";"EFFPNM_DIR";"EFFPNM_DIRSOI";"EFFPNM_AUTADM";"EFFPNM_EDU";"EFFPNM_DTSOC";"EFFPNM_PERSPHARMA";"EFFPNM_PERSLABO";"EFFPNM_PERSRADIO";"EFFPNM_AUTMEDTEC";"EFFPNM_TEC";"EFFPNM_TOT_HORS_SOINS";"EFFPNM_TOT_PNM";"ETPPNM_SAG";"ETPPNM_CAD";"ETPPNM_INFAVECSPE";"ETPPNM_INFSANSSPE";"ETPPNM_AID";"ETPPNM_ASH";"ETPPNM_PSYCHO";"ETPPNM_REEDU";"ETPPNM_SOINS";"ETPPNM_DIR";"ETPPNM_DIRSOI";"ETPPNM_AUTADM";"ETPPNM_EDU";"ETPPNM_DTSOC";"ETPPNM_PERSPHARMA";"ETPPNM_PERSLABO";"ETPPNM_PERSRADIO";"ETPPNM_AUTMEDTEC";"ETPPNM_TEC";"ETPPNM_TOT_HORS_SOINS";"ETPPNM_TOT_PNM";"BIOGENSPE";"MICROBIO";"HEMATO";"IMMUNO";"GENE";"ASSISTMED";"ANOTO";"PHARMA_A7";"PHARMA_B7";"PHARMA_C7";"PHARMA_D7";"PHARMA_E7";"PHARMA_A11";"PHARMA_A20";"PHARMA_A26";"NB_SCAN";"NB_IRM";"NB_CAM";"NB_TOMO";"NB_MAMM";"NB_LITHO";"NB_RADIO";"NB_VASC";"ACT_SCAN";"ACT_IRM";"ACT_CAM";"ACT_TOMO";"ACT_MAMM";"ACT_LITHO";"ACT_RADIO";"ACT_VASC";"SAL_INTERV";"SALTOT24";"SALAMBU";"ACT_BLOCS";"SURV_TOT";"POST_REVEIL"
"390000073";"390780179";"2024";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;80;623;25131;26;5337;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;0;;;;;;;;;9;2;0;0;0;0;0;0;1;0;10;0;0;0;0;0;0;0;0;0;0;0;6,78;1,8;0;0;0;0;0;0;1;0;7,78;1;1,84;0;4;0;26;45;20;5;29;129;2;0;24;3;2;9;0;1;0;12;51;180;0;4,33;0;27,45;41,53;19,38;3,05;23,86;119,6;1,41;0;24,12;1,52;1,32;8,71;0;1;0;13,98;50,74;170,34;;;;;;;;0;0;87;0;154;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;;;;;;
"390000081";"390780179";"2024";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;38;262;9392;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;0;;;;;;;;;2;1;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;1,79;1;0;0;0;0;0;0;0;0;1,79;;;0;1;0;12;19;8;1;5;46;0;0;1;1;1;0;0;0;0;25;27;73;0;1;0;11,7;18,28;7,86;0,7;2,11;41,65;0;0;0,96;0,54;0,54;0;0;0;0;22,47;23,97;65,62;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"390000164";"390780476";"2024";10;;;10;210;0;0;210;2893;0;0;2893;;;;;0;0;0;0;;;;;;229;11;0;240;1256;152;0;1408;97;54;;151;12274;4444;0;16718;;;;0;0;0;6;8;14;2168;3249;5417;32;12;44;28211;20476;48687;5327;1188;125;6491;7129;1492;145;8592;0;;0;0;0;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;0;;0;0;0;0;0;;;25;21;0;0;2;0;26;1;2;0;56;0;0;0;0;0;0;0;0;0;0;0;14,96;11,31;0;0;0,08;0;23,19;0,05;1,6;0;39,88;10;7,02;1;31;2;343;124;110;39;21;671;5;1;84;29;14;6;0;0;1;183;309;980;0,04;30,85;2,38;326,61;119,75;106,88;32,69;15,49;634,69;4,37;1;79,27;24,58;13,15;5,86;0;0;0,58;179,54;295,2;929,89;;;;;;;;10;240;;;155;1;1;0;;;;;;;;;;;;;;;;;;;;;;
"390000172";"250006335";"2024";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;96;1158;25932;4;1238;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;0;;;;;;;;;5;3;0;0;0;0;0;0;2;1;8;0;0;0;0;0;0;0;0;0;0;0;4,21;3;0;0;0;0;0;0;0,75;0,1;5,06;;;0;4;0;23;17;27;1;13;85;3;1;15;3;1;2;0;2;0;10;36;121;0;3,24;0;18,99;14,03;23,08;0,8;10,71;70,85;1,16;0,7;12,75;2,19;0,74;1,8;0;0,54;0;8,85;27,99;98,84;;;;;;;;;;96;;;1;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;;;;;;
"390000214";"390780146";"2024";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;45;401;14265;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;0;;;;;;;;;2;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;1;2,1;0;0;0;0;0;0;0;0;0;2,1;;;0;2;1;21;28;19;1;4;76;0;0;6;2;0;1;0;3;0;9;21;97;0;1,46;0,91;18,42;22,47;17,69;0,5;2,75;64,2;0;0;4,23;0,88;0;1;0;2,71;0;7,69;16,51;80,71;;;;;;;;;;;;;;;;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;;;;;;
"390000222";"390780609";"2024";146;0;20;166;7235;2;1139;8376;43449;1;3880;47330;7;16;4;27;441;2023;312;2776;11306;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;92;697;27196;16;2702;;;;;;;;1;33036;0;;1;0;0;0;0;;378;0;0;728;1;170;0;0;1;7165;0;0;1;2380;0;0;0;0;0;0;0;0;1;81;18;10;9;17;7;0;1;4;8;111;11;0;0;0;0;0;0;0;0;0;11;60,26;14,45;5,52;6,44;10,58;6,05;0;0,03;3,84;6,53;85,24;44;35,4;20;13;25;213;191;103;10;23;598;4;1;109;11;5;9;20;16;1;71;242;840;16,93;12,59;24,86;196,1;183,16;96,41;6,96;18,39;555,4;3,86;1;105,25;8,71;4,08;8,9;18,54;15,16;1;68,14;230,56;785,96;;;;;;;;166;0;92;32;27;1;1;1;1;1;0;0;1;0;2;0;0;0;0;0;0;0;0;0;6;2;4;3708;2;10
"390004349";"250001161";"2024";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;60;377;9612;161;;;;;;;;;;;;;;;;;;;;;;;0;;0;;;;;;;;;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0,92;0,92;0;0;0;0;0;0;0;0;0,92;;;0;0;0;10;10;0;1;0;21;1;0;3;0;0;1;0;0;0;1;6;27;0;0;0;9,11;7,59;0;1;0;17,7;1;0;2,9;0;0;0,5;0;0;0;1;5,4;23,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"390005742";"390780146";"2024";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;1;0;;;;;;;;;;;;;;;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"390006161";"390780146";"2024";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;217;7166;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;0;;;;;;;;;2;1;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0,94;0,08;0;0;0;0;0;0;0;0;0,94;;;0;0;0;8;10;4;0;3;25;0;0;1;0;0;1;0;0;1;1;4;29;0;0;0;6,94;9,15;3,97;0;1,6;21,66;0;0;0,96;0;0;0,17;0;0;0,1;0,48;1,71;23,37;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"390006740";"210012290";"2024";;;;;;;;;;;;;;;;;;;;;2879;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;1;40;0;;0;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,35;0;0;0;0;0;0;0;0,09;0;0,44;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,38;0;10,2;0;0,05;0;0,09;10,72;0,05;0,05;0,92;0,04;0;0,57;0;0;0,43;0,14;2,2;12,92;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"390008019";"710016387";"2024";;;;;;;;;;;;;;;;;;;;;;;;;;36;;;36;481;;;481;;;;;;;;;;;;;;;;;;;;;0;;0;0;;0;;;;;390;;;390;;;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;0;;;;;;;;;1;1;0;0;0;0;2;0;0;0;3;0;0;0;0;0;0;4;0;0;0;4;0,25;0,25;0;0;0;0;0,3;0;0;0;0,55;;;0;0;0;15;11;0;0;0;26;2;0;2;0;0;0;0;0;0;0;4;30;0;0;0;12,64;9,34;0;0;0;21,98;0,54;0,5;2,04;0;0;0;0;0;0;0;3,08;25,06;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"390780369";"210010294";"2024";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;25;757;3442;0;180;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;0;;;;;;;;;2;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0,89;0,42;0;0;0;0;0;0;0;0;0,89;;;0;0;0;5;3;0;1;4;13;1;1;6;5;0;0;0;0;0;2;15;28;0;0;0;4,33;3,27;0;1,33;2,34;11,27;1;0,99;5,16;5;0;0;0;0;0;2,07;14,22;25,49;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"390780559";"390000180";"2024";;16;;16;0;419;0;419;0;1707;0;1707;;19;;19;0;3776;0;3776;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;0;;0;0;0;0;0;;;0;0;0;0;0;0;0;0;1;0;1;11;0;0;9;11;0;0;0;0;0;22;0;0;0;0;0;0;0;0;1,03;0;1,03;;;0;1;3;12;4;7;0;0;27;1;1;7;0;0;2;0;0;0;2;13;40;0;1,79;1,68;14,02;6,09;6,49;0;0;30,07;1;0,27;5,69;0;0;1,73;0;0;0;1,14;9,83;39,9;;;;;;;;16;;;;;1;1;0;;;;;;;;;;;;;;;;;4;0;;4575;1;5
"390780575";"690046339";"2024";4;36;;40;53;1925;0;1978;355;4792;0;5147;10;15;;25;17;5208;0;5225;0;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;0;;110;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;;;0;0;0;0;0;0;0;0;1;0;1;10;0;0;2;21;1;0;0;1;0;32;0;0;0;0;0;0;0;0;0,86;0;0,86;;;0;2;1;29;9;16;0;0;57;0;0;18;0;0;3;0;0;0;6;27;84;0;2;0,27;26,59;8,55;15,75;0;0;53,16;0;0;11,25;0;0;2,62;0;0;0;4,21;18,08;71,24;;;;;;;;30;;;;;1;1;1;;;;;;;;;;;;;;;;;6;;;8403;1;12
"390781193";"390000768";"2024";20;;;20;386;0;0;386;6150;0;0;6150;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;40;215;10449;0;0;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;0;;0;0;0;0;0;;;6;6;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;3,14;3,14;0;0;0;0;0;0;0;0;3,14;;;0;1;0;22;19;0;5;0;47;1;0;15;17;4;0;0;0;0;9;42;89;0;0,86;0;11,84;12,61;0;3,65;0;28,96;1;0,35;12,73;14,81;3,13;0;0;0;0;7,83;36,72;65,68;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"390784833";"390780609";"2024";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;32;16;11712;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;0;;;;;;;;;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0,4;0;0;0;0;0;0;0;0;0;0,4;;;0;1;0;5;16;6;0;0;28;0;0;2;1;0;0;0;0;0;0;3;31;0;0,86;0;4,65;14,26;5,09;0,06;0,09;25,01;0;0;0,33;0,32;0;0,06;0;0;0;0;0,71;25,72;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"390786408";"210012290";"2024";;;;;;;;;;;;;;;;;;;;;5243;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;1;236;0;;0;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0,09;0;1,09;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,05;0;8,33;0;0,05;0;0,09;8,52;0,05;0,05;0,59;0,04;0;0,57;0;0;0,43;0,14;1,87;10,39;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"400000105";"400780193";"2024";210;67;25;302;13637;4288;1906;19831;74499;20269;5116;99884;27;26;4;57;4475;5432;9;9916;28440;1;1;1;1;15;0;0;15;623;;;623;20;23;;43;3539;3250;;6789;;;;;;;;2;2;0;4418;4418;7;6;13;23772;13532;37304;4297;1708;2;5770;4651;1740;2;6252;0;;0;0;0;;;;;;;;;;;;;1;41188;0;;1;0;0;0;1;969;718;0;0;799;1;149;0;0;;;;;1;11060;1;17309;0;0;0;0;0;0;1;158;4;39;29;30;8;19;0;9;12;228;23;0;0;0;2;0;0;0;0;0;25;120,16;2,07;31,32;25,33;24,52;6,67;15,33;0;9,61;10,68;188,5;48;46,47;27;36;75;414;296;108;32;48;1036;6;1;194;27;12;16;38;43;5;298;628;1664;22,59;31,18;71,3;404,07;281,43;99,42;26,42;40,71;977,12;5,71;0,88;188,5;25,59;11,22;15,41;34,56;43,53;5,63;294,24;614,05;1591,17;;;;;;;;329;15;137;85;227;1;1;0;2;1;0;0;0;0;3;0;1;0;0;0;0;0;1;0;12;2;;18371;1;10
"400000113";"400011177";"2024";;;;;;;;;;;;;;;;;;;;;;;;;;135;12;0;147;1057;119;;1176;43;27;;70;5404;5843;;11247;3;0;3;0;0;0;6;6;12;4308;6284;10592;24;9;33;43381;23014;66395;6947;2222;544;9172;7556;2383;544;9795;0;;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;0;;;;;;;;;1;1;0;0;0;0;23;0;0;0;24;0;0;0;0;0;0;0;0;0;0;0;1,07;1,07;0;0;0;0;12,73;0;0;0;13,8;8;4,38;3;0;3;182;81;34;34;17;354;1;0;19;38;11;0;0;0;13;1;72;426;0,78;0;1,92;170,9;77,42;32,63;27,69;12,33;323,67;0,9;0;19,55;35,91;10,03;0;0;0;11,69;0,33;68,38;392,05;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"400000139";"400011177";"2024";216;67;22;305;12186;5551;1225;18962;64892;24040;5313;94245;22;27;1;50;5745;4995;697;11437;20110;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;2131;;;;;;;;;;;;;;;;1;39432;0;;1;0;0;1;1;1415;683;0;0;1012;1;667;0;0;1;9179;0;0;1;9270;0;0;0;1;0;0;0;0;1;163;26;36;25;31;9;3;3;13;12;225;4;0;0;0;0;0;0;0;0;0;4;140,11;25,15;31,05;19,93;30,67;8,88;0,98;2,4;12,24;8,99;195,99;66;62,51;36;0;73;449;380;144;19;26;1127;12;4;281;24;14;32;30;45;31;332;791;1918;33,65;0;66,56;414,18;359,34;130,38;15,99;19,17;1039,27;11,4;3;262,19;17,2;10,74;29,03;27,31;43,41;27,49;312,79;733,82;1773,09;;;;;;;;335;145;110;110;419;1;1;0;2;2;2;1;1;0;4;1;1;0;0;0;0;0;1;1;12;3;;19276;1;10
"400000147";"400780268";"2024";13;;;13;532;0;0;532;3947;0;0;3947;;;;;0;0;0;0;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;30;401;11198;30;1556;40;38;14388;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;0;;0;0;0;0;0;;;8;0;0;0;0;0;0;0;2;0;10;0;0;0;0;0;0;0;0;0;0;0;6,7;0;0;0;0;0;0;0;2;0;8,7;;;0;2;0;21;54;12;4;6;99;1;0;9;3;1;0;0;0;0;14;27;126;0;2;0;20,8;53,9;11,8;3,8;5,7;98;1;0;8,7;2,5;1;0;0;0;0;14;26,2;124,2;;;;;;;;15;0;30;40;32;1;1;0;;;;;;;;;;;;;;;;;;;;;;
"400000261";"400780458";"2024";15;;;15;92;0;0;92;910;0;0;910;1;;;1;178;0;0;178;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;30;260;9880;0;0;135;34;51872;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;0;;0;0;0;0;0;;;7;3;0;0;0;0;0;0;2;0;9;0;0;0;0;0;0;0;0;0;0;0;6,28;2,97;0;0;0;0;0;0;1,15;0;7,43;;;0;4;0;39;95;34;3;18;193;4;0;16;7;2;4;0;0;0;19;50;243;0;4;0;36,97;97,1;32,8;2,93;12,51;186,31;3,78;0;12,46;4,8;1,18;3,54;0;0;0;20,19;44,77;231,08;;;;;;;;15;0;30;135;;1;1;0;;;;;;;;;;;;;;;;;;;;;;
"400006607";"400011177";"2024";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;30;54;9962;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;0;;;;;;;;;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1,24;0;0;0;0;0;0;0;0;0;1,24;;0;0;0;0;6;16;6;1;1;30;1;0;2;0;0;0;0;0;1;3;7;37;0;0;0;5,61;14,98;5,02;0,09;0,2;25,9;0,1;0;0,98;0;0;0,58;0;0;1,1;2,49;5,25;31,15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"400006730";"330000266";"2024";;;;;;;;;;;;;;;;;;;;;2652;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"400007043";"640000113";"2024";;;;;;;;;;;;;;;;;;;;;8178;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"400007332";"330000266";"2024";;;;;;;;;;;;;;;;;;;;;5419;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"400010906";"330000266";"2024";;;;;;;;;;;;;;;;;;;;;2557;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"400011201";"640017612";"2024";;;;;;;;;;;;;;;;;;;;;794;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;;0;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;;;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0,06;0;1;0;0;0;0;1,06;0;0;0,16;0;0;0;0;0;0;0,02;0,18;1,24;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"400011383";"400780193";"2024";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;1;0;;;;;;;;;;;;;;;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"400011391";"400780193";"2024";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;1;0;;;;;;;;;;;;;;;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"400012506";"400011177";"2024";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;1;0;;;;;;;;;;;;;;;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
