FI;FI_EJ;AN;LIT_MED;LIT_CHI;LIT_OBS;LIT_MCO;SEJHC_MED;SEJHC_CHI;SEJHC_OBS;SEJHC_MCO;JOU_MED;JOU_CHI;JOU_OBS;JOU_MCO;PLA_MED;PLA_CHI;PLA_OBS;PLA_MCO;SEJHP_MED;SEJHP_CHI;SEJHP_OBS;SEJHP_MCO;SEANCES_MED;CONSULT_EXT;SPED;UGER;CAP_COMPLET_GEN;CAP_COMPLET_INF;CAP_COMPLET_PEN;CAP_COMPLET_TOT;SEJ_HTP_GEN;SEJ_HTP_INF;SEJ_HTP_PEN;SEJ_HTP_TOT;CAP_HDJ_GEN;CAP_HDJ_INF;CAP_HDJ_PEN;CAP_HDJ_TOT;VEN_HDJ_GEN;VEN_HDJ_INF;VEN_HDJ_PEN;VEN_HDJ_TOT;CAP_HDN_GEN;CAP_HDN_INF;CAP_HDN_TOT;VEN_HDN_GEN;VEN_HDN_INF;VEN_HDN_TOT;NB_CATTP_GEN;NB_CATTP_INF;NB_CATTP_PEN;NB_CATTP_TOT;ACT_CATTP_GEN;ACT_CATTP_INF;ACT_CATTP_PEN;ACT_CATTP_TOT;NB_CMP_GEN;NB_CMP_INF;NB_CMP_TOT;ACT_CMP_GEN;ACT_CMP_INF;ACT_CMP_TOT;FIL_AMB_GEN;FIL_AMB_INF;FIL_AMB_PEN;FIL_AMB_TOT;FIL_TOT_GEN;FIL_TOT_INF;FIL_TOT_PEN;FIL_TOT_TOT;LIT_SSR;SEJHC_SSR;JOUHP_SSR;PLA_SSR;LIT_USLD;ENT;PLATOT_HAD;SEJ_HAD;AUTGEN;PASSU_GEN;AUTPED;PASSU_PED;GEN;PED;ANT;SAMU;REA;SEJ_REANIM;TYPE1;SEJACC;TYPE2;SEJ_NEO;TYPE3;SEJ_REA;TRT_HEMO_CENTRE;SEAN_HEMO_CENTRE;TRT_INSUFF_REN;SEM_TRT_INSUFF_REN;CHIMIO;SEAN_CHIMIO;RTH;SEAN_RADIO;CHIRCAR;CARDIO_INT;NEUROCHIR;NEURO_INT;GREFFE;AMP;PRIS;EFFSAL_SPEMED;EFFSAL_DT_MEDGEN;EFFSAL_DT_URG;EFFSAL_DT_ANESTREA;EFFSAL_SPECHI;EFFSAL_DT_GYNOBS;EFFSAL_PSY;EFFSAL_ODON;EFFSAL_PHARMA;EFFSAL_AUT;EFFSAL_TOT;EFF_INT;EFFLIB_SPEMED;EFFLIB_DT_MEDGEN;EFFLIB_DT_URG;EFFLIB_DT_ANESTREA;EFFLIB_SPECHI;EFFLIB_DT_GYNOBS;EFFLIB_PSY;EFFLIB_ODON;EFFLIB_PHARMA;EFFLIB_AUT;EFFLIB_TOT;ETPSAL_SPEMED;ETPSAL_DT_MEDGEN;ETPSAL_DT_URG;ETPSAL_DT_ANESTREA;ETPSAL_SPECHI;ETPSAL_DT_GYNOBS;ETPSAL_PSY;ETPSAL_ODON;ETPSAL_PHARMA;ETPSAL_AUT;ETPSAL_TOT;ETPINT;EFF_SAG;EFF_CAD;EFF_INFAVECSPE;EFF_INFSANSSPE;EFF_AID;EFF_ASH;EFF_PSYCHO;EFF_REEDU;EFF_SOINS;EFF_DIR;EFF_DIRSOI;EFF_AUTADM;EFF_EDU;EFF_DTSOC;EFF_PERSPHARMA;EFF_PERSLABO;EFF_PERSRADIO;EFF_AUTMEDTEC;EFF_TEC;EFF_TOT_HORS_SOINS;EFF_TOT_PNM;ETP_SAG;ETP_CAD;ETP_INFAVECSPE;ETP_INFSANSSPE;ETP_AID;ETP_ASH;ETP_PSYCHO;ETP_REEDU;ETP_SOINS;ETP_DIR;ETP_DIRSOI;ETP_AUTADM;ETP_EDU;ETP_DTSOC;ETP_PERSPHARMA;ETP_PERSLABO;ETP_PERSRADIO;ETP_AUTMEDTEC;ETP_TEC;ETP_TOT_HORS_SOINS;ETP_TOT_PNM;BIOGENSPE;MICROBIO;HEMATO;IMMUNO;GENE;ASSISTMED;ANOTO;PHARMA_A11;PHARMA_A20;PHARMA_A26;NB_SCAN;ACT_SCAN;NB_IRM;ACT_IRM;NB_CAM;ACT_CAM;NB_TOMO;ACT_TOMO;SAL_INTERV;POST_REVEIL;BOR
830100459;830000212;2022;6;57;0;63;228;2782;0;3010;1204;5758;0;6962;;86;;86;0;13728;0;13728;123;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;358;0;0;0;0;0;0;;;;;1;123;0;;0;0;0;0;0;1;1;;;;;;;;;2;1;3;;47;;;9;53;2;;;;;100;;;;;;;;;1.8;0.13;1.93;;;5;27;33;17;31;;2;115;5;1;34;;;2;;4;;4;50;165;;5;24.02;26.3;12.23;27.92;;0.7;96.17;3.25;1;28.7;;;1.75;;3;;3.63;41.33;137.5;;;;;;;;1;1;0;1;1;;;;;;;14;16;SYGEN
830100475;830000238;2022;;64;;64;0;1806;0;1806;0;6821;0;6821;;26;;26;0;4346;0;4346;;910;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;1;3;;31;;;5;25;;;1;;3;60;;;;;;;;;1;0.25;1.25;;;3;4;36;13;19;1;1;77;2;1;21;;;3;;;2;13;42;119;;2.5;3.75;33.2;10.9;17.4;0.5;0.5;68.75;1.5;0.5;19.2;;;3;;;2;10.45;36.65;105.4;;;;;;;;1;1;0;;;;;;;;;7;10;SYGEN
830100558;690781810;2022;22;45;;67;536;1800;0;2336;3413;4928;0;8341;6;6;;12;1362;33;0;1395;;26592;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;137;1037;5368;28;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;18;2;;5;7;;1;;5;4;35;;;;;;;;;;;;;14.13;1.5;0.04;3.9;5.15;;0.1;;1.74;5.34;26.46;5.82;;11;17;120;118;15;4;42;327;1;;38;12;5;6;2;6;;44;109;436;0.04;11.08;16.91;117.89;113.02;15.24;3.26;36.31;313.75;3.26;0.78;45.81;10.04;4.14;6.22;2.29;5.44;;66.56;140.4;454.15;;;;;;;;1;1;1;;;;;;;;;3;12;SYGEN
830100574;750821092;2022;163;107;;270;10277;4066;0;14343;40939;26883;0;67822;30;15;;45;208;4252;0;4460;9443;165537;;;15;;;15;161;;;161;6;;;6;416;;;416;0;;0;;;;;;;;;;;;1;;1;4552;;4552;1520;;;1520;1560;;;1560;;;;;;;;;1;34329;0;;;;;;1;1760;;;;;;;;;;;1;9443;0;;0;1;1;1;0;;;119;5;17;29;66;;3;4;11;5;208;;;;;;;;;;;;;84.7;2.1;10;19.6;47.9;;4.1;1.8;9.6;4.5;152.6;73.6;;24;75;326;235;56;7;23;746;13;1;291;;;42;49;51;6;90;543;1289;;23.3;69.8;294.2;216.1;51.8;5.1;17.4;677.7;12.2;1;241.5;;;36.2;43.4;45.4;6;87.3;473;1150.7;;;;;;;;1;1;1;2;1;2;0;2;0;1;0;16;14;SYGEN
830100582;750721334;2022;;;;;0;0;0;0;0;0;0;0;;;;;0;0;0;0;41182;8058;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;1;41182;;;;;;;;9;;;;;;;;;;9;;;;;;;;;;;;;8.44;;;;;;;;;;8.44;0.42;;;;1;2;;;;3;1;;12;;;;;34;6;2;55;58;;;;0.01;1.03;;;;1.04;1;;11.88;;;;;30.08;5.79;2.1;50.85;51.89;;;;;;;;;;;;;;;;;;;;;SYGEN
830100608;830100616;2022;109;;;109;5430;0;0;5430;33459;0;0;33459;7;;;7;1413;0;257;1670;293;23346;;0;44;;;44;559;;;559;13;24;;37;3299;3265;;6564;;;;;;;1;1;;2;7924;3339;;11263;3;3;6;9410;7274;16684;;;;;1722;846;;2559;22;98;710;10;14;10;;;1;24034;0;;0;0;1;0;0;;0;0;0;0;0;0;;;;;1;20;0;;0;0;0;0;0;0;1;47;19;;1;6;5;14;;1;;68;;;;;;;;;;;;;23.14;13.4;;0.5;1.84;1.6;11.06;;0.9;;36.94;;3;13;5;195;113;59;31;24;443;;;38;22;14;;;10;;33;103;546;1.63;13.95;4.26;178.36;99.55;44.18;23.35;18.88;384.16;;;32.04;19.64;12.5;;;10.78;0.1;31.58;94.14;478.3;;;;;;;;;;;1;0;;;;;;;1;;SYGEN
830100624;920030913;2022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;200;1360;8389;28;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9;2;;;;;;;1;;10;;;;;;;;;;;;;7.6;1.5;;;;;;;1.1;;8.7;;;2;;28;34;32;4;33;133;4;;9;2;2;3;;;;30;48;181;;1.99;;28.79;32.34;29.4;2.45;31.72;126.69;3.77;;9.26;1.27;1.09;2.04;;;;24.75;41.09;167.78;;;;;;;;1;1;0;;;;;;;;;;;SYGEN
830100632;250002284;2022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;107;850;9981;34;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;;;;;;;;1;;7;;;;;;;;;;;;;4.72;;;;;;;;1;;5.72;;;6;3;41;81;21;3;43;198;2;1;22;7;2;4;;;;34;70;268;;5.86;3.18;33.24;66.73;19.75;1.82;34.4;164.98;1.8;0.9;18.14;5.54;1.59;2.63;;;;33.19;62.2;227.18;;;;;;;;1;1;0;;;;;;;;;;;SYGEN
830100681;750005068;2022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;170;1299;4552;15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9;;;;;;;;1;1;11;;;;;;;;;;;;;8.2;;;;;;;;1;0.2;9.4;;;5;;45;62;34;4;37;187;1;1;25;3;3;4;;;1;20;55;242;;5;;43.8;61.5;30;3.2;32.8;176.3;1;1;24.1;2.5;2.5;4;;;1;20;53.6;229.9;;;;;;;;1;1;0;;;;;;;;;;;SYGEN
830100756;920030269;2022;;;;;;;;;;;;;;;;;;;;;;;;;107;;;107;766;;;766;20;;;20;2930;;;2930;7;;7;11;;11;;;;;;;;;;;;;;;;;;;732;;;732;44;478;2051;20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;;;;;3;;1;;6;;;;;;;;1;;;;1;0.43;0.43;;;;;2.43;;1.12;;3.98;;;3;;35;9;14;4;9;74;3;;4;3;1;1;;;;14;25;99;;2.74;;36.68;8.74;16.63;3.71;5.09;73.59;3.25;;3.53;2.29;1.1;1.06;;;;11.77;21.9;95.49;;;;;;;;1;1;0;;;;;;;;;;;SYGEN
830100764;440052041;2022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;148;1158;0;;40;35;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;4;;;;;;;2;;8;;6;;;;;;;;;;6;5.5;4;;;;;;;1.68;;7.18;;;2;;26;45;26;1;3;103;3;;16;1;1;2;;;;21;43;146;;2;;22.46;41.53;20.36;1;3;90.35;3;;15.5;1;1;2;;;;17.4;38.9;129.25;;;;;;;;1;1;0;;;;;;;;;;;SYGEN
830100806;920030269;2022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;108;822;10036;30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;4;;;;;;;2;;8;;1;;;;;;;;;;1;5.98;3.98;;;;;;;1.22;;7.2;;;2;;25;36;13;1;18;95;2;;5;1;1;1;;;;11;20;115;;1.99;;23.55;34.11;13.19;0.4;16.58;89.82;2;;4.81;0.98;0.98;1.02;;;;12.7;21.51;111.33;;;;;;;;1;1;0;;;;;;;;;;;SYGEN
830100814;920030269;2022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;97;728;7472;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9;5;;;;;;;1;;10;;4;;;;;;;;;;4;5.97;4.23;;;;;;;1.13;;7.1;;;2;;17;22;10;2;14;67;3;;5;2;2;1;;;;10;21;88;;1.99;;17.41;20.51;7.65;1.34;12.6;61.5;2.51;;5.17;0.58;0.58;1.07;;;;10.57;19.9;81.4;;;;;;;;1;1;0;;;;;;;;;;;SYGEN
830100822;830000477;2022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;53;50;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.11;0.59;;;;;;;;;1.11;0;;;;;;;;;;;;;;;;;;;;;;;;;2.66;0.57;1.73;0.39;1.32;6.67;0.53;0.52;1.21;4.65;;;;;;0.57;7.48;14.15;;;;;;;;;;;;;;;;;;;;;SYGEN
830100855;830000493;2022;36;;;36;1167;0;0;1167;10094;0;0;10094;;;;;0;0;0;0;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;177;1519;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;11;7;;;;;;;2;1;14;;5;;;;;;2;;;1;8;10.26;6.46;;;;;;;1.5;0.1;11.86;;;3;;40;67;22;1;3;136;4;;20;1;1;3;;1;1;12;42;178;;3;;31.23;48.29;17.93;0.32;1.79;102.56;2.41;;15.88;1;1;2.37;;0.39;1;10.72;33.77;136.33;;;;;;;;1;1;0;;;;;;;;;;;SYGEN
830101408;830000659;2022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;86;853;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;5;;;;;;;1;;8;;3;;;;;;1;;;;4;6.27;4.27;;;;;;;0.94;;7.21;;;1;;15;25;20;;1;62;3;;5;1;1;1;;;;1;11;73;;1;;11.9;17.25;19.8;;1;50.95;3;;5;0.45;0.45;1;;;;1;10.45;61.4;;;;;;;;1;0;0;;;;;;;;;;;SYGEN
830200507;830013678;2022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;80;653;2369;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;2;;;;;;;1;;7;;;;;;;;;;;;;4.19;2;;;;;;;0.7;;4.89;;;3;;17;27;14;2;9;72;2;;11;1;1;;;;;17;31;103;;2.4;;12.5;27;11.81;1;8;62.71;1;;8.9;0.7;0.7;;;;;13;23.6;86.31;;;;;;;;1;1;0;;;;;;;;;;;SYGEN
830200515;830001012;2022;;;;;;;;;;;;;;;;;;;;;;;;;109;;;109;1075;;;1075;10;;;10;3853;;;3853;4;;4;74;;74;;;;;;;;;;;;;;;0;;;0;807;;;807;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;1;;2;;;;;;;;4;;;1;5;;;;;;;0.4;;0.6;;1;;;2;;32;9;16;4;5;68;2;;8;8;2;1;;;;3;22;90;;2;;31.2;11.18;10.87;2.67;3.91;61.83;1.08;;9.16;3.88;0.98;0.5;;;;1.65;16.27;78.1;;;;;;;;1;1;0;;;;;;;;;;;SYGEN
830200523;830210084;2022;16;27;;43;3509;595;0;4104;6397;2627;0;9024;12;36;;48;3044;3028;0;6072;41;81494;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;14623;0;;;;;;1;7;;;;;;;;;;;1;41;0;;0;0;0;0;0;;;28;;6;4;18;;;;2;;48;;5;;;;1;;;;;;6;19.94;;4.45;3.8;13.11;;;;1.1;;34.15;;;7;10;65;19;31;1;;133;3;1;38;;;3;;4;3;6;58;191;;7;9.44;55.34;17.07;28.47;0.44;;117.76;3;1;32.21;;;2.5;;4;2;5.74;50.45;168.21;;;;;;;;1;1;0;1;;1;;;;;;8;13;SYGEN
830202743;830100616;2022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;57;549;0;;36;35;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9;6;;;;;;;;;9;;;;;;;;;;;;;4.95;4.6;;;;;;;;;4.95;;;6;;31;61;23;2;6;129;;;3;;;;;;;15;18;147;;3.93;;31.73;56.33;18.48;0.68;5.4;116.55;;;2.9;0.25;0.25;0.16;;;;12.47;15.78;132.33;;;;;;;;;;;;;;;;;;;;;SYGEN
830206298;830100517;2022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;30;252;0;;46;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;;;;;;;;1;;;;;;;;;;;;;1.66;1.61;;;;;;;;;1.66;;;2;;10;33;7;;2;54;;;;1;;;;;;;1;55;;1.7;;9.36;30.96;7.36;0.25;1.9;51.53;;;0.55;0.5;;;;;;;1.05;52.58;;;;;;;;;;;;;;;;;;;;;SYGEN
830206397;830017893;2022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;29256;72;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;;;;;;;;;;3;;;;;;;;;;;;;2.4;;;;;;;;;;2.4;;;1;;1;;5;;24;31;3;;9;3;1;;;;;5;20;51;;1;;0.5;;4.5;;18.4;24.4;2.2;;7.4;1.9;0.4;;;;;3.4;14.9;39.3;;;;;;;;;;;;;;;;;;;;;SYGEN
830206983;830100517;2022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;30;242;0;;30;12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;3;;;;;;;1;;4;;;;;;;;;;;;;3.13;3.1;;;;;;;1.12;;4.25;;;3;;14;27;11;1;1;57;;;7;2;1;5;;;;59;73;130;;2.84;;10.44;27.04;9.3;0.13;1.79;51.54;;;5.84;0.82;0.72;4.87;;;0.29;55.87;67.69;119.23;;;;;;;;1;0;0;;;;;;;;;;;SYGEN
830207114;830001855;2022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;400;2510;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;11;;;;;;;;1;1;13;;;;;;;;;;;;;5.83;;;;;;;;1;0.1;6.93;;;12;;45;53;;;;110;6;;42;5;4;;;;;15;68;178;;13.83;;45.82;52.79;;;;112.44;5.93;;38.75;3.81;2.81;;;;;12.61;61.1;173.54;;;;;;;;;;;;;;;;;;;;;SYGEN
830212783;830002432;2022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;1;;;;;;;;;2;;4;;;;;;1;;;;5;0.4;0.21;;;;;;;;;0.4;;;1;;6;10;2;1;;20;1;;2;1;;;;;;;4;24;;0.47;;5.41;7.64;1.61;0.11;;15.24;0.1;;0.76;0.09;;;;;;;0.95;16.19;;;;;;;;1;1;0;;;;;;;;;;;SYGEN
830213617;830002119;2022;;;;;0;0;0;0;0;0;0;0;;;;;0;0;0;0;6987;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;1;;1;;;;;;;;;;1;0.08;;;;;;;;;;0.08;;;1;;13;;3;;;17;;;2;;;;;;;;2;19;;1;;11.22;;2;;;14.22;;;1.96;;;;;;;;1.96;16.18;;;;;;;;;;;;;;;;;;;;;SYGEN
830213625;830002119;2022;;;;;0;0;0;0;0;0;0;0;;;;;0;0;0;0;4060;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;1;;;;;;;;;;;;;0.51;;;;;;;;;;0.51;;;1;;3;;;;;4;;;;;;;;;;;;4;;1;;2.58;;;;;3.58;;;;;;;;;;;;3.58;;;;;;;;;;;;;;;;;;;;;SYGEN
830213856;830100533;2022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;30;277;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;1;;;;;;;;;2;;;;;;;;;;;;;1.49;0.64;;;;;;;;;1.49;;;1;;9;9;3;;4;26;;;1;;;0;;;;;1;27;;0.8;;9.28;8.84;3.23;;2.96;25.11;;;0.66;0.36;0.36;0.09;;;;;1.11;26.22;;;;;;;;;;;;;;;;;;;;;SYGEN
830213989;830100525;2022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;35;18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;1;;;;;;;;;;;;;0.57;;;;;;;;;;0.57;;;;1;9;16;6;1;2;35;;;2;1;;;;;;;3;38;;;0.94;7.58;17.19;6.58;0.5;0.29;33.08;;;0.78;0.95;;;;;;;1.73;34.81;;;;;;;;;;;;;;;;;;;;;SYGEN
830215687;830003521;2022;;;;;;;;;;;;;;;;;;;;;22811;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;19337;1;1159;0;;0;;;;;;;;;;;;;;;;;1;;1;;3;;;;;;;;;;3;;;;;;;;;0.5;;0.5;;;1;;27;8;4;;1;41;1;;7;;;;;;2;1;11;52;;1;;19.2;8.1;3.2;;0.1;31.6;1;;6.6;0.4;0.4;;;;0.6;1;9.6;41.2;;;;;;;;1;1;0;;;;;;;;;;;SYGEN
830215919;750056335;2022;;;;;;;;;;;;;;;;;;;;;;;;;82;;;82;300;;;300;10;;;10;3251;;;3251;3;;3;1388;;1388;;;;;;;;;;;;;;;;;;;236;;;236;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;;;;3;;1;;5;;;;;;;;;;;;;0.12;0.12;;;;;2.19;;0.78;;3.09;;;1;;30;14;8;3;2;58;2;;7;8;1;1;;;;7;25;83;;1.08;;18.68;7.06;6.85;2.23;1.02;36.92;2;;5.85;6.46;1;0.23;;;;6.22;20.76;57.68;;;;;;;;1;1;0;;;;;;;;;;;SYGEN
830216495;830003695;2022;;;;;;;;;;;;;;;;;;;;;343;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;963;0;;0;;;;;;;;;2;;;;;;;;;;2;;2;;;;;;;;;;2;0.5;;;;;;;;;;0.5;;;;;2;1;1;1;1;6;1;1;2;;;;;;;;4;10;;;;1;1;1;0.25;0.25;3.5;0.25;0.25;1;;;;;;;;1.5;5;;;;;;;;1;1;0;;;;;;;;;;;SYGEN
840000202;130037815;2022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;60;432;1653;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;1;;;;;;;;;2;;;;;;;;;;;;;2.16;1.16;;;;;;;;;2.16;;;3;;12;23;12;2;5;57;1;;10;2;1;;;;1;2;16;73;;1.56;;10.21;20.45;9.86;0.95;5.05;48.08;1;;10.52;1.49;1;;;;0.21;2.43;15.65;63.73;;;;;;;;;;;;;;;;;;;;;SYGEN
840000285;840000608;2022;6;52;59;117;289;1384;2245;3918;1387;2376;7121;10884;;26;2;28;0;6913;206;7119;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;152;0;1068;1;161;0;0;;;;;0;;0;;0;0;0;0;0;1;1;;;;;;;;;1;;1;;10;;;6;29;14;;;;;39;;;;;;;;;1;;1;;21;2;25;20;26;30;2;;126;2;1;24;;;4;;;;7;38;164;18.45;2;25.51;18.97;32.2;34.89;1.19;;133.21;1.15;0.8;19.93;;;4.44;;;;3.31;29.63;162.84;;;;;;;;1;0;1;1;;;;;;;;10;16;SYGEN
840000327;840000640;2022;3;37;;40;1;1551;0;1552;18;5194;0;5212;;12;;12;0;768;0;768;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;14;;;;;;;;;;;0;;0;;0;0;0;0;0;;;;;;;;;;;1;;1;;2;;;2;6;;;;;;8;;;;;;;;;0.75;;0.75;;;1;6;8;6;12;;;33;2;1;10;;;1;;;1;6;21;54;;1;7.69;10.18;7.88;13.88;;;40.63;0.65;0.2;6.45;;;0.78;;;0.81;2.18;11.07;51.7;;;;;;;;1;0;1;;;;;;;;;4;8;SYGEN
840000343;840000012;2022;39;;;39;3066;0;0;3066;10195;0;0;10195;5;;;5;37;0;0;37;714;7592;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;34;314;0;;;;;;1;17446;0;;;;;;0;;0;0;0;0;0;0;;;;;1;714;0;;0;0;0;0;0;0;1;21;3;10;4;1;1;;;3;;25;;;;;;;;;;;;;18.39;3;9.26;2.56;0.5;0.5;;;3;;21.89;;1;6;5;56;68;25;2;6;169;4;;36;2;2;7;;3;;32;84;253;1;5.8;4.05;46.44;64.05;28.03;1.8;5.5;156.67;3.46;;34.96;2;2;7;;2.8;;32.5;82.72;239.39;;;;;;;;1;1;0;1;0;;;;;;;4;8;SYGEN
840000350;840000657;2022;108;;;108;2984;0;0;2984;23121;0;0;23121;6;;;6;1881;0;0;1881;69782;86517;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;1;20890;1;48427;0;0;0;0;0;;;28;9;;;;;;;5;1;34;3;43;;;;;;;;;1;44;24.78;8.09;;;;;0.29;;4.59;1;30.66;0.9;;7;1;89;71;48;7;9;232;10;1;112;3;2;15;;65;36;40;282;514;;5.73;0.99;73.99;63.71;43.14;3.8;5.4;196.76;8.48;0.92;101.46;2.24;2;14.26;;60.38;30.3;38.92;256.96;453.72;;;;;;;;1;1;0;1;0;1;1;;;;;1;1;SYGEN
