FI;FI_EJ;AN;LIT_MED;LIT_CHI;LIT_OBS;LIT_MCO;SEJHC_MED;SEJHC_CHI;SEJHC_OBS;SEJHC_MCO;JOU_MED;JOU_CHI;JOU_OBS;JOU_MCO;PLA_MED;PLA_CHI;PLA_OBS;PLA_MCO;SEJHP_MED;SEJHP_CHI;SEJHP_OBS;SEJHP_MCO;SEANCES_MED;CONSULT_EXT;SPED;UGER;CAP_COMPLET_GEN;CAP_COMPLET_INF;CAP_COMPLET_PEN;CAP_COMPLET_TOT;SEJ_HTP_GEN;SEJ_HTP_INF;SEJ_HTP_PEN;SEJ_HTP_TOT;CAP_HDJ_GEN;CAP_HDJ_INF;CAP_HDJ_PEN;CAP_HDJ_TOT;VEN_HDJ_GEN;VEN_HDJ_INF;VEN_HDJ_PEN;VEN_HDJ_TOT;CAP_HDN_GEN;CAP_HDN_INF;CAP_HDN_TOT;VEN_HDN_GEN;VEN_HDN_INF;VEN_HDN_TOT;NB_CATTP_GEN;NB_CATTP_INF;NB_CATTP_PEN;NB_CATTP_TOT;ACT_CATTP_GEN;ACT_CATTP_INF;ACT_CATTP_PEN;ACT_CATTP_TOT;NB_CMP_GEN;NB_CMP_INF;NB_CMP_TOT;ACT_CMP_GEN;ACT_CMP_INF;ACT_CMP_TOT;FIL_AMB_GEN;FIL_AMB_INF;FIL_AMB_PEN;FIL_AMB_TOT;FIL_TOT_GEN;FIL_TOT_INF;FIL_TOT_PEN;FIL_TOT_TOT;LIT_SSR;SEJHC_SSR;JOUHP_SSR;PLA_SSR;LIT_USLD;ENT;PLATOT_HAD;SEJ_HAD;AUTGEN;PASSU_GEN;AUTPED;PASSU_PED;GEN;PED;ANT;SAMU;REA;SEJ_REANIM;TYPE1;SEJACC;TYPE2;SEJ_NEO;TYPE3;SEJ_REA;TRT_HEMO_CENTRE;SEAN_HEMO_CENTRE;TRT_INSUFF_REN;SEM_TRT_INSUFF_REN;CHIMIO;SEAN_CHIMIO;RTH;SEAN_RADIO;CHIRCAR;CARDIO_INT;NEUROCHIR;NEURO_INT;GREFFE;AMP;PRIS;EFFSAL_SPEMED;EFFSAL_DT_MEDGEN;EFFSAL_DT_URG;EFFSAL_DT_ANESTREA;EFFSAL_SPECHI;EFFSAL_DT_GYNOBS;EFFSAL_PSY;EFFSAL_ODON;EFFSAL_PHARMA;EFFSAL_AUT;EFFSAL_TOT;EFF_INT;EFFLIB_SPEMED;EFFLIB_DT_MEDGEN;EFFLIB_DT_URG;EFFLIB_DT_ANESTREA;EFFLIB_SPECHI;EFFLIB_DT_GYNOBS;EFFLIB_PSY;EFFLIB_ODON;EFFLIB_PHARMA;EFFLIB_AUT;EFFLIB_TOT;ETPSAL_SPEMED;ETPSAL_DT_MEDGEN;ETPSAL_DT_URG;ETPSAL_DT_ANESTREA;ETPSAL_SPECHI;ETPSAL_DT_GYNOBS;ETPSAL_PSY;ETPSAL_ODON;ETPSAL_PHARMA;ETPSAL_AUT;ETPSAL_TOT;ETPINT;EFF_SAG;EFF_CAD;EFF_INFAVECSPE;EFF_INFSANSSPE;EFF_AID;EFF_ASH;EFF_PSYCHO;EFF_REEDU;EFF_SOINS;EFF_DIR;EFF_DIRSOI;EFF_AUTADM;EFF_EDU;EFF_DTSOC;EFF_PERSPHARMA;EFF_PERSLABO;EFF_PERSRADIO;EFF_AUTMEDTEC;EFF_TEC;EFF_TOT_HORS_SOINS;EFF_TOT_PNM;ETP_SAG;ETP_CAD;ETP_INFAVECSPE;ETP_INFSANSSPE;ETP_AID;ETP_ASH;ETP_PSYCHO;ETP_REEDU;ETP_SOINS;ETP_DIR;ETP_DIRSOI;ETP_AUTADM;ETP_EDU;ETP_DTSOC;ETP_PERSPHARMA;ETP_PERSLABO;ETP_PERSRADIO;ETP_AUTMEDTEC;ETP_TEC;ETP_TOT_HORS_SOINS;ETP_TOT_PNM;BIOGENSPE;MICROBIO;HEMATO;IMMUNO;GENE;ASSISTMED;ANOTO;PHARMA_A11;PHARMA_A20;PHARMA_A26;NB_SCAN;ACT_SCAN;NB_IRM;ACT_IRM;NB_CAM;ACT_CAM;NB_TOMO;ACT_TOMO;SAL_INTERV;POST_REVEIL
350000410;350002291;2022;15;;;15;180;0;0;180;3199;0;0;3199;;;;;0;0;0;0;;1903;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;25;216;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;;;;;;2;1;1;6;;11;11;;;;;;;;;11;0.48;0.48;;;;;;0.94;0.9;0.13;2.45;;;1;;18;28;15;2;3;67;1;1;10;2;1;3;;;;19;36;103;;1;;12.69;23.06;14.02;0.45;1.45;52.67;1;1;9;1.08;1;2.43;;;;20.29;34.8;87.47;;;;;;;;1;1;0;;;;;;;;;;
350000436;350055166;2022;16;;;16;256;0;0;256;4515;0;0;4515;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;30;234;0;;30;48;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;;;;;;;1;;3;;;;;;;;;;;;;2.04;2.04;;;;;;;0.82;;2.86;0.84;;5;;41;64;36;3;23;172;2;;19;3;2;5;;;;30;59;231;;3.12;;23.64;42.5;23.93;1.33;5.68;100.2;2;;17.99;2.09;1.53;5.06;;;;28.26;55.4;155.6;;;;;;;;1;1;0;;;;;;;;;;
350000444;350048518;2022;12;;;12;235;0;0;235;2904;0;0;2904;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;52;442;2700;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;4;;;;;;;2;;6;;8;8;;;;;;;;;8;2.83;2.83;;;;;;;1.46;;4.29;0.33;;2;;23;35;16;1;12;89;3;;29;4;2;3;;;;47;86;175;;1.82;;21.69;30.52;14.47;1;10.52;80.02;3;;26.07;3.04;1.02;2.76;;;;42.99;77.86;157.88;;;;;;;;1;1;0;;;;;;;;;;
360000145;360000061;2022;25;;;25;485;0;0;485;7132;0;0;7132;3;;;3;19;0;0;19;;2718;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;35;338;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;4;;;;;;;1;;5;;;;;;;;;;;;;4.46;4.46;;;;;;;0.8;;5.26;;;2;;18;35;12;;4;71;;;26;1;1;2;;;;37;66;137;;2;;18.45;32.3;11.4;0.46;3.79;68.4;;;24.29;0.92;0.92;1.28;;;;34.29;60.78;129.18;;;;;;;;1;1;0;;;;;;;;;;
360002232;360000541;2022;25;;;25;984;0;0;984;6485;0;0;6485;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;92;1069;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;3;;;;;1;;2;;8;;4;;;;1;;;;;2;7;2.75;1.75;;;;;0.9;;1.2;;4.85;;;2;1;21;17;19;;10;70;1;;8;2;;2;;;;9;22;92;;1.5;1;20.8;16.3;21.3;;6.85;67.75;1;;6.75;1;;1;;;;10.1;19.85;87.6;;;;;;;;1;1;0;;;;;;;;;;
370001158;370004327;2022;14;;;14;396;0;0;396;4398;0;0;4398;;;;;0;0;0;0;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;2;;;;;;;;;3;;10;10;;;;;;;;;10;1;0.5;;;;;;;;;1;1;;1;;9;8;5;;1;24;2;;13;;;;;;;28;43;67;;0.5;;8.1;7.04;2.3;;0.06;18;0.4;;2.74;;;;;;;2.58;5.72;23.72;;;;;;;;1;1;0;;;;;;;;;;
380000026;380780031;2022;33;0;0;33;1142;0;0;1142;9636;0;0;9636;;;;;0;0;0;0;;17848;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;16;143;0;;30;23;;;1;6543;0;;;;;;0;;0;0;0;0;0;0;;;;;0;;0;;0;0;0;0;0;0;1;18;6;5;1;;;;;;;18;;4;;4;;;;;;;;4;13.3;2.98;5.3;0.43;;;;;;;13.3;0.8;2;3;;38;43;29;1;8;124;1;;28;4;1;4;;9;;28;74;198;0.9;2.75;;32.5;38.5;26.8;0.3;3.52;105.27;1;;26.17;2.1;0.6;1.4;;6.4;;24.1;61.17;166.44;;;;;;;;1;1;0;1;;;;;;;;2;2
380000109;380780213;2022;2;;;2;26;0;0;26;528;0;0;528;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;21;196;0;;76;22;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;9;;;;;;;2;;12;;;;;;;;;;;;;5.59;5.54;;;;;;;1.8;;7.39;;;4;;21;55;32;2;8;122;1;;32;2;1;4;;1;;22;62;184;;1.26;;22.97;47.95;24.07;0.86;5.65;102.76;0.45;;10.17;1.69;0.74;1.34;;0.3;;6.93;20.88;123.64;;;;;;;;1;0;0;;;;;;;;;;
390000057;390780153;2022;10;0;0;10;104;0;0;104;1391;0;0;1391;0;0;0;0;0;0;0;0;;15567;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;106;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8;2;6;;1;;;;;;9;;;;;;;;;;;;;5.13;1.6;3.53;;0.2;;;;;;5.33;;;1;1;13;18;7;;;40;1;;9;;;;;3;;14;27;67;;1;0.32;10.55;10.55;4.5;;;26.92;0.98;;7.63;;;;;2.9;;11.43;22.94;49.86;;;;;;;;;;;;;;;;;;;;
400000147;400780268;2022;13;;;13;634;0;0;634;4048;0;0;4048;;;;;0;0;0;0;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;30;409;0;;40;44;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9;1;;;;;;;1;;10;;;;;;;;;;;;;6.9;0.2;;;;;;;1;;7.9;;;3;;20;61;;3;6;93;2;;7;1;1;;;;;22;32;125;;3;;19.35;60.3;;2.8;5.8;91.25;2;;6.7;1;1;;;;;21.8;31.5;122.75;;;;;;;;1;1;0;;;;;;;;;;
410000053;410000111;2022;25;;;25;330;0;0;330;6398;0;0;6398;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;30;274;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;4;;;;;;;2;;6;;;;;;;;;;;;;2.53;2.53;;;;;;;1.54;;4.07;;;2;;13;30;2;2;6;55;1;;4;1;1;5;;1;;11;23;78;;1.16;;10.99;27.7;1.91;0.3;3.77;45.83;0.16;;3.5;0.19;0.19;4.25;;1;;6.41;15.51;61.34;;;;;;;;1;1;0;;;;;;;;;;
420000192;750034589;2022;20;;;20;421;0;0;421;6757;0;0;6757;5;;;5;2;0;0;2;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24;314;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;11;11;;;;;;;6;;17;;;;;;;;;;;;;2.98;2.98;;;;;;;0.55;;3.53;;;1;;8;18;7;;3;37;1;;9;1;1;4;;;;5;20;57;;1;;10.91;14.62;9.39;;2;37.92;0.6;;4.66;0.5;0.5;1.26;;;;1.81;8.83;46.75;;;;;;;;;;;;;;;;;;;;
420000317;420016933;2022;8;0;0;8;212;0;0;212;2392;0;0;2392;0;0;0;0;0;0;0;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;28;141;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;1;;3;3;;;;;;;;;3;;;;;;;;;0.36;;0.36;;;1;;11;16;15;;3;46;1;;14;;;1;;;;9;25;71;;0.5;;6.37;11.28;8.61;;1.09;27.85;0.5;;7.39;;;0.49;;;;5.59;13.97;41.82;;;;;;;;1;1;0;;;;;;;;;;
430000299;430000059;2022;21;;;21;590;0;0;590;6627;0;0;6627;;;;;0;0;0;0;;4683;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;4;;;;;;;1;1;6;;10;10;;;;;;;;;10;0.9;0.9;;;;;;;1;0.1;2;;;3;;13;9;27;1;1;54;1;;9;1;;2;;;;16;29;83;;1.6;;8.78;8.8;5.9;0.4;0.4;25.88;0.4;;2.94;0.2;;0.42;;;;2.57;6.53;32.41;;;;;;;;1;1;0;;;;;;;;;;
430000307;430000067;2022;25;;;25;234;0;0;234;4384;0;0;4384;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;40;22;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;3;5;;9;9;;;;;;;;;9;;;;;;;;;1.46;0.7;2.16;;;2;;12;31;12;1;1;59;;;9;1;1;3;;1;;18;32;91;;1.5;;10.44;27.15;12.51;0.4;1.15;53.15;;;7.65;0.91;0.91;3.03;;0.05;;16.13;27.77;80.92;;;;;;;;1;1;0;;;;;;;;;;
430000356;430000091;2022;15;0;0;15;211;0;0;211;3654;0;0;3654;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;30;364;0;;30;18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;;;;;;3;1;5;;;;;;;;;;;;;0.57;0.57;;;;;;;1.62;0.13;2.32;;;3;;30;57;49;1;5;145;2;;15;3;;5;;;;21;46;191;;2.8;;25.25;48.6;38;1;3.09;118.74;1.42;;15.71;1.6;;5.11;;;;21.03;44.87;163.61;;;;;;;;1;1;0;;;;;;;;;;
440001253;440028538;2022;59;0;0;59;734;0;0;734;12055;0;0;12055;0;0;0;0;0;0;0;0;;76;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;35;215;809;5;42;28;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8;5;;;;;;;2;;10;;;;;;;;;;;;;5.72;4.46;;;;;;;0.87;;6.59;1.33;;5;;39;82;34;3;7;170;;;28;3;3;5;;;;25;61;231;;5.22;;36.6;74.78;34.01;1.67;5.03;157.31;;;26.92;2.15;1.8;2.92;;;;21.82;53.81;211.12;;;;;;;;1;1;0;;;;;;;;;;
440001287;440041531;2022;30;;;30;509;0;0;509;10523;0;0;10523;;;;;0;0;0;0;;585;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;30;316;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;1;;;;;;;3;;6;;;;;;;;;;;;;3.23;1.63;;;;;;;2.74;;5.97;1.34;;2;;27;49;23;2;8;111;2;1;14;2;2;7;;;;20;46;157;;1.63;;23.97;41.62;19.95;1.44;5.37;93.98;1.88;0.54;11.93;1.27;1.27;5.02;;;;15.99;36.63;130.61;;;;;;;;0;1;0;;;;;;;;;;
450000070;450000112;2022;28;;0;28;1730;0;58;1788;9987;0;0;9987;6;;;6;608;0;0;608;177;34265;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;186;0;;48;18;;;1;11978;0;;1;0;0;0;0;;0;0;0;0;0;0;;;;;1;177;0;;0;0;0;0;0;0;1;17;1;7;3;1;1;;;2;1;21;;3;;;;;;;;;;3;13.02;1.59;5.78;0.41;1;1;;;1.98;1;17;5.23;3;3;3;52;82;29;1;4;177;;;44;7;3;5;6;8;;26;96;273;2.7;3.58;1.55;45.61;76.97;24.99;0.87;3.11;159.38;;;40.55;5.54;3.47;4.3;5.08;7.23;;25.29;87.99;247.37;;;;;;;;1;1;0;1;;;;;;;;2;4
450000120;450000138;2022;12;0;0;12;121;0;0;121;1745;0;0;1745;0;0;0;0;0;0;0;0;;0;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13;65;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;1;;;;;;;;;;;;;;;;;;;;;0.3;;0.3;;;1;;8;11;1;1;5;27;2;;5;1;1;3;;;;30;41;68;;1;;7.3;11;1;0.25;1.34;21.89;0.8;;1.4;0.5;0.5;0.28;;;;14.8;17.78;39.67;;;;;;;;1;1;0;;;;;;;;;;
450000211;450000153;2022;5;;;5;12;0;0;12;214;0;0;214;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23;41;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;1;;;;;;;1;;3;;;;;;;;;;;;;1.6;0.6;;;;;;;0.1;;1.7;;;1;;7;9;2;2;2;23;1;;9;2;2;1;;;;25;38;61;;1;;6.06;8.77;1.86;0.25;1.46;19.4;0.5;;8.4;0.25;0.25;0.86;;;;23.5;33.51;52.91;;;;;;;;;;;;;;;;;;;;
450000260;450000161;2022;11;;;11;223;0;0;223;3701;0;0;3701;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;14;135;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;3;;;;;;;1;;4;;;;;;;;;;;;;1.4;1.4;;;;;;;0.81;;2.21;;;1;;8;14;;1;3;27;;;10;;;3;;;;26;39;66;;1.08;;6.76;11.42;;0.25;2.45;21.96;;;9.01;;;2.12;;;;23.75;34.88;56.84;;;;;;;;1;1;0;;;;;;;;;;
450000336;450000179;2022;15;;;15;316;0;0;316;4068;0;0;4068;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;181;0;;40;42;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;;;;;;;;1;;5;;;;;;;;;;;;;4;;;;;;;;0.94;;4.94;;;3;;18;33;19;1;6;80;1;;15;4;1;2;;;;4;26;106;;1.65;;17.5;32;9.78;0.8;4.8;66.53;0.58;;9.96;2.72;0.7;1.37;;;;2.65;17.28;83.81;;;;;;;;1;0;0;;;;;;;;;;
460000052;460780091;2022;33;;;33;1611;0;0;1611;8813;0;0;8813;2;;;2;38;0;0;38;;30040;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;29;221;0;;50;29;;;1;11646;0;;1;0;0;0;0;;0;;0;;0;;;;;;0;;0;;0;0;0;0;0;0;0;11;3;;2;3;1;;;2;13;29;;;;;;;;;;;;;4.09;2.22;;0.1;0.61;0.2;;;1.8;9.96;16.46;;3;4;1;50;77;29;4;8;176;2;;20;1;1;4;;5;;21;53;229;2.69;2.72;1;46.74;68.73;27.85;1.71;5.68;157.12;1.67;;18.8;1;1;3.85;;4.24;;20.11;49.67;206.79;;;;;;;;1;1;0;1;;;;;;;;;
460000227;460780430;2022;20;;;20;201;0;0;201;4228;0;0;4228;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;;;;;;;;1;;;;;;;;;;;;;0.12;0.12;;;;;;;;;0.12;;;1;;7;6;1;;;15;;;9;3;;;;;;4;16;31;;0.5;;6.7;5.7;1;;;13.9;;;4.69;2.8;;;;;;1.51;9;22.9;;;;;;;;;;;;;;;;;;;;
470000571;470000407;2022;8;0;0;8;240;0;0;240;2284;0;0;2284;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24;247;0;;30;12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;1;;;;;;;1;;3;;;;;;;;;;;;;1.51;0.5;;;;;;;0.94;;2.45;1.66;;3;;25;53;11;1;3;96;;;13;3;1;2;;;;23;41;137;;2.16;;21.01;40.04;10.81;0.6;1.68;76.3;;;11.05;2.17;1;1.25;;;;23.39;37.86;114.16;;;;;;;;1;1;0;;;;;;;;;;
480000033;480780121;2022;22;;;22;201;0;0;201;5940;0;0;5940;0;;;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;;;;;;1;;2;;5;5;;;;;;;;;5;0.6;0.6;;;;;;;0.25;;0.85;;;;;7;14;6;;1;28;;;6;;;1;;;;12;19;47;;;;7.68;13.96;4.95;;0.22;26.81;;;3.2;;;0.25;;;;3.09;6.54;33.35;;;;;;;;1;1;0;;;;;;;;;;
480000041;480780139;2022;5;;;5;227;0;0;227;4393;0;0;4393;0;;;0;1;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;15;59;0;;25;17;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;1;;;;;;;1;;3;;;;;;;;;;;;;1.2;0.2;;;;;;;0.45;;1.65;;;1;;10;28;16;;4;59;;;6;;;;;;1;13;20;79;;1;;10.61;20.02;8.53;;0.92;41.08;;;2.92;;;;;;0.5;6.75;10.17;51.25;;;;;;;;1;1;0;;;;;;;;;;
480000066;480780154;2022;20;;;20;245;0;0;245;4471;0;0;4471;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;163;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;;;;;;2;1;4;;9;9;;;;;;;;;9;0.5;0.5;;;;;;;0.46;0.05;1.01;;;2;;16;22;4;;4;48;;;8;;;;;;;10;18;66;;1.23;;13.26;16.27;3.14;;2.41;36.31;;;4.89;;;;;;;9.96;14.85;51.16;;;;;;;;1;1;0;;;;;;;;;;
480000074;480780162;2022;23;;;23;344;0;0;344;6325;0;0;6325;;0;0;0;2;0;0;2;;43;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;30;41;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;2;3;;6;;;;;;;;;;6;;;;;;;;;0.46;;0.46;;;2;;14;35;11;;5;67;1;;7;2;;1;;;;9;20;87;;1.17;;13.87;31.96;12.21;;3.86;63.07;1;;7;2;;1;;;;9.05;20.05;83.12;;;;;;;;1;1;0;;;;;;;;;;
490000254;490015765;2022;8;;;8;111;0;0;111;2765;0;0;2765;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;30;192;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;2;;;;;;;;;3;;;;;;;;;;;;;2.21;1.21;;;;;;;;;2.21;;;3;;14;30;8;2;8;65;3;;12;1;1;;;;;38;54;119;;1.45;;11.78;17.47;4.63;0.22;2.25;37.8;0.89;;4.16;0.5;0.5;;;;;9.42;14.97;52.77;;;;;;;;;;;;;;;;;;;;
490000320;490000395;2022;13;0;0;13;260;0;0;260;3334;0;0;3334;0;0;0;0;55;0;0;55;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;30;359;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;1;;;;;;;2;2;6;1;14;14;;;;;;;;;14;0.4;0.1;;;;;;;0.47;0.1;0.97;0.66;;1;;15;46;5;1;9;77;;;11;1;1;4;;;1;31;48;125;;2.16;;13.9;32.22;4.71;0.5;2.75;56.24;;;7.15;0.63;0.63;1.16;;;0.3;7.2;16.44;72.68;;;;;;;;1;1;0;;;;;;;;;;
490000338;490000403;2022;10;;;10;64;0;0;64;1431;0;0;1431;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;30;330;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;;;;;;;2;1;5;;2;2;;;;;;;;;2;1.24;1.24;;;;;;;1.33;0.15;2.72;;;2;;12;17;6;1;6;44;1;;8;;;4;;;;15;28;72;;1.5;;10.59;16.32;7;0.4;2.46;38.27;0.75;;6.26;;;1.54;;;;13.12;21.67;59.94;;;;;;;;1;1;0;;;;;;;;;;
490000650;490007689;2022;10;;;10;99;0;0;99;2138;0;0;2138;0;;;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23;202;0;;30;17;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;2;1;5;;;;;;;;;;;;;0.76;;;;;;;;1.4;0.2;2.36;;;2;;15;38;18;1;3;77;1;;14;3;3;4;;;;23;45;122;;0.86;;15.61;32.03;12.28;0.45;1.41;62.64;1;;11.88;1.57;1.57;4.34;;;;17.4;36.19;98.83;;;;;;;;1;1;0;;;;;;;;;;
490000700;490020773;2022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;30;194;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;;;;;;;1;;3;;2;2;;;;;;;;;2;1.07;1.07;;;;;;;0.05;;1.12;;;1;;9;30;20;1;4;65;2;1;12;1;1;2;;;;42;60;125;;0.99;;6.48;12.01;3.76;0.26;1.15;24.65;0.34;0.5;6.2;0.42;0.42;0.45;;;;3.32;11.23;35.88;;;;;;;;1;1;0;;;;;;;;;;
500000195;500000039;2022;24;;;24;467;0;0;467;7276;0;0;7276;;;;;0;0;0;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;30;291;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;;;;;;;2;;4;;;;;;;;;;;;;2;2;;;;;;;1.12;;3.12;;;1;;16;33;5;1;2;58;2;;12;3;1;2;;;;18;37;95;;1;;16.97;31.98;3.62;0.47;1.93;55.97;1;;5.55;2.67;1.24;0.96;;;;8.69;18.87;74.84;;;;;;;;;;;;;;;;;;;;
500000302;500000062;2022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;30;274;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;;;;;;;;1;;3;3;;;;;;;;;3;0.76;0.76;;;;;;;;;0.76;;;1;;9;19;12;1;2;44;;;11;1;1;;;;;17;29;73;;0.9;;8.73;18.61;9.83;0.71;0.62;39.4;;;10.39;0.6;0.6;;;;;16.72;27.71;67.11;;;;;;;;;;;;;;;;;;;;
500000427;500000096;2022;32;;;32;1781;0;0;1781;9916;0;0;9916;;;;;0;0;0;0;;10738;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;32;371;0;;;;;;1;7457;0;;1;0;0;0;0;;;;;;;;;;;;0;;0;;0;0;0;0;0;;;7;2;3;;;;;;2;;9;;;;;;;;;;;;;6.94;2.07;3.19;;;;;;1.54;;8.48;1;;3;1;45;45;2;1;4;101;;;21;1;1;4;;4;;26;56;157;;2.81;0.78;41.95;41.47;1.9;0.33;2.75;91.99;;;20.07;0.49;0.49;3.61;;3.54;;25.31;53.02;145.01;;;;;;;;1;1;0;;;;;;;;;;
