1er jour de la semaine,Semaine,Classe d'âge,Taux de passages aux urgences pour COVID-19,Taux d'hospitalisations après passages aux urgences pour COVID-19,Taux d'actes médicaux SOS médecins pour COVID-19
2024-12-30,2025-S01,00-04 ans,255.4822227,232.9331661,162.33766234
2024-12-30,2025-S01,15-64 ans,114.96010673,142.56771967,617.88837492
2025-01-06,2025-S02,00-04 ans,233.71311715,258.12002581,93.516209476
2025-01-06,2025-S02,Tous âges,207.26762057,457.73289157,384.96240602
2025-01-13,2025-S03,00-04 ans,251.2180268,291.48448886,149.96101014
2025-01-13,2025-S03,15-64 ans,80.396475771,116.44941963,463.91752577
2025-01-20,2025-S04,05-14 ans,44.174256926,26.041666667,261.23817035
2025-01-20,2025-S04,65 ans ou plus,312.88139354,453.42231959,311.07654705
2025-01-27,2025-S05,Tous âges,130.39987499,248.18223284,279.94420761
2025-02-03,2025-S06,05-14 ans,37.487871571,53.879310345,179.81568892
2025-02-10,2025-S07,05-14 ans,31.425129629,58.910162003,120.20930561
2025-02-10,2025-S07,15-64 ans,61.305813835,97.613882863,361.50925573
2025-02-17,2025-S08,65 ans ou plus,213.37837988,294.28139664,279.52480783
2025-02-17,2025-S08,Tous âges,109.07200741,193.79844961,261.52192462
2025-02-24,2025-S09,05-14 ans,8.437631838,0.0,153.02218822
2025-02-24,2025-S09,15-64 ans,55.62029876,68.000429476,286.26870833
2025-02-24,2025-S09,65 ans ou plus,198.43080011,297.02700493,296.46289102
2025-03-03,2025-S10,00-04 ans,198.86445514,203.66598778,23.5608262
2025-03-10,2025-S11,00-04 ans,185.82578118,280.29322984,60.711846399
2025-03-10,2025-S11,05-14 ans,24.975592035,54.975261132,103.91686651
2025-03-17,2025-S12,15-64 ans,64.032919219,59.732958538,327.44988419
2025-03-17,2025-S12,Tous âges,107.33104398,171.51491227,272.90357794
2025-03-31,2025-S14,00-04 ans,226.68480145,260.6255012,89.338892198
2025-03-31,2025-S14,15-64 ans,76.209831068,78.829214792,404.19728013
2025-03-31,2025-S14,65 ans ou plus,223.90085037,336.53585192,419.1484668
2025-04-14,2025-S16,00-04 ans,182.03059201,341.15994381,89.474540426
2025-04-14,2025-S16,15-64 ans,81.11870545,94.716901705,432.4414229
2025-04-21,2025-S17,65 ans ou plus,254.31137249,380.74974103,477.52808989
2025-04-21,2025-S17,Tous âges,126.61447588,233.16170041,379.55808594
2025-04-28,2025-S18,05-14 ans,18.29951735,0.0,210.87680355
2025-04-28,2025-S18,15-64 ans,66.875631745,92.784240954,369.91079999
2025-04-28,2025-S18,65 ans ou plus,229.18428196,338.5724903,444.89383215
2025-05-05,2025-S19,00-04 ans,233.04379407,202.07123011,72.434607646
2025-05-05,2025-S19,65 ans ou plus,191.32359043,285.66481994,378.1075716
2025-05-12,2025-S20,05-14 ans,20.044498787,0.0,276.39087019
2025-05-12,2025-S20,15-64 ans,71.659626865,85.397096499,610.85687896
2025-05-19,2025-S21,00-04 ans,223.95096653,366.56891496,151.79356076
2025-05-19,2025-S21,05-14 ans,34.009522666,0.0,353.82210154
2025-05-19,2025-S21,15-64 ans,85.977173312,99.563978439,678.13080953
2025-05-26,2025-S22,00-04 ans,283.34846359,283.21925891,204.45572476
2025-05-26,2025-S22,05-14 ans,20.063758165,26.917900404,496.10811736
2025-05-26,2025-S22,15-64 ans,96.726670271,121.12403101,834.45821573
2025-06-02,2025-S23,05-14 ans,17.363371967,0.0,432.50207049
2025-06-02,2025-S23,Tous âges,135.05057042,238.70629467,676.80471239
2025-06-09,2025-S24,00-04 ans,204.79730678,252.78058645,213.13846388
2025-06-09,2025-S24,15-64 ans,107.83328291,109.21501706,1112.4298445
2025-06-16,2025-S25,00-04 ans,229.50642618,261.84241847,234.44826508
2025-06-16,2025-S25,05-14 ans,19.117615821,53.633681952,410.88385683
2025-06-23,2025-S26,65 ans ou plus,251.56407228,358.70974863,730.85478233
2025-06-30,2025-S27,00-04 ans,229.94314593,187.44142455,170.76249165
2025-06-30,2025-S27,65 ans ou plus,230.29710499,357.54916301,576.07242053
2025-06-30,2025-S27,Tous âges,131.19201431,220.66144614,512.7829463
2025-07-07,2025-S28,00-04 ans,267.11928546,381.09756098,259.55065293
2025-07-07,2025-S28,05-14 ans,17.455053238,31.836994588,378.1512605
2025-07-07,2025-S28,65 ans ou plus,225.50182095,288.09044953,712.94559099
2025-07-07,2025-S28,Tous âges,140.65348097,192.17663895,738.17302177
2025-07-14,2025-S29,00-04 ans,334.71837488,609.75609756,199.82623805
2025-07-14,2025-S29,05-14 ans,14.48058154,0.0,412.66893635
2025-07-14,2025-S29,65 ans ou plus,248.91373174,351.75596578,767.19335099
2025-07-21,2025-S30,00-04 ans,355.53298203,511.36363636,237.04009069
2025-07-21,2025-S30,15-64 ans,122.56256216,99.979314625,1037.1758825
2025-07-21,2025-S30,Tous âges,171.05024282,251.95691254,857.00454016
2025-07-28,2025-S31,65 ans ou plus,266.56385967,358.07661703,708.09652474
2025-07-28,2025-S31,Tous âges,198.34230042,284.27948859,810.00978985
2025-08-04,2025-S32,00-04 ans,481.31774102,665.55740433,231.66023166
2025-08-04,2025-S32,Tous âges,201.3668538,319.82481668,954.29848029
2025-08-11,2025-S33,15-64 ans,175.60475119,187.59119016,1055.4531747
2025-08-11,2025-S33,Tous âges,255.14414805,322.96447391,866.31226619
2025-08-18,2025-S34,00-04 ans,736.45073645,1176.0636458,423.15042315
2025-09-01,2025-S36,00-04 ans,1109.1147813,1387.658695,437.31778426
2025-09-01,2025-S36,15-64 ans,218.42009465,171.5324711,1667.9364949
2025-09-08,2025-S37,65 ans ou plus,611.3312527,798.10734544,1492.0531949
2025-09-22,2025-S39,65 ans ou plus,980.05096714,1417.3357365,2782.3748448
2025-10-06,2025-S41,00-04 ans,516.18838321,735.78595318,489.36447866
2025-10-06,2025-S41,65 ans ou plus,1183.360436,1753.27083,2679.1962411
2025-10-13,2025-S42,65 ans ou plus,1016.2375886,1498.0169364,2047.5429485
2025-10-13,2025-S42,Tous âges,405.88737361,904.67188766,1880.8565339
2025-10-20,2025-S43,15-64 ans,169.3170357,181.44868631,1614.464282
2025-10-27,2025-S44,15-64 ans,123.04447179,166.82381954,1218.2192379
2025-10-27,2025-S44,Tous âges,239.4854149,510.71233146,951.36892112
2025-11-03,2025-S45,00-04 ans,208.75648838,230.09664059,130.2382594
2025-11-03,2025-S45,65 ans ou plus,412.80500425,597.29987727,569.9430057
2025-11-17,2025-S47,00-04 ans,190.17814155,151.97568389,101.40273787
2025-11-17,2025-S47,Tous âges,143.6715288,283.31365877,476.68464688
2025-11-24,2025-S48,15-64 ans,80.752680013,98.314095328,669.03030667
2025-11-24,2025-S48,65 ans ou plus,326.22162611,450.28439014,364.02569593
2025-12-01,2025-S49,00-04 ans,246.56352093,388.03556993,105.5257099
2025-12-01,2025-S49,65 ans ou plus,388.690225,561.89958311,487.70364221
2025-12-15,2025-S51,15-64 ans,103.2153134,154.80990783,490.36095523
2025-12-22,2025-S52,00-04 ans,244.75779937,307.8343851,59.120469326
2025-12-29,2026-S01,15-64 ans,93.684677952,111.91941802,366.86465712
2025-12-29,2026-S01,65 ans ou plus,387.42759472,560.96242228,291.34639226
2026-01-05,2026-S02,00-04 ans,245.66595014,314.39479003,96.261832184
2026-01-05,2026-S02,15-64 ans,69.155919585,99.664095087,321.68095409
2026-01-12,2026-S03,Tous âges,128.81969294,233.93616885,242.10443101
2026-01-19,2026-S04,00-04 ans,390.31441995,461.18370484,175.44958957
2024-12-30,2025-S01,05-14 ans,26.217473946,0.0,200.29133285
2024-12-30,2025-S01,65 ans ou plus,611.83933589,895.62682216,693.18866787
2025-01-06,2025-S02,65 ans ou plus,479.17954055,715.71571572,430.91334895
2025-01-13,2025-S03,Tous âges,155.87953675,316.31331379,366.28198695
2025-01-20,2025-S04,15-64 ans,66.651149997,90.968634015,458.16592655
2025-01-27,2025-S05,00-04 ans,234.6708799,331.77205308,107.87486516
2025-01-27,2025-S05,65 ans ou plus,267.11260255,403.25789934,264.09461477
2025-02-03,2025-S06,00-04 ans,182.40630396,142.65335235,92.148912643
2025-02-03,2025-S06,65 ans ou plus,218.11753091,319.74420464,312.13872832
2025-02-03,2025-S06,Tous âges,111.73958853,201.08149235,307.71099459
2025-02-10,2025-S07,65 ans ou plus,233.89849477,323.65865853,289.97959403
2025-02-17,2025-S08,00-04 ans,216.41071103,201.7756255,106.39807065
2025-02-17,2025-S08,05-14 ans,11.403483764,30.740854596,144.71780029
2025-02-24,2025-S09,Tous âges,97.121514289,192.99962779,241.91074084
2025-03-03,2025-S10,05-14 ans,4.7690583494,0.0,109.17030568
2025-03-03,2025-S10,65 ans ou plus,206.41918801,317.62267503,207.10365538
2025-03-03,2025-S10,Tous âges,104.02404361,195.77187139,188.7867778
2025-03-17,2025-S12,05-14 ans,40.444463366,0.0,303.49013657
2025-03-17,2025-S12,65 ans ou plus,206.55129357,275.64155572,254.17173168
2025-03-24,2025-S13,15-64 ans,55.854926139,46.024215818,314.81481481
2025-04-07,2025-S15,00-04 ans,225.8166159,335.88356037,80.069879167
2025-04-07,2025-S15,05-14 ans,18.042806559,26.860059092,180.22889069
2025-04-07,2025-S15,15-64 ans,78.565415912,69.3000693,447.12127399
2025-04-07,2025-S15,Tous âges,132.34969731,244.33045356,365.90178048
2025-04-14,2025-S16,05-14 ans,13.693377882,30.220610456,140.75357298
2025-04-14,2025-S16,Tous âges,115.92596572,226.44803972,356.33017429
2025-04-21,2025-S17,15-64 ans,74.212465618,69.793411502,463.87662509
2025-04-28,2025-S18,00-04 ans,263.38391068,259.617654,88.802060208
2025-04-28,2025-S18,Tous âges,119.91855417,221.7417817,316.60750264
2025-05-05,2025-S19,05-14 ans,8.9415446518,0.0,201.94602534
2025-05-12,2025-S20,65 ans ou plus,206.84532312,325.58661727,593.30572036
2025-05-19,2025-S21,Tous âges,134.15049738,239.48799119,546.4346067
2025-05-26,2025-S22,Tous âges,154.85910779,284.15330551,669.15454896
2025-06-09,2025-S24,05-14 ans,26.13581914,80.62348831,502.88013166
2025-06-09,2025-S24,65 ans ou plus,297.04075935,442.67749394,920.95941706
2025-06-16,2025-S25,65 ans ou plus,281.11649733,422.95412994,722.0983328
2025-06-16,2025-S25,Tous âges,140.44103687,249.16943522,685.25132192
2025-06-23,2025-S26,00-04 ans,201.06013526,286.1230329,215.96663688
2025-06-23,2025-S26,15-64 ans,94.936116879,83.053719146,833.56252777
2025-06-23,2025-S26,Tous âges,133.79723262,225.45326907,655.25983808
2025-06-30,2025-S27,15-64 ans,87.5949534,76.948812312,662.56305035
2025-07-21,2025-S30,05-14 ans,25.37990546,0.0,394.62325811
2025-07-28,2025-S31,00-04 ans,538.11351796,1160.5415861,226.06533288
2025-07-28,2025-S31,15-64 ans,140.1973109,110.46967429,1025.4566982
2025-08-04,2025-S32,05-14 ans,37.526012349,35.448422545,513.10497851
2025-08-11,2025-S33,00-04 ans,813.86637608,1304.4861597,272.97543221
2025-08-18,2025-S34,15-64 ans,187.42367221,159.73331481,1255.5330327
2025-08-18,2025-S34,65 ans ou plus,355.87188612,480.60612914,759.86450609
2025-08-18,2025-S34,Tous âges,269.78468396,359.2488693,1016.7632146
2025-08-25,2025-S35,00-04 ans,924.39985668,1676.9336071,563.78654779
2025-08-25,2025-S35,65 ans ou plus,385.79371383,574.61455311,869.05575627
2025-09-08,2025-S37,00-04 ans,1306.846358,1773.4689052,736.7503763
2025-09-08,2025-S37,05-14 ans,218.43170941,84.104289319,1606.4598385
2025-09-15,2025-S38,05-14 ans,218.23922734,28.074115665,1913.9512812
2025-09-15,2025-S38,65 ans ou plus,814.1067161,1158.4169211,2229.8266917
2025-09-22,2025-S39,00-04 ans,808.87005805,1072.8542914,698.84726225
2025-09-29,2025-S40,00-04 ans,717.87885139,1011.9595216,669.37119675
2025-09-29,2025-S40,65 ans ou plus,1229.0661059,1713.7758182,3058.3214794
2025-10-06,2025-S41,15-64 ans,280.23216387,318.19294381,3400.1225604
2025-10-13,2025-S42,15-64 ans,205.01458661,267.34254566,2368.7039312
2025-10-20,2025-S43,00-04 ans,335.83314395,461.31264416,233.45784418
2025-10-20,2025-S43,65 ans ou plus,796.4260107,1253.5826213,1267.0107931
2025-10-27,2025-S44,05-14 ans,18.055756175,0.0,488.6202906
2025-10-27,2025-S44,65 ans ou plus,540.40524705,820.29968282,966.36665088
2025-11-03,2025-S45,05-14 ans,22.694606249,29.806259314,494.32974702
2025-11-10,2025-S46,05-14 ans,14.719230675,0.0,453.66714274
2025-11-10,2025-S46,65 ans ou plus,331.58172514,477.35346359,628.04649419
2025-11-10,2025-S46,Tous âges,147.22704161,290.11563764,564.53266842
2025-11-17,2025-S47,05-14 ans,27.969183046,0.0,390.74710847
2025-11-17,2025-S47,15-64 ans,88.030106296,106.19598652,635.63282857
2025-11-17,2025-S47,65 ans ou plus,295.24161002,462.51419392,494.27095035
2025-11-24,2025-S48,00-04 ans,191.83154514,262.14610276,92.321895676
2025-11-24,2025-S48,Tous âges,149.41735579,288.34676716,486.46294703
2025-12-01,2025-S49,05-14 ans,29.176766317,28.555111365,262.40597119
2025-12-01,2025-S49,Tous âges,174.07304094,359.1605605,498.87335308
2025-12-08,2025-S50,05-14 ans,43.47826087,56.433408578,339.76833977
2025-12-08,2025-S50,65 ans ou plus,457.51777407,650.04014192,535.02427425
2025-12-08,2025-S50,Tous âges,191.48630334,394.99670836,418.63191092
2025-12-15,2025-S51,00-04 ans,198.49504665,316.69431458,66.427527567
2025-12-15,2025-S51,05-14 ans,67.246480768,88.809946714,237.24792408
2025-12-22,2025-S52,15-64 ans,106.16498953,84.449733216,382.03864681
2025-12-22,2025-S52,Tous âges,205.03604127,364.35383098,275.44784185
2025-12-29,2026-S01,05-14 ans,43.362000434,37.355248412,152.83646498
2025-12-29,2026-S01,Tous âges,196.35622499,380.77466209,289.89065362
2026-01-05,2026-S02,05-14 ans,44.640199988,32.49918752,186.55203179
2026-01-05,2026-S02,Tous âges,142.70182115,274.41027557,264.23834088
2026-01-12,2026-S03,05-14 ans,43.020491339,0.0,190.38260763
2026-01-12,2026-S03,15-64 ans,50.835110815,77.881619938,318.81913619
2026-01-12,2026-S03,65 ans ou plus,253.72694349,354.16819325,160.81479496
2026-01-19,2026-S04,05-14 ans,88.185415489,54.990376684,295.68302779
2026-01-19,2026-S04,Tous âges,135.1096845,213.58450517,249.68083784
