1er jour de la semaine,Semaine,Classe d'âge,Taux de passages aux urgences pour COVID-19,Taux d'hospitalisations après passages aux urgences pour COVID-19,Taux d'actes médicaux SOS médecins pour COVID-19
2022-12-19,2022-S51,05-14 ans,175.23684355,194.25019425,1239.6140445
2022-12-19,2022-S51,Tous âges,1509.811994,3831.7862803,2439.8309376
2023-01-02,2023-S01,00-04 ans,334.17872594,621.69007598,267.92890953
2023-01-02,2023-S01,15-64 ans,317.68383699,673.4006734,1484.4373504
2023-01-09,2023-S02,00-04 ans,240.38461538,446.00938967,224.3829469
2023-01-09,2023-S02,15-64 ans,185.15133468,374.78418327,1010.5963371
2023-01-09,2023-S02,65 ans ou plus,1130.7420495,1776.8794497,987.27512067
2023-01-09,2023-S02,Tous âges,400.7353175,1088.7341713,823.76954008
2023-01-16,2023-S03,00-04 ans,185.57873627,267.67789427,252.8363047
2023-01-16,2023-S03,15-64 ans,126.85367161,235.7696194,841.65379205
2023-01-23,2023-S04,00-04 ans,205.97023585,367.39380023,168.91891892
2023-01-23,2023-S04,Tous âges,238.42151932,609.79375077,687.25657182
2023-01-30,2023-S05,00-04 ans,141.69986365,292.99075952,137.62902721
2023-01-30,2023-S05,65 ans ou plus,563.55339374,910.74130106,934.81556342
2023-01-30,2023-S05,Tous âges,225.36017385,572.46942493,695.14304122
2023-02-06,2023-S06,65 ans ou plus,596.96510643,971.51227095,986.84210526
2023-02-13,2023-S07,00-04 ans,202.43420888,355.72295459,145.07471348
2023-02-13,2023-S07,15-64 ans,175.65171712,289.02894304,1047.682089
2023-02-13,2023-S07,65 ans ou plus,739.55104023,1144.6193992,1025.5127564
2023-02-20,2023-S08,05-14 ans,25.837567824,34.806822137,269.79253884
2023-02-20,2023-S08,15-64 ans,170.92320586,199.62470555,1173.7378721
2023-02-27,2023-S09,05-14 ans,62.8488109,132.31888852,457.85992878
2023-03-06,2023-S10,00-04 ans,395.76365663,554.07801418,250.60911939
2023-03-06,2023-S10,05-14 ans,55.858120374,157.92798484,535.97650514
2023-03-06,2023-S10,15-64 ans,300.93502862,408.64907756,1547.4740688
2023-03-13,2023-S11,05-14 ans,65.384290897,88.495575221,713.49404267
2023-03-20,2023-S12,15-64 ans,404.270478,453.47928069,2592.7141451
2023-03-20,2023-S12,65 ans ou plus,1581.6108616,2388.0227666,2723.4042553
2023-03-27,2023-S13,00-04 ans,553.8081028,732.03194321,355.16969219
2023-04-03,2023-S14,00-04 ans,515.4503616,825.36924414,331.53481116
2023-04-03,2023-S14,65 ans ou plus,1520.7254205,2333.3828113,3035.0194553
2023-04-10,2023-S15,65 ans ou plus,1867.1622168,2819.3940134,3374.1384631
2023-04-10,2023-S15,Tous âges,743.67961286,1709.3492504,2342.9545616
2023-04-17,2023-S16,15-64 ans,381.01134029,435.54361542,2791.0049896
2023-04-17,2023-S16,65 ans ou plus,1859.3361098,2878.4837034,3397.853987
2023-04-24,2023-S17,15-64 ans,348.52576346,436.49233189,2354.7421265
2023-05-01,2023-S18,05-14 ans,44.328424371,63.775510204,870.31266788
2023-05-08,2023-S19,Tous âges,398.77057946,870.7238473,1570.1568891
2023-05-15,2023-S20,15-64 ans,214.62608875,265.82228998,1900.9706132
2023-05-15,2023-S20,65 ans ou plus,894.20097388,1374.3027206,2101.5761821
2023-05-22,2023-S21,00-04 ans,295.84082603,546.18855379,210.1689435
2023-05-22,2023-S21,05-14 ans,39.106720181,131.37151865,789.05839032
2023-05-29,2023-S22,15-64 ans,172.69157185,220.45687787,1541.5724474
2023-06-05,2023-S23,05-14 ans,15.934350476,0.0,511.81438198
2023-06-12,2023-S24,65 ans ou plus,468.69768999,708.10627752,1018.6757216
2023-06-19,2023-S25,15-64 ans,89.668865689,90.034933554,752.82612379
2023-06-26,2023-S26,15-64 ans,81.95965536,90.07656508,866.60707191
2023-06-26,2023-S26,65 ans ou plus,267.0953695,443.29048192,813.78650072
2023-06-26,2023-S26,Tous âges,119.11682568,258.46864927,659.14407596
2023-07-03,2023-S27,05-14 ans,15.907524259,0.0,344.62952326
2023-07-03,2023-S27,15-64 ans,100.72201783,136.00302229,815.67666871
2023-07-03,2023-S27,Tous âges,139.85848917,295.76777656,627.65797426
2023-07-10,2023-S28,00-04 ans,145.86431758,250.56376848,199.4975617
2023-07-17,2023-S29,00-04 ans,197.59126835,412.42782513,247.84284927
2023-07-17,2023-S29,05-14 ans,23.922014234,0.0,310.07751938
2023-07-17,2023-S29,65 ans ou plus,363.23829427,566.73278549,975.14941806
2023-07-17,2023-S29,Tous âges,175.98760101,346.55905366,932.30589418
2023-07-24,2023-S30,65 ans ou plus,444.37212097,629.87116272,1541.3070284
2023-07-31,2023-S31,65 ans ou plus,605.72346869,890.62153339,2188.3736624
2023-08-07,2023-S32,15-64 ans,332.60273973,365.37489797,3325.7818156
2023-08-07,2023-S32,65 ans ou plus,912.05134861,1444.8389862,2858.4310189
2023-08-28,2023-S35,15-64 ans,606.79217503,555.40237129,5849.0891824
2023-09-04,2023-S36,00-04 ans,2192.859151,3178.9737171,2280.9240667
2023-09-11,2023-S37,05-14 ans,346.36205156,432.66630611,5179.6861819
2023-09-11,2023-S37,65 ans ou plus,2050.7177512,3000.710776,5694.7096484
2023-09-11,2023-S37,Tous âges,1089.2824023,1821.2454212,5898.9675605
2023-09-18,2023-S38,15-64 ans,715.00482834,631.13348656,8222.2951089
2023-09-25,2023-S39,15-64 ans,722.75647501,750.29137529,8096.3579234
2023-09-25,2023-S39,Tous âges,1085.619204,2078.9605197,6180.0283829
2023-10-02,2023-S40,15-64 ans,647.7357279,681.62241115,7296.1538462
2023-10-09,2023-S41,65 ans ou plus,2619.7342858,3712.3648056,6625.5426091
2023-10-16,2023-S42,15-64 ans,464.11236517,587.36580053,4467.3398742
2023-10-16,2023-S42,65 ans ou plus,2434.1234508,3644.7978794,5615.3683766
2023-10-30,2023-S44,00-04 ans,513.90715573,846.52189915,435.51477847
2023-11-06,2023-S45,00-04 ans,572.65754561,730.06724304,316.02429049
2023-11-06,2023-S45,15-64 ans,419.38799191,579.58443402,3500.8071025
2023-11-20,2023-S47,00-04 ans,741.80919019,953.44924285,413.59067864
2023-11-20,2023-S47,05-14 ans,80.432548371,30.202355784,1504.9481759
2023-11-20,2023-S47,65 ans ou plus,2540.9533194,3759.6831499,4674.0749227
2023-11-20,2023-S47,Tous âges,993.14016586,2206.4046827,3259.9409155
2023-11-27,2023-S48,05-14 ans,156.98229968,126.74271229,1685.9211763
2023-11-27,2023-S48,Tous âges,1244.18347,2675.3973049,4049.696701
2023-12-04,2023-S49,Tous âges,1523.2848459,3204.163618,4713.1389446
2023-12-11,2023-S50,15-64 ans,916.70905732,1027.6121745,6715.3178402
2023-12-18,2023-S51,15-64 ans,785.06283337,1034.2729669,5512.3539552
2023-12-18,2023-S51,65 ans ou plus,3476.1785868,5085.2982723,5819.0843905
2023-12-25,2023-S52,Tous âges,1294.1000259,2774.7929107,2739.8944618
2024-01-08,2024-S02,15-64 ans,264.57667732,424.12451362,1703.5417578
2024-01-08,2024-S02,65 ans ou plus,1305.1267753,1952.0387655,1691.4611779
2024-01-15,2024-S03,00-04 ans,605.34807514,840.00781403,279.28085181
2024-01-15,2024-S03,05-14 ans,88.233891353,86.931324254,569.36800152
2024-01-15,2024-S03,Tous âges,414.60817837,900.06250434,1122.9369119
2024-01-29,2024-S05,00-04 ans,386.3601832,537.53807561,178.55210475
2024-01-29,2024-S05,05-14 ans,57.538581674,103.41261634,376.63724774
2024-01-29,2024-S05,15-64 ans,151.1633906,240.38461538,960.04791432
2024-01-29,2024-S05,Tous âges,284.23945834,645.42595378,741.1033335
2024-02-05,2024-S06,00-04 ans,278.50266442,399.65247611,127.63596004
2024-02-05,2024-S06,05-14 ans,43.384844228,101.4198783,261.32404181
2024-02-05,2024-S06,Tous âges,234.8046876,537.93657166,553.0312089
2024-02-12,2024-S07,00-04 ans,200.57636888,397.18360715,62.824832943
2024-02-12,2024-S07,05-14 ans,57.968429501,77.679958571,158.46855984
2024-02-12,2024-S07,65 ans ou plus,423.3043976,636.32748139,719.81091534
2024-02-26,2024-S09,00-04 ans,161.00034883,318.59816806,88.357235098
2024-02-26,2024-S09,05-14 ans,20.101079715,60.661207158,160.97602304
2024-02-26,2024-S09,15-64 ans,62.8435905,93.367194503,422.00749359
2024-02-26,2024-S09,65 ans ou plus,261.12197433,389.79747479,346.83260226
2024-02-26,2024-S09,Tous âges,117.65717012,256.74487219,320.78454735
2024-03-04,2024-S10,05-14 ans,28.313299529,0.0,156.92104394
2024-03-04,2024-S10,15-64 ans,49.080540099,68.552460673,357.37999453
2024-03-04,2024-S10,65 ans ou plus,200.77665701,325.98004777,402.81973817
2024-03-11,2024-S11,05-14 ans,15.275837989,26.130128038,210.17538774
2024-03-11,2024-S11,15-64 ans,51.504825326,73.725600337,381.19688041
2024-03-18,2024-S12,65 ans ou plus,155.39920465,233.24295169,299.46761313
2024-03-18,2024-S12,Tous âges,69.82257339,147.55687966,232.40522402
2024-03-25,2024-S13,00-04 ans,46.986347856,61.62695152,75.107967704
2024-03-25,2024-S13,65 ans ou plus,149.79463639,244.00624202,236.45743766
2024-04-01,2024-S14,15-64 ans,41.870487434,28.682059372,391.5791829
2024-04-08,2024-S15,05-14 ans,4.3093232208,0.0,119.82326069
2024-04-15,2024-S16,05-14 ans,17.494751575,0.0,132.17678645
2024-04-15,2024-S16,15-64 ans,43.912323491,40.447124577,306.25076056
2024-04-15,2024-S16,Tous âges,66.467645727,129.35494998,235.87384253
2024-04-22,2024-S17,05-14 ans,13.535096505,0.0,93.668040465
2024-04-22,2024-S17,15-64 ans,46.474855501,47.659200059,331.53838032
2024-04-22,2024-S17,65 ans ou plus,163.59380971,240.23514782,387.43455497
2024-04-29,2024-S18,00-04 ans,94.308221458,136.02357742,65.832784727
2024-04-29,2024-S18,05-14 ans,21.813422526,60.716454159,187.66527339
2024-04-29,2024-S18,15-64 ans,53.901867203,33.504578959,462.67299727
2024-04-29,2024-S18,65 ans ou plus,188.38304553,254.67613685,460.82949309
2024-05-06,2024-S19,15-64 ans,64.129860402,69.801616458,489.86256634
2024-05-06,2024-S19,Tous âges,106.62855887,194.79676204,356.96296783
2024-05-13,2024-S20,15-64 ans,80.991930259,85.935262103,687.28522337
2024-05-27,2024-S22,00-04 ans,235.8959784,292.54022428,160.13975833
2024-06-03,2024-S23,05-14 ans,42.888843307,49.394912324,815.82704467
2024-06-10,2024-S24,15-64 ans,278.2661108,288.98678414,3145.8079944
2024-06-17,2024-S25,05-14 ans,49.760156048,24.479804162,1712.2526129
2024-06-17,2024-S25,15-64 ans,377.07868896,450.13608765,4223.9280261
2024-06-24,2024-S26,00-04 ans,650.67715821,809.88917306,692.8076566
2024-06-24,2024-S26,15-64 ans,373.67707053,454.73773266,4209.0842028
2024-07-08,2024-S28,65 ans ou plus,1337.9315117,2001.0847535,3618.1836924
2024-07-08,2024-S28,Tous âges,593.08929335,1211.1622957,2930.3512574
2024-07-15,2024-S29,00-04 ans,835.56810162,1464.336325,681.49210904
2024-07-15,2024-S29,65 ans ou plus,1352.0457686,2093.1299461,3286.5772499
2024-07-22,2024-S30,00-04 ans,819.24198251,1161.0297829,625.0
2024-07-22,2024-S30,65 ans ou plus,1102.1667597,1672.406748,2929.0387519
2024-07-22,2024-S30,Tous âges,531.79119491,1041.2454509,2602.4026249
2024-07-29,2024-S31,00-04 ans,726.13796621,975.86029789,513.23337023
2024-07-29,2024-S31,65 ans ou plus,1069.9774266,1620.4443154,2650.6970351
2024-08-05,2024-S32,65 ans ou plus,944.52840252,1447.1822683,2526.9733106
2024-08-12,2024-S33,15-64 ans,278.25034595,258.21937736,2283.0008709
2024-08-19,2024-S34,Tous âges,500.39566853,932.91077088,1962.7329193
2024-08-26,2024-S35,00-04 ans,1280.2926383,1803.8331454,592.34687833
2024-08-26,2024-S35,15-64 ans,277.64000879,281.39915936,2362.7903024
2024-09-02,2024-S36,00-04 ans,1190.5877941,1403.6911879,799.00383937
2024-09-02,2024-S36,65 ans ou plus,914.74126755,1366.8785627,2615.4519589
2024-09-09,2024-S37,00-04 ans,1224.2444117,1672.3842196,950.91800161
2024-09-09,2024-S37,05-14 ans,165.07788886,94.339622642,1733.8832875
2024-09-09,2024-S37,15-64 ans,304.86993812,381.02841383,3689.3043262
2024-09-16,2024-S38,15-64 ans,481.06073893,501.91288477,5165.765661
2024-09-30,2024-S40,Tous âges,816.6054916,1887.2074004,3023.7093992
2024-10-07,2024-S41,65 ans ou plus,2119.480166,3092.7556588,3842.9231415
2024-10-14,2024-S42,65 ans ou plus,1627.5997175,2484.3202737,3136.1443256
2024-10-14,2024-S42,Tous âges,568.42637628,1449.6900334,1844.3408835
2024-10-21,2024-S43,05-14 ans,42.058947232,33.840947547,500.65302569
2024-10-28,2024-S44,Tous âges,335.75874208,776.32425477,1021.755421
2024-11-04,2024-S45,15-64 ans,119.660412,136.55462185,1124.0680558
2024-11-04,2024-S45,65 ans ou plus,621.5844627,984.82758621,1011.704027
2024-11-11,2024-S46,00-04 ans,256.66520221,406.3538973,165.29836355
2024-11-11,2024-S46,Tous âges,235.68131424,543.93189027,868.20990703
2024-11-18,2024-S47,05-14 ans,33.989657433,27.677830058,505.98631699
2024-11-18,2024-S47,65 ans ou plus,517.63713871,763.58614714,1003.1208203
2024-11-25,2024-S48,15-64 ans,105.34605135,140.27767786,1032.7767471
2024-11-25,2024-S48,65 ans ou plus,529.53297494,792.40162822,1144.4759207
2024-12-02,2024-S49,05-14 ans,34.247357246,27.285129604,328.29095591
2024-12-09,2024-S50,05-14 ans,25.78094788,28.686173264,257.76285817
2024-12-16,2024-S51,05-14 ans,32.489332669,0.0,299.87552337
2024-12-16,2024-S51,65 ans ou plus,588.55228817,841.03233581,1042.2812193
2024-12-16,2024-S51,Tous âges,240.45118893,521.02958565,679.60594606
2019-12-30,2020-S01,00-04 ans,0.0,0.0,0.0
2019-12-30,2020-S01,65 ans ou plus,0.0,0.0,0.0
2020-01-06,2020-S02,05-14 ans,0.0,0.0,0.0
2020-01-06,2020-S02,65 ans ou plus,1.4445856928,3.2724654755,0.0
2020-01-06,2020-S02,Tous âges,0.3316155647,1.6607709299,0.0
2020-01-20,2020-S04,05-14 ans,0.0,0.0,0.0
2020-01-20,2020-S04,65 ans ou plus,0.0,0.0,0.0
2020-01-20,2020-S04,Tous âges,0.0,0.0,0.0
2020-01-27,2020-S05,05-14 ans,0.0,0.0,0.0
2020-01-27,2020-S05,15-64 ans,0.5739770294,4.3367015048,0.0
2020-02-03,2020-S06,05-14 ans,2.2093588441,0.0,0.0
2020-02-10,2020-S07,00-04 ans,0.0,0.0,0.0
2020-02-10,2020-S07,Tous âges,0.0,0.0,0.0
2020-02-17,2020-S08,00-04 ans,0.0,0.0,0.0
2020-02-24,2020-S09,00-04 ans,17.000056667,71.140621295,0.0
2020-02-24,2020-S09,05-14 ans,43.568603794,42.301184433,0.0
2020-02-24,2020-S09,15-64 ans,54.752185525,71.190211346,0.0
2020-02-24,2020-S09,65 ans ou plus,26.584353631,43.685731568,0.0
2020-03-02,2020-S10,65 ans ou plus,573.52964284,880.03060976,284.29282161
2020-03-09,2020-S11,00-04 ans,864.96387504,1593.3027275,1224.9114522
2020-03-09,2020-S11,65 ans ou plus,2440.9805768,3784.965694,1920.0538962
2020-03-09,2020-S11,Tous âges,2426.4045395,3861.7923238,2814.9740983
2020-03-16,2020-S12,15-64 ans,12382.377259,15297.21634,18196.415622
2020-03-16,2020-S12,65 ans ou plus,10166.435506,14080.828649,10422.343324
2020-03-23,2020-S13,00-04 ans,2878.2227988,5503.2226078,6264.7289866
2020-03-23,2020-S13,15-64 ans,23248.742837,30049.931911,28205.277737
2020-03-30,2020-S14,00-04 ans,1937.0680247,3633.1149494,5972.1843469
2020-03-30,2020-S14,05-14 ans,2610.3980857,4948.3013294,13639.387891
2020-04-06,2020-S15,15-64 ans,13641.022423,16930.875118,15556.071511
2020-04-13,2020-S16,05-14 ans,1151.3432338,1147.3429952,5543.9330544
2020-04-13,2020-S16,Tous âges,8327.9725686,12261.649734,8640.0556974
2020-04-20,2020-S17,05-14 ans,860.66527099,1570.0483092,4462.0367039
2020-04-20,2020-S17,65 ans ou plus,7541.8100344,10946.885868,5106.428725
2020-04-27,2020-S18,15-64 ans,5392.0167667,6298.2919886,6609.3645747
2020-05-11,2020-S20,00-04 ans,759.49367089,436.919716,2572.8987993
2020-05-11,2020-S20,15-64 ans,2993.2624292,3513.9851894,6514.8665413
2020-05-11,2020-S20,Tous âges,2831.5343099,4317.1671106,5338.0438465
2020-05-18,2020-S21,00-04 ans,919.79612162,950.47523762,2021.3754647
2020-05-18,2020-S21,05-14 ans,768.53526221,711.57495256,4320.0785469
2020-05-18,2020-S21,15-64 ans,2067.3308396,2844.5092766,5635.2315657
2020-05-25,2020-S22,00-04 ans,456.80126325,445.54455446,1555.5031817
2020-05-25,2020-S22,15-64 ans,1575.5751803,1798.4346144,4049.740657
2020-05-25,2020-S22,65 ans ou plus,1848.5929202,3092.1216876,2098.6358867
2020-05-25,2020-S22,Tous âges,1474.6642879,2354.9308069,3305.7683733
2020-06-01,2020-S23,05-14 ans,355.51763367,232.9916123,2841.4096916
2020-06-01,2020-S23,65 ans ou plus,1360.8196058,2382.0712091,1501.9336271
2020-06-08,2020-S24,Tous âges,706.28830947,1277.5171418,2194.2220976
2020-06-15,2020-S25,15-64 ans,607.51978892,931.70356441,2328.1015136
2020-06-22,2020-S26,00-04 ans,193.95820201,131.06159895,1960.0307456
2020-06-22,2020-S26,15-64 ans,561.50688478,857.33037985,2470.4654842
2020-06-22,2020-S26,Tous âges,508.68936204,909.15328667,2147.1906103
2020-06-29,2020-S27,05-14 ans,244.95223431,117.46280345,3660.758655
2020-07-13,2020-S29,00-04 ans,327.76271598,466.92607004,2079.1832669
2020-07-13,2020-S29,15-64 ans,849.94735097,998.44125205,6265.618013
2020-07-13,2020-S29,Tous âges,697.0771259,916.44300042,4926.857267
2020-07-20,2020-S30,00-04 ans,232.63542705,354.05192762,1614.8325359
2020-07-20,2020-S30,65 ans ou plus,691.53881915,1147.9323176,1797.952826
2020-07-27,2020-S31,15-64 ans,766.65486602,1134.1597099,4345.4980978
2020-07-27,2020-S31,Tous âges,642.46784242,1082.938058,3419.7082745
2020-08-03,2020-S32,05-14 ans,165.7352091,87.29812309,3288.973384
2020-08-03,2020-S32,65 ans ou plus,735.11875535,1325.1318102,1338.062228
2020-08-10,2020-S33,65 ans ou plus,750.0238644,1310.2796164,1311.4490305
2020-08-10,2020-S33,Tous âges,725.39029329,1262.4844742,3419.7194076
2020-08-17,2020-S34,65 ans ou plus,778.47738981,1323.4515617,1791.3235419
2020-08-17,2020-S34,Tous âges,875.0336224,1375.3732654,4229.2933863
2020-08-24,2020-S35,00-04 ans,226.34676324,370.21801728,2300.6673692
2020-08-31,2020-S36,05-14 ans,401.6344777,406.83482506,7325.1237781
2020-08-31,2020-S36,Tous âges,1307.4134853,1978.9220965,6549.0752139
2020-09-07,2020-S37,05-14 ans,783.91705652,532.26879574,10466.039984
2020-09-14,2020-S38,15-64 ans,2747.0251437,4081.4643799,12088.616612
2020-09-14,2020-S38,65 ans ou plus,2317.5512666,3899.1143094,3815.8440481
2020-09-14,2020-S38,Tous âges,2183.7271695,3629.8283805,9446.2716342
2020-09-21,2020-S39,15-64 ans,2151.1053688,3778.8573148,10192.191283
2020-09-28,2020-S40,05-14 ans,279.84174467,125.15644556,7019.2176639
2020-09-28,2020-S40,Tous âges,1788.1885441,3605.1607046,7309.2930704
2020-10-12,2020-S42,05-14 ans,384.01660612,470.68891742,7138.6517515
2020-10-19,2020-S43,05-14 ans,418.53976128,358.60655738,6256.9583612
2020-10-19,2020-S43,15-64 ans,4769.4338274,8609.3010801,15718.003556
2020-10-19,2020-S43,65 ans ou plus,7252.9187642,11471.740347,7783.7457075
2020-10-26,2020-S44,00-04 ans,565.26207605,1324.2527431,1551.5706473
2020-10-26,2020-S44,65 ans ou plus,10930.151397,16744.967594,8753.7091988
2020-11-02,2020-S45,05-14 ans,753.42139145,920.98885119,9269.2307692
2020-11-02,2020-S45,15-64 ans,6306.6578117,12083.352757,14239.397887
2020-11-09,2020-S46,05-14 ans,644.79340293,416.85965725,7151.6646116
2020-11-16,2020-S47,05-14 ans,317.63901733,256.30072619,5517.1221031
2020-11-16,2020-S47,65 ans ou plus,6829.8552495,11021.72742,3598.5808414
2020-11-23,2020-S48,15-64 ans,2191.5333409,4236.7214368,6027.9799289
2020-11-23,2020-S48,65 ans ou plus,4898.5761151,8040.9561085,2603.6451031
2020-11-30,2020-S49,15-64 ans,1998.2780534,3741.3642113,5244.6171067
2020-12-07,2020-S50,05-14 ans,206.99172033,332.77870216,3813.1553861
2020-12-07,2020-S50,15-64 ans,1808.6890183,3552.8596187,5261.8143527
2020-12-21,2020-S52,Tous âges,2411.5005929,5512.4875888,3430.4618494
2020-12-28,2020-S53,00-04 ans,209.44938978,677.36185383,506.48298217
2021-01-04,2021-S01,05-14 ans,172.94237874,83.682008368,3516.9210352
2021-01-04,2021-S01,Tous âges,2382.4194712,5900.9285812,4550.9728648
2021-01-11,2021-S02,65 ans ou plus,5210.3960396,8687.6513317,3009.4987304
2021-01-11,2021-S02,Tous âges,2578.3360454,6555.8300734,4421.4502486
2021-01-18,2021-S03,00-04 ans,322.54557315,593.29575794,1174.4145404
2021-01-18,2021-S03,15-64 ans,2677.2332819,6207.7608199,5953.246124
2021-01-18,2021-S03,Tous âges,2964.2897297,7478.2988297,4263.5600272
2021-01-25,2021-S04,15-64 ans,2746.4936455,6351.7772719,6264.782403
2021-01-25,2021-S04,65 ans ou plus,6164.5573635,10239.052945,3142.4923893
2021-02-01,2021-S05,05-14 ans,287.92692613,341.81541967,4536.7258761
2021-02-08,2021-S06,05-14 ans,254.41308857,213.03792075,4679.5387503
2021-02-08,2021-S06,15-64 ans,2647.8684513,6452.0362189,5954.7040388
2021-02-15,2021-S07,00-04 ans,214.15896714,445.43429844,705.57204088
2021-02-15,2021-S07,05-14 ans,144.28918591,118.24990146,3422.8769497
2021-02-15,2021-S07,15-64 ans,2621.2356067,6690.3914591,5623.9713978
2021-02-15,2021-S07,65 ans ou plus,5003.6891479,8483.3236565,2765.3961612
2021-02-22,2021-S08,05-14 ans,181.2415043,164.00164002,3251.7707663
2021-03-01,2021-S09,65 ans ou plus,5455.1873398,9206.3181254,3047.6907158
2021-03-08,2021-S10,05-14 ans,178.82581154,298.95366218,4023.1330148
2021-03-08,2021-S10,15-64 ans,3245.3832904,8471.7267397,5722.4848076
2021-03-08,2021-S10,65 ans ou plus,5781.5977285,9717.7874536,2727.4517527
2021-03-08,2021-S10,Tous âges,3131.5000913,8215.6032025,4081.0343311
2021-03-15,2021-S11,15-64 ans,3921.7107648,10292.476889,6420.4771938
2021-03-22,2021-S12,05-14 ans,376.07730478,515.28684301,5610.0104275
2021-03-22,2021-S12,15-64 ans,4624.8577311,11967.743192,8250.9279461
2021-03-22,2021-S12,65 ans ou plus,7250.6923146,11755.778291,3747.887464
2021-03-22,2021-S12,Tous âges,4153.260502,10522.105652,5705.8643606
2021-03-29,2021-S13,00-04 ans,352.29245379,644.64141821,1531.3368324
2021-03-29,2021-S13,65 ans ou plus,7657.2224275,12647.229786,4015.0801131
2021-03-29,2021-S13,Tous âges,4509.4882229,11433.454774,5506.5468265
2021-04-12,2021-S15,00-04 ans,348.49216755,701.33010883,938.47758081
2021-04-12,2021-S15,05-14 ans,270.31454784,421.76296921,3562.6260363
2021-04-26,2021-S17,05-14 ans,199.84150501,315.95576619,3084.2475678
2021-04-26,2021-S17,Tous âges,3401.4053579,8586.2252553,3762.1668915
2021-05-03,2021-S18,Tous âges,2410.1112575,6347.2458375,3332.201087
2021-05-17,2021-S20,00-04 ans,144.28561841,361.94415719,861.29193791
2021-05-24,2021-S21,15-64 ans,1381.0456986,3809.2595529,3493.522312
2021-05-24,2021-S21,Tous âges,1090.1864114,2747.1479869,2608.3881046
2021-05-31,2021-S22,65 ans ou plus,1032.2155574,1844.1252349,744.00391581
2021-05-31,2021-S22,Tous âges,836.98817161,2215.6347412,2054.9083602
2021-06-07,2021-S23,00-04 ans,60.534432562,189.61839298,321.89750106
2021-06-07,2021-S23,65 ans ou plus,776.02723676,1392.92122,454.77014335
2021-06-07,2021-S23,Tous âges,572.22243525,1561.626824,1366.7115679
2021-06-14,2021-S24,05-14 ans,49.778260476,63.191153239,1330.3769401
2021-06-21,2021-S25,15-64 ans,321.74358867,916.66030097,1475.9943614
2021-06-21,2021-S25,Tous âges,272.90620135,748.71240542,1027.1104254
2021-06-28,2021-S26,15-64 ans,383.58224992,885.79189796,1482.052836
2021-07-05,2021-S27,00-04 ans,47.632909048,146.484375,387.34667527
2021-07-05,2021-S27,15-64 ans,465.95741214,1107.4552604,2488.5218289
2021-07-12,2021-S28,00-04 ans,98.036618002,300.3003003,442.10036454
2021-07-12,2021-S28,15-64 ans,873.02423604,1783.1813576,3376.662943
2021-07-19,2021-S29,65 ans ou plus,838.30152821,1529.6617094,1297.5861082
2021-07-26,2021-S30,15-64 ans,2347.940069,5541.6991426,5089.1120341
2021-08-02,2021-S31,65 ans ou plus,2126.6113802,3949.2879472,2301.0117289
2021-08-23,2021-S34,05-14 ans,363.58647184,601.27771514,3355.704698
2021-08-23,2021-S34,15-64 ans,2183.9749453,5799.5991984,4090.0328245
2021-09-06,2021-S36,00-04 ans,377.42796649,976.5625,870.07527618
2021-09-06,2021-S36,65 ans ou plus,1394.0494867,2547.9606375,1413.6125654
2021-09-13,2021-S37,00-04 ans,238.54833954,413.32360807,732.03021572
2021-09-13,2021-S37,05-14 ans,182.96305097,272.64465314,2520.9182579
2021-09-20,2021-S38,00-04 ans,163.17584023,453.46062053,430.97643098
2021-09-20,2021-S38,05-14 ans,149.42185237,333.73786408,2232.1428571
2021-09-20,2021-S38,15-64 ans,644.40757712,1682.7883924,2331.4061
2021-09-20,2021-S38,Tous âges,577.4149755,1497.2067039,1802.4596464
2021-09-27,2021-S39,00-04 ans,84.662380157,218.43599825,338.51468048
2021-10-04,2021-S40,05-14 ans,88.720506426,276.33851468,1346.8013468
2021-10-04,2021-S40,65 ans ou plus,649.15784928,1177.7777778,1052.0329827
2021-10-04,2021-S40,Tous âges,398.93540082,1074.2540776,1290.3469936
2021-10-11,2021-S41,00-04 ans,85.836909871,212.56038647,237.88591819
2021-10-11,2021-S41,05-14 ans,56.841435133,66.867268472,1273.2709559
2021-10-18,2021-S42,00-04 ans,82.045411181,145.71948998,214.41037148
2021-10-25,2021-S43,05-14 ans,87.498250035,167.7852349,1161.121983
2021-10-25,2021-S43,65 ans ou plus,904.91854433,1601.2685778,1048.714479
2021-11-01,2021-S44,15-64 ans,623.15324741,1694.9152542,2930.6127845
2021-11-01,2021-S44,Tous âges,610.32658866,1630.7617267,2001.4040619
2021-11-08,2021-S45,00-04 ans,151.02888427,193.68584156,425.35834984
2021-11-08,2021-S45,Tous âges,765.1981172,2058.1641047,2606.322703
2021-11-22,2021-S47,00-04 ans,337.1020586,567.92706621,1056.2884372
2021-11-29,2021-S48,05-14 ans,445.89774078,484.65266559,5445.2590823
2021-11-29,2021-S48,15-64 ans,2174.3514107,6048.1452926,8272.6700818
2021-12-06,2021-S49,15-64 ans,2709.8198628,7327.3323799,8494.8928722
2021-12-13,2021-S50,00-04 ans,493.85508558,849.12812737,1823.4542416
2021-12-27,2021-S52,00-04 ans,1848.6970787,2864.8466464,3216.182784
2021-12-27,2021-S52,05-14 ans,1777.8993435,1489.7579143,9645.5696203
2021-12-27,2021-S52,Tous âges,4661.284832,8011.169347,12048.2505
2022-01-03,2022-S01,00-04 ans,3195.7885781,4486.1337684,6487.0950979
