BOR;AN;FI;FI_EJ;DISCI;ETP_SAL;ETP_HU;ETP_MAD;ETP_INT;EFF_LIB
Q21;2019;490531910;490535093;2000;12.84;;0.85;7;
Q21;2019;490531910;490535093;2400;11.87;;0.85;6;
Q21;2019;490531910;490535093;2500;0.97;;;1;
Q21;2019;490531910;490535093;9999;12.84;;0.85;7;
Q21;2019;490534922;490000890;2000;3.8;;;;
Q21;2019;490534922;490000890;2400;3.8;;;;
Q21;2019;490534922;490000890;9999;3.8;;;;
Q21;2019;490537818;490011384;2000;0.8;;;;3
Q21;2019;490537818;490011384;2100;0.8;;;;3
Q21;2019;490537818;490011384;9999;0.8;;;;3
Q21;2019;490540440;490004330;2000;;;;;11
Q21;2019;490540440;490004330;2100;;;;;11
Q21;2019;490540440;490004330;9999;;;;;11
Q21;2019;490543675;490009529;2000;1.92;;;1;
Q21;2019;490543675;490009529;2400;1.92;;;1;
Q21;2019;490543675;490009529;9999;1.92;;;1;
Q21;2019;500000021;500000054;1000;1.63;;;;
Q21;2019;500000021;500000054;2000;77.22;;;39.15;
Q21;2019;500000021;500000054;2100;73.84;;;38.14;
Q21;2019;500000021;500000054;2300;0.97;;;;
Q21;2019;500000021;500000054;2400;1.48;;;;
Q21;2019;500000021;500000054;2500;0.93;;;1.01;
Q21;2019;500000021;500000054;9999;78.85;;;39.15;
Q21;2019;500000146;500000500;1000;1.55;;;;
Q21;2019;500000146;500000500;2000;3.29;;;;60
Q21;2019;500000146;500000500;2100;1;;;;60
Q21;2019;500000146;500000500;2400;2.29;;;;
Q21;2019;500000146;500000500;9999;4.84;;;;60
Q21;2019;500000187;500000013;1000;12.17;;;0.96;
Q21;2019;500000187;500000013;2000;136.21;;;54.33;0
Q21;2019;500000187;500000013;2100;135;;;54.33;0
Q21;2019;500000187;500000013;2300;1.21;;;;
Q21;2019;500000187;500000013;9999;148.38;;;55.29;0
Q21;2019;500000195;500000039;1000;0.02;;;;
Q21;2019;500000195;500000039;2000;3.13;;;;
Q21;2019;500000195;500000039;2100;2.13;;;;
Q21;2019;500000195;500000039;2400;1;;;;
Q21;2019;500000195;500000039;9999;3.15;;;;
Q21;2019;500000203;500000542;1000;0.33;;;;
Q21;2019;500000203;500000542;2000;2;;;;29
Q21;2019;500000203;500000542;2100;0.8;;;;29
Q21;2019;500000203;500000542;2400;1.2;;;;
Q21;2019;500000203;500000542;9999;2.33;;;;29
Q21;2019;500000229;500000567;2000;11.08;;;3;
Q21;2019;500000229;500000567;2400;11.08;;;3;
Q21;2019;500000229;500000567;9999;11.08;;;3;
Q21;2019;500000260;500000054;1000;0.9;;;;
Q21;2019;500000260;500000054;2000;31.7;;;5.12;
Q21;2019;500000260;500000054;2100;28.02;;;4.81;
Q21;2019;500000260;500000054;2400;2.54;;;0.31;
Q21;2019;500000260;500000054;2500;1.14;;;;
Q21;2019;500000260;500000054;9999;32.6;;;5.12;
Q21;2019;500000278;500010384;2000;0.62;;;;
Q21;2019;500000278;500010384;2400;0.62;;;;
Q21;2019;500000278;500010384;9999;0.62;;;;
Q21;2019;500000302;500000062;2000;1.22;;;;4
Q21;2019;500000302;500000062;2100;0.61;;;;2
Q21;2019;500000302;500000062;2400;0.61;;;;2
Q21;2019;500000302;500000062;9999;1.22;;;;4
Q21;2019;500000401;500000609;1000;0.1;;;;
Q21;2019;500000401;500000609;2000;2.18;;;;19
Q21;2019;500000401;500000609;2100;2.18;;;;19
Q21;2019;500000401;500000609;9999;2.28;;;;19
Q21;2019;500000419;310021084;2000;5.82;;0.6;;
Q21;2019;500000419;310021084;2400;5.82;;0.6;;
Q21;2019;500000419;310021084;9999;5.82;;0.6;;
Q21;2019;500000427;500000096;1000;0.1;0;;0;0
Q21;2019;500000427;500000096;2000;8.58;0;;0.34;0
Q21;2019;500000427;500000096;2100;8.06;0;;0;0
Q21;2019;500000427;500000096;2400;0.52;0;;0.34;0
Q21;2019;500000427;500000096;9999;8.68;0;;0.34;0
Q21;2019;500000435;500000104;2000;1.32;;;;2
Q21;2019;500000435;500000104;2400;1.32;;;;2
Q21;2019;500000435;500000104;9999;1.32;;;;2
Q21;2019;500000450;500000112;2000;116.25;;;61.8;2
Q21;2019;500000450;500000112;2100;112.1;;;61.8;2
Q21;2019;500000450;500000112;2300;1.8;;;;
Q21;2019;500000450;500000112;2400;1.25;;;;
Q21;2019;500000450;500000112;2500;1.1;;;;
Q21;2019;500000450;500000112;9999;116.25;;;61.8;2
Q21;2019;500000468;500000013;1000;0.5;;;;
Q21;2019;500000468;500000013;2000;17.77;;;2.79;
Q21;2019;500000468;500000013;2100;11.28;;;;
Q21;2019;500000468;500000013;2400;6.49;;;2.79;
Q21;2019;500000468;500000013;9999;18.27;;;2.79;
Q21;2019;500000476;500000138;2000;0.7;;;0.55;9
Q21;2019;500000476;500000138;2400;0.7;;;0.55;9
Q21;2019;500000476;500000138;9999;0.7;;;0.55;9
Q21;2019;500000575;500000245;1000;0.26;;;;
Q21;2019;500000575;500000245;2000;15.39;;;5.7;
Q21;2019;500000575;500000245;2200;15.07;;;4.7;
Q21;2019;500000575;500000245;2400;0.32;;;1;
Q21;2019;500000575;500000245;9999;15.65;;;5.7;
Q21;2019;500000591;500000393;2000;12.84;;;1.18;
Q21;2019;500000591;500000393;2100;9.54;;;1.18;
Q21;2019;500000591;500000393;2400;2.6;;;;
Q21;2019;500000591;500000393;2500;0.7;;;;
Q21;2019;500000591;500000393;9999;12.84;;;1.18;
Q21;2019;500002357;500002233;2000;1.34;;;;48
Q21;2019;500002357;500002233;2100;1.2;;;;47
Q21;2019;500002357;500002233;2400;0.14;;;;1
Q21;2019;500002357;500002233;9999;1.34;;;;48
Q21;2019;500010384;;2000;43.9;;;6;
Q21;2019;500010384;;2200;43.86;;;6;
Q21;2019;500010384;;2300;0.04;;;;
Q21;2019;500010384;;9999;43.9;;;6;
Q21;2019;500012687;310021118;2000;8.37;;;;
Q21;2019;500012687;310021118;2400;8.37;;;;
Q21;2019;500012687;310021118;9999;8.37;;;;
Q21;2019;500012968;750826307;2000;0.5;;;0.19;
Q21;2019;500012968;750826307;2400;0.5;;;0.19;
Q21;2019;500012968;750826307;9999;0.5;;;0.19;
Q21;2019;500021274;140000159;2000;0.2;;;;
Q21;2019;500021274;140000159;2300;0.2;;;;
Q21;2019;500021274;140000159;9999;0.2;;;;
Q21;2019;500021282;140000159;2000;0.2;;;;
Q21;2019;500021282;140000159;2300;0.2;;;;
Q21;2019;500021282;140000159;9999;0.2;;;;
Q21;2019;500021316;350000626;2000;2.35;;;;
Q21;2019;500021316;350000626;2100;2.35;;;;
Q21;2019;500021316;350000626;9999;2.35;;;;
Q21;2019;500021423;500000567;2000;6.03;;;;
Q21;2019;500021423;500000567;2400;6.03;;;;
Q21;2019;500021423;500000567;9999;6.03;;;;
Q21;2019;500021449;500018296;2000;0.6;;;1;2
Q21;2019;500021449;500018296;2100;0.6;;;1;2
Q21;2019;500021449;500018296;9999;0.6;;;1;2
Q21;2019;500021944;140000639;2000;2;;;;
Q21;2019;500021944;140000639;2100;1;;;;
Q21;2019;500021944;140000639;2500;1;;;;
Q21;2019;500021944;140000639;9999;2;;;;
Q21;2019;510000169;510000037;1000;5.61;;;;
Q21;2019;510000169;510000037;2000;96.42;;;37.64;
Q21;2019;510000169;510000037;2100;90.99;;;36.02;
Q21;2019;510000169;510000037;2400;4.93;;;1.62;
Q21;2019;510000169;510000037;2500;0.5;;;;
Q21;2019;510000169;510000037;9999;102.03;;;37.64;
Q21;2019;510000177;100006279;1000;1.2;;;;
Q21;2019;510000177;100006279;2000;2.92;;;;
Q21;2019;510000177;100006279;2100;2.07;;;;
Q21;2019;510000177;100006279;2400;0.85;;;;
Q21;2019;510000177;100006279;9999;4.12;;;;
Q21;2019;510000185;510000532;2000;7.19;;;;121
Q21;2019;510000185;510000532;2100;7.19;;;;121
Q21;2019;510000185;510000532;9999;7.19;;;;121
Q21;2019;510000201;750034589;2000;2.02;;;;
Q21;2019;510000201;750034589;2400;2.02;;;;
Q21;2019;510000201;750034589;9999;2.02;;;;
Q21;2019;510000219;510000052;1000;2.55;;;;
Q21;2019;510000219;510000052;2000;58.82;;0.81;24.94;
Q21;2019;510000219;510000052;2200;58.21;;0.81;24.94;
Q21;2019;510000219;510000052;2400;0.61;;;0;
Q21;2019;510000219;510000052;9999;61.37;;0.81;24.94;
Q21;2019;510000227;510000565;2000;1;;;;
Q21;2019;510000227;510000565;2100;0.6;;;;
Q21;2019;510000227;510000565;2400;0.4;;;;
Q21;2019;510000227;510000565;9999;1;;;;
Q21;2019;510000235;510000060;2000;53.7;;;19.25;
Q21;2019;510000235;510000060;2100;53.27;;;19.25;
Q21;2019;510000235;510000060;2500;0.43;;;;
Q21;2019;510000235;510000060;9999;53.7;;;19.25;
Q21;2019;510000243;510000573;2000;2.33;;;;29
Q21;2019;510000243;510000573;2100;2.33;;;;29
Q21;2019;510000243;510000573;9999;2.33;;;;29
Q21;2019;510000250;510000078;2000;18.42;;;1.72;2
Q21;2019;510000250;510000078;2100;16.41;;;1.72;2
Q21;2019;510000250;510000078;2400;2.01;;;;
Q21;2019;510000250;510000078;9999;18.42;;;1.72;2
Q21;2019;510000284;510000615;2000;1;;;;3
Q21;2019;510000284;510000615;2200;1;;;;3
Q21;2019;510000284;510000615;9999;1;;;;3
Q21;2019;510000292;750720534;2000;4.21;;;1;
Q21;2019;510000292;750720534;2400;4.21;;;1;
Q21;2019;510000292;750720534;9999;4.21;;;1;
Q21;2019;510000359;510000086;2000;0.95;;0.6;;
Q21;2019;510000359;510000086;2400;0.95;;0.6;;
Q21;2019;510000359;510000086;9999;0.95;;0.6;;
Q21;2019;510000466;510000102;1000;0.67;;;;
Q21;2019;510000466;510000102;2000;2.18;;;;
Q21;2019;510000466;510000102;2100;1.11;;;;
Q21;2019;510000466;510000102;2400;0.39;;;;
Q21;2019;510000466;510000102;2500;0.68;;;;
Q21;2019;510000466;510000102;9999;2.85;;;;
Q21;2019;510000516;510000136;1000;1;1;;;
Q21;2019;510000516;510000136;2000;37.35;4;;0;
Q21;2019;510000516;510000136;2100;37.35;4;;0;
Q21;2019;510000516;510000136;9999;38.35;5;;0;
Q21;2019;510000813;510000854;2000;0.25;;0.2;;
Q21;2019;510000813;510000854;2200;0.25;;0.2;;
Q21;2019;510000813;510000854;9999;0.25;;0.2;;
Q21;2019;510002298;750721334;2000;1.8;;;1;
Q21;2019;510002298;750721334;2300;1.8;;;1;
Q21;2019;510002298;750721334;9999;1.8;;;1;
Q21;2019;510002447;510000029;2000;224.33;51.5;;202;
Q21;2019;510002447;510000029;2100;213.53;49;;194;
Q21;2019;510002447;510000029;2200;10.8;2.5;;8;
Q21;2019;510002447;510000029;9999;224.33;51.5;;202;
Q21;2019;510002454;510000029;2000;20.25;1.05;;19;
Q21;2019;510002454;510000029;2400;20.25;1.05;;19;
Q21;2019;510002454;510000029;9999;20.25;1.05;;19;
Q21;2019;510002470;510000029;2000;42.36;5.45;;27;
Q21;2019;510002470;510000029;2100;42.36;5.45;;27;
Q21;2019;510002470;510000029;9999;42.36;5.45;;27;
Q21;2019;510004302;510000029;2000;180.82;37.9;;201;
Q21;2019;510004302;510000029;2100;180.82;37.9;;201;
Q21;2019;510004302;510000029;9999;180.82;37.9;;201;
Q21;2019;510009491;510000953;2000;3.86;;;;
Q21;2019;510009491;510000953;2100;3.86;;;;
Q21;2019;510009491;510000953;9999;3.86;;;;
Q21;2019;510010184;510000953;2000;0.07;;;;
Q21;2019;510010184;510000953;2100;0.07;;;;
Q21;2019;510010184;510000953;9999;0.07;;;;
Q21;2019;510010754;510000953;2000;0.52;;;;
Q21;2019;510010754;510000953;2100;0.52;;;;
Q21;2019;510010754;510000953;9999;0.52;;;;
Q21;2019;510011463;510000953;2000;0.07;;;;
Q21;2019;510011463;510000953;2100;0.07;;;;
Q21;2019;510011463;510000953;9999;0.07;;;;
Q21;2019;510011679;510000029;2000;3.45;;;2;
Q21;2019;510011679;510000029;2500;3.45;;;2;
Q21;2019;510011679;510000029;9999;3.45;;;2;
Q21;2019;510012040;510000532;2000;10.85;;;0.25;34
Q21;2019;510012040;510000532;2100;2;;;0.25;34
Q21;2019;510012040;510000532;2400;8.85;;;;
Q21;2019;510012040;510000532;9999;10.85;;;0.25;34
Q21;2019;510017098;510000060;2000;0.9;;;;
Q21;2019;510017098;510000060;2300;0.9;;;;
Q21;2019;510017098;510000060;9999;0.9;;;;
Q21;2019;510020548;750047367;2000;0.65;;;;
Q21;2019;510020548;750047367;2300;0.65;;;;
Q21;2019;510020548;750047367;9999;0.65;;;;
Q21;2019;510024359;920030269;2000;5.6;;;1;
Q21;2019;510024359;920030269;2400;5.6;;;1;
Q21;2019;510024359;920030269;9999;5.6;;;1;
Q21;2019;510024466;510000128;1000;0.33;;;;
Q21;2019;510024466;510000128;2000;3.37;;;0.33;
Q21;2019;510024466;510000128;2100;1;;;;
Q21;2019;510024466;510000128;2400;2.17;;;0.33;
Q21;2019;510024466;510000128;2500;0.2;;;;
Q21;2019;510024466;510000128;9999;3.7;;;0.33;
Q21;2019;510024490;510007081;2000;5;;;;6
Q21;2019;510024490;510007081;2100;5;;;;6
Q21;2019;510024490;510007081;9999;5;;;;6
Q21;2019;510024979;510000532;2000;;;;;179
Q21;2019;510024979;510000532;2100;;;;;179
Q21;2019;510024979;510000532;9999;;;;;179
Q21;2019;510025091;510000052;2000;2.6;;;2.26;
Q21;2019;510025091;510000052;2100;1.25;;;1.27;
Q21;2019;510025091;510000052;2200;1.35;;;0.99;
Q21;2019;510025091;510000052;9999;2.6;;;2.26;
Q21;2019;520000019;520780024;2000;3.9;;0.18;;2
Q21;2019;520000019;520780024;2100;0.09;;;;2
Q21;2019;520000019;520780024;2400;3.17;;0.18;;
Q21;2019;520000019;520780024;2500;0.64;;;;
Q21;2019;520000019;520780024;9999;3.9;;0.18;;2
Q21;2019;520000027;520780032;1000;2.9;;;;
Q21;2019;520000027;520780032;2000;45.45;;;6.01;
Q21;2019;520000027;520780032;2100;43.73;;;6.01;
Q21;2019;520000027;520780032;2400;1.72;;;;
Q21;2019;520000027;520780032;9999;48.35;;;6.01;
Q21;2019;520000035;520780040;2000;0.12;;;;7
Q21;2019;520000035;520780040;2400;0.12;;;;7
Q21;2019;520000035;520780040;9999;0.12;;;;7
Q21;2019;520000043;520780057;2000;28.25;;0.53;1.99;
Q21;2019;520000043;520780057;2100;25.95;;;1.99;
Q21;2019;520000043;520780057;2400;1.44;;;;
Q21;2019;520000043;520780057;2500;0.86;;0.53;;
Q21;2019;520000043;520780057;9999;28.25;;0.53;1.99;
Q21;2019;520000050;520780065;2000;1.34;;;;
Q21;2019;520000050;520780065;2100;1.24;;;;
Q21;2019;520000050;520780065;2400;0.1;;;;
Q21;2019;520000050;520780065;9999;1.34;;;;
Q21;2019;520000068;520780073;2000;67.03;;;16.13;5
Q21;2019;520000068;520780073;2100;67.03;;;16.13;5
Q21;2019;520000068;520780073;9999;67.03;;;16.13;5
Q21;2019;520000076;520780081;1000;3.31;;2.54;;
Q21;2019;520000076;520780081;2000;23.85;;;5.09;
Q21;2019;520000076;520780081;2200;18.68;;;4.01;
Q21;2019;520000076;520780081;2400;4.57;;;1.08;
Q21;2019;520000076;520780081;2500;0.6;;;;
Q21;2019;520000076;520780081;9999;27.16;;2.54;5.09;
Q21;2019;520000084;520780099;2000;0.4;;;;
Q21;2019;520000084;520780099;2100;0.02;;;;
Q21;2019;520000084;520780099;2400;0.38;;;;
Q21;2019;520000084;520780099;9999;0.4;;;;
Q21;2019;520000753;510000953;2000;0.09;;;;
Q21;2019;520000753;510000953;2100;0.09;;;;
Q21;2019;520000753;510000953;9999;0.09;;;;
Q21;2019;520003823;750047367;2000;1.15;;;;
Q21;2019;520003823;750047367;2300;1.15;;;;
Q21;2019;520003823;750047367;9999;1.15;;;;
Q21;2019;520004052;510000953;2000;0.53;;;;
Q21;2019;520004052;510000953;2100;0.53;;;;
Q21;2019;520004052;510000953;9999;0.53;;;;
Q21;2019;520004680;520004664;2000;;;;;13
Q21;2019;520004680;520004664;2100;;;;;13
Q21;2019;520004680;520004664;9999;;;;;13
Q21;2019;520004714;520004664;2000;;;;;6
Q21;2019;520004714;520004664;2100;;;;;6
Q21;2019;520004714;520004664;9999;;;;;6
Q21;2019;520004847;630011831;1000;0;;;0;1
Q21;2019;520004847;630011831;9999;0;;;0;1
Q21;2019;520780156;520000092;2000;0.25;;;;1
Q21;2019;520780156;520000092;2400;0.25;;;;1
Q21;2019;520780156;520000092;9999;0.25;;;;1
Q21;2019;520780180;520000100;2000;1.4;;;;15
Q21;2019;520780180;520000100;2100;1.4;;;;15
Q21;2019;520780180;520000100;9999;1.4;;;;15
Q21;2019;520780214;520000118;2000;2.3;;;;12
Q21;2019;520780214;520000118;2100;2.3;;;;12
Q21;2019;520780214;520000118;9999;2.3;;;;12
Q21;2019;520782939;520780032;2000;0.9;;;;
Q21;2019;520782939;520780032;2500;0.9;;;;
Q21;2019;520782939;520780032;9999;0.9;;;;
Q21;2019;530000017;530000025;1000;3.8;0;;0;
Q21;2019;530000017;530000025;2000;49.68;0;;16.04;1
Q21;2019;530000017;530000025;2100;45.04;0;;13.87;1
Q21;2019;530000017;530000025;2200;3.15;0;;0;
Q21;2019;530000017;530000025;2400;1.19;0;;2.17;
Q21;2019;530000017;530000025;2500;0.3;0;;0;
Q21;2019;530000017;530000025;9999;53.48;0;;16.04;1
Q21;2019;530000124;530000249;2000;0.2;;;;5
Q21;2019;530000124;530000249;2100;0.2;;;;
Q21;2019;530000124;530000249;2200;;;;;5
Q21;2019;530000124;530000249;9999;0.2;;;;5
Q21;2019;530000132;530007202;1000;0.8;;;;
Q21;2019;530000132;530007202;2000;0.36;;;1;13
Q21;2019;530000132;530007202;2100;0.1;;;1;6
Q21;2019;530000132;530007202;2400;0.1;;;;6
Q21;2019;530000132;530007202;2500;0.16;;;;1
Q21;2019;530000132;530007202;9999;1.16;;;1;13
Q21;2019;530000140;530000058;1000;0.8;0;0;0;
Q21;2019;530000140;530000058;2000;0.2;0;0;0;12
Q21;2019;530000140;530000058;2100;0.1;0;0;0;7
Q21;2019;530000140;530000058;2400;0.1;0;0;0;5
Q21;2019;530000140;530000058;9999;1;0;0;0;12
Q21;2019;530000165;530000066;1000;0.6;0.6;;;
Q21;2019;530000165;530000066;2000;1.1;;;0;12
Q21;2019;530000165;530000066;2100;0.33;;;0;12
Q21;2019;530000165;530000066;2400;0.77;;;;
Q21;2019;530000165;530000066;9999;1.7;0.6;;0;12
Q21;2019;530000173;530000074;1000;5.56;;;;
Q21;2019;530000173;530000074;2000;48.82;;;6.65;9
Q21;2019;530000173;530000074;2100;37.84;;;6.65;9
Q21;2019;530000173;530000074;2200;8.71;;;;
Q21;2019;530000173;530000074;2300;0.5;;;;
Q21;2019;530000173;530000074;2400;1.77;;;;
Q21;2019;530000173;530000074;9999;54.38;;;6.65;9
Q21;2019;530000181;530007202;1000;0.41;;;;
Q21;2019;530000181;530007202;2000;0.2;;;0.16;5
Q21;2019;530000181;530007202;2100;0.1;;;0.16;3
Q21;2019;530000181;530007202;2400;0.1;;;;2
Q21;2019;530000181;530007202;9999;0.61;;;0.16;5
Q21;2019;530000264;530000371;1000;0.6;;;;
Q21;2019;530000264;530000371;2000;115.79;0.04;6.13;37.18;
Q21;2019;530000264;530000371;2100;96.62;0.04;6.13;31.15;
Q21;2019;530000264;530000371;2200;11.55;;;3.8;
Q21;2019;530000264;530000371;2300;0.65;;;;
Q21;2019;530000264;530000371;2400;6.61;;;2.06;
Q21;2019;530000264;530000371;2500;0.36;;;0.17;
Q21;2019;530000264;530000371;9999;116.39;0.04;6.13;37.18;
Q21;2019;530002898;440002590;2000;1.99;;;;
Q21;2019;530002898;440002590;2100;1.99;;;;
Q21;2019;530002898;440002590;9999;1.99;;;;
Q21;2019;530005628;720002294;2000;;;;;2
Q21;2019;530005628;720002294;2100;;;;;2
Q21;2019;530005628;720002294;9999;;;;;2
Q21;2019;530006188;440002590;2000;0.37;;;;
Q21;2019;530006188;440002590;2100;0.37;;;;
Q21;2019;530006188;440002590;9999;0.37;;;;
Q21;2019;530008119;490011384;2000;0.1;;;;1
Q21;2019;530008119;490011384;2100;0.1;;;;1
Q21;2019;530008119;490011384;9999;0.1;;;;1
Q21;2019;530008788;440002590;2000;0.52;;;;
Q21;2019;530008788;440002590;2100;0.52;;;;
Q21;2019;530008788;440002590;9999;0.52;;;;
Q21;2019;530031509;530000868;2000;0.77;;;;
Q21;2019;530031509;530000868;2400;0.77;;;;
Q21;2019;530031509;530000868;9999;0.77;;;;
Q21;2019;530031962;530000975;2000;2.6;;;;63
Q21;2019;530031962;530000975;2100;2.17;;;;63
Q21;2019;530031962;530000975;2400;0.43;;;;
Q21;2019;530031962;530000975;9999;2.6;;;;63
Q21;2019;530032788;530000025;2000;2.72;;;;
Q21;2019;530032788;530000025;2500;2.72;;;;
Q21;2019;530032788;530000025;9999;2.72;;;;
Q21;2019;540000015;540023264;1000;2.56;0.01;;18.38;
Q21;2019;540000015;540023264;2000;44.73;8.64;;25.8;1
Q21;2019;540000015;540023264;2100;44.73;8.64;;25.8;1
Q21;2019;540000015;540023264;9999;47.29;8.65;;44.18;1
Q21;2019;540000023;540000049;1000;4.26;;1.99;;
Q21;2019;540000023;540000049;2000;36.61;;;10.69;11
Q21;2019;540000023;540000049;2100;35.26;;;9.92;11
Q21;2019;540000023;540000049;2400;1.35;;;0.77;
Q21;2019;540000023;540000049;9999;40.87;;1.99;10.69;11
Q21;2019;540000072;540014081;2000;1.74;;;0.5;
Q21;2019;540000072;540014081;2100;1.74;;;0.5;
Q21;2019;540000072;540014081;9999;1.74;;;0.5;
Q21;2019;540000148;540019007;2000;0.9;;;;
Q21;2019;540000148;540019007;2400;0.9;;;;
Q21;2019;540000148;540019007;9999;0.9;;;;
Q21;2019;540000155;540000080;1000;8.06;;5.86;0.8;
Q21;2019;540000155;540000080;2000;53.35;;1.06;10.93;26
Q21;2019;540000155;540000080;2100;51.02;;1.01;10.89;4
Q21;2019;540000155;540000080;2300;1.66;;;0.04;22
Q21;2019;540000155;540000080;2500;0.67;;0.05;;
Q21;2019;540000155;540000080;9999;61.41;;6.92;11.73;26
Q21;2019;540000163;540023264;2000;15.62;5.86;;17.72;2
Q21;2019;540000163;540023264;2100;15.62;5.86;;17.72;2
Q21;2019;540000163;540023264;9999;15.62;5.86;;17.72;2
Q21;2019;540000270;540003399;2000;4.52;;;;
Q21;2019;540000270;540003399;2300;2.26;;;;
Q21;2019;540000270;540003399;2400;2.26;;;;
Q21;2019;540000270;540003399;9999;4.52;;;;
Q21;2019;540000288;540018710;2000;0.05;;;;4
Q21;2019;540000288;540018710;2400;0.05;;;;4
Q21;2019;540000288;540018710;9999;0.05;;;;4
Q21;2019;540000296;540000106;1000;1.06;;;;
Q21;2019;540000296;540000106;2000;6.13;0.03;;0.99;
Q21;2019;540000296;540000106;2100;3.32;0.03;;0.99;
Q21;2019;540000296;540000106;2400;2.81;;;;
Q21;2019;540000296;540000106;9999;7.19;0.03;;0.99;
Q21;2019;540000312;540000114;1000;2.06;;;;
Q21;2019;540000312;540000114;2000;3.36;;1;1.48;
Q21;2019;540000312;540000114;2200;1;;1;;
Q21;2019;540000312;540000114;2400;1.87;;;1.48;
Q21;2019;540000312;540000114;2500;0.49;;;;
Q21;2019;540000312;540000114;9999;5.42;;1;1.48;
Q21;2019;540000361;540003928;2000;1;;;;48
Q21;2019;540000361;540003928;2100;1;;;;48
Q21;2019;540000361;540003928;9999;1;;;;48
Q21;2019;540000395;540000122;2000;4.23;0.09;;4;
Q21;2019;540000395;540000122;2100;1.12;0.09;;2;
Q21;2019;540000395;540000122;2400;1.92;;;2;
Q21;2019;540000395;540000122;2500;1.19;;;;
Q21;2019;540000395;540000122;9999;4.23;0.09;;4;
Q21;2019;540000445;540000890;2000;1.25;;;;55
Q21;2019;540000445;540000890;2100;1.25;;;;55
Q21;2019;540000445;540000890;9999;1.25;;;;55
Q21;2019;540000452;540000908;1000;2.05;;;;
Q21;2019;540000452;540000908;2000;2.13;;;1;60
Q21;2019;540000452;540000908;2100;2.13;;;1;60
Q21;2019;540000452;540000908;9999;4.18;;;1;60
Q21;2019;540000478;540003449;1000;1;;;;
Q21;2019;540000478;540003449;2000;2;;;5;155
Q21;2019;540000478;540003449;2100;2;;;5;155
Q21;2019;540000478;540003449;9999;3;;;5;155
Q21;2019;540000486;540000932;2000;10.74;;;4;118
Q21;2019;540000486;540000932;2100;10.74;;;4;118
Q21;2019;540000486;540000932;9999;10.74;;;4;118
Q21;2019;540000585;540006707;2000;4.3;;;1;
Q21;2019;540000585;540006707;2400;4.3;;;1;
Q21;2019;540000585;540006707;9999;4.3;;;1;
Q21;2019;540000668;540006707;2000;6.82;;;5.25;
Q21;2019;540000668;540006707;2400;5.82;;;5.25;
Q21;2019;540000668;540006707;2500;1;;;;
Q21;2019;540000668;540006707;9999;6.82;;;5.25;
Q21;2019;540000726;750721334;2000;1.12;0;0;0;0
Q21;2019;540000726;750721334;2400;1.12;;;;
Q21;2019;540000726;750721334;9999;1.12;0;0;0;0
Q21;2019;540000858;540000122;2000;1.42;;;;
Q21;2019;540000858;540000122;2400;1.42;;;;
Q21;2019;540000858;540000122;9999;1.42;;;;
Q21;2019;540000973;540006707;2000;0.77;;;1;
Q21;2019;540000973;540006707;2400;0.77;;;1;
Q21;2019;540000973;540006707;9999;0.77;;;1;
Q21;2019;540000981;540001112;2000;8.62;;;;
Q21;2019;540000981;540001112;2100;8.62;;;;
Q21;2019;540000981;540001112;9999;8.62;;;;
Q21;2019;540001070;540000767;1000;2.32;;0.63;;
Q21;2019;540001070;540000767;2000;34.86;;1.28;16.65;2
Q21;2019;540001070;540000767;2100;33.38;;1.17;14.97;2
Q21;2019;540001070;540000767;2200;0.92;;0.11;1.68;
Q21;2019;540001070;540000767;2400;0.56;;;;
Q21;2019;540001070;540000767;9999;37.18;;1.91;16.65;2
Q21;2019;540001096;570010181;2000;38.06;;;8;7
Q21;2019;540001096;570010181;2100;31.66;;;8;7
Q21;2019;540001096;570010181;2200;3.4;;;;
Q21;2019;540001096;570010181;2300;2;;;;
Q21;2019;540001096;570010181;2400;1;;;;
Q21;2019;540001096;570010181;9999;38.06;;;8;7
Q21;2019;540001104;570027995;2000;4.24;;;1;
Q21;2019;540001104;570027995;2100;3.38;;;0.5;
Q21;2019;540001104;570027995;2400;0.86;;;0.5;
Q21;2019;540001104;570027995;9999;4.24;;;1;
Q21;2019;540001138;540023264;1000;42.36;3.85;;1;
Q21;2019;540001138;540023264;2000;171.18;39.87;;128.63;
Q21;2019;540001138;540023264;2100;171.08;39.77;;128.63;
Q21;2019;540001138;540023264;2200;0.1;0.1;;;
Q21;2019;540001138;540023264;9999;213.54;43.72;;129.63;
Q21;2019;540001286;540003019;2000;65.64;7.28;2.77;0.82;
Q21;2019;540001286;540003019;2100;65.64;7.28;2.77;0.82;
Q21;2019;540001286;540003019;9999;65.64;7.28;2.77;0.82;
Q21;2019;540002698;540023264;1000;11.84;4.08;;1.33;
Q21;2019;540002698;540023264;2000;365.8;97.85;;271.81;2
Q21;2019;540002698;540023264;2100;365.1;97.85;;269.98;2
Q21;2019;540002698;540023264;2400;0.7;;;1.83;
Q21;2019;540002698;540023264;9999;377.64;101.93;;273.14;2
Q21;2019;540003043;540023264;1000;6.15;0.49;;1.33;
Q21;2019;540003043;540023264;2000;4.85;;;3.2;
Q21;2019;540003043;540023264;2100;3;;;;
Q21;2019;540003043;540023264;2400;1.85;;;3.2;
Q21;2019;540003043;540023264;9999;11;0.49;;4.53;
Q21;2019;540005196;540008398;2000;2.77;;;;
