BOR;AN;FI;FI_EJ;DISCI;ETP_SAL;ETP_HU;ETP_MAD;ETP_INT;EFF_LIB
Q21;2019;540005196;540008398;2400;2.77;;;;
Q21;2019;540005196;540008398;9999;2.77;;;;
Q21;2019;540006459;540023264;2000;0.52;;;1;
Q21;2019;540006459;540023264;2500;0.52;;;1;
Q21;2019;540006459;540023264;9999;0.52;;;1;
Q21;2019;540006665;540019007;2000;0.78;;;;
Q21;2019;540006665;540019007;2500;0.78;;;;
Q21;2019;540006665;540019007;9999;0.78;;;;
Q21;2019;540006830;540000767;2000;2.82;;;1;
Q21;2019;540006830;540000767;2200;2.82;;;1;
Q21;2019;540006830;540000767;9999;2.82;;;1;
Q21;2019;540008364;540000049;2000;0.81;;;0.51;
Q21;2019;540008364;540000049;2500;0.81;;;0.51;
Q21;2019;540008364;540000049;9999;0.81;;;0.51;
Q21;2019;540009412;540019726;2000;6.28;;;2;
Q21;2019;540009412;540019726;2400;6.28;;;2;
Q21;2019;540009412;540019726;9999;6.28;;;2;
Q21;2019;540009701;540019726;2000;9.85;;;4;
Q21;2019;540009701;540019726;2400;9.85;;;4;
Q21;2019;540009701;540019726;9999;9.85;;;4;
Q21;2019;540009859;570010181;2000;0.39;;;;
Q21;2019;540009859;570010181;2500;0.39;;;;
Q21;2019;540009859;570010181;9999;0.39;;;;
Q21;2019;540010568;540010519;2000;5.47;;;1.04;
Q21;2019;540010568;540010519;2300;5.47;;;1.04;
Q21;2019;540010568;540010519;9999;5.47;;;1.04;
Q21;2019;540013224;540000536;1000;1.74;;;;
Q21;2019;540013224;540000536;2000;;;;;61
Q21;2019;540013224;540000536;2100;;;;;61
Q21;2019;540013224;540000536;9999;1.74;;;;61
Q21;2019;540013232;540023264;2000;1.05;;;;
Q21;2019;540013232;540023264;2500;1.05;;;;
Q21;2019;540013232;540023264;9999;1.05;;;;
Q21;2019;540013737;540019726;2000;4.57;;;2;
Q21;2019;540013737;540019726;2400;4.57;;;2;
Q21;2019;540013737;540019726;9999;4.57;;;2;
Q21;2019;540014073;540000056;2000;86.09;8.13;;37;
Q21;2019;540014073;540000056;2100;1.73;0.13;;2;
Q21;2019;540014073;540000056;2200;84.36;8;;35;
Q21;2019;540014073;540000056;9999;86.09;8.13;;37;
Q21;2019;540020146;540006707;2000;7.26;;;2.7;
Q21;2019;540020146;540006707;2300;1.95;;;0.7;
Q21;2019;540020146;540006707;2400;5.31;;;2;
Q21;2019;540020146;540006707;9999;7.26;;;2.7;
Q21;2019;540022811;540023264;2000;0.26;;;0.11;
Q21;2019;540022811;540023264;2400;0.26;;;0.11;
Q21;2019;540022811;540023264;9999;0.26;;;0.11;
Q21;2019;540022837;920030269;2000;8.1;;;;
Q21;2019;540022837;920030269;2400;8.1;;;;
Q21;2019;540022837;920030269;9999;8.1;;;;
Q21;2019;540023256;540020963;2000;0.75;;;;5
Q21;2019;540023256;540020963;2100;0.75;;;;5
Q21;2019;540023256;540020963;9999;0.75;;;;5
Q21;2019;540023744;540003928;2000;0.15;;;;3
Q21;2019;540023744;540003928;2100;0.15;;;;3
Q21;2019;540023744;540003928;9999;0.15;;;;3
Q21;2019;550000012;550006795;2000;126.67;0.2;1;26.78;7
Q21;2019;550000012;550006795;2100;121.77;0.2;1;26.48;7
Q21;2019;550000012;550006795;2300;1.5;;;;
Q21;2019;550000012;550006795;2400;3.4;;;0.3;
Q21;2019;550000012;550006795;9999;126.67;0.2;1;26.78;7
Q21;2019;550000038;550000046;2000;6.29;;;1.49;
Q21;2019;550000038;550000046;2100;4.74;;;1.49;
Q21;2019;550000038;550000046;2400;1;;;;
Q21;2019;550000038;550000046;2500;0.55;;;;
Q21;2019;550000038;550000046;9999;6.29;;;1.49;
Q21;2019;550000178;550000293;1000;0.3;;;;
Q21;2019;550000178;550000293;2000;0.97;;;;42
Q21;2019;550000178;550000293;2100;0.97;;;;42
Q21;2019;550000178;550000293;9999;1.27;;;;42
Q21;2019;550000186;550006795;2000;2.1;;;;
Q21;2019;550000186;550006795;2200;2.1;;;;
Q21;2019;550000186;550006795;9999;2.1;;;;
Q21;2019;550000202;550006795;2000;0.93;;;;1
Q21;2019;550000202;550006795;2100;0.3;;;;
Q21;2019;550000202;550006795;2400;0.63;;;;1
Q21;2019;550000202;550006795;9999;0.93;;;;1
Q21;2019;550000251;550000095;1000;0.55;;;;
Q21;2019;550000251;550000095;2000;10.82;;;0.17;
Q21;2019;550000251;550000095;2200;10.31;;;0.17;
Q21;2019;550000251;550000095;2500;0.51;;;;
Q21;2019;550000251;550000095;9999;11.37;;;0.17;
Q21;2019;550000434;550003354;1000;1;;;;
Q21;2019;550000434;550003354;2000;51.99;;;16.16;
Q21;2019;550000434;550003354;2100;43.4;;;14.58;
Q21;2019;550000434;550003354;2300;1.78;;;;
Q21;2019;550000434;550003354;2400;6.42;;;1.58;
Q21;2019;550000434;550003354;2500;0.39;;;;
Q21;2019;550000434;550003354;9999;52.99;;;16.16;
Q21;2019;550002885;540001112;2000;0.22;;;;
Q21;2019;550002885;540001112;2100;0.22;;;;
Q21;2019;550002885;540001112;9999;0.22;;;;
Q21;2019;550003362;550006795;1000;0.81;;;;
Q21;2019;550003362;550006795;2000;7;;;3.06;
Q21;2019;550003362;550006795;2200;4.47;;;2.84;
Q21;2019;550003362;550006795;2400;2.53;;;0.22;
Q21;2019;550003362;550006795;9999;7.81;;;3.06;
Q21;2019;550003370;550006795;2000;0.3;;;;
Q21;2019;550003370;550006795;2500;0.3;;;;
Q21;2019;550003370;550006795;9999;0.3;;;;
Q21;2019;550005219;540001112;2000;0.1;;;;
Q21;2019;550005219;540001112;2100;0.1;;;;
Q21;2019;550005219;540001112;9999;0.1;;;;
Q21;2019;560000127;560023210;1000;3.35;;;;
Q21;2019;560000127;560023210;2000;222.72;;18.4;79;
Q21;2019;560000127;560023210;2100;215.79;;18.4;79;
Q21;2019;560000127;560023210;2400;6.17;;;;
Q21;2019;560000127;560023210;2500;0.76;;;;
Q21;2019;560000127;560023210;9999;226.07;;18.4;79;
Q21;2019;560000135;560005746;1000;5.29;;;;
Q21;2019;560000135;560005746;2000;232.73;;;64.65;
Q21;2019;560000135;560005746;2100;232.73;;;64.65;
Q21;2019;560000135;560005746;9999;238.02;;;64.65;
Q21;2019;560000143;560014748;2000;75.66;;5.15;10.21;
Q21;2019;560000143;560014748;2100;72.85;;3.65;10.21;
Q21;2019;560000143;560014748;2200;1.5;;1.5;;
Q21;2019;560000143;560014748;2400;1.31;;;;
Q21;2019;560000143;560014748;9999;75.66;;5.15;10.21;
Q21;2019;560000184;560006017;1000;0.4;;;;
Q21;2019;560000184;560006017;2000;23.75;;;;
Q21;2019;560000184;560006017;2100;20.08;;;;
Q21;2019;560000184;560006017;2400;3.67;;;;
Q21;2019;560000184;560006017;9999;24.15;;;;
Q21;2019;560000192;560000044;2000;33.81;;0.53;8.58;
Q21;2019;560000192;560000044;2100;33.61;;0.53;8.58;
Q21;2019;560000192;560000044;2300;0.2;;;;
Q21;2019;560000192;560000044;9999;33.81;;0.53;8.58;
Q21;2019;560000200;560023210;2000;19.57;;;4;
Q21;2019;560000200;560023210;2100;16.66;;;4;
Q21;2019;560000200;560023210;2400;2.7;;;;
Q21;2019;560000200;560023210;2500;0.21;;;;
Q21;2019;560000200;560023210;9999;19.57;;;4;
Q21;2019;560000242;560022246;2000;3.59;;;;
Q21;2019;560000242;560022246;2200;3.59;;;;
Q21;2019;560000242;560022246;9999;3.59;;;;
Q21;2019;560000275;560005746;2000;9.44;;;;
Q21;2019;560000275;560005746;2100;3.62;;;;
Q21;2019;560000275;560005746;2400;4.96;;;;
Q21;2019;560000275;560005746;2500;0.86;;;;
Q21;2019;560000275;560005746;9999;9.44;;;;
Q21;2019;560000291;560000085;1000;0.25;;;;
Q21;2019;560000291;560000085;2000;1.11;;;;
Q21;2019;560000291;560000085;2100;0.3;;;;
Q21;2019;560000291;560000085;2400;0.43;;;;
Q21;2019;560000291;560000085;2500;0.38;;;;
Q21;2019;560000291;560000085;9999;1.36;;;;
Q21;2019;560000366;560000259;2000;0.6;;;;4
Q21;2019;560000366;560000259;2100;0.25;;;;2
Q21;2019;560000366;560000259;2400;0.35;;;;2
Q21;2019;560000366;560000259;9999;0.6;;;;4
Q21;2019;560000382;560002032;2000;48.73;;4.1;5.71;
Q21;2019;560000382;560002032;2200;48.73;;4.1;5.71;
Q21;2019;560000382;560002032;9999;48.73;;4.1;5.71;
Q21;2019;560000390;560006074;2000;0.65;;;;
Q21;2019;560000390;560006074;2400;0.65;;;;
Q21;2019;560000390;560006074;9999;0.65;;;;
Q21;2019;560000424;560006074;2000;2.26;;;;
Q21;2019;560000424;560006074;2400;2.26;;;;
Q21;2019;560000424;560006074;9999;2.26;;;;
Q21;2019;560000465;560005746;2000;1.91;;;;
Q21;2019;560000465;560005746;2100;1.91;;;;
Q21;2019;560000465;560005746;9999;1.91;;;;
Q21;2019;560000473;350000048;1000;0.25;;;;
Q21;2019;560000473;350000048;2000;0.6;;;;
Q21;2019;560000473;350000048;2400;0.6;;;;
Q21;2019;560000473;350000048;9999;0.85;;;;
Q21;2019;560000499;560002222;2000;0.97;;;;
Q21;2019;560000499;560002222;2400;0.97;;;;
Q21;2019;560000499;560002222;9999;0.97;;;;
Q21;2019;560000697;560002677;2000;33.03;;;3.88;
Q21;2019;560000697;560002677;2200;33.03;;;3.88;
Q21;2019;560000697;560002677;9999;33.03;;;3.88;
Q21;2019;560002024;560006074;2000;20.68;;;2.3;
Q21;2019;560002024;560006074;2400;20.68;;;2.3;
Q21;2019;560002024;560006074;9999;20.68;;;2.3;
Q21;2019;560002081;560000416;2000;0.5;;;;4
Q21;2019;560002081;560000416;2200;0.5;;;;4
Q21;2019;560002081;560000416;9999;0.5;;;;4
Q21;2019;560002123;920030269;2000;1.84;;;;6
Q21;2019;560002123;920030269;2200;1.84;;;;6
Q21;2019;560002123;920030269;9999;1.84;;;;6
Q21;2019;560002685;750043713;2000;4.45;;;;
Q21;2019;560002685;750043713;2200;4.45;;;;
Q21;2019;560002685;750043713;9999;4.45;;;;
Q21;2019;560002933;560026965;1000;0.26;;;;
Q21;2019;560002933;560026965;2000;40.49;;;;33
Q21;2019;560002933;560026965;2100;40.49;;;;33
Q21;2019;560002933;560026965;9999;40.75;;;;33
Q21;2019;560002974;830013678;2000;4.34;;;;
Q21;2019;560002974;830013678;2100;1.59;;;;
Q21;2019;560002974;830013678;2400;2.75;;;;
Q21;2019;560002974;830013678;9999;4.34;;;;
Q21;2019;560003006;560000770;2000;0.6;;;;
Q21;2019;560003006;560000770;2400;0.6;;;;
Q21;2019;560003006;560000770;9999;0.6;;;;
Q21;2019;560003055;440042844;2000;3.91;;;1;
Q21;2019;560003055;440042844;2400;3.91;;;1;
Q21;2019;560003055;440042844;9999;3.91;;;1;
Q21;2019;560003980;560005746;2000;2.62;;;;
Q21;2019;560003980;560005746;2400;1.82;;;;
Q21;2019;560003980;560005746;2500;0.8;;;;
Q21;2019;560003980;560005746;9999;2.62;;;;
Q21;2019;560004004;350000626;2000;1.21;;;;
Q21;2019;560004004;350000626;2100;1.21;;;;
Q21;2019;560004004;350000626;9999;1.21;;;;
Q21;2019;560004277;750721029;2000;0.3;;;;
Q21;2019;560004277;750721029;2200;0.3;;;;
Q21;2019;560004277;750721029;9999;0.3;;;;
Q21;2019;560006348;350000626;2000;0.78;;;;
Q21;2019;560006348;350000626;2100;0.78;;;;
Q21;2019;560006348;350000626;9999;0.78;;;;
Q21;2019;560006991;220017974;2000;7;;;;
Q21;2019;560006991;220017974;2200;7;;;;
Q21;2019;560006991;220017974;9999;7;;;;
Q21;2019;560007510;560001307;1000;1;;;;
Q21;2019;560007510;560001307;2000;;;;;30
Q21;2019;560007510;560001307;2100;;;;;30
Q21;2019;560007510;560001307;9999;1;;;;30
Q21;2019;560008799;560013989;2000;11.06;;;3;140
Q21;2019;560008799;560013989;2100;6.52;;;3;140
Q21;2019;560008799;560013989;2300;4.54;;;;
Q21;2019;560008799;560013989;9999;11.06;;;3;140
Q21;2019;560009490;440002590;2000;0.13;;;;
Q21;2019;560009490;440002590;2100;0.13;;;;
Q21;2019;560009490;440002590;9999;0.13;;;;
Q21;2019;560009508;440002590;2000;0.26;;;;
Q21;2019;560009508;440002590;2100;0.26;;;;
Q21;2019;560009508;440002590;9999;0.26;;;;
Q21;2019;560009524;440002590;2000;0.86;;;;
Q21;2019;560009524;440002590;2100;0.86;;;;
Q21;2019;560009524;440002590;9999;0.86;;;;
Q21;2019;560010092;560002032;2000;1;;;;
Q21;2019;560010092;560002032;2500;1;;;;
Q21;2019;560010092;560002032;9999;1;;;;
Q21;2019;560012122;560002677;2000;1.35;;;;
Q21;2019;560012122;560002677;2500;1.35;;;;
Q21;2019;560012122;560002677;9999;1.35;;;;
Q21;2019;560014078;440002590;2000;0.13;;;;
Q21;2019;560014078;440002590;2100;0.13;;;;
Q21;2019;560014078;440002590;9999;0.13;;;;
Q21;2019;560014128;440002590;2000;0.13;;;;
Q21;2019;560014128;440002590;2100;0.13;;;;
Q21;2019;560014128;440002590;9999;0.13;;;;
Q21;2019;560014219;560014748;2000;2.49;;;;
Q21;2019;560014219;560014748;2400;1.85;;;;
Q21;2019;560014219;560014748;2500;0.64;;;;
Q21;2019;560014219;560014748;9999;2.49;;;;
Q21;2019;560015422;560005746;1000;0.76;;;;
Q21;2019;560015422;560005746;2000;1.05;;;;
Q21;2019;560015422;560005746;2100;0.22;;;;
Q21;2019;560015422;560005746;2400;0.42;;;;
Q21;2019;560015422;560005746;2500;0.41;;;;
Q21;2019;560015422;560005746;9999;1.81;;;;
Q21;2019;560018038;560023178;2000;;;;;1
Q21;2019;560018038;560023178;2100;;;;;1
Q21;2019;560018038;560023178;9999;;;;;1
Q21;2019;560018509;560018459;2000;5.84;;1;;2
Q21;2019;560018509;560018459;2300;5.84;;1;;2
Q21;2019;560018509;560018459;9999;5.84;;1;;2
Q21;2019;560022188;350000626;2000;1.74;;;;
Q21;2019;560022188;350000626;2300;1.74;;;;
Q21;2019;560022188;350000626;9999;1.74;;;;
Q21;2019;560023152;440002590;2000;2.09;;;;
Q21;2019;560023152;440002590;2100;2.09;;;;
Q21;2019;560023152;440002590;9999;2.09;;;;
Q21;2019;560023228;560023178;2000;;;;;4
Q21;2019;560023228;560023178;2100;;;;;4
Q21;2019;560023228;560023178;9999;;;;;4
Q21;2019;560023848;350000626;2000;2.29;;;;
Q21;2019;560023848;350000626;2100;2.29;;;;
Q21;2019;560023848;350000626;9999;2.29;;;;
Q21;2019;560027377;560006017;1000;0.03;;;;
Q21;2019;560027377;560006017;2000;0.7;;;;
Q21;2019;560027377;560006017;2400;0.7;;;;
Q21;2019;560027377;560006017;9999;0.73;;;;
Q21;2019;560027641;560000077;2000;0.98;;;;
Q21;2019;560027641;560000077;2500;0.98;;;;
Q21;2019;560027641;560000077;9999;0.98;;;;
Q21;2019;560029068;560029050;2000;;;;;31
Q21;2019;560029068;560029050;2100;;;;;31
Q21;2019;560029068;560029050;9999;;;;;31
Q21;2019;570000026;570024794;1000;0.25;;;;
Q21;2019;570000026;570024794;2000;2;;;;
Q21;2019;570000026;570024794;2100;0.75;;;;
Q21;2019;570000026;570024794;2400;1.25;;;;
Q21;2019;570000026;570024794;9999;2.25;;;;
Q21;2019;570000059;570025254;2000;77.4;;;24.74;9
Q21;2019;570000059;570025254;2100;77.4;;;24.74;9
Q21;2019;570000059;570025254;9999;77.4;;;24.74;9
Q21;2019;570000083;570000729;2000;3;;;;37
Q21;2019;570000083;570000729;2100;3;;;;37
Q21;2019;570000083;570000729;9999;3;;;;37
Q21;2019;570000091;750050759;2000;13.1;;;;
Q21;2019;570000091;750050759;2300;2;;;;
Q21;2019;570000091;750050759;2400;11.1;;;;
Q21;2019;570000091;750050759;9999;13.1;;;;
Q21;2019;570000109;570000034;2000;4;;;;
Q21;2019;570000109;570000034;2400;4;;;;
Q21;2019;570000109;570000034;9999;4;;;;
Q21;2019;570000117;570015099;1000;0.5;;;;
Q21;2019;570000117;570015099;2000;50.3;;0.1;11.36;
Q21;2019;570000117;570015099;2100;49.48;;0.1;11.36;
Q21;2019;570000117;570015099;2300;0.82;;;;
Q21;2019;570000117;570015099;9999;50.8;;0.1;11.36;
Q21;2019;570000166;570010181;2000;2.8;;;;
Q21;2019;570000166;570010181;2100;0.59;;;;
Q21;2019;570000166;570010181;2400;1.35;;;;
Q21;2019;570000166;570010181;2500;0.86;;;;
Q21;2019;570000166;570010181;9999;2.8;;;;
Q21;2019;570000216;570010181;2000;60.08;;1.32;0.72;29
Q21;2019;570000216;570010181;2100;60.08;;1.32;0.72;29
Q21;2019;570000216;570010181;9999;60.08;;1.32;0.72;29
Q21;2019;570000281;570005165;2000;14.2;;;3.49;
Q21;2019;570000281;570005165;2100;10.59;;;2.65;
Q21;2019;570000281;570005165;2200;2.61;;;0.84;
Q21;2019;570000281;570005165;2300;1;;;0;
Q21;2019;570000281;570005165;9999;14.2;;;3.49;
Q21;2019;570000349;570005165;2000;142.15;2;;54.74;
Q21;2019;570000349;570005165;2100;138.56;2;;54.41;
Q21;2019;570000349;570005165;2200;1.42;;;0;
Q21;2019;570000349;570005165;2300;0.53;;;0;
Q21;2019;570000349;570005165;2400;1.64;;;0.33;
Q21;2019;570000349;570005165;9999;142.15;2;;54.74;
Q21;2019;570000356;570000919;2000;2;;;;32
Q21;2019;570000356;570000919;2100;2;;;;31
Q21;2019;570000356;570000919;2400;;;;;1
Q21;2019;570000356;570000919;9999;2;;;;32
Q21;2019;570000364;570011569;1000;0.72;;;;
Q21;2019;570000364;570011569;2000;;;;;41
Q21;2019;570000364;570011569;2100;;;;;41
Q21;2019;570000364;570011569;9999;0.72;;;;41
Q21;2019;570000380;570000034;2000;8.7;;;;
Q21;2019;570000380;570000034;2400;8.7;;;;
Q21;2019;570000380;570000034;9999;8.7;;;;
Q21;2019;570000448;750050759;2000;4.1;;;;
Q21;2019;570000448;750050759;2400;3.4;;;;
Q21;2019;570000448;750050759;2500;0.7;;;;
Q21;2019;570000448;750050759;9999;4.1;;;;
Q21;2019;570000455;570010181;2000;3.19;;;;15
Q21;2019;570000455;570010181;2100;1.98;;;;15
Q21;2019;570000455;570010181;2400;0.49;;;;
Q21;2019;570000455;570010181;2500;0.72;;;;
Q21;2019;570000455;570010181;9999;3.19;;;;15
Q21;2019;570000562;570011353;2000;10;;;;
Q21;2019;570000562;570011353;2100;6.7;;;;
Q21;2019;570000562;570011353;2400;2.5;;;;
Q21;2019;570000562;570011353;2500;0.8;;;;
Q21;2019;570000562;570011353;9999;10;;;;
Q21;2019;570000596;750821092;1000;2;;;;
Q21;2019;570000596;750821092;2000;36.62;1;11.22;19.85;
Q21;2019;570000596;750821092;2100;29.39;1;11.22;19.85;
Q21;2019;570000596;750821092;2200;4.2;;;;
Q21;2019;570000596;750821092;2400;3.03;;;;
Q21;2019;570000596;750821092;9999;38.62;1;11.22;19.85;
Q21;2019;570000646;570001115;1000;2.37;;;;
Q21;2019;570000646;570001115;2000;;;;5;113
Q21;2019;570000646;570001115;2100;;;;5;113
Q21;2019;570000646;570001115;9999;2.37;;;5;113
Q21;2019;570000661;570000158;1000;0.7;;;;
Q21;2019;570000661;570000158;2000;6.4;;;;
Q21;2019;570000661;570000158;2100;4.4;;;;
Q21;2019;570000661;570000158;2400;1;;;;
Q21;2019;570000661;570000158;2500;1;;;;
Q21;2019;570000661;570000158;9999;7.1;;;;
Q21;2019;570000687;570025254;2000;9.25;;;;
Q21;2019;570000687;570025254;2100;4.31;;;;
Q21;2019;570000687;570025254;2400;4.94;;;;
Q21;2019;570000687;570025254;9999;9.25;;;;
Q21;2019;570000794;930019484;2000;4.5;;;;2
Q21;2019;570000794;930019484;2400;4.5;;;;2
Q21;2019;570000794;930019484;9999;4.5;;;;2
Q21;2019;570000828;570011452;2000;0.97;0;0;0;0
Q21;2019;570000828;570011452;2400;0.97;0;0;0;0
Q21;2019;570000828;570011452;9999;0.97;0;0;0;0
Q21;2019;570000885;570000133;2000;28.21;;;7.35;5
Q21;2019;570000885;570000133;2100;4.68;;;;1
Q21;2019;570000885;570000133;2200;23.53;;;7.35;4
Q21;2019;570000885;570000133;9999;28.21;;;7.35;5
Q21;2019;570000893;570000141;1000;0.31;;;;
Q21;2019;570000893;570000141;2000;31.23;;;8.55;
Q21;2019;570000893;570000141;2200;31.23;;;8.55;
Q21;2019;570000893;570000141;9999;31.54;;;8.55;
Q21;2019;570000901;570000158;1000;4.7;;;1;
Q21;2019;570000901;570000158;2000;90.1;;;17;
Q21;2019;570000901;570000158;2100;89.6;;;17;
Q21;2019;570000901;570000158;2300;0.5;;;;
Q21;2019;570000901;570000158;9999;94.8;;;18;
Q21;2019;570000950;570000398;2000;7.25;;;1.34;7
Q21;2019;570000950;570000398;2100;6.85;;;1.34;7
Q21;2019;570000950;570000398;2400;0.4;;;;
Q21;2019;570000950;570000398;9999;7.25;;;1.34;7
Q21;2019;570000968;570000430;1000;1.03;0;0;0;0
Q21;2019;570000968;570000430;2000;4.11;0;0;0;0
Q21;2019;570000968;570000430;2100;1.6;0;0;0;0
Q21;2019;570000968;570000430;2400;1.95;0;0;0;0
Q21;2019;570000968;570000430;2500;0.56;0;0;0;0
Q21;2019;570000968;570000430;9999;5.14;0;0;0;0
Q21;2019;570000992;570000497;1000;0.2;;;;
Q21;2019;570000992;570000497;2000;0.6;;;;3
Q21;2019;570000992;570000497;2100;0.1;;;;3
Q21;2019;570000992;570000497;2400;0.5;;;;
Q21;2019;570000992;570000497;9999;0.8;;;;3
Q21;2019;570001016;570000513;1000;0.58;0;;0;
Q21;2019;570001016;570000513;2000;37.16;0;;11.19;
Q21;2019;570001016;570000513;2100;7.46;0;;0.98;
Q21;2019;570001016;570000513;2200;29.7;0;;10.21;
Q21;2019;570001016;570000513;9999;37.74;0;;11.19;
Q21;2019;570001057;570023630;2000;40.3;;;2.08;
Q21;2019;570001057;570023630;2100;37.02;;;2.08;
Q21;2019;570001057;570023630;2400;3.28;;;;
Q21;2019;570001057;570023630;9999;40.3;;;2.08;
Q21;2019;570001099;570023630;2000;13.88;;;0.48;
Q21;2019;570001099;570023630;2100;8.57;;;0.32;
Q21;2019;570001099;570023630;2200;3;;;0.16;
Q21;2019;570001099;570023630;2300;1;;;;
Q21;2019;570001099;570023630;2400;1.31;;;;
Q21;2019;570001099;570023630;9999;13.88;;;0.48;
Q21;2019;570002287;570001230;2000;1.5;;;;4
Q21;2019;570002287;570001230;2200;1.5;;;;4
Q21;2019;570002287;570001230;9999;1.5;;;;4
Q21;2019;570003079;570010181;2000;10.1;;;5;
Q21;2019;570003079;570010181;2100;5.9;;;3;
Q21;2019;570003079;570010181;2400;3.1;;;2;
Q21;2019;570003079;570010181;2500;1.1;;;;
Q21;2019;570003079;570010181;9999;10.1;;;5;
Q21;2019;570003103;540019726;2000;5.39;;;0;
Q21;2019;570003103;540019726;2400;5.39;;;0;
Q21;2019;570003103;540019726;9999;5.39;;;0;
Q21;2019;570003947;570023630;2000;0.5;;;;
Q21;2019;570003947;570023630;2500;0.5;;;;
Q21;2019;570003947;570023630;9999;0.5;;;;
Q21;2019;570005215;570005165;2000;6.55;;;1.66;
Q21;2019;570005215;570005165;2100;1.89;;;0;
Q21;2019;570005215;570005165;2400;3.87;;;1.66;
Q21;2019;570005215;570005165;2500;0.79;;;0;
Q21;2019;570005215;570005165;9999;6.55;;;1.66;
Q21;2019;570009670;570027995;2000;5.8;;;0.5;
Q21;2019;570009670;570027995;2100;2.88;;;;
Q21;2019;570009670;570027995;2400;2.92;;;0.5;
Q21;2019;570009670;570027995;9999;5.8;;;0.5;
Q21;2019;570010082;570013797;2000;3.97;;;;4
Q21;2019;570010082;570013797;2100;3.97;;;;4
Q21;2019;570010082;570013797;9999;3.97;;;;4
Q21;2019;570010181;;2000;3.8;;;;
Q21;2019;570010181;;2200;3.8;;;;
Q21;2019;570010181;;9999;3.8;;;;
Q21;2019;570012369;570011387;2000;1.78;;;;
Q21;2019;570012369;570011387;2400;1.16;;;;
Q21;2019;570012369;570011387;2500;0.62;;;;
Q21;2019;570012369;570011387;9999;1.78;;;;
Q21;2019;570012633;540019726;2000;1.65;;;;
Q21;2019;570012633;540019726;2400;1.65;;;;
Q21;2019;570012633;540019726;9999;1.65;;;;
Q21;2019;570015248;950044412;2000;;;;;6
Q21;2019;570015248;950044412;2100;;;;;6
Q21;2019;570015248;950044412;9999;;;;;6
Q21;2019;570015750;570005165;2000;4.88;;;;
Q21;2019;570015750;570005165;2200;4.88;;;;
Q21;2019;570015750;570005165;9999;4.88;;;;
Q21;2019;570015776;750050759;2000;1.3;;;;
Q21;2019;570015776;750050759;2500;1.3;;;;
Q21;2019;570015776;750050759;9999;1.3;;;;
Q21;2019;570023309;670014604;2000;1;;;;
Q21;2019;570023309;670014604;2200;1;;;;
Q21;2019;570023309;670014604;9999;1;;;;
Q21;2019;570026252;570023630;2000;70.12;;;3.74;
Q21;2019;570026252;570023630;2100;70.12;;;3.74;
Q21;2019;570026252;570023630;9999;70.12;;;3.74;
Q21;2019;570026682;570005165;1000;9.19;;;0;
Q21;2019;570026682;570005165;2000;290.36;;;122.18;
Q21;2019;570026682;570005165;2100;285.96;;;120.52;
Q21;2019;570026682;570005165;2300;0.91;;;0;
Q21;2019;570026682;570005165;2400;3.49;;;1.66;
Q21;2019;570026682;570005165;9999;299.55;;;122.18;
Q21;2019;570027680;540001112;2000;1.4;;;;
Q21;2019;570027680;540001112;2100;1.4;;;;
Q21;2019;570027680;540001112;9999;1.4;;;;
Q21;2019;580001899;750721334;2000;0.25;;;;
Q21;2019;580001899;750721334;2300;0.25;;;;
Q21;2019;580001899;750721334;9999;0.25;;;;
Q21;2019;580004588;630000990;2000;1.04;;;;
