BOR;AN;FI;FI_EJ;PERSO;EFFPL;EFFPA;ETP;COMEHPAD
USLD_P;2019;020004677;020000261;M1320;;1;0.8;1
USLD_P;2019;020004677;020000261;MEDCH;;1;0.8;1
USLD_P;2019;020004677;020000261;N2210;9;5;10.78;0
USLD_P;2019;020004677;020000261;N2410;1;1;1.75;0
USLD_P;2019;020004677;020000261;N2510;;32;26.3;0
USLD_P;2019;020004677;020000261;NAUT;;19;11.69;0
USLD_P;2019;020005476;020000253;M1320;0;1;0.11;1
USLD_P;2019;020005476;020000253;MEDCH;0;1;0.11;1
USLD_P;2019;020005476;020000253;N2210;11;1;11.9;1
USLD_P;2019;020005476;020000253;N2410;0;0;0.3;1
USLD_P;2019;020005476;020000253;N2460;0;0;0;1
USLD_P;2019;020005476;020000253;N2510;13;0;13.79;1
USLD_P;2019;020005476;020000253;N3120;0;0;0.25;1
USLD_P;2019;020005476;020000253;NAUT;9;2;8.79;1
USLD_P;2019;020009684;020002085;M1320;1;1;0.47;1
USLD_P;2019;020009684;020002085;MEDCH;1;2;0.59;1
USLD_P;2019;020009684;020002085;N2210;6;;4.68;1
USLD_P;2019;020009684;020002085;N2460;1;;0.33;1
USLD_P;2019;020009684;020002085;N2510;12;;11.92;1
USLD_P;2019;020009684;020002085;NAUT;24;1;13.04;1
USLD_P;2019;030000061;030780092;M1320;1;0;1;1
USLD_P;2019;030000061;030780092;MEDCH;1;0;1;1
USLD_P;2019;030000061;030780092;N2210;13;1;12.85;0
USLD_P;2019;030000061;030780092;N2510;31;1;27.39;0
USLD_P;2019;030000061;030780092;NAUT;30;8;34.14;0
USLD_P;2019;030000079;030780100;M1320;1;;1;1
USLD_P;2019;030000079;030780100;MEDCH;1;;1;1
USLD_P;2019;030000079;030780100;N2210;5;3;6.59;1
USLD_P;2019;030000079;030780100;N2410;;;;1
USLD_P;2019;030000079;030780100;N2510;36;3;27.61;1
USLD_P;2019;030000079;030780100;NAUT;13;1;11.49;1
USLD_P;2019;030000087;030780118;M1320;1;;1;0
USLD_P;2019;030000087;030780118;MEDCH;2;;1.12;1
USLD_P;2019;030000087;030780118;N2210;19;4;22.36;0
USLD_P;2019;030000087;030780118;N2510;30;6;32.86;
USLD_P;2019;030000087;030780118;NAUT;23;8;28.71;0
USLD_P;2019;030000160;030780282;M1320;0;1;0.6;0
USLD_P;2019;030000160;030780282;MEDCH;0;3;0.8;0
USLD_P;2019;030000160;030780282;N2210;6;1;7.08;0
USLD_P;2019;030000160;030780282;N2410;0;1;0.03;0
USLD_P;2019;030000160;030780282;N2510;12;5;15.48;0
USLD_P;2019;030000160;030780282;N3120;0;1;0.25;0
USLD_P;2019;030000160;030780282;NAUT;18;7;20.88;0
USLD_P;2019;040000093;040780215;M1320;0;1;0.2;1
USLD_P;2019;040000093;040780215;MEDCH;0;1;0.2;1
USLD_P;2019;040000093;040780215;N2210;3;4;5.57;1
USLD_P;2019;040000093;040780215;N2510;12;2;11.84;1
USLD_P;2019;040000093;040780215;NAUT;8;5;7.31;1
USLD_P;2019;040780405;040000168;MEDCH;1;;1;0
USLD_P;2019;040780405;040000168;N2210;6;1;6.5;0
USLD_P;2019;040780405;040000168;N2410;;2;0.4;0
USLD_P;2019;040780405;040000168;N2460;;1;0.5;0
USLD_P;2019;040780405;040000168;N2510;12;1;12.5;0
USLD_P;2019;040780405;040000168;NAUT;10;3;11.3;0
USLD_P;2019;050000132;050007145;MEDCH;1;;0.8;
USLD_P;2019;050000132;050007145;N2210;6;6;8.32;
USLD_P;2019;050000132;050007145;N2410;;1;0.14;
USLD_P;2019;050000132;050007145;N2510;10;2;10.43;
USLD_P;2019;050000132;050007145;NAUT;14;3;8.25;
USLD_P;2019;050000231;050000116;M1320;0;1;0.6;
USLD_P;2019;050000231;050000116;MEDCH;0;3;1.01;
USLD_P;2019;050000231;050000116;N2210;6;3;7.38;
USLD_P;2019;050000231;050000116;N2410;0;1;0.73;
USLD_P;2019;050000231;050000116;N2460;0;1;0.5;
USLD_P;2019;050000231;050000116;N2510;12;3;14.22;
USLD_P;2019;050000231;050000116;NAUT;5;7;5.69;
USLD_P;2019;050000256;050000124;M1320;;4;1.1;1
USLD_P;2019;050000256;050000124;MEDCH;;4;1.1;1
USLD_P;2019;050000256;050000124;N2210;2;6;5.03;0
USLD_P;2019;050000256;050000124;N2410;;1;0.51;0
USLD_P;2019;050000256;050000124;N2510;9;9;14.95;0
USLD_P;2019;050000256;050000124;NAUT;3;10;7.05;0
USLD_P;2019;050000348;050002948;M1320;1;0;0.75;
USLD_P;2019;050000348;050002948;MEDCH;1;0;0.75;
USLD_P;2019;050000348;050002948;N2210;3;9;7.58;
USLD_P;2019;050000348;050002948;N2410;0;1;0.79;
USLD_P;2019;050000348;050002948;N2460;0;2;0.36;
USLD_P;2019;050000348;050002948;N2510;5;24;12.83;
USLD_P;2019;050000348;050002948;NAUT;4;11;10.27;
USLD_P;2019;060000510;060780954;M1320;;1;0.3;1
USLD_P;2019;060000510;060780954;MEDCH;;1;0.3;1
USLD_P;2019;060000510;060780954;N2210;7;;7.2;1
USLD_P;2019;060000510;060780954;N2510;7;;6.94;1
USLD_P;2019;060000510;060780954;N3120;;;0.05;1
USLD_P;2019;060000510;060780954;NAUT;3;;3.1;1
USLD_P;2019;060000551;060781010;M1320;1;;0.7;
USLD_P;2019;060000551;060781010;MEDCH;1;;0.7;
USLD_P;2019;060000551;060781010;N2210;6;;6.8;
USLD_P;2019;060000551;060781010;N2410;1;;1.3;
USLD_P;2019;060000551;060781010;N2460;1;;0.17;1
USLD_P;2019;060000551;060781010;N2510;18;;18.86;
USLD_P;2019;060000551;060781010;NAUT;35;;14.43;
USLD_P;2019;060002102;060791761;M1320;2;;0.2;0
USLD_P;2019;060002102;060791761;MEDCH;3;;0.3;0
USLD_P;2019;060002102;060791761;N2210;9;;8.25;0
USLD_P;2019;060002102;060791761;N2410;1;;0.8;0
USLD_P;2019;060002102;060791761;N2510;10;;9.5;0
USLD_P;2019;060002102;060791761;N3120;1;;0.1;0
USLD_P;2019;060002102;060791761;NAUT;12;1;10.7;0
USLD_P;2019;060019213;060005188;M1320;;1;0.8;
USLD_P;2019;060019213;060005188;MEDCH;;2;1;0
USLD_P;2019;060019213;060005188;N2210;5;0;5;0
USLD_P;2019;060019213;060005188;N2410;0;1;0.5;1
USLD_P;2019;060019213;060005188;N2510;10;0;10;0
USLD_P;2019;060019213;060005188;N3120;0;0;0;1
USLD_P;2019;060019213;060005188;NAUT;0;7;4.39;1
USLD_P;2019;060788957;060785011;M1320;0;1;0.6;1
USLD_P;2019;060788957;060785011;MEDCH;0;1;0.6;1
USLD_P;2019;060788957;060785011;N2210;10;;7.9;
USLD_P;2019;060788957;060785011;N2410;1;1;0.52;
USLD_P;2019;060788957;060785011;N2510;16;;14.55;
USLD_P;2019;060788957;060785011;NAUT;12;1;7.21;
USLD_P;2019;060790177;060785011;MEDCH;0;1;0.2;1
USLD_P;2019;060790177;060785011;N2210;7;1;5.03;
USLD_P;2019;060790177;060785011;N2510;7;;6.82;
USLD_P;2019;060790177;060785011;NAUT;11;1;10.14;
USLD_P;2019;060790680;060780897;MEDCH;;1;0.5;
USLD_P;2019;060790680;060780897;N2210;3;;2.74;
USLD_P;2019;060790680;060780897;N2460;1;;0.21;
USLD_P;2019;060790680;060780897;N2510;16;7;14.4;
USLD_P;2019;060790680;060780897;NAUT;4;7;5.15;
USLD_P;2019;060791811;060010808;M1320;1;2;1.26;0
USLD_P;2019;060791811;060010808;MEDCH;1;2;1.77;0
USLD_P;2019;060791811;060010808;N2210;9;2;10.26;0
USLD_P;2019;060791811;060010808;N2410;;1;0.59;0
USLD_P;2019;060791811;060010808;N2460;;3;1.25;0
USLD_P;2019;060791811;060010808;N2510;28;3;31.32;0
USLD_P;2019;060791811;060010808;N3120;;1;0.5;0
USLD_P;2019;060794021;060780988;MEDCH;0;2;0.6;1
USLD_P;2019;060794021;060780988;N2210;3;8;8.26;1
USLD_P;2019;060794021;060780988;N2460;;;;1
USLD_P;2019;060794021;060780988;N2510;6;28;18.96;1
USLD_P;2019;060794021;060780988;N3120;;1;0.2;1
USLD_P;2019;060794021;060780988;NAUT;;29;15.46;1
USLD_P;2019;070000047;070780127;MEDCH;0;4;0.45;1
USLD_P;2019;070000047;070780127;N2210;12;7;15.83;1
USLD_P;2019;070000047;070780127;N2460;;1;0.34;1
USLD_P;2019;070000047;070780127;N2510;29;12;36.86;1
USLD_P;2019;070000047;070780127;N3120;;1;0.15;1
USLD_P;2019;070000047;070780127;NAUT;14;7;18.86;1
USLD_P;2019;070784517;070002878;M1320;0;0;0;1
USLD_P;2019;070784517;070002878;MEDCH;1;0;1;1
USLD_P;2019;070784517;070002878;N2210;6;1;6;1
USLD_P;2019;070784517;070002878;N2410;0;0;0;1
USLD_P;2019;070784517;070002878;N2460;0;0;0;1
USLD_P;2019;070784517;070002878;N2510;29;3;29;1
USLD_P;2019;070784517;070002878;NAUT;1;1;1;1
USLD_P;2019;080000110;080000037;M1320;1;;1;1
USLD_P;2019;080000110;080000037;MEDCH;1;;1;1
USLD_P;2019;080000110;080000037;N2210;9;2;10.3;
USLD_P;2019;080000110;080000037;N2460;;1;0.2;
USLD_P;2019;080000110;080000037;N2510;9;3;12.77;
USLD_P;2019;080000110;080000037;NAUT;8;11;12.51;
USLD_P;2019;080000276;080001969;MEDCH;1;;0.2;0
USLD_P;2019;080000276;080001969;N2210;2;8;5.22;0
USLD_P;2019;080000276;080001969;N2510;5;10;9.12;1
USLD_P;2019;080000276;080001969;NAUT;;10;1.78;1
USLD_P;2019;080005960;080000615;M1320;1;;0.2;1
USLD_P;2019;080005960;080000615;MEDCH;1;1;1.05;0
USLD_P;2019;080005960;080000615;N2210;7;6;11.41;
USLD_P;2019;080005960;080000615;N2510;23;14;33.15;
USLD_P;2019;080005960;080000615;NAUT;14;20;21.47;
USLD_P;2019;090000183;090781816;MEDCH;1;1;0.35;0
USLD_P;2019;090000183;090781816;N2210;6;;5.68;0
USLD_P;2019;090000183;090781816;N2510;6;1;5.67;1
USLD_P;2019;090000183;090781816;NAUT;10;4;5.35;1
USLD_P;2019;100000116;100000041;MEDCH;;1;0.6;0
USLD_P;2019;100000116;100000041;N2210;5;1;5.96;0
USLD_P;2019;100000116;100000041;N2410;1;;0.42;0
USLD_P;2019;100000116;100000041;N2510;11;2;13.65;0
USLD_P;2019;100000140;100000058;MEDCH;0;3;1.2;
USLD_P;2019;100000140;100000058;N2210;6;0;5.7;
USLD_P;2019;100000140;100000058;N2510;9;1;8.95;
USLD_P;2019;100000140;100000058;NAUT;5;2;4.4;
USLD_P;2019;100000801;100006279;N2210;8;1;3.4;
USLD_P;2019;100000801;100006279;N2510;12;2;8.02;
USLD_P;2019;100000801;100006279;NAUT;13;1;11.55;
USLD_P;2019;100006493;100000017;M1320;0;2;0.9;0
USLD_P;2019;100006493;100000017;MEDCH;0;4;1.2;0
USLD_P;2019;100006493;100000017;N2210;2;19;15.02;1
USLD_P;2019;100006493;100000017;N2410;0;2;0.7;1
USLD_P;2019;100006493;100000017;N2460;0;0;0.06;1
USLD_P;2019;100006493;100000017;N2510;32;16;38.38;1
USLD_P;2019;100006493;100000017;N3120;0;2;1.08;1
USLD_P;2019;100006493;100000017;NAUT;6;12;11.76;0
USLD_P;2019;110000049;110780087;M1320;0;2;0.6;1
USLD_P;2019;110000049;110780087;MEDCH;0;2;0.6;1
USLD_P;2019;110000049;110780087;N2210;7;1;6.65;0
USLD_P;2019;110000049;110780087;N2410;0;1;0.6;0
USLD_P;2019;110000049;110780087;N2460;0;1;0.3;
USLD_P;2019;110000049;110780087;N2510;8;5;11.52;0
USLD_P;2019;110000049;110780087;NAUT;4;5;7.02;1
USLD_P;2019;110000247;110780772;M1320;1;;0.22;1
USLD_P;2019;110000247;110780772;MEDCH;1;;0.22;1
USLD_P;2019;110000247;110780772;N2210;9;;6.47;1
USLD_P;2019;110000247;110780772;N2410;1;;0.35;1
USLD_P;2019;110000247;110780772;N2460;;1;0.4;1
USLD_P;2019;110000247;110780772;N2510;12;;10.75;1
USLD_P;2019;110000247;110780772;N3120;1;;0.08;1
USLD_P;2019;110000247;110780772;NAUT;9;;7.63;1
USLD_P;2019;110006137;110780061;MEDCH;;1;0.3;
USLD_P;2019;110006137;110780061;N2210;3;3;4.86;
USLD_P;2019;110006137;110780061;N2410;;1;0.07;
USLD_P;2019;110006137;110780061;N2460;;1;0.1;
USLD_P;2019;110006137;110780061;N2510;11;2;12.3;
USLD_P;2019;110006137;110780061;NAUT;1;20;6.65;
USLD_P;2019;110781283;110780137;M1320;2;;1.62;
USLD_P;2019;110781283;110780137;MEDCH;2;;1.62;
USLD_P;2019;110781283;110780137;N2210;21;;14.97;
USLD_P;2019;110781283;110780137;N2410;1;;0.68;
USLD_P;2019;110781283;110780137;N2510;70;5;47.12;
USLD_P;2019;110781283;110780137;NAUT;35;2;18.77;
USLD_P;2019;110786746;110786324;M1320;;2;0.3;0
USLD_P;2019;110786746;110786324;MEDCH;;2;0.33;0
USLD_P;2019;110786746;110786324;N2210;3;5;7.24;0
USLD_P;2019;110786746;110786324;N2510;10;3;12.53;0
USLD_P;2019;110786746;110786324;N3120;1;;1;0
USLD_P;2019;110786746;110786324;NAUT;1;5;6.08;0
USLD_P;2019;120000070;120780085;MEDCH;;1;0.45;1
USLD_P;2019;120000070;120780085;N2210;5;;5;1
USLD_P;2019;120000070;120780085;N2460;;1;0.25;1
USLD_P;2019;120000070;120780085;N2510;14;;14;1
USLD_P;2019;120000070;120780085;N3120;;1;0.2;1
USLD_P;2019;120000070;120780085;NAUT;6;1;6.7;1
USLD_P;2019;120000088;120780093;MEDCH;1;;1;0
USLD_P;2019;120000088;120780093;N2210;4;5;5.94;
USLD_P;2019;120000088;120780093;N2410;;1;0.43;
USLD_P;2019;120000088;120780093;N2510;9;7;12.6;
USLD_P;2019;120000088;120780093;N3120;;1;0.2;
USLD_P;2019;120000088;120780093;NAUT;7;8;10.4;
USLD_P;2019;120000153;120780291;M1320;0;1;0.6;
USLD_P;2019;120000153;120780291;MEDCH;0;2;1.4;0
USLD_P;2019;120000153;120780291;N2210;5;1;5.65;
USLD_P;2019;120000153;120780291;N2410;0;1;0.2;
USLD_P;2019;120000153;120780291;N2460;0;1;0.5;
USLD_P;2019;120000153;120780291;N2510;12;10;17.99;
USLD_P;2019;120000153;120780291;NAUT;6;3;7.76;
USLD_P;2019;120004668;120004619;M1320;;1;0.6;1
USLD_P;2019;120004668;120004619;MEDCH;;3;0.8;1
USLD_P;2019;120004668;120004619;N2210;6;2;8.31;1
USLD_P;2019;120004668;120004619;N2410;;1;0.17;1
USLD_P;2019;120004668;120004619;N2460;;1;0.15;1
USLD_P;2019;120004668;120004619;N2510;14;4;14.91;1
USLD_P;2019;120004668;120004619;N3120;;1;0.03;1
USLD_P;2019;120004668;120004619;NAUT;13;11;16.15;1
USLD_P;2019;120782263;120780069;MEDCH;0;3;1.5;
USLD_P;2019;120782263;120780069;N2210;14;7;19.51;
USLD_P;2019;120782263;120780069;N2510;34;5;37.39;
USLD_P;2019;120782263;120780069;NAUT;12;7;15.04;
USLD_P;2019;120783097;120004528;M1320;1;;0.49;
USLD_P;2019;120783097;120004528;MEDCH;1;;0.49;0
USLD_P;2019;120783097;120004528;N2210;8;2;11.13;0
USLD_P;2019;120783097;120004528;N2410;;;0.7;0
USLD_P;2019;120783097;120004528;N2460;;;0.1;0
USLD_P;2019;120783097;120004528;N2510;12;8;15.77;0
USLD_P;2019;120783097;120004528;N3120;;;0.05;0
USLD_P;2019;120786959;120780044;MEDCH;0;0;0.4;
USLD_P;2019;120786959;120780044;N2210;7;1;7.57;
USLD_P;2019;120786959;120780044;N2410;0;1;0.39;
USLD_P;2019;120786959;120780044;N2460;0;2;0.44;
USLD_P;2019;120786959;120780044;N2510;7;2;5.8;
USLD_P;2019;120786959;120780044;N3120;0;1;0.2;
USLD_P;2019;120786959;120780044;NAUT;8;11;11.65;
USLD_P;2019;130000516;130781339;M1320;1;;1;0
USLD_P;2019;130000516;130781339;MEDCH;1;;1;0
USLD_P;2019;130000516;130781339;N2210;16;7;15.36;0
USLD_P;2019;130000516;130781339;N2410;;1;0.3;1
USLD_P;2019;130000516;130781339;N2460;1;;0.2;1
USLD_P;2019;130000516;130781339;N2510;20;6;19.93;0
USLD_P;2019;130000516;130781339;N3120;;1;0.37;1
USLD_P;2019;130000516;130781339;NAUT;14;6;11.69;1
USLD_P;2019;130000565;130781446;M1320;;2;0.98;1
USLD_P;2019;130000565;130781446;MEDCH;;2;0.98;1
USLD_P;2019;130000565;130781446;N2210;2;6;5.49;1
USLD_P;2019;130000565;130781446;N2410;;2;0.68;1
USLD_P;2019;130000565;130781446;N2510;8;12;14.31;1
USLD_P;2019;130000565;130781446;N3120;;1;0.25;1
USLD_P;2019;130000565;130781446;NAUT;;1;0.57;1
USLD_P;2019;130001225;130782634;MEDCH;;2;0.95;1
USLD_P;2019;130001225;130782634;N2210;;10;5.15;1
USLD_P;2019;130001225;130782634;N2410;;1;0.4;1
USLD_P;2019;130001225;130782634;N2460;;1;0.32;1
USLD_P;2019;130001225;130782634;N2510;;22;14.59;1
USLD_P;2019;130001225;130782634;NAUT;;7;3.26;1
USLD_P;2019;130001258;130028228;MEDCH;0;1;0.68;0
USLD_P;2019;130001258;130028228;N2210;7;0;7.11;0
USLD_P;2019;130001258;130028228;N2410;0;2;0.5;0
USLD_P;2019;130001258;130028228;N2510;12;2;12.69;0
USLD_P;2019;130001258;130028228;NAUT;5;3;7.71;0
USLD_P;2019;130032758;130001514;MEDCH;;4;1.1;0
USLD_P;2019;130032758;130001514;N2210;10;;10;0
USLD_P;2019;130032758;130001514;N2410;;3;1;0
USLD_P;2019;130032758;130001514;N2510;23;;23;0
USLD_P;2019;130782097;130000938;M1320;0;1;0.36;0
USLD_P;2019;130782097;130000938;MEDCH;0;1;0.36;0
USLD_P;2019;130782097;130000938;N2210;2;0;2;0
USLD_P;2019;130782097;130000938;N2410;0;1;0.28;0
USLD_P;2019;130782097;130000938;N2510;4;0;4;0
USLD_P;2019;130782097;130000938;N3120;0;1;0.04;0
USLD_P;2019;130790157;130789316;M1320;;1;0.3;
USLD_P;2019;130790157;130789316;MEDCH;;1;0.3;
USLD_P;2019;130790157;130789316;N2210;6;1;7.25;
USLD_P;2019;130790157;130789316;N2510;13;3;13.68;
USLD_P;2019;130790157;130789316;NAUT;3;8;6.35;
USLD_P;2019;130798358;130041916;MEDCH;0;2;0.96;1
USLD_P;2019;130798358;130041916;N2210;9;3;9.89;1
USLD_P;2019;130798358;130041916;N2410;;;0.22;
USLD_P;2019;130798358;130041916;N2460;1;1;0.5;1
USLD_P;2019;130798358;130041916;N2510;23;10;28.47;1
USLD_P;2019;130798358;130041916;N3120;;1;0.26;1
USLD_P;2019;130798358;130041916;NAUT;9;7;12.41;1
USLD_P;2019;130808843;920030152;MEDCH;4;;4;0
USLD_P;2019;130808843;920030152;N2210;5;;5;0
USLD_P;2019;130808843;920030152;N2410;;2;2;0
USLD_P;2019;130808843;920030152;N2460;;1;1;0
USLD_P;2019;130808843;920030152;N2510;6;2;4;0
USLD_P;2019;130808843;920030152;NAUT;7;;7;1
USLD_P;2019;130809015;130001928;M1320;;1;0.8;0
USLD_P;2019;130809015;130001928;MEDCH;0;5;2.9;1
USLD_P;2019;130809015;130001928;N2210;10;9;17.6;1
USLD_P;2019;130809015;130001928;N2510;46;4;48.3;1
USLD_P;2019;130809015;130001928;NAUT;18;4;19.89;1
USLD_P;2019;130811102;130007487;MEDCH;1;;0.2;0
USLD_P;2019;130811102;130007487;N2410;;1;0.25;0
USLD_P;2019;130811102;130007487;N2510;1;;1;0
USLD_P;2019;130811102;130007487;NAUT;5;;3.25;0
USLD_P;2019;140000027;140000035;MEDCH;;2;0.56;
USLD_P;2019;140000027;140000035;N2210;9;1;10.15;
USLD_P;2019;140000027;140000035;N2510;17;5;19.55;
USLD_P;2019;140000027;140000035;NAUT;7;3;8.35;
USLD_P;2019;140000241;140026279;MEDCH;;1;0.3;0
USLD_P;2019;140000241;140026279;N2210;9;2;7.14;0
USLD_P;2019;140000241;140026279;N2410;1;;0.03;0
USLD_P;2019;140000241;140026279;N2460;1;;0.05;0
USLD_P;2019;140000241;140026279;N2510;15;3;14.06;0
USLD_P;2019;140000241;140026279;N3120;1;;0.3;0
USLD_P;2019;140000241;140026279;NAUT;6;1;3.84;0
USLD_P;2019;140000373;140000159;MEDCH;2;1;0.82;1
USLD_P;2019;140000373;140000159;N2210;8;1;7.7;0
USLD_P;2019;140000373;140000159;N2510;10;1;11.83;0
USLD_P;2019;140000373;140000159;N3120;;1;0.07;1
USLD_P;2019;140000373;140000159;NAUT;8;2;4.52;1
USLD_P;2019;140012196;140000100;M1320;1;;0.9;1
USLD_P;2019;140012196;140000100;MEDCH;1;;0.9;1
USLD_P;2019;140012196;140000100;N2210;12;10;20.59;1
USLD_P;2019;140012196;140000100;N2410;1;;0.1;1
USLD_P;2019;140012196;140000100;N2460;2;;0.5;1
USLD_P;2019;140012196;140000100;N2510;24;6;28.22;1
USLD_P;2019;140012196;140000100;N3120;;;;1
USLD_P;2019;140012196;140000100;NAUT;31;12;31.2;1
USLD_P;2019;140013830;140000118;M1320;;2;1.03;
USLD_P;2019;140013830;140000118;MEDCH;;2;1.03;
USLD_P;2019;140013830;140000118;N2210;5;12;11.74;
USLD_P;2019;140013830;140000118;N2460;;2;0.3;
USLD_P;2019;140013830;140000118;N2510;15;22;28.85;
USLD_P;2019;140013830;140000118;N3120;;1;0.1;
USLD_P;2019;140013830;140000118;NAUT;14;22;22.48;
USLD_P;2019;140017401;140000092;MEDCH;;1;0.8;0
USLD_P;2019;140017401;140000092;N2210;10;;9.36;0
USLD_P;2019;140017401;140000092;N2460;;1;0.14;0
USLD_P;2019;140017401;140000092;N2510;17;3;17.5;0
USLD_P;2019;140017401;140000092;NAUT;8;16;14.13;0
USLD_P;2019;150000032;150780088;M1320;2;0;0.5;1
USLD_P;2019;150000032;150780088;MEDCH;2;0;0.5;1
USLD_P;2019;150000032;150780088;N2210;5;1;6.03;1
USLD_P;2019;150000032;150780088;N2460;;;0.3;0
USLD_P;2019;150000032;150780088;N2510;11;9;17.62;1
USLD_P;2019;150000032;150780088;N3120;;;0.1;1
USLD_P;2019;150000032;150780088;NAUT;4;5;5.8;1
USLD_P;2019;150000040;150780096;M1320;;1;0.2;1
USLD_P;2019;150000040;150780096;MEDCH;1;1;0.5;1
USLD_P;2019;150000040;150780096;N2210;7;7;11.45;
USLD_P;2019;150000040;150780096;N2460;;2;0.46;
USLD_P;2019;150000040;150780096;N2510;22;11;27.73;
USLD_P;2019;150000040;150780096;N3120;;2;0.16;
USLD_P;2019;150000040;150780096;NAUT;9;5;11.1;
USLD_P;2019;150000164;150780468;MEDCH;2;1;0.36;
USLD_P;2019;150000164;150780468;N2210;10;;9.9;
USLD_P;2019;150000164;150780468;N2410;1;;0.8;
USLD_P;2019;150000164;150780468;N2460;1;;0.14;
USLD_P;2019;150000164;150780468;N2510;11;;10.8;
USLD_P;2019;150000164;150780468;NAUT;12;;8;
USLD_P;2019;150000180;150780500;M1320;1;;0.3;
USLD_P;2019;150000180;150780500;MEDCH;1;;0.3;
USLD_P;2019;150000180;150780500;N2210;10;;6;1
USLD_P;2019;150000180;150780500;N2410;1;1;0.48;1
USLD_P;2019;150000180;150780500;N2460;1;;0.25;1
USLD_P;2019;150000180;150780500;N2510;9;7;12.15;0
USLD_P;2019;150000180;150780500;N3120;;1;0.23;1
USLD_P;2019;150000180;150780500;NAUT;4;3;9.41;1
USLD_P;2019;150002921;150780468;M1320;;1;0.39;
USLD_P;2019;150002921;150780468;MEDCH;;1;0.39;
USLD_P;2019;150002921;150780468;N2210;4;2;5.87;
USLD_P;2019;150002921;150780468;N2410;;;0.2;
USLD_P;2019;150002921;150780468;N2460;;1;0.14;
USLD_P;2019;150002921;150780468;N2510;1;2;2.12;
USLD_P;2019;150002921;150780468;NAUT;;6;2.82;
USLD_P;2019;160000188;160000121;M1320;;;0;1
USLD_P;2019;160000188;160000121;MEDCH;;;0.16;1
USLD_P;2019;160000188;160000121;N2210;18;3;11.82;1
USLD_P;2019;160000188;160000121;N2410;1;;0.5;1
USLD_P;2019;160000188;160000121;N2460;1;;1;1
USLD_P;2019;160000188;160000121;N2510;37;9;15.35;1
