BOR;AN;FI;FI_EJ;EMGER;EVALIH;EVALEH;FILACT;ETP;UGER;LIT_GER;PLA_GER;SEJHC_GER;SEJHP_GER;JOU_GER;EFFPL_PM;EFFPL_GER;EFFPA_PM;EFFPA_GER;ETP_PM;ETP_GER;GAR_PM;GAR_GER;AST_PM;AST_GER;EFFPL_INF;EFFPL_AID;EFFPL_ERG;EFFPL_PMT;EFFPL_APNM;EFFPA_INF;EFFPA_AID;EFFPA_ERG;EFFPA_PMT;EFFPA_APNM;ETP_INF;ETP_AID;ETP_ERG;ETP_PMT;ETP_APNM
MCOGER;2019;590817458;590053955;0;;;;;1;30;;578;0;8045;2;2;1;1;2.5;2.5;0;0;0;0;20;17;;;;;;;;;20;17;;;
MCOGER;2019;590817839;590053955;0;;;;;1;10;5;1;67;4;3;2;1;;3.9;2;0;0;1;1;22;35;;;;8;;;;;28.3;35;;;
MCOGER;2019;600000053;600101984;1;349;265;429;2.06;1;30;2;731;351;10734;2;2;4;4;4.6;4.6;0;0;0;0;5;14;;;6;10;8;;;14;13;19.46;;;14.96
MCOGER;2019;600000194;600100713;1;773;92;771;2.1;1;27;4;1150;312;9463;4;4;5;5;5.58;5.58;;;;;13;11;0;0;4;3;2;0;0;3;13.79;11.24;0;0;4.95
MCOGER;2019;600000285;600100721;0;;;;;1;15;;430;0;3342;1;0;5;1;3.64;0.88;;;;;11;24;0;0;3;9;4;0;0;1;17.4;25.15;0;0;2.47
MCOGER;2019;600000467;600101984;1;113;;79;0.1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MCOGER;2019;600100101;750712184;0;;;;;1;29;;937;0;8572;3;3;1;;3.6;3;1;1;1;1;18;27;;;3;3;3;;;1;19.86;28.26;;;3.57
MCOGER;2019;600113476;600100721;1;;;;1;1;15;0;675;0;7225;3;3;1;1;2.67;2.67;;;;;0;0;0;0;2;16;18;0;0;2;8.58;10.61;0;0;3.01
MCOGER;2019;610000044;610780074;0;;;;;1;20;;853;0;11611;5;2;1;;1.96;1.41;0;;1;;7;8;0;0;1;4;2;1;0;9;9.55;11.66;0.1;0;5.93
MCOGER;2019;610000051;610780082;1;330;0;317;3.26;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MCOGER;2019;610000069;610780090;0;;;;;1;25;;759;0;8792;2;;;;1.49;;0;0;1;0;10;12;;;1;4;4;;;1;12.43;16.45;;;3.05
MCOGER;2019;610000119;610780165;1;1372;185;431;4.16;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MCOGER;2019;620000034;620100057;1;609;82;573;9.46;1;48;1;1831;0;16435;2;;4;;4.45;;0;;0;;19;23;1;;1;2;;;;1;19.74;21.4;0.01;;1.42
MCOGER;2019;620000224;620100651;1;815;132;611;2.97;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MCOGER;2019;620000240;620100677;0;;;;;1;24;0;494;0;7019;1;1;2;2;2.7;2.7;1;1;0;0;8;10;;;5;2;2;;;4;9.8;12.25;;;5.21
MCOGER;2019;620000257;620100685;1;1550;0;1261;4.05;1;20;3;752;418;8681;;;4;4;3.5;3.5;1;1;1;1;13;15;0;0;1;2;0;1;0;4;14.69;13.99;0.4;0;4.1
MCOGER;2019;620000323;620101337;1;1687;0;798;2.12;1;35;1;1041;3;12219;3;;0;;3.23;;;;;;5;14;;;2;8;6;;;;10.79;17.9;;;2
MCOGER;2019;620000349;620101360;1;675;231;799;3;1;21;0;699;;7510;3;2;;;2.2;1.8;0;0;0;0;11;11;;;3;4;2;;;;11.69;12.27;;;3.01
MCOGER;2019;620000653;620103440;1;545;75;565;4.4;1;29;1;1043;96;9085;5;1;;;4.21;1;;;;;3;;;;;;;;;;2.7;;;;
MCOGER;2019;620003202;620103432;0;;;;;1;24;3;960;103;9812;2;2;;;2.59;2.59;;;;;10;15;;;1;3;;;;4;11.71;14.34;;;2.27
MCOGER;2019;620003350;620001834;1;421;0;382;1.5;1;80;0;1883;0;20192;6;4;2;2;5.83;4.82;0;0;1;1;32;44;2;0;10;4;4;0;0;14;27.46;33.63;1.5;0;15.72
MCOGER;2019;620003376;620001834;1;;;;0.4;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MCOGER;2019;620025346;620001834;0;;;;;1;24;;874;0;7983;1;;2;;2.1;;1;1;0;0;7;8;;;;13;13;1;;1;7.7;7.45;0.46;;0.4
MCOGER;2019;620100735;620000265;0;;;;;1;20;5;510;160;6079;4;2;;;3.55;1.88;;;1;1;14;10;;;2;3;3;;;;14.9;12.65;;;2.18
MCOGER;2019;630000412;630780997;1;312;0;222;1.4;1;4;0;194;0;2053;1;;;;0.83;;0;;0;;;;;;;;;;;;;;;;
MCOGER;2019;630000420;630781003;0;;;;;1;21;;700;0;7727;2;2;0;0;2;2;0;0;0;0;12;12;;;2;3;2;;;3;12.93;12.31;;;4.65
MCOGER;2019;630000438;630781011;0;;;;;1;75;0;1887;0;27455;;;;;;;;;;;23;23;1;;1;6;20;1;;;28.7;32.64;0.5;;1
MCOGER;2019;630000446;630781029;0;;;;;1;22;0;772;0;6281;1;;3;;3.4;;0;0;0;0;14;19;;;12;8;2;;;2;19.65;23.02;;;9.66
MCOGER;2019;630000479;630781110;1;298;215;425;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MCOGER;2019;630000560;630781367;0;;;;;1;20;0;280;0;6481;1;0;0;0;1;0;0;0;0;0;7;9;0;0;6;2;2;0;0;5;7.6;10.3;0;0;9.57
MCOGER;2019;630781821;920030269;0;;;;;1;30;;450;0;6064;3;;1;;3.1;;0;0;1;1;10;7;;;4;;;1;;8;10;7;0.01;;6.3
MCOGER;2019;630783538;630780989;1;523;400;917;4;1;14;;;;;1;1;;;0.5;0.5;;;;;;;;;;;;;;;;;;;
MCOGER;2019;640000162;640780417;1;937;1860;1705;7.79;1;44;0;1914;0;16029;4;4;3;3;6.8;6.8;;;;;21;22;;;8;4;4;;;3;23.53;23.63;;;9.51
MCOGER;2019;640000402;640780813;0;;;;;1;24;0;712;0;8160;3;2;2;2;2.42;2.33;;;;;10;11;;;;1;;;;3;3;10.83;;;1.01
MCOGER;2019;640000410;640780821;1;135;38;173;2.1;1;10;0;337;0;3803;1;1;1;1;0.77;0.77;;;1;1;;1;;;;;;;;;0.09;1.68;;;0.2
MCOGER;2019;640000600;640781290;1;1081;504;777;6.86;1;52;2;1982;610;19161;4;4;9;9;7.05;7.05;0;0;1;1;9;10;0;0;6;23;28;1;1;15;25.53;30.08;0.3;0.06;17.25
MCOGER;2019;640780490;640000212;0;;;;;1;26;;1001;0;7080;;;4;4;3.44;3.44;0;0;1;1;12;12;;;;;;2;;6;10.8;12.71;0.46;;5.66
MCOGER;2019;650000045;650780158;1;183;170;228;1.7;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MCOGER;2019;650000052;650780166;1;218;85;279;;1;20;2;744;74;7136;2;1;1;1;2.4;1.4;0;0;1;1;12;10;;;4;7;1;;;2;16.6;10.38;;;5.21
MCOGER;2019;650000417;650783160;1;264;460;554;3.25;1;24;0;835;0;8614;5;;;;4.6;;0;;1;;;;;;;;;;;;;;;;
MCOGER;2019;650780182;650783160;1;6;507;254;4.7;1;5;2;174;206;2207;2;;;;2;;0;;;;;;;;;;;;;;;;;;
MCOGER;2019;650784218;650780174;1;200;316;383;2.35;1;7;0;319;0;2952;;;2;2;0.7;0.7;0;0;1;1;4;4;;;2;;1;;;6;4;4.78;;;2.43
MCOGER;2019;660000084;660780180;1;500;310;810;4.67;1;40;;1129;0;14945;4;3;1;1;4.3;3.3;;;;;19;17;;;4;2;0;;;1;20.93;17.28;;;8.48
MCOGER;2019;660009689;660010059;1;4;18;15;4.5;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MCOGER;2019;670000025;670780055;1;937;703;1344;9.96;1;25;;1024;0;9023;3;3;0;0;2.2;2.2;1;1;1;1;12;10;1;;3;1;1;3;;7;12.71;10.13;2.51;;7.83
MCOGER;2019;670000157;670780337;1;697;165;772;4.96;1;24;;860;0;8619;3;2;0;0;3;2;0;0;1;1;9;15;0;0;2;3;3;1;0;5;9.82;16.29;0.5;0;5.9
MCOGER;2019;670000165;670780345;0;;;;;1;0;4;0;696;0;1;1;;;0.6;0.6;0;0;1;1;1;1;1;;1;1;;;;4;1.74;0.8;0.5;;2.77
MCOGER;2019;670000272;670780543;0;;;;;1;;4;0;275;0;;;1;1;0.3;0.3;0;0;0;0;;;;;1;1;;2;;5;0.5;;0.4;;2.02
MCOGER;2019;670000306;670780584;0;;;;;1;36;8;685;1125;10919;5;;;;3.55;;0;0;1;1;;;;;;;;;;;;;;;
MCOGER;2019;670014042;670013754;0;;;;;1;;4;0;351;0;;;1;1;0.24;0.24;;;;;;;;;3;1;2;1;;2;0.22;0.4;0.2;;1.05
MCOGER;2019;670780188;670014604;0;;;;;1;40;;977;0;10600;5;;0;;5;;;;;;25;20;;;6;9;1;;;2;29.97;19.68;;;6.73
MCOGER;2019;670783133;670780055;0;;;;;1;48;10;1271;1673;14093;11;8;4;4;7.06;6;1;1;1;1;21;20;1;;20;4;3;3;;12;21.98;22.75;2.23;;22.78
MCOGER;2019;670797539;670014604;1;90;274;431;4.35;1;;5;0;1281;0;1;;1;;1.46;;0;0;1;1;2;1;;;5;1;1;1;;2;1.63;1.51;0.55;;5.53
MCOGER;2019;680000122;680020336;0;;;;;1;;10;0;1059;0;;;2;1;0.6;0.5;;;;;1;1;;;2;1;;1;;6;0.8;0.49;0.2;;3.04
MCOGER;2019;680000544;680020336;0;;;;;1;10;5;213;614;3125;1;;4;;2.21;;;;;;4;4;;;2;3;;1;;7;6.78;3.82;0.42;;5.59
MCOGER;2019;680000577;680000411;0;;;;;1;;6;0;1587;0;8;;;;8.02;;;;;;;;;;;;;;;;;;;;
MCOGER;2019;680000700;680001005;0;;;;;1;0;4;0;327;0;;;1;1;0.75;0.75;0;0;0;0;;;;;;3;3;1;;6;1.64;0.45;0.09;;2.78
MCOGER;2019;680000882;680000643;0;;;;;1;18;7;418;1005;5840;2;;0;;2;;;;;;8;32;1;;45;10;15;;;56;14.23;44.08;1.98;;83.96
MCOGER;2019;680001195;680000643;0;;;;;1;31;;708;0;10593;2;2;;;2;2;;;;;8;5;;;31;2;6;;1;13;10.66;10.31;;0.25;40.79
MCOGER;2019;680004546;680020336;0;;;;;1;25;0;578;0;9209;1;;2;;2.39;;;;;;12;13;;;1;;;;;3;11.78;12.49;;;1.91
MCOGER;2019;680004553;680020336;1;298;234;481;4.73;1;12;6;571;989;2082;3;3;7;4;4.89;4.3;;;;;9;8;;;6;;1;4;;8;8.46;7.25;0.99;;7.87
MCOGER;2019;680004579;680000973;1;3102;968;1873;9.4;1;25;10;576;1996;8931;8;8;6;6;2.88;2.88;0;0;1;1;10;11;1;;6;4;1;1;;10;12.2;13.01;1.05;;10.5
MCOGER;2019;690000013;690780036;0;;;;;1;17;;427;0;5492;;;2;2;1.54;1.54;;;;;;;;;;10;11;;;10;6.98;7.82;0.41;;5.83
MCOGER;2019;690000021;690780044;0;;;;;1;22;;621;0;6269;;;6;;3.67;;0;0;0;0;8;8;;;5;6;6;;;7;9.52;9.58;;;8.6
MCOGER;2019;690000245;690780432;1;1680;324;1466;8.4;1;58;2;1862;242;17730;0;0;66;21;19.43;13.48;1;1;1;1;0;0;;;;80;76;1;0;24;29.48;41.9;0.09;0;17.69
MCOGER;2019;690000427;750721334;0;;;;;1;44;;949;0;10649;4;2;2;1;3.45;2.1;0;0;1;1;20;20;;;8;2;2;1;;3;16.43;15.24;0.25;;6.41
MCOGER;2019;690000575;690782222;1;251;339;399;5.42;1;33;;1381;0;12021;3;3;2;2;4.6;4.6;0;0;1;1;8;10;0;0;5;23;17;1;0;4;18.63;16.95;0.44;0;5.79
MCOGER;2019;690000583;690782230;0;;;;;1;15;0;318;0;4904;4;;;;0.98;;;;;;8;7;1;;1;1;5;;1;2;4.93;11.35;0.37;0.03;3.28
MCOGER;2019;690000773;690782925;1;;168;204;;1;28;;1034;0;9705;3;3;;;3;3;1;;1;;12;10;;;5;4;3;;;1;14.9;10.1;;;5.4
MCOGER;2019;690041132;690006598;1;591;;341;1.62;1;30;1;824;243;9670;4;4;;;3.67;3.67;0;0;0;0;9;8;1;1;2;2;2;;;;9.75;9.83;0.25;0.25;1.5
MCOGER;2019;690780150;690000104;0;;;;;1;15;0;39;0;370;1;;4;;0.92;;1;0;1;0;2;6;0;0;2;16;14;2;0;10;2.97;5.14;0.22;0;2.19
MCOGER;2019;690780416;690031190;0;;;;;1;22;;419;0;4810;1;1;2;2;2.17;2.17;0;0;1;1;;;;;;;;;;;;;;;
MCOGER;2019;690783154;690781810;1;624;0;545;;1;85;;2419;0;26593;11;5;2;1;8.05;3.8;0;0;1;1;48;54;;;12;8;7;;;7;46.58;46.94;1.65;0;20.36
MCOGER;2019;690784137;690781810;1;1005;407;909;1;1;74;3;1857;889;23752;8;4;9;7;9.24;6.9;1;0;1;1;41;33;2;;17;3;7;1;;11;39.22;39.32;3.02;;22.52
MCOGER;2019;690784152;690781810;0;;;;;1;40;;939;0;12736;2;;3;1;1.9;0.8;0;0;1;1;18;11;1;;1;2;4;;;2;20.57;19.91;0.25;0.25;3.73
MCOGER;2019;690784194;690781810;0;;;;;1;81;8;1807;1312;21377;12;5;6;4;9.82;6.83;0;1;1;1;38;34;;;16;7;6;;;7;40.75;39.01;0.8;0.1;23.86
MCOGER;2019;690787429;690781810;1;714;146;765;2.5;1;2;5;42;451;438;2;2;1;1;3.65;3.08;0;0;1;1;1;1;;;4;2;;;;2;1.72;1;0.05;;5.95
MCOGER;2019;690787478;690781810;0;;;;;1;5;0;114;0;774;;;;;;;0;0;1;1;2;3;;;;;1;;;;0.41;2.66;;0.12;0.57
MCOGER;2019;700000011;700780026;1;;;;2.5;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MCOGER;2019;700000029;700004591;1;593;194;575;3.88;1;35;5;946;251;12078;7;;;;7;;;;1;;5;5;;;;7;11;;;4;10.28;14.4;;;2.91
MCOGER;2019;710010067;710780644;1;228;180;231;2.1;1;45;;2101;0;15950;5;;1;;3.46;;;;;;21;20;;;2;6;9;;;2;21.91;19.76;;;3.28
MCOGER;2019;710010786;710781451;0;;;;;1;12;;492;0;4295;1;1;;;1;1;0;0;1;0;11;10;;;3;3;1;;;;4.55;3.52;;;0.81
MCOGER;2019;710978123;710781063;0;;;;;1;15;;356;0;4373;0;;5;;0.89;;0;;1;;;;;;;;;;;;;;;;
MCOGER;2019;710978263;710780958;1;1623;;537;3.6;1;21;;649;0;7650;2;2;0;0;2;2;0;0;0;0;9;10;;;2;5;4;;;;13.5;13.53;;;1.39
MCOGER;2019;710978289;710780263;1;205;671;853;1.3;1;26;0;825;0;9359;3;3;0;0;0.7;0.7;;;;;1;;;;1;3;;;;;2.89;;;;0.3
MCOGER;2019;710978313;710976705;0;;;;;1;29;;772;0;10346;1;;2;;3.5;;0;0;0;0;11;12;;;1;4;2;;;3;13.6;11.96;;;1.45
MCOGER;2019;710978347;570010181;0;;;;;1;15;1;1077;759;10768;2;;;;2;;0;0;1;0;7;11;;;9;2;4;;;1;7.54;11.45;;;8.53
MCOGER;2019;720000033;720000025;1;1349;0;459;5.4;1;60;0;1213;0;21690;1;0;4;1;3.9;0.9;0;0;1;1;16;12;;;4;7;17;;;1;21.77;25.06;;;3.91
MCOGER;2019;720000470;610780082;0;;;;;1;20;0;554;0;6735;3;;2;;4.28;;;;1;;;;;;;13;19;;;8;9.71;13.28;;;3.61
MCOGER;2019;730000031;730000015;1;854;263;748;2.51;1;24;4;882;132;9124;4;4;1;1;5.66;5.66;0;;0;;7;9;;;1;7;5;;;4;11.77;11.66;;;2.57
MCOGER;2019;730000049;730002839;1;34;0;31;0.9;1;11;0;266;0;3834;2;0;1;1;1.22;0.15;0;0;0;0;;;;;;10;10;;;8;4.43;4.81;;;2.86
MCOGER;2019;730000080;730780103;1;50;0;50;1.8;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MCOGER;2019;730000098;730000015;0;;;;;1;18;;598;0;5955;3;1;2;1;2.95;1.35;;;;;4;7;;;1;6;5;;;7;7.49;9.68;;;4.5
MCOGER;2019;730000262;730002839;1;424;0;397;4;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MCOGER;2019;740000237;740781133;1;1393;599;1861;9.07;1;26;5;602;891;11271;2;1;9;6;4.72;2.65;0;0;1;1;13;18;0;;5;3;5;3;;16;18.63;23.43;0.58;0;13.86
MCOGER;2019;740000302;740781133;0;;;;;1;20;;323;0;5862;;;3;3;1.33;1.33;0;0;1;1;1;3;;;2;13;10;;;13;10.19;10.65;;;10.45
MCOGER;2019;740000328;740790381;1;717;40;628;4.04;1;36;4;1307;221;10873;5;;;;4.88;;;;;;16;10;;;5;4;7;4;;6;17.58;16.05;1.3;;13.9
MCOGER;2019;740781141;740790258;1;1235;59;1076;3.9;1;13;;483;0;4158;0;0;3;3;2.05;2.05;0;0;1;1;0;;;;;2;;;;4;1.5;;;;1.29
MCOGER;2019;740781224;740001839;1;313;54;330;4.64;1;25;1;702;243;9097;2;2;2;2;2.6;2.6;0;0;0;0;9;14;;;5;3;5;;;3;10.79;16.64;;;6.16
MCOGER;2019;750000523;750150120;1;2177;2;1619;2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MCOGER;2019;750041543;750712184;1;0;703;635;3.5;1;31;9;848;1316;10303;9;5;6;3;12.4;6.6;0;0;1;1;21;25;0;0;6;0;2;1;0;2;21.02;31.5;0.86;0;4.76
MCOGER;2019;750100042;750712184;1;1559;;164;3;1;20;0;510;0;7261;3;3;;;2.3;2.3;;;;;10;14;0;0;3;0;0;0;0;;8.8;13.69;0;0;3
MCOGER;2019;750100083;750712184;1;;358;252;1.5;1;40;3;944;661;13621;0;;12;12;5.71;5.71;;;;;18;19;;;1;2;5;;;2;20.55;22.53;;;2.41
MCOGER;2019;750100091;750712184;1;924;0;632;1.6;1;37;0;925;0;13011;4;4;2;2;5.08;5.08;;;;;20;26;;;2;4;1;;;1;21.7;24.24;;;2.5
MCOGER;2019;750100125;750712184;0;;;;;1;30;4;752;448;10627;5;5;4;4;6.17;6.17;;;;;20;21;;;6;;;;;2;19.42;21.47;;;7.36
MCOGER;2019;750100166;750712184;1;1569;;1291;1.7;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MCOGER;2019;750100216;750712184;0;;;;;1;;2;0;259;0;;;1;1;0.37;0.37;;;;;3;;;;;2;4;5;;18;3.96;0.96;0.15;;1.13
MCOGER;2019;750100232;750712184;1;620;0;594;1.6;1;25;0;598;0;8617;3;2;2;2;4;3;0;0;0;0;14;12;0;0;6;1;1;0;0;1;14.64;12.41;0;0;6.3
MCOGER;2019;750100273;750712184;0;;;;;1;22;0;552;0;6123;2;2;0;0;1.83;1.83;0;0;0;0;14;15;;;2;1;0;;;1;5.81;9.36;;;1.67
MCOGER;2019;750100299;750712184;1;64;;43;0.1;1;29;2;697;288;9748;7;7;4;3;4.3;4;0;0;1;1;11;17;;;2;2;3;1;1;9;14.1;21.5;0.19;0.33;5.41
MCOGER;2019;750150146;750720609;1;1650;;1495;2.16;1;50;6;1329;945;15195;;;9;8;5.28;4.78;0;0;1;1;;;;;;;;;;;;;;;
MCOGER;2019;750150237;750006728;0;;;;;1;16;;467;0;5442;3;2;;;2.87;1.87;0;0;0;0;6;6;;;2;1;;;;1;7.95;7.64;;;1.95
MCOGER;2019;750150377;750721334;0;;;;;1;24;0;649;0;7815;0;0;0;0;3.58;3.58;1;1;0;0;0;0;0;0;0;0;0;0;0;0;10.86;9.03;0;0;6.72
MCOGER;2019;750801441;750712184;1;;335;204;1.1;1;52;15;1296;3158;17861;2;2;25;22;8.13;7.95;1;1;1;1;10;28;;;1;28;48;7;3;31;28.77;26.56;1.12;0.13;10.32
MCOGER;2019;750803447;750712184;0;;;;;1;36;8;1088;824;12621;8;8;4;4;7.55;7.55;;;;;2;1;;;0;46;46;2;;58;17.88;16.55;1;;13.43
MCOGER;2019;760000018;760780023;1;594;71;488;1.8;1;30;;848;0;10891;7;7;;;5.43;5.43;0;0;1;1;9;14;;;5;4;3;;;;11.86;14.94;;;3.61
MCOGER;2019;760000141;760780239;0;;;;;1;59;;3143;0;37559;6;;;;6.1;;0;0;1;1;23;28;;;15;7;9;;;7;26.34;34.3;;;18.82
MCOGER;2019;760000158;760780239;1;1633;147;1226;;1;30;0;993;0;10609;5;;;;3.5;;0;0;0;0;15;11;;;11;2;6;;;3;16;15.35;;;10.64
MCOGER;2019;760000364;760780734;1;240;55;443;1.56;1;20;;647;0;5718;2;0;7;5;4.02;1.25;0;0;1;1;10;16;0;0;3;4;0;0;0;3;11.44;12.54;0;0;2.7
MCOGER;2019;760000463;760024042;1;686;;;3.2;1;12;0;480;0;4388;;;3;3;1.4;1.4;0;;0;;;;;;;7;8;;;4;2.43;2.83;;;2
MCOGER;2019;760021329;760000448;0;;;;;1;25;0;572;0;7633;1;1;1;1;1.48;1.19;0;0;1;1;7;15;;;1;3;2;;;;9.13;13.88;0.14;;1.56
MCOGER;2019;760783522;760780239;0;;;;;1;30;3;945;1031;10432;4;1;2;;3.99;1;0;0;1;1;;;;;;;;;;;;;;;
MCOGER;2019;760805770;760780726;1;384;0;333;2.35;1;28;0;861;0;10005;2;1;3;;3.18;1;;;;;11;9;;;4;7;8;;;2;12.16;12.97;;;5.81
MCOGER;2019;770000131;770021145;1;1245;5;562;1.45;1;30;1;825;1;10413;8;2;1;;9.43;2.03;;;;;11;14;;;5;4;1;;;;13.38;14.44;;;3.62
MCOGER;2019;770000149;770021152;1;544;;544;1.25;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MCOGER;2019;770000156;770110054;1;801;;781;2;1;34;;1081;0;12491;7;7;0;0;7.54;7.54;0;0;0;0;23;27;;;6;3;5;;;5;24.73;27.39;;;7.48
MCOGER;2019;770000164;770021152;0;;;;;1;30;1;933;137;9804;1;1;1;;1.95;1;;;;;12;16;;;;1;1;;;1;12.68;17.45;;;1.47
MCOGER;2019;770000172;770110070;1;1165;96;872;3.1;1;22;1;749;27;8429;4;;;;4.6;;;;;;;;;;;;;;;;;;;;
MCOGER;2019;770000214;770021152;1;504;0;504;1.2;1;30;0;853;;10345;;;;;0.15;;0;0;1;1;10;13;;;4;2;1;;;;11.81;14.07;;;4.15
MCOGER;2019;770000446;770021145;1;212;16;259;2.83;1;30;0;500;0;9326;4;2;;;4.71;2.21;;;;;1;;1;;;;;;;1;1;;1;;0.83
MCOGER;2019;770019032;770021145;1;842;189;922;;1;29;0;954;0;9834;5;1;1;;4.85;1;;;;;10;15;;;3;1;;;;1;11.36;16.07;;;3.33
MCOGER;2019;780000287;780110011;1;1486;17;956;2;1;64;;631;0;8823;3;;;;2.5;;;;;;9;13;;;6;1;1;;;3;8.3;12.6;;;5.34
MCOGER;2019;780000295;780002697;1;171;0;154;1.04;1;20;1;694;14;6792;6;3;;;5.39;3;1;;1;;12;17;;1;4;;;;;1;9.05;11.42;;0.17;4.04
MCOGER;2019;780000303;780024113;1;0;200;165;1.2;1;52;3;1337;271;17074;4;3;4;2;5.36;4.19;;;;;13;21;0;0;3;15;20;1;1;12;19.75;31.04;0.44;0.58;6.86
MCOGER;2019;780000311;780001236;1;336;0;291;1.6;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MCOGER;2019;780000329;780110052;1;1534;747;516;3.2;1;29;2;813;149;9655;2;2;2;2;3;3;0;0;0;0;9;14;1;;6;3;;;;;11;14;0.5;;6
MCOGER;2019;780000337;780001236;1;160;0;153;0.6;1;30;0;1395;0;8821;6;;;;5.57;;0;;0;;;;;;;1;;;;;0.5;;;;0.16
MCOGER;2019;780000345;780110078;1;1502;;1059;1.8;1;;1;0;237;0;;;;;;;;;;;;;;;;1;;1;;;0.2;;0.1;;
MCOGER;2019;780140018;750005068;0;;;;;1;21;0;572;0;6672;3;3;3;3;3.74;3.29;1;1;0;0;15;17;;;1;3;;1;1;19;16.08;15.47;0.26;0.01;6.32
MCOGER;2019;780150066;780808614;0;;;;;1;90;0;3279;0;32563;10;10;1;1;11.4;11.4;1;1;;;26;27;;;26;4;3;;;3;28.59;28.66;;;24.47
MCOGER;2019;780800256;780110078;0;;;;;1;24;0;1280;0;8925;3;3;2;2;3.4;3.4;;0;;0;9;14;0;0;1;3;1;0;0;2;11.4;14.5;0;0;2
MCOGER;2019;790000087;790000012;1;830;516;1169;3;1;30;2;1429;66;15836;;;;;;;0;0;1;1;16;17;;;5;2;3;;;3;13.49;18.73;;;6.24
MCOGER;2019;790000111;790019491;1;435;0;303;4.4;1;20;0;580;0;6844;2;;;;2.02;;0;;0;;5;17;;;;8;3;;;1;10.01;17.8;;;1.39
MCOGER;2019;790000137;790019491;0;;;;;1;12;0;319;0;4074;;;1;;0.85;;0;;0;;6;4;;;1;1;4;;;2;5.98;6.81;;;1.83
MCOGER;2019;790019848;790006654;1;723;15;639;3.6;1;24;;642;0;8517;1;;;;1.08;;0;0;0;0;6;7;;;2;2;3;;;4;7.2;10.74;;;3.78
MCOGER;2019;800000143;800000028;1;736;0;703;4;1;28;0;787;0;10700;5;5;0;0;5;5;0;0;0;0;12;19;0;0;4;10;11;0;0;3;16.22;21.4;0;0;5.11
MCOGER;2019;800000192;800000044;0;;;;;1;57;0;2151;72;19784;5;3;7;5;5.97;4.13;;;;;18;27;;;8;2;;;;5;18.52;27.14;;;9.17
MCOGER;2019;800000614;800000044;0;;;;;1;7;3;145;198;2142;;;3;1;0.51;0.1;;;;;5;5;;;2;;;;;1;4.38;4.01;;;1.34
MCOGER;2019;800006124;800000044;1;678;0;647;0.85;1;12;0;1485;0;4143;2;1;1;1;2;1;0;0;;;6;7;;;1;0;;;;1;5.68;6.29;;;0.55
MCOGER;2019;800009920;800003071;0;;;;;1;18;0;539;;6483;2;;1;;2.27;;0;0;1;1;2;3;;;1;1;1;;;1;2.38;3.57;;;1.4
MCOGER;2019;810000224;810000471;0;;;;;1;26;;805;0;7796;3;3;;;3.1;3.1;0;0;1;1;12;14;;;1;;;;;;9.66;13.7;;;0.5
MCOGER;2019;810000448;810099945;0;;;;;1;16;;457;0;5054;1;1;2;1;1.44;1.11;;;;;10;9;;;4;5;4;1;;4;8.89;7.87;0.17;;4.02
MCOGER;2019;810000505;810000331;1;156;2;154;1.4;1;16;;539;0;5734;1;0;2;1;2;1.08;0;0;1;1;6;7;0;0;2;8;3;0;0;5;11.8;9.52;0;0;2.26
MCOGER;2019;810000521;810000380;1;387;7;273;3.7;1;32;0;1147;0;11273;5;4;1;0;5.98;4.38;0;0;1;1;19;18;1;;9;3;5;;;1;16.45;18.78;0.4;;2.75
MCOGER;2019;810000539;810000398;1;386;145;469;2.75;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MCOGER;2019;810000562;810000455;1;1168;346;469;2.1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MCOGER;2019;820000032;820000016;1;421;0;380;2.5;1;24;0;614;0;7935;4;1;0;;2.84;1.33;0;0;1;1;7;15;;;2;5;4;;;8;10.4;16.72;;;4.35
MCOGER;2019;830000279;830100517;1;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MCOGER;2019;830000287;830100525;1;1030;636;1143;4.27;1;15;0;542;0;5353;1;1;5;5;3.59;3.59;0;0;0;0;9;10;1;0;4;0;0;0;0;4;8.18;9.09;1;0;5.24
MCOGER;2019;830000295;830100533;1;1458;;627;;1;64;0;1018;0;12784;3;;;;3;;0;0;0;0;28;31;;;18;;;;;;13.29;14.94;;;8.48
