BOR;AN;FI;FI_EJ;PALIA_A1;PALIA_A2;PALIA_A3;PALIA_A4;PALIA_A5;PALIA_A6;PALIA_A7;PALIA_A8;PALIA_A9;PALIA_A21;PALIA_A22;PALIA_A23;PALIA_A10;PALIA_A11;PALIA_A12;PALIA_A13;PALIA_A14;PALIA_A15;PALIA_A16;PALIA_A17;PALIA_A18;PALIA_A24;PALIA_A19;PALIA_A20;USP_EFFPL_PM;USP_EFFPL_PMPAL;USP_EFFPL_CADRES;USP_EFFPL_IDE;USP_EFFPL_IDEPAL;USP_EFFPL_AIDES;USP_EFFPL_PSY;USP_EFFPL_PNMAUT;USP_EFFPA_PM;USP_EFFPA_PMPAL;USP_EFFPA_CADRES;USP_EFFPA_IDE;USP_EFFPA_IDEPAL;USP_EFFPA_AIDES;USP_EFFPA_PSY;USP_EFFPA_PNMAUT;USP_ETP_PM;USP_ETP_PMPAL;USP_ETP_CADRES;USP_ETP_IDE;USP_ETP_IDEPAL;USP_ETP_AIDES;USP_ETP_PSY;USP_ETP_PNMAUT;EMSP_EFFPL_PM;EMSP_EFFPL_PMPAL;EMSP_EFFPL_CADRES;EMSP_EFFPL_IDE;EMSP_EFFPL_IDEPAL;EMSP_EFFPL_AIDES;EMSP_EFFPL_PSY;EMSP_EFFPL_PNMAUT;EMSP_EFFPA_PM;EMSP_EFFPA_PMPAL;EMSP_EFFPA_CADRES;EMSP_EFFPA_IDE;EMSP_EFFPA_IDEPAL;EMSP_EFFPA_AIDES;EMSP_EFFPA_PSY;EMSP_EFFPA_PNMAUT;EMSP_ETP_PM;EMSP_ETP_PMPAL;EMSP_ETP_CADRES;EMSP_ETP_IDE;EMSP_ETP_IDEPAL;EMSP_ETP_AIDES;EMSP_ETP_PSY;EMSP_ETP_PNMAUT
PALIA;2019;270000359;270023724;1;6;;;162;1;1;10;47;;;8;1;1968;24;22;93;16;77;;406;4;87;11;0;0;;9;;7;;2;5;5;;;;3;2;1;1.4;1.4;;2.98;;3.04;0.27;0.79;1;1;;3;;2;;;4;4;1;1;;;3;;3.9;3.9;0.8;2.66;;1.22;1.5;
PALIA;2019;270000367;270000086;1;1;0;0;25;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2019;270000391;760024042;1;2;2;;13;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2019;270000425;270000102;0;;;;;1;1;5;155;;;;0;;;;;;;;;;;;1;;;;;;;;;;;;;;;;0.9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2019;270000458;270023724;1;5;;;110;0;;;;;;;1;521;24;22;93;16;77;;191;4;31;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;0.2;;;;;
PALIA;2019;280000084;280000183;1;13;0;0;83;0;;;;;;;1;2320;3;1;38;13;25;0;667;12;130;45;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;1;;1;1;2;2;;;;;;;1;0.67;;2;1;;1;1
PALIA;2019;280000100;280000225;1;2;0;0;32;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2019;280000662;280500075;1;6;;;91;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2019;280502998;280000589;1;6;0;;50;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2019;280504267;280000134;1;21;2;0;67;0;;;;;;;1;1516;1;1;0;0;0;0;437;;63;63;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;2;2;;2;1;0.9;0.9;;1.6;1.6;;1;0.8
PALIA;2019;290000025;290020700;1;9;0;0;74;0;;;;;;;1;919;9;10;911;812;99;0;567;;177;12;;;;;;;;;;;;;;;;;;;;;;;;;1;;;1;;0;0;0;1;;1;1;;0;2;0;1.12;;0.2;1.3;;0;0.4;0.63
PALIA;2019;290000033;290021542;1;6;0;0;13;0;;;;;;;1;1103;;;107;1;69;37;375;;89;39;0;0;;;;;;;0;0;;;;;;;0;0;;;;;;;1;1;;1;1;;;1;;;;1;;;1;;1;1;;1.76;1;;0.85;0.5
PALIA;2019;290000058;290000017;1;3;0;1;75;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2019;290000066;290020700;1;3;;;50;0;;;;;;;1;597;;;1233;;;;568;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;0;;0;0;0;0;0;;0;;0;0;0;0;;;0;;0;0;0;0
PALIA;2019;290000140;290000447;0;;;;;1;1;11;266;;;;0;;;;;;;;;;;;1;1;0;3;;6;0;0;2;0;0;5;;3;1;0;2.08;1;0;5.84;;7.09;0.8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
PALIA;2019;290000173;290000041;1;5;0;0;125;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2019;290000181;290000074;1;4;0;0;12;1;1;10;227;0;0;26;0;;;;;;;;;;;;1;1;;9;2;9;1;1;2;0;1;1;;;;;2.86;0.93;0.5;8.95;2;8.06;0.5;0.4;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2019;290000256;290000017;1;6;;;167;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2019;290000272;290000090;1;4;2;0;21;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2019;290000322;290000108;1;3;;;64;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2019;290000389;290000116;1;3;0;0;36;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2019;290000686;440042844;1;2;;;26;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2019;290000728;750821092;1;6;0;0;48;0;;;;;;;1;37;0;0;0;;;;29;0;28;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;;;;;;0.2;0.2;0.2;;;;;
PALIA;2019;290000785;220020739;1;5;0;0;134;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2019;290000819;290001023;1;2;2;0;8;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2019;290000827;290000546;1;2;2;0;26;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2019;290000934;560005746;1;3;0;0;42;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2019;290000975;290000546;1;2;2;0;22;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2019;290001015;290000751;1;3;0;0;22;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2019;290002344;440042844;1;3;3;;43;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2019;290004324;290000017;1;4;0;0;263;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2019;290004365;290000017;1;13;0;1;156;1;1;10;192;;;23;1;1233;19;5;50;32;17;1;479;1;110;78;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2019;290023431;290001049;1;3;0;0;17;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2019;290036706;440055911;1;2;2;;29;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2019;2A0000022;2A0000014;1;10;;;60;1;1;8;222;;;;1;1148;11;8;1233;677;142;472;500;;44;28;4;;1;12;;13;2;1;;;;;;;;;2;;1;11.16;;12;1;0.5;3;;1;2;;;1;1;;;;;;;;;1.05;;0.2;1.2;;;0.5;0.5
PALIA;2019;2A0000139;2A0000063;1;6;0;0;66;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2019;2A0000287;2A0000386;1;8;;;98;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2019;2B0000012;2B0000020;1;6;0;0;0;0;;;;;;;1;272;11;7;1035;980;20;35;538;0;0;1118;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;1;0;1;0;0;0;0;0;0.5;0
PALIA;2019;2B0000145;2B0000053;1;6;0;0;400;0;;;;;;;1;906;11;7;401;346;20;35;538;0;0;1118;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;0;;1;2;2;;;;;1;;1;1;1;1;1;;0.5;1
PALIA;2019;2B0005664;2B0005656;0;;;;;1;1;12;165;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2019;300000023;300780046;1;4;0;0;238;0;;;;;;;1;1577;28;4;813;143;74;596;597;10;71;126;0;0;;;;;;;0;0;;;;;;;0;0;;;;;;;2;2;;;;;;1;0;0;1;;;;;;1.83;1.83;0.1;;;;;1
PALIA;2019;300000031;300780053;1;6;0;0;151;0;;;;;;;1;1310;14;4;800;422;80;298;335;;47;106;0;;;;;;;;0;;;;;;;;0;;;;;;;;1;1;;;;;;;2;1;;3;1;;2;3;1.73;1.5;;2.3;0.86;;1;1.97
PALIA;2019;300000056;300780079;1;6;2;0;98;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2019;300000064;300780087;1;6;2;0;69;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2019;300000072;300780095;1;3;0;0;52;0;;;;;;;1;988;12;4;150;6;121;23;89;40;105;12;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;;;1;1;;;;;1;;0.4;0.4;;1;1;;0.5;
PALIA;2019;300000478;300781010;1;2;;;54;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2019;300002169;780020715;1;6;6;0;27;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2019;300012358;340015171;1;3;3;;67;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2019;300017209;300000726;1;6;;;120;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2019;300780137;920028396;1;4;;;141;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2019;300780152;300017985;1;4;0;0;6;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2019;300782117;300780038;1;9;;;227;1;1;10;269;;;;1;5126;1;;;;;;696;;116;88;2;;1;8;;11;1;3;1;;;2;;2;;2;2.06;;0.5;9.13;;12.39;0.92;3.3;1;;1;2;;;;;1;;;;;;1;1;1.8;;0.5;2;;;1.32;0.8
PALIA;2019;310000310;310780671;1;2;0;0;40;0;;;;;;;1;137;4;1;23;8;6;9;98;;282;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;1;1;;;;0.4;0.4;;0.5;0.5;;;
PALIA;2019;310000336;310780713;1;2;;;27;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2019;310016977;310781406;1;3;;;63;0;;;;;;;1;438;0;;41;8;5;26;41;0;67;71;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2019;310019351;310781406;1;5;;;194;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2019;310020938;750056335;1;5;5;;1758;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2019;310025333;310781406;1;1;;;41;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2019;310026927;310026794;1;3;0;0;41;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2019;310780259;310000096;1;14;0;;380;0;;;;;;;1;2817;0;89;;;;;1203;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;1;;1;1;;1;;;;;;;;;;0.7;0.3;;0.5;0.5;;0.5;
PALIA;2019;310780283;310000112;1;4;0;0;109;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2019;310780366;310000153;1;14;5;9;152;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2019;310781000;310788880;1;6;;;251;0;;;;;;;1;641;;;;;;;641;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;1;;;;2;2;;;;;2;;0.6;0.6;;2;1;;1.3;
PALIA;2019;310781067;310788898;1;2;;;29;1;1;10;225;0;0;0;1;60;;2;129;129;;;155;;64;405;2;2;0;8;;5;0;1;4;4;1;14;;3;2;0;3.89;3.89;0.79;11.93;;6.02;1.74;1;1;1;;;;;;;3;3;;1;1;;1;;1.95;1.95;;0.15;0.15;;0.5;
PALIA;2019;310781125;310000419;1;3;3;0;21;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2019;310781695;920030269;1;11;;;151;0;;;;;;;1;336;;7;142;142;;;206;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;1;1;;1;2;0.4;0.4;;0.8;0.8;;0.1;0.4
PALIA;2019;310782347;310789136;1;12;0;0;221;0;;;;;;;1;4701;;;;;;;695;25;2666;132;;;;;;;;;;;;;;;;;;;;;;;;;;;1;2;2;;;1;2;2;;;;;2;2;1.14;1.14;0.05;2;2;;0.26;1.04
PALIA;2019;310783048;310781406;1;9;;;263;1;1;10;208;0;0;20;1;3752;0;0;8;8;0;0;1311;20;141;338;;;;10;;10;;;2;2;1;;;;2;1;1.3;1.3;0.5;10.45;;10.14;1.02;0.5;1;1;;3;;;;1;4;4;1;;;;1;2;3.2;2.2;0.5;3.01;;;0.48;1.39
PALIA;2019;310783055;310781406;1;8;;;344;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2019;310786702;750043713;1;5;5;0;60;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2019;310792635;310002191;1;8;8;0;22;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2019;320000086;320780117;1;8;4;0;553;0;;;;;;;1;500;9;13;22;12;0;1;321;0;30;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;1;0;1;1;0.5;0.5;0;0.5;0.5;0;0.5;0.5
PALIA;2019;320000102;320780133;1;4;1;0;59;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2019;320000110;320004310;1;5;2;;42;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2019;320000128;320780158;1;5;5;;54;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2019;320000144;320780174;1;2;0;0;46;0;;;;;;;0;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
PALIA;2019;320000151;320780182;1;2;1;0;41;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2019;320000169;320780190;1;2;2;0;48;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2019;320000177;320780208;1;2;1;;36;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2019;320000185;320780216;1;2;;;30;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2019;320784333;320000565;1;3;3;;3;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2019;330000217;330780347;1;5;5;0;51;1;1;12;234;;;24;1;23;1;18;418;416;2;0;477;0;;19;1;1;1;5;2;7;;;2;1;;7;1;1;1;3;2.58;1.69;1;11.31;2.48;9.81;0.93;0.76;1;1;;3;;;;;1;;;2;2;;1;2;1.72;0.56;;2.35;1.47;;0.69;0.63
PALIA;2019;330000332;330780545;1;4;0;0;82;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2019;330000340;330780552;1;12;;;279;0;;;;;;;1;559;8;;110;;;;110;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;;;1;;;1;1;;;;;;;;;3.11;;;0.9;;;0.5;0.6
PALIA;2019;330000555;330781204;1;2;0;0;59;0;;;;;;;1;2582;17;3;1320;84;185;1051;421;15;23;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;0.05;1;;;0.8;0.7
PALIA;2019;330000571;330781220;1;5;0;0;96;0;;;;;;;0;;;;;;;;;;;;;;;2;;;;;2;;;9;;10;3;4;0.3;;;3.9;;2.88;1.4;0.9;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2019;330000589;330027509;0;;;;;0;;;;;;;1;213;13;5;306;82;47;177;245;;16;25;;;;;;;;;;;;;;;;;;;;;;;;;2;;;1;;;;;;;;;;;1;1;1;;;1;;;0.5;0.18
PALIA;2019;330000597;330027509;1;5;;;199;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2019;330000605;330781253;1;9;3;0;335;0;;;;;;;1;411;34;7;2770;0;684;2048;687;0;16;18;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;;;;;;;;;;;2;4;;;;2.5;;;0.81;2.16
PALIA;2019;330000662;330781329;1;15;;;360;0;;;;;;;1;278;2;2;98;84;14;0;390;0;28;8;;;;22;;22;;6;;;1;1;;3;;3;;;0.5;8.59;;9.51;;5.42;;;;1;;;;;1;;;;;;1;;0.6;;;1;;;0.53;
PALIA;2019;330780115;330000076;1;6;;;203;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2019;330780206;330000126;1;5;5;;22;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2019;330780263;330000134;1;5;0;0;176;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2019;330780354;330000225;1;6;6;;104;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2019;330780479;330000274;1;8;;;179;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2019;330780495;330796392;1;5;0;0;201;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2019;330780529;330796392;1;5;0;0;90;0;;;;;;;1;0;;;1537;;;;750;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;1;;;;;2;;;2;;;2;4;2.4;;;2.2;;;0.61;2.25
PALIA;2019;330780537;330000324;0;;;;;0;;;;;;;1;310;8;0;134;0;23;111;145;0;2;0;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;;;;;;1;1;0;1;1;0;1;1;0.5;0.5;0;0.8;0.8;0;0.8;0.2
PALIA;2019;330780750;330056540;1;8;;;91;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2019;330781337;330781196;1;3;0;0;58;0;;;;;;;1;5741;0;0;0;0;0;0;966;;121;261;;;;;;;;;;;;;;;;;;;;;;;;;4;;1;2;;;1;2;1;;0;3;;;1;4;3.7;;1;4.3;;;1.4;2.06
PALIA;2019;330781352;330781196;1;9;0;0;316;1;1;11;259;;;;0;;;;;;;;;;;;;;1;15;;13;;4;;;;2;;2;;4;;;1;12.78;;9.68;;6.25;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2019;330781360;330781196;1;6;0;2;120;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2019;330783648;330781196;1;6;0;0;128;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2019;340000025;340022722;1;;;;;1;;;0;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2019;340000033;340780055;1;8;3;;0;0;;;;;;;1;1812;20;1;153;;;0;553;15;93;57;;;;;;;;;;;;;;;;;;;;;;;;;1;1;0;2;2;0;0;1;0;0;1;1;0;0;2;0;1;1;0.1;2.3;2;0;0.8;1
PALIA;2019;340000173;340780451;1;3;0;0;87;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2019;340000207;340780493;1;16;0;0;361;0;;;;;;;1;4327;0;0;0;;;;729;;224;108;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;3;;;;2;3;3;1;0;;;1;1;2.58;2.58;0.8;3.06;;;0.6;1.97
PALIA;2019;340000223;340011295;1;6;1;;126;0;;;;;;;1;3751;11;2;1751;156;900;695;530;16;252;110;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;2;2;0;1;2;0;0;0;0;0;0;1;0;1;1;0;2;2;0;1.5;2
PALIA;2019;340000231;340780535;1;6;0;0;128;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2019;340000249;340780543;1;3;;;79;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2019;340009018;340008978;1;3;3;0;2010;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2019;340009885;340009877;1;8;0;0;111;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2019;340015965;340000074;1;3;;;304;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2019;340780444;340009893;1;3;0;0;71;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2019;340780667;340000280;1;6;0;0;95;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2019;340780675;340000298;1;13;;;198;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2019;340780816;340023209;1;5;5;0;61;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2019;340781608;340015171;0;;;;;1;1;12;167;;;8;1;553;59;23;398;16;382;0;218;8;0;276;1;1;1;4;0;6;0;2;0;0;0;25;2;8;1;5;1;0.88;0.5;6.37;1.52;6.75;0.6;1.63;0;0;1;1;1;0;0;0;1;1;0;2;2;;1;;0.79;0.79;0.1;1.8;1.8;;0.2;
PALIA;2019;340782036;340780477;1;12;6;;245;1;1;6;113;;;;1;2950;27;10;37;;;;778;;;;3;;;10;;7;;2;6;;1;;;;1;1;1.22;;1.5;8.24;;7.33;0.4;1.5;1;;;4;;;1;1;2;;1;;;;1;1;2.66;;0.5;3.8;;;1.1;1
PALIA;2019;340798552;340798545;1;3;3;0;99;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
