BOR;AN;FI;FI_EJ;PALIA_A1;PALIA_A2;PALIA_A3;PALIA_A4;PALIA_A5;PALIA_A6;PALIA_A7;PALIA_A8;PALIA_A9;PALIA_A21;PALIA_A22;PALIA_A23;PALIA_A10;PALIA_A11;PALIA_A12;PALIA_A13;PALIA_A14;PALIA_A15;PALIA_A16;PALIA_A17;PALIA_A18;PALIA_A24;PALIA_A19;PALIA_A20;USP_EFFPL_PM;USP_EFFPL_PMPAL;USP_EFFPL_CADRES;USP_EFFPL_IDE;USP_EFFPL_IDEPAL;USP_EFFPL_AIDES;USP_EFFPL_PSY;USP_EFFPL_PNMAUT;USP_EFFPA_PM;USP_EFFPA_PMPAL;USP_EFFPA_CADRES;USP_EFFPA_IDE;USP_EFFPA_IDEPAL;USP_EFFPA_AIDES;USP_EFFPA_PSY;USP_EFFPA_PNMAUT;USP_ETP_PM;USP_ETP_PMPAL;USP_ETP_CADRES;USP_ETP_IDE;USP_ETP_IDEPAL;USP_ETP_AIDES;USP_ETP_PSY;USP_ETP_PNMAUT;EMSP_EFFPL_PM;EMSP_EFFPL_PMPAL;EMSP_EFFPL_CADRES;EMSP_EFFPL_IDE;EMSP_EFFPL_IDEPAL;EMSP_EFFPL_AIDES;EMSP_EFFPL_PSY;EMSP_EFFPL_PNMAUT;EMSP_EFFPA_PM;EMSP_EFFPA_PMPAL;EMSP_EFFPA_CADRES;EMSP_EFFPA_IDE;EMSP_EFFPA_IDEPAL;EMSP_EFFPA_AIDES;EMSP_EFFPA_PSY;EMSP_EFFPA_PNMAUT;EMSP_ETP_PM;EMSP_ETP_PMPAL;EMSP_ETP_CADRES;EMSP_ETP_IDE;EMSP_ETP_IDEPAL;EMSP_ETP_AIDES;EMSP_ETP_PSY;EMSP_ETP_PNMAUT
PALIA;2019;480000041;480780139;1;2;0;0;11;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2019;490000049;490000031;1;23;15;0;286;1;1;10;333;0;0;0;1;234;54;80;90;9;48;33;555;;453;140;2;;;;;;;;3;;;;;;;;2.95;;;;;;;;1;;0;0;0;0;0;0;3;;1;2;2;1;3;3;1.68;;0.9;1.7;1.7;0.5;1.2;1.1
PALIA;2019;490000155;490017258;1;14;;;236;0;;;;;;;1;321;;;;;;;265;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;;;;;;2;2;;1;1;;;;1.62;1.62;;0.3;0.3;;;
PALIA;2019;490000239;490015765;1;2;2;;20;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2019;490000254;490015765;1;3;1;;43;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2019;490000262;490000171;1;3;;;83;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2019;490000320;490000395;1;2;0;0;47;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2019;490000494;490000429;1;2;2;0;13;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2019;490000569;440000313;1;4;4;;27;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2019;490000601;490015856;1;3;3;0;79;0;;;;;;;1;10;9;1;375;44;31;300;120;;45;65;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;1;1;;;1;;;2;;0.3;;;1.5;;;0.8;1
PALIA;2019;490000635;490000676;1;10;;;67;0;;;;;;;1;1233;33;11;61;7;6;48;294;8;207;;2;2;;;;;;;3;3;;;;;;;0.8;0.8;;;;;;;;;;;;;;;3;3;;2;1;;2;1;0.14;0.14;;1.49;1;;0.7;0.59
PALIA;2019;490000643;440042844;1;2;2;;24;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2019;490001765;490528452;1;7;4;0;136;0;;;;;;;1;757;3;2;11;0;11;;271;0;60;53;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;1;1;;;1;;;1;;0.59;;;0.7;;;0.4;0.5
PALIA;2019;490004256;490001716;1;2;;;70;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2019;490009248;490535168;1;6;6;0;34;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2019;490020245;530000025;1;2;2;;56;0;;;;;;;0;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
PALIA;2019;490543675;490009529;1;5;5;;1319;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2019;500000021;500000054;0;;;;;0;;;;;;;1;2644;0;1;39;2;1;36;436;;;17;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;;;;;;1;1;;;;;;;1.5;1.5;;;;;;
PALIA;2019;500000146;500000500;1;7;;;243;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2019;500000187;500000013;1;8;0;0;31;0;;;;;;;1;1950;27;5;1415;67;331;1017;641;0;68;46;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;1;1;0;0;0;0;0;1;0;0.64;0;0;2.2;0;0;0.43;1
PALIA;2019;500000195;500000039;1;3;0;0;78;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2019;500000260;500000054;1;7;;;79;0;;;;;;;1;2644;0;1;39;2;1;36;436;;;17;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2019;500000302;500000062;1;3;;;32;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2019;500000435;500000104;1;5;5;0;76;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2019;500000450;500000112;1;7;0;0;83;0;;;;;;;1;6700;8;0;1430;;210;1220;541;;54;0;;;;;;;;;;;;;;;;;;;;;;;;;;;1;2;;;1;1;;;;;;;;;;;0.05;1.4;;;0.5;0.2
PALIA;2019;500000468;500000013;1;4;0;0;35;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2019;500000476;500000138;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2019;510000169;510000037;1;5;;;130;0;;;;;;;1;14106;12;7;2515;941;425;1149;902;0;0;200;;;;;;;;;;;;;;;;;;;;;;;;;1;;;1;;;1;;;;1;1;;;2;4;1;;0.06;1.76;;;1.85;1.01
PALIA;2019;510000177;100006279;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;;;0.99;;;0.51;0.5
PALIA;2019;510000185;510000532;1;5;;;306;0;;;;;;;0;;;;;;;;;;;;;;1;9;1;6;0;;;;0;0;0;3;1;;;;0.33;8.57;0.8;6.61;0.35;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2019;510000235;510000060;1;5;;;25;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2019;510000250;510000078;1;6;;;12;0;;;;;;;0;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;0.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2019;510000466;510000102;1;2;;;30;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2019;510000516;510000136;1;10;0;0;91;1;1;6;174;;;;1;2310;1;2;174;173;0;1;754;0;39;56;1;;;3;;3;;;;;1;1;;1;;;1;;0.1;3.5;;3.5;;;;;;;;;;;1;;1;2;;;;;0.5;;0.2;1;;;;
PALIA;2019;510002447;510000029;1;13;0;0;158;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2019;510002454;510000029;0;;;;;1;1;14;228;;;14;1;895;19;35;583;57;226;300;489;;39;15;2;;1;7;;6;2;2;;;0;3;;3;0;0;2;;0.34;9.4;;8.57;1;1.83;1;;1;2;;0;1;1;1;;0;0;;0;0;0;1.3;;0.26;2;;0;0.5;0.5
PALIA;2019;510002470;510000029;1;2;0;2;12;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2019;510004302;510000029;1;12;0;0;89;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2019;510024979;510000532;1;5;;;191;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2019;520000027;520780032;1;8;2;0;;0;;;;;;;1;1790;5;4;1832;318;619;1338;187;0;0;30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;1;;;2;;0.4;;0.1;1;;;0.5;
PALIA;2019;520000043;520780057;1;6;0;0;155;0;;;;;;;1;1878;9;5;727;428;208;91;232;0;21;15;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;1;;;1;;;;;1.83;;;0.57;
PALIA;2019;520000068;520780073;1;6;0;0;64;0;;;;;;;1;2883;10;7;99;35;25;39;337;5;30;49;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;1;0;1;;2;2;1;;;;;1;0.7;0.7;0.05;2;1;0;1;0.5
PALIA;2019;530000017;530000025;1;6;6;;118;0;;;;;;;1;495;17;1;166;0;57;109;366;4;401;1147;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;1;;1;;;;1;1;0.8;;0.9;;;;0.6;0.7
PALIA;2019;530000132;530007202;1;3;;;;0;;;;;;;1;74;;;;;;;42;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;2;2;;;;0.12;0.12;;0.25;0.25;;;
PALIA;2019;530000140;530000058;1;5;0;0;97;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2019;530000165;530000066;1;4;0;0;52;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2019;530000173;530000074;1;5;0;0;81;0;;;;;;;1;1023;31;3;698;62;221;415;597;;65;57;;;;;;;;;;;;;;;;;;;;;;;;;1;;;2;;;1;0;;;;0;;;0;1;0.45;;;1.6;;;0.6;0.37
PALIA;2019;530000181;530007202;1;2;;;42;0;;;;;;;1;49;7;2;36;;23;13;114;;20;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;2;2;;;;0.08;0.08;;0.17;0.17;;;
PALIA;2019;530000264;530000371;1;3;;;27;0;;;;;;;1;1179;21;4;617;186;275;156;518;0;655;993;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;1;;;;;;;;0.62;;;;;;;
PALIA;2019;530031962;530000975;1;5;;;;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2019;540000023;540000049;0;;;;;0;;;;;;;1;1140;0;5;8;0;8;1;128;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;3;;;1;1;0.4;0.4;;1.3;;;0.45;0.25
PALIA;2019;540000072;540014081;1;6;;;85;0;;;;;;;0;;;;;;;;;;;;1;1;;3;;5;;;;;1;3;1;7;1;3;1;1;1;4.7;1;8.15;0.5;2.5;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2019;540000148;540019007;1;5;5;0;37;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2019;540000155;540000080;1;4;;;48;0;;;;;;;1;407;;;292;12;33;247;185;;28;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;1;;;;;;;;;;;;;0.5;0.48;;0.5;
PALIA;2019;540000270;540003399;1;5;5;0;43;0;;;;;;;1;513;7;5;163;128;34;1;175;0;107;105;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;1;1;1;;;;;;0.4;0.4;0.1;1;;;;
PALIA;2019;540000312;540000114;1;5;5;0;92;0;;;;;;;0;;;;;;;;;;;;;;;11;;24;1;8;;;;;;;;2;0.03;;;1.13;;2.36;0.2;1.03;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2019;540000486;540000932;1;10;;;388;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2019;540000585;540006707;1;13;13;0;1111;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2019;540001096;570010181;1;4;3;0;148;0;;;;;;;1;1859;0;0;12;0;0;12;243;;6;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;1;;;;;;;;;;;;;;;;1;
PALIA;2019;540001104;570027995;1;8;4;0;49;0;;;;;;;1;152;6;2;49;;1;48;104;1;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;1;;;2;;0.19;;;0.3;;;0.19;
PALIA;2019;540001138;540023264;1;4;;1;83;0;;;;;;;1;2412;26;6;114;0;114;0;768;0;104;150;1;;1;9;;7;1;4;;;;5;;4;1;3;1.41;;0.8;11.72;;10.85;1.26;4.5;2;;1;2;;;1;2;1;;;;;;;;2.09;;0.2;1.6;;;1;1.6
PALIA;2019;540001286;540003019;1;12;;;286;0;;;;;;;1;3091;0;2;4;4;;;248;;151;166;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;5;3;1;3;3;;1;2;1.5;1.4;0.2;1.5;1.5;;0.5;0.9
PALIA;2019;540002698;540023264;1;11;;1;230;0;;;;;;;0;;;;;;;;;;;;1;;1;9;;7;1;4;;;;5;;4;1;3;1.41;;0.8;11.72;;10.85;1.26;4.5;2;;1;2;;;1;2;1;;;;;;;;2.09;;0.2;1.6;;;1;1.6
PALIA;2019;540003043;540023264;0;;;;;1;1;15;308;;;8;1;2412;26;6;114;0;114;0;768;0;304;150;1;;1;9;;7;1;4;;;;5;;4;1;3;1.41;;0.8;11.72;;10.85;1.26;1.5;2;;1;2;;;1;2;1;;;;;;;;2.09;;0.2;1.6;;;1;1.6
PALIA;2019;550000012;550006795;1;8;2;0;144;0;;;;;;;1;2237;8;1;2195;2195;6;36;392;0;2;16;;;;;;;;;;;;;;;;;;;;;;;;;1;;1;1;;;1;2;;;;;;;;;1;;0.05;1.13;;;0.79;0.68
PALIA;2019;550000038;550000046;1;3;;;61;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;0;0;;0;0;;;;0;0;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2019;550000434;550003354;1;8;3;;133;0;;;;;;;1;1099;8;5;230;175;40;15;438;;504;140;;;;;;;;;;;;;;;;;;;;;;;;;1;;;3;;;1;;;;1;;;;;2;0.87;;0.06;3.33;;;0.92;0.8
PALIA;2019;560000127;560023210;1;7;0;0;119;0;;;;;;;1;3450;27;2;389;91;167;131;539;0;158;3;;;;;;;;;;;;;;;;;;;;;;;;;1;1;0;1;1;;0;0;2;2;1;1;0;;2;1;1.84;1.84;0.05;1.5;1;;1;0.57
PALIA;2019;560000135;560005746;1;12;0;0;132;0;;;;;;;1;2253;25;4;325;54;39;233;413;8;140;46;;;;;;;;;;;;;;;;;;;;;;;;;;0;;1;;;0;1;2;2;;1;;;2;0;1.29;1.29;;1.8;;;1.25;0.4
PALIA;2019;560000143;560014748;0;;;;;1;1;10;199;;;;1;;;;;;;;;;42;0;;;1;7;;4;2;3;;;;3;;6;;;0.55;;0.25;9.01;;8.65;0.75;0.5;;;;;;;;;4;;;;;;1;2;1.41;;;;;;0.18;0.45
PALIA;2019;560000184;560006017;0;;;;;1;1;10;157;;;40;0;;;;;;;;;;;;1;1;;2;;4;;;1;1;1;8;2;6;1;3;1.5;1.5;0.8;6.8;0.8;6.75;0.5;0.4;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2019;560000192;560000044;1;5;0;0;23;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2019;560000291;560000085;1;2;0;0;10;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2019;560000366;560000259;1;6;0;;50;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2019;560000499;560002222;1;4;4;;25;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2019;560002974;830013678;0;;;;;1;1;10;135;;;;0;;;;;;;;;;;;0;;;7;1;5;;;3;2;2;3;0;3;2;61;1.59;1.5;0.24;7.63;1;7.62;0.09;5.17;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2019;560003055;440042844;1;5;5;0;82;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2019;560008799;560013989;1;28;;;638;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2019;570000059;570025254;1;5;;;84;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2019;570000091;750050759;1;10;10;;111;0;;;;;;;1;12;21;5;402;95;117;190;230;;2;30;;;;;;;;;;;;;;;;;;;;;;;;;1;;;1;;;;1;;;;;;;;1;1;;;1;;;;1.35
PALIA;2019;570000109;570000034;1;2;2;;46;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2019;570000117;570015099;1;5;;;78;0;;;;;;;1;1014;7;4;275;100;21;154;196;;14;17;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;1;1;;;;1;0.2;;0.05;1;;;;0.3
PALIA;2019;570000216;570010181;1;7;;;83;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2019;570000281;570005165;1;2;0;0;7;1;1;10;245;;;;1;2002;26;14;288;191;76;21;1042;;13;42;3;2;;10;;9;1;;0;0;1;;;1;;2;1.49;1.07;0.86;9.78;;7.83;1;1.46;6;2;;2;;1;1;2;1;0;;;;;;3;3.56;1.21;;2;;1;1;3.07
PALIA;2019;570000349;570005165;1;12;0;0;129;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2019;570000448;750050759;1;5;5;;40;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2019;570000455;570010181;1;3;;;53;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2019;570000596;750821092;1;6;;;38;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2019;570000646;570001115;1;6;;;;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2019;570000901;570000158;1;10;0;0;108;0;;;;;;;1;894;9;2;61;43;18;9;224;29;16;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;1;;;;;1;1;;;;;;;3;1;;0.6;0.3
PALIA;2019;570000950;570000398;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2019;570000968;570000430;1;3;1;;135;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2019;570001099;570023630;1;18;0;0;289;0;;;;;;;1;985;24;2;48;0;46;2;427;0;21;19;3;;;13;;7;;;;;;1;;;;;2.16;;;12.63;;6.31;;;;;;;;;;;3;3;1;3;1;;1;;0.75;0.75;0.2;1.5;1;;0.2;
PALIA;2019;570003079;570010181;1;2;;;44;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2019;570009670;570027995;1;12;4;;136;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2019;570026682;570005165;1;21;0;0;109;1;1;10;187;;;;0;;;;;;;;;;;;4;1;1;11;;7;1;1;0;0;;;;;;5;2.44;0.17;0.86;10.51;;7;1;2.08;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2019;580780138;580000024;1;3;0;0;434;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2019;580972651;580780047;1;3;0;0;31;0;;;;;;;0;;;;;;;;;;;;1;1;;;;1;;;;;;;;;;;1;1;;;;1;;;;;;;;;;;;;;1;;;1;;;;;1;;;1;
PALIA;2019;580972669;580780070;1;1;;;25;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2019;580972677;580780088;1;4;0;0;5;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2019;580972685;580780096;1;4;4;0;49;0;;;;;;;1;1106;3;0;96;65;31;0;125;15;14;11;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;;;;;;;;;;;;;;1;1;;;
PALIA;2019;580972693;580780039;1;8;;;24;1;1;12;310;;;;1;3364;;;2;2;;;785;32;;90;;;;;;;;;3;2;;;;;;;1.17;1.07;;;;;;;;;;;;;;;3;2;;;;;;;1.16;1.06;;;;;;
PALIA;2019;590000113;590053120;0;;;;;1;2;10;0;174;;6;1;74;32;0;769;0;769;0;237;0;25;63;1;1;1;9;5;18;1;;1;1;;;;;;1;1.6;1.6;0.4;3.6;2;8.1;1;0.4;1;1;1;1;1;;;;1;1;;1;1;;1;1;0.8;0.8;0.1;1.9;1.9;;0.5;0.2
PALIA;2019;590000121;590780227;1;6;3;0;94;0;;;;;;;1;1676;12;0;173;55;118;0;244;0;20;20;;;;;;;;;;;;;;;;;;;;;;;;;1;;;3;;;;;;;;;;;1;;1;;;2.66;;;0.5;
PALIA;2019;590000188;590780334;1;14;0;0;365;1;1;11;295;0;0;0;1;532;0;0;0;0;0;0;328;0;154;98;4;1;1;9;4;3;1;;2;;1;;;;1;1;5.5;1;1.5;9;4;3;1.8;0.5;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2019;590000337;590781415;1;7;;;104;0;;;;;;;1;1734;1;;141;8;133;;342;;5;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;1;;2;;;;;;;1;0.3;;;1;;;1.22;0.8
PALIA;2019;590000428;590781605;1;6;0;0;82;0;;;;;;;1;5286;4;4;343;;;;457;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;1;;;;;1;;;;2;;;;1.8;;;1;0.9
PALIA;2019;590000436;590781621;1;2;2;;17;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2019;590000469;590781662;1;4;2;0;58;0;;;;;;;0;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
PALIA;2019;590000477;590781670;1;5;2;;53;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2019;590000527;590781795;0;;;;;1;2;10;0;119;;1;1;21;19;15;336;126;34;167;94;20;14;2;1;1;1;10;;5;1;4;1;0;0;0;;3;0;0;0.7;0.5;0.5;10.39;;7.86;0.5;1.1;1;1;;;;;;2;0;0;;;;;;1;0.5;0.5;;;;;;0.82
PALIA;2019;590000535;590781803;1;7;0;0;17;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2019;590000592;590782165;1;6;3;0;119;0;;;;;;;1;2039;11;1;252;58;154;40;193;0;86;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;;;1;;1;1;;;1;1;0.4;;0.2;1.5;1;;0.5;0.56
PALIA;2019;590000618;590782215;1;10;3;0;333;1;1;10;333;;;;1;3572;32;4;200;111;88;1;908;0;71;151;1;;0;11;;7;0;2;1;;0;0;;4;1;0;1.5;;0;10.03;;8.48;0.9;0.86;;;1;1;;0;0;1;;;0;2;;0;1;1;;;0.1;2.6;;0;0.8;0.8
PALIA;2019;590000691;590782439;1;2;0;0;10;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2019;590000758;590782637;1;3;0;0;26;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2019;590000766;590782645;1;4;4;;15;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
