BOR;AN;FI;FI_EJ;DIS;PART;NB_SECT;NB_DIF;INT;CAP_HTP;CAP_PFT;CAP_AAT;CAP_ACP;CAP_CCU;CAP_HAD;JLI_HTP;CAP_HDJ;CAP_HDN;NB_AT;SEJ_HTP;JOU_HTP;JOU_PFT;JOU_AAT;JOU_ACP;JOU_CCU;JOU_HAD;JOU_ST;VEN_HDJ;VEN_HDN;VEN_AT;NB_CMP_SEUL_PA;NB_CMP_SEUL_PL;NB_CONSULT_SEUL;NB_CATTP;ACT_CMP_SEUL;ACT_CONSULT_SEUL;ACT_CATTP;ACT_AD;ACT_EMS;ACT_UHS;ACT_EME;FIL_TOT;FIL_AMB;FIL_TPL;FIL_PLA;EFFPL_PKT;EFFPA_PKT;ETP_PKT;EFFPL_MED;EFFPA_MED;ETP_MED;GAR_SEN;AST_SEN;EFFPL_PNM;EFFPA_PNM;ETP_PNM;ETP_INF;ETP_AID;ETP_PSY;ETP_ASS;ETP_REE;ETP_EDU;HPLEFFPL_PKT;HPLEFFPA_PKT;HPLETP_PKT;HPLEFFPL_MED;HPLEFFPA_MED;HPLETP_MED;HPLEFFPL_PNM;HPLEFFPA_PNM;HPLETP_PNM;HPLETP_INF;HPLETP_AID;HPLETP_PSY;HPLETP_ASS;HPLETP_REE;HPLETP_EDU
PSY;2019;780000410;780140059;INF;;1;;;30;;;;;;7669;43;1;;180;4500;;;;;;74;4604;17;;1;3;7;0;18878;292;0;50;169;1;2346;1624;1447;92;0;8;2;9.9;1;2;0.43;0;0;104;38;113.4;41.8;10.44;11.59;;7.96;24.95;3;;1.45;;;;58;19;55.55;25.8;10.33;1.26;;1;8.02
PSY;2019;780000410;780140059;PEN;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PSY;2019;780000410;780140059;TOT;1;;0;0;96;;;8;;;34519;83;2;;878;27285;;;2123;;;90;9583;24;;1;7;16;1;49468;1805;2667;1019;277;16;2352;4452;3739;526;10;26;8;29.04;3;3;1.73;;;251;95;264.05;125.93;31.3;21.38;;13.78;31.85;13;1;6.73;;;;154;60;149.95;74.84;31.19;3.43;;3.86;12.55
PSY;2019;780000428;780002697;GEN;;2;;;70;0;0;0;0;0;25550;15;4;0;662;22739;0;0;0;0;0;0;2839;45;0;1;3;2;1;15181;83;806;2081;85;762;0;2360;1196;487;19;2;;6.39;;;;1;0;73;2;63.24;32.04;13.39;4.28;;3.98;;13;1;9.08;;;;70;4;81.53;41.15;21.23;0.09;;;2.08
PSY;2019;780000428;780002697;INF;;1;;;9;0;;;0;0;3285;15;0;0;76;2613;0;;;0;0;0;1110;0;0;1;2;0;1;8701;0;1434;0;0;0;0;690;600;81;0;1;2;2.35;;;;1;0;25;7;28.96;5.27;;6.59;;3.7;6.87;1;1;1.52;;;;21;;20.26;14.94;;1.04;;0.6;1.9
PSY;2019;780000428;780002697;TOT;1;;0;0;79;0;0;0;0;0;28835;30;4;0;738;25352;0;0;0;0;0;0;3949;45;0;2;5;2;2;23882;83;2240;2081;85;762;0;3050;1796;568;19;3;2;8.74;;;;;;98;9;92.2;37.31;13.39;10.87;;7.68;6.87;14;2;10.6;;;;91;4;101.79;56.09;21.23;1.13;;0.6;3.98
PSY;2019;780009528;;INF;;;;;;;;;;;;21;;;;;;;;;;;4388;;;;;;;;;;;;;;37;;;;;2;0.79;;;;0;0;12;8;;2.55;1;0.97;;1.21;10.14;;;;;;;;;;;;;;;
PSY;2019;780009528;;TOT;0;;;0;;;;;;;;21;;;;;;;;;;;4388;;;;;;;;;;;;;;37;;;;;2;0.79;;;;;;12;8;;2.55;1;0.97;;1.21;10.14;;;;;;;;;;;;;;;
PSY;2019;780020111;;INF;;;;;;;;;;;;40;;;;;;;;;;;6007;;;;1;;;5883;;;;;;;515;460;;;;3;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;;
PSY;2019;780020111;;TOT;0;;;0;;;;;;;;40;;;;;;;;;;;6007;;;;1;;;5883;;;;;;;510;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PSY;2019;780140018;750005068;GEN;;1;;;140;;;;;;51100;36;;;1160;36120;;;;;;;6115;;;;1;1;;8270;850;;339;66;;;1479;740;487;11;20;3;20.06;;4;0.87;1;1;151;83;190.88;90.02;38.06;10.9;;12.83;24.78;;;;;;;;;;;;;;;
PSY;2019;780140018;750005068;INF;;1;;;;;;;20;;7300;9;;;;;;;;5062;;;371;;;;1;1;;325;619;;;;;;297;119;205;;;;;;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;
PSY;2019;780140018;750005068;TOT;1;;5;0;140;;;;20;;58400;45;;;1160;36120;;;;5062;;;6486;;;;2;2;;8595;1469;;339;66;;;1776;859;692;11;20;3;20.06;;4;0.87;;;151;83;190.88;90.02;38.06;10.9;;12.83;24.78;;;;;;;;;;;;;;;
PSY;2019;780140042;780017455;GEN;;;;;133;;;;12;;48545;12;;;1365;48075;;;;4677;;;1816;;;;;;;;;;;;;;1483;;;;0;15;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;;
PSY;2019;780140042;780017455;TOT;0;;;0;133;;;;12;;48545;12;;;1365;48075;;;;4677;;;1816;;;;;;;;;;;;;;1483;;;;0;15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PSY;2019;780140075;750721391;GEN;;;;;50;0;0;0;0;0;18250;5;0;0;453;13623;0;0;0;0;0;0;1371;0;0;0;0;0;0;0;0;0;0;0;0;0;453;0;453;;1;2;1.14;;6;2.64;0;0;30;21;29.9;17.69;1.5;1.83;;0.47;1.99;1;2;1.02;;6;2.55;28;21;27.63;16.98;0;1.05;;0.37;1.72
PSY;2019;780140075;750721391;TOT;0;;;0;50;0;0;0;0;0;18250;5;0;0;453;13623;0;0;0;0;0;0;1371;0;0;0;0;0;0;0;0;0;0;0;0;0;453;0;453;;1;2;1.14;;6;2.64;;;30;21;29.9;17.69;1.5;1.83;;0.47;1.99;1;2;1.02;;6;2.55;28;21;27.63;16.98;0;1.05;;0.37;1.72
PSY;2019;780170056;780825097;INF;;;;;0;0;;;0;0;0;32;0;0;;;;;;;;;3800;;;;;;;;;;;;;;33;;4;4;;0;;;0;;0;0;8;8;18.52;0.75;;1.72;;1.3;9.35;;;;;;;;;;;;;;;
PSY;2019;780170056;780825097;TOT;0;;;0;0;0;;;0;0;0;32;0;0;;;;;;;;;3800;;;;;;;;;;;;;;33;;4;4;;0;;;0;;;;8;8;18.52;0.75;;1.72;;1.3;9.35;;;;;;;;;;;;;;;
PSY;2019;780310025;920030269;GEN;;;;;59;;;;;;21535;3;;;605;18875;;;;;;;505;;;;;;;;;;;;;;479;;474;;;13;5.5;1;1;1.5;1;1;30;12;36.27;21.34;8.34;3.23;;1.56;0.8;;5;2.5;1;1;1.5;33;12;36.27;21.34;8.34;3.23;;1.56;0.8
PSY;2019;780310025;920030269;INF;;;;;;;;;;;;2;;;;;;;;;;;1723;;;;;;;;;;;;;;34;;;;1;1;1.5;;;;1;1;3;;3;;;;;;;1;1;1;;;;;;;;;;;;
PSY;2019;780310025;920030269;TOT;0;;;0;59;;;;;;21535;5;;;605;18875;;;;;;;2228;;;;;;;;;;;;;;504;;474;;1;14;7;1;1;1.5;;;33;12;39.27;21.34;8.34;3.23;;1.56;0.8;1;6;3.5;1;1;1.5;33;12;36.27;21.34;8.34;3.23;;1.56;0.8
PSY;2019;780800256;780110078;GEN;;1;;;45;;;;;;16013;8;;;1589;13864;;;;;;;2016;;;;1;1;;11397;2706;;403;73;4913;0;4722;3451;1209;2;18;5;16.92;;;;1;1;88;30;111.42;60.08;27.38;6.14;;0.8;;;;;;;;;;;;;;;;
PSY;2019;780800256;780110078;INF;;1;;;;;;;;;;8;;;;;;;;;;;352;;;;2;3;1;12963;2380;1431;2;3;1088;141;1621;1576;;;8;7;11.99;;;;0;0;30;32;46.86;12.55;1;14.01;;8.26;4.84;;;;;;;;;;;;;;;
PSY;2019;780800256;780110078;PEN;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;0.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PSY;2019;780800256;780110078;TOT;1;;11;1;45;;;;;;16013;16;;;1589;13864;;;;;;;2368;;;;3;4;1;24360;5086;1431;405;76;6001;141;6269;4955;1209;2;26;13;29.11;;;;;;122;54;158.28;72.63;28.38;20.15;;9.06;4.84;;;;;;;;;;;;;;;
PSY;2019;790000087;790000012;GEN;;3;;;165;6;8;;10;;60225;51;7;;1164;54215;1092;2064;;3151;;;13226;8;;;2;11;2;17338;6898;1338;464;423;3120;;4176;2998;803;71;;;23.66;;;8.67;0;1;305;104;368.62;219;47.96;18.3;;3.67;15.26;;;;;;;226;39;251.12;167.13;37.71;2.07;;2.1;2
PSY;2019;790000087;790000012;INF;;1;;;15;;;;;;5475;34;;;171;3598;;;;;;;2857;;;;1;;;118;;;1;535;;;371;40;116;;;;5.79;;;;0;1;58;24;73.55;40.22;2.65;8.21;;6.7;4.17;;;;;;;21;6;23.88;17.86;0.58;1.3;;0.54;0.7
PSY;2019;790000087;790000012;TOT;1;;;1;180;6;8;;10;;65700;85;7;;1335;57813;1092;2064;;3151;;;16083;8;;;3;11;2;17456;6898;1338;465;958;3120;;4524;3026;909;71;;;;;;;;;363;120;442.17;259.22;50.61;26.51;;10.37;19.43;;;;;;;247;44;275;184.99;38.29;3.37;;2.64;2.7
PSY;2019;790003537;790006654;GEN;;2;;;66;6;;;;;24090;;3;;850;19599;2439;0;0;0;0;31;;;;;;;;;;;;;;;415;;408;18;4;;3.45;2;;0.3;;;82;16;88.48;38.75;25.98;2.79;;1.99;3.59;;;;;;;;;;;;;;;
PSY;2019;790003537;790006654;INF;;;;;;;;;;;;;;;;;;;;;;236;;;;;;;;;;;;;;;90;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PSY;2019;790003537;790006654;TOT;1;;;0;66;6;;;;;24090;;3;;850;19599;2439;0;0;0;0;267;;;;;;;;;;;;;;;504;;408;18;4;;3.45;2;;0.3;;;82;16;88.48;38.75;25.98;2.79;;1.99;3.59;;;;;;;;;;;;;;;
PSY;2019;790007694;790006654;GEN;;2;;;;;;;;;;44;;;;;;;;;;;10670;;;;2;1;2;21042;178;3919;1512;457;414;1;2715;2282;;;7;;1.5;;;;0;1;54;14;49.94;28.18;;4.4;;0.04;10.04;;;;;;;;;;;;;;;
PSY;2019;790007694;790006654;INF;;1;;;;;;;;;;20;;;;;;;;;;;4801;;;;2;;2;6550;1;864;283;2;24;64;633;482;;;3;1;1.93;;;;0;0;26;11;30.85;14.62;;6.72;;1.1;6;;;;;;;;;;;;;;;
PSY;2019;790007694;790006654;TOT;1;;2;0;;;;;;;;64;;;;;;;;;;;15471;;;;4;1;4;27592;179;4783;1795;459;438;65;3253;2749;;;10;1;3.43;;;;;;70;25;80.79;42.8;;11.12;;1.14;16.04;;;;;;;;;;;;;;;
PSY;2019;790012355;790000012;GEN;;;;;10;;5;;;;3650;31;1;;67;3041;;1613;;;;;89;83;;;15;1;2;40809;367;3407;2376;5612;806;;6703;6671;30;7;;;;;;;0;0;39;43;64.02;33.99;12.61;3.68;;0.05;4.77;;;;;;;25;16;32.69;5.48;12.61;3.48;;0.05;3.97
PSY;2019;790012355;790000012;INF;;;;;;;;;;;;;;;;;;;;;;;;;;;5;1;;21616;185;;24;207;735;110;2915;2915;;;;;;;;;0;0;6;7;7.26;5.4;;0.24;;0.47;1.09;;;;;;;;;;;;;;;
PSY;2019;790012355;790000012;PEN;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PSY;2019;790012355;790000012;TOT;0;;;0;10;;5;;;;3650;31;1;;67;3041;;1613;;;;;89;83;;;20;2;2;62425;552;3407;2400;5819;1541;110;9563;9531;30;7;;;;;;;;;45;50;71.28;39.39;12.61;3.92;;0.52;5.86;;;;;;;25;16;32.69;5.48;12.61;3.48;;0.05;3.97
PSY;2019;800000143;800000028;GEN;;2;;;60;;;;;;21900;12;;;1027;11517;0;;;;;36;2704;;;2;;2;1;21438;2743;3537;2652;448;1665;0;3543;224;598;45;12;0;11.69;0;0;0.13;;;69;15;76.93;51.49;0.08;8.71;;2.26;3.7;0;0;0;0;0;0;0;0;0;0;0;0;;0;0
PSY;2019;800000143;800000028;INF;;1;;;;10;;;;;;15;;;;;3004;;;;;;1518;;;2;;1;1;9593;2949;1603;158;11;20;1074;1202;30;;;2;0;1.16;0;0;0;;;28;13;35.23;8.97;0.33;6.77;;7.21;5.56;0;0;0;0;0;0;0;0;0;0;0;0;;0;0
PSY;2019;800000143;800000028;TOT;1;;1;0;60;10;;;;;21900;27;;;1027;11517;3004;;;;;36;4222;;;4;;3;2;31031;5692;5140;2810;459;1685;1074;4677;209;598;;14;0;12.85;0;0;0.13;;;97;28;112.16;60.46;0.41;15.48;;9.47;9.26;0;0;0;0;0;0;0;0;0;0;0;0;;0;0
PSY;2019;800000390;800000085;GEN;;1;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;0;0;0;4;1;0;1;7099;0;1887;2253;365;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PSY;2019;800000390;800000085;TOT;1;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;0;0;0;4;1;0;1;7099;0;1887;2253;365;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PSY;2019;800000457;800000119;GEN;;4;;;196;20;0;20;0;0;71036;61;22;5;2072;70124;0;0;7759;0;0;217;7730;0;7171;4;5;13;7;30591;14390;24152;53930;4104;182;0;5953;4394;1347;87;21;9;22.43;1;1;0.93;1;0;448;88;471.8;284.61;43.77;17.52;;9.43;26.05;15;1;13.84;0;2;0.03;247;50;286.18;160.4;50.11;3.3;;0;9.8
PSY;2019;800000457;800000119;INF;;2;;;12;12;;;0;0;4380;40;0;0;108;1918;869;;;0;0;65;2616;0;0;4;4;2;4;19872;2068;3304;259;553;12;229;1799;1690;56;0;6;5;10.11;0;0;0;0;1;103;38;112.93;34.04;1;18.09;;8.03;28.46;1;0;0.47;0;0;0;22;6;25.54;16.6;1;0.4;;0;4.8
PSY;2019;800000457;800000119;PEN;;;;;0;;;;;;0;7;;0;0;0;;;;;;;1543;;0;;1;;1;;;1839;18385;;;;869;831;0;0;1;2;1.69;0;0;0;;;11;4;15.17;11.4;0;1.94;;0;0.39;;;;;;;9;3;11.54;8.06;0;1.94;;0;0.5
PSY;2019;800000457;800000119;TOT;1;;17;1;208;32;0;20;0;0;75416;108;22;5;2180;72042;869;0;7759;0;0;282;11889;0;7171;8;10;15;12;50463;16458;29295;72574;4657;194;229;8492;6801;1401;87;28;15;34.23;1;1;0.93;;;562;130;599.9;330.05;44.77;37.55;;17.46;54.9;16;1;14.31;0;2;0.03;278;59;323.26;185.06;51.11;5.64;;0;15.1
PSY;2019;800004111;800000093;GEN;;1;;;19;4;3;;;;6935;0;4;3;338;5074;0;666;;;;;0;313;30;1;3;3;3;9750;853;16350;1130;75;410;;1554;1364;189;0;3;1;3.7;;1;0.05;;;37;11;43.56;22.6;;5;;0.8;1.8;3;1;3.38;;1;0.05;23;2;24;15;;0.5;;;1
PSY;2019;800004111;800000093;INF;;1;;;;;;;;;;15;;2;;;;;;;;;1737;;;2;1;;;6963;;;4;298;7;25;1080;1065;;;2;;1.9;;;;;;16;13;21.11;5.2;;7.15;;2.5;4.84;2;;1.5;;;;11;11;13.45;5.2;;;;;
PSY;2019;800004111;800000093;TOT;1;;;0;19;4;3;;;;6935;15;4;5;338;5074;0;666;;;;;1737;313;30;3;4;3;3;16713;853;16350;1134;373;417;25;2629;2424;189;0;5;1;5.6;;1;0.05;;;53;24;64.67;27.8;;12.15;;3.3;6.64;5;1;4.88;;1;0.05;34;13;37.45;20.2;;0.5;;;1
PSY;2019;800018228;800018210;GEN;;;;;51;;;11;;;18615;25;5;;920;19812;;;2795;;;;8280;615;;;;;;;;;;;;;1314;;797;0;;7;5.29;;4;1.8;1;1;68;;58.35;39.02;8.58;7.68;;;3.07;;5;4.13;;3;1.3;57;;50.45;34.02;8.58;5.88;;;1.97
PSY;2019;800018228;800018210;INF;;;;;14;;;;;;5110;;;;119;2945;;;;;;;;;;;;;;;;;;;;;102;;102;0;;1;0.33;;;;1;1;;;;;;;;;;;1;0.33;;;;;;;;;;;;
PSY;2019;800018228;800018210;TOT;0;;;0;65;;;11;;;23725;25;5;;1039;22757;;;2795;;;;8280;615;;;;;;;;;;;;;1416;;899;0;;8;5.62;;4;1.8;;;68;;58.35;39.02;8.58;7.68;;;3.07;;6;4.46;;3;1.3;57;;50.45;34.02;8.58;5.88;;;1.97
PSY;2019;810000562;810000455;GEN;;2;;;116;;;;;;41975;86;9;4;1561;33008;0;0;0;0;0;353;15189;6;1910;0;3;3;5;19942;113;543;1485;429;3748;2;4316;3478;583;2;8;2;10.69;;;;0;0;168;56;220.82;148.81;24.11;6.74;;;18.84;4;1;4.43;;;;92;24;117.97;79.46;19.24;0.98;;0;2.63
PSY;2019;810000562;810000455;INF;;1;;;13;;;;;;4745;18;1;6;713;1876;0;;;0;0;101;2378;0;406;1;4;1;4;15430;12;54;301;91;3;279;1783;1617;96;0;4;2;4.83;;;;0;0;67;18;91.39;38.54;7.17;12.96;;6.35;20.98;2;;1.5;;;;27;6;37.27;19.46;7.17;1;;0.75;6.34
PSY;2019;810000562;810000455;PEN;;;;;;;;;;;;;;;0;0;;;;;;;0;;0;;;;;;;;;;;;382;382;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PSY;2019;810000562;810000455;TOT;1;;0;1;129;;;;;;46720;104;10;10;2274;34884;0;0;0;0;0;454;17567;6;2316;1;7;4;9;35372;125;597;1786;520;3751;281;6416;5050;676;2;12;4;15.52;;;;;;235;74;312.21;187.35;31.28;19.7;;6.35;39.82;6;1;5.93;;;;119;30;155.24;98.92;26.41;1.98;;0.75;8.97
PSY;2019;810100008;;GEN;;3;;;227;;;;5;;84680;144;10;;2685;76672;;;;1325;;;27755;857;;2;9;22;8;47885;6529;17338;4947;1893;614;1;9071;7104;1436;58;18;9;24.63;6;2;7.16;;;526;74;559.23;352.66;77.92;16.57;;4.96;21.08;;;;;;;;;;;;;;;
PSY;2019;810100008;;INF;;1;;;5;;;;;;1825;54;;;71;971;;;;;;;4330;;;2;5;3;1;20887;1264;124;202;66;535;321;2251;2088;41;;5;6;8.26;;;;;;65;38;86.85;31.62;2;18.81;;7.12;24.8;;;;;;;;;;;;;;;
PSY;2019;810100008;;TOT;1;;6;1;232;;;;5;;86505;198;10;;2756;77643;;;;1325;;;32085;857;;4;14;25;9;68772;7793;17462;5149;1959;1149;322;11156;9053;1456;58;23;15;32.89;6;2;7.16;;;591;112;646.08;384.28;79.92;35.38;;12.08;45.88;;;;;;;;;;;;;;;
PSY;2019;820000032;820000016;GEN;;2;;;100;;;;;10;35405;3;;;1038;30491;;;;;5818;;6;;;;2;2;1;13529;1373;258;216;;425;8;3096;2397;593;18;2;14;7.18;0;6;1.97;0;1;144;47;163.14;105.35;34.04;4.07;;0.22;5.59;2;11;7.03;;1;0.78;129;35;145.55;91.49;34.04;2.63;;0.22;3.5
PSY;2019;820000032;820000016;INF;;1;;;8;;;;;;2920;;;;85;2220;;;;;;;;;;;1;;;1048;;;;;158;11;313;226;67;1;1;4;2.49;;;;0;1;17;10;22.01;11.9;1.09;1;;0.53;5.39;1;1;1.56;;;;17;7;21.91;11.9;1.09;1;;0.53;5.39
PSY;2019;820000032;820000016;TOT;1;;;1;108;;;;;10;38325;3;;;1123;32711;;;;;5818;;6;;;;3;2;1;14577;1373;258;216;;583;19;3373;2587;659;19;3;18;9.67;;6;1.97;;;161;57;185.15;117.25;35.13;5.07;;0.75;10.98;3;12;8.59;;1;0.78;146;42;167.46;103.39;35.13;3.63;;0.75;8.89
PSY;2019;820003911;240000265;GEN;;0;;;30;;3;;;;9392;3;;;156;9152;;240;;;;;570;;;;;;;;;;;;;;39;;33;15;;1;0.46;;;;1;1;27;1;35.45;10.08;4.25;0.68;;;11.02;;;;;;;;;;;;;;;
PSY;2019;820003911;240000265;TOT;0;;0;0;30;;3;;;;9392;3;;;156;9152;;240;;;;;570;;;;;;;;;;;;;;39;;33;15;;1;0.46;;;;;;27;1;35.45;10.08;4.25;0.68;;;11.02;;;;;;;;;;;;;;;
PSY;2019;820004067;820000016;GEN;;3;;;93;11;;;;;33945;54;;;585;28290;730;;;;;;5098;;;;8;2;5;26305;3571;7178;6465;937;;;5355;4863;403;39;6;11;10.11;2;0;1.72;0;1;140;58;169.65;121.27;25.73;4.57;;0.08;3.9;;9;2.96;1;;0.13;71;31;90.35;54.78;24.2;0;;0.07;1.49
PSY;2019;820004067;820000016;INF;;1;;;;0;;;;;;42;;;;;;;;;;39;2894;;;2;4;1;1;13838;234;1189;14;;;357;1406;1342;;;2;3;4.53;0;5;1.68;0;1;34;25;47.29;14.68;4.9;7.53;;3.92;12.56;;;;;;;;;;;;;;;
PSY;2019;820004067;820000016;TOT;1;;6;0;93;11;;;;;33945;96;;;585;28290;730;;;;;39;7992;;;2;12;3;6;40143;3805;8367;6479;937;;357;6720;6164;403;39;8;14;14.64;2;5;3.4;;;173;83;216.94;135.95;30.63;12.1;;4;16.46;;9;2.96;1;;0.13;71;31;90.35;54.78;24.2;0;;0.07;1.49
PSY;2019;820005908;310781562;INF;;1;;;;;;;;;;;;;;;;;;;;;;;;2;1;;;1731;;;;;;;50;50;;;1;;0.24;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;;
PSY;2019;820005908;310781562;TOT;1;;;0;;;;;;;;;;;;;;;;;;;;;;2;1;;;1731;;;;;;;50;50;;;1;;0.24;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PSY;2019;830000287;830100525;GEN;;2;;;39;;;;;;14235;25;;;605;13218;;;;;;;4182;;;1;;;;14286;;;904;38;2571;;2266;1844;372;3;7;1;6.8;2;0;2;;;83;10;83.9;45.08;21.01;7.27;;0.56;3.29;7;0;6.26;2;0;2;62;6;57.89;28.35;20.01;1.39;;0.56;0.89
PSY;2019;830000287;830100525;INF;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;;;1;0;0.5;0;0;0.5;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0
PSY;2019;830000287;830100525;PEN;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;205;;;;;1015;1001;;;0;1;0.4;0;0;0;;;19;2;10.94;5.01;0.08;4;;0.25;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0
PSY;2019;830000287;830100525;TOT;1;;0;1;39;;;;;;14235;25;;;605;13218;;;;;;;4182;;;1;;;1;14286;;205;904;38;2571;;3231;2809;372;3;7;1;7.2;2;0;2;;;83;10;95.34;50.09;21.09;11.77;;0.81;3.29;7;0;6.26;2;0;2;62;6;57.89;28.35;20.01;1.39;;0.56;0.89
PSY;2019;830000311;830100566;GEN;;2;;;34;0;0;0;0;0;12410;27;0;0;587;10196;0;0;0;0;0;0;2989;0;0;0;3;3;1;15206;5310;2387;3421;184;1068;0;2963;2822;393;;4;5;6.74;;1;1.33;0;1;80;12;85.13;65.25;;6.43;;;2.36;;;;;;;48;3;45.58;36.88;;0.65;;;1.29
PSY;2019;830000311;830100566;INF;;1;;;8;0;;;0;0;2920;36;0;0;142;2074;0;;;0;0;0;4938;0;0;0;3;2;1;7169;1651;2328;862;0;1442;5;1913;1882;65;0;2;3;3.39;;;;0;1;52;10;57.12;23.59;;10.19;;5.13;9.14;;;;;;;15;4;16;10.35;;0.89;;;2.4
PSY;2019;830000311;830100566;TOT;1;;;0;42;0;0;0;0;0;15330;63;0;0;729;12270;0;0;0;0;0;0;7927;0;0;0;6;5;2;22375;6961;4715;4283;184;2510;5;4876;;;;6;8;10.13;;1;1.33;;;132;22;142.25;88.84;;16.62;;5.13;11.5;;;;;;;63;7;61.58;47.23;;1.54;;;3.69
PSY;2019;830000345;830100616;GEN;;3;;;95;;;;;;34520;20;2;;1802;28053;;;;;;;4380;62;;;3;3;1;27862;878;6320;1660;820;8217;;4845;;;;13;5;15.19;2;2;2.72;1;0;111;164;195.64;105.08;30.21;9.03;;0.85;12.81;;;;;;;89;134;151.36;78.86;30.21;4.15;;;4.78
PSY;2019;830000345;830100616;INF;;1;;;10;;;;;;3634;12;;;199;3083;;;;;;;1850;;;;2;1;2;7662;1897;7228;114;13;1696;;2139;;;;3;4;4.87;2;2;2.7;1;0;8;25;21.73;7.79;;3.38;;2.7;2.36;;;;;;;9;21;20.58;11.87;1;0.57;;;
PSY;2019;830000345;830100616;TOT;1;;8;0;105;;;;;;38154;32;2;;2001;31136;;;;;;;6230;62;;;5;4;3;35524;2775;13548;1774;833;9913;;6810;;;;16;9;20.06;4;4;5.42;;;119;189;217.37;112.87;30.21;12.41;;3.55;15.17;;;;;;;89;134;171.94;90.73;31.21;4.72;;;4.78
PSY;2019;830000600;830101200;GEN;;4;;;155;4;;;;;57581;96;;;1218;50748;1030;;;;;120;15455;;;2;5;4;12;39175;1051;19502;2443;515;8046;2;6108;4945;918;49;15;7;17.79;3;2;3.97;1;0;270;59;307.46;175.23;69.55;10.12;;2.21;18.42;1;14;7.89;3;2;3.57;180;39;203.35;102.62;57.67;2.51;;1.77;10.46
PSY;2019;830000600;830101200;INF;;1;;;9;1;;;;;2438;48;;;116;1506;365;;;;;22;5560;;;1;4;1;4;15845;1527;3837;1503;85;181;153;1762;1663;19;;3;4;5.97;0;1;0.2;1;0;65;27;82.04;39.66;3.63;12.76;;7.76;12.43;0;4;1.39;0;1;0.2;16;8;19.7;11.08;3.54;0.73;;0.4;1.85
PSY;2019;830000600;830101200;PEN;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;3482;14663;;;;972;948;24;;0;2;1.55;1;0;0.12;;;10;3;10.18;5.25;0;3.55;;1;0.38;0;2;1.55;1;0;0.12;10;3;0;5.25;0;3.55;;1;0.38
PSY;2019;830000600;830101200;TOT;1;;5;1;164;5;;;;;60019;144;;;1334;52254;1395;;;;;142;21015;;;3;9;5;17;55020;2578;26821;18609;600;8227;155;8742;7493;935;49;18;13;25.31;3;3;4.29;;;344;87;399.68;220.14;73.18;26.43;;10.97;31.23;1;20;10.83;3;3;3.89;206;50;223.05;118.95;61.21;6.79;;3.17;12.69
PSY;2019;830003877;920030921;GEN;;;;;80;;;;;;29200;;;;623;20616;;;;;;;;;;;;;;;;;;;;;623;;623;;2;1;2.5;;2;1.2;;1;14;1;14.5;13.5;;1;;;;;;;;;;;;;;;;;;
PSY;2019;830003877;920030921;TOT;0;;;0;80;;;;;;29200;;;;623;20616;;;;;;;;;;;;;;;;;;;;;623;;623;;2;1;2.5;;2;1.2;;;14;1;14.5;13.5;;1;;;;;;;;;;;;;;;;;;
PSY;2019;830017497;830004958;GEN;;;;;53;;;;;;19328;;;;584;19328;;;;;;;;;;;;;;;;;;;;;584;;;;2;;2;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;;
PSY;2019;830017497;830004958;TOT;0;;;0;53;;;;;;19328;;;;584;19328;;;;;;;;;;;;;;;;;;;;;584;;;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PSY;2019;830100442;830000204;GEN;;;;;89;;;;;;32485;22;;;801;31641;;;;;;;7407;;;;;;;;;;;;;;763;;524;;;4;;;;;0;1;45;12;50.05;24.04;7.49;1.45;;0.42;1.52;;;;;;;;;;;;;;;
