BOR;AN;FI;FI_EJ;DIALY;UDM;NBUDM;PATUM;CAPA;NBPAT;SEAN;SEA_HOS;PREPLI;SEM;NVPAT;NVPERIT
DIALYSE;2019;150001758;630000990;1140X;;;;6;5;864;;;;;
DIALYSE;2019;150001758;630000990;TOT;1;1;28;;;;;;;;
DIALYSE;2019;150780732;150000271;112AX;;;;2;0;52;;;;;
DIALYSE;2019;150780732;150000271;112BA;;;;18;87;12919;;;;;
DIALYSE;2019;150780732;150000271;1140X;;;;17;11;1533;;;;;
DIALYSE;2019;150780732;150000271;TOT;0;;;;;;0;;;;
DIALYSE;2019;160000253;160000451;112AX;;;;2;3;284;;;;;
DIALYSE;2019;160000253;160000451;112BA;;;;24;100;13575;;;;;
DIALYSE;2019;160000253;160000451;122AX;;;;1;0;;;;27;;
DIALYSE;2019;160000253;160000451;122BA;;;;1;1;;;;54;;
DIALYSE;2019;160000253;160000451;TOT;0;;;;;;632;;;;
DIALYSE;2019;160000253;160000451;VACAN;;;;;;11;;;;;
DIALYSE;2019;160006110;860000348;1130X;;;;13;55;8030;;;;;
DIALYSE;2019;160006110;860000348;1140X;;;;6;12;2085;;;;;
DIALYSE;2019;160006110;860000348;1150A;;;;7;7;1144;;;;;
DIALYSE;2019;160006110;860000348;1210;;;;;10;;;;450;;
DIALYSE;2019;160006110;860000348;121AA;;;;;7;;;;310;;
DIALYSE;2019;160006110;860000348;121CA;;;;3;3;;;;140;;
DIALYSE;2019;160006110;860000348;TOT;0;;;;;;;;;21;6
DIALYSE;2019;160012159;860000348;1130X;;;;8;24;3338;;;;;
DIALYSE;2019;160012159;860000348;1140X;;;;5;0;243;;;;;
DIALYSE;2019;170000087;170024194;112AX;;;;2;2;388;;;;;
DIALYSE;2019;170000087;170024194;112BA;;;;24;88;12876;;;;;
DIALYSE;2019;170000087;170024194;122AX;;;;1;19;;;;44;;
DIALYSE;2019;170000087;170024194;TOT;0;;;;;;1088;1;;51;13
DIALYSE;2019;170000103;170780175;112AX;;;;2;2;154;;;;;
DIALYSE;2019;170000103;170780175;112BA;;;;16;73;11420;;;;;
DIALYSE;2019;170000103;170780175;1210;;;;;25;;;;5233;;
DIALYSE;2019;170000103;170780175;121AA;;;;;18;;;;3056;;
DIALYSE;2019;170000103;170780175;121CA;;;;0;7;;;;2177;;
DIALYSE;2019;170000103;170780175;122AX;;;;1;2;;;;40;;
DIALYSE;2019;170000103;170780175;TOT;0;;;;;;570;1;;15;15
DIALYSE;2019;170785059;170000988;1130X;;;;8;20;3587;;;;;
DIALYSE;2019;170785059;170000988;1140X;;;;6;21;3213;;;;;
DIALYSE;2019;170785059;170000988;1150A;;;;4;4;549;;;;;
DIALYSE;2019;170785059;170000988;1210;;;;;40;;;;1959;;
DIALYSE;2019;170785059;170000988;121AA;;;;;27;;;;1332;;
DIALYSE;2019;170785059;170000988;121CA;;;;13;13;;;;627;;
DIALYSE;2019;170785059;170000988;TOT;0;;;;;;;;;16;0
DIALYSE;2019;170785059;170000988;VACAN;;;;;;575;;;;;
DIALYSE;2019;170792212;170000988;1130X;;;;8;32;4992;;;;;
DIALYSE;2019;170792212;170000988;1140X;;;;6;17;2478;;;;;
DIALYSE;2019;170792212;170000988;TOT;0;;;;;;;;;11;
DIALYSE;2019;170792212;170000988;VACAN;;;;;;210;;;;;
DIALYSE;2019;170794929;170000988;1130X;;;;8;15;2425;;;;;
DIALYSE;2019;170794929;170000988;1140X;;;;6;11;1695;;;;;
DIALYSE;2019;170794929;170000988;TOT;0;;;;;;;;;5;
DIALYSE;2019;170794929;170000988;VACAN;;;;;;514;;;;;
DIALYSE;2019;170795165;170000988;1130X;;;;1;7;234;;;;;
DIALYSE;2019;170795165;170000988;1140X;;;;7;5;1281;;;;;
DIALYSE;2019;170795165;170000988;TOT;0;;;;;;;;;3;
DIALYSE;2019;170795165;170000988;VACAN;;;;;;107;;;;;
DIALYSE;2019;170802656;170000988;1130X;;;;1;2;534;;;;;
DIALYSE;2019;170802656;170000988;1140X;;;;5;14;2401;;;;;
DIALYSE;2019;170802656;170000988;TOT;0;;;;;;;;;4;
DIALYSE;2019;170802656;170000988;VACAN;;;;;;101;;;;;
DIALYSE;2019;170804090;170000988;1140X;;;;6;12;1485;;;;;
DIALYSE;2019;170804090;170000988;TOT;0;;;;;;;;;5;
DIALYSE;2019;170804090;170000988;VACAN;;;;;;545;;;;;
DIALYSE;2019;180000010;180000028;112BA;;;;22;102;13301;;;;;
DIALYSE;2019;180000010;180000028;TOT;0;;;;;;1294;;;94;
DIALYSE;2019;180000010;180000028;VACAN;;;;0;0;19;;;;;
DIALYSE;2019;180005662;370001067;1140X;;;;10;19;3598;;;;;
DIALYSE;2019;180005662;370001067;TOT;0;;;;;;;;;2;
DIALYSE;2019;180005811;370001067;1140X;;;;5;9;1841;;;;;
DIALYSE;2019;180005829;370001067;112AX;;;;1;1;123;;;;;
DIALYSE;2019;180005829;370001067;1130X;;;;8;40;6492;;;;;
DIALYSE;2019;180005829;370001067;1140X;;;;9;0;507;;;;;
DIALYSE;2019;180005829;370001067;TOT;0;;;;;;;;;18;
DIALYSE;2019;180006397;370001067;1140X;;;;5;14;2070;;;;;
DIALYSE;2019;180006397;370001067;TOT;0;;;;;;;;;1;
DIALYSE;2019;190000018;190000042;112AX;;;;1;0;5;;;;;
DIALYSE;2019;190000018;190000042;112BA;;;;20;73;11271;;;;;
DIALYSE;2019;190000018;190000042;1210;;;;;26;;;;1368;;
DIALYSE;2019;190000018;190000042;121AA;;;;;4;;;;189;;
DIALYSE;2019;190000018;190000042;121CA;;;;32;22;;;;1179;;
DIALYSE;2019;190000018;190000042;122AX;;;;1;1;;;;91;;
DIALYSE;2019;190000018;190000042;122BA;;;;1;3;;;;490;;
DIALYSE;2019;190000018;190000042;TOT;0;;;;;;1338;;;;
DIALYSE;2019;190010512;870000700;1130X;;;;11;15;2097;;;;;
DIALYSE;2019;190010512;870000700;1140X;;;;1;0;50;;;;;
DIALYSE;2019;190010512;870000700;TOT;0;;;;;;;;;1;
DIALYSE;2019;190010553;870000700;112AX;;;;1;1;117;;;;;
DIALYSE;2019;190010553;870000700;1130X;;;;12;64;10333;;;;;
DIALYSE;2019;190010553;870000700;1140X;;;;12;16;2751;;;;;
DIALYSE;2019;190010553;870000700;TOT;0;;;;;;0;;;17;
DIALYSE;2019;210001483;210012290;1140X;;;;3;2;333;;;;;
DIALYSE;2019;210001889;210012290;112AX;;;;2;3;524;;;;;
DIALYSE;2019;210001889;210012290;112BA;;;;14;47;7044;;;;;
DIALYSE;2019;210001889;210012290;122AX;;;;1;0;;;;7;;
DIALYSE;2019;210001889;210012290;TOT;0;;;;;;;;;;
DIALYSE;2019;210001939;210012290;1130X;;;;12;30;3935;;;;;
DIALYSE;2019;210001939;210012290;1140X;;;;6;11;1970;;;;;
DIALYSE;2019;210780789;210003208;112AX;;;;2;1;1;;;;;
DIALYSE;2019;210780789;210003208;1130X;;;;20;111;15848;;;;;
DIALYSE;2019;210780789;210003208;1140X;;;;10;7;944;;;;;
DIALYSE;2019;210780789;210003208;1210;;;;;12;;;;612;;
DIALYSE;2019;210780789;210003208;121AA;;;;;11;;;;589;;
DIALYSE;2019;210780789;210003208;121CA;;;;12;1;;;;23;;
DIALYSE;2019;210780789;210003208;122AX;;;;1;1;;;;35;;
DIALYSE;2019;210780789;210003208;TOT;0;;;;;;206;2;;37;7
DIALYSE;2019;210986360;210012290;1150A;;;;4;4;907;;;;;
DIALYSE;2019;210986360;210012290;1210;;;;;19;;;;1078;;
DIALYSE;2019;210986360;210012290;121AA;;;;;12;;;;654;;
DIALYSE;2019;210986360;210012290;121CA;;;;7;7;;;;424;;
DIALYSE;2019;210986360;210012290;TOT;0;;;;;;;;;;
DIALYSE;2019;210987558;210780581;112BA;;;;23;117;14082;;;;;
DIALYSE;2019;210987558;210780581;1130X;;;;7;26;3485;;;;;
DIALYSE;2019;210987558;210780581;122BA;;;;;2;;;;;;
DIALYSE;2019;210987558;210780581;TOT;0;;;;;;2124;;;35;1
DIALYSE;2019;220000012;220000020;112BA;;;;25;113;14579;;;;;
DIALYSE;2019;220000012;220000020;122AX;;;;2;0;;;;161;;
DIALYSE;2019;220000012;220000020;122BA;;;;2;0;;;;48;;
DIALYSE;2019;220000012;220000020;TOT;1;3;90;;;;1611;2;;91;5
DIALYSE;2019;220000012;220000020;VACAN;;;;;;245;;;;;
DIALYSE;2019;220013106;350000626;1140X;;;;6;7;944;;;;;
DIALYSE;2019;220013130;350000626;1140X;;;;1;3;505;;;;;
DIALYSE;2019;220013155;350000626;1140X;;;;6;4;560;;;;;
DIALYSE;2019;220013155;350000626;TOT;0;;;;;;;;;1;
DIALYSE;2019;220016778;350000626;112AX;;;;2;0;13;;;;;
DIALYSE;2019;220019558;350000626;112AX;;;;1;2;199;;;;;
DIALYSE;2019;220019558;350000626;1130X;;;;19;24;4042;;;;;
DIALYSE;2019;220019558;350000626;1140X;;;;10;24;3133;;;;;
DIALYSE;2019;220019558;350000626;TOT;0;;;;;;0;;;14;
DIALYSE;2019;220019848;350000626;112AX;;;;1;0;6;;;;;
DIALYSE;2019;220019848;350000626;1130X;;;;6;7;1107;;;;;
DIALYSE;2019;220019848;350000626;1140X;;;;3;4;591;;;;;
DIALYSE;2019;220019848;350000626;TOT;0;;;;;;0;;;3;
DIALYSE;2019;220020101;220000020;1130X;;;;8;9;1071;;;;;
DIALYSE;2019;220020119;220000020;1130X;;;;8;15;2140;;;;;
DIALYSE;2019;220020507;350000626;112AX;;;;2;3;663;;;;;
DIALYSE;2019;220020507;350000626;112BA;;;;20;42;5765;;;;;
DIALYSE;2019;220020507;350000626;112BE;;;;1;0;2;;;;;
DIALYSE;2019;220020507;350000626;1140X;;;;10;11;1817;;;;;
DIALYSE;2019;220020507;350000626;TOT;0;;;;;;0;;;25;
DIALYSE;2019;220021976;350000626;1130X;;;;13;15;1898;;;;;
DIALYSE;2019;220021976;350000626;1140X;;;;5;5;851;;;;;
DIALYSE;2019;220021976;350000626;TOT;0;;;;;;0;;;2;
DIALYSE;2019;220022149;220000020;1130X;;;;8;9;1341;;;;;
DIALYSE;2019;230003576;870000700;1130X;;;;12;32;5334;;;;;
DIALYSE;2019;230003576;870000700;TOT;0;;;;;;;;;6;
DIALYSE;2019;240002691;330000266;1140X;;;;12;14;2140;;;;;
DIALYSE;2019;240002691;330000266;TOT;0;;;;;;;6;;;
DIALYSE;2019;240002725;330000266;1140X;;;;10;9;1312;;;;;
DIALYSE;2019;240002725;330000266;TOT;0;;;;;;;6;;;
DIALYSE;2019;240003293;240013417;1140X;;;;8;9;1520;;;;;
DIALYSE;2019;240003301;240013417;1140X;;;;12;16;2649;;;;;
DIALYSE;2019;240006734;240000596;112BA;;;;40;161;23768;;;;;
DIALYSE;2019;240006734;240000596;121CA;;;;2;;;;;0;;
DIALYSE;2019;240006734;240000596;122AX;;;;4;0;;;;1;;
DIALYSE;2019;240006734;240000596;TOT;0;;;;;;0;;;;
DIALYSE;2019;240013219;240013417;1130X;;;;8;30;5077;;;;;
DIALYSE;2019;240013219;240013417;1140X;;;;6;13;1771;;;;;
DIALYSE;2019;240013466;240013417;1130X;;;;8;16;2307;;;;;
DIALYSE;2019;240013466;240013417;1140X;;;;6;11;1669;;;;;
DIALYSE;2019;250006954;250000015;112BA;;;;25;274;12603;;;;;
DIALYSE;2019;250006954;250000015;1150A;;;;0;6;1526;;;;;
DIALYSE;2019;250006954;250000015;1210;;;;;38;;;;6072;;
DIALYSE;2019;250006954;250000015;121AA;;;;;30;;;;4261;;
DIALYSE;2019;250006954;250000015;121CA;;;;19;8;;;;1811;;
DIALYSE;2019;250006954;250000015;122BA;;;;5;3;;;;44;;
DIALYSE;2019;250006954;250000015;TOT;0;;;;;;632;0;;;72
DIALYSE;2019;250013448;210012290;1130X;;;;12;21;3387;;;;;
DIALYSE;2019;250015526;210012290;112AX;;;;2;5;565;;;;;
DIALYSE;2019;250015526;210012290;1130X;;;;15;56;8827;;;;;
DIALYSE;2019;250015526;210012290;1140X;;;;2;6;371;;;;;
DIALYSE;2019;250015526;210012290;1150A;;;;5;5;1526;;;;;
DIALYSE;2019;250015526;210012290;1210;;;;;35;;;;2050;;
DIALYSE;2019;250015526;210012290;121AA;;;;;27;;;;1441;;
DIALYSE;2019;250015526;210012290;121CA;;;;8;8;;;;609;;
DIALYSE;2019;250015526;210012290;122AX;;;;2;2;;;;112;;
DIALYSE;2019;250015526;210012290;TOT;0;;;;;;;;;;
DIALYSE;2019;250015534;210012290;1130X;;;;12;45;6138;;;;;
DIALYSE;2019;250015534;210012290;1210;;;;;24;;;;1376;;
DIALYSE;2019;250015534;210012290;121AA;;;;;14;;;;839;;
DIALYSE;2019;250015534;210012290;121CA;;;;10;10;;;;537;;
DIALYSE;2019;250015534;210012290;TOT;0;;;;;;;;;;
DIALYSE;2019;260000120;260016910;112BA;;;;15;55;8045;;;;;
DIALYSE;2019;260000120;260016910;122AX;;;;1;1;;;;36;;
DIALYSE;2019;260000120;260016910;122BA;;;;1;4;;;;328;;
DIALYSE;2019;260000120;260016910;TOT;0;;;;;;656;;;48;8
DIALYSE;2019;260000138;260000047;TOT;0;;;;;;121;;;;
DIALYSE;2019;260001631;380793802;112AX;;;;2;0;267;;;;;
DIALYSE;2019;260001631;380793802;112BA;;;;18;69;9918;;;;;
DIALYSE;2019;260001631;380793802;1130X;;;;12;48;6931;;;;;
DIALYSE;2019;260001631;380793802;1150A;;;;1;1;338;;;;;
DIALYSE;2019;260001631;380793802;1210;;;;;16;;;;926;;
DIALYSE;2019;260001631;380793802;121AA;;;;;14;;;;767;;
DIALYSE;2019;260001631;380793802;121CA;;;;2;2;;;;159;;
DIALYSE;2019;260001631;380793802;122AX;;;;3;3;;;;245;;
DIALYSE;2019;260001631;380793802;122BA;;;;1;0;;;;8;;
DIALYSE;2019;260001631;380793802;TOT;0;;;;;;;1;;29;1
DIALYSE;2019;260003215;380793802;112BA;;;;21;81;11648;;;;;
DIALYSE;2019;260003215;380793802;1130X;;;;8;31;4716;;;;;
DIALYSE;2019;260003215;380793802;1150A;;;;1;0;31;;;;;
DIALYSE;2019;260003215;380793802;1210;;;;;11;;;;703;;
DIALYSE;2019;260003215;380793802;121AA;;;;;1;;;;138;;
DIALYSE;2019;260003215;380793802;121CA;;;;10;10;;;;565;;
DIALYSE;2019;260003215;380793802;122BA;;;;1;0;;;;12;;
DIALYSE;2019;260003215;380793802;TOT;0;;;;;;;1;;38;
DIALYSE;2019;260006820;380793802;112AX;;;;3;5;618;;;;;
DIALYSE;2019;260006820;380793802;1130X;;;;9;36;5358;;;;;
DIALYSE;2019;260006820;380793802;1140X;;;;11;16;2405;;;;;
DIALYSE;2019;260006820;380793802;1150A;;;;1;1;140;;;;;
DIALYSE;2019;260006820;380793802;1210;;;;;15;;;;938;;
DIALYSE;2019;260006820;380793802;121AA;;;;;9;;;;625;;
DIALYSE;2019;260006820;380793802;121CA;;;;6;6;;;;313;;
DIALYSE;2019;260006820;380793802;122BA;;;;1;0;;;;18;;
DIALYSE;2019;260006820;380793802;TOT;0;;;;;;;;;6;
DIALYSE;2019;260006838;380793802;1140X;;;;8;7;1147;;;;;
DIALYSE;2019;260010418;690796552;1140X;;;;8;24;3237;;;;;
DIALYSE;2019;260012760;690796552;1140X;;;;6;3;469;;;;;
DIALYSE;2019;260016993;380793802;1140X;;;;5;5;716;;;;;
DIALYSE;2019;270000359;270023724;112AX;;;;2;3;675;;;;;
DIALYSE;2019;270000359;270023724;112BA;;;;20;76;10317;;;;;
DIALYSE;2019;270000359;270023724;1130X;;;;12;32;5813;;;;;
DIALYSE;2019;270000359;270023724;1150A;;;;2;2;;;;;;
DIALYSE;2019;270000359;270023724;1210;;;;;20;;;;;;
DIALYSE;2019;270000359;270023724;121AA;;;;;17;;;;;;
DIALYSE;2019;270000359;270023724;121CA;;;;;3;;;;;;
DIALYSE;2019;270000359;270023724;122AX;;;;;;;;;58;;
DIALYSE;2019;270000359;270023724;122BA;;;;;1;;;;;;
DIALYSE;2019;270000359;270023724;TOT;0;;;;;;1471;1;;55;14
DIALYSE;2019;270000458;270023724;112AX;;;;1;9;14;;;;;
DIALYSE;2019;270000458;270023724;112BA;;;;8;30;2750;;;;;
DIALYSE;2019;270000458;270023724;TOT;0;;;;;;56;0;;0;0
DIALYSE;2019;270017338;140000852;1140X;;;;6;11;1520;;;;;
DIALYSE;2019;270017379;140000852;1140X;;;;5;15;1877;;;;;
DIALYSE;2019;270017429;140000852;1140X;;;;10;29;4018;;;;;
DIALYSE;2019;270017478;140000852;1140X;;;;10;36;4921;;;;;
DIALYSE;2019;270017478;140000852;1150A;;;;6;6;1173;;;;;
DIALYSE;2019;270017478;140000852;1210;;;;;23;;;;1090;;
DIALYSE;2019;270017478;140000852;121AA;;;;;22;;;;1040;;
DIALYSE;2019;270017478;140000852;121CA;;;;1;1;;;;50;;
DIALYSE;2019;270017478;140000852;TOT;0;;;;;;;;;;
DIALYSE;2019;280006594;280000852;1130X;;;;5;14;2192;;;;;
DIALYSE;2019;280006594;280000852;1140X;;;;3;10;1350;;;;;
DIALYSE;2019;280006594;280000852;TOT;0;;;;;;;;;41;
DIALYSE;2019;280502741;280000852;112AX;;;;1;2;724;;;;;
DIALYSE;2019;280502741;280000852;1130X;;;;6;22;3339;;;;;
DIALYSE;2019;280502741;280000852;1140X;;;;5;20;2690;;;;;
DIALYSE;2019;280502741;280000852;1150A;;;;1;1;218;;;;;
DIALYSE;2019;280502741;280000852;TOT;1;2;29;;;;;2;;;
DIALYSE;2019;280503848;280000852;1140X;;;;12;24;4077;;;;;
DIALYSE;2019;280504267;280000134;112AX;;;;1;1;56;;;;;
DIALYSE;2019;280504267;280000134;112BA;;;;20;86;12156;;;;;
DIALYSE;2019;280504267;280000134;1210;;;;;4;;;;180;;
DIALYSE;2019;280504267;280000134;121AA;;;;;1;;;;85;;
DIALYSE;2019;280504267;280000134;121CA;;;;1;3;;;;95;;
DIALYSE;2019;280504267;280000134;TOT;0;;;;;;1162;;;108;4
DIALYSE;2019;280504309;280000852;1130X;;;;5;15;2360;;;;;
DIALYSE;2019;280504309;280000852;1140X;;;;3;6;859;;;;;
DIALYSE;2019;280504689;920030269;112BA;;;;20;99;12338;;;;;
DIALYSE;2019;280504689;920030269;1130X;;;;8;24;1765;;;;;
DIALYSE;2019;280504689;920030269;TOT;0;;;;;;0;1;;;
DIALYSE;2019;290000025;290020700;112BA;;;;16;64;8774;;;;;
DIALYSE;2019;290000025;290020700;122BA;;;;1;0;;;;120;;
DIALYSE;2019;290000025;290020700;TOT;0;;;;;;868;2;;47;8
DIALYSE;2019;290000850;330031089;112BA;;;;12;51;8071;;;;;
DIALYSE;2019;290000850;330031089;1130X;;;;8;5;802;;;;;
DIALYSE;2019;290000850;330031089;TOT;0;;;;;;0;;;21;
DIALYSE;2019;290000975;290000546;112BA;;;;8;32;4264;;;;;
DIALYSE;2019;290000975;290000546;112BE;;;;0;0;23;;;;;
DIALYSE;2019;290000975;290000546;TOT;0;;;;;;10;;;11;
DIALYSE;2019;290004324;290000017;112BA;;;;12;45;6644;;;;;
DIALYSE;2019;290004324;290000017;TOT;0;;;;;;2028;0;;;
DIALYSE;2019;290005131;350000626;112AX;;;;4;11;812;;;;;
DIALYSE;2019;290005131;350000626;112BA;;;;12;21;3370;;;;;
DIALYSE;2019;290005131;350000626;TOT;0;;;;;;0;0;;18;0
DIALYSE;2019;290005172;350000626;1140X;;;;22;8;1654;;;;;
DIALYSE;2019;290005172;350000626;TOT;0;;;;;;;;;3;
DIALYSE;2019;290005230;350000626;112AX;;;;1;0;9;;;;;
DIALYSE;2019;290005230;350000626;1130X;;;;8;7;1204;;;;;
DIALYSE;2019;290005230;350000626;1140X;;;;8;11;1690;;;;;
DIALYSE;2019;290005230;350000626;TOT;0;;;;;;0;;;3;
DIALYSE;2019;290018555;350000626;1130X;;;;8;17;2219;;;;;
DIALYSE;2019;290018555;350000626;1140X;;;;12;22;3251;;;;;
DIALYSE;2019;290018555;350000626;TOT;0;;;;;;0;;;5;
DIALYSE;2019;290018563;350000626;112AX;;;;5;10;1535;;;;;
DIALYSE;2019;290018563;350000626;112BA;;;;6;;1864;;;;;
DIALYSE;2019;290018563;350000626;1130X;;;;20;28;4649;;;;;
DIALYSE;2019;290018563;350000626;1140X;;;;12;28;3952;;;;;
DIALYSE;2019;290018563;350000626;TOT;0;;;;;;0;;;22;
DIALYSE;2019;290021070;350000626;1140X;;;;9;11;1996;;;;;
DIALYSE;2019;290021070;350000626;TOT;0;;;;;;;;;1;
DIALYSE;2019;290023779;350000626;112AX;;;;2;1;178;;;;;
DIALYSE;2019;290023779;350000626;112BA;;;;15;19;2200;;;;;
DIALYSE;2019;290023779;350000626;1130X;;;;5;10;1414;;;;;
DIALYSE;2019;290023779;350000626;1140X;;;;5;7;1167;;;;;
DIALYSE;2019;290023779;350000626;TOT;0;;;;;;0;;;9;
DIALYSE;2019;290023787;350000626;1140X;;;;6;5;637;;;;;
DIALYSE;2019;290023795;350000626;1140X;;;;11;16;2774;;;;;
DIALYSE;2019;290025337;350000626;1140X;;;;6;4;576;;;;;
DIALYSE;2019;290025337;350000626;TOT;0;;;;;;;;;3;
DIALYSE;2019;290028539;350000626;1140X;;;;5;5;530;;;;;
DIALYSE;2019;290029669;350000626;112AX;;;;1;0;121;;;;;
DIALYSE;2019;290029669;350000626;112BA;;;;24;22;2617;;;;;
DIALYSE;2019;290029669;350000626;112BE;;;;1;0;6;;;;;
DIALYSE;2019;290029669;350000626;TOT;0;;;;;;0;;;2;
DIALYSE;2019;290030808;350000626;112AX;;;;1;0;66;;;;;
DIALYSE;2019;290030808;350000626;1130X;;;;7;11;1479;;;;;
DIALYSE;2019;290030808;350000626;1140X;;;;6;8;1291;;;;;
DIALYSE;2019;290030808;350000626;TOT;0;;;;;;0;;;6;
DIALYSE;2019;290032028;350000626;112AX;;;;9;17;1726;;;;;
DIALYSE;2019;290032028;350000626;112BA;;;;0;0;1;;;;;
DIALYSE;2019;290032028;350000626;1130X;;;;25;35;5603;;;;;
DIALYSE;2019;290032028;350000626;1140X;;;;10;17;2060;;;;;
DIALYSE;2019;290032028;350000626;TOT;0;;;;;;0;;;20;
DIALYSE;2019;290032655;350000626;1130X;;;;6;9;1313;;;;;
DIALYSE;2019;290032655;350000626;1140X;;;;2;3;422;;;;;
DIALYSE;2019;290032655;350000626;TOT;0;;;;;;0;;;1;
DIALYSE;2019;2A0000022;2A0000014;112AX;;;;1;0;1;;;;;
DIALYSE;2019;2A0000022;2A0000014;112BA;;;;9;46;5618;;;;;
DIALYSE;2019;2A0000022;2A0000014;1130X;;;;4;16;2356;;;;;
DIALYSE;2019;2A0000022;2A0000014;1150A;;;;;1;;;;;;
DIALYSE;2019;2A0000022;2A0000014;122AX;;;;1;0;;;;2;;
DIALYSE;2019;2A0000022;2A0000014;TOT;0;;;;;;418;;;30;0
DIALYSE;2019;2A0000154;2A0000204;112BA;;;;12;25;2927;;;;;
DIALYSE;2019;2A0000154;2A0000204;1130X;;;;12;11;2744;;;;;
DIALYSE;2019;2A0000154;2A0000204;TOT;0;;;;;;45;;;;
DIALYSE;2019;2A0003174;2A0003166;1140X;;;;12;27;4460;;;;;
DIALYSE;2019;2B0000012;2B0000020;112BA;;;;13;40;7109;;;;;
DIALYSE;2019;2B0000012;2B0000020;1130X;;;;8;8;;;;;;
DIALYSE;2019;2B0000012;2B0000020;1140X;;;;4;13;1859;;;;;
DIALYSE;2019;2B0000012;2B0000020;1210;;;;;12;;;;849;;
DIALYSE;2019;2B0000012;2B0000020;121AA;;;;;4;;;;329;;
DIALYSE;2019;2B0000012;2B0000020;121CA;;;;10;8;;;;520;;
DIALYSE;2019;2B0000012;2B0000020;122AX;;;;1;1;;;;11;;
DIALYSE;2019;2B0000012;2B0000020;122BA;;;;2;1;;;;0;;
DIALYSE;2019;2B0000012;2B0000020;TOT;0;;;;;;562;1;;34;1
DIALYSE;2019;2B0004212;130006810;1130X;;;;2;2;576;;;;;
DIALYSE;2019;2B0004212;130006810;1140X;;;;4;5;1094;;;;;
DIALYSE;2019;2B0004212;130006810;TOT;1;1;7;;;;0;;;2;0
DIALYSE;2019;2B0004584;130016058;1130X;;;;10;16;2500;;;;;
DIALYSE;2019;2B0004584;130016058;1140X;;;;1;3;312;;;;;
DIALYSE;2019;2B0004584;130016058;TOT;0;;;;;;0;0;;3;0
DIALYSE;2019;2B0004584;130016058;VACAN;;;;;;171;;;;;
DIALYSE;2019;2B0005797;2B0005789;1140X;;;;10;21;3271;;;;;
DIALYSE;2019;2B0005797;2B0005789;TOT;0;;;;;;;;;3;
DIALYSE;2019;300007119;340000264;112AX;;;;2;2;811;;;;;
DIALYSE;2019;300007119;340000264;1130X;;;;11;47;6815;;;;;
DIALYSE;2019;300007119;340000264;1140X;;;;12;18;2926;;;;;
DIALYSE;2019;300007119;340000264;TOT;0;;;;;;0;1;;;
DIALYSE;2019;300007168;340000264;1140X;;;;1;0;2;;;;;
DIALYSE;2019;300008588;940023849;112AX;;;;2;8;506;;;;;
DIALYSE;2019;300008588;940023849;112BA;;;;33;122;20471;;;;;
DIALYSE;2019;300008588;940023849;TOT;1;1;31;;;;;3;;28;
DIALYSE;2019;300008638;940023849;112AX;;;;2;3;181;;;;;
DIALYSE;2019;300008638;940023849;1130X;;;;14;28;4834;;;;;
DIALYSE;2019;300008638;940023849;TOT;0;;;;;;;;;2;
DIALYSE;2019;300017431;340000264;112AX;;;;2;6;1442;;;;;
DIALYSE;2019;300017431;340000264;112BA;;;;20;65;9119;;;;;
DIALYSE;2019;300017431;340000264;TOT;0;;;;;;0;2;;24;
DIALYSE;2019;300782117;300780038;112BA;;;;16;125;9825;;;;;
DIALYSE;2019;300782117;300780038;122AX;;;;4;0;;;;3;;
DIALYSE;2019;300782117;300780038;122BA;;;;4;0;;;;364;;
DIALYSE;2019;300782117;300780038;TOT;0;;;;;;2290;4;;92;12
DIALYSE;2019;300787421;340000264;112AX;;;;6;8;2405;;;;;
DIALYSE;2019;300787421;340000264;1130X;;;;21;95;13143;;;;;
DIALYSE;2019;300787421;340000264;1140X;;;;8;22;3524;;;;;
DIALYSE;2019;300787421;340000264;122AX;;;;1;1;;;;157;;
DIALYSE;2019;300787421;340000264;TOT;0;;;;;;0;2;;6;10
DIALYSE;2019;310006473;310002712;1140X;;;;6;5;758;;;;;
DIALYSE;2019;310006481;310000617;1140X;;;;8;12;1291;;;;;
DIALYSE;2019;310006481;310000617;TOT;0;;;;;;;;;6;
DIALYSE;2019;310011838;310002712;112AX;;;;1;0;0;;;;;
DIALYSE;2019;310011838;310002712;1130X;;;;12;20;3173;;;;;
DIALYSE;2019;310016977;310781406;112BE;;;;6;11;652;;;;;
DIALYSE;2019;310016977;310781406;1210;;;;;2;;;;730;;
DIALYSE;2019;310016977;310781406;121CE;;;;0;2;;;;730;;
DIALYSE;2019;310016977;310781406;122AX;;;;2;2;;;;45;;
DIALYSE;2019;310016977;310781406;122BE;;;;1;1;;;;99;;
DIALYSE;2019;310016977;310781406;TOT;0;;;;;;103;;;24;4
DIALYSE;2019;310018684;310000617;1140X;;;;8;12;1770;;;;;
DIALYSE;2019;310018684;310000617;TOT;0;;;;;;;;;4;
DIALYSE;2019;310019351;310781406;112BA;;;;32;148;21161;;;;;
DIALYSE;2019;310019351;310781406;122AX;;;;2;3;;;;48;;
DIALYSE;2019;310019351;310781406;122BA;;;;2;5;;;;177;;
DIALYSE;2019;310019351;310781406;TOT;0;;;;;;418;0;;68;13
DIALYSE;2019;310020169;310000633;112AX;;;;2;6;1042;;;;;
DIALYSE;2019;310020169;310000633;1130X;;;;11;41;6708;;;;;
