BOR;AN;FI;FI_EJ;UNI;LIT;JLI;SEJ;PAS;PAS0;JOU;pctEXT;IGC2med;SEJ80;EFFPL_MED;EFFPA_MED;ETP_MED;EFFPL_INFSP;EFFPA_INFSP;ETP_INFSP;EFFPL_INFNS;EFFPA_INFNS;ETP_INFNS;EFFPL_AID;EFFPA_AID;ETP_AID;EFFPL_KINE;EFFPA_KINE;ETP_KINE;EFFPL_APNM;EFFPA_APNM;ETP_APNM
REA;2019;630000479;630781110;REAADU;10;3650;378;389;12;3119;29;37;39;9;4;5.46;3;;0.73;28;2;23.36;15;2;13.86;3;1;0.66;1;1;1.32
REA;2019;630000479;630781110;SURVADU;5;1675;421;;;1626;;;;7;2;1.18;3;;0.6;26;2;5.71;15;2;2.49;3;1;0.33;1;1;0.6
REA;2019;630780211;630000107;SITOT;6;2190;881;;;1839;;;;;;;;;;;;;;;;;;;;;
REA;2019;630780211;630000107;SURVADU;8;2920;669;;;2129;;;;;14;4.2;;1;0.2;5;;5;1;;1;;3;0.3;;;
REA;2019;630780211;630000107;USIC;6;2190;881;;;1839;;;;;22;6.6;;1;0.2;4;;4;1;;1;;3;0.3;;;
REA;2019;630780369;630000164;SURVADU;4;1408;155;;;605;;;;1;;1;;;;;;;;;;;;;;;
REA;2019;630781268;630780989;AUTSI;14;5110;215;;;5153;;;;1;;0.7;;;;7;7;11.83;7;;7.28;;;;1;2;3.71
REA;2019;630781268;630780989;REAADU;15;5475;603;644;42;4618;30;46;56;10;;6.86;2;;2;35;11;44.69;22;2;28.97;;;;7;1;8.72
REA;2019;630781268;630780989;REAENF;4;1460;316;340;18;1617;16;;;7;1;5.53;3;2;4.77;3;1;3.84;2;1;3.53;;;;2;;1.93
REA;2019;630781268;630780989;SITOT;14;5110;215;;;5153;;;;;;;;;;;;;;;;;;;;;
REA;2019;630781268;630780989;SURVADU;8;2920;584;;;2587;;;;;;;;;;11;;11.03;9;1;4.95;;;;;;
REA;2019;630781268;630780989;SURVENF;16;4500;563;;;2957;;;;7;;3.7;7;5;10.78;4;4;7.75;14;1;13.46;;;;4;7;9.09
REA;2019;630781839;630000826;SURVADU;7;2555;531;;;1158;;;;13;6;1;;;;12;1;6.94;7;1;2.62;;;;;;
REA;2019;640000162;640780417;AUTSI;7;2555;97;;;2092;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
REA;2019;640000162;640780417;REAADU;15;5475;688;709;30;4517;9;42;106;9;2;7.92;1;0;1;33;3;39.57;22;2;22.22;0;0;0;1;0;0.78
REA;2019;640000162;640780417;SITOT;15;5357;1198;;;4706;;;;;;;;;;;;;;;;;;;;;
REA;2019;640000162;640780417;SIUNV;8;2802;1101;;;2614;;;;0;8;1.33;0;0;0;10;2;9.61;8;1;7.99;0;1;0.5;2;2;2.66
REA;2019;640000162;640780417;SURVADU;7;2547;749;;;1735;;;;2;3;1.39;0;0;0;11;0;10.39;6;0;6.07;0;0;0;0;0;0
REA;2019;640000162;640780417;SURVENF;3;1095;208;;;536;;;;0;2;0.7;21;8;26.81;5;0;4.78;9;6;14.04;0;0;0;2;3;3.45
REA;2019;640000410;640780821;SURVADU;8;2920;435;;;2133;;;;;13;1.5;;;;9;5;12.63;5;2;5.22;;;;;5;1.81
REA;2019;640000600;640781290;REAADU;20;7250;944;968;32;6173;15;41;170;0;12;6.95;1;1;1.38;52;12;46.52;32;9;27.66;0;1;0.76;4;2;3.62
REA;2019;640000600;640781290;REAENF;2;730;107;109;7;374;11;;;0;7;0.99;0;1;0.05;0;0;0;0;0;0;0;1;0.04;0;0;0
REA;2019;640000600;640781290;SITOT;14;4992;2087;;;3206;;;;;;;;;;;;;;;;;;;;;
REA;2019;640000600;640781290;SIUNV;6;2072;768;;;1619;;;;0;2;0.45;0;0;0;1;0;1;1;0;1;0;1;0.03;0;1;0.15
REA;2019;640000600;640781290;SURVADU;5;1810;444;;;1126;;;;0;6;1.46;1;1;0.42;48;12;11.43;31;9;10.89;0;1;0.08;2;2;1.26
REA;2019;640000600;640781290;SURVENF;4;1460;349;;;1099;;;;0;3;0.37;0;4;2.57;0;0;0;0;2;0.26;0;1;0.06;1;1;1.11
REA;2019;640000600;640781290;USIC;8;2920;1319;;;1587;;;;0;3;0.9;0;0;0;2;33;22.66;2;15;12.01;0;0;0;0;7;1.41
REA;2019;640016580;640010658;SITOT;16;5840;1913;;;4852;;;;;;;;;;;;;;;;;;;;;
REA;2019;640016580;640010658;USIC;16;5840;1913;;;4852;;;;;42;42;;;;15;1;15.26;16;;15.42;;;;;;
REA;2019;640017646;640017638;SURVADU;4;1460;446;;;981;;;;1;3;0.3;2;0;0.26;7;0;6.67;3;0;3;0;0;0;0;0;0
REA;2019;640018206;640012209;SURVADU;18;6570;1096;;;5762;;;;;63;7;1;;1.15;15;1;17.34;12;2;16.93;;;;;;
REA;2019;640019220;640000451;SURVADU;6;1824;335;;;866;;;;;7;0.2;;;;5;6;9.6;4;3;5.32;;;;;;
REA;2019;640780490;640000212;SURVADU;6;2190;323;;;1532;;;;;17;1;;;;4;2;5.66;3;2;3.73;;1;0.1;;;
REA;2019;640780938;640000451;SURVADU;8;486;68;;;254;;;;;7;0.2;;;;3;2;4.49;2;2;3.77;;;;;;
REA;2019;640780946;640000469;AUTSI;6;2190;530;;;1587;;;;;16;3;1;;1;6;1;6.8;5;0;5;;;;;;
REA;2019;640780946;640000469;SITOT;6;2190;530;;;1587;;;;;;;;;;;;;;;;;;;;;
REA;2019;640780946;640000469;SURVADU;6;2190;580;;;2311;;;;;32;3;1;;1;7;1;7.8;4;0;4;;;;;;
REA;2019;640780987;640000493;SURVADU;6;2190;1;;;2;;;;1;;1;;;;;;;;;;;;;;;
REA;2019;640781225;640000568;SITOT;8;2920;1544;;;2555;;;;;;;;;;;;;;;;;;;;;
REA;2019;640781225;640000568;SURVADU;6;2190;261;;;2330;;;;;21;21;;;;5;;5;5;;5;;;;;;
REA;2019;640781225;640000568;USIC;8;2920;1544;;;2555;;;;;16;16;;;;10;;10;4;1;4.62;;;;;;
REA;2019;650000045;650780158;SURVADU;10;3650;604;;;2231;;;;;;;;;;;;;;;;;;;;;
REA;2019;650000417;650783160;REAADU;12;4380;376;389;19;3069;9;45;52;7;;7;1;0;0.6;29;3;30.54;16;4;18.7;0;0;0;4;0;3.1
REA;2019;650000417;650783160;SITOT;14;5110;1439;;;3987;;;;;;;;;;;;;;;;;;;;;
REA;2019;650000417;650783160;SIUNV;4;1460;452;;;1347;;;;1;;0.3;;;;;;;;;;;;;;;
REA;2019;650000417;650783160;SURVADU;8;2920;306;;;1423;;;;14;;14;1;0;0.4;6;0;7.08;6;2;7.1;0;0;0;1;0;0.5
REA;2019;650000417;650783160;USIC;10;3650;987;;;2640;;;;4;;4;1;0;1;17;0;18.23;8;2;9.53;0;0;0;2;1;2.67
REA;2019;650002579;650000243;SURVADU;6;2190;358;;;1760;;;;;5;5;1;;0.5;11;1;11.8;8;;8;;;;;3;3
REA;2019;650780679;650000243;SITOT;8;2920;491;;;2434;;;;;;;;;;;;;;;;;;;;;
REA;2019;650780679;650000243;SURVADU;8;2920;311;;;2008;;;;2;;1;1;;0.5;6;1;6.5;6;;6;;;;2;;2
REA;2019;650780679;650000243;USIC;8;2920;491;;;2434;;;;15;;1;1;;0.5;3;;3;4;;4;;;;2;;2
REA;2019;650784218;650780174;SURVADU;5;1825;476;;;1383;;;;;1;0.15;;1;0.25;7;1;6.88;6;1;6.8;;;;;;
REA;2019;660000084;660780180;AUTSI;8;2920;435;;;3686;;;;3;;2.5;;;;;;;;;;;;;;;
REA;2019;660000084;660780180;REAADU;24;8760;1101;1138;81;7456;8;41;83;8;;8.3;2;1;2.84;62;10;69.48;48;3;48.58;;;;1;1;2.64
REA;2019;660000084;660780180;SITOT;24;8760;2182;;;8595;;;;;;;;;;;;;;;;;;;;;
REA;2019;660000084;660780180;SIUNV;8;2920;980;;;2465;;;;4;;3.5;;;;;;;;;;;;;;;
REA;2019;660000084;660780180;SURVADU;12;4380;905;;;3915;;;;5;;4.7;;;;;;;;;;;;;;;
REA;2019;660000084;660780180;USIC;8;2920;767;;;2444;;;;4;;3.5;;;0.42;12;1;13.75;7;;6.5;;;;;;
REA;2019;660006305;660006297;SURVADU;8;2920;307;;;1363;;;;;;;;;;7;;7;1;;1;;;;;;
REA;2019;660780784;660000407;REAADU;8;2920;649;689;14;2565;8;29;71;11;;11;1;;1;14;1;14.7;8;;8;2;;2;3;;3
REA;2019;660780784;660000407;SITOT;8;2920;1257;;;2989;;;;;;;;;;;;;;;;;;;;;
REA;2019;660780784;660000407;SURVADU;12;4380;829;;;4247;;;;11;;11;1;;1;7;2;7.7;9;;9;2;;2;2;;2
REA;2019;660780784;660000407;USIC;8;2920;1257;;;2989;;;;8;12;10;1;;1;9;;9;4;2;5.3;2;;2;2;;2
REA;2019;660790387;660790379;SURVADU;10;3650;867;;;2217;;;;1;;1;1;;1;9;5;10.17;2;;2;;;;;;
REA;2019;670000025;670780055;AUTSI;7;2555;582;;;2194;;;;1;1;1.5;1;0;0.08;14;3;16.82;3;0;3;0;0;0;2;1;2.01
REA;2019;670000025;670780055;REAADU;54;19710;2840;3046;101;16618;3;45;416;22;2;17.93;2;2;3.01;115;26;135.3;46;14;54.37;0;0;0;1;2;2.61
REA;2019;670000025;670780055;SITOT;32;11680;3351;;;9524;;;;;;;;;;;;;;;;;;;;;
REA;2019;670000025;670780055;SURVADU;33;12045;1749;;;10465;;;;24;;3.37;0;4;1.35;40;12;43.35;10;5;13.3;0;0;0.34;7;2;8.26
REA;2019;670000025;670780055;USIC;25;9125;2769;;;7330;;;;6;;2;1;1;1.9;31;6;35.76;14;1;11.8;0;0;0;9;2;7.54
REA;2019;670000033;670780063;SURVADU;;1284;279;;;480;;;;;;;;;;;;;;;;;;;;;
REA;2019;670000157;670780337;REAADU;12;4380;584;599;37;4158;5;51;146;8;1;8.05;0;1;0.86;29;3;30.74;10;2;11.64;0;1;0.35;4;3;6.14
REA;2019;670000157;670780337;SITOT;14;5110;1686;;;4174;;;;;;;;;;;;;;;;;;;;;
REA;2019;670000157;670780337;SURVADU;4;1460;277;;;755;;;;1;1;1.5;0;1;0.29;9;2;10.44;2;1;2.71;0;1;0.12;1;2;2.14
REA;2019;670000157;670780337;SURVENF;4;1460;204;;;911;;;;1;1;1.25;;;;3;2;3.2;3;1;3.25;;1;0.03;2;3;2.88
REA;2019;670000157;670780337;USIC;14;5110;1686;;;4174;;;;;5;2.6;0;1;0.67;14;15;25.77;8;2;9.16;0;1;0.05;2;4;4.51
REA;2019;670000165;670780345;REAADU;8;2920;293;297;10;2535;18;49;68;5;0;5;1;0;0.14;15;6;20.71;8;6;12.16;0;0;0;4;2;2.58
REA;2019;670000165;670780345;SURVADU;4;1460;321;;;1010;;;;1;0;0.3;1;0;0.07;8;3;2.19;8;1;1.78;;;;3;1;0.75
REA;2019;670000272;670780543;SURVADU;8;2920;466;;;1909;;;;3;1;4.56;;1;0.17;6;8;12.5;;1;0.5;;2;0.5;;2;0.5
REA;2019;670000397;670017755;SURVADU;8;2920;438;;;2419;;;;2;1;1.98;;;;10;5;15.05;4;;4.58;;;;4;1;3.72
REA;2019;670018068;670017847;SITOT;12;4380;324;;;809;;;;;;;;;;;;;;;;;;;;;
REA;2019;670018068;670017847;SURVADU;15;5475;1311;;;3682;;;;;;;1;;1;25;1;25.44;7;;6.67;;;;;;
REA;2019;670018068;670017847;USIC;12;4380;324;;;809;;;;;;;;;;12;3;4.45;6;;1.92;;;;;;
REA;2019;670020098;670016914;AUTSI;18;792;35;;;255;;;;;;;;;;;;;;;;;;;;;
REA;2019;670020098;670016914;SITOT;18;792;35;;;255;;;;;;;;;;;;;;;;;;;;;
REA;2019;670020098;670016914;SURVADU;10;440;16;;;31;;;;;;;;;;;;;;;;;;;;;
REA;2019;670780113;670780055;SURVADU;4;1460;262;;;192;;;;9;;0.1;;;;4;5;6.36;3;1;3.83;;;;;;
REA;2019;670780170;670000116;SITOT;0;3264;819;;;2587;;;;;;;;;;;;;;;;;;;;;
REA;2019;670780170;670000116;SURVADU;15;5867;1441;;;3618;;;;9;;8;;;;6;7;11.96;3;3;4.91;;;;;;
REA;2019;670780170;670000116;USIC;0;3264;819;;;2587;;;;0;;;;;;8;2;7.91;10;1;10.55;;;;;;
REA;2019;670780188;670014604;SURVADU;6;2190;279;;;1047;;;;;4;2;1;;1;14;6;18.17;5;1;5.26;;;;4;;4
REA;2019;670780212;670014604;SURVADU;6;2190;434;;;1005;;;;;;;1;;1;12;3;12.9;;;;;;;;;
REA;2019;670780378;670000785;SURVADU;5;1825;334;;;1250;;;;6;;6;;;;6;3;7.23;;;;;;;;;
REA;2019;670780386;670000199;SURVADU;12;4380;706;;;2828;;;;0;;;;;;4;;4;2;;2;;;;;;
REA;2019;670783273;670780055;AUTSI;30;10950;1317;;;9878;;;;4;4;2.33;1;0;1;20;8;23.8;2;3;2.47;0;0;0;2;1;2.8
REA;2019;670783273;670780055;REAADU;48;16790;1586;1720;190;14657;4;45;216;20;2;14.63;4;1;4.02;104;30;124.03;36;12;44.94;0;4;0.37;26;5;27.09
REA;2019;670783273;670780055;REAENF;12;4380;474;536;115;2302;4;;;5;2;3.6;17;14;23.87;10;6;13.04;3;0;2.28;0;0;0;1;2;2.13
REA;2019;670783273;670780055;SITOT;46;16790;2322;;;15406;;;;;;;;;;;;;;;;;;;;;
REA;2019;670783273;670780055;SIUNV;16;5840;1005;;;5528;;;;5;2;0.45;1;0;1;20;2;22.34;6;4;8.96;0;0;0;2;2;2.91
REA;2019;670783273;670780055;SURVADU;45;16425;2154;;;15429;;;;32;16;10.7;1;2;3.11;57;37;80.23;19;11;26.44;0;6;0.03;2;19;5.85
REA;2019;670783273;670780055;SURVENF;30;10950;2493;;;11482;;;;20;1;2.7;10;3;11.85;6;3;8.06;2;3;4.4;0;0;0;5;2;6.85
REA;2019;680000320;680000643;SITOT;13;4745;1566;;;4580;;;;;;;;;;;;;;;;;;;;;
REA;2019;680000320;680000643;SURVADU;4;1460;400;;;805;;;;7;;7;4;1;4.8;;;;2;;2;;;;;;
REA;2019;680000320;680000643;USIC;13;4745;1566;;;4580;;;;9;;9;;;;23;2;25;5;;5;;;;;;
REA;2019;680000494;680000643;SURVADU;12;4380;1007;;;2492;;;;;;;;;;15;4;18.58;;;;;;;;;
REA;2019;680000544;680020336;SURVADU;7;2555;366;;;2009;;;;;1;0.85;;1;0.5;10;;10.64;;;;;;;;;
REA;2019;680000684;680000973;AUTSI;8;2920;188;;;2213;;;;8;;1.11;;;;11;4;14.18;4;1;3.54;;;;;;
REA;2019;680000684;680000973;REAADU;30;10944;1357;1461;74;9100;4;38;268;36;2;12.68;2;;1.8;47;20;75.6;21;2;14.78;;;;16;3;13.75
REA;2019;680000684;680000973;SITOT;18;6570;1510;;;5039;;;;;;;;;;;;;;;;;;;;;
REA;2019;680000684;680000973;SIUNV;4;1460;468;;;1139;;;;9;;0.95;1;;0.1;19;6;6;16;9;4;;;;6;3;0.5
REA;2019;680000684;680000973;SURVADU;10;3650;972;;;2342;;;;28;1;3.09;1;;0.2;47;20;12.7;21;2;10;;;;13;2;4.4
REA;2019;680000684;680000973;SURVENF;11;4015;1229;;;1983;;;;18;11;0.9;4;2;4.24;1;8;8.29;4;;4.21;;;;1;;1
REA;2019;680000684;680000973;USIC;6;2190;854;;;1687;;;;12;;1.77;;;;11;12;19.67;;;;;;;1;;0.98
REA;2019;680001195;680000643;SITOT;14;5110;969;;;4482;;;;;;;;;;;;;;;;;;;;;
REA;2019;680001195;680000643;SURVADU;14;5110;969;;;4190;;;;2;;2;1;;1;13;5;15.08;3;2;4.36;;;;;;
REA;2019;680001195;680000643;USIC;14;5110;969;;;4482;;;;2;1;2;;;;15;8;24.06;;5;4.16;;;;;;
REA;2019;680004546;680020336;AUTSI;4;1460;589;;;2064;;;;;8;1.35;;1;0.5;7;16;13.05;;5;1.7;;1;0.16;;;
REA;2019;680004546;680020336;REAADU;36;13140;1260;1315;45;11483;4;42;206;11;6;14.17;3;;2.25;98;1;98.38;43;2;42.71;;2;1.3;4;2;4.14
REA;2019;680004546;680020336;SITOT;27;9855;2332;;;8391;;;;;;;;;;;;;;;;;;;;;
REA;2019;680004546;680020336;SIUNV;4;1460;301;;;1218;;;;;3;0.9;;;;3;5;7.4;5;1;5.5;;;;;3;0.62
REA;2019;680004546;680020336;SURVADU;38;13870;1843;;;12921;;;;;16;2.73;;4;0.91;31;26;41.76;10;34;14.89;;2;0.57;;5;1.82
REA;2019;680004546;680020336;SURVENF;8;2920;622;;;2093;;;;;2;1.5;10;1;9.13;4;;3.85;3;;2.75;;1;0.6;;5;1.31
REA;2019;680004546;680020336;USIC;19;6935;1442;;;5109;;;;;12;4.26;;2;0.35;;27;15.55;2;7;7.74;;;;1;3;2.1
REA;2019;680020088;680020062;SURVADU;8;2920;643;;;2221;;;;2;4;3.5;1;0;1;8;1;8.8;5;;6.7;;;;;;
REA;2019;690000427;750721334;SURVADU;4;1460;492;;;639;;;;1;;0.7;1;;0.12;9;4;1.74;11;1;1.47;;;;4;;0.8
REA;2019;690000575;690782222;REAADU;8;2820;324;330;20;2736;15;45;66;2;4;4.02;0;;;;29;17.18;;18;10.06;0;0;0;;1;1.56
REA;2019;690000575;690782222;SITOT;14;5110;1309;;;4357;;;;;;;;;;;;;;;;;;;;;
REA;2019;690000575;690782222;SIUNV;6;2190;551;;;2029;;;;0;5;1.43;0;0;0;0;18;5.85;0;8;1.64;0;0;0;0;1;0.68
REA;2019;690000575;690782222;SURVADU;8;2920;597;;;3044;;;;0;4;1.61;0;0;0;0;29;9.32;0;18;7.34;0;0;0;0;1;0.84
REA;2019;690000575;690782222;SURVENF;10;2456;854;;;3673;;;;0;13;1.54;0;5;0.86;0;22;4.2;0;0;0;0;0;0;0;0;0
REA;2019;690000575;690782222;USIC;8;2920;758;;;2328;;;;0;9;2.14;0;0;0;0;11;6.39;0;6;3.05;0;0;0;0;1;1.14
REA;2019;690000880;690783220;AUTSI;20;7300;557;;;6967;;;;8;0;3.42;1;2;0.91;11;24;19.5;8;10;6.07;;;;0;0;0
REA;2019;690000880;690783220;SITOT;20;7300;557;;;6967;;;;;;;;;;;;;;;;;;;;;
REA;2019;690000880;690783220;SURVADU;8;2920;746;;;2548;;;;10;6;0.38;0;1;0.21;8;6;9;7;4;8.84;1;;0.94;0;0;0
REA;2019;690007539;690781810;REAENF;17;6205;1195;1308;470;5890;6;;;6;3;8.13;26;7;30.04;28;10;35.82;33;6;34.34;;;;7;2;8.11
REA;2019;690007539;690781810;SURVENF;27;9571;2016;;;7858;;;;;;;;;;;;;;;;;;;;;
REA;2019;690019849;690781810;AUTSI;15;5475;187;;;3604;;;;1;1;1.47;10;;9.21;8;;7.21;16;1;15.82;;;;7;;6.3
REA;2019;690019849;690781810;SITOT;15;5475;187;;;3604;;;;;;;;;;;;;;;;;;;;;
REA;2019;690023239;690000146;SURVADU;6;1740;751;;;812;;;;;14;0.17;;1;0.5;5;;4.8;;1;1.99;;;;;;
REA;2019;690023411;690000252;SURVADU;24;8760;1680;;;8281;;;;9;;3;1;;1;14;4;13.02;7;1;6.91;;;;;;
REA;2019;690041124;690000724;AUTSI;12;4184;825;;;3395;;;;;;;1;;0.8;14;4;15.2;5;1;5.68;;;;1;;0.02
REA;2019;690041124;690000724;REAADU;20;6130;682;718;53;5895;48;38;178;4;23;4;2;;1.16;66;14;42.11;26;9;29.86;;;;3;;2
REA;2019;690041124;690000724;SITOT;24;8444;1995;;;6745;;;;;;;;;;;;;;;;;;;;;
REA;2019;690041124;690000724;SURVADU;18;5978;1266;;;4475;;;;;;;1;;0.8;7;2;8.97;4;1;5.14;;;;;;
REA;2019;690041124;690000724;USIC;12;4260;1170;;;3350;;;;;;;2;;1;16;4;13.2;20;4;12.4;;;;;;
REA;2019;690780358;690000195;SURVADU;4;1460;287;;;945;;;;;25;25;;1;0.2;2;1;2.3;1;2;2.1;;;;;;
REA;2019;690780366;690000203;SURVADU;4;1460;210;;;932;;;;10;;1;;;;4;1;4.8;1;1;1.5;;;;;;
REA;2019;690780390;690000229;SITOT;6;2190;810;;;1793;;;;;;;;;;;;;;;;;;;;;
REA;2019;690780390;690000229;SURVADU;12;4380;500;;;2865;;;;8;;8;;1;0.67;9;1;7.94;8;1;8.64;;;;;;
REA;2019;690780390;690000229;USIC;6;2190;810;;;1793;;;;10;6;13;;1;0.33;5;1;3.96;4;1;4.33;;;;;;
REA;2019;690780416;690031190;SURVADU;8;2920;321;;;1672;;;;6;;6;;;;4;9;9.05;2;1;2.42;;;;;;
REA;2019;690780648;690036900;AUTSI;6;2190;796;;;2436;;;;1;;1;;1;0.7;;6;6.15;;3;3.47;;1;0.15;;;
REA;2019;690780648;690036900;REAADU;8;2920;351;370;16;2617;23;39;85;1;;1;;1;0.75;;6;6.6;;3;3.73;;1;0.4;;;
REA;2019;690780648;690036900;SITOT;14;5110;1648;;;5021;;;;;;;;;;;;;;;;;;;;;
REA;2019;690780648;690036900;SURVADU;12;4380;639;;;2978;;;;1;;1;;1;0.85;;7;7.51;;4;4.25;;1;0.25;;;
REA;2019;690780648;690036900;USIC;8;2920;852;;;2585;;;;1;;1;;1;0.75;;6;6.52;;3;3.69;;1;0.2;;;
REA;2019;690780655;690000377;SURVADU;4;1460;345;;;677;;;;;;;1;;0.17;5;2;0.7;6;2;0.7;;;;;;
REA;2019;690780663;690000385;SURVADU;6;2040;66;;;340;;;;8;;0.8;;;;;;;;;;;;;;;
REA;2019;690783154;690781810;AUTSI;6;2186;251;;;1651;;;;1;2;1.07;;;0.25;;;4.23;;;2.67;;;;1;;1.5
REA;2019;690783154;690781810;REAADU;46;16196;3260;3478;861;14316;9;40;462;18;7;10.56;3;1;2.69;137;9;119.62;88;2;81.15;;;5.05;15;1;14.07
REA;2019;690783154;690781810;SITOT;6;2186;251;;;1651;;;;;;;;;;;;;;;;;;;;;
REA;2019;690783154;690781810;SURVADU;19;5430;2770;;;8165;;;;8;;3.11;;;0.25;11;1;25;4;1;13.64;;;2.35;1;;3.23
REA;2019;690784137;690781810;AUTSI;65;21996;1463;;;23033;;;;8;2;7.58;4;;4.52;72;19;93.32;50;10;63.92;2;;1.25;6;2;6.89
REA;2019;690784137;690781810;REAADU;30;10143;1852;2164;728;8424;9;36;239;7;8;8.88;;1;0.9;55;9;69.49;30;7;41.2;2;1;2.51;8;;7.78
REA;2019;690784137;690781810;SITOT;65;21996;1463;;;23033;;;;;;;;;;;;;;;;;;;;;
REA;2019;690784137;690781810;SURVADU;14;4932;1020;;;4650;;;;;;;1;;1;16;3;17.46;13;1;12.28;;1;1;4;1;3.62
REA;2019;690784152;690781810;REAADU;25;9051;1310;1401;113;7841;15;45;243;7;3;3.92;4;;3.06;61;3;60.94;43;4;41.89;1;1;2.08;6;;4.95
REA;2019;690784152;690781810;SITOT;10;3570;1287;;;2980;;;;;;;;;;;;;;;;;;;;;
REA;2019;690784152;690781810;SURVADU;17;5997;1493;;;4892;;;;1;;2.48;;;0.94;13;;17.54;4;;7.86;1;;1;;;1.63
REA;2019;690784152;690781810;USIC;10;3570;1287;;;2980;;;;1;1;0.55;1;;1;15;2;12.16;8;1;8.87;;;0.3;;;0.31
REA;2019;690784178;690781810;REAADU;20;7004;592;631;39;6112;21;34;26;5;;4.65;1;;0.79;63;;65.06;35;;34.65;;;;7;1;7.42
REA;2019;690784178;690781810;SITOT;12;4104;2020;;;3443;;;;;;;;;;;;;;;;;;;;;
REA;2019;690784178;690781810;SIUNV;12;4104;2020;;;3443;;;;2;1;1.52;;;1.04;;;11.84;;;11.8;;;;2;;4.53
REA;2019;690784178;690781810;SURVADU;10;3650;985;;;3246;;;;1;;1;;;;;;;;;;;;;;;
REA;2019;690784186;690781810;REAADU;20;6768;1484;1568;59;5730;15;33;133;6;;2.27;4;;3.32;71;4;61.15;29;3;25.82;;;;7;1;7.5
REA;2019;690784186;690781810;REAENF;13;4711;456;664;26;4408;26;;;2;5;7.24;;;5.2;;;17.02;;;8.94;;;;;;2.76
REA;2019;690784186;690781810;SITOT;16;5736;1596;;;4749;;;;;;;;;;;;;;;;;;;;;
REA;2019;690784186;690781810;SURVADU;18;4380;1029;;;3750;;;;;;1.22;;;0;14;;13.62;9;;9.74;;;;3;1;4.05
REA;2019;690784186;690781810;SURVENF;6;2190;554;;;3292;;;;;;;;;;;;;;;;;;;;;
REA;2019;690784186;690781810;USIC;16;5736;1596;;;4749;;;;2;1;1.74;1;;0.75;32;;23.39;27;2;19.76;;;;6;;5.17
REA;2019;690793468;690002068;AUTSI;6;2190;234;;;530;;;;13;;11;1;;0.25;10;6;6.43;2;3;1.79;3;3;1;;;
REA;2019;690793468;690002068;REAADU;8;2920;606;641;15;3004;25;30;126;13;;11;1;;0.59;13;7;15.01;3;4;4.19;3;3;1.5;;;
REA;2019;690793468;690002068;SITOT;12;4380;947;;;2233;;;;;;;;;;;;;;;;;;;;;
REA;2019;690793468;690002068;SURVADU;10;3164;634;;;2476;;;;22;5;23.4;1;1;0.27;8;11;7.99;4;5;3.67;3;3;1;;;
REA;2019;690793468;690002068;USIC;6;2190;713;;;1703;;;;9;8;9.8;;1;0.26;11;10;5.65;7;7;4.78;3;3;1;;;
REA;2019;690805361;690805353;REAADU;12;4380;569;596;49;3550;20;39;123;;8;4.55;;1;0.54;;55;27.04;;26;14.97;;3;2;;3;1.39
REA;2019;690805361;690805353;SITOT;8;2920;1131;;;2437;;;;;;;;;;;;;;;;;;;;;
REA;2019;690805361;690805353;SURVADU;10;3650;853;;;2034;;;;;12;1.53;;1;0.2;;55;10.31;;26;2.78;;3;0.5;;4;1.09
REA;2019;690805361;690805353;USIC;8;2920;1131;;;2437;;;;;6;1.9;;1;0.16;;55;8.14;;26;7.19;;3;0.2;;3;0.75
REA;2019;690807367;690003447;SURVADU;7;2555;768;;;1684;;;;;11;1.2;;1;0.5;4;2;5.2;6;1;6.16;;9;0.7;;;
REA;2019;700000011;700780026;SURVADU;9;3285;789;;;2717;;;;4;1;2.05;;;;6;3;7.6;4;3;6.4;;;;1;;0.5
REA;2019;700000029;700004591;REAADU;12;4380;400;418;27;3468;4;47;85;8;1;8;12;22;26.62;;;;4;15;14.29;;;;1;5;4.2
REA;2019;700000029;700004591;SITOT;12;4380;1382;;;3651;;;;;;;;;;;;;;;;;;;;;
REA;2019;700000029;700004591;SIUNV;4;1460;378;;;1291;;;;1;1;1.2;;2;0.33;;;;;2;0.09;;;;;;
REA;2019;700000029;700004591;SURVADU;12;4380;883;;;3552;;;;;;;6;23;11.3;;;;3;18;8.06;;;;;6;1.4
REA;2019;700000029;700004591;USIC;8;2920;1004;;;2360;;;;;;;;23;6.85;;;;1;17;5.65;;;;;;
REA;2019;700780174;700000052;SURVADU;4;1460;182;;;231;;;;1;;1;;1;0.5;9;;9;3;;3;;;;;;
REA;2019;710006859;710000118;SURVADU;5;1825;316;;;1514;;;;;;;;;;5;;5;4;5;4.8;;;;;;
REA;2019;710010067;710780644;SURVADU;6;2190;489;;;1878;;;;1;;1;2;;0.55;11;4;11.48;5;1;3.83;;;;;1;0.43
REA;2019;710010786;710781451;SURVADU;4;1460;200;;;1320;;;;;1;0.17;1;;0.2;15;3;3.5;8;4;2.36;;;;3;2;1.08
REA;2019;710780917;710000274;SURVADU;18;6570;1110;;;3803;;;;10;;10;;;;;;;;;;;;;;;
REA;2019;710781824;710000464;SURVADU;5;1825;1207;;;1308;;;;16;12;1.92;3;;0.26;15;;0.78;19;;0.92;5;1;0.3;8;;0.37
REA;2019;710978263;710780958;AUTSI;2;730;66;;;595;;;;5;;0.2;;;;;;;;;;;;;;;
