BOR;AN;FI;FI_EJ;UNI;LIT;JLI;SEJ;PAS;PAS0;JOU;pctEXT;IGC2med;SEJ80;EFFPL_MED;EFFPA_MED;ETP_MED;EFFPL_INFSP;EFFPA_INFSP;ETP_INFSP;EFFPL_INFNS;EFFPA_INFNS;ETP_INFNS;EFFPL_AID;EFFPA_AID;ETP_AID;EFFPL_KINE;EFFPA_KINE;ETP_KINE;EFFPL_APNM;EFFPA_APNM;ETP_APNM
REA;2019;310781000;310788880;SITOT;17;6205;2336;;;6383;;;;;;;;;;;;;;;;;;;;;
REA;2019;310781000;310788880;SIUNV;5;1825;354;;;2093;;;;4;;4;;;;6;1;7.6;5;;4.04;;1;1;;1;0.14
REA;2019;310781000;310788880;SURVADU;12;4380;898;;;4945;;;;5;;5;;;;19;4;13.8;18;3;13.31;;1;1;2;;1.98
REA;2019;310781000;310788880;USIC;12;4380;1982;;;4290;;;;15;;15;;;;12;4;15.69;8;2;8.86;;1;1;3;1;2.1
REA;2019;310781505;310000492;REAADU;8;2920;565;577;11;3646;3;32;150;4;;;;1;0.33;11;2;11;4;4;6;;;;2;1;2
REA;2019;310781505;310000492;SURVADU;10;3650;586;;;2517;;;;4;;;;1;0.33;11;2;11;4;4;6;;;;2;1;2
REA;2019;310782016;310000617;AUTSI;8;2920;335;;;2364;;;;;8;2;1;;1;9;;9;5;;5;;2;0.25;2;1;2.2
REA;2019;310782016;310000617;SITOT;8;2920;335;;;2364;;;;;;;;;;;;;;;;;;;;;
REA;2019;310782016;310000617;SURVADU;18;6570;901;;;5563;;;;;8;2;1;;1;11;;11;7;;7;;2;0.25;2;1;2.2
REA;2019;310783048;310781406;AUTSI;10;3650;2110;;;4863;;;;;11;1.56;;1;0.77;15;6;24.21;8;;14.61;;5;1;;5;0.5
REA;2019;310783048;310781406;REAADU;36;13128;1644;2418;838;11107;8;45;161;3;26;10.09;5;;3.73;97;20;101.61;54;21;65.19;3;1;4;;3;0.82
REA;2019;310783048;310781406;SITOT;26;9490;3912;;;10123;;;;;;;;;;;;;;;;;;;;;
REA;2019;310783048;310781406;SIUNV;16;5840;1802;;;5260;;;;1;5;2.55;1;;1;21;4;22.74;21;4;21.86;;5;1;;2;0.2
REA;2019;310783048;310781406;SURVADU;28;9774;2013;;;9064;;;;;35;3.51;1;2;1.29;27;12;28.29;22;13;25.52;;6;2;;3;0.4
REA;2019;310783055;310781406;AUTSI;20;6186;2572;;;5327;;;;;11;0.84;1;;1.59;30;1;25.58;23;1;18.82;;10;1;;3;1
REA;2019;310783055;310781406;REAADU;51;18575;2642;3224;557;16650;10;41;250;12;22;11.81;3;1;3.9;142;19;144.25;99;3;94.8;4;3;5;4;4;3.18
REA;2019;310783055;310781406;SITOT;40;13478;5239;;;11755;;;;;;;;;;;;;;;;;;;;;
REA;2019;310783055;310781406;SURVADU;108;31131;5898;;;32912;;;;28;24;9.61;12;1;5.34;69;14;79.6;78;12;72.7;;10;3;;3;0.7
REA;2019;310783055;310781406;USIC;20;7292;2667;;;6428;;;;14;0;4.25;1;;1.38;34;6;34.71;24;11;31.51;;;;;2;0.34
REA;2019;320000086;320780117;REAADU;8;2920;307;314;11;2183;12;40;70;4;1;4.8;1;0;1;14;3;15.8;11;3;12.5;0;0;0;1;6;3.95
REA;2019;320000086;320780117;SITOT;4;1460;471;;;1194;;;;;;;;;;;;;;;;;;;;;
REA;2019;320000086;320780117;SIUNV;4;1460;471;;;1194;;;;0;3;0.45;0;0;0;0;15;2.96;0;15;2.86;0;0;0;0;1;0.2
REA;2019;320000086;320780117;SURVADU;8;2920;1392;;;2679;;;;0;2;0.6;0;0;0;0;17;3.75;1;20;5.7;0;0;0;0;3;1.3
REA;2019;330000340;330780552;SURVADU;6;2190;543;;;1562;;;;18;;17.63;1;0;0.46;11;3;13.22;3;0;2.35;;;;;;
REA;2019;330000555;330781204;REAADU;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;
REA;2019;330000555;330781204;SITOT;4;1460;360;;;966;;;;;;;;;;;;;;;;;;;;;
REA;2019;330000555;330781204;SIUNV;4;1460;360;;;966;;;;4;;1;;;;11;4;3.74;8;4;3.75;;;;;;
REA;2019;330000555;330781204;SURVADU;8;2920;750;;;2829;;;;8;;3.2;;;;11;4;8.31;8;4;7.46;;;;2;;0.75
REA;2019;330000571;330781220;SURVADU;6;2190;987;;;2456;;;;7;7;2.15;1;;0.3;22;2;6.07;9;;4.52;1;;0.2;7;1;2.04
REA;2019;330000589;330027509;SURVADU;6;2190;514;;;2000;;;;0;0;0;0;1;0.5;6;3;8.09;5;1;5.87;0;0;0;0;1;0.43
REA;2019;330000605;330781253;REAADU;12;4380;583;612;50;4346;2;55;111;1;9;4.87;;;;32;3;31.19;18;0;17.7;;;;2;;1.29
REA;2019;330000605;330781253;SITOT;12;4380;1624;;;4188;;;;;;;;;;;;;;;;;;;;;
REA;2019;330000605;330781253;SIUNV;4;1460;464;;;1409;;;;;5;0.64;;;;;;;;;;;;;;;
REA;2019;330000605;330781253;SURVADU;8;2920;457;;;2580;;;;0;9;2.2;;;;8;2;9.47;6;;6.65;;;;2;2;3.7
REA;2019;330000605;330781253;SURVENF;4;1128;159;;;607;;;;2;;0.5;2;2;3.21;1;1;1.61;1;;0.87;;;;3;;3
REA;2019;330000605;330781253;USIC;8;2920;1160;;;2779;;;;;3;0.86;;;;;;;;;;;;;;;
REA;2019;330000662;330781329;SURVADU;6;2190;773;;;1100;;;;;1;0.95;;;;15;1;11.2;5;;3.26;;;;3;1;2.17
REA;2019;330780081;330000043;REAADU;13;4745;1214;1239;7;2615;12;25;126;;7;3;;2;0.62;17;;17;7;;7;;2;0.1;;;
REA;2019;330780081;330000043;SITOT;14;5110;1340;;;2781;;;;;;;;;;;;;;;;;;;;;
REA;2019;330780081;330000043;SURVADU;10;3650;1802;;;3417;;;;;6;3;;3;1.75;8;2;9.6;2;;2;;1;0.34;;;
REA;2019;330780081;330000043;USIC;14;5110;1340;;;2781;;;;;15;9;;3;1.25;20;;20;6;;3;;2;0.1;;;
REA;2019;330780115;330000076;SURVADU;6;2010;554;;;992;;;;8;;8;;;;5;;4.61;2;0;2;;3;0.5;;;
REA;2019;330780263;330000134;SURVADU;8;2920;667;;;2177;;;;;13;2.4;1;;0.2;6;3;7.83;4;3;5.01;;;;;;
REA;2019;330780479;330000274;REAADU;15;5475;412;423;26;4560;21;53;62;;7;1.6;;1;0.5;30;2;30.88;13;2;14.71;;;;1;;1
REA;2019;330780479;330000274;SITOT;16;5840;1736;;;5172;;;;;;;;;;;;;;;;;;;;;
REA;2019;330780479;330000274;SURVADU;30;10950;1748;;;7341;;;;;22;8;;1;0.5;8;3;9.5;5;;5;;;;;;
REA;2019;330780479;330000274;USIC;16;5840;1736;;;5172;;;;;14;8;;;;12;2;12;8;2;8.5;;;;;;
REA;2019;330780495;330796392;SURVADU;6;2190;441;;;1685;;;;;;;4;8;6.52;;;;2;14;6.22;;;;;;
REA;2019;330780503;330000308;SITOT;12;4380;1241;;;3639;;;;;;;;;;;;;;;;;;;;;
REA;2019;330780503;330000308;SURVADU;6;2190;559;;;1635;;;;;;;;;;5;;5;5;;5;;;;;;
REA;2019;330780503;330000308;USIC;12;4380;1241;;;3639;;;;2;9;6.5;1;;1;12;;12;7;1;7.5;;;;;;
REA;2019;330780529;330796392;SURVADU;6;2190;468;;;1776;;;;;3;1.97;;1;0.41;11;1;12.1;5;1;5.13;;;;;;
REA;2019;330780537;330000324;SURVADU;8;2920;724;;;2801;;;;7;5;10;1;1;1.5;7;1;7.5;2;;2;;;;2;;2
REA;2019;330781303;750821092;REAADU;9;3285;334;336;18;1929;51;48;89;10;1;8.71;1;0;2.23;22;1;24.1;10;0;10.16;0;0;0;6;1;7.01
REA;2019;330781352;330781196;REAADU;8;2800;418;422;42;2293;28;42;22;4;;2.8;2;;2;32;8;26.99;20;2;17.28;;;;10;2;4.87
REA;2019;330781352;330781196;SITOT;8;2800;711;;;2162;;;;;;;;;;;;;;;;;;;;;
REA;2019;330781352;330781196;SURVADU;6;2100;524;;;1800;;;;3;0;1.2;;;;1;;1;3;1;3.07;;;;1;2;1.52
REA;2019;330781352;330781196;USIC;8;2800;711;;;2162;;;;1;;0.4;;1;0.9;22;2;14.62;15;2;9.12;;;;6;2;4.71
REA;2019;330781360;330781196;AUTSI;5;1750;54;;;1359;;;;1;;0.3;1;;0.2;11;0;8.02;6;4;8.36;;;;1;1;1.9
REA;2019;330781360;330781196;REAADU;72;25200;5704;6968;3040;22729;15;27;975;26;3;20.05;5;;4.02;224;34;181.24;123;39;115.97;;;;17;11;18.79
REA;2019;330781360;330781196;REAENF;6;2190;356;390;30;2857;18;;;3;;2.05;1;;0.27;19;7;17.66;9;3;8.78;;;;1;1;1.36
REA;2019;330781360;330781196;SITOT;29;8750;1789;;;5710;;;;;;;;;;;;;;;;;;;;;
REA;2019;330781360;330781196;SIUNV;24;7000;1735;;;4351;;;;9;;4.5;1;;1;23;6;20.24;21;5;17.04;;;;7;1;4.04
REA;2019;330781360;330781196;SURVADU;64;22400;6745;;;14356;;;;15;;6.7;4;;2.48;89;24;83.23;78;13;67.72;;;;29;15;21.49
REA;2019;330781360;330781196;SURVENF;10;3250;822;;;2583;;;;5;;1.6;;;;10;11;9.17;7;4;8.36;;;;;;
REA;2019;330782582;330000928;REAADU;10;3650;277;290;6;2441;32;35;78;4;;4;;;;13;;12.69;7;;6.53;;;;;1;0.89
REA;2019;330782582;330000928;SURVADU;10;3650;301;;;1059;;;;4;;4;;;;13;;12.69;7;;6.53;;;;;1;0.89
REA;2019;330783648;330781196;AUTSI;22;8030;261;;;6951;;;;12;3;5;1;;0.5;23;29;27.92;18;19;22.64;;;;;;
REA;2019;330783648;330781196;REAADU;41;14965;2676;2921;137;17415;22;33;311;23;4;14;3;;3;105;36;102.34;70;22;67.18;;;;3;4;1.72
REA;2019;330783648;330781196;REAENF;6;2190;326;335;13;2036;13;;;7;1;5.2;1;;0.5;27;9;24.22;0;6;1.69;;;;3;1;3.2
REA;2019;330783648;330781196;SITOT;48;17520;2421;;;13791;;;;;;;;;;;;;;;;;;;;;
REA;2019;330783648;330781196;SURVADU;40;12800;2878;;;7938;;;;7;;5.6;2;;1;73;24;70.93;43;15;47.08;;;;9;;5.63
REA;2019;330783648;330781196;USIC;26;9490;2160;;;6840;;;;6;1;2.7;1;;1;25;58;34.5;25;50;26.61;;;;6;12;4
REA;2019;340000033;340780055;AUTSI;2;730;49;;;544;;;;3;;0.31;;2;0.06;;1;0.98;1;1;0.94;;;;1;2;0.66
REA;2019;340000033;340780055;REAADU;12;4380;504;509;23;3454;3;40;63;;7;5.1;1;1;1.35;27;7;29.18;17;2;15.98;;;;5;2;4.87
REA;2019;340000033;340780055;SITOT;18;6570;1552;;;5657;;;;;;;;;;;;;;;;;;;;;
REA;2019;340000033;340780055;SIUNV;8;2920;633;;;2434;;;;;3;0.96;;;;8;;7.29;6;2;5.81;;;;3;3;3.39
REA;2019;340000033;340780055;SURVADU;6;2190;527;;;1673;;;;;2;1.4;;;;2;1;2.56;5;;4.79;;;;1;;1
REA;2019;340000033;340780055;USIC;8;2920;870;;;2679;;;;;5;1.81;;1;0.5;8;5;12.12;11;3;11.53;;;;1;2;1.07
REA;2019;340000207;340780493;AUTSI;4;974;212;;;763;;;;11;1;0.3;;1;0.12;14;1;3.21;6;3;2.12;;;;1;;0.25
REA;2019;340000207;340780493;SITOT;4;974;212;;;763;;;;;;;;;;;;;;;;;;;;;
REA;2019;340000207;340780493;SURVADU;4;1946;379;;;1797;;;;11;1;0.9;;1;0.36;14;1;9.64;6;3;6.35;;;;1;;0.75
REA;2019;340000223;340011295;REAADU;8;2920;317;322;10;2035;1;41;76;9;0;2.82;0;0;0.33;20;3;16.02;10;2;7.86;0;0;0;3;0;2.18
REA;2019;340000223;340011295;SITOT;6;2190;633;;;1956;;;;;;;;;;;;;;;;;;;;;
REA;2019;340000223;340011295;SURVADU;4;1460;173;;;496;;;;8;0;0.71;0;0;0.11;7;1;4.58;2;2;2.16;0;0;0;3;0;0.29
REA;2019;340000223;340011295;USIC;6;2190;633;;;1956;;;;4;0;0.82;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
REA;2019;340009885;340009877;SURVADU;4;1460;270;;;475;;;;;1;0.5;1;;1;14;1;14.5;12;1;12;;1;0.2;;;
REA;2019;340015502;340000512;REAADU;16;5840;1020;1055;12;4446;6;30;126;17;;17;1;;1;25;1;25.55;13;2;16.17;;2;1;4;;4.01
REA;2019;340015502;340000512;SITOT;16;5840;1881;;;5889;;;;;;;;;;;;;;;;;;;;;
REA;2019;340015502;340000512;SIUNV;6;2190;508;;;2684;;;;7;;7;1;;1;4;;4;4;;4;1;;1;2;;2
REA;2019;340015502;340000512;SURVADU;20;7300;2488;;;5726;;;;17;;17;1;;1;15;;13.88;13;2;14.74;4;;4;4;;4
REA;2019;340015502;340000512;USIC;10;3650;1373;;;3205;;;;17;;17;1;;1;9;1;10.93;4;1;4.61;4;;4;2;;1.86
REA;2019;340015965;340000074;SURVADU;12;4380;1013;;;3262;;;;;11;2;1;;0.5;12;;11.5;5;;5;;;;;;
REA;2019;340022979;340000306;SURVADU;5;1825;551;;;762;;;;19;11;2.3;0;1;0.25;5;1;6.58;0;0;0;;;;;;
REA;2019;340780634;340000272;SURVADU;8;2920;697;;;2590;;;;;8;4;;;;5;7;8.5;3;3;5;;;;1;4;3.2
REA;2019;340780642;340785856;SURVADU;6;2190;392;;;1518;;;;1;;1;;;;6;;6;6;;6;;;;;;
REA;2019;340780667;340000280;AUTSI;6;2190;121;;;1717;;;;2;0;2;0;0;0;;;;;;;;;;;;
REA;2019;340780667;340000280;REAADU;10;3650;335;343;15;3217;16;43;87;5;;5;1;0;1;26;1;27.5;14;2;15.5;0;1;0.25;1;0;1
REA;2019;340780667;340000280;SITOT;14;5110;751;;;4467;;;;;;;;;;;;;;;;;;;;;
REA;2019;340780667;340000280;SURVADU;54;19710;2735;;;15860;;;;7;0;7;0;0;0;21;0;21;21;0;21;0;2;1;1;0;1
REA;2019;340780667;340000280;USIC;8;2920;630;;;2750;;;;7;0;7;1;0;1;10;0;10;7;0;7;;;;;;
REA;2019;340780675;340000298;AUTSI;6;2190;411;;;1565;;;;;;;;1;0.5;3;;3;2;;2;;;;1;1;1.75
REA;2019;340780675;340000298;SITOT;6;2190;411;;;1565;;;;;;;;;;;;;;;;;;;;;
REA;2019;340780675;340000298;SURVADU;12;4380;364;;;3159;;;;;;;;1;0.5;9;;9;2;;2;;;;1;1;1.25
REA;2019;340780717;340023225;SURVADU;5;1825;154;;;600;;;;5;;5;1;1;1.1;3;;3;1;1;1.1;;;;;1;0.3
REA;2019;340781608;340015171;AUTSI;2;730;45;;;622;;;;1;1;0.65;;;;5;4;0.3;5;4;0.5;;1;0.05;6;7;0.16
REA;2019;340781608;340015171;SITOT;2;730;45;;;622;;;;;;;;;;;;;;;;;;;;;
REA;2019;340782036;340780477;AUTSI;32;11680;569;;;10593;;;;3;9;3.05;;;;;;;;;;;;;;;
REA;2019;340782036;340780477;REAADU;16;5784;689;747;37;5162;25;41;73;5;12;7.9;;;;;;;;;;;;;;;
REA;2019;340782036;340780477;SITOT;32;11680;569;;;10593;;;;;;;;;;;;;;;;;;;;;
REA;2019;340782036;340780477;SURVADU;18;6570;1643;;;5848;;;;;20;1.7;;;;;;;;;;;;;;;
REA;2019;340782085;340780477;AUTSI;3;1095;165;;;758;;;;;4;0.46;5;;3.02;20;;19.14;16;;16.53;;;;;;
REA;2019;340782085;340780477;REAADU;16;5840;397;422;12;5303;12;44;28;7;6;7.52;3;;3;37;;35.67;24;;23.06;;;;;;
REA;2019;340782085;340780477;SITOT;19;6935;1389;;;5917;;;;;;;;;;;;;;;;;;;;;
REA;2019;340782085;340780477;SIUNV;16;5840;1224;;;5159;;;;;5;1.64;;;;6;;6.2;7;;6;;;;1;;0.5
REA;2019;340782085;340780477;SURVADU;20;6680;1747;;;5246;;;;;2;0.1;2;;1.1;29;;24.85;27;;23.12;;;;;;
REA;2019;340785161;340780477;AUTSI;22;8030;1506;;;7022;;;;;24;5.5;2;;2;46;;41.21;29;;27.17;;;;;;
REA;2019;340785161;340780477;REAADU;34;12410;1655;1699;247;12208;24;42;152;9;16;13.25;10;;9.31;102;;97.02;73;;71.5;;;;5;1;5.44
REA;2019;340785161;340780477;SITOT;22;8030;1506;;;7022;;;;;;;;;;;;;;;;;;;;;
REA;2019;340785161;340780477;SURVADU;12;3550;683;;;3311;;;;;17;1.29;1;;0.42;15;;13.01;12;;9.98;;;;;;
REA;2019;340785161;340780477;SURVENF;8;2920;287;;;1692;;;;;12;0.91;10;2;9.34;4;1;4.27;11;;9.7;;;;;;
REA;2019;340796663;340780477;AUTSI;22;8030;1098;;;6072;;;;1;11;4.77;33;1;32.17;8;3;8.79;23;3;22.33;;;;3;1;2.88
REA;2019;340796663;340780477;REAADU;14;5044;1163;1245;64;3923;16;35;122;;14;7.13;2;;2;44;1;43.95;25;;23.68;;;;;;
REA;2019;340796663;340780477;REAENF;4;1460;431;441;45;2071;45;;;;3;0.58;10;4;11.91;2;1;2.46;4;;3.93;;;;;1;0.5
REA;2019;340796663;340780477;SITOT;37;13495;3015;;;11122;;;;;;;;;;;;;;;;;;;;;
REA;2019;340796663;340780477;SURVADU;8;2920;1046;;;1962;;;;;13;0.81;;;;7;3;8.57;6;2;6.55;;;;;;
REA;2019;340796663;340780477;SURVENF;8;2064;222;;;814;;;;;1;0.5;4;3;5.12;;;;4;;3.83;;;;;;
REA;2019;340796663;340780477;USIC;15;5465;1917;;;5050;;;;;8;1.26;;;0.34;22;4;20.96;13;1;13.83;;;;;1;0.5
REA;2019;350000121;350000303;SURVADU;16;5840;2220;;;6185;;;;;;;11;2;12.66;0;2;1.65;11;1;11.79;;;;;;
REA;2019;350000139;350001137;SURVADU;6;2190;434;;;1520;;;;13;2;2.6;;;;8;2;2.6;6;2;2.6;;;;;;
REA;2019;350000147;350000022;REAADU;10;3650;499;519;34;2803;14;45;73;;8;4.99;1;0;1;18;17;25.38;6;18;15.27;;;;1;2;0.79
REA;2019;350000147;350000022;SITOT;14;5110;1440;;;4041;;;;;;;;;;;;;;;;;;;;;
REA;2019;350000147;350000022;SIUNV;6;2190;580;;;1809;;;;;5;0.69;;;;9;13;16.77;10;16;20.35;0;2;0.17;3;7;5.23
REA;2019;350000147;350000022;SURVADU;5;1825;558;;;1354;;;;;8;2.3;;;;0;12;5.63;0;14;6.3;;;;;;
REA;2019;350000147;350000022;USIC;8;2920;860;;;2232;;;;;6;1.42;;;;4;1;4.92;3;3;5.21;;;;;;
REA;2019;350000154;350000030;SURVADU;5;1825;411;;;1268;;;;9;3;0.57;1;;0.07;5;5;10.71;5;3;6.61;;;;2;1;0.56
REA;2019;350000162;350000048;SURVADU;4;1460;275;;;1147;;;;3;;1.38;;;;8;6;9.16;10;2;7.75;;;;1;;0.62
REA;2019;350000188;350000055;SURVADU;5;2098;465;;;1551;;;;4;0;1.9;1;;0.17;7;1;8.13;7;0;6.95;;;;;;0.25
REA;2019;350000196;350000311;SURVADU;5;1825;378;;;879;;;;7;;;1;;0.3;1;3;3.3;1;;1;;;;;;
REA;2019;350000741;350005179;AUTSI;54;19170;2516;;;16775;;;;47;5;8.16;2;0;2;46;29;67.1;35;17;47.12;;;;4;1;3.35
REA;2019;350000741;350005179;REAADU;50;18250;3185;3391;145;18520;16;32;220;20;2;12.57;5;0;4.72;97;18;107.87;64;5;67.39;;;;22;5;20.54
REA;2019;350000741;350005179;SITOT;84;29128;4738;;;25513;;;;;;;;;;;;;;;;;;;;;
REA;2019;350000741;350005179;SIUNV;10;2658;655;;;2049;;;;4;0;0.93;;;;3;1;2.57;6;4;2.98;;;;3;0;1.24
REA;2019;350000741;350005179;SURVADU;47;17155;3711;;;18938;;;;16;;3.02;;;;16;0;15.88;12;1;13.12;;;;;;0.21
REA;2019;350000741;350005179;USIC;20;7300;1567;;;6689;;;;4;1;1.23;2;0;1.69;20;11;28.53;18;6;23.29;;;;2;1;2.65
REA;2019;350002192;220020739;SITOT;12;4380;1499;;;3893;;;;;;;;;;;;;;;;;;;;;
REA;2019;350002192;220020739;SURVADU;6;2190;380;;;1672;;;;0;5;;;1;0.2;5;2;5.5;1;5;4.5;;2;;0;2;0.25
REA;2019;350002192;220020739;USIC;12;4380;1499;;;3893;;;;0;14;;;1;0.3;12;3;14;6;3;5;;;;0;2;0.25
REA;2019;350005146;350000733;SURVADU;12;4380;932;;;4079;;;;10;6;13;;;;9;8;12.03;3;3;3.29;;;;;;
REA;2019;350007084;350005179;AUTSI;6;2190;41;;;1569;;;;0;;;;;;;;;;;;;;;;;
REA;2019;350007084;350005179;REAENF;6;2187;302;314;15;1666;13;;;18;7;6.23;6;3;9.26;10;3;11.32;6;6;11.67;;;;4;3;3.78
REA;2019;350007084;350005179;SITOT;6;2190;41;;;1569;;;;;;;;;;;;;;;;;;;;;
REA;2019;350007084;350005179;SURVENF;17;5731;1160;;;5481;;;;4;4;0.7;;;;;;;;;;;;;;;
REA;2019;360000129;360000269;SURVADU;4;1460;110;;;483;;;;1;;1;1;;1;;;;1;;1;;;;;;
REA;2019;360000137;360000053;REAADU;10;3650;363;372;17;3266;9;47;81;4;1;4.15;1;;1;29;3;30.47;23;3;21.97;;;;2;5;3.06
REA;2019;360000137;360000053;SITOT;9;3285;856;;;2583;;;;;;;;;;;;;;;;;;;;;
REA;2019;360000137;360000053;SURVADU;13;4745;1675;;;4293;;;;3;;1;;;;1;;1;2;;2;;;;1;1;1.3
REA;2019;360000137;360000053;USIC;9;3285;856;;;2583;;;;3;;1;;1;0.4;6;3;10.16;7;3;9.24;;;;;4;0.2
REA;2019;360000160;360000053;SURVADU;5;1825;360;;;1357;;;;0;;0;;;;;7;3.64;6;1;6.65;;;;;1;0.87
REA;2019;370000051;370000028;SURVADU;4;1460;39;;;252;;;;3;;0.1;;;;;;;;;;;;;;;
REA;2019;370000085;370013468;REAADU;0;2020;279;285;4;1199;23;31;31;;;;;;0.2;;;8.33;;;3.52;;;;;;
REA;2019;370000085;370013468;SITOT;0;3838;1098;;;3955;;;;;;;;;;;;;;;;;;;;;
REA;2019;370000085;370013468;SURVADU;0;4848;1326;;;4231;;;;;;;;;0.84;;;4.78;;;4.61;;;;;;
REA;2019;370000085;370013468;USIC;0;3838;1098;;;3955;;;;;;;;;0.56;;;12.06;;;4.46;;;;;;
REA;2019;370000093;370013468;REAADU;10;1630;234;237;2;1143;16;40;27;25;;;1;;0.48;14;3;8.08;9;2;4.77;4;;;;;
REA;2019;370000093;370013468;SITOT;19;3097;792;;;2889;;;;;;;;;;;;;;;;;;;;;
REA;2019;370000093;370013468;SURVADU;30;4890;1352;;;4869;;;;31;;;1;;0.67;15;5;12.14;5;;2.22;1;;;;;
REA;2019;370000093;370013468;USIC;19;3097;792;;;2889;;;;18;;;1;;0.67;24;5;13.22;9;;3.31;1;;;;;
REA;2019;370000499;370000481;AUTSI;2;730;20;;;600;;;;;;;;;;;;;;;;;;;;;
REA;2019;370000499;370000481;REAENF;8;2920;413;437;8;2044;11;;;7;;4.75;7;1;6.71;13;8;18.2;8;5;7.1;;;;3;3;4.86
REA;2019;370000499;370000481;SITOT;2;730;20;;;600;;;;;;;;;;;;;;;;;;;;;
REA;2019;370000499;370000481;SURVENF;12;4380;612;;;2899;;;;;;;4;3;2.55;6;9;10.2;12;7;10.37;;;;2;1;2.3
REA;2019;370000531;370000606;SURVADU;5;1825;398;;;1489;;;;6;3;0.83;0;0;0;3;0;1.34;2;0;1.71;0;0;0;0;0;0
REA;2019;370000861;370000481;AUTSI;20;7300;823;;;5705;;;;;;;2;;1.25;16;8;18.03;10;6;12.39;;0;;2;0;1.5
REA;2019;370000861;370000481;REAADU;33;12045;1472;1516;99;9043;17;35;99;12;;8.41;2;;0.52;49;13;56.76;29;22;42.72;;0;;4;1;3.64
REA;2019;370000861;370000481;SITOT;28;10220;2476;;;8402;;;;;;;;;;;;;;;;;;;;;
REA;2019;370000861;370000481;SIUNV;8;2920;1653;;;2697;;;;2;;1.37;0;;0;13;4;12;9;2;8.35;;1;0.43;2;1;1.12
REA;2019;370000861;370000481;SURVADU;30;10950;2133;;;9649;;;;;;;2;;0.75;16;5;18.1;16;6;14.91;;0;;2;0;1.5
REA;2019;370000861;370000481;USIC;;;0;;;0;;;;2;;2;0;;0;0;0;0;0;0;0;;0;;0;0;0
REA;2019;370004467;370000481;AUTSI;6;2190;354;;;1369;;;;;;;0;;0;0;0;0;0;0;0;;;;0;0;0
REA;2019;370004467;370000481;REAADU;34;12410;1410;1551;89;9827;13;33;93;6;;4.32;3;;1.45;66;22;76.75;45;10;47.5;;;;4;0;3.09
REA;2019;370004467;370000481;SITOT;29;10585;2618;;;6925;;;;;;;;;;;;;;;;;;;;;
REA;2019;370004467;370000481;SURVADU;16;5840;1822;;;6701;;;;;;;2;;0.72;31;13;25.87;21;14;20.86;;;;5;1;3.16
REA;2019;370004467;370000481;USIC;23;8395;2264;;;5556;;;;2;;1.52;1;;1;20;13;27.14;12;6;14.7;;;;4;3;6.93
REA;2019;370007569;370007528;SURVADU;16;5840;853;;;4272;;;;;;;;;;11;3;12.7;8;4;8.68;;;;1;;0.59
REA;2019;380000034;380780049;REAADU;10;3650;457;469;22;2797;6;53;96;6;0;5.91;0;1;0.13;23;3;26.04;9;6;14.07;0;0;0;0;0;0.21
REA;2019;380000034;380780049;SITOT;6;2190;623;;;1697;;;;;;;;;;;;;;;;;;;;;
REA;2019;380000034;380780049;SURVADU;6;2190;674;;;2333;;;;2;0;1.52;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
REA;2019;380000034;380780049;USIC;6;2190;623;;;1697;;;;5;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
REA;2019;380000067;380780080;AUTSI;29;10585;655;;;9627;;;;1;9;4.73;2;;2;29;14;39.86;13;4;17.32;;2;1;3;7;8.96
REA;2019;380000067;380780080;REAADU;56;20287;3597;4273;1261;17821;12;34;316;26;17;32.68;4;;4;116;36;146.52;72;20;91.08;5;3;6.08;24;8;31.99
REA;2019;380000067;380780080;REAENF;8;2920;528;551;11;2979;25;;;3;10;6.87;16;4;16.93;5;6;12.23;6;6;9.46;;1;0.5;1;3;3.69
REA;2019;380000067;380780080;SITOT;50;18250;3360;;;16750;;;;;;;;;;;;;;;;;;;;;
REA;2019;380000067;380780080;SIUNV;9;3285;974;;;2771;;;;1;4;3.01;1;;1;6;3;10.54;7;3;9.57;2;;1.33;4;1;2.14
REA;2019;380000067;380780080;SURVADU;31;11253;2798;;;9699;;;;1;1;1.13;1;;0.75;32;17;45.93;39;10;44.36;;;;6;3;8.25
REA;2019;380000067;380780080;SURVENF;10;2540;626;;;2055;;;;;3;2;5;2;7.64;1;1;1.88;4;1;5.12;;;0.3;;;0.15
REA;2019;380000067;380780080;USIC;12;4380;1731;;;4352;;;;5;1;4.2;;;;25;4;27.65;10;7;16.65;;2;0.77;5;;4.78
REA;2019;380000174;380781435;AUTSI;2;730;15;;;39;;;;;15;1.12;;1;0.18;;20;2.71;;9;1.49;;;;;6;0.52
REA;2019;380000174;380781435;SITOT;8;2920;1114;;;2034;;;;;;;;;;;;;;;;;;;;;
REA;2019;380000174;380781435;SIUNV;4;1460;431;;;765;;;;;4;0.56;;1;0.26;;20;3.86;;9;2.12;;;;;6;0.74
REA;2019;380000174;380781435;SURVADU;4;1460;404;;;858;;;;;15;1.89;;1;0.3;;20;4.57;;9;2.51;;;;;6;0.88
REA;2019;380000174;380781435;USIC;2;730;668;;;1230;;;;;6;0.58;;1;0.26;;20;3.87;;9;2.12;;;;;6;0.74
