BOR;AN;FI;FI_EJ;SMUR;GEN;SAIS;PED;ANT;FIAUTOR;ANTSAIS;SAMU;HMED;HIDE;HAMB;AMBLCE;VEHLEG;MOYAER;MOYMAR;SORTER1;SORTER2;dtTIH;SORAER1;SORAER2;SORMAR;SORTIES;SORTNM;PATDC;PATLSP;PATTSP;PATTRANM;TRAN;TRAN18;TRAN80;TRANSIEG;TRANAUT;APP;APR15;APD;APMIN;DR;DRM;DRMLIB;HMR;HMRAMU;HMRAM;ARM;NRML;NBLIB;NBSAL;CAR;SAMUSDIS
SMURSAMU;2019;570000661;570000158;1;0;0;0;1;570000158;0;0;171;201;201;1;1;;;270;53;;;;;323;118;38;2;8;70;152;8;144;85;67;;;;;;;;;;;;;;;;
SMURSAMU;2019;570000901;570000158;1;1;0;0;0;;0;0;171;201;201;1;2;;;545;190;;;;;735;181;69;3;22;87;364;14;350;264;100;;;;;;;;;;;;;;;;
SMURSAMU;2019;570026682;570005165;1;1;0;0;0;;0;1;336;336;672;1;2;0;0;2412;243;173;0;0;0;2828;510;295;14;51;204;1902;574;228;1532;370;586900;137347;449553;404600;309516;197782;33561;536;276;260;950;1;0;0;12265;0
SMURSAMU;2019;580006336;710781451;1;0;0;0;1;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2019;580972669;580780070;1;1;0;0;0;;0;0;168;168;168;;1;;;399;5;;;;;404;137;60;9;17;60;338;34;12;228;110;;;;;;;;;;;;;;;;
SMURSAMU;2019;580972677;580780088;1;1;0;0;0;;0;0;168;168;168;;1;;;528;40;;;;;568;164;112;2;38;164;427;;;233;194;;;;;;;;;;;;;;;;
SMURSAMU;2019;580972685;580780096;1;1;0;0;0;;0;0;168;168;168;;1;;;489;10;;;;;499;291;81;3;16;191;425;28;146;334;91;;;;;;;;;;;;;;;;
SMURSAMU;2019;580972693;580780039;1;1;0;0;0;;0;0;336;168;336;2;2;;;1411;391;111;;;;1913;;;;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2019;590000337;590781415;1;1;0;0;0;;0;0;359;336;336;1;3;0;0;2990;298;0;0;0;0;3288;1636;245;14;148;1061;1354;;;1233;121;;;;;;;;;;;;;;;;
SMURSAMU;2019;590000428;590781605;1;1;0;0;0;;0;0;168;168;168;;;;;1739;33;;;;;1772;441;152;9;180;483;1303;;;901;402;;;;;;;;;;;;;;;;
SMURSAMU;2019;590000469;590781662;1;1;0;0;0;;0;0;168;168;168;;2;;;548;20;0;0;0;0;568;198;49;3;25;118;452;35;107;329;123;;;;;;;;;;;;;;;;
SMURSAMU;2019;590000535;590781803;1;1;0;0;0;;0;0;336;385;391;1;2;0;0;2157;410;;;;;2567;790;172;30;161;427;1283;20;78;907;376;;;;;;;;;;;;;;;;
SMURSAMU;2019;590000618;590782215;1;1;0;0;0;;0;0;336;336;336;1;3;;;4295;959;;;;;5254;927;388;272;;;3400;348;822;2504;896;;;;;;;;;;;;;;;;
SMURSAMU;2019;590000758;590782637;1;1;0;0;0;;0;0;168;168;168;;2;;;1635;182;;;;;1817;650;137;9;29;475;989;129;304;487;502;;;;;;;;;;;;;;;;
SMURSAMU;2019;590001004;590783239;1;1;0;0;0;;0;0;;;;;;;;2379;138;;;;;2517;;;;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2019;590796975;590780193;1;1;0;1;0;;0;1;804;826;791;9;8;1;0;7447;4470;374;87;567;;12945;3984;850;156;448;2530;6511;761;1145;3845;2752;1009374;43839;940324;855696;498316;498316;151862;864;612;342;1792;1;0;0;11877;0
SMURSAMU;2019;590801106;590782421;1;1;0;0;0;;0;0;168;192;192;0;2;0;0;2285;110;;;;;2395;1058;167;13;152;614;1449;187;444;1010;439;;;;;;;;;;;;;;;;
SMURSAMU;2019;590804696;590781902;1;1;0;0;0;;0;0;168;168;168;;2;;;2094;89;;;;;2183;983;127;13;127;637;1117;65;279;469;648;;;;;;;;;;;;;;;;
SMURSAMU;2019;600000053;600101984;1;1;0;0;0;;0;0;168;93;149;1;1;;;1348;258;;;;3;1609;777;107;29;79;502;635;60;139;461;174;;;;;;;;;;;;;;;;
SMURSAMU;2019;600000186;600100648;1;1;0;0;0;;0;0;168;168;168;;;;;1263;144;;5;;;1412;;115;7;83;279;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2019;600000194;600100713;1;1;0;0;0;;0;1;336;432;420;5;4;0;0;2659;222;409;4;1;0;3295;1081;275;25;70;703;2345;239;542;2006;339;379440;0;377695;;163000;147952;33264;370;278;92;639;0;0;0;16993;0
SMURSAMU;2019;600000285;600100721;1;1;0;0;0;;0;0;;;;1;1;;;766;98;;;;;864;;;;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2019;600000467;600101984;1;1;0;0;0;;0;0;202;146;264;2;;;;1588;177;;7;2;;1774;1006;116;15;109;719;635;47;102;553;82;;;;;;;;;;;;;;;;
SMURSAMU;2019;600113476;600100721;1;1;0;0;0;;0;0;;;;3;1;;;1725;372;;;;;2097;;;;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2019;610000044;610780074;1;1;0;0;0;;0;0;168;96;168;;1;;;509;;;;;;509;275;105;2;28;140;391;58;121;297;94;;;;;;;;;;;;;;;;
SMURSAMU;2019;610000051;610780082;1;1;0;0;0;;0;1;336;336;436;2;2;1;0;948;575;70;72;380;0;2045;407;135;20;51;188;822;66;185;585;237;170619;0;169302;161166;81271;81271;21755;276;168;108;432;0;0;;2673;0
SMURSAMU;2019;610000069;610780090;1;1;0;0;0;;0;0;168;168;168;3;2;;;541;;;6;;;547;141;89;19;18;15;378;;;341;37;;;;;;;;;;;;;;;;
SMURSAMU;2019;610000077;610780124;1;1;0;0;0;;0;0;168;168;168;0;1;0;0;380;7;;;;;387;220;61;1;22;136;167;10;50;88;79;;;;;;;;;;;;;;;;
SMURSAMU;2019;610000119;610780165;1;1;0;0;0;;0;0;168;168;168;2;2;;;579;20;;;;;599;;;;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2019;610780108;610790594;1;0;0;0;1;610790594;0;0;168;168;168;;1;;;280;9;;;;;289;150;40;2;4;104;130;19;33;0;130;;;;;;;;;;;;;;;;
SMURSAMU;2019;610780116;610790594;1;1;0;0;0;;0;0;168;168;168;;1;;;289;18;;;;;307;92;45;11;10;26;196;9;49;137;59;;;;;;;;;;;;;;;;
SMURSAMU;2019;620000034;620100057;1;1;0;0;0;;0;1;504;504;525;4;4;1;0;4510;3195;322;118;570;0;8715;2620;383;66;425;1563;2569;;;1412;1157;928522;138979;789256;737899;390245;222872;82947;1347;1347;893;1720;1;2;0;12604;0
SMURSAMU;2019;620000224;620100651;1;1;0;0;0;;0;0;168;168;168;;;;;2582;123;100;;;;2805;1186;234;20;175;760;2141;195;338;1112;1029;;;;;;;;;;;;;;;;
SMURSAMU;2019;620000257;620100685;1;1;0;0;0;;0;0;;;;2;2;;;4082;95;369;;;;4546;2078;306;21;317;1434;1784;145;321;988;796;;;;;;;;;;;;;;;;
SMURSAMU;2019;620000323;620101337;1;1;0;0;0;;0;0;287;64;175;0;2;0;0;1870;137;0;0;0;0;2007;843;180;31;86;546;1027;230;383;784;243;;;;;;;;;;;;;;;;
SMURSAMU;2019;620000349;620101360;1;1;0;0;0;;0;0;168;168;168;;2;;;1484;51;17;;;;1552;428;135;11;70;467;1367;;;1073;294;;;;;;;;;;;;;;;;
SMURSAMU;2019;620000653;620103440;1;1;0;0;0;;0;0;168;168;168;0;2;0;0;1863;;;;9;;1872;791;166;7;154;541;1524;182;339;1247;277;;;;;;;;;;;;;;;;
SMURSAMU;2019;620003202;620103432;1;1;0;0;0;;0;0;168;168;168;;;;;1527;66;;;;;1593;577;0;5;0;572;846;115;392;487;359;;;;;;;;;;;;;;;;
SMURSAMU;2019;630000404;630780989;1;1;0;0;0;;0;1;456;456;564;3;2;1;0;3741;2208;38;535;290;0;6812;618;285;25;586;553;3164;273;461;2399;765;284493;30381;245193;217748;130650;127244;69151;168;168;287;612;0;8;0;1778;1
SMURSAMU;2019;630000412;630780997;1;1;0;0;0;;0;0;168;40;168;0;1;0;0;353;14;0;;;;367;163;38;0;33;105;202;34;45;78;124;;;;;;;;;;;;;;;;
SMURSAMU;2019;630000420;630781003;1;1;0;0;0;;0;0;168;168;168;0;1;0;0;831;42;17;3;;;893;173;83;;90;;687;89;179;441;246;;;;;;;;;;;;;;;;
SMURSAMU;2019;630000438;630781011;1;1;0;0;0;;0;0;168;168;168;0;2;0;0;1445;;;18;;;1463;576;117;8;273;129;869;0;0;379;490;;;;;;;;;;;;;;;;
SMURSAMU;2019;630000446;630781029;1;1;0;0;0;;0;0;168;168;168;0;1;0;0;756;28;91;0;10;0;885;319;67;2;159;75;609;;;358;251;;;;;;;;;;;;;;;;
SMURSAMU;2019;640000162;640780417;1;1;0;1;0;;0;1;252;336;420;4;3;1;0;2266;660;250;208;345;5;3734;942;311;17;210;378;1964;209;504;1691;273;230720;48404;182316;178799;93103;82205;21159;236;168;68;392;1;8;0;1100;0
SMURSAMU;2019;640000402;640780813;1;1;0;0;0;;0;0;168;168;168;;1;;;583;8;;4;10;;605;592;66;14;33;248;246;19;64;98;148;;;;;;;;;;;;;;;;
SMURSAMU;2019;640000410;640780821;1;1;0;0;0;;0;0;13;13;168;0;2;0;0;564;4;0;0;0;0;568;198;81;1;65;51;470;66;146;293;177;;;;;;;;;;;;;;;;
SMURSAMU;2019;640000600;640781290;1;1;0;1;0;;0;1;336;336;336;2;3;2;0;2497;607;34;339;172;;3649;897;280;10;111;463;2494;268;644;2150;344;510512;0;485028;;106551;82185;20824;236;168;68;444;1;3;0;1539;0
SMURSAMU;2019;650000045;650780158;1;1;0;0;0;;0;0;168;168;168;;1;;;456;7;;;;;463;213;55;3;13;141;273;11;61;196;77;;;;;;;;;;;;;;;;
SMURSAMU;2019;650000417;650783160;1;1;0;0;0;;0;1;406;168;672;3;3;0;0;1759;769;0;511;5;0;3044;920;154;6;156;524;1347;104;237;1064;283;103633;1800;99034;88366;63396;57951;12604;216;168;48;360;1;0;0;2084;0
SMURSAMU;2019;650005606;650783160;1;0;0;0;1;650783160;0;0;168;168;168;;1;;;250;7;0;0;0;0;257;164;24;1;44;91;103;3;30;29;74;;;;;;;;;;;;;;;;
SMURSAMU;2019;650784218;650780174;1;1;0;0;0;;0;0;168;168;168;;1;;;409;10;;;;;419;206;47;2;31;103;231;14;50;162;69;;;;;;;;;;;;;;;;
SMURSAMU;2019;660000084;660780180;1;1;0;0;0;;0;0;504;336;336;1;7;1;0;3721;1214;76;500;299;28;5838;1318;420;28;36;908;3451;130;826;2601;850;;;;;;;;;;;;;;;;
SMURSAMU;2019;660008947;660780180;0;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;226930;;186582;170329;158558;124361;31093;284;168;116;840;0;20;;2518;1
SMURSAMU;2019;660010117;660780180;1;0;0;0;1;660780180;0;0;168;168;168;;1;;;328;51;;0;;;379;116;16;1;12;86;232;28;26;158;74;;;;;;;;;;;;;;;;
SMURSAMU;2019;670000025;670780055;1;1;0;0;0;;0;1;738;620;620;4;5;1;;9324;1015;;629;238;;11206;5626;551;90;1029;4711;4172;269;711;3733;439;507439;0;477750;435926;215264;185203;47052;336;336;157;756;1;0;5;10428;0
SMURSAMU;2019;670000157;670780337;1;1;0;0;0;;0;0;168;168;168;1;1;;;1894;212;;;;;2106;1232;140;51;124;929;674;39;140;565;109;;;;;;;;;;;;;;;;
SMURSAMU;2019;670000165;670780345;1;1;0;0;0;;0;0;168;168;168;1;1;;;1424;192;;;;;1616;705;110;3;137;455;716;;;445;271;;;;;;;;;;;;;;;;
SMURSAMU;2019;670000272;670780543;1;1;0;0;0;;0;0;168;168;168;;1;;;800;118;0;0;0;0;918;459;51;46;49;313;329;14;97;163;166;;;;;;;;;;;;;;;;
SMURSAMU;2019;670000397;670017755;1;1;0;0;0;;0;0;172;172;172;1;1;;;1603;415;;;;;2018;984;97;5;21;711;595;33;140;288;307;;;;;;;;;;;;;;;;
SMURSAMU;2019;670783273;670780055;1;0;0;1;0;;0;0;113;96;0;;;;;0;515;336;0;21;;872;;;;;;544;544;0;338;206;;;;;;;;;;;;;;;;
SMURSAMU;2019;680000684;680000973;1;1;0;0;0;;0;0;336;336;336;1;2;;;2065;1329;;2;15;;3411;1086;210;0;141;735;979;;;763;216;;;;;;;;;;;;;;;;
SMURSAMU;2019;680004546;680020336;1;1;0;0;0;;0;1;336;504;504;1;3;1;;3550;858;291;386;378;;5463;1265;358;15;138;754;2256;167;459;1226;1030;351989;;287313;282435;192912;143401;37501;289;213;76;672;0;;32;3834;0
SMURSAMU;2019;690000575;690782222;1;1;0;0;0;;0;0;168;168;0;;3;;;1565;129;;;;;1694;218;148;;70;;1345;171;254;1134;211;;;;;;;;;;;;;;;;
SMURSAMU;2019;690000625;690782271;1;1;0;0;0;;0;0;80;168;0;;;;;550;50;;;;;600;;63;10;8;20;358;76;127;;358;;;;;;;;;;;;;;;;
SMURSAMU;2019;690041108;690781810;1;0;0;0;1;690781810;0;0;126;126;84;1;1;2;0;260;17;0;1215;550;0;2042;247;76;2;21;148;1228;209;233;909;319;;;;;;;;;;;;;;;;
SMURSAMU;2019;690783154;690781810;1;1;0;0;0;;0;1;691;443;708;5;5;0;0;6147;2479;0;145;303;0;9074;1870;399;11;191;1269;4422;1105;1327;3361;1061;616434;0;531314;461976;442353;396118;234747;856;388;470;1362;1;0;0;2353;0
SMURSAMU;2019;690784137;690781810;1;1;0;0;0;;0;0;336;168;336;2;1;0;0;3292;1172;0;26;38;0;4528;1117;308;5;215;589;2201;590;835;917;1284;;;;;;;;;;;;;;;;
SMURSAMU;2019;690784152;690781810;1;1;0;0;0;;0;0;84;84;84;0;1;0;0;1465;8;0;0;0;0;1473;191;116;1;11;63;1274;191;335;849;425;;;;;;;;;;;;;;;;
SMURSAMU;2019;700000011;700780026;1;1;0;0;0;;0;0;168;168;168;;1;;;446;61;;13;19;;539;174;47;0;13;113;381;;;240;141;;;;;;;;;;;;;;;;
SMURSAMU;2019;700000029;700004591;1;1;0;0;0;;0;0;168;168;168;;2;;;1096;73;;75;;;1244;;;;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2019;700780208;700004591;1;1;0;0;0;;0;0;168;168;168;;1;;;795;86;;;;;881;354;70;3;49;213;671;67;123;57;614;;;;;;;;;;;;;;;;
SMURSAMU;2019;710010067;710780644;1;1;0;0;0;;0;0;168;168;205;;2;;;480;34;47;;;;561;480;94;23;;;156;;;;156;;;;;;;;;;;;;;;;
SMURSAMU;2019;710010786;710781451;1;1;0;0;0;;0;0;168;168;168;0;1;0;0;423;63;20;;;;506;;25;2;19;231;;;;278;121;;;;;;;;;;;;;;;;
SMURSAMU;2019;710978263;710780958;1;1;0;0;0;;0;1;376;376;376;3;4;1;;1328;667;;161;522;;2678;533;207;15;151;160;1203;100;178;833;370;179604;;172029;162370;135429;130014;66195;333;168;165;542;0;5;;3531;0
SMURSAMU;2019;710978289;710780263;1;1;0;0;0;;0;0;168;168;168;;2;;;1329;70;;;;;1399;256;142;5;96;;1073;78;197;1003;70;;;;;;;;;;;;;;;;
SMURSAMU;2019;710978313;710976705;1;1;0;0;0;;0;0;168;168;0;0;1;0;0;547;12;0;;;;559;86;56;;;30;421;;;364;57;;;;;;;;;;;;;;;;
SMURSAMU;2019;710978347;570010181;1;1;0;0;0;;0;0;168;182;0;0;1;0;0;525;2;0;0;0;0;527;255;82;2;60;69;362;19;98;316;46;;;;;;;;;;;;;;;;
SMURSAMU;2019;720000033;720000025;1;1;0;0;0;;0;1;336;336;336;4;2;;;2461;570;120;0;0;0;3151;1311;351;6;57;897;1122;108;167;916;206;311499;28798;264368;206713;222056;169302;46744;320;218;102;587;1;0;0;1642;0
SMURSAMU;2019;720000470;610780082;1;0;0;0;1;610780082;0;0;56;168;168;;1;;;293;6;;;;;299;140;25;2;65;57;218;16;60;57;161;;;;;;;;;;;;;;;;
SMURSAMU;2019;720016179;720016724;1;1;0;0;0;;0;0;168;168;0;;1;;;367;50;;;;;417;168;61;2;7;98;286;37;85;144;142;;;;;;;;;;;;;;;;
SMURSAMU;2019;730000031;730000015;1;1;0;0;0;;0;1;168;336;336;4;3;0;0;2187;489;790;59;45;0;3570;472;163;5;75;197;1634;177;316;1485;149;207444;3775;195212;176414;116626;106718;46806;340;194;146;628;0;83;0;2215;0
SMURSAMU;2019;730000080;730780103;1;1;0;0;0;;0;0;189;189;0;;;;;317;8;;;;;325;67;37;0;29;0;252;44;68;182;70;;;;;;;;;;;;;;;;
SMURSAMU;2019;730000098;730000015;1;1;0;0;0;;0;0;168;168;168;1;1;0;0;850;357;0;7;5;0;1219;333;102;11;54;154;517;52;102;71;446;;;;;;;;;;;;;;;;
SMURSAMU;2019;730000247;730780525;1;1;0;0;0;;0;0;168;168;0;1;1;;;191;4;;;;;195;44;24;1;17;2;147;37;46;119;28;;;;;;;;;;;;;;;;
SMURSAMU;2019;730000262;730002839;1;1;0;0;0;;0;0;168;168;0;;1;;;399;8;0;0;0;0;407;136;67;0;19;51;273;29;76;170;103;;;;;;;;;;;;;;;;
SMURSAMU;2019;730010477;730780103;1;0;0;0;1;730780103;0;0;168;0;0;;;;;116;3;0;545;15;0;679;87;32;0;52;0;584;97;34;296;288;;;;;;;;;;;;;;;;
SMURSAMU;2019;730012176;730002839;1;0;0;0;1;730002839;1;0;45;0;0;;;2;;0;0;0;665;11;0;676;27;18;0;5;7;638;127;5;211;427;;;;;;;;;;;;;;;;
SMURSAMU;2019;730012440;730002839;1;0;0;0;1;730002839;0;0;168;168;0;;1;;;530;31;0;0;0;0;561;151;57;0;55;59;384;53;90;17;367;;;;;;;;;;;;;;;;
SMURSAMU;2019;740000237;740781133;1;1;0;0;0;;0;1;336;336;336;2;2;0;0;3313;671;61;12;0;0;4057;1197;379;1;650;167;2116;230;362;2037;79;333456;15630;317826;294971;182753;180449;76615;409;226;183;728;0;35;;2271;1
SMURSAMU;2019;740000302;740781133;1;1;0;0;0;;0;0;168;168;168;1;1;0;0;1108;49;3;0;0;0;1160;409;139;0;49;221;699;95;80;415;284;;;;;;;;;;;;;;;;
SMURSAMU;2019;740000328;740790381;1;1;0;0;0;;0;0;168;168;0;;2;;;1347;50;;;;;1397;;;;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2019;740015581;740781133;1;0;0;0;1;740781133;1;0;74;74;74;0;1;1;0;20;0;0;588;40;0;648;70;41;0;26;3;538;75;11;316;222;;;;;;;;;;;;;;;;
SMURSAMU;2019;740781141;740790258;1;1;0;0;0;;0;0;288;252;252;1;2;0;0;1922;281;;10;;0;2213;597;251;346;;294;1325;;;1325;;;;;;;;;;;;;;;;;
SMURSAMU;2019;740781166;740001839;1;0;0;0;1;740001839;0;0;182;82;0;0;1;0;0;135;6;;431;49;;621;56;30;26;;;510;22;34;398;112;;;;;;;;;;;;;;;;
SMURSAMU;2019;740781224;740001839;1;1;0;0;0;;0;0;231;168;0;0;2;0;0;947;35;22;;;;1004;225;147;78;;;722;99;193;534;188;;;;;;;;;;;;;;;;
SMURSAMU;2019;750100018;750712184;1;1;0;0;0;;0;0;168;168;168;1;0;0;0;2040;227;;;;;2267;1093;123;14;113;858;946;15;157;878;68;;;;;;;;;;;;;;;;
SMURSAMU;2019;750100042;750712184;1;1;0;0;0;;0;0;168;168;168;1;0;0;0;2459;161;0;0;0;0;2620;1539;186;17;124;948;932;32;158;484;448;;;;;;;;;;;;;;;;
SMURSAMU;2019;750100125;750712184;1;1;0;0;0;;0;0;168;252;168;;;;;3417;406;;;;;3823;;;;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2019;750100208;750712184;1;1;0;1;0;;0;1;1058;1008;812;6;4;;;6192;2259;352;5;3;;8811;3716;405;32;288;2173;2410;285;503;260;2150;478486;249158;478786;290337;359436;212814;55346;1242;962;280;1218;0;;;56;1
SMURSAMU;2019;750803454;750712184;1;0;0;1;0;;0;0;232;172;172;2;0;0;0;579;810;0;0;2;0;1391;188;10;0;49;129;352;351;0;218;134;;;;;;;;;;;;;;;;
SMURSAMU;2019;760000018;760780023;1;1;0;0;0;;0;0;168;177;175;;;;;968;10;27;0;0;0;1005;618;150;180;30;258;588;45;84;492;96;;;;;;;;;;;;;;;;
SMURSAMU;2019;760000158;760780239;1;1;0;0;0;;0;1;504;519;781;4;4;1;;4355;2015;353;159;294;0;7176;2166;530;18;208;1410;3741;402;600;3192;549;388837;1043;385662;358557;210188;205404;49293;431;330;101;700;1;0;0;3757;0
SMURSAMU;2019;760000364;760780734;1;1;0;0;0;;0;0;168;176;172;;1;;;1176;;;;;;1176;198;116;82;;;979;;;694;285;;;;;;;;;;;;;;;;
SMURSAMU;2019;760000372;760780742;1;1;0;0;0;;0;0;168;168;168;;3;;;948;;;;;;948;380;85;0;61;234;356;33;103;70;286;;;;;;;;;;;;;;;;
SMURSAMU;2019;760000463;760024042;1;1;0;0;0;;0;0;216;196;196;;2;;;1319;135;;;;;1454;242;138;4;100;0;1075;148;237;765;310;;;;;;;;;;;;;;;;
SMURSAMU;2019;760026252;760780023;1;0;0;0;1;760780023;0;0;168;177;0;0;0;0;0;646;29;3;0;0;0;678;428;97;125;28;178;347;30;55;174;173;;;;;;;;;;;;;;;;
SMURSAMU;2019;760805770;760780726;1;1;0;0;0;;0;1;487;504;504;5;4;1;1;4427;1284;141;144;323;12;6331;944;281;39;482;569;3522;250;798;2760;762;268704;25916;233741;183938;142586;139115;53385;336;168;168;448;1;0;0;1023;0
SMURSAMU;2019;770000131;770021145;1;1;0;0;0;;0;0;168;168;168;1;1;;;934;1;;;;;935;427;104;3;63;256;512;;;204;308;;;;;;;;;;;;;;;;
SMURSAMU;2019;770000149;770021152;1;1;0;0;0;;0;0;168;168;168;;1;;;1024;;;0;;;1024;417;107;8;60;242;607;61;253;324;283;;;;;;;;;;;;;;;;
SMURSAMU;2019;770000156;770110054;1;1;0;0;0;;0;1;406;406;406;3;3;;;3997;1328;;287;107;;5719;1412;285;31;199;928;3758;568;942;1475;2283;518051;0;389153;186920;227169;209864;84597;636;336;300;878;0;0;0;6450;0
SMURSAMU;2019;770000164;770021152;1;1;0;0;0;;0;0;168;168;168;;2;;;746;;;;;;746;;;;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2019;770000172;770110070;1;1;0;0;0;;0;0;336;336;336;3;2;0;0;955;305;0;5;13;0;1278;402;87;11;44;282;533;41;121;329;204;;;;;;;;;;;;;;;;
SMURSAMU;2019;770000214;770021152;1;1;0;0;0;;0;0;168;168;168;;2;;;643;;51;;4;;698;;70;6;47;182;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2019;770000446;770021145;1;1;0;0;0;;0;0;337;337;337;2;2;;;2226;458;0;35;50;0;2769;1032;195;15;123;699;1159;73;270;698;461;;;;;;;;;;;;;;;;
SMURSAMU;2019;770019032;770021145;1;1;0;0;0;;0;0;336;336;336;3;3;;;3393;700;;35;0;;4128;1034;257;24;121;1034;1747;332;580;1384;363;;;;;;;;;;;;;;;;
SMURSAMU;2019;780000287;780110011;1;1;0;0;0;;0;0;162;;;1;1;;;1424;40;;;;;1464;;;;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2019;780000311;780001236;1;1;0;0;0;;0;0;504;420;504;2;6;0;0;3987;1063;;;;;5050;;509;28;356;1173;5051;162;471;1864;3187;;;;;;;;;;;;;;;;
SMURSAMU;2019;780000329;780110052;1;1;0;0;0;;0;0;168;168;168;;1;;;798;9;0;8;0;0;815;304;75;1;43;185;465;64;123;82;383;;;;;;;;;;;;;;;;
SMURSAMU;2019;780800256;780110078;1;1;0;0;0;;0;1;773;520;743;4;5;2;0;4383;1662;0;6;15;0;6066;1759;434;23;390;912;2630;276;520;1393;1237;760361;36029;670469;568773;585834;240866;25853;853;441;105.3;1228;0;0;0;2119;0
SMURSAMU;2019;790000087;790000012;1;1;0;0;0;;0;1;336;252;336;2;2;0;0;2349;1718;24;61;154;0;4306;532;286;9;215;19;1972;240;354;1726;246;188675;;167362;151833;116650;89006;24961;276;168;108;444;0;7;0;1450;0
SMURSAMU;2019;790000103;790006654;1;0;0;0;1;790006654;0;0;168;168;168;0;1;0;0;601;69;0;0;0;0;670;241;83;7;68;83;360;35;89;155;205;;;;;;;;;;;;;;;;
SMURSAMU;2019;790003537;790006654;1;0;0;0;1;790006654;0;0;168;168;168;0;1;0;0;588;28;;;;;616;249;67;4;82;96;339;26;64;226;113;;;;;;;;;;;;;;;;
SMURSAMU;2019;790019848;790006654;1;1;0;0;0;;0;0;168;168;168;0;1;0;0;764;143;;;;;907;230;91;6;91;42;534;39;114;371;163;;;;;;;;;;;;;;;;
SMURSAMU;2019;800000143;800000028;1;1;0;0;0;;0;0;336;336;336;1;3;;;2030;164;62;;;;2256;856;156;16;128;508;1258;108;235;1023;235;;;;;;;;;;;;;;;;
SMURSAMU;2019;800000226;800000069;1;1;0;0;0;;0;0;168;168;168;1;1;;;727;3;;;;;730;449;58;45;11;335;282;24;66;62;220;;;;;;;;;;;;;;;;
SMURSAMU;2019;800000390;800000085;1;1;0;0;0;;0;0;168;168;168;1;1;0;0;932;7;0;0;0;0;939;576;68;14;26;440;359;31;72;71;288;;;;;;;;;;;;;;;;
SMURSAMU;2019;800000432;800000093;1;1;0;0;0;;0;0;168;;;;;;;926;0;0;;;;926;164;88;7;69;210;820;81;110;354;466;;;;;;;;;;;;;;;;
SMURSAMU;2019;800006124;800000044;1;1;0;1;0;;0;1;779;756;756;4;3;1;0;3787;939;1183;373;703;0;6985;1498;247;39;195;855;2903;422;389;2604;299;314665;0;307750;297130;132692;118974;39081;325;225;110;574;0;0;0;5495;0
SMURSAMU;2019;810000505;810000331;1;1;0;0;0;;0;1;238;252;326;3;2;0;0;1321;435;158;;;;1914;651;151;4;77;432;650;29;114;338;312;130231;;128139;109330;142676;79874;32700;326;168;158;384;1;0;0;4611;0
SMURSAMU;2019;810000521;810000380;1;1;0;0;0;;0;0;504;336;336;1;3;;;1226;375;;;;;1601;439;151;3;61;195;855;40;194;653;202;;;;;;;;;;;;;;;;
SMURSAMU;2019;810000562;810000455;1;1;0;0;0;;0;0;168;168;168;0;1;0;0;417;7;0;0;0;0;424;228;50;2;35;148;189;9;47;59;130;;;;;;;;;;;;;;;;
SMURSAMU;2019;820000032;820000016;1;1;0;0;0;;0;1;266;252;252;1;2;0;0;1236;406;126;0;0;0;1768;566;172;27;3;345;723;46;117;317;406;160785;9100;146503;134766;81880;67658;19036;234;168;66;421;1;0;0;3752;1
SMURSAMU;2019;820000883;820004950;1;1;0;0;0;;0;0;168;175;175;;2;;;512;36;;;;;548;251;74;1;37;166;269;57;97;48;221;;;;;;;;;;;;;;;;
SMURSAMU;2019;830000279;830100517;1;1;0;0;0;;0;0;168;168;168;1;1;;;1181;10;304;;;;1495;258;;;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2019;830000287;830100525;1;1;0;0;0;;0;0;218;35;168;2;2;;;827;206;251;1;;;1285;325;86;3;58;156;687;56;108;492;195;;;;;;;;;;;;;;;;
SMURSAMU;2019;830000295;830100533;1;1;0;0;0;;0;0;168;168;168;;2;;;1326;33;;;;;1359;;135;36;;354;1210;;;633;577;;;;;;;;;;;;;;;;
SMURSAMU;2019;830000311;830100566;1;1;0;0;0;;0;0;168;168;168;;2;;;1256;;;;;;1256;210;150;5;55;0;737;53;229;623;114;;;;;;;;;;;;;;;;
SMURSAMU;2019;830000337;830100590;1;1;0;0;0;;0;0;168;168;0;0;2;0;0;687;16;0;0;0;0;703;361;81;5;50;178;574;50;102;366;208;;;;;;;;;;;;;;;;
