BOR;AN;FI;FI_EJ;PERSO;EFFPLS;EFFPAS;ETPS;NBLIB
HAD_P;2019;480001825;750047367;M9999;;2;0.25;
HAD_P;2019;480001825;750047367;Mcoor;;1;0.1;
HAD_P;2019;480001825;750047367;N2710;;1;0.2;
HAD_P;2019;480001825;750047367;N3120;;2;0.5;
HAD_P;2019;480001825;750047367;N9999;4;5;6.5;
HAD_P;2019;480001825;750047367;NAUT;1;2;2.3;
HAD_P;2019;480001825;750047367;Ncoor;3;;3.5;
HAD_P;2019;490000312;490012176;M3050;;3;2.03;
HAD_P;2019;490000312;490012176;M9999;1;7;4.26;
HAD_P;2019;490000312;490012176;Mcoor;1;4;2.23;
HAD_P;2019;490000312;490012176;N2120;2;;2;
HAD_P;2019;490000312;490012176;N2210;16;14;25.87;
HAD_P;2019;490000312;490012176;N2510;16;15;25.83;
HAD_P;2019;490000312;490012176;N2710;;1;0.7;
HAD_P;2019;490000312;490012176;N3120;1;1;1.5;
HAD_P;2019;490000312;490012176;N9999;42;32;63.36;
HAD_P;2019;490000312;490012176;Ncoor;7;1;7.46;
HAD_P;2019;490016334;490016326;M3050;0;2;0.58;0
HAD_P;2019;490016334;490016326;M9999;0;6;2.88;0
HAD_P;2019;490016334;490016326;Mcoor;0;4;2.3;
HAD_P;2019;490016334;490016326;N2120;2;0;2;
HAD_P;2019;490016334;490016326;N2510;0;7;3.73;
HAD_P;2019;490016334;490016326;N2710;0;1;0.5;0
HAD_P;2019;490016334;490016326;N3120;1;0;1;
HAD_P;2019;490016334;490016326;N9999;11;28;30.25;0
HAD_P;2019;490016334;490016326;NAUT;5;6;9.93;0
HAD_P;2019;490016334;490016326;Ncoor;3;14;13.09;
HAD_P;2019;490016870;440052041;M9999;;3;1.2;
HAD_P;2019;490016870;440052041;Mcoor;;3;1.2;
HAD_P;2019;490016870;440052041;N2120;1;;1;
HAD_P;2019;490016870;440052041;N2210;10;;10;
HAD_P;2019;490016870;440052041;N2510;8;;8;
HAD_P;2019;490016870;440052041;N2710;0;1;0.4;
HAD_P;2019;490016870;440052041;N3120;0;1;0.5;
HAD_P;2019;490016870;440052041;N9999;26;2;26.3;
HAD_P;2019;490016870;440052041;NAUT;5;;4.4;
HAD_P;2019;490016870;440052041;Ncoor;2;;2;
HAD_P;2019;500000021;500000054;M9999;;2;0.97;
HAD_P;2019;500000021;500000054;Mcoor;;2;0.97;
HAD_P;2019;500000021;500000054;N2120;1;;1;
HAD_P;2019;500000021;500000054;N2210;10;1;11.31;
HAD_P;2019;500000021;500000054;N2510;8;0;8.58;
HAD_P;2019;500000021;500000054;N3120;0;0;0.06;
HAD_P;2019;500000021;500000054;N9999;20;3;23.06;
HAD_P;2019;500000021;500000054;NAUT;1;2;2.11;
HAD_P;2019;500000187;500000013;M9999;1;1;1.21;0
HAD_P;2019;500000187;500000013;Mcoor;1;1;1.21;
HAD_P;2019;500000187;500000013;N2120;2;0;1.25;
HAD_P;2019;500000187;500000013;N2210;12;3;14.29;178
HAD_P;2019;500000187;500000013;N2410;0;0;0;18
HAD_P;2019;500000187;500000013;N2510;7;5;11.36;
HAD_P;2019;500000187;500000013;N9999;21;10;28.34;196
HAD_P;2019;500000187;500000013;NAUT;0;2;1.44;0
HAD_P;2019;500000450;500000112;M9999;2;;1.8;
HAD_P;2019;500000450;500000112;MAUT;1;;0.8;
HAD_P;2019;500000450;500000112;Mcoor;1;;1;
HAD_P;2019;500000450;500000112;N2120;1;;1;
HAD_P;2019;500000450;500000112;N2210;15;9;19.76;
HAD_P;2019;500000450;500000112;N2510;8;11;15.97;
HAD_P;2019;500000450;500000112;N3120;;1;0.08;
HAD_P;2019;500000450;500000112;N9999;30;22;42.65;
HAD_P;2019;500000450;500000112;NAUT;4;;4;
HAD_P;2019;500000450;500000112;Ncoor;2;1;1.84;
HAD_P;2019;500021274;140000159;M9999;;1;0.2;
HAD_P;2019;500021274;140000159;Mcoor;;1;0.2;
HAD_P;2019;500021274;140000159;N2120;;1;0.2;
HAD_P;2019;500021274;140000159;N2210;3;1;3.5;
HAD_P;2019;500021274;140000159;N2510;3;;3;
HAD_P;2019;500021274;140000159;N2710;;1;0.1;
HAD_P;2019;500021274;140000159;N9999;6;4;7.04;
HAD_P;2019;500021274;140000159;NAUT;;1;0.24;
HAD_P;2019;500021282;140000159;M9999;;1;0.1;
HAD_P;2019;500021282;140000159;Mcoor;;1;0.1;
HAD_P;2019;500021282;140000159;N2120;1;;0.2;
HAD_P;2019;500021282;140000159;N2210;1;4;3.58;
HAD_P;2019;500021282;140000159;N2510;3;;3;
HAD_P;2019;500021282;140000159;N2710;1;;0.1;
HAD_P;2019;500021282;140000159;N9999;6;5;7.14;
HAD_P;2019;500021282;140000159;NAUT;;1;0.26;
HAD_P;2019;510002298;750721334;M9999;;2;0.9;
HAD_P;2019;510002298;750721334;Mcoor;;2;0.9;
HAD_P;2019;510002298;750721334;N2120;1;;0.35;
HAD_P;2019;510002298;750721334;N2210;12;;12;
HAD_P;2019;510002298;750721334;N2510;9;5;13.05;
HAD_P;2019;510002298;750721334;N2710;;1;0.8;
HAD_P;2019;510002298;750721334;N3120;;1;0.8;
HAD_P;2019;510002298;750721334;N9999;24;7;29;
HAD_P;2019;510002298;750721334;Ncoor;2;;2;
HAD_P;2019;510017098;510000060;M9999;;2;0.9;
HAD_P;2019;510017098;510000060;Mcoor;;2;0.9;
HAD_P;2019;510017098;510000060;N2120;;1;0.15;
HAD_P;2019;510017098;510000060;N2210;7;2;8.6;
HAD_P;2019;510017098;510000060;N2510;3;4;6.2;
HAD_P;2019;510017098;510000060;N2710;;1;0.3;
HAD_P;2019;510017098;510000060;N3120;;1;0.5;
HAD_P;2019;510017098;510000060;N9999;11;9;16.75;
HAD_P;2019;510017098;510000060;Ncoor;1;;1;
HAD_P;2019;510019979;510019938;M9999;;1;0.6;
HAD_P;2019;510019979;510019938;Mcoor;;1;0.6;
HAD_P;2019;510019979;510019938;N2120;;1;0.1;
HAD_P;2019;510019979;510019938;N2210;5;1;5.8;
HAD_P;2019;510019979;510019938;N2510;5;1;5.75;
HAD_P;2019;510019979;510019938;N3120;;1;0.5;
HAD_P;2019;510019979;510019938;N9999;11;5;14.05;
HAD_P;2019;510019979;510019938;NAUT;;1;0.9;
HAD_P;2019;510019979;510019938;Ncoor;1;;1;
HAD_P;2019;510020548;750047367;M3050;;1;0.15;
HAD_P;2019;510020548;750047367;M9999;1;1;0.65;
HAD_P;2019;510020548;750047367;Mcoor;1;;0.5;
HAD_P;2019;510020548;750047367;N2510;3;6;7.2;
HAD_P;2019;510020548;750047367;N2710;;1;0.3;
HAD_P;2019;510020548;750047367;N3120;;1;0.6;
HAD_P;2019;510020548;750047367;N9999;14;10;17.5;
HAD_P;2019;510020548;750047367;NAUT;4;1;3.7;
HAD_P;2019;510020548;750047367;Ncoor;7;1;5.7;
HAD_P;2019;520003823;750047367;M3050;;1;0.15;
HAD_P;2019;520003823;750047367;M9999;1;1;1.15;
HAD_P;2019;520003823;750047367;Mcoor;1;;1;
HAD_P;2019;520003823;750047367;N2510;5;3;6.7;
HAD_P;2019;520003823;750047367;N2710;;1;0.3;
HAD_P;2019;520003823;750047367;N3120;;1;0.7;
HAD_P;2019;520003823;750047367;N9999;14;7;17.6;
HAD_P;2019;520003823;750047367;NAUT;3;1;3.4;
HAD_P;2019;520003823;750047367;Ncoor;6;1;6.5;
HAD_P;2019;530000173;530000074;M9999;1;0;0.5;
HAD_P;2019;530000173;530000074;MAUT;1;0;0.5;
HAD_P;2019;530000173;530000074;N2120;0;0;0.1;
HAD_P;2019;530000173;530000074;N2210;6;;4.97;
HAD_P;2019;530000173;530000074;N2510;2;2;3.4;
HAD_P;2019;530000173;530000074;N9999;9;2;9.22;
HAD_P;2019;530000173;530000074;Ncoor;1;0;0.75;
HAD_P;2019;530000264;530000371;M9999;0;2;0.65;
HAD_P;2019;530000264;530000371;MAUT;0;1;0.15;
HAD_P;2019;530000264;530000371;Mcoor;0;1;0.5;
HAD_P;2019;530000264;530000371;N2120;1;0;0.75;
HAD_P;2019;530000264;530000371;N2210;7;2;5.7;
HAD_P;2019;530000264;530000371;N2510;8;0;6.78;
HAD_P;2019;530000264;530000371;N2710;0;1;0.24;
HAD_P;2019;530000264;530000371;N9999;16;3;13.47;
HAD_P;2019;540000155;540000080;M9999;1;1;1.66;52
HAD_P;2019;540000155;540000080;MAUT;;;;52
HAD_P;2019;540000155;540000080;Mcoor;1;1;1.66;
HAD_P;2019;540000155;540000080;N2210;13;;12.16;74
HAD_P;2019;540000155;540000080;N2410;;;;17
HAD_P;2019;540000155;540000080;N2510;7;5;9.01;
HAD_P;2019;540000155;540000080;N2710;;1;0.33;
HAD_P;2019;540000155;540000080;N9999;23;7;23.91;94
HAD_P;2019;540000155;540000080;NAUT;;1;0.44;3
HAD_P;2019;540000155;540000080;Ncoor;3;;1.97;
HAD_P;2019;540001096;570010181;M3050;1;;0.05;
HAD_P;2019;540001096;570010181;M9999;2;;0.49;
HAD_P;2019;540001096;570010181;Mcoor;1;;0.44;
HAD_P;2019;540001096;570010181;N2120;1;;0.5;
HAD_P;2019;540001096;570010181;N2210;8;;7.2;
HAD_P;2019;540001096;570010181;N9999;9;;7.7;
HAD_P;2019;540001104;570027995;M9999;;3;0.39;
HAD_P;2019;540001104;570027995;MAUT;;3;0.39;
HAD_P;2019;540001104;570027995;N2210;;3;0.78;
HAD_P;2019;540001104;570027995;N2710;;1;0.07;
HAD_P;2019;540001104;570027995;N9999;;6;1.1;
HAD_P;2019;540001104;570027995;NAUT;;1;0.14;
HAD_P;2019;540001104;570027995;Ncoor;;1;0.11;
HAD_P;2019;540010568;540010519;M3050;1;0;0.78;
HAD_P;2019;540010568;540010519;M9999;5;3;5.47;
HAD_P;2019;540010568;540010519;Mcoor;4;3;4.69;
HAD_P;2019;540010568;540010519;N2210;9;0;6.77;
HAD_P;2019;540010568;540010519;N2460;5;0;4.14;
HAD_P;2019;540010568;540010519;N2510;15;3;17.12;
HAD_P;2019;540010568;540010519;N2710;0;2;1.46;
HAD_P;2019;540010568;540010519;N3120;1;2;2.45;
HAD_P;2019;540010568;540010519;N9999;69;13;73.77;
HAD_P;2019;540010568;540010519;NAUT;23;4;24.65;
HAD_P;2019;540010568;540010519;Ncoor;16;2;17.18;
HAD_P;2019;540020146;540006707;M3050;;1;0.1;
HAD_P;2019;540020146;540006707;M9999;;5;1.95;
HAD_P;2019;540020146;540006707;Mcoor;;4;1.85;
HAD_P;2019;540020146;540006707;N2120;2;;2;
HAD_P;2019;540020146;540006707;N2210;;;;297
HAD_P;2019;540020146;540006707;N2410;1;;1;149
HAD_P;2019;540020146;540006707;N2460;4;2;3.9;2
HAD_P;2019;540020146;540006707;N2510;6;7;10.94;
HAD_P;2019;540020146;540006707;N2710;;1;0.2;0
HAD_P;2019;540020146;540006707;N3120;1;;1;
HAD_P;2019;540020146;540006707;N9999;28;12;28.65;469
HAD_P;2019;540020146;540006707;NAUT;9;2;5.21;21
HAD_P;2019;540020146;540006707;Ncoor;5;;4.4;
HAD_P;2019;540025046;540010519;N2510;2;0;0.58;
HAD_P;2019;540025046;540010519;N9999;5;0;2.6;
HAD_P;2019;540025046;540010519;Ncoor;3;0;2.02;
HAD_P;2019;550000012;550006795;M9999;1;1;1.25;
HAD_P;2019;550000012;550006795;MAUT;1;;0.75;
HAD_P;2019;550000012;550006795;Mcoor;;1;0.5;
HAD_P;2019;550000012;550006795;N2120;1;;0.2;
HAD_P;2019;550000012;550006795;N2210;12;;10.84;
HAD_P;2019;550000012;550006795;N2510;;2;1.13;
HAD_P;2019;550000012;550006795;N9999;17;2;15;
HAD_P;2019;550000012;550006795;NAUT;4;;2.83;
HAD_P;2019;550000434;550003354;M9999;;2;1.38;
HAD_P;2019;550000434;550003354;MAUT;;2;1.38;
HAD_P;2019;550000434;550003354;N2210;11;3;11.76;
HAD_P;2019;550000434;550003354;N2710;;;0.02;
HAD_P;2019;550000434;550003354;N3120;;1;0.09;
HAD_P;2019;550000434;550003354;N9999;15;4;15.52;
HAD_P;2019;550000434;550003354;NAUT;3;;2.75;
HAD_P;2019;550000434;550003354;Ncoor;1;;0.9;
HAD_P;2019;560000192;560000044;M9999;2;1;1.5;
HAD_P;2019;560000192;560000044;Mcoor;2;1;1.5;
HAD_P;2019;560000192;560000044;N2120;1;;1;
HAD_P;2019;560000192;560000044;N2210;9;;7.19;
HAD_P;2019;560000192;560000044;N2510;7;;6.46;
HAD_P;2019;560000192;560000044;N2710;;1;0.3;
HAD_P;2019;560000192;560000044;N3120;;1;0.34;
HAD_P;2019;560000192;560000044;N9999;19;2;17.29;
HAD_P;2019;560000192;560000044;NAUT;2;;2;
HAD_P;2019;560008799;560013989;M3050;;1;0.8;
HAD_P;2019;560008799;560013989;M9999;1;3;3.6;275
HAD_P;2019;560008799;560013989;MAUT;;;;275
HAD_P;2019;560008799;560013989;Mcoor;1;2;2.8;
HAD_P;2019;560008799;560013989;N2120;1;;1;
HAD_P;2019;560008799;560013989;N2210;39;4;42.89;
HAD_P;2019;560008799;560013989;N2510;19;6;21.68;
HAD_P;2019;560008799;560013989;N2710;;1;0.4;
HAD_P;2019;560008799;560013989;N3120;;1;0.21;
HAD_P;2019;560008799;560013989;N9999;67;16;76.58;
HAD_P;2019;560008799;560013989;NAUT;;4;2.4;
HAD_P;2019;560008799;560013989;Ncoor;8;;8;
HAD_P;2019;560018509;560018459;M3050;0;1;0.1;110
HAD_P;2019;560018509;560018459;M9999;5;10;7.26;220
HAD_P;2019;560018509;560018459;MAUT;2;7;2.42;110
HAD_P;2019;560018509;560018459;Mcoor;3;2;4.74;
HAD_P;2019;560018509;560018459;N2120;3;0;3.25;
HAD_P;2019;560018509;560018459;N2210;;;;575
HAD_P;2019;560018509;560018459;N2410;;;;291
HAD_P;2019;560018509;560018459;N2460;;;;1
HAD_P;2019;560018509;560018459;N2710;1;1;2.57;0
HAD_P;2019;560018509;560018459;N3120;2;1;2.86;
HAD_P;2019;560018509;560018459;N9999;46;16;60.41;966
HAD_P;2019;560018509;560018459;NAUT;18;6;23.05;99
HAD_P;2019;560018509;560018459;Ncoor;22;8;28.68;
HAD_P;2019;560022188;350000626;M3050;;;0.17;
HAD_P;2019;560022188;350000626;M9999;;2;1.74;
HAD_P;2019;560022188;350000626;Mcoor;;2;1.57;
HAD_P;2019;560022188;350000626;N2120;;;0.28;
HAD_P;2019;560022188;350000626;N2210;3;1;3.32;
HAD_P;2019;560022188;350000626;N2510;9;1;9.07;
HAD_P;2019;560022188;350000626;N2710;1;;0.3;
HAD_P;2019;560022188;350000626;N3120;;;0.39;
HAD_P;2019;560022188;350000626;N9999;15;3;18.17;
HAD_P;2019;560022188;350000626;NAUT;1;1;3.81;
HAD_P;2019;560022188;350000626;Ncoor;1;;1;
HAD_P;2019;570000091;750050759;M3050;;1;0.2;
HAD_P;2019;570000091;750050759;M9999;2;1;2.2;
HAD_P;2019;570000091;750050759;Mcoor;2;;2;
HAD_P;2019;570000091;750050759;N2120;;1;0.35;
HAD_P;2019;570000091;750050759;N2410;1;;1;
HAD_P;2019;570000091;750050759;N2460;1;;1;
HAD_P;2019;570000091;750050759;N9999;18;2;18.85;
HAD_P;2019;570000091;750050759;NAUT;2;;2;
HAD_P;2019;570000091;750050759;Ncoor;14;1;14.5;
HAD_P;2019;570000117;570015099;M9999;1;0;0.8;
HAD_P;2019;570000117;570015099;Mcoor;1;0;0.8;
HAD_P;2019;570000117;570015099;N2210;7;3;7.3;
HAD_P;2019;570000117;570015099;N2710;;1;0.06;
HAD_P;2019;570000117;570015099;N3120;1;1;0.04;
HAD_P;2019;570000117;570015099;N9999;9;6;8.47;
HAD_P;2019;570000117;570015099;NAUT;1;1;1.07;
HAD_P;2019;570000281;570005165;M9999;1;0;1.19;0
HAD_P;2019;570000281;570005165;MAUT;1;0;1.19;0
HAD_P;2019;570000281;570005165;N2120;;1;0.8;
HAD_P;2019;570000281;570005165;N2210;8;2;8.99;
HAD_P;2019;570000281;570005165;N2510;3;1;4.75;
HAD_P;2019;570000281;570005165;N3120;;1;0.8;
HAD_P;2019;570000281;570005165;N9999;15;5;19.27;
HAD_P;2019;570000281;570005165;NAUT;4;;3.93;
HAD_P;2019;570000901;570000158;M9999;1;1;0.5;113
HAD_P;2019;570000901;570000158;MAUT;;;;113
HAD_P;2019;570000901;570000158;Mcoor;1;1;0.5;
HAD_P;2019;570000901;570000158;N2120;1;;0.18;
HAD_P;2019;570000901;570000158;N2210;8;4;11.78;244
HAD_P;2019;570000901;570000158;N2460;;;;1
HAD_P;2019;570000901;570000158;N2710;;;;2
HAD_P;2019;570000901;570000158;N9999;10;4;13.31;273
HAD_P;2019;570000901;570000158;NAUT;1;;1.35;26
HAD_P;2019;570001099;570023630;M9999;1;;1;
HAD_P;2019;570001099;570023630;Mcoor;1;;1;
HAD_P;2019;570001099;570023630;N2120;1;;1;
HAD_P;2019;570001099;570023630;N2210;15;2;13.81;
HAD_P;2019;570001099;570023630;N9999;22;3;20.45;
HAD_P;2019;570001099;570023630;NAUT;1;;1;
HAD_P;2019;570001099;570023630;Ncoor;5;1;4.64;
HAD_P;2019;580001899;750721334;M3050;;;;70
HAD_P;2019;580001899;750721334;M9999;;1;0.25;115
HAD_P;2019;580001899;750721334;MAUT;;;;45
HAD_P;2019;580001899;750721334;Mcoor;;1;0.25;
HAD_P;2019;580001899;750721334;N2210;3;;3;143
HAD_P;2019;580001899;750721334;N2410;;;;38
HAD_P;2019;580001899;750721334;N2510;5;;5;
HAD_P;2019;580001899;750721334;N2710;1;;0.4;
HAD_P;2019;580001899;750721334;N3120;1;;0.75;
HAD_P;2019;580001899;750721334;N9999;11;;10.15;181
HAD_P;2019;580001899;750721334;Ncoor;1;;1;
HAD_P;2019;590025128;620001834;M3050;;1;0.2;
HAD_P;2019;590025128;620001834;M9999;1;2;1.17;
HAD_P;2019;590025128;620001834;MAUT;;1;0.04;
HAD_P;2019;590025128;620001834;Mcoor;1;;0.93;
HAD_P;2019;590025128;620001834;N2120;1;1;1.28;
HAD_P;2019;590025128;620001834;N2210;33;2;14.74;
HAD_P;2019;590025128;620001834;N2510;19;1;7.62;
HAD_P;2019;590025128;620001834;N2710;1;1;0.64;
HAD_P;2019;590025128;620001834;N3120;;4;1.17;
HAD_P;2019;590025128;620001834;N9999;59;20;31.9;
HAD_P;2019;590025128;620001834;NAUT;2;11;3.45;
HAD_P;2019;590025128;620001834;Ncoor;3;;3;
HAD_P;2019;590025458;590782652;N2120;1;;1;
HAD_P;2019;590025458;590782652;N2210;22;;20.14;277
HAD_P;2019;590025458;590782652;N2410;;;;237
HAD_P;2019;590025458;590782652;N2510;8;;8;
HAD_P;2019;590025458;590782652;N2710;;1;0.39;
HAD_P;2019;590025458;590782652;N3120;;1;0.5;
HAD_P;2019;590025458;590782652;N9999;32;3;31.83;585
HAD_P;2019;590025458;590782652;NAUT;;;;71
HAD_P;2019;590025458;590782652;Ncoor;1;1;1.8;
HAD_P;2019;590032108;590024469;M3050;;1;0.5;
HAD_P;2019;590032108;590024469;M9999;;2;1.1;
HAD_P;2019;590032108;590024469;Mcoor;;1;0.6;
HAD_P;2019;590032108;590024469;N2120;1;;1;
HAD_P;2019;590032108;590024469;N2210;24;2;22;68
HAD_P;2019;590032108;590024469;N2510;20;;20;
HAD_P;2019;590032108;590024469;N2710;;1;0.4;
HAD_P;2019;590032108;590024469;N3120;1;;1;
HAD_P;2019;590032108;590024469;N9999;56;6;56.5;68
HAD_P;2019;590032108;590024469;NAUT;7;2;8.3;
HAD_P;2019;590032108;590024469;Ncoor;3;1;3.8;
HAD_P;2019;590032199;590024469;M3050;;1;0.5;
HAD_P;2019;590032199;590024469;M9999;;2;1.1;
HAD_P;2019;590032199;590024469;Mcoor;;1;0.6;
HAD_P;2019;590032199;590024469;N2120;1;;1;
HAD_P;2019;590032199;590024469;N2210;16;;16;75
HAD_P;2019;590032199;590024469;N2410;;;;35
HAD_P;2019;590032199;590024469;N2510;10;;10;
HAD_P;2019;590032199;590024469;N2710;;1;0.4;
HAD_P;2019;590032199;590024469;N3120;1;;1;
HAD_P;2019;590032199;590024469;N9999;36;1;36.2;110
HAD_P;2019;590032199;590024469;NAUT;5;;5;
HAD_P;2019;590032199;590024469;Ncoor;3;;2.8;
HAD_P;2019;590035838;590000485;M3050;;1;0.3;
HAD_P;2019;590035838;590000485;M9999;1;1;1.3;
HAD_P;2019;590035838;590000485;Mcoor;1;;1;
HAD_P;2019;590035838;590000485;N2120;;1;0.6;
HAD_P;2019;590035838;590000485;N2210;9;0;8.49;
HAD_P;2019;590035838;590000485;N2510;12;2;11.2;
HAD_P;2019;590035838;590000485;N2710;;1;0.57;
HAD_P;2019;590035838;590000485;N3120;;1;0.68;
HAD_P;2019;590035838;590000485;N9999;25;7;25.71;
HAD_P;2019;590035838;590000485;NAUT;2;1;2.19;
HAD_P;2019;590035838;590000485;Ncoor;2;1;1.98;
HAD_P;2019;590043469;590024469;M3050;;1;0.5;
HAD_P;2019;590043469;590024469;M9999;;5;1.53;
HAD_P;2019;590043469;590024469;MAUT;;1;0.33;
HAD_P;2019;590043469;590024469;Mcoor;;3;0.7;
HAD_P;2019;590043469;590024469;N2120;1;;1;
HAD_P;2019;590043469;590024469;N2210;27;2;28;74
HAD_P;2019;590043469;590024469;N2410;;;;48
HAD_P;2019;590043469;590024469;N2510;20;2;21.6;
HAD_P;2019;590043469;590024469;N2710;;1;0.5;
HAD_P;2019;590043469;590024469;N3120;1;1;1.5;
HAD_P;2019;590043469;590024469;N9999;58;9;64;122
HAD_P;2019;590043469;590024469;NAUT;5;3;7.4;
HAD_P;2019;590043469;590024469;Ncoor;4;;4;
HAD_P;2019;590045407;590780193;M9999;2;;1.35;
HAD_P;2019;590045407;590780193;Mcoor;2;;1.35;
HAD_P;2019;590045407;590780193;N2120;1;0;1;
HAD_P;2019;590045407;590780193;N2210;13;4;16.76;
HAD_P;2019;590045407;590780193;N2460;0;1;0.5;
HAD_P;2019;590045407;590780193;N2510;7;1;6.6;
HAD_P;2019;590045407;590780193;N2710;0;1;0.5;
HAD_P;2019;590045407;590780193;N9999;31;11;39.46;
HAD_P;2019;590045407;590780193;NAUT;10;4;14.1;
HAD_P;2019;590046124;590799995;M3050;;1;0.25;442
HAD_P;2019;590046124;590799995;M9999;;2;1.05;442
HAD_P;2019;590046124;590799995;Mcoor;;1;0.8;
HAD_P;2019;590046124;590799995;N2120;1;;1;
HAD_P;2019;590046124;590799995;N2210;16;;16;25
HAD_P;2019;590046124;590799995;N2410;;;;30
HAD_P;2019;590046124;590799995;N2510;9;1;9.5;
HAD_P;2019;590046124;590799995;N2710;;1;0.5;
HAD_P;2019;590046124;590799995;N3120;1;;1;
HAD_P;2019;590046124;590799995;N9999;29;2;30;55
HAD_P;2019;590046124;590799995;Ncoor;2;;2;
HAD_P;2019;590048476;590051801;M9999;;1;0.9;
HAD_P;2019;590048476;590051801;Mcoor;;1;0.9;
HAD_P;2019;590048476;590051801;N2120;1;;1.66;
HAD_P;2019;590048476;590051801;N2210;21;6;22.23;
HAD_P;2019;590048476;590051801;N2510;5;6;7.13;
HAD_P;2019;590048476;590051801;N3120;;1;0.5;
HAD_P;2019;590048476;590051801;N9999;32;15;38.09;
HAD_P;2019;590048476;590051801;NAUT;3;1;4.24;
HAD_P;2019;590048476;590051801;Ncoor;2;1;2.33;
HAD_P;2019;590812509;590799995;M3050;;1;0.5;
HAD_P;2019;590812509;590799995;M9999;3;3;4.5;
HAD_P;2019;590812509;590799995;Mcoor;3;2;4;
HAD_P;2019;590812509;590799995;N2120;6;;6;
HAD_P;2019;590812509;590799995;N2210;46;4;45;145
HAD_P;2019;590812509;590799995;N2410;;;;72
HAD_P;2019;590812509;590799995;N2510;23;2;21.5;
HAD_P;2019;590812509;590799995;N3120;2;;2;
HAD_P;2019;590812509;590799995;N9999;88;6;85.5;217
HAD_P;2019;590812509;590799995;Ncoor;11;;11;
HAD_P;2019;600000194;600100713;M9999;0;2;0.98;
HAD_P;2019;600000194;600100713;Mcoor;0;2;0.98;
HAD_P;2019;600000194;600100713;N2120;1;0;0.9;
HAD_P;2019;600000194;600100713;N2210;9;0;7.78;
HAD_P;2019;600000194;600100713;N2510;9;1;9.59;
HAD_P;2019;600000194;600100713;N2710;0;1;0.4;
HAD_P;2019;600000194;600100713;N9999;22;2;21.67;
HAD_P;2019;600000194;600100713;Ncoor;3;0;3;
HAD_P;2019;600003008;600113278;M3050;;1;0.2;139
HAD_P;2019;600003008;600113278;M9999;;6;1.5;139
HAD_P;2019;600003008;600113278;Mcoor;;5;1.3;
HAD_P;2019;600003008;600113278;N2120;1;;1;
HAD_P;2019;600003008;600113278;N2210;10;;10;381
HAD_P;2019;600003008;600113278;N2410;;;0;59
HAD_P;2019;600003008;600113278;N2510;17;;17;
HAD_P;2019;600003008;600113278;N2710;1;;1;0
HAD_P;2019;600003008;600113278;N3120;1;;1;
HAD_P;2019;600003008;600113278;N9999;60;;47.3;454
HAD_P;2019;600003008;600113278;NAUT;23;;10.3;14
HAD_P;2019;600003008;600113278;Ncoor;7;;7;
HAD_P;2019;600010102;600100721;M9999;0;2;0.76;0
HAD_P;2019;600010102;600100721;MAUT;0;2;0.76;0
HAD_P;2019;600010102;600100721;N2120;0;0;0.35;
HAD_P;2019;600010102;600100721;N2210;9;1;10.31;
HAD_P;2019;600010102;600100721;N2510;9;2;11.01;
HAD_P;2019;600010102;600100721;N2710;0;1;0.5;
HAD_P;2019;600010102;600100721;N9999;19;4;23.17;
HAD_P;2019;600010102;600100721;NAUT;1;0;1;
HAD_P;2019;610004269;610787038;M3050;0;0;0;47
HAD_P;2019;610004269;610787038;M9999;0;1;0.2;47
HAD_P;2019;610004269;610787038;Mcoor;0;1;0.2;
HAD_P;2019;610004269;610787038;N2210;0;21;3.5;17
HAD_P;2019;610004269;610787038;N2510;0;25;7.75;
HAD_P;2019;610004269;610787038;N3120;0;1;0.2;
HAD_P;2019;610004269;610787038;N9999;1;47;12.45;17
HAD_P;2019;610004269;610787038;Ncoor;1;0;1;
HAD_P;2019;610005837;610005811;M3050;;;;31
HAD_P;2019;610005837;610005811;M9999;;2;0.33;71
HAD_P;2019;610005837;610005811;MAUT;;;;40
HAD_P;2019;610005837;610005811;Mcoor;;2;0.33;
HAD_P;2019;610005837;610005811;N2120;1;;1;
HAD_P;2019;610005837;610005811;N2210;;;;47
HAD_P;2019;610005837;610005811;N2410;;;;5
HAD_P;2019;610005837;610005811;N2510;1;7;5.11;
HAD_P;2019;610005837;610005811;N3120;;1;0.5;
HAD_P;2019;610005837;610005811;N9999;4;11;10.15;52
HAD_P;2019;610005837;610005811;NAUT;1;2;1.74;
HAD_P;2019;610005837;610005811;Ncoor;1;1;1.8;
HAD_P;2019;610006256;610006769;M9999;;1;0.13;
HAD_P;2019;610006256;610006769;Mcoor;;1;0.13;
HAD_P;2019;610006256;610006769;N2510;;8;5.33;
HAD_P;2019;610006256;610006769;N2710;;1;0.07;
HAD_P;2019;610006256;610006769;N3120;;1;0.29;
HAD_P;2019;610006256;610006769;N9999;;16;8.28;
HAD_P;2019;610006256;610006769;NAUT;;3;1.33;
HAD_P;2019;610006256;610006769;Ncoor;;3;1.26;
HAD_P;2019;610006777;610006769;M9999;;1;0.07;
HAD_P;2019;610006777;610006769;Mcoor;;1;0.07;
HAD_P;2019;610006777;610006769;N2510;;8;2.6;
HAD_P;2019;610006777;610006769;N2710;;1;0.03;
HAD_P;2019;610006777;610006769;N3120;;1;0.14;
HAD_P;2019;610006777;610006769;N9999;;14;3.7;
HAD_P;2019;610006777;610006769;NAUT;;3;0.6;
HAD_P;2019;610006777;610006769;Ncoor;;1;0.33;
