BOR;AN;FI;FI_EJ;PERSO;EFFPL;EFFPA;ETP;MOD;COMSMUR
URGENCES_P;2019;580972693;580780039;NINF;26;12;36.94;;
URGENCES_P;2019;590000121;590780227;M1140;1;;1;;
URGENCES_P;2019;590000121;590780227;M9999;10;2;11.1;;
URGENCES_P;2019;590000121;590780227;N1220;1;2;1.99;;
URGENCES_P;2019;590000121;590780227;N2120;1;;1.15;;
URGENCES_P;2019;590000121;590780227;N2500;17;2;18.62;;
URGENCES_P;2019;590000121;590780227;N2620;6;;6;;
URGENCES_P;2019;590000121;590780227;N9999;54;7;60.28;;
URGENCES_P;2019;590000121;590780227;NINF;29;3;32.52;;
URGENCES_P;2019;590000337;590781415;M1140;;7;1;3;
URGENCES_P;2019;590000337;590781415;M9999;36;;11;3;1
URGENCES_P;2019;590000337;590781415;N1220;2;1;3.33;2;1
URGENCES_P;2019;590000337;590781415;N2120;;3;1.8;3;1
URGENCES_P;2019;590000337;590781415;N2500;19;9;33.2;;
URGENCES_P;2019;590000337;590781415;N9999;36;75;99.97;;
URGENCES_P;2019;590000337;590781415;NINF;7;61;52.84;3;1
URGENCES_P;2019;590000428;590781605;N1220;1;;1;;
URGENCES_P;2019;590000428;590781605;N2120;;2;0.69;;
URGENCES_P;2019;590000428;590781605;N2500;28;;27.3;;
URGENCES_P;2019;590000428;590781605;N9999;52;13;56.11;;
URGENCES_P;2019;590000428;590781605;NINF;23;11;27.12;;
URGENCES_P;2019;590000436;590781621;M9999;4;1;4.46;;
URGENCES_P;2019;590000436;590781621;N1220;0;1;0.55;;
URGENCES_P;2019;590000436;590781621;N2120;0;1;0.22;;
URGENCES_P;2019;590000436;590781621;N2500;11;1;10.26;;
URGENCES_P;2019;590000436;590781621;N3120;0;1;0.4;;
URGENCES_P;2019;590000436;590781621;N9999;23;10;26.06;;
URGENCES_P;2019;590000436;590781621;NINF;12;0;12.15;;
URGENCES_P;2019;590000469;590781662;M9999;12;4;10.75;3;1
URGENCES_P;2019;590000469;590781662;N2120;1;0;1;2;1
URGENCES_P;2019;590000469;590781662;N2500;18;0;17.36;;
URGENCES_P;2019;590000469;590781662;N9999;39;4;43.44;;
URGENCES_P;2019;590000469;590781662;NINF;18;4;22.24;3;1
URGENCES_P;2019;590000535;590781803;M1140;7;;6.92;;0
URGENCES_P;2019;590000535;590781803;M3020;;1;0.5;;
URGENCES_P;2019;590000535;590781803;M9999;28;5;18.72;3;1
URGENCES_P;2019;590000535;590781803;N1220;1;0;0.5;;
URGENCES_P;2019;590000535;590781803;N2120;0;0;0.29;;
URGENCES_P;2019;590000535;590781803;N2500;22;2;20.22;;
URGENCES_P;2019;590000535;590781803;N9999;56;5;57.48;;
URGENCES_P;2019;590000535;590781803;NINF;27;1;30.38;;
URGENCES_P;2019;590000592;590782165;M9999;7;2;8.96;;
URGENCES_P;2019;590000592;590782165;N1220;1;;1;;
URGENCES_P;2019;590000592;590782165;N2120;1;;0.62;;
URGENCES_P;2019;590000592;590782165;N2500;7;6;11.43;;
URGENCES_P;2019;590000592;590782165;N3120;;1;0.5;;
URGENCES_P;2019;590000592;590782165;N9999;37;11;43.7;;
URGENCES_P;2019;590000592;590782165;NINF;24;2;25.23;;
URGENCES_P;2019;590000618;590782215;M1140;7;1;3.65;3;1
URGENCES_P;2019;590000618;590782215;M9999;37;1;20.88;3;1
URGENCES_P;2019;590000618;590782215;N1220;3;0;2.71;;0
URGENCES_P;2019;590000618;590782215;N2120;2;1;2.55;;0
URGENCES_P;2019;590000618;590782215;N2500;31;12;39.13;;
URGENCES_P;2019;590000618;590782215;N3120;1;1;0.95;;
URGENCES_P;2019;590000618;590782215;N9999;139;33;156.08;;
URGENCES_P;2019;590000618;590782215;NINF;70;17;78.97;;1
URGENCES_P;2019;590000758;590782637;M9999;6;6;10.07;1;1
URGENCES_P;2019;590000758;590782637;N1220;1;1;1.8;3;1
URGENCES_P;2019;590000758;590782637;N2120;;1;0.91;2;1
URGENCES_P;2019;590000758;590782637;N2500;13;6;15.75;;
URGENCES_P;2019;590000758;590782637;N9999;34;11;38.5;;
URGENCES_P;2019;590000758;590782637;NINF;20;3;20.04;;0
URGENCES_P;2019;590000774;590782652;M9999;4;2;5.36;;
URGENCES_P;2019;590000774;590782652;N1220;;1;0.75;;
URGENCES_P;2019;590000774;590782652;N2120;1;;0.8;;
URGENCES_P;2019;590000774;590782652;N2500;6;;6.29;;
URGENCES_P;2019;590000774;590782652;N3120;1;1;1.26;;
URGENCES_P;2019;590000774;590782652;N9999;22;3;23.73;;
URGENCES_P;2019;590000774;590782652;NINF;11;;10.94;;
URGENCES_P;2019;590001004;590783239;M1140;3;3;5;;
URGENCES_P;2019;590001004;590783239;M9999;14;6;12.26;;1
URGENCES_P;2019;590001004;590783239;N2120;2;;2.31;;1
URGENCES_P;2019;590001004;590783239;N2500;27;2;31.23;;
URGENCES_P;2019;590001004;590783239;NINF;46;8;53.82;;1
URGENCES_P;2019;590001749;590788956;M9999;4;3;5.12;;
URGENCES_P;2019;590001749;590788956;N1220;;3;2.04;;
URGENCES_P;2019;590001749;590788956;N2120;1;1;1.18;;
URGENCES_P;2019;590001749;590788956;N2500;5;1;5.74;;
URGENCES_P;2019;590001749;590788956;N9999;12;12;18.21;;
URGENCES_P;2019;590001749;590788956;NINF;6;4;7.75;;
URGENCES_P;2019;590008041;590008033;M9999;4;;4;;
URGENCES_P;2019;590008041;590008033;N2120;1;;1;;
URGENCES_P;2019;590008041;590008033;N2620;2;0;2;;
URGENCES_P;2019;590008041;590008033;N9999;17;3;19.9;;
URGENCES_P;2019;590008041;590008033;NINF;14;3;16.9;;
URGENCES_P;2019;590780284;590051801;M9999;8;;8.56;;
URGENCES_P;2019;590780284;590051801;N2120;1;;1;;
URGENCES_P;2019;590780284;590051801;N2500;7;10;8.48;;
URGENCES_P;2019;590780284;590051801;N2620;7;10;10.15;;
URGENCES_P;2019;590780284;590051801;N9999;30;24;37.63;;
URGENCES_P;2019;590780284;590051801;NINF;15;4;18;;
URGENCES_P;2019;590796975;590780193;M1140;7;3;7.15;;0
URGENCES_P;2019;590796975;590780193;M3020;2;;1.89;;
URGENCES_P;2019;590796975;590780193;M9999;30;4;31.92;3;1
URGENCES_P;2019;590796975;590780193;N1220;2;1;3.26;;0
URGENCES_P;2019;590796975;590780193;N2120;2;2;5.3;;0
URGENCES_P;2019;590796975;590780193;N2500;67;24;77.83;;
URGENCES_P;2019;590796975;590780193;N9999;159;74;199.68;;
URGENCES_P;2019;590796975;590780193;NINF;73;40;98.05;;0
URGENCES_P;2019;590797353;590051801;M1140;4;3;7.54;;
URGENCES_P;2019;590797353;590051801;M9999;16;4;20.88;;
URGENCES_P;2019;590797353;590051801;N2120;2;;2;;
URGENCES_P;2019;590797353;590051801;N2500;13;25;19.62;;
URGENCES_P;2019;590797353;590051801;N2620;9;13;15.08;;
URGENCES_P;2019;590797353;590051801;N9999;52;62;73.24;;
URGENCES_P;2019;590797353;590051801;NINF;28;24;36.54;;
URGENCES_P;2019;590801106;590782421;M1140;4;4;1.67;;
URGENCES_P;2019;590801106;590782421;M9999;18;9;20.24;;
URGENCES_P;2019;590801106;590782421;N1220;4;;4;;
URGENCES_P;2019;590801106;590782421;N2120;1;1;2.13;;
URGENCES_P;2019;590801106;590782421;N2500;35;12;35.74;;
URGENCES_P;2019;590801106;590782421;N2620;4;;4;;
URGENCES_P;2019;590801106;590782421;N9999;101;31;107.67;;
URGENCES_P;2019;590801106;590782421;NINF;57;18;61.8;;
URGENCES_P;2019;590804696;590781902;M9999;5;5;5.05;1;1
URGENCES_P;2019;590804696;590781902;N1220;3;1;3.51;;0
URGENCES_P;2019;590804696;590781902;N2120;1;0;1.75;;0
URGENCES_P;2019;590804696;590781902;N2500;36;5;34.67;;
URGENCES_P;2019;590804696;590781902;N2620;6;;5.2;;0
URGENCES_P;2019;590804696;590781902;N3120;;2;1;;
URGENCES_P;2019;590804696;590781902;N9999;86;23;90.77;;
URGENCES_P;2019;590804696;590781902;NINF;40;15;44.64;1;1
URGENCES_P;2019;590816310;590000048;M9999;7;;3.1;;
URGENCES_P;2019;590816310;590000048;N1220;2;;2;;
URGENCES_P;2019;590816310;590000048;N2120;;2;1;;
URGENCES_P;2019;590816310;590000048;N2500;4;0;4.35;;
URGENCES_P;2019;590816310;590000048;N3120;;1;0.5;;
URGENCES_P;2019;590816310;590000048;N9999;12;5;17.58;;
URGENCES_P;2019;590816310;590000048;NINF;6;2;9.73;;
URGENCES_P;2019;600000053;600101984;M9999;2;9;6.8;3;1
URGENCES_P;2019;600000053;600101984;N1220;1;1;1.8;3;1
URGENCES_P;2019;600000053;600101984;N2120;;1;0.87;3;1
URGENCES_P;2019;600000053;600101984;N2500;4;8;9.5;;
URGENCES_P;2019;600000053;600101984;N2620;2;2;3.8;3;1
URGENCES_P;2019;600000053;600101984;N9999;20;23;37.48;;
URGENCES_P;2019;600000053;600101984;NINF;12;11;20.47;3;1
URGENCES_P;2019;600000186;600100648;M9999;6;6;9.5;3;1
URGENCES_P;2019;600000186;600100648;N1220;;1;0.85;;
URGENCES_P;2019;600000186;600100648;N2120;1;;1;;
URGENCES_P;2019;600000186;600100648;N2500;6;;5.39;;
URGENCES_P;2019;600000186;600100648;N9999;30;2;29.82;;
URGENCES_P;2019;600000186;600100648;NINF;23;1;22.58;;
URGENCES_P;2019;600000194;600100713;M1140;1;2;2;;
URGENCES_P;2019;600000194;600100713;M9999;5;20;14.16;;
URGENCES_P;2019;600000194;600100713;N1220;0;1;0.8;;
URGENCES_P;2019;600000194;600100713;N2120;2;1;2.11;;
URGENCES_P;2019;600000194;600100713;N2500;29;3;28.96;;
URGENCES_P;2019;600000194;600100713;N2620;7;1;7.85;;
URGENCES_P;2019;600000194;600100713;N9999;100;10;103.53;;
URGENCES_P;2019;600000194;600100713;NINF;56;4;57.51;;
URGENCES_P;2019;600000285;600100721;M9999;0;6;2.72;;
URGENCES_P;2019;600000285;600100721;N1220;0;1;0.8;;
URGENCES_P;2019;600000285;600100721;N2120;1;;1.02;;
URGENCES_P;2019;600000285;600100721;N2500;11;1;12.25;;
URGENCES_P;2019;600000285;600100721;N9999;25;6;29.86;;
URGENCES_P;2019;600000285;600100721;NINF;13;3;15.05;;
URGENCES_P;2019;600000467;600101984;M1140;;12;4.28;3;1
URGENCES_P;2019;600000467;600101984;M9999;6;28;17.9;3;1
URGENCES_P;2019;600000467;600101984;N1220;2;10;5.7;3;1
URGENCES_P;2019;600000467;600101984;N2120;;3;2.25;3;1
URGENCES_P;2019;600000467;600101984;N2500;21;22;35.92;;
URGENCES_P;2019;600000467;600101984;N2620;10;8;16.41;;0
URGENCES_P;2019;600000467;600101984;N9999;71;81;126.35;;
URGENCES_P;2019;600000467;600101984;NINF;38;33;63.39;2;1
URGENCES_P;2019;600100754;600000228;M9999;6;0;6;;
URGENCES_P;2019;600100754;600000228;N1220;4;;4;;
URGENCES_P;2019;600100754;600000228;N2120;1;0;1;;
URGENCES_P;2019;600100754;600000228;N2500;27;2;10;;
URGENCES_P;2019;600100754;600000228;N2620;1;;1;;
URGENCES_P;2019;600100754;600000228;N9999;72;7;32;;
URGENCES_P;2019;600100754;600000228;NINF;39;5;16;;
URGENCES_P;2019;600113476;600100721;M1140;0;0;0;;1
URGENCES_P;2019;600113476;600100721;M9999;11;11;10.66;;1
URGENCES_P;2019;600113476;600100721;N1220;1;2;2.59;;
URGENCES_P;2019;600113476;600100721;N2120;2;2;2.58;;
URGENCES_P;2019;600113476;600100721;N2500;24;19;29.01;;
URGENCES_P;2019;600113476;600100721;N9999;54;52;74.33;;
URGENCES_P;2019;600113476;600100721;NINF;27;29;40.15;;
URGENCES_P;2019;610000044;610780074;M9999;3;3;3.26;2;1
URGENCES_P;2019;610000044;610780074;N1220;3;0;2.8;;
URGENCES_P;2019;610000044;610780074;N2120;1;0;0.6;;
URGENCES_P;2019;610000044;610780074;N2500;7;0;7.02;;
URGENCES_P;2019;610000044;610780074;N9999;28;0;17.8;;
URGENCES_P;2019;610000044;610780074;NINF;17;0;7.38;;
URGENCES_P;2019;610000051;610780082;M9999;7;17;17.39;3;1
URGENCES_P;2019;610000051;610780082;N1220;2;;3.18;;0
URGENCES_P;2019;610000051;610780082;N2120;1;;1.17;;0
URGENCES_P;2019;610000051;610780082;N2500;22;3;21.52;;
URGENCES_P;2019;610000051;610780082;N9999;64;14;69.4;;
URGENCES_P;2019;610000051;610780082;NINF;34;10;36.86;2;1
URGENCES_P;2019;610000069;610780090;M9999;7;5;9.26;3;1
URGENCES_P;2019;610000069;610780090;N1220;1;1;2.9;2;1
URGENCES_P;2019;610000069;610780090;N2120;;1;0.39;2;1
URGENCES_P;2019;610000069;610780090;N2500;5;2;7.46;;
URGENCES_P;2019;610000069;610780090;N9999;30;8;29.46;;
URGENCES_P;2019;610000069;610780090;NINF;17;4;18.71;1;1
URGENCES_P;2019;610000077;610780124;M9999;2;1;3.09;3;1
URGENCES_P;2019;610000077;610780124;N1220;;4;1.93;;
URGENCES_P;2019;610000077;610780124;N2120;1;1;1.5;;
URGENCES_P;2019;610000077;610780124;N2500;5;1;5.78;;
URGENCES_P;2019;610000077;610780124;N9999;20;7;23.36;;
URGENCES_P;2019;610000077;610780124;NINF;11;1;11.12;;
URGENCES_P;2019;610000119;610780165;M9999;5;1;3.53;;1
URGENCES_P;2019;610000119;610780165;N1220;1;2;2.37;;1
URGENCES_P;2019;610000119;610780165;N2120;1;0;0.8;;1
URGENCES_P;2019;610000119;610780165;N2500;17;0;15.19;;
URGENCES_P;2019;610000119;610780165;N3120;1;0;0.5;;
URGENCES_P;2019;610000119;610780165;N9999;42;9;41.94;;
URGENCES_P;2019;610000119;610780165;NINF;21;7;22.3;;1
URGENCES_P;2019;610780116;610790594;M9999;8;2;5.39;2;1
URGENCES_P;2019;610780116;610790594;N1220;1;;1;;
URGENCES_P;2019;610780116;610790594;N2120;;1;0.65;2;1
URGENCES_P;2019;610780116;610790594;N2500;1;13;11.21;;
URGENCES_P;2019;610780116;610790594;N3120;;1;0.1;;
URGENCES_P;2019;610780116;610790594;N9999;9;28;23.03;;
URGENCES_P;2019;610780116;610790594;NINF;;13;10;2;1
URGENCES_P;2019;620000034;620100057;M1140;;5;1.09;;0
URGENCES_P;2019;620000034;620100057;M9999;;40;12.68;1;1
URGENCES_P;2019;620000034;620100057;N1220;4;;4;;0
URGENCES_P;2019;620000034;620100057;N2120;1;;1;;0
URGENCES_P;2019;620000034;620100057;N2500;23;2;24.89;;
URGENCES_P;2019;620000034;620100057;N9999;72;4;75.97;;
URGENCES_P;2019;620000034;620100057;NINF;41;2;43.49;;0
URGENCES_P;2019;620000224;620100651;M9999;;17;8.63;2;1
URGENCES_P;2019;620000224;620100651;N1220;1;1;1.49;;0
URGENCES_P;2019;620000224;620100651;N2120;;2;1;2;1
URGENCES_P;2019;620000224;620100651;N2500;17;2;19.32;;
URGENCES_P;2019;620000224;620100651;N2620;3;1;3.6;;1
URGENCES_P;2019;620000224;620100651;N3120;;2;1;;
URGENCES_P;2019;620000224;620100651;N9999;65;13;72.73;;
URGENCES_P;2019;620000224;620100651;NINF;35;5;37.91;;0
URGENCES_P;2019;620000257;620100685;M1140;;14;4.8;;
URGENCES_P;2019;620000257;620100685;M9999;;39;18.68;1;1
URGENCES_P;2019;620000257;620100685;N1220;2;;2;;
URGENCES_P;2019;620000257;620100685;N2120;2;0;1.35;1;1
URGENCES_P;2019;620000257;620100685;N2500;30;13;30.64;;
URGENCES_P;2019;620000257;620100685;N3120;;1;0.4;;
URGENCES_P;2019;620000257;620100685;N9999;84;17;84.94;;
URGENCES_P;2019;620000257;620100685;NINF;50;3;50.55;;0
URGENCES_P;2019;620000323;620101337;M9999;6;62;23.16;2;1
URGENCES_P;2019;620000323;620101337;N1220;;6;1.58;3;1
URGENCES_P;2019;620000323;620101337;N2120;;4;1.15;2;1
URGENCES_P;2019;620000323;620101337;N2500;1;90;29.19;;
URGENCES_P;2019;620000323;620101337;N2620;;;;2;1
URGENCES_P;2019;620000323;620101337;N9999;7;293;80.51;;
URGENCES_P;2019;620000323;620101337;NINF;5;185;42.69;2;1
URGENCES_P;2019;620000349;620101360;M9999;1;7;7.1;1;1
URGENCES_P;2019;620000349;620101360;N1220;3;;3;;
URGENCES_P;2019;620000349;620101360;N2120;3;0;2.62;;
URGENCES_P;2019;620000349;620101360;N2500;23;2;23.6;;
URGENCES_P;2019;620000349;620101360;N2620;5;1;5.9;;
URGENCES_P;2019;620000349;620101360;N9999;66;8;73.06;;
URGENCES_P;2019;620000349;620101360;NINF;32;5;37.94;;
URGENCES_P;2019;620000653;620103440;M1140;;11;3.03;;
URGENCES_P;2019;620000653;620103440;M3020;1;;1;;
URGENCES_P;2019;620000653;620103440;M9999;1;29;14.15;;
URGENCES_P;2019;620000653;620103440;N1220;3;1;3.68;;
URGENCES_P;2019;620000653;620103440;N2120;2;;2;;
URGENCES_P;2019;620000653;620103440;N2500;24;6;26.41;;
URGENCES_P;2019;620000653;620103440;N3120;;7;0.44;;
URGENCES_P;2019;620000653;620103440;N9999;62;31;74.6;;
URGENCES_P;2019;620000653;620103440;NINF;26;16;35.17;;
URGENCES_P;2019;620003202;620103432;M9999;7;3;10.81;;
URGENCES_P;2019;620003202;620103432;N1220;1;1;1.55;;
URGENCES_P;2019;620003202;620103432;N2120;1;1;1.2;;
URGENCES_P;2019;620003202;620103432;N2500;15;2;16.87;;
URGENCES_P;2019;620003202;620103432;N2620;;;0.04;;
URGENCES_P;2019;620003202;620103432;N3120;;1;0.1;;
URGENCES_P;2019;620003202;620103432;N9999;39;10;45.17;;
URGENCES_P;2019;620003202;620103432;NINF;22;5;25.41;;
URGENCES_P;2019;620003350;620001834;M9999;7;6;10.16;;
URGENCES_P;2019;620003350;620001834;N1220;4;2;4.29;;
URGENCES_P;2019;620003350;620001834;N2120;0;1;0.5;;
URGENCES_P;2019;620003350;620001834;N2500;8;2;8.46;;
URGENCES_P;2019;620003350;620001834;N2620;3;1;3.28;;
URGENCES_P;2019;620003350;620001834;N3120;0;1;0.2;;
URGENCES_P;2019;620003350;620001834;N9999;42;21;47;;
URGENCES_P;2019;620003350;620001834;NINF;25;2;21.26;;
URGENCES_P;2019;620003376;620001834;M9999;8;10;13.9;;0
URGENCES_P;2019;620003376;620001834;N1220;2;0;2;;0
URGENCES_P;2019;620003376;620001834;N2120;1;;1;;0
URGENCES_P;2019;620003376;620001834;N2500;19;4;17.85;;
URGENCES_P;2019;620003376;620001834;N2620;5;2;5.24;;0
URGENCES_P;2019;620003376;620001834;N9999;53;12;53.17;;
URGENCES_P;2019;620003376;620001834;NINF;26;6;27.08;;0
URGENCES_P;2019;620025346;620001834;M9999;6;20;11.56;;
URGENCES_P;2019;620025346;620001834;N1220;1;;1;;
URGENCES_P;2019;620025346;620001834;N2120;;1;0.75;;
URGENCES_P;2019;620025346;620001834;N2500;5;15;9.27;;
URGENCES_P;2019;620025346;620001834;N2620;1;3;2.4;;
URGENCES_P;2019;620025346;620001834;N9999;36;49;50.07;;
URGENCES_P;2019;620025346;620001834;NINF;18;16;20.49;;
URGENCES_P;2019;620100735;620000265;M9999;5;;5;;0
URGENCES_P;2019;620100735;620000265;N1220;2;;2;;
URGENCES_P;2019;620100735;620000265;N2120;1;;1;;
URGENCES_P;2019;620100735;620000265;N2500;6;;5.91;;
URGENCES_P;2019;620100735;620000265;N9999;18;;18.34;;
URGENCES_P;2019;620100735;620000265;NINF;9;;9.43;;
URGENCES_P;2019;630000404;630780989;M3020;1;;0.5;;
URGENCES_P;2019;630000404;630780989;M9999;24;5;22.46;3;1
URGENCES_P;2019;630000404;630780989;N1220;3;1;3.5;;0
URGENCES_P;2019;630000404;630780989;N2120;3;;3;;0
URGENCES_P;2019;630000404;630780989;N2500;32;8;37.47;;
URGENCES_P;2019;630000404;630780989;N9999;97;22;111.82;;
URGENCES_P;2019;630000404;630780989;NINF;48;12;55.86;;0
URGENCES_P;2019;630000412;630780997;M9999;;3;0.9;;
URGENCES_P;2019;630000412;630780997;N2120;;1;0.15;;
URGENCES_P;2019;630000412;630780997;N2500;1;0;1;;
URGENCES_P;2019;630000412;630780997;N2620;;2;1;;
URGENCES_P;2019;630000412;630780997;N9999;2;11;8.75;;
URGENCES_P;2019;630000412;630780997;NINF;;8;6.6;;1
URGENCES_P;2019;630000420;630781003;M9999;5;11;10.7;3;1
URGENCES_P;2019;630000420;630781003;N1220;1;0;1;2;1
URGENCES_P;2019;630000420;630781003;N2120;;1;0.4;2;1
URGENCES_P;2019;630000420;630781003;N9999;12;6;16.4;;
URGENCES_P;2019;630000420;630781003;NINF;11;5;15;2;1
URGENCES_P;2019;630000438;630781011;M9999;6;3;8.9;;
URGENCES_P;2019;630000438;630781011;N1220;5;1;3.74;;
URGENCES_P;2019;630000438;630781011;N2120;1;;1;;
URGENCES_P;2019;630000438;630781011;N2500;22;3;17.34;;
URGENCES_P;2019;630000438;630781011;N9999;55;9;48.43;;
URGENCES_P;2019;630000438;630781011;NINF;27;5;26.35;;
URGENCES_P;2019;630000446;630781029;M9999;6;2;3.55;3;1
URGENCES_P;2019;630000446;630781029;N1220;1;1;1.41;3;1
URGENCES_P;2019;630000446;630781029;N2120;1;;0.85;3;1
URGENCES_P;2019;630000446;630781029;N2500;3;2;4.11;;
URGENCES_P;2019;630000446;630781029;N9999;10;8;15.25;;
URGENCES_P;2019;630000446;630781029;NINF;5;5;8.88;;0
URGENCES_P;2019;630780211;630000107;M9999;2;8;6;;
URGENCES_P;2019;630780211;630000107;N1220;;5;3;;
URGENCES_P;2019;630780211;630000107;N2120;;1;0.5;;
URGENCES_P;2019;630780211;630000107;N9999;9;7;13.61;;
URGENCES_P;2019;630780211;630000107;NINF;9;1;10.11;;
URGENCES_P;2019;630781268;630780989;M1140;7;;6.01;;
URGENCES_P;2019;630781268;630780989;M9999;7;;6.01;;
URGENCES_P;2019;630781268;630780989;N1220;;2;1;;0
URGENCES_P;2019;630781268;630780989;N2120;1;;1;;0
URGENCES_P;2019;630781268;630780989;N2500;9;6;13.15;;
URGENCES_P;2019;630781268;630780989;N9999;41;20;43.22;;
URGENCES_P;2019;630781268;630780989;NINF;27;9;24.03;;0
URGENCES_P;2019;640000162;640780417;M1140;0;3;0.82;;1
URGENCES_P;2019;640000162;640780417;M9999;16;25;20.3;;1
URGENCES_P;2019;640000162;640780417;N1220;2;1;2.96;;
URGENCES_P;2019;640000162;640780417;N2120;4;0;4;;
URGENCES_P;2019;640000162;640780417;N2500;29;5;29.83;;
URGENCES_P;2019;640000162;640780417;N9999;113;28;121.39;;
URGENCES_P;2019;640000162;640780417;NINF;55;11;59.23;;
URGENCES_P;2019;640000402;640780813;M9999;2;8;10.8;;
URGENCES_P;2019;640000402;640780813;N2120;1;;0.5;;
URGENCES_P;2019;640000402;640780813;N2500;5;1;5.06;;
URGENCES_P;2019;640000402;640780813;N9999;14;4;15.77;;
URGENCES_P;2019;640000402;640780813;NINF;8;3;10.21;;
URGENCES_P;2019;640000410;640780821;M9999;2;8;3.49;2;1
URGENCES_P;2019;640000410;640780821;N1220;2;1;2.5;2;1
URGENCES_P;2019;640000410;640780821;N2120;1;0;1;2;1
URGENCES_P;2019;640000410;640780821;N2500;4;3;6.1;;
URGENCES_P;2019;640000410;640780821;N2620;6;0;6;2;1
URGENCES_P;2019;640000410;640780821;N9999;26;6;30.1;;
URGENCES_P;2019;640000410;640780821;NINF;13;2;14.5;2;1
URGENCES_P;2019;640000600;640781290;M1140;0;16;4.9;;
URGENCES_P;2019;640000600;640781290;M9999;20;28;32.28;3;1
URGENCES_P;2019;640000600;640781290;N1220;0;2;0.65;;
URGENCES_P;2019;640000600;640781290;N2120;1;1;1.4;;
URGENCES_P;2019;640000600;640781290;N2500;24;8;22.8;;
URGENCES_P;2019;640000600;640781290;N2620;0;10;5.39;;
URGENCES_P;2019;640000600;640781290;N3120;0;3;0.73;;
URGENCES_P;2019;640000600;640781290;N9999;64;44;82.35;;
URGENCES_P;2019;640000600;640781290;NINF;39;20;51.38;;
URGENCES_P;2019;640017646;640017638;M9999;4;3;5.52;;
URGENCES_P;2019;640017646;640017638;N2120;2;0;0.46;;
URGENCES_P;2019;640017646;640017638;N2500;6;0;6;;
URGENCES_P;2019;640017646;640017638;N9999;15;0;13.77;;
URGENCES_P;2019;640017646;640017638;NINF;7;0;7.31;;
URGENCES_P;2019;640018206;640012209;M9999;0;0;0.37;;
URGENCES_P;2019;640018206;640012209;N1220;2;1;2.43;;
URGENCES_P;2019;640018206;640012209;N2120;1;;1.15;;
URGENCES_P;2019;640018206;640012209;N2500;2;0;2.6;;
URGENCES_P;2019;640018206;640012209;N2620;2;1;2.94;;
URGENCES_P;2019;640018206;640012209;N9999;16;4;19.85;;
URGENCES_P;2019;640018206;640012209;NINF;9;2;10.73;;
URGENCES_P;2019;640780490;640000212;M9999;5;1;5.69;;0
URGENCES_P;2019;640780490;640000212;N1220;2;1;2.35;;0
URGENCES_P;2019;640780490;640000212;N2120;;1;0.27;;0
URGENCES_P;2019;640780490;640000212;N2500;5;;5.26;;
URGENCES_P;2019;640780490;640000212;N9999;16;2;18.51;;
URGENCES_P;2019;640780490;640000212;NINF;9;0;10.63;;0
URGENCES_P;2019;640780748;640000360;M9999;5;8;8.75;;
URGENCES_P;2019;640780748;640000360;N2500;3;1;2.71;;
URGENCES_P;2019;640780748;640000360;N9999;27;1;21.7;;
URGENCES_P;2019;640780748;640000360;NINF;14;;13.54;;
URGENCES_P;2019;640780938;640000451;M9999;2;5;3.86;;
URGENCES_P;2019;640780938;640000451;N1220;1;;1;;
URGENCES_P;2019;640780938;640000451;N2120;;1;0.5;;
URGENCES_P;2019;640780938;640000451;N2500;2;2;2.05;;
URGENCES_P;2019;640780938;640000451;N9999;10;6;12.53;;
URGENCES_P;2019;640780938;640000451;NINF;7;3;8.98;;
URGENCES_P;2019;650000045;650780158;M9999;14;2;14.23;3;1
URGENCES_P;2019;650000045;650780158;N1220;2;0;1.5;2;1
URGENCES_P;2019;650000045;650780158;N2120;1;0;1;3;1
URGENCES_P;2019;650000045;650780158;N2500;9;1;8.64;;
URGENCES_P;2019;650000045;650780158;N9999;32;3;33.06;;
URGENCES_P;2019;650000045;650780158;NINF;18;0;18.89;3;1
URGENCES_P;2019;650000052;650780166;M9999;;34;4.11;;
URGENCES_P;2019;650000052;650780166;N1220;;2;1.03;;
URGENCES_P;2019;650000052;650780166;N2120;1;;1;;
URGENCES_P;2019;650000052;650780166;N2500;2;;2;;
URGENCES_P;2019;650000052;650780166;N9999;9;8;13.79;;
URGENCES_P;2019;650000052;650780166;NINF;6;5;9.03;;
URGENCES_P;2019;650000417;650783160;M9999;18;17;30.25;;1
URGENCES_P;2019;650000417;650783160;N1220;9;0;7.07;;0
URGENCES_P;2019;650000417;650783160;N2120;3;0;2.95;;0
URGENCES_P;2019;650000417;650783160;N2500;16;3;17.99;;
URGENCES_P;2019;650000417;650783160;N9999;54;16;63.29;;
URGENCES_P;2019;650000417;650783160;NINF;26;5;28.68;;0
URGENCES_P;2019;650780679;650000243;M9999;3;4;5;;
URGENCES_P;2019;650780679;650000243;N2120;1;;0.5;;
URGENCES_P;2019;650780679;650000243;N2500;2;;2;;
URGENCES_P;2019;650780679;650000243;N9999;10;1;10.3;;
URGENCES_P;2019;650780679;650000243;NINF;7;1;7.8;;
URGENCES_P;2019;650784218;650780174;M9999;3;3;4.85;2;1
URGENCES_P;2019;650784218;650780174;N1220;1;3;2.35;2;1
URGENCES_P;2019;650784218;650780174;N2120;;1;0.25;2;1
URGENCES_P;2019;650784218;650780174;N2500;6;;6;;
URGENCES_P;2019;650784218;650780174;N3120;;;0.47;;
