BOR;AN;FI;FI_EJ;PERSO;EFFPL;EFFPA;ETP;MOD;COMSMUR
URGENCES_P;2019;880000047;880780077;N2500;7;;8.09;;
URGENCES_P;2019;880000047;880780077;N2620;;;;3;1
URGENCES_P;2019;880000047;880780077;N9999;30;;33.78;;
URGENCES_P;2019;880000047;880780077;NINF;22;;24.99;2;1
URGENCES_P;2019;880000054;880007299;M9999;8;3;4.58;3;1
URGENCES_P;2019;880000054;880007299;N1220;;1;0.55;3;1
URGENCES_P;2019;880000054;880007299;N2120;;1;0.12;3;1
URGENCES_P;2019;880000054;880007299;N2500;;18;5.92;;
URGENCES_P;2019;880000054;880007299;N9999;;54;21.28;;
URGENCES_P;2019;880000054;880007299;NINF;;31;13.14;3;1
URGENCES_P;2019;880000062;880780093;M9999;5;26;8.26;2;1
URGENCES_P;2019;880000062;880780093;N1220;7;0;3.68;;
URGENCES_P;2019;880000062;880780093;N2500;;13;3.67;;
URGENCES_P;2019;880000062;880780093;N9999;7;53;30.53;;
URGENCES_P;2019;880000062;880780093;NINF;;40;23.18;;
URGENCES_P;2019;880000070;880007299;M9999;0;2;0.82;3;1
URGENCES_P;2019;880000070;880007299;N1220;;;0.2;3;1
URGENCES_P;2019;880000070;880007299;N2120;;2;0.22;3;1
URGENCES_P;2019;880000070;880007299;N2500;;5;2.51;;
URGENCES_P;2019;880000070;880007299;N2620;;1;0.79;3;1
URGENCES_P;2019;880000070;880007299;N9999;;27;13.8;;
URGENCES_P;2019;880000070;880007299;NINF;;13;7.92;3;1
URGENCES_P;2019;890975527;890000037;M1140;1;;1;;0
URGENCES_P;2019;890975527;890000037;M9999;14;12;21.05;1;1
URGENCES_P;2019;890975527;890000037;N1220;1;;1;;
URGENCES_P;2019;890975527;890000037;N2120;2;;2;;
URGENCES_P;2019;890975527;890000037;N2500;10;2;11.72;;
URGENCES_P;2019;890975527;890000037;N2620;12;;12;;
URGENCES_P;2019;890975527;890000037;N9999;70;14;81.79;;
URGENCES_P;2019;890975527;890000037;NINF;45;12;55.07;;
URGENCES_P;2019;890975535;890000409;M9999;;7;2.48;;1
URGENCES_P;2019;890975535;890000409;N1220;;3;3.46;;
URGENCES_P;2019;890975535;890000409;N2120;;1;0.8;;
URGENCES_P;2019;890975535;890000409;N2500;;8;4.69;;
URGENCES_P;2019;890975535;890000409;N2620;;3;0.77;;
URGENCES_P;2019;890975535;890000409;N9999;;31;19.55;;
URGENCES_P;2019;890975535;890000409;NINF;;16;9.32;;
URGENCES_P;2019;890975543;890000417;M9999;12;1;6.08;2;1
URGENCES_P;2019;890975543;890000417;N1220;2;1;1.56;;1
URGENCES_P;2019;890975543;890000417;N2120;1;;0.7;2;1
URGENCES_P;2019;890975543;890000417;N2620;7;1;7.44;;
URGENCES_P;2019;890975543;890000417;N9999;21;5;19.89;;
URGENCES_P;2019;890975543;890000417;NINF;10;3;10.19;1;1
URGENCES_P;2019;890975550;890970569;M1140;4;;0.5;;
URGENCES_P;2019;890975550;890970569;M9999;11;5;6.9;;
URGENCES_P;2019;890975550;890970569;N1220;4;1;4.88;2;1
URGENCES_P;2019;890975550;890970569;N2120;1;;1;2;1
URGENCES_P;2019;890975550;890970569;N2500;18;1;17.02;;
URGENCES_P;2019;890975550;890970569;N2620;12;;12.44;2;1
URGENCES_P;2019;890975550;890970569;N9999;68;9;81.51;;
URGENCES_P;2019;890975550;890970569;NINF;31;4;34.06;2;1
URGENCES_P;2019;890975568;890000433;M9999;1;3;3.1;3;1
URGENCES_P;2019;890975568;890000433;N1220;;1;0.05;3;1
URGENCES_P;2019;890975568;890000433;N2120;;;;3;1
URGENCES_P;2019;890975568;890000433;N2500;2;4;4.12;;
URGENCES_P;2019;890975568;890000433;N9999;4;8;8.28;;
URGENCES_P;2019;890975568;890000433;NINF;2;3;4.11;3;1
URGENCES_P;2019;900003039;900000365;M9999;9;32;20;2;1
URGENCES_P;2019;900003039;900000365;N1220;17;5;20.72;;
URGENCES_P;2019;900003039;900000365;N2120;7;;7.82;;
URGENCES_P;2019;900003039;900000365;N2500;23;7;28.59;;
URGENCES_P;2019;900003039;900000365;N3120;1;1;2;;
URGENCES_P;2019;900003039;900000365;N9999;109;43;139.35;;
URGENCES_P;2019;900003039;900000365;NINF;58;26;77.62;;
URGENCES_P;2019;910000272;910110014;M9999;7;2;9.1;;0
URGENCES_P;2019;910000272;910110014;N1220;1;;1;;0
URGENCES_P;2019;910000272;910110014;N2120;;;0.33;;0
URGENCES_P;2019;910000272;910110014;N2500;7;1;7.94;;
URGENCES_P;2019;910000272;910110014;N9999;29;11;34.8;;
URGENCES_P;2019;910000272;910110014;NINF;21;7;24.75;1;1
URGENCES_P;2019;910000280;910019447;M1140;1;;0.3;;
URGENCES_P;2019;910000280;910019447;M9999;4;;3.2;;
URGENCES_P;2019;910000280;910019447;N1220;1;1;1.5;;
URGENCES_P;2019;910000280;910019447;N2120;1;;1;;
URGENCES_P;2019;910000280;910019447;N2500;7;1;5.21;;
URGENCES_P;2019;910000280;910019447;N9999;25;8;25.13;;
URGENCES_P;2019;910000280;910019447;NINF;13;4;15.58;;
URGENCES_P;2019;910000298;910110055;M1140;3;1;3.98;;
URGENCES_P;2019;910000298;910110055;M9999;9;8;13.8;;
URGENCES_P;2019;910000298;910110055;N1220;8;1;8.07;;
URGENCES_P;2019;910000298;910110055;N2120;1;;1;;
URGENCES_P;2019;910000298;910110055;N2500;14;6;17.85;;
URGENCES_P;2019;910000298;910110055;N9999;48;28;69.31;;
URGENCES_P;2019;910000298;910110055;NINF;25;21;40.39;;
URGENCES_P;2019;910000306;910110055;M1140;1;0;1.78;;
URGENCES_P;2019;910000306;910110055;M9999;6;7;9.66;;0
URGENCES_P;2019;910000306;910110055;N1220;2;4;5.3;;0
URGENCES_P;2019;910000306;910110055;N2120;1;;1;;1
URGENCES_P;2019;910000306;910110055;N2500;9;;8.22;;
URGENCES_P;2019;910000306;910110055;N9999;47;9;50.36;;
URGENCES_P;2019;910000306;910110055;NINF;35;5;35.84;;1
URGENCES_P;2019;910001973;910019447;M9999;8;2;6.67;;1
URGENCES_P;2019;910001973;910019447;N1220;2;;1.86;;0
URGENCES_P;2019;910001973;910019447;N2120;1;;1;;1
URGENCES_P;2019;910001973;910019447;N2500;10;;9.13;;
URGENCES_P;2019;910001973;910019447;N9999;36;;31.98;;
URGENCES_P;2019;910001973;910019447;NINF;23;;19.99;;1
URGENCES_P;2019;910018423;910110055;M9999;3;9;8.97;;
URGENCES_P;2019;910018423;910110055;N2120;1;;1;;
URGENCES_P;2019;910018423;910110055;N2500;10;6;14.75;;
URGENCES_P;2019;910018423;910110055;N9999;22;16;29.29;;
URGENCES_P;2019;910020254;910002773;M1140;1;7;2.2;;
URGENCES_P;2019;910020254;910002773;M3020;3;2;3.5;;
URGENCES_P;2019;910020254;910002773;M9999;23;11;27.5;;
URGENCES_P;2019;910020254;910002773;N1220;5;0;5;;
URGENCES_P;2019;910020254;910002773;N2120;2;0;2;;
URGENCES_P;2019;910020254;910002773;N2500;32;5;39;;
URGENCES_P;2019;910020254;910002773;N9999;177;21;180.5;;
URGENCES_P;2019;910020254;910002773;NINF;113;13;113.2;;
URGENCES_P;2019;910300144;910000447;M9999;2;3;4.81;;
URGENCES_P;2019;910300144;910000447;N1220;2;1;2.4;;
URGENCES_P;2019;910300144;910000447;N2500;5;1;5.47;;
URGENCES_P;2019;910300144;910000447;N9999;16;2;15.91;;
URGENCES_P;2019;910300144;910000447;NINF;9;;8.04;;
URGENCES_P;2019;910300219;910003888;M9999;6;;6;;
URGENCES_P;2019;910300219;910003888;N1220;8;1;9.79;;
URGENCES_P;2019;910300219;910003888;N2120;1;;1.01;;
URGENCES_P;2019;910300219;910003888;N2500;4;;4.29;;
URGENCES_P;2019;910300219;910003888;N9999;27;1;31.09;;
URGENCES_P;2019;910300219;910003888;NINF;14;;16;;
URGENCES_P;2019;910300300;910000538;M9999;4;;4;;
URGENCES_P;2019;910300300;910000538;N1220;3;;3;;
URGENCES_P;2019;910300300;910000538;N2120;1;;1;;
URGENCES_P;2019;910300300;910000538;N2500;4;;4;;
URGENCES_P;2019;910300300;910000538;N2620;1;;0.5;;
URGENCES_P;2019;910300300;910000538;N9999;15;;15;;
URGENCES_P;2019;910300300;910000538;NINF;6;;6;;
URGENCES_P;2019;910803543;910017615;M9999;4;7;8.4;;
URGENCES_P;2019;910803543;910017615;N1220;5;1;5.1;;
URGENCES_P;2019;910803543;910017615;N2120;1;0;1;;
URGENCES_P;2019;910803543;910017615;N2500;4;1;4.9;;
URGENCES_P;2019;910803543;910017615;N2620;2;1;2.5;;
URGENCES_P;2019;910803543;910017615;N3120;1;;1;;
URGENCES_P;2019;910803543;910017615;N9999;31;3;32.5;;
URGENCES_P;2019;910803543;910017615;NINF;18;;18;;
URGENCES_P;2019;920000577;920110020;M3020;4;0;1.1;;
URGENCES_P;2019;920000577;920110020;M9999;4;22;13.02;;0
URGENCES_P;2019;920000577;920110020;N1220;3;;2.55;;0
URGENCES_P;2019;920000577;920110020;N2120;1;2;1.36;;0
URGENCES_P;2019;920000577;920110020;N2500;14;;14.46;;
URGENCES_P;2019;920000577;920110020;N9999;51;3;47.71;;
URGENCES_P;2019;920000577;920110020;NINF;25;1;25.14;;0
URGENCES_P;2019;920000585;920026374;M1140;1;;1.15;;
URGENCES_P;2019;920000585;920026374;M9999;8;3;10.94;;
URGENCES_P;2019;920000585;920026374;N1220;1;;1.37;;
URGENCES_P;2019;920000585;920026374;N2120;2;;1.5;;
URGENCES_P;2019;920000585;920026374;N2500;27;4;23.46;;
URGENCES_P;2019;920000585;920026374;N9999;70;9;63.08;;
URGENCES_P;2019;920000585;920026374;NINF;28;4;28.35;;
URGENCES_P;2019;920000619;920009909;M9999;6;2;5.75;;0
URGENCES_P;2019;920000619;920009909;N1220;1;2;1.55;;0
URGENCES_P;2019;920000619;920009909;N2120;0;1;0.61;;0
URGENCES_P;2019;920000619;920009909;N2500;17;1;16.69;;
URGENCES_P;2019;920000619;920009909;N3120;0;1;0.18;;
URGENCES_P;2019;920000619;920009909;N9999;45;7;45.44;;
URGENCES_P;2019;920000619;920009909;NINF;20;1;20.33;;0
URGENCES_P;2019;920000643;920032505;M1140;2;;2;;
URGENCES_P;2019;920000643;920032505;M9999;9;6;12.4;;
URGENCES_P;2019;920000643;920032505;N1220;2;;2;;
URGENCES_P;2019;920000643;920032505;N2120;1;;1;;
URGENCES_P;2019;920000643;920032505;N2500;8;1;8.51;;
URGENCES_P;2019;920000643;920032505;N9999;31;3;32.5;;
URGENCES_P;2019;920000643;920032505;NINF;20;2;20.99;;
URGENCES_P;2019;920000650;920150059;M9999;13;12;17.14;;
URGENCES_P;2019;920000650;920150059;N1220;4;1;3.72;;
URGENCES_P;2019;920000650;920150059;N2120;2;;1.08;;
URGENCES_P;2019;920000650;920150059;N2500;19;;14.67;;
URGENCES_P;2019;920000650;920150059;N9999;78;2;62.06;;
URGENCES_P;2019;920000650;920150059;NINF;53;1;42.59;;
URGENCES_P;2019;920100013;750712184;M1140;2;3;4.48;;0
URGENCES_P;2019;920100013;750712184;M9999;2;3;4.48;;0
URGENCES_P;2019;920100013;750712184;N1220;1;0;1;;0
URGENCES_P;2019;920100013;750712184;N2120;0;2;1.4;;0
URGENCES_P;2019;920100013;750712184;N2500;9;3;11.15;;
URGENCES_P;2019;920100013;750712184;N3120;0;2;1.3;;
URGENCES_P;2019;920100013;750712184;N9999;21;9;27.42;;
URGENCES_P;2019;920100013;750712184;NINF;11;2;12.57;;0
URGENCES_P;2019;920100021;750712184;M1140;2;9;6.92;;0
URGENCES_P;2019;920100021;750712184;M9999;2;9;6.92;;0
URGENCES_P;2019;920100021;750712184;N2120;1;;1;;0
URGENCES_P;2019;920100021;750712184;N2500;13;1;13.86;;
URGENCES_P;2019;920100021;750712184;N9999;31;5;35.29;;
URGENCES_P;2019;920100021;750712184;NINF;17;4;20.43;;0
URGENCES_P;2019;920100039;750712184;M9999;9;;9.3;;
URGENCES_P;2019;920100039;750712184;N2120;2;;1.33;;
URGENCES_P;2019;920100039;750712184;N2500;23;0;22.07;;
URGENCES_P;2019;920100039;750712184;N9999;60;0;59.6;;
URGENCES_P;2019;920100039;750712184;NINF;31;;30.95;;
URGENCES_P;2019;920100047;750712184;M9999;5;10;8.85;;
URGENCES_P;2019;920100047;750712184;N1220;1;0;1;;
URGENCES_P;2019;920100047;750712184;N2120;3;0;2.84;;
URGENCES_P;2019;920100047;750712184;N2500;24;0;24.37;;
URGENCES_P;2019;920100047;750712184;N2620;0;0;0;;1
URGENCES_P;2019;920100047;750712184;N9999;60;0;56.48;;
URGENCES_P;2019;920100047;750712184;NINF;27;0;27.19;;
URGENCES_P;2019;920120011;750821092;M9999;9;0;9;;
URGENCES_P;2019;920120011;750821092;N1220;4;0;4;;
URGENCES_P;2019;920120011;750821092;N2120;1;0;1;;
URGENCES_P;2019;920120011;750821092;N2500;14;0;14;;
URGENCES_P;2019;920120011;750821092;N9999;40;0;40;;
URGENCES_P;2019;920120011;750821092;NINF;21;0;21;;
URGENCES_P;2019;920300043;920001526;M9999;;20;18;;0
URGENCES_P;2019;920300043;920001526;N1220;8;2;9.66;;0
URGENCES_P;2019;920300043;920001526;N2120;1;;1;;0
URGENCES_P;2019;920300043;920001526;N2500;12;3;14.1;;
URGENCES_P;2019;920300043;920001526;N2620;2;1;2.4;;0
URGENCES_P;2019;920300043;920001526;N9999;56;17;67.97;;
URGENCES_P;2019;920300043;920001526;NINF;30;10;35.56;;0
URGENCES_P;2019;920300597;920000940;M9999;;7;5;;0
URGENCES_P;2019;920300597;920000940;N1220;2;3;3.25;;0
URGENCES_P;2019;920300597;920000940;N2120;1;;1;;0
URGENCES_P;2019;920300597;920000940;N9999;7;3;7.51;;
URGENCES_P;2019;920300597;920000940;NINF;4;0;3.26;;0
URGENCES_P;2019;930000286;930021480;M1140;3;;3;;0
URGENCES_P;2019;930000286;930021480;M9999;14;4;15.5;;0
URGENCES_P;2019;930000286;930021480;N1220;11;;10.63;;
URGENCES_P;2019;930000286;930021480;N2120;3;;3;;
URGENCES_P;2019;930000286;930021480;N2500;30;;30.61;;
URGENCES_P;2019;930000286;930021480;N9999;89;;89.19;;
URGENCES_P;2019;930000286;930021480;NINF;45;;44.95;;
URGENCES_P;2019;930000302;930110036;M1140;;3;3;;0
URGENCES_P;2019;930000302;930110036;M9999;10;4;13.4;;0
URGENCES_P;2019;930000302;930110036;N1220;2;;2;;0
URGENCES_P;2019;930000302;930110036;N2120;2;;2;;0
URGENCES_P;2019;930000302;930110036;N2500;19;1;18.6;;
URGENCES_P;2019;930000302;930110036;N9999;62;4;63.17;;
URGENCES_P;2019;930000302;930110036;NINF;39;3;40.57;;0
URGENCES_P;2019;930000328;930110051;M9999;19;12;17.24;;
URGENCES_P;2019;930000328;930110051;N1220;4;1;2.64;;0
URGENCES_P;2019;930000328;930110051;N2120;4;0;3.93;;0
URGENCES_P;2019;930000328;930110051;N2500;34;1;22.98;;
URGENCES_P;2019;930000328;930110051;N2620;15;;12.56;;0
URGENCES_P;2019;930000328;930110051;N9999;138;5;102.16;;
URGENCES_P;2019;930000328;930110051;NINF;81;3;60.05;;0
URGENCES_P;2019;930000336;930110069;M1140;6;2;8.89;;
URGENCES_P;2019;930000336;930110069;M9999;20;13;26.1;;
URGENCES_P;2019;930000336;930110069;N1220;1;;1;;
URGENCES_P;2019;930000336;930110069;N2120;2;;2;;
URGENCES_P;2019;930000336;930110069;N2500;19;2;22.33;;
URGENCES_P;2019;930000336;930110069;N2620;14;;14;;
URGENCES_P;2019;930000336;930110069;N3120;;1;1;;
URGENCES_P;2019;930000336;930110069;N9999;87;7;86.45;;
URGENCES_P;2019;930000336;930110069;NINF;39;4;42.59;;
URGENCES_P;2019;930100037;750712184;M9999;7;14;15.7;;1
URGENCES_P;2019;930100037;750712184;N1220;1;;1;;
URGENCES_P;2019;930100037;750712184;N2120;3;;3;;0
URGENCES_P;2019;930100037;750712184;N2500;30;1;30.5;;
URGENCES_P;2019;930100037;750712184;N2620;3;1;3.5;;
URGENCES_P;2019;930100037;750712184;N3120;1;;1;;
URGENCES_P;2019;930100037;750712184;N9999;74;2;75;;
URGENCES_P;2019;930100037;750712184;NINF;36;;36;;
URGENCES_P;2019;930100045;750712184;M1140;3;12;13;;
URGENCES_P;2019;930100045;750712184;M9999;3;23;15;;
URGENCES_P;2019;930100045;750712184;N1220;1;;1;;
URGENCES_P;2019;930100045;750712184;N2120;1;;1;;
URGENCES_P;2019;930100045;750712184;N2500;11;;11;;
URGENCES_P;2019;930100045;750712184;N9999;45;;45;;
URGENCES_P;2019;930100045;750712184;NINF;32;;32;;
URGENCES_P;2019;930300025;930000393;M9999;;6;3;;0
URGENCES_P;2019;930300025;930000393;N2120;1;0;1;;
URGENCES_P;2019;930300025;930000393;N2500;3;;3;;
URGENCES_P;2019;930300025;930000393;N9999;15;;15;;
URGENCES_P;2019;930300025;930000393;NINF;11;;11;;
URGENCES_P;2019;930300066;930000401;M9999;4;0;4;;
URGENCES_P;2019;930300066;930000401;N1220;3;3;3.82;;
URGENCES_P;2019;930300066;930000401;N2120;0;1;0.3;;
URGENCES_P;2019;930300066;930000401;N2500;2;1;2.49;;
URGENCES_P;2019;930300066;930000401;N2620;0;1;0.5;;
URGENCES_P;2019;930300066;930000401;N9999;14;11;19.11;;
URGENCES_P;2019;930300066;930000401;NINF;9;5;12;;
URGENCES_P;2019;930300082;930000419;M9999;3;6;7;;
URGENCES_P;2019;930300082;930000419;N1220;3;2;3.5;;
URGENCES_P;2019;930300082;930000419;N2120;1;;1;;
URGENCES_P;2019;930300082;930000419;N2500;1;4;2.51;;
URGENCES_P;2019;930300082;930000419;N2620;3;6;5.18;;
URGENCES_P;2019;930300082;930000419;N3120;1;;1;;
URGENCES_P;2019;930300082;930000419;N9999;15;17;21.85;;
URGENCES_P;2019;930300082;930000419;NINF;6;5;8.66;;
URGENCES_P;2019;930300116;930000427;M9999;;6;4.3;;
URGENCES_P;2019;930300116;930000427;N1220;2;2;3.4;;
URGENCES_P;2019;930300116;930000427;N2120;0;1;0.3;;
URGENCES_P;2019;930300116;930000427;N2620;2;;2.5;;
URGENCES_P;2019;930300116;930000427;N3120;;1;0.7;;
URGENCES_P;2019;930300116;930000427;N9999;16;4;20.3;;
URGENCES_P;2019;930300116;930000427;NINF;12;;13.4;;
URGENCES_P;2019;930300553;930000633;M9999;4;10;7;;
URGENCES_P;2019;930300553;930000633;N1220;2;5;4.95;;
URGENCES_P;2019;930300553;930000633;N2120;0;0;0.93;;
URGENCES_P;2019;930300553;930000633;N2500;3;2;4.02;;
URGENCES_P;2019;930300553;930000633;N9999;16;13;24.01;;
URGENCES_P;2019;930300553;930000633;NINF;11;6;14.1;;
URGENCES_P;2019;930300595;930000658;M9999;3;15;7.2;;0
URGENCES_P;2019;930300595;930000658;N1220;3;4;4.59;;0
URGENCES_P;2019;930300595;930000658;N2120;1;0;1;;0
URGENCES_P;2019;930300595;930000658;N2500;2;0;2;;
URGENCES_P;2019;930300595;930000658;N2620;3;2;1.48;;0
URGENCES_P;2019;930300595;930000658;N3120;0;1;0.1;;
URGENCES_P;2019;930300595;930000658;N9999;16;9;18.3;;
URGENCES_P;2019;930300595;930000658;NINF;7;2;8;;0
URGENCES_P;2019;940000573;940110018;M1140;4;5;4.58;;
URGENCES_P;2019;940000573;940110018;M9999;17;10;19.23;;
URGENCES_P;2019;940000573;940110018;N1220;3;0;2.91;;
URGENCES_P;2019;940000573;940110018;N2120;2;0;2;;
URGENCES_P;2019;940000573;940110018;N2500;44;1;46.49;;
URGENCES_P;2019;940000573;940110018;N2620;15;0;17.04;;
URGENCES_P;2019;940000573;940110018;N9999;142;5;139.92;;
URGENCES_P;2019;940000573;940110018;NINF;71;2;70.97;;
URGENCES_P;2019;940000599;940110042;M1140;3;2;3.6;;0
URGENCES_P;2019;940000599;940110042;M9999;16;15;20.4;;0
URGENCES_P;2019;940000599;940110042;N1220;3;1;3.5;;0
URGENCES_P;2019;940000599;940110042;N2120;4;;4;;
URGENCES_P;2019;940000599;940110042;N2500;36;;36;;
URGENCES_P;2019;940000599;940110042;N2620;9;;9;;0
URGENCES_P;2019;940000599;940110042;N3120;;1;0.5;;
URGENCES_P;2019;940000599;940110042;N9999;127;4;129.6;;
URGENCES_P;2019;940000599;940110042;NINF;57;2;58.6;;0
URGENCES_P;2019;940000649;940150014;M1140;3;4;4.48;;
URGENCES_P;2019;940000649;940150014;M9999;11;22;24.74;;
URGENCES_P;2019;940000649;940150014;N1220;5;;5;;
URGENCES_P;2019;940000649;940150014;N2120;2;;2.71;;
URGENCES_P;2019;940000649;940150014;N2500;20;1;20.41;;
URGENCES_P;2019;940000649;940150014;N2620;7;;7.01;;
URGENCES_P;2019;940000649;940150014;N9999;79;2;81.42;;
URGENCES_P;2019;940000649;940150014;NINF;45;1;46.16;;
URGENCES_P;2019;940100027;750712184;M9999;17;5;19.62;;0
URGENCES_P;2019;940100027;750712184;N1220;2;0;2;;0
URGENCES_P;2019;940100027;750712184;N2120;4;0;4;;0
URGENCES_P;2019;940100027;750712184;N2500;40;1;40.8;;
URGENCES_P;2019;940100027;750712184;N2620;7;0;7;;0
URGENCES_P;2019;940100027;750712184;N9999;95;14;108.5;;
URGENCES_P;2019;940100027;750712184;NINF;42;13;54.7;;0
URGENCES_P;2019;940100043;750712184;M9999;16;11;24.98;;0
URGENCES_P;2019;940100043;750712184;N1220;2;1;2.5;;0
URGENCES_P;2019;940100043;750712184;N2120;8;0;8;;0
URGENCES_P;2019;940100043;750712184;N2500;50;4;67.52;;
URGENCES_P;2019;940100043;750712184;N2620;4;;4;;0
URGENCES_P;2019;940100043;750712184;N3120;1;1;1.5;;
URGENCES_P;2019;940100043;750712184;N9999;118;9;167.72;;
URGENCES_P;2019;940100043;750712184;NINF;55;5;84.2;;0
URGENCES_P;2019;940120017;750821092;M9999;8;1;8.22;;0
URGENCES_P;2019;940120017;750821092;N1220;4;;4;;0
URGENCES_P;2019;940120017;750821092;N2120;1;;1;;0
URGENCES_P;2019;940120017;750821092;N2500;16;1;14.8;;
URGENCES_P;2019;940120017;750821092;N9999;45;2;44.9;;
URGENCES_P;2019;940120017;750821092;NINF;24;1;25.1;;0
URGENCES_P;2019;940300031;940000706;M9999;;5;;;0
URGENCES_P;2019;940300031;940000706;N1220;2;;2.99;;0
URGENCES_P;2019;940300031;940000706;N2120;1;0;1;;0
URGENCES_P;2019;940300031;940000706;N2500;5;;5.23;;
URGENCES_P;2019;940300031;940000706;N9999;19;0;23.13;;
URGENCES_P;2019;940300031;940000706;NINF;11;;13.9;;0
URGENCES_P;2019;940300270;940000771;M9999;4;;4;;
URGENCES_P;2019;940300270;940000771;N1220;1;;1;;
URGENCES_P;2019;940300270;940000771;N2120;;1;0.5;;
URGENCES_P;2019;940300270;940000771;N2500;6;;6;;
URGENCES_P;2019;940300270;940000771;N2620;1;;1;;
URGENCES_P;2019;940300270;940000771;N3120;1;;1;;
URGENCES_P;2019;940300270;940000771;N9999;17;1;17.5;;
URGENCES_P;2019;940300270;940000771;NINF;8;;8;;
URGENCES_P;2019;940300445;940000854;M9999;3;;3.5;;
URGENCES_P;2019;940300445;940000854;N2500;1;;1;;
URGENCES_P;2019;940300445;940000854;N9999;8;7;10.22;;
URGENCES_P;2019;940300445;940000854;NINF;5;7;7.04;;
URGENCES_P;2019;940300569;940000912;M9999;3;3;6.8;;0
URGENCES_P;2019;940300569;940000912;N1220;4;0;4;;
URGENCES_P;2019;940300569;940000912;N2120;1;0;1;;0
URGENCES_P;2019;940300569;940000912;N2500;1;0;1;;
URGENCES_P;2019;940300569;940000912;N2620;1;1;1.22;;
URGENCES_P;2019;940300569;940000912;N9999;21;1;21.22;;
URGENCES_P;2019;940300569;940000912;NINF;14;0;14;;0
URGENCES_P;2019;950000307;950110015;M1140;0;4;1.44;;0
URGENCES_P;2019;950000307;950110015;M3020;0;2;0.91;;
URGENCES_P;2019;950000307;950110015;M9999;18;18;24.85;1;1
URGENCES_P;2019;950000307;950110015;N1220;2;0;2;;0
URGENCES_P;2019;950000307;950110015;N2120;1;1;1.6;;0
URGENCES_P;2019;950000307;950110015;N2500;35;6;39.85;;
URGENCES_P;2019;950000307;950110015;N2620;21;0;20.94;;0
URGENCES_P;2019;950000307;950110015;N3120;1;0;1;;
URGENCES_P;2019;950000307;950110015;N9999;125;16;135.74;;
URGENCES_P;2019;950000307;950110015;NINF;63;8;67.01;;0
URGENCES_P;2019;950000315;950001370;M9999;5;10;11.22;1;1
URGENCES_P;2019;950000315;950001370;N1220;1;2;2.5;2;1
URGENCES_P;2019;950000315;950001370;N2120;1;;1;2;1
URGENCES_P;2019;950000315;950001370;N2500;9;1;10.48;;
URGENCES_P;2019;950000315;950001370;N2620;5;;4.39;;0
URGENCES_P;2019;950000315;950001370;N9999;32;14;39.75;;
URGENCES_P;2019;950000315;950001370;NINF;16;11;21.38;2;1
URGENCES_P;2019;950000323;950013870;M1140;0;3;2.81;;0
URGENCES_P;2019;950000323;950013870;M3020;1;0;1;;
URGENCES_P;2019;950000323;950013870;M9999;7;32;22.31;;0
URGENCES_P;2019;950000323;950013870;N1220;5;1;5.33;;0
URGENCES_P;2019;950000323;950013870;N2120;1;2;1.71;;0
URGENCES_P;2019;950000323;950013870;N2500;36;8;37.32;;
URGENCES_P;2019;950000323;950013870;N2620;1;0;0.32;;0
URGENCES_P;2019;950000323;950013870;N3120;0;4;1.7;;
URGENCES_P;2019;950000323;950013870;N9999;113;22;117.78;;
URGENCES_P;2019;950000323;950013870;NINF;68;6;70.21;;0
URGENCES_P;2019;950000331;950110049;M1140;;7;3.54;;
URGENCES_P;2019;950000331;950110049;M3020;;4;1.6;;
URGENCES_P;2019;950000331;950110049;M9999;11;21;22.02;;
URGENCES_P;2019;950000331;950110049;N2120;1;2;1.42;;
URGENCES_P;2019;950000331;950110049;N2500;27;14;36.42;;
URGENCES_P;2019;950000331;950110049;N2620;6;6;9.39;;
URGENCES_P;2019;950000331;950110049;N3120;;;0.17;;
URGENCES_P;2019;950000331;950110049;N9999;85;66;127.48;;
URGENCES_P;2019;950000331;950110049;NINF;44;30;68.56;;
URGENCES_P;2019;950000349;950015289;M9999;3;6;6.32;;
URGENCES_P;2019;950000349;950015289;N1220;;1;0.5;;
