BOR;AN;FI;FI_EJ;AUTOR;LACTA;LIT_OBS;LIT_NEO_HSI;LIT_SIN;LIT_REA;SALTRAV;SEJ_OBS;SEJ0_Obs;SEJ_NEO_HSI;SEJ0_NEO_HSI;SEJ_SIN;SEJ0_SIN;SEJ_REA;SEJ0_REA;SEJ_BAM;SEJ0_BAM;JOU_OBS;JOU_NEO_HSI;JOU_SIN;JOU_REA;JOU_BAM;SEJACC;JOUACC;SEJCES;JOUCES;FSUIV;ACCUN;ACCMU;ENFTR;TRANSDES;ENFANTS;CONSGYN;CONSSAG;CONSENTR;SORPREC;MUTHAD;PRIS;IVG;IVGN_1;IVGME;IVG1214;CONV;IMG;AMP;PAT_AMP
PERINAT;2019;620000349;620101360;TYPE2;;28;6;0;0;4;1620;119;226;21;0;0;0;0;1068;1;5777;1191;0;0;3823;1175;5042;192;1117;0;1154;21;7;;1197;4366;3341;211;17;0;1;251;251;185;19;1;1;0;0
PERINAT;2019;620000653;620103440;TYPE2;;25;12;3;0;4;1484;181;231;3;157;6;0;0;951;0;5431;1662;1882;0;3718;1089;4918;202;1110;5;1071;18;5;0;1108;13115;6699;127;6;0;1;446;450;331;22;0;8;0;0
PERINAT;2019;620003202;620103432;TYPE2;;23;6;;;3;1118;97;164;25;0;0;0;0;791;1;4319;1031;0;0;3059;868;3920;207;1105;0;856;12;15;;881;10854;4430;;7;0;1;259;279;156;23;;1;0;0
PERINAT;2019;620025346;620001834;TYPE1;;24;;;;3;1469;175;0;0;0;0;0;0;976;30;4843;0;0;0;3502;967;4123;121;645;0;958;9;30;;982;9792;11146;;16;0;0;0;0;0;0;;0;0;0
PERINAT;2019;620100099;620014779;TYPE1;;21;;;;4;1090;97;0;0;0;0;0;0;823;17;3950;0;0;0;3345;819;3637;232;1134;0;813;6;17;0;826;;;;3;0;0;0;0;0;0;0;0;0;0
PERINAT;2019;620100735;620000265;TYPE1;;28;;;;4;931;95;0;0;0;0;0;0;594;4;3186;0;0;0;2362;592;2576;173;801;0;586;6;3;;598;;;;2;0;1;46;72;26;1;;44;0;0
PERINAT;2019;620118513;620002915;TYPE1;;30;;;;4;1085;47;0;0;0;0;0;0;802;14;4234;0;0;0;3282;800;3694;179;1084;1;796;4;14;;804;;;;6;0;0;0;0;0;0;;3;1;111
PERINAT;2019;630000412;630780997;CPPR;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;243;3433;61;0;0;1;18;19;18;0;;0;0;0
PERINAT;2019;630000420;630781003;TYPE1;;14;;;;2;806;79;0;0;0;0;0;0;602;6;2794;0;0;0;2230;595;2547;114;597;0;592;3;6;0;604;;;22;20;0;1;200;216;154;7;0;2;0;0
PERINAT;2019;630000446;630781029;TYPE1;;16;;;;2;585;42;0;0;0;0;0;0;438;3;2228;0;0;0;1741;433;1999;81;505;0;431;2;3;;438;3964;2240;;12;0;1;108;117;81;2;;0;0;0
PERINAT;2019;630781268;630780989;TYPE3;;72;21;12;10;9;4927;270;700;15;287;14;301;9;3427;1;21673;6399;3359;2466;13249;3895;19237;702;4604;16;3807;88;2;2;4017;14265;21120;363;106;0;1;942;1046;345;62;17;33;1;660
PERINAT;2019;630781839;630000826;TYPE2;;71;6;;;6;2296;229;153;25;0;0;0;0;1624;0;8910;832;0;0;6322;1761;8090;359;1995;2;1747;14;16;;1777;;;;10;0;1;170;198;99;6;;25;1;287
PERINAT;2019;640000162;640780417;TYPE3;INT;35;10;4;6;5;2736;103;426;33;184;3;195;11;1993;2;11724;1603;1906;1780;6456;2257;10433;330;2497;27;2209;48;7;;2310;14782;5976;;305;113;1;455;442;144;39;;36;0;0
PERINAT;2019;640000402;640780813;CPPR;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;1054;2307;1355;0;0;1;79;59;79;0;0;0;0;0
PERINAT;2019;640000410;640780821;CPPR;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;677;2269;145;0;0;1;15;0;15;0;;0;0;0
PERINAT;2019;640000600;640781290;TYPE3;;31;8;3;6;4;2793;444;200;22;59;4;176;11;1756;2;10994;1833;906;1518;6249;1944;9431;346;2550;27;1894;50;1;1;2000;9596;6620;197;149;0;1;535;536;176;86;;1;0;0
PERINAT;2019;640017646;640017638;TYPE1;;7;0;0;0;1;436;40;0;0;0;0;0;0;341;8;1402;0;0;0;1166;340;1302;75;403;0;340;0;6;;341;4605;2585;;48;0;1;11;20;11;0;0;0;0;0
PERINAT;2019;640018206;640012209;TYPE1;;24;;;;6;1534;156;0;0;0;0;0;0;1230;12;5524;0;0;0;4580;1212;5164;234;1287;6;1195;17;8;;1235;;;;49;0;0;0;96;0;0;;6;1;290
PERINAT;2019;640780755;640780417;CPPR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;304;1643;1021;;;0;;;;;;;0;
PERINAT;2019;640780946;640000469;TYPE1;;35;;;;5;1554;122;0;0;0;0;0;0;1261;25;6144;0;0;0;4976;1243;5405;307;1818;5;1232;7;28;0;1266;0;0;0;24;0;1;79;93;51;0;;7;1;343
PERINAT;2019;650000045;650780158;CPPR;;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;3428;1815;0;0;0;1;50;9;39;1;;0;0;0
PERINAT;2019;650000417;650783160;TYPE2;;21;6;3;;3;1440;160;151;19;51;9;0;0;878;1;5034;1310;178;0;3252;948;4305;196;1186;6;936;12;3;0;967;7437;4300;66;28;0;1;299;326;181;39;;24;0;0
PERINAT;2019;650780679;650000243;TYPE1;;21;;;;3;992;111;0;0;0;0;0;0;769;1;3571;0;0;0;2952;761;3330;155;858;0;754;7;1;;769;;;;7;0;1;162;145;138;2;;1;1;0
PERINAT;2019;650784218;650780174;CPPR;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;1054;2837;33;0;0;1;14;7;14;0;;0;0;0
PERINAT;2019;660000084;660780180;TYPE3;;44;17;5;6;5;2822;152;517;25;168;9;181;13;1786;11;13565;5908;1549;1879;6491;2149;11510;495;3886;8;2080;69;18;0;2260;16074;6434;242;74;0;1;1152;1079;823;82;2;42;0;0
PERINAT;2019;660780669;660000324;TYPE1;;44;;;;9;2883;255;0;0;0;0;0;0;2194;22;10628;0;0;0;7686;2179;9143;420;2140;6;2173;6;19;5;2187;;;;93;0;1;432;537;339;6;;25;0;0
PERINAT;2019;660780784;660000407;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;;;0;0;1;70;71;15;2;;1;1;247
PERINAT;2019;670000157;670780337;TYPE2;;43;6;4;;5;1931;71;300;11;182;21;0;0;1225;4;7286;1664;913;0;3872;1439;6150;255;1481;1;1422;17;15;0;1461;;2614;334;74;0;1;328;329;281;11;12;6;0;0
PERINAT;2019;670000165;670780345;TYPE2;;16;4;;;2;1191;200;149;7;0;0;0;0;687;1;3496;1074;0;0;2238;766;3055;155;856;0;753;13;3;;781;;;;16;0;1;186;166;143;3;;11;0;0
PERINAT;2019;670000215;680000643;CPPR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;824;405;36;;;0;;;;;;;0;
PERINAT;2019;670000272;670780543;TYPE1;;10;;;;2;442;51;0;0;0;0;0;0;317;6;1514;0;0;0;1177;313;1342;49;285;0;306;7;4;;320;8313;2144;;24;0;1;53;48;46;1;0;0;0;0
PERINAT;2019;670000397;670017755;TYPE1;;22;;;;3;1197;133;0;0;0;0;0;0;941;18;3838;0;0;0;3219;917;3572;137;655;1;912;5;14;;944;15871;2223;164;73;0;1;187;199;184;3;;3;0;0
PERINAT;2019;670000405;670017755;CPPR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;56;1423;63;;;1;24;17;24;;;;;
PERINAT;2019;670018068;670017847;TYPE1;;24;;;;7;918;85;0;0;0;0;0;0;697;2;3252;0;0;0;2493;690;2775;126;630;35;684;6;2;;698;;;;35;0;1;26;15;23;1;;0;0;0
PERINAT;2019;670780113;670780055;TYPE2;;40;6;;;9;4156;445;388;29;0;0;0;0;2799;14;13876;1565;0;0;9062;3124;12434;408;2115;4;3090;34;32;;3169;10869;10136;;309;31;1;1200;1227;907;71;14;36;1;1023
PERINAT;2019;670780212;670014604;TYPE2;;37;6;;;6;2472;174;218;21;0;0;0;0;1860;9;8803;823;0;0;6253;2065;8322;499;2430;29;2055;10;14;;2077;;4281;305;126;1;0;0;0;0;0;;0;0;0
PERINAT;2019;670783273;670780055;TYPE3;EXT;56;19;18;16;9;4375;377;748;24;440;23;371;31;2378;8;17351;5655;4712;3748;8608;2862;13786;675;4457;22;2781;81;8;;3038;11803;6789;;174;6;1;833;821;809;25;14;15;0;0
PERINAT;2019;670798636;670014604;CPPR;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;2410;1358;96;0;0;0;0;0;0;0;;0;0;0
PERINAT;2019;680000320;680000643;TYPE2;;42;6;;;5;2044;195;306;20;0;0;0;0;1204;1;7921;1436;0;0;4532;1481;6789;341;2027;0;1469;12;14;;1493;;;;23;0;0;0;0;0;0;;2;0;0
PERINAT;2019;680000494;680000643;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;;0;1;427
PERINAT;2019;680000544;680020336;CPPR;;;;;;;388;42;0;0;0;0;0;0;308;9;1199;0;0;0;1003;306;1139;52;235;0;306;0;9;;308;2958;2668;;25;0;1;110;117;94;1;;0;0;0
PERINAT;2019;680000601;680020336;CPPR;;;;;;;392;45;0;0;0;0;0;0;238;6;1190;0;0;0;847;238;979;42;212;0;238;0;6;;239;6878;2424;;9;0;1;80;85;73;2;;0;0;0
PERINAT;2019;680000684;680000973;TYPE2;;43;12;6;;6;2964;509;396;21;163;22;0;0;1689;8;10844;3250;1134;0;6670;1917;9477;372;2552;2;1879;38;7;;1964;16843;11734;259;47;0;1;516;471;305;29;1;1;0;0
PERINAT;2019;680000700;680001005;CPPR;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;2521;1872;166;0;0;1;14;4;14;0;;0;0;0
PERINAT;2019;680001195;680000643;TYPE1;;20;;;;3;690;36;0;0;0;0;0;0;608;5;2506;0;0;0;2151;604;2416;101;484;0;600;4;5;;610;5564;3961;340;20;0;0;0;0;0;0;;2;0;0
PERINAT;2019;680004546;680020336;TYPE3;EXT;58;12;9;6;7;4369;305;468;8;154;4;239;26;2871;3;17448;3646;2880;1841;10527;3195;14949;607;3954;5;3117;78;6;;3305;33449;12426;;44;0;1;1118;1093;1003;66;;7;0;0
PERINAT;2019;690000013;690780036;TYPE1;;14;;;;3;1211;77;0;0;0;0;0;0;964;17;3824;0;0;0;3001;966;3461;139;650;1;966;0;13;;970;962;4754;69;86;0;1;82;100;62;0;0;0;0;0
PERINAT;2019;690000021;690780044;TYPE1;;23;;;;4;1695;166;0;0;0;0;0;0;1304;16;5935;0;0;0;4414;1300;5370;244;1233;1;1297;3;16;;1306;;;;24;3;1;187;154;107;3;;1;0;0
PERINAT;2019;690000575;690782222;TYPE2;;26;9;9;;4;2715;148;219;17;181;8;0;0;1958;5;11237;2112;2535;0;6841;2142;9952;446;2976;14;2097;45;7;;2191;8318;5922;56;102;0;1;530;481;426;22;;1;0;0
PERINAT;2019;690000625;690782271;CPPR;;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;1544;2124;;0;0;1;49;53;34;0;;0;0;0
PERINAT;2019;690007539;690781810;TYPE3;;93;32;18;14;8;7065;931;467;7;409;12;438;23;4153;98;29469;6214;6248;4658;16057;4571;24211;967;7089;16;4397;174;89;;4766;;;;255;0;1;733;824;403;88;2;99;1;1164
PERINAT;2019;690022959;690000732;TYPE2;;50;15;3;;8;3606;330;309;2;126;6;0;0;2668;11;15946;4232;710;0;10565;2840;14197;822;5537;11;2810;30;5;;2870;;;;49;0;1;226;380;107;2;3;6;1;708
PERINAT;2019;690041124;690000724;;;;;;;;65;43;0;0;0;0;0;0;0;0;28;0;0;0;0;0;0;0;0;0;0;0;0;;0;;;;0;0;0;0;;0;0;;0;1;587
PERINAT;2019;690041132;690006598;TYPE2;;25;6;;;7;2546;394;109;3;0;0;0;0;1725;11;8127;928;0;0;5707;1796;7069;377;1927;12;1781;15;13;;1815;;;;144;0;1;39;;14;2;;1;0;0
PERINAT;2019;690042080;690000732;TYPE1;;11;;;;3;594;19;0;0;0;0;0;0;469;2;2246;0;0;0;1759;466;1982;123;711;2;462;4;2;;473;;;;4;0;0;0;0;0;0;;1;0;0
PERINAT;2019;690780150;690000104;CPPR;;0;0;0;0;0;195;0;0;0;0;0;0;0;171;0;708;0;0;0;629;0;0;0;0;0;0;0;0;;1;1874;1167;49;0;0;0;0;0;0;0;;0;0;0
PERINAT;2019;690780358;690000195;TYPE2;;59;9;;;10;3206;262;230;9;0;0;0;0;2485;37;12825;2268;0;0;8982;2639;11748;412;2644;25;2595;44;40;;2691;;;;37;0;0;0;0;0;0;;8;1;815
PERINAT;2019;690780416;690031190;TYPE1;;31;;;;5;2021;132;0;0;0;0;0;0;1618;18;7270;0;0;0;5398;1601;6248;341;1758;1;1592;9;17;;1610;9398;3264;;119;0;1;90;123;27;1;;0;0;0
PERINAT;2019;690783154;690781810;;;0;0;;;;27;16;0;0;0;0;0;0;0;0;51;0;0;0;0;0;0;0;0;0;0;0;0;;0;;;;0;0;1;1584;1715;775;12;16;0;0;0
PERINAT;2019;690784137;690781810;TYPE2;;43;12;9;;5;2957;163;245;1;283;8;0;0;1946;7;12817;4265;3021;0;7123;2089;10335;502;3574;34;2034;55;9;;2157;7116;5530;11;83;0;1;507;498;158;69;0;24;0;0
PERINAT;2019;690784152;690781810;TYPE3;EXT;76;16;18;15;7;5669;736;494;11;361;4;334;10;3755;13;22972;4880;6253;5323;12158;4184;19455;932;6381;36;4072;112;10;;4323;6858;14953;167;394;0;1;1200;1136;542;119;9;66;0;0
PERINAT;2019;690805361;690805353;TYPE1;;27;;;;6;2757;165;0;0;0;0;0;0;2368;14;8817;0;0;0;7358;2360;8286;340;1515;2;2344;16;12;;2376;8619;5599;88;191;0;0;0;0;0;0;;5;0;0
PERINAT;2019;690807367;690003447;TYPE1;;20;;;;3;978;91;0;0;0;0;0;0;801;5;3546;0;0;0;2981;797;3266;148;840;0;790;7;5;;804;;;;16;0;0;0;0;0;0;;0;0;0
PERINAT;2019;700000011;700780026;CPPR;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;4664;30;;0;0;0;0;;0;0;;0;0;0
PERINAT;2019;700000029;700004591;TYPE2;;15;6;;;4;1512;93;113;0;0;0;0;0;939;3;6601;1327;0;0;3729;1017;5189;145;1155;1;1010;7;3;0;1030;4943;1900;251;7;0;1;160;273;71;19;3;5;0;0
PERINAT;2019;700780059;700004591;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;93;231;0;0;0;1;27;27;27;0;0;0;0;0
PERINAT;2019;700780208;700004591;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;214;447;0;0;0;1;15;20;15;0;0;0;0;0
PERINAT;2019;710010067;710780644;TYPE1;;15;;;;2;708;46;0;0;0;0;0;0;540;1;2478;0;0;0;1827;569;2297;92;467;0;562;7;2;;580;;;;16;0;1;137;136;123;4;;7;0;0
PERINAT;2019;710010786;710781451;TYPE1;;10;;;;3;319;26;0;0;0;0;0;0;232;3;1116;0;0;0;895;236;1008;47;240;0;234;2;4;;240;2071;1035;;6;0;1;75;68;44;2;;0;0;0
PERINAT;2019;710978263;710780958;TYPE2;;36;7;7;;5;2468;197;279;7;208;12;0;0;1514;3;9425;1930;2190;0;5465;1746;7785;355;2156;10;1717;29;7;;1775;9140;13356;272;21;0;1;436;411;226;30;;3;0;0
PERINAT;2019;710978289;710780263;TYPE2;;35;7;3;0;4;2020;157;186;20;89;13;0;0;1278;1;7975;1572;745;0;4866;1420;6785;197;1360;1;1406;14;6;;1445;10340;6039;118;7;0;1;303;341;145;21;;1;0;0
PERINAT;2019;710978313;710976705;CPPR;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;2903;2956;44;0;0;1;63;47;63;1;;0;0;0
PERINAT;2019;710978347;570010181;TYPE1;;18;;;;3;872;103;0;0;0;0;0;0;593;15;2669;0;0;0;1935;588;2282;132;685;1;586;2;14;0;595;10596;4274;147;29;0;1;133;118;83;5;;0;0;0
PERINAT;2019;720000033;720000025;TYPE3;INT;62;16;6;8;9;4903;531;503;15;159;6;181;11;3033;0;19616;4419;1922;1971;10965;3458;16792;669;4624;28;3383;75;2;2;3560;16773;8338;236;204;0;1;1051;976;578;79;0;14;0;0
PERINAT;2019;720000231;720000637;TYPE2;;31;9;3;;11;2290;247;289;6;117;6;0;0;1437;0;7971;1990;608;0;5065;1655;7031;372;2041;2;1626;29;6;;1690;;;;63;0;1;170;132;122;5;;18;1;369
PERINAT;2019;720016179;720016724;TYPE1;;15;;;;3;733;123;0;0;0;0;0;0;439;3;2620;0;0;0;1744;468;2282;109;663;1;467;1;5;;477;2335;3919;41;8;0;1;96;30;61;1;;0;0;0
PERINAT;2019;730000031;730000015;TYPE3;;62;12;6;10;7;3952;229;477;20;176;10;281;15;2691;12;17486;5141;1158;3292;9630;3083;14709;623;4568;11;3014;69;5;;3200;;;;155;1;1;401;377;128;53;;18;0;0
PERINAT;2019;730000080;730780103;TYPE1;;12;;;;2;289;43;0;0;0;0;0;0;224;3;1024;0;0;0;883;221;973;24;140;1;221;0;2;6;223;1534;1747;39;1;0;1;77;99;74;2;;2;0;0
PERINAT;2019;730000098;730000015;CPPR;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;910;5535;172;0;0;1;57;91;32;1;;0;0;0
PERINAT;2019;730000247;730780525;TYPE1;;12;;;;2;331;46;0;0;0;0;0;0;245;2;1209;0;0;0;989;244;1128;56;322;0;244;0;2;0;246;3508;1557;0;2;0;1;192;176;176;1;1;7;0;0
PERINAT;2019;730000262;730002839;TYPE2;;24;6;0;0;3;1122;80;438;13;0;0;0;0;512;2;4436;2506;0;0;1899;832;3900;162;977;3;821;11;7;;844;2603;6188;855;39;0;1;141;145;93;10;5;7;0;0
PERINAT;2019;740000237;740781133;TYPE2;;40;14;6;;7;3364;143;392;7;201;16;0;0;2372;6;15759;5108;1257;0;9471;2615;13521;579;4167;16;2543;72;12;0;2717;4174;6073;;93;0;1;586;567;218;61;;22;0;0
PERINAT;2019;740000302;740781133;TYPE1;;20;;;;4;1360;181;0;0;0;0;0;0;1045;26;4604;0;0;0;3807;1029;4255;172;881;1;1028;1;20;20;1045;559;4726;;33;0;1;334;346;236;14;;1;0;0
PERINAT;2019;740000328;740790381;TYPE2;;26;6;0;0;4;1891;167;252;24;0;0;0;0;1230;4;6539;1711;0;0;4140;1426;5888;284;1466;1;1406;20;16;;1457;5674;15122;609;60;0;1;351;368;290;10;2;16;0;0
PERINAT;2019;740014345;740000617;TYPE1;;20;;;;5;1556;213;0;0;0;0;0;0;1191;14;5620;0;0;0;4568;1179;5198;271;1500;0;1169;10;12;;1196;;;;18;0;1;189;123;71;0;2;1;0;0
PERINAT;2019;740780424;740000120;TYPE1;;18;;;;4;1548;124;0;0;0;0;0;0;1363;24;5200;0;0;0;4603;1358;5082;262;1210;0;1346;12;22;;1374;;;;68;0;1;15;14;0;1;;5;0;0
PERINAT;2019;740781141;740790258;TYPE2;;35;12;;;7;2633;133;380;32;0;0;0;0;1882;5;10254;2694;0;0;6325;2102;9088;418;2390;13;2059;43;11;;2161;5133;46670;135;65;0;1;559;503;347;43;;12;1;473
PERINAT;2019;740781166;740001839;CPPR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;169;380;5;;;0;;;;;;;0;
PERINAT;2019;740781224;740001839;TYPE2;;24;6;;;4;1380;81;186;23;0;0;0;0;1005;4;5542;1277;0;0;3733;1101;4900;222;1292;4;1085;16;13;;1119;3935;6291;100;44;0;1;335;342;284;16;2;13;0;0
PERINAT;2019;750000523;750150120;TYPE2;;42;15;6;;6;4340;363;509;55;272;24;0;0;3178;4;17102;4808;2396;0;11316;3536;16005;661;3888;0;3507;29;16;;3572;8010;10839;;113;3;0;0;0;0;0;;3;0;0
PERINAT;2019;750100042;750712184;TYPE2;;42;9;0;0;5;3187;224;603;12;0;0;0;0;1895;38;15349;4105;0;0;7413;2420;13521;518;3771;2;2397;23;35;0;2469;24731;13367;0;71;0;1;1011;1099;671;55;1;5;0;36
PERINAT;2019;750100075;750712184;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;;;0;0;1;421;680;162;40;1;0;0;0
PERINAT;2019;750100109;750712184;TYPE3;;64;26;15;8;7;5215;600;853;29;406;14;355;7;3103;23;21902;7576;4683;2611;11552;3728;19221;938;6790;31;3574;154;23;;3921;11882;13037;53;159;0;1;413;476;156;54;4;124;0;0
PERINAT;2019;750100125;750712184;TYPE2;;34;9;;;5;3421;811;363;73;0;0;0;0;1987;25;12022;2170;0;0;7646;2285;11170;582;3554;1;2271;14;83;;2302;13126;3236;;63;0;1;1123;1050;498;89;;13;0;0
PERINAT;2019;750100166;750712184;TYPE3;EXT;99;21;21;21;13;8723;1549;804;40;557;80;566;45;4448;9;33117;6485;5137;7683;16599;5279;28032;1265;9430;14;5082;197;4;1;5561;45862;28130;427;438;1;1;2119;2155;860;181;30;103;1;1175
PERINAT;2019;750100208;750712184;TYPE3;INT;45;23;24;16;6;4319;567;866;46;572;9;508;11;2230;2;16386;6371;7404;5297;8085;3195;15025;855;5092;7;3023;172;1;;3405;17825;20951;282;214;0;0;0;0;0;0;;105;1;106
PERINAT;2019;750100232;750712184;TYPE2;;37;9;3;0;4;3397;502;431;17;106;5;0;0;1762;31;13001;2844;1008;0;6503;2086;10404;493;3188;3;2061;25;26;0;2121;21919;13492;0;40;0;1;556;463;212;45;21;10;1;276
PERINAT;2019;750100273;750712184;TYPE2;;52;6;;;7;3423;266;392;45;0;0;0;0;2271;31;14699;2056;0;0;8775;2594;12955;645;4060;1;2562;32;34;;2641;13317;13038;;86;1;1;695;611;455;53;3;18;1;631
PERINAT;2019;750150013;750811887;TYPE1;;48;6;;;8;3474;143;238;1;0;0;0;0;2942;36;15092;1045;0;0;11386;3144;14677;467;2654;14;3135;9;35;;3173;12225;13456;1683;82;0;1;1147;1071;442;143;;18;1;922
PERINAT;2019;750150104;750720476;TYPE1;;30;6;;;4;2260;84;208;0;0;0;0;0;1830;3;8425;952;0;0;6187;2035;8045;409;1942;6;2030;5;2;12;2045;4599;9380;341;141;0;1;310;309;104;24;;4;1;516
PERINAT;2019;750150260;750006728;TYPE1;;37;;;;5;2809;203;328;5;0;0;0;0;2216;36;10029;1082;0;0;7133;2527;9866;463;2184;12;2518;9;40;0;2536;7324;7100;401;150;52;0;0;0;0;0;;8;1;1085
PERINAT;2019;750300410;750000770;TYPE1;;16;0;0;0;4;723;84;0;0;0;0;0;0;633;5;2310;0;0;0;2060;591;2190;146;683;9;589;2;4;;620;0;0;0;50;0;1;120;165;0;5;0;0;0;0
PERINAT;2019;750300667;750000838;TYPE2;;56;6;;;11;3431;76;225;6;0;0;0;0;2996;17;17636;1471;0;0;14243;3175;17155;863;5337;0;3144;31;21;;3206;;;;3;0;0;0;0;0;0;;0;0;0
PERINAT;2019;750300840;750000903;TYPE1;;24;0;0;0;4;1683;409;0;0;0;0;0;0;1159;9;5057;0;0;0;4399;1157;4860;537;2497;0;1152;5;9;;1162;;;;44;0;1;37;58;19;0;4;0;1;1080
PERINAT;2019;750300931;750000978;TYPE1;;28;6;;;5;1318;211;3;0;0;0;0;0;1040;1;4444;12;0;0;3855;1039;4333;273;1391;0;1035;4;1;;1045;;;;30;0;1;74;65;;;10;0;0;0
PERINAT;2019;750301145;750001042;;;0;;;;;37;37;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;;;0;0;1;53;197;5;0;;30;0;0
PERINAT;2019;750803447;750712184;;;0;;;;;20;11;0;0;0;0;0;0;0;0;18;0;0;0;0;0;0;0;0;0;0;0;0;;0;;;;0;0;1;247;252;0;52;;8;0;0
PERINAT;2019;750803454;750712184;TYPE3;INT;56;12;13;13;7;4919;1080;601;50;317;29;625;63;2385;8;18705;3657;2172;6662;8055;3088;15952;462;3574;43;2956;132;6;4;3251;17250;23325;55;631;0;1;76;79;6;15;1;70;0;0
PERINAT;2019;760000018;760780023;TYPE2;;15;6;;;3;1515;65;232;26;0;0;0;0;1020;0;6214;908;0;0;3816;1158;5460;254;1673;0;1148;10;7;;1178;519;11259;;30;0;1;257;220;211;0;;6;0;0
PERINAT;2019;760000158;760780239;TYPE3;;67;20;20;8;6;4331;473;784;36;584;51;166;13;2279;1;19876;5711;6587;2071;8841;2829;16580;627;5308;5;2735;94;4;;3006;6650;13321;;27;0;1;669;708;295;61;22;42;1;383
PERINAT;2019;760000182;760780262;TYPE2;;40;14;;;8;4459;700;807;7;0;0;0;0;1481;8;15072;3929;0;0;4897;3038;13217;410;2262;1;3005;33;11;;3080;9651;10428;817;137;0;1;696;606;383;43;;19;0;0
PERINAT;2019;760000364;760780734;TYPE1;;19;;;;2;991;207;0;0;0;0;0;0;465;3;2936;0;0;0;1951;486;2340;108;682;0;484;2;3;;491;5432;5299;80;1;0;1;134;120;98;3;1;2;0;0
PERINAT;2019;760000372;760780742;TYPE1;;18;;;;4;923;90;0;0;0;0;0;0;707;10;3289;0;0;0;2661;705;3044;134;652;0;703;2;10;;709;6129;6207;660;9;0;1;138;168;109;4;;0;0;0
PERINAT;2019;760000463;760024042;TYPE2;;30;8;;;5;2164;209;417;30;0;0;0;0;1426;3;8329;1537;0;0;5734;1508;7288;248;1579;0;1487;21;5;;1535;2753;6916;1214;7;0;1;391;412;249;27;;10;0;0
PERINAT;2019;760021329;760000448;TYPE1;;20;;;;4;900;72;0;0;0;0;0;0;679;8;3589;0;0;0;2805;678;3121;117;711;0;677;1;8;;679;;;;3;0;1;43;32;17;2;5;0;0;0
PERINAT;2019;760025312;760000315;TYPE2;;59;6;;;8;3084;158;287;17;0;0;0;0;2117;7;13541;1552;0;0;8501;2379;11944;507;3204;0;2355;24;13;;2411;;;;16;0;1;25;59;0;0;;16;1;671
PERINAT;2019;760805770;760780726;TYPE3;;55;12;6;6;7;3773;193;539;14;115;6;205;14;2637;1;15915;3975;924;2189;9175;3051;14275;595;4050;1;2982;69;6;6;3158;8198;19238;472;148;1;1;458;508;337;49;8;27;1;307
PERINAT;2019;770000131;770021145;TYPE2;;15;6;;;2;1070;121;193;7;0;0;0;0;643;0;3204;1150;0;0;2045;725;2751;155;789;10;713;12;5;;746;3966;1720;;107;0;1;188;196;154;5;0;0;0;0
PERINAT;2019;770000149;770021152;TYPE2;;26;8;4;;4;2633;542;359;11;233;22;0;0;1438;8;8600;2021;1265;0;4386;1675;7216;281;1681;6;1644;31;18;;1709;;;;183;0;1;349;273;308;30;;2;0;0
PERINAT;2019;770000156;770110054;TYPE2;;52;10;4;;7;4212;313;444;12;209;39;0;0;2831;4;17020;3911;739;0;10523;3185;15012;722;4815;2;3142;43;26;;3246;8692;9986;9;99;112;1;387;376;221;46;;0;0;0
