BOR;AN;FI;FI_EJ;EQUIPIMA;NB;NBEXP;ACTET;ACTEXET;ACTEXEJ;ACTEX;ACTNUI;ACTINT
IMAGES;2019;300000031;300780053;IRM;1;1;175;;;3184;0;0
IMAGES;2019;300000031;300780053;MAMM;1;1;;;;3598;;
IMAGES;2019;300000031;300780053;RADIO;4;4;7099;;;21217;245;1
IMAGES;2019;300000031;300780053;SCAN;2;2;4771;;;8653;206;1
IMAGES;2019;300000478;300781010;RADIO;3;3;120;;;591;;0
IMAGES;2019;300780137;920028396;IRM;2;2;322;;;82;14;0
IMAGES;2019;300780137;920028396;MAMM;1;1;;;;7425;;
IMAGES;2019;300780137;920028396;RADIO;3;3;2786;;;5186;647;1
IMAGES;2019;300780137;920028396;SCAN;1;1;1406;;45;821;65;1
IMAGES;2019;300780137;920028396;VASC;1;1;416;;;;;0
IMAGES;2019;300780152;300017985;IRM;1;1;809;;;;;1
IMAGES;2019;300780152;300017985;RADIO;4;4;14914;;;;;0
IMAGES;2019;300780152;300017985;SCAN;1;1;1901;;;;;1
IMAGES;2019;300780152;300017985;VASC;3;3;4002;;;;;1
IMAGES;2019;300781465;300000726;RADIO;2;0;0;0;0;0;0;0
IMAGES;2019;300782117;300780038;CAM;2;2;833;;;7185;;
IMAGES;2019;300782117;300780038;IRM;3;3;4391;;;17569;316;0
IMAGES;2019;300782117;300780038;MAMM;1;1;;;;1083;;
IMAGES;2019;300782117;300780038;RADIO;4;4;30116;;;33491;1173;0
IMAGES;2019;300782117;300780038;SCAN;4;4;23465;;;26001;992;1
IMAGES;2019;300782117;300780038;TOMO;2;2;515;;;4629;;
IMAGES;2019;300782117;300780038;VASC;2;2;5286;;;2774;;1
IMAGES;2019;300782117;300780038;dtIRM2;1;1;204;;;8091;;0
IMAGES;2019;310000310;310780671;IRM;1;1;209;;677;3763;0;0
IMAGES;2019;310000310;310780671;RADIO;3;2;3346;;5;14836;290;0
IMAGES;2019;310000310;310780671;SCAN;1;1;2714;;2573;6442;94;0
IMAGES;2019;310000310;310780671;VASC;1;1;805;;;1667;23;0
IMAGES;2019;310009279;310780671;VASC;1;1;941;;;6239;;
IMAGES;2019;310016977;310781406;IRM;1;1;338;;;2094;14;0
IMAGES;2019;310016977;310781406;MAMM;1;1;;;;890;;
IMAGES;2019;310016977;310781406;RADIO;6;6;9484;;3;25352;476;1
IMAGES;2019;310016977;310781406;SCAN;1;1;2434;;4;4205;23;1
IMAGES;2019;310016977;310781406;VASC;1;1;;;;;;
IMAGES;2019;310019351;310781406;RADIO;2;2;7893;;3;2299;12;0
IMAGES;2019;310019351;310781406;SCAN;1;1;3222;;3;4011;1;1
IMAGES;2019;310026083;310026075;IRM;2;;;;;;;0
IMAGES;2019;310026083;310026075;MAMM;3;;;;;;;
IMAGES;2019;310026083;310026075;RADIO;7;;;;;;;0
IMAGES;2019;310026083;310026075;SCAN;1;;;;;;;0
IMAGES;2019;310026083;310026075;VASC;1;1;2550;;;;;0
IMAGES;2019;310026083;310026075;dtIRM1;1;;;;;;;0
IMAGES;2019;310026927;310026794;IRM;1;1;11;;;220;;0
IMAGES;2019;310026927;310026794;LITHO;1;1;795;;;;;1
IMAGES;2019;310026927;310026794;MAMM;1;1;;;;9051;;
IMAGES;2019;310026927;310026794;RADIO;3;3;15400;;;16563;109;0
IMAGES;2019;310026927;310026794;SCAN;1;1;7931;;;10315;53;1
IMAGES;2019;310026927;310026794;VASC;3;;;;;;;
IMAGES;2019;310780150;310788799;IRM;2;;;;;;;
IMAGES;2019;310780150;310788799;RADIO;4;;;;;;;
IMAGES;2019;310780150;310788799;SCAN;1;;;;;;;
IMAGES;2019;310780150;310788799;dtIRM1;1;;;;;;;
IMAGES;2019;310780234;920030871;RADIO;1;1;311;;;;;0
IMAGES;2019;310780259;310000096;CAM;3;;;;;;;
IMAGES;2019;310780259;310000096;IRM;2;;;;;;;
IMAGES;2019;310780259;310000096;LITHO;1;1;57;;;;;1
IMAGES;2019;310780259;310000096;MAMM;1;;;;;;;
IMAGES;2019;310780259;310000096;RADIO;2;;;;;;;
IMAGES;2019;310780259;310000096;SCAN;2;;;;;;;
IMAGES;2019;310780259;310000096;TOMO;1;;;;;;;
IMAGES;2019;310780259;310000096;VASC;8;8;17396;;;;;1
IMAGES;2019;310780259;310000096;dtIRM1;1;;;;;;;
IMAGES;2019;310780283;310000112;IRM;2;;;;;;;
IMAGES;2019;310780283;310000112;LITHO;1;;;;;;;
IMAGES;2019;310780283;310000112;MAMM;1;;;;;;;
IMAGES;2019;310780283;310000112;RADIO;5;;;;;;;
IMAGES;2019;310780283;310000112;SCAN;2;;;;;;;
IMAGES;2019;310780283;310000112;VASC;1;;;;;;;
IMAGES;2019;310780283;310000112;dtIRM1;1;;;;;;;
IMAGES;2019;310780366;310000153;MAMM;1;;;;;;;
IMAGES;2019;310780366;310000153;RADIO;3;;;;;;;
IMAGES;2019;310780374;310000161;RADIO;1;1;139;;;;;0
IMAGES;2019;310780374;310000161;VASC;1;1;474;;;;;0
IMAGES;2019;310780382;310000179;IRM;1;;;;;;;
IMAGES;2019;310780382;310000179;LITHO;1;1;4;;;740;;
IMAGES;2019;310780382;310000179;MAMM;1;;;;;;;
IMAGES;2019;310780382;310000179;RADIO;5;;;;;;;
IMAGES;2019;310780382;310000179;SCAN;1;;;;;;;
IMAGES;2019;310781000;310788880;IRM;1;1;1575;;;9693;80;0
IMAGES;2019;310781000;310788880;LITHO;1;1;224;;;;;1
IMAGES;2019;310781000;310788880;MAMM;1;1;;;;823;;
IMAGES;2019;310781000;310788880;RADIO;6;6;23447;;;16917;448;1
IMAGES;2019;310781000;310788880;SCAN;2;2;8044;;;24830;171;1
IMAGES;2019;310781000;310788880;VASC;2;2;3197;;;;2;1
IMAGES;2019;310781067;310788898;MAMM;1;1;;;;1042;;
IMAGES;2019;310781067;310788898;RADIO;3;3;3694;;;21503;110;0
IMAGES;2019;310781067;310788898;SCAN;1;1;1436;;270;7302;18;0
IMAGES;2019;310781422;310781562;RADIO;1;1;148;;;437;;0
IMAGES;2019;310781505;310000492;IRM;1;;;;;;;
IMAGES;2019;310781505;310000492;LITHO;1;;;;;;;
IMAGES;2019;310781505;310000492;MAMM;1;;;;;;;
IMAGES;2019;310781505;310000492;RADIO;3;;;;;;;
IMAGES;2019;310781505;310000492;SCAN;2;;;;;;;
IMAGES;2019;310781695;920030269;RADIO;1;;;;;;;0
IMAGES;2019;310781984;310014378;RADIO;1;1;1684;;;;;0
IMAGES;2019;310782347;310789136;CAM;2;2;1154;;685;3302;;0
IMAGES;2019;310782347;310789136;IRM;1;1;250;;71;4051;;1
IMAGES;2019;310782347;310789136;MAMM;1;1;;;;4160;;
IMAGES;2019;310782347;310789136;RADIO;2;2;2043;;2215;1514;;1
IMAGES;2019;310782347;310789136;SCAN;1;1;1344;;1057;6648;4;1
IMAGES;2019;310782347;310789136;TOMO;1;1;55;;253;5754;;0
IMAGES;2019;310783048;310781406;CAM;2;2;845;;112;2899;0;
IMAGES;2019;310783048;310781406;IRM;3;3;9698;;55;12429;411;
IMAGES;2019;310783048;310781406;RADIO;11;11;49749;;24;34596;1069;
IMAGES;2019;310783048;310781406;SCAN;2;2;37784;;114;4144;977;
IMAGES;2019;310783048;310781406;TOMO;1;1;1419;;196;2891;0;
IMAGES;2019;310783048;310781406;VASC;2;2;2571;;5;;24;
IMAGES;2019;310783048;310781406;dtIRM2;2;2;8157;;38;7953;;
IMAGES;2019;310783055;310781406;CAM;2;2;2431;;55;2881;6;0
IMAGES;2019;310783055;310781406;IRM;2;2;2281;;10;4904;89;0
IMAGES;2019;310783055;310781406;LITHO;1;1;265;;;3;;1
IMAGES;2019;310783055;310781406;RADIO;8;8;28324;145;6;10356;1053;1
IMAGES;2019;310783055;310781406;SCAN;3;3;17397;;9;5844;489;1
IMAGES;2019;310783055;310781406;VASC;8;8;14410;262;8;1;156;1
IMAGES;2019;310784558;310180013;RADIO;1;1;906;;;1304;;1
IMAGES;2019;310786389;310001433;RADIO;2;;;;;;;
IMAGES;2019;320000086;320780117;IRM;1;1;1035;0;0;2383;6;0
IMAGES;2019;320000086;320780117;RADIO;3;3;11784;0;0;13763;404;0
IMAGES;2019;320000086;320780117;SCAN;1;1;6714;0;0;7719;165;0
IMAGES;2019;320000102;320780133;RADIO;1;1;301;;;311;;0
IMAGES;2019;320000102;320780133;SCAN;1;1;563;;;4338;;0
IMAGES;2019;320780067;320000052;LITHO;1;1;289;;;;;
IMAGES;2019;320780067;320000052;RADIO;1;1;754;;;;;
IMAGES;2019;320784333;320000565;RADIO;1;1;934;;;;;0
IMAGES;2019;330000332;330780545;RADIO;1;1;2347;;;3976;;0
IMAGES;2019;330000332;330780545;VASC;1;1;7;;;;;
IMAGES;2019;330000340;330780552;IRM;1;1;172;;;8724;;
IMAGES;2019;330000340;330780552;MAMM;1;1;;;;2106;;
IMAGES;2019;330000340;330780552;RADIO;2;2;1215;;0;3082;;
IMAGES;2019;330000340;330780552;SCAN;1;1;1924;;;7766;3;
IMAGES;2019;330000555;330781204;IRM;1;1;1036;;;7753;64;
IMAGES;2019;330000555;330781204;RADIO;2;2;7990;;30;20016;329;1
IMAGES;2019;330000555;330781204;SCAN;1;1;6770;;166;10558;213;1
IMAGES;2019;330000571;330781220;MAMM;1;1;;;;;;
IMAGES;2019;330000571;330781220;RADIO;1;1;3985;6;;9791;184;
IMAGES;2019;330000571;330781220;SCAN;1;1;5922;7;;8366;113;
IMAGES;2019;330000589;330027509;IRM;1;1;528;11;;7290;;0
IMAGES;2019;330000589;330027509;MAMM;1;1;;;;521;;
IMAGES;2019;330000589;330027509;RADIO;3;3;6270;145;;10523;;0
IMAGES;2019;330000589;330027509;SCAN;1;1;3606;73;;9309;;0
IMAGES;2019;330000597;330027509;RADIO;2;2;1714;121;3978;3978;;0
IMAGES;2019;330000605;330781253;IRM;2;2;1094;;;5772;0;0
IMAGES;2019;330000605;330781253;MAMM;1;1;;;;1776;;
IMAGES;2019;330000605;330781253;RADIO;5;5;21773;;;19169;773;1
IMAGES;2019;330000605;330781253;SCAN;2;2;12612;;;7768;300;1
IMAGES;2019;330000605;330781253;VASC;1;1;2309;;;12;5;1
IMAGES;2019;330000613;330781261;MAMM;1;1;;;;128;;
IMAGES;2019;330000613;330781261;RADIO;1;1;1498;;;13170;93;
IMAGES;2019;330000613;330781261;SCAN;1;1;714;;;4389;60;
IMAGES;2019;330000662;330781329;CAM;1;1;550;;;1877;;0
IMAGES;2019;330000662;330781329;IRM;1;1;903;;;10454;;0
IMAGES;2019;330000662;330781329;MAMM;2;2;;;;11017;;
IMAGES;2019;330000662;330781329;RADIO;2;2;4167;;;1676;;0
IMAGES;2019;330000662;330781329;SCAN;2;2;4973;;;20378;;1
IMAGES;2019;330000662;330781329;TOMO;1;1;51;;;5181;;0
IMAGES;2019;330780263;330000134;IRM;3;0;;;;;;
IMAGES;2019;330780263;330000134;MAMM;1;;;;;;;
IMAGES;2019;330780263;330000134;RADIO;3;;;;;;;
IMAGES;2019;330780263;330000134;SCAN;2;0;;;;;;
IMAGES;2019;330780263;330000134;dtIRM1;1;0;;;;;;
IMAGES;2019;330780263;330000134;dtIRM2;1;0;;;;;;
IMAGES;2019;330780479;330000274;CAM;3;3;2298;;;6840;;0
IMAGES;2019;330780479;330000274;IRM;2;2;269;;;13445;;0
IMAGES;2019;330780479;330000274;SCAN;2;2;9302;;;20977;;1
IMAGES;2019;330780479;330000274;TOMO;1;1;183;;;3954;;0
IMAGES;2019;330780479;330000274;dtIRM1;1;1;1;;;6019;;0
IMAGES;2019;330780495;330796392;IRM;1;;;;;;;
IMAGES;2019;330780495;330796392;SCAN;1;;;;;;;
IMAGES;2019;330780503;330000308;IRM;2;;;;;;;
IMAGES;2019;330780503;330000308;MAMM;1;;;;;;;
IMAGES;2019;330780503;330000308;RADIO;3;;;;;;;
IMAGES;2019;330780503;330000308;SCAN;1;;;;;;;
IMAGES;2019;330780503;330000308;VASC;1;;;;;;;
IMAGES;2019;330780503;330000308;dtIRM1;1;;;;;;;
IMAGES;2019;330780529;330796392;IRM;1;;;;;;;
IMAGES;2019;330780529;330796392;SCAN;1;;;;;;;
IMAGES;2019;330780529;330796392;dtIRM2;1;;;;;;;
IMAGES;2019;330780537;330000324;IRM;1;;;;;;;
IMAGES;2019;330780537;330000324;MAMM;1;;;;;;;
IMAGES;2019;330780537;330000324;RADIO;2;;;;;;;
IMAGES;2019;330780537;330000324;SCAN;1;;;;;;;
IMAGES;2019;330780560;330781386;RADIO;1;1;1893;;;;;0
IMAGES;2019;330781139;330056540;RADIO;1;1;1766;;;;;0
IMAGES;2019;330781154;330055542;RADIO;1;1;1313;;;;;
IMAGES;2019;330781303;750821092;IRM;1;1;143;0;218;5584;9;0
IMAGES;2019;330781303;750821092;RADIO;5;5;2238;0;3155;17364;281;
IMAGES;2019;330781303;750821092;SCAN;1;1;1718;0;1190;7566;161;0
IMAGES;2019;330781352;330781196;IRM;1;1;560;50;0;4914;0;
IMAGES;2019;330781352;330781196;RADIO;4;3;7534;6;0;8740;57;
IMAGES;2019;330781352;330781196;SCAN;1;1;8819;34;0;6084;72;
IMAGES;2019;330781360;330781196;CAM;2;2;391;82;0;1340;;0
IMAGES;2019;330781360;330781196;IRM;4;4;15235;186;0;13649;264;0
IMAGES;2019;330781360;330781196;MAMM;1;1;;;;933;;
IMAGES;2019;330781360;330781196;RADIO;15;15;33848;258;0;51671;314;1
IMAGES;2019;330781360;330781196;SCAN;2;2;35153;183;0;8700;726;1
IMAGES;2019;330781360;330781196;VASC;3;3;3437;50;0;815;13;1
IMAGES;2019;330781360;330781196;dtIRM2;1;1;505;13;0;4089;;0
IMAGES;2019;330781402;330000670;IRM;1;1;88;;;9963;240;0
IMAGES;2019;330781402;330000670;RADIO;5;5;3030;;;22224;3;1
IMAGES;2019;330781402;330000670;SCAN;1;1;607;;;8626;8;1
IMAGES;2019;330782582;330000928;IRM;2;;;;;;;
IMAGES;2019;330782582;330000928;LITHO;1;1;225;;;;;
IMAGES;2019;330782582;330000928;MAMM;1;;;;;;;
IMAGES;2019;330782582;330000928;RADIO;1;;;;;;;
IMAGES;2019;330782582;330000928;SCAN;1;;;;;;;
IMAGES;2019;330782582;330000928;dtIRM1;1;;;;;;;
IMAGES;2019;330782582;330000928;dtIRM2;1;;;;;;;
IMAGES;2019;330783648;330781196;CAM;3;3;792;220;0;3877;0;
IMAGES;2019;330783648;330781196;IRM;2;2;1790;207;0;5381;4;
IMAGES;2019;330783648;330781196;RADIO;9;8;17099;1254;0;3163;5;
IMAGES;2019;330783648;330781196;SCAN;3;3;10790;909;0;13175;28;
IMAGES;2019;330783648;330781196;TOMO;2;2;488;736;0;6689;0;
IMAGES;2019;330783648;330781196;VASC;2;2;2317;153;0;22;;
IMAGES;2019;330802778;310020383;RADIO;1;1;1075;;;;;
IMAGES;2019;330804501;330781212;RADIO;1;1;501;;;3969;;1
IMAGES;2019;340000025;340022722;RADIO;2;2;4828;;;;;
IMAGES;2019;340000033;340780055;IRM;2;2;1695;;;8396;;
IMAGES;2019;340000033;340780055;MAMM;1;1;;;;1848;;
IMAGES;2019;340000033;340780055;RADIO;7;7;19149;;;29890;;
IMAGES;2019;340000033;340780055;SCAN;2;2;10045;;;10582;;1
IMAGES;2019;340000033;340780055;VASC;1;1;1471;;;97;;1
IMAGES;2019;340000033;340780055;dtIRM1;1;1;106;;;3610;;
IMAGES;2019;340000207;340780493;CAM;2;2;987;;;5425;;
IMAGES;2019;340000207;340780493;IRM;1;1;307;;;4067;;
IMAGES;2019;340000207;340780493;MAMM;2;2;;;;2504;;
IMAGES;2019;340000207;340780493;RADIO;1;1;7090;;;7374;;
IMAGES;2019;340000207;340780493;SCAN;2;2;2090;;;7173;;
IMAGES;2019;340000207;340780493;TOMO;1;1;36;;;2322;;
IMAGES;2019;340000215;340780519;RADIO;1;;;;;;;
IMAGES;2019;340000215;340780519;SCAN;1;;;;;;;
IMAGES;2019;340000223;340011295;IRM;1;1;437;;;9845;140;0
IMAGES;2019;340000223;340011295;LITHO;;;;;;;;1
IMAGES;2019;340000223;340011295;MAMM;1;1;;;;646;;
IMAGES;2019;340000223;340011295;RADIO;3;3;5889;;;27823;482;1
IMAGES;2019;340000223;340011295;SCAN;1;1;3804;;;10642;134;1
IMAGES;2019;340000439;340780881;RADIO;1;1;287;;;;;0
IMAGES;2019;340001064;340013028;RADIO;1;1;1266;;;;;
IMAGES;2019;340009885;340009877;RADIO;1;;;;;;;
IMAGES;2019;340009885;340009877;SCAN;1;;;;;;;0
IMAGES;2019;340015502;340000512;CAM;1;;;;;;;0
IMAGES;2019;340015502;340000512;IRM;2;;;;;;;0
IMAGES;2019;340015502;340000512;MAMM;1;;;;;;;
IMAGES;2019;340015502;340000512;RADIO;3;;;;;;;0
IMAGES;2019;340015502;340000512;SCAN;2;;;;;;;1
IMAGES;2019;340015502;340000512;VASC;3;;;;;;;1
IMAGES;2019;340022979;340000306;SCAN;;;;;;;;1
IMAGES;2019;340780147;340000108;RADIO;2;;;;;;;
IMAGES;2019;340780147;340000108;SCAN;1;;;;;;;
IMAGES;2019;340780154;340000116;RADIO;3;;;;;;;
IMAGES;2019;340780154;340000116;SCAN;1;0;;;;;;
IMAGES;2019;340780196;340798123;RADIO;1;1;755;;;;;
IMAGES;2019;340780212;340796069;RADIO;1;1;2904;0;38;0;0;0
IMAGES;2019;340780220;340796358;RADIO;1;1;1550;39;937;;;1
IMAGES;2019;340780436;340011295;RADIO;1;1;2081;;;2523;;0
IMAGES;2019;340780436;340011295;SCAN;1;1;478;;;37;;0
IMAGES;2019;340780568;340000256;RADIO;1;1;3;;;0;;
IMAGES;2019;340780634;340000272;RADIO;4;;;;;;;
IMAGES;2019;340780634;340000272;SCAN;1;;;;;;;
IMAGES;2019;340780642;340785856;IRM;1;1;218;;;8465;;
IMAGES;2019;340780642;340785856;MAMM;1;;;;;;;
IMAGES;2019;340780642;340785856;RADIO;4;4;3310;;;18296;;
IMAGES;2019;340780642;340785856;SCAN;1;1;3329;;;16721;;0
IMAGES;2019;340780667;340000280;IRM;2;2;1367;;;19587;2;0
IMAGES;2019;340780667;340000280;LITHO;1;1;128;;;;;1
IMAGES;2019;340780667;340000280;MAMM;1;1;;;;5143;;
IMAGES;2019;340780667;340000280;RADIO;4;4;7980;;;26567;240;0
IMAGES;2019;340780667;340000280;SCAN;3;3;10926;;;30515;107;1
IMAGES;2019;340780667;340000280;VASC;2;2;4174;;;;3;1
IMAGES;2019;340780667;340000280;dtIRM1;1;1;157;;;5468;;0
IMAGES;2019;340780675;340000298;CAM;2;;;;;;;0
IMAGES;2019;340780675;340000298;MAMM;1;;;;;;;
IMAGES;2019;340780675;340000298;RADIO;3;;;;;;;0
IMAGES;2019;340780675;340000298;SCAN;1;;;;;;;1
IMAGES;2019;340780675;340000298;TOMO;1;;;;;;;0
IMAGES;2019;340780741;340000348;MAMM;1;;;;;;;
IMAGES;2019;340780741;340000348;RADIO;2;;;;;;;
IMAGES;2019;340780741;340000348;SCAN;1;;;;;;;0
IMAGES;2019;340781608;340015171;RADIO;1;1;8120;;;;;0
IMAGES;2019;340782036;340780477;IRM;1;1;175;11;;1042;1;
IMAGES;2019;340782036;340780477;RADIO;1;1;2407;99;;771;3;
IMAGES;2019;340782036;340780477;SCAN;2;2;6786;964;;6278;50;
IMAGES;2019;340782036;340780477;VASC;1;1;1287;102;;7;36;
IMAGES;2019;340782085;340780477;CAM;1;1;171;444;1;1163;3;
IMAGES;2019;340782085;340780477;IRM;2;2;4512;826;;8231;328;
IMAGES;2019;340782085;340780477;RADIO;3;3;1887;137;;2363;9;
IMAGES;2019;340782085;340780477;SCAN;1;1;8322;1339;;8673;349;
IMAGES;2019;340782085;340780477;TOMO;2;2;396;810;3;7171;15;
IMAGES;2019;340782085;340780477;VASC;3;3;1800;22;;85;35;
IMAGES;2019;340782085;340780477;dtIRM2;1;1;2401;373;;3926;;
IMAGES;2019;340785161;340780477;CAM;3;3;1103;587;11;4733;21;
IMAGES;2019;340785161;340780477;IRM;2;2;1170;428;1;9243;126;
IMAGES;2019;340785161;340780477;LITHO;1;1;194;;;6;;
IMAGES;2019;340785161;340780477;MAMM;2;2;;;;7174;;
IMAGES;2019;340785161;340780477;RADIO;10;10;20587;2173;311;54977;1196;
IMAGES;2019;340785161;340780477;SCAN;2;2;12404;2200;3;16564;766;
IMAGES;2019;340796093;340796069;RADIO;1;1;1264;0;0;0;0;
IMAGES;2019;340796663;340780477;IRM;1;1;819;224;;4122;48;1
IMAGES;2019;340796663;340780477;RADIO;3;3;8321;546;;10440;1;
IMAGES;2019;340796663;340780477;SCAN;1;1;3502;588;;3262;60;1
IMAGES;2019;340796663;340780477;VASC;2;2;1934;2678;22;131;5;
IMAGES;2019;350000063;220020739;RADIO;1;;;;;;;
IMAGES;2019;350000147;350000022;IRM;1;1;2171;;;1594;8;0
IMAGES;2019;350000147;350000022;RADIO;3;3;15454;;;18870;606;
IMAGES;2019;350000147;350000022;SCAN;1;1;8335;;0;4070;198;0
IMAGES;2019;350000147;350000022;VASC;1;1;1709;;;0;6;1
IMAGES;2019;350000154;350000030;IRM;1;1;55;;;466;0;0
IMAGES;2019;350000154;350000030;RADIO;3;3;6879;112;4;23738;292;0
IMAGES;2019;350000154;350000030;SCAN;1;1;2557;7;;3822;39;0
IMAGES;2019;350000162;350000048;MAMM;1;1;;;;1771;;
IMAGES;2019;350000162;350000048;RADIO;2;2;5991;153;;17662;281;0
IMAGES;2019;350000162;350000048;SCAN;1;1;2912;60;;4432;51;0
IMAGES;2019;350000188;350000055;MAMM;1;1;;;;966;;
IMAGES;2019;350000188;350000055;RADIO;3;3;3788;;;13641;96;1
IMAGES;2019;350000188;350000055;SCAN;1;1;2283;;;3912;8;1
IMAGES;2019;350000337;350000246;RADIO;2;2;1104;76;;;;0
IMAGES;2019;350000741;350005179;IRM;4;3;5397;;2056;12640;104;0
IMAGES;2019;350000741;350005179;RADIO;8;8;29351;;21;36174;969;0
IMAGES;2019;350000741;350005179;SCAN;4;4;25846;;337;18728;632;1
IMAGES;2019;350000741;350005179;VASC;2;2;2082;;45;289;16;1
IMAGES;2019;350002192;220020739;IRM;1;;;;;;;0
IMAGES;2019;350002192;220020739;RADIO;2;;;;;;;0
IMAGES;2019;350002192;220020739;SCAN;1;;;;;;;0
IMAGES;2019;350002200;350029948;RADIO;1;1;1227;;;;;
IMAGES;2019;350002812;350023503;CAM;3;3;390;0;547;7530;0;0
IMAGES;2019;350002812;350023503;MAMM;2;2;;;;2856;;
IMAGES;2019;350002812;350023503;RADIO;1;1;614;0;11;226;0;1
IMAGES;2019;350002812;350023503;SCAN;1;1;629;0;67;6123;0;1
IMAGES;2019;350002812;350023503;TOMO;1;1;36;0;327;3576;0;0
IMAGES;2019;350002812;350023503;VASC;1;1;324;0;30;276;0;1
IMAGES;2019;350007084;350005179;IRM;2;2;2031;;245;8030;35;
IMAGES;2019;350007084;350005179;RADIO;4;4;8828;;52;21990;259;
IMAGES;2019;350007084;350005179;SCAN;1;1;5228;;165;4027;19;
IMAGES;2019;350007084;350005179;VASC;1;1;381;;41;896;;
IMAGES;2019;350036299;350036281;SCAN;1;1;1146;;;;;
IMAGES;2019;350044764;350036281;SCAN;1;1;812;;;;;
IMAGES;2019;360000038;360000046;RADIO;2;2;1274;;;10290;107;0
IMAGES;2019;360000038;360000046;SCAN;1;1;832.5;;;4042.5;22;0
IMAGES;2019;360000137;360000053;IRM;2;2;947;;;4141;0;0
IMAGES;2019;360000137;360000053;MAMM;1;1;;;;1217;;
IMAGES;2019;360000137;360000053;RADIO;10;10;10336;;;44850;1101;0
IMAGES;2019;360000137;360000053;SCAN;2;2;7067;;;16132;518;0
IMAGES;2019;360000137;360000053;dtIRM2;1;1;743;;;2794;;0
IMAGES;2019;360000160;360000053;MAMM;1;1;;;;1227;;
IMAGES;2019;360000160;360000053;RADIO;2;2;1016;;;15726;210;0
IMAGES;2019;360000160;360000053;SCAN;1;1;2003;;;5862;37;0
IMAGES;2019;370000085;370013468;IRM;1;1;586;;4;2778;0;0
IMAGES;2019;370000085;370013468;RADIO;3;;;;;;;0
IMAGES;2019;370000085;370013468;SCAN;1;1;628;;13;2925;0;1
IMAGES;2019;370000085;370013468;VASC;3;2;2168;;;;;0
IMAGES;2019;370000093;370013468;IRM;3;;;;;;;0
IMAGES;2019;370000093;370013468;RADIO;3;;;;;;;0
IMAGES;2019;370000093;370013468;SCAN;2;;;;;;;1
IMAGES;2019;370000093;370013468;VASC;3;2;1679;;;;;0
IMAGES;2019;370000499;370000481;IRM;1;1;1097;39;3;1189;7;0
IMAGES;2019;370000499;370000481;RADIO;4;4;3563;29;56;21607;290;
IMAGES;2019;370000499;370000481;SCAN;1;1;739;24;3;843;4;1
IMAGES;2019;370000531;370000606;IRM;2;0;;;;;;
IMAGES;2019;370000531;370000606;RADIO;2;0;;;;;;
IMAGES;2019;370000531;370000606;SCAN;1;0;;;;;;
IMAGES;2019;370000531;370000606;dtIRM1;1;0;;;;;;
IMAGES;2019;370000580;370000564;MAMM;1;1;;;;792;;
IMAGES;2019;370000580;370000564;RADIO;2;2;1470;;;4565;;0
IMAGES;2019;370000861;370000481;CAM;1;1;772;131;24;2483;3;0
IMAGES;2019;370000861;370000481;IRM;2;2;7923;371;275;15645;256;0
IMAGES;2019;370000861;370000481;MAMM;1;1;;;;6484;;
IMAGES;2019;370000861;370000481;RADIO;3;3;9263;116;700;8588;27;1
IMAGES;2019;370000861;370000481;SCAN;2;2;13988;747;250;16296;208;1
IMAGES;2019;370000861;370000481;TOMO;2;2;2241;732;160;8343;62;0
IMAGES;2019;370000861;370000481;VASC;1;1;1271;82;4;916;47;1
IMAGES;2019;370000861;370000481;dtIRM2;1;1;1964;128;106;6331;;0
IMAGES;2019;370000879;370000564;MAMM;1;1;;;;846;;
IMAGES;2019;370000879;370000564;RADIO;3;3;2237;;;17852;225;0
IMAGES;2019;370000879;370000564;SCAN;1;1;992;;;5070;;0
IMAGES;2019;370000903;370000614;MAMM;1;1;;;;504;;
IMAGES;2019;370000903;370000614;RADIO;2;2;1926;;;20268;;
IMAGES;2019;370000903;370000614;SCAN;1;1;935;;;4058;;
IMAGES;2019;370004467;370000481;CAM;2;2;1012;230;46;4077;0;
IMAGES;2019;370004467;370000481;IRM;1;1;680;83;7;4767;41;0
IMAGES;2019;370004467;370000481;RADIO;8;8;14048;421;41;51193;924;1
IMAGES;2019;370004467;370000481;SCAN;3;3;5869;114;57;18633;521;1
IMAGES;2019;370004467;370000481;VASC;2;2;2258;128;2;175;14;1
IMAGES;2019;370007569;370007528;CAM;1;;;;;;;
IMAGES;2019;370007569;370007528;IRM;1;;;;;;;
IMAGES;2019;370007569;370007528;LITHO;1;;;;;;;
IMAGES;2019;370007569;370007528;RADIO;4;;;;;;;
IMAGES;2019;370007569;370007528;SCAN;1;;;;;;;
IMAGES;2019;370007569;370007528;TOMO;1;;;;;;;
IMAGES;2019;370013450;370002149;SCAN;1;1;104;;;1029;;
IMAGES;2019;380000018;380780023;RADIO;3;3;928;0;0;299;0;1
IMAGES;2019;380000026;380780031;MAMM;1;1;;;;734;;
IMAGES;2019;380000026;380780031;RADIO;2;2;981;;;7945;;
IMAGES;2019;380000026;380780031;SCAN;1;1;676;;;2433;;
IMAGES;2019;380000034;380780049;IRM;2;2;813;;164;16360;75;
IMAGES;2019;380000034;380780049;RADIO;4;4;9565;;169;31360;699;1
IMAGES;2019;380000034;380780049;SCAN;1;1;4160;1;70;10814;208;1
IMAGES;2019;380000034;380780049;dtIRM1;1;1;3;;0;9043;;1
IMAGES;2019;380000042;380780056;RADIO;2;2;2501;;;11312;;0
