BOR;AN;FI;FI_EJ;PERSO;EFFPL;EFFPA;ETP
SSR_P;2019;040780405;040000168;M1180;;2;1.55
SSR_P;2019;040780405;040000168;N241P;6;1;6.8
SSR_P;2019;040780405;040000168;N2450;;1;0.14
SSR_P;2019;040780405;040000168;N2460;2;1;2.5
SSR_P;2019;040780405;040000168;N2470;;1;0.6
SSR_P;2019;040780405;040000168;N2500;13;;13
SSR_P;2019;040780405;040000168;N2710;;1;0.2
SSR_P;2019;040780405;040000168;N310H;1;1;1.5
SSR_P;2019;040780405;040000168;N3120;;1;0.5
SSR_P;2019;040780405;040000168;NAUT;1;;1
SSR_P;2019;040780405;040000168;NCINF;9;1;9.5
SSR_P;2019;040780488;040000200;M1010;1;;1
SSR_P;2019;040780488;040000200;M1180;1;;1
SSR_P;2019;040780488;040000200;MAUT;;7;1.02
SSR_P;2019;040780488;040000200;N241P;10;0;10.5
SSR_P;2019;040780488;040000200;N2430;;1;0.43
SSR_P;2019;040780488;040000200;N2450;;1;0.91
SSR_P;2019;040780488;040000200;N2460;2;2;3.5
SSR_P;2019;040780488;040000200;N2500;16;4;26.31
SSR_P;2019;040780488;040000200;N2710;;1;0.5
SSR_P;2019;040780488;040000200;N310H;1;1;2.3
SSR_P;2019;040780488;040000200;N3120;;1;0.91
SSR_P;2019;040780488;040000200;NAUT;4;1;4.4
SSR_P;2019;040780488;040000200;NCINF;9;1;11.68
SSR_P;2019;040780520;750056335;M1010;;2;1.2
SSR_P;2019;040780520;750056335;N2500;7;;7
SSR_P;2019;040780520;750056335;N3120;;1;0.4
SSR_P;2019;040780520;750056335;NCINF;8;1;8.5
SSR_P;2019;040782021;130037815;M1010;1;2;2.02
SSR_P;2019;040782021;130037815;M1320;1;;0.28
SSR_P;2019;040782021;130037815;N241P;1;1;1.5
SSR_P;2019;040782021;130037815;N2450;;1;0.75
SSR_P;2019;040782021;130037815;N2500;25;9;27.56
SSR_P;2019;040782021;130037815;N2710;1;;1
SSR_P;2019;040782021;130037815;N310H;1;;1
SSR_P;2019;040782021;130037815;N3120;1;;1
SSR_P;2019;040782021;130037815;NAUT;11;1;10.84
SSR_P;2019;040782021;130037815;NCINF;12;3;16.13
SSR_P;2019;050000041;130037815;M1010;3;3;4.93
SSR_P;2019;050000041;130037815;M1180;2;1;1.25
SSR_P;2019;050000041;130037815;N241P;10;3;10.79
SSR_P;2019;050000041;130037815;N2430;1;;1.38
SSR_P;2019;050000041;130037815;N2450;;3;2.6
SSR_P;2019;050000041;130037815;N2460;4;2;5.24
SSR_P;2019;050000041;130037815;N2500;41;5;36.71
SSR_P;2019;050000041;130037815;N2710;1;1;1.14
SSR_P;2019;050000041;130037815;N310H;3;1;2.7
SSR_P;2019;050000041;130037815;N3120;1;1;1.7
SSR_P;2019;050000041;130037815;NAUT;15;3;15.87
SSR_P;2019;050000041;130037815;NCINF;20;15;30.44
SSR_P;2019;050000058;050000033;M1010;;4;2.15
SSR_P;2019;050000058;050000033;M1070;;1;0.05
SSR_P;2019;050000058;050000033;M1150;;1;0.13
SSR_P;2019;050000058;050000033;M3020;;1;0.05
SSR_P;2019;050000058;050000033;N241P;1;3;2.23
SSR_P;2019;050000058;050000033;N2450;;1;0.33
SSR_P;2019;050000058;050000033;N2460;;1;0.25
SSR_P;2019;050000058;050000033;N2500;4;8;11.32
SSR_P;2019;050000058;050000033;N2710;;1;0.38
SSR_P;2019;050000058;050000033;N3120;;1;0.75
SSR_P;2019;050000058;050000033;NAUT;2;33;19.41
SSR_P;2019;050000058;050000033;NCINF;4;12;13.75
SSR_P;2019;050000066;050000082;M1010;;1;0.8
SSR_P;2019;050000066;050000082;M1150;;1;0.05
SSR_P;2019;050000066;050000082;M1320;;1;0.8
SSR_P;2019;050000066;050000082;N241P;1;;1
SSR_P;2019;050000066;050000082;N2450;;1;0.74
SSR_P;2019;050000066;050000082;N2500;4;10;11
SSR_P;2019;050000066;050000082;N3120;;1;0.37
SSR_P;2019;050000066;050000082;NCINF;7;4;9.87
SSR_P;2019;050000256;050000124;M1010;;2;1
SSR_P;2019;050000256;050000124;M1320;;2;0.13
SSR_P;2019;050000256;050000124;N241P;;2;1.09
SSR_P;2019;050000256;050000124;N2450;;1;0.2
SSR_P;2019;050000256;050000124;N2460;1;1;1.37
SSR_P;2019;050000256;050000124;N2500;7;13;12.48
SSR_P;2019;050000256;050000124;N2710;;1;0.29
SSR_P;2019;050000256;050000124;NAUT;2;4;4.81
SSR_P;2019;050000256;050000124;NCINF;2;13;8.57
SSR_P;2019;050000298;050000496;M1010;;2;0.5
SSR_P;2019;050000298;050000496;M1140;;1;0.2
SSR_P;2019;050000298;050000496;M1150;;1;0.5
SSR_P;2019;050000298;050000496;N241P;;3;0.4
SSR_P;2019;050000298;050000496;N2430;;3;0.6
SSR_P;2019;050000298;050000496;N2450;;1;0.1
SSR_P;2019;050000298;050000496;N2470;;2;0.2
SSR_P;2019;050000298;050000496;N2710;;2;0.5
SSR_P;2019;050000298;050000496;N310H;10;;10
SSR_P;2019;050000298;050000496;N3120;;1;0.1
SSR_P;2019;050000298;050000496;NAUT;11;7;15.07
SSR_P;2019;050000298;050000496;NCINF;5;1;5.5
SSR_P;2019;050000306;050000538;M1140;;;0.67
SSR_P;2019;050000306;050000538;MAUT;;;0.13
SSR_P;2019;050000306;050000538;N2500;;;1
SSR_P;2019;050000306;050000538;N310H;;;9
SSR_P;2019;050000306;050000538;NAUT;;;0.53
SSR_P;2019;050000306;050000538;NCINF;;;6
SSR_P;2019;050000330;050007145;M1010;;1;0.52
SSR_P;2019;050000330;050007145;N2500;7;;4.54
SSR_P;2019;050000330;050007145;N310H;1;;0.35
SSR_P;2019;050000330;050007145;N3120;1;;0.1
SSR_P;2019;050000330;050007145;NAUT;3;;2.5
SSR_P;2019;050000330;050007145;NCINF;5;2;6.11
SSR_P;2019;050000348;050002948;M1010;0;0;0.12
SSR_P;2019;050000348;050002948;M1120;0;1;0.2
SSR_P;2019;050000348;050002948;M1320;0;1;0.8
SSR_P;2019;050000348;050002948;N241P;1;1;1.9
SSR_P;2019;050000348;050002948;N2450;0;1;0.19
SSR_P;2019;050000348;050002948;N2460;0;1;0.5
SSR_P;2019;050000348;050002948;N2470;0;1;0.5
SSR_P;2019;050000348;050002948;N2500;6;14;15.38
SSR_P;2019;050000348;050002948;N2710;0;1;0.83
SSR_P;2019;050000348;050002948;N3120;0;1;0.5
SSR_P;2019;050000348;050002948;NAUT;4;1;4.6
SSR_P;2019;050000348;050002948;NCINF;7;10;12.06
SSR_P;2019;050000371;050003508;M1010;;1;0.15
SSR_P;2019;050000371;050003508;M1150;;1;0.32
SSR_P;2019;050000371;050003508;N241P;;1;0.21
SSR_P;2019;050000371;050003508;N2450;;1;0.12
SSR_P;2019;050000371;050003508;N2710;;2;0.42
SSR_P;2019;050000371;050003508;N310H;;9;8.3
SSR_P;2019;050000371;050003508;N3120;;1;0.14
SSR_P;2019;050000371;050003508;NAUT;;12;11.8
SSR_P;2019;050000371;050003508;NCINF;4;2;5
SSR_P;2019;050000488;050000678;M1010;;1;0.5
SSR_P;2019;050000488;050000678;M1150;3;;3
SSR_P;2019;050000488;050000678;N241P;;4;3
SSR_P;2019;050000488;050000678;N2450;;1;0.8
SSR_P;2019;050000488;050000678;N2500;;1;0.8
SSR_P;2019;050000488;050000678;N2710;1;;1
SSR_P;2019;050000488;050000678;N310H;3;;3
SSR_P;2019;050000488;050000678;N3120;1;;1
SSR_P;2019;050000488;050000678;NCINF;9;6;13.15
SSR_P;2019;050000637;050001163;M1010;;1;0.6
SSR_P;2019;050000637;050001163;M1320;1;1;1.8
SSR_P;2019;050000637;050001163;MAUT;;1;0.5
SSR_P;2019;050000637;050001163;N241P;;4;2.43
SSR_P;2019;050000637;050001163;N2500;4;3;5.24
SSR_P;2019;050000637;050001163;N2710;;1;0.8
SSR_P;2019;050000637;050001163;NCINF;4;10;11.95
SSR_P;2019;050000991;050000546;M1010;3;3;5.1
SSR_P;2019;050000991;050000546;M1070;1;;0.9
SSR_P;2019;050000991;050000546;M1320;1;;0.9
SSR_P;2019;050000991;050000546;M3020;2;1;0.32
SSR_P;2019;050000991;050000546;MAUT;3;3;5.1
SSR_P;2019;050000991;050000546;N241P;4;;3.76
SSR_P;2019;050000991;050000546;N2450;5;4;5.51
SSR_P;2019;050000991;050000546;N2460;2;;0.84
SSR_P;2019;050000991;050000546;N2470;1;;0.05
SSR_P;2019;050000991;050000546;N2500;25;14;33.95
SSR_P;2019;050000991;050000546;N2710;4;;2.2
SSR_P;2019;050000991;050000546;N310H;4;3;5.21
SSR_P;2019;050000991;050000546;N3120;1;2;1.34
SSR_P;2019;050000991;050000546;NAUT;16;10;21.01
SSR_P;2019;050000991;050000546;NCINF;18;36;36.61
SSR_P;2019;050001064;050000561;M1010;1;3;2.9
SSR_P;2019;050001064;050000561;M1040;;3;0.3
SSR_P;2019;050001064;050000561;M1070;;1;0.05
SSR_P;2019;050001064;050000561;M1120;;1;0.1
SSR_P;2019;050001064;050000561;M1150;;1;0.17
SSR_P;2019;050001064;050000561;M1180;1;;1
SSR_P;2019;050001064;050000561;M3020;;1;0.05
SSR_P;2019;050001064;050000561;MAUT;;2;1.2
SSR_P;2019;050001064;050000561;N241P;;5;3.92
SSR_P;2019;050001064;050000561;N2450;;1;0.65
SSR_P;2019;050001064;050000561;N2460;1;1;1.8
SSR_P;2019;050001064;050000561;N2500;11;2;12
SSR_P;2019;050001064;050000561;N2710;;1;0.5
SSR_P;2019;050001064;050000561;N310H;2;1;2.85
SSR_P;2019;050001064;050000561;N3120;;1;0.75
SSR_P;2019;050001064;050000561;NAUT;;1;0.5
SSR_P;2019;050001064;050000561;NCINF;14;6;17.74
SSR_P;2019;050002351;130037815;M1010;;2;0.09
SSR_P;2019;050002351;130037815;M1180;1;1;1.6
SSR_P;2019;050002351;130037815;N241P;4;5;6.74
SSR_P;2019;050002351;130037815;N2430;;1;0.27
SSR_P;2019;050002351;130037815;N2450;;1;0.2
SSR_P;2019;050002351;130037815;N2460;;2;1.81
SSR_P;2019;050002351;130037815;N2500;9;1;9.46
SSR_P;2019;050002351;130037815;N2710;;1;0.3
SSR_P;2019;050002351;130037815;N3120;;1;0.26
SSR_P;2019;050002351;130037815;NAUT;2;4;4.14
SSR_P;2019;050002351;130037815;NCINF;4;7;8.68
SSR_P;2019;060000163;060780327;N241P;;1;0.25
SSR_P;2019;060000163;060780327;N2500;2;1;2.16
SSR_P;2019;060000163;060780327;NCINF;1;2;1.8
SSR_P;2019;060000296;060780640;M1010;;1;0.14
SSR_P;2019;060000296;060780640;M1040;2;2;2.45
SSR_P;2019;060000296;060780640;M1150;2;1;2.1
SSR_P;2019;060000296;060780640;N241P;3;2;4.5
SSR_P;2019;060000296;060780640;N2450;;1;0.5
SSR_P;2019;060000296;060780640;N2500;6;;6
SSR_P;2019;060000296;060780640;N2710;;1;0.71
SSR_P;2019;060000296;060780640;N310H;4;;4
SSR_P;2019;060000296;060780640;N3120;;1;0.5
SSR_P;2019;060000296;060780640;NAUT;20;2;20.5
SSR_P;2019;060000296;060780640;NCINF;12;1;12.88
SSR_P;2019;060000304;060780657;M1180;;6;0.1
SSR_P;2019;060000304;060780657;N2450;;1;0.3
SSR_P;2019;060000304;060780657;N2500;6;;6
SSR_P;2019;060000304;060780657;NCINF;7;1;6.66
SSR_P;2019;060000411;060780780;M1010;0;1;0.3
SSR_P;2019;060000411;060780780;N241P;0;1;0.8
SSR_P;2019;060000411;060780780;N2500;9;0;8.5
SSR_P;2019;060000411;060780780;N2710;0;1;0.2
SSR_P;2019;060000411;060780780;N3120;0;1;0.4
SSR_P;2019;060000411;060780780;NAUT;3;0;2.83
SSR_P;2019;060000411;060780780;NCINF;7;0;6.85
SSR_P;2019;060000478;060780897;M1010;1;0;0.33
SSR_P;2019;060000478;060780897;M1320;3;0;1.5
SSR_P;2019;060000478;060780897;N241P;1;0;0.58
SSR_P;2019;060000478;060780897;N2460;0;0;0.12
SSR_P;2019;060000478;060780897;N2500;11;1;13.03
SSR_P;2019;060000478;060780897;N3120;0;1;0.8
SSR_P;2019;060000478;060780897;NAUT;6;3;6.54
SSR_P;2019;060000478;060780897;NCINF;10;2;10.83
SSR_P;2019;060000486;060780905;M1010;;5;
SSR_P;2019;060000486;060780905;N2450;;1;0.03
SSR_P;2019;060000486;060780905;N2500;8;;2.55
SSR_P;2019;060000486;060780905;N310H;1;;0.25
SSR_P;2019;060000486;060780905;N3120;;1;0.16
SSR_P;2019;060000486;060780905;NAUT;67;6;4.51
SSR_P;2019;060000486;060780905;NCINF;5;4;2.29
SSR_P;2019;060000510;060780954;M1010;1;1;1.5
SSR_P;2019;060000510;060780954;M1320;;2;0.3
SSR_P;2019;060000510;060780954;N2460;1;;1
SSR_P;2019;060000510;060780954;N2500;13;;13
SSR_P;2019;060000510;060780954;N2710;;1;0.5
SSR_P;2019;060000510;060780954;NAUT;5;;5
SSR_P;2019;060000510;060780954;NCINF;8;2;9.6
SSR_P;2019;060001625;060006889;M1010;1;1;1.02
SSR_P;2019;060001625;060006889;MAUT;;1;0.05
SSR_P;2019;060001625;060006889;N241P;;1;0.3
SSR_P;2019;060001625;060006889;N2450;1;;0.39
SSR_P;2019;060001625;060006889;N2460;;;0.33
SSR_P;2019;060001625;060006889;N2470;;;0.12
SSR_P;2019;060001625;060006889;N2500;9;;9.04
SSR_P;2019;060001625;060006889;N2710;;1;0.11
SSR_P;2019;060001625;060006889;NAUT;5;1;3.67
SSR_P;2019;060001625;060006889;NCINF;6;;5.09
SSR_P;2019;060002102;060791761;M1180;3;;2
SSR_P;2019;060002102;060791761;M1320;3;;2
SSR_P;2019;060002102;060791761;N241P;9;1;8
SSR_P;2019;060002102;060791761;N2450;1;;0.5
SSR_P;2019;060002102;060791761;N2460;2;;1.6
SSR_P;2019;060002102;060791761;N2500;25;1;24.97
SSR_P;2019;060002102;060791761;N2710;1;;0.4
SSR_P;2019;060002102;060791761;N310H;2;;1.8
SSR_P;2019;060002102;060791761;N3120;1;1;1
SSR_P;2019;060002102;060791761;NAUT;26;1;25.5
SSR_P;2019;060002102;060791761;NCINF;19;;18.25
SSR_P;2019;060005469;920030269;M1010;4;;3.96
SSR_P;2019;060005469;920030269;M1320;1;;1
SSR_P;2019;060005469;920030269;M3020;;1;0.02
SSR_P;2019;060005469;920030269;N241P;4;;4
SSR_P;2019;060005469;920030269;N2430;;1;0.5
SSR_P;2019;060005469;920030269;N2460;;1;0.77
SSR_P;2019;060005469;920030269;N2470;;1;0.28
SSR_P;2019;060005469;920030269;N2500;21;4;25.24
SSR_P;2019;060005469;920030269;N2710;;1;0.8
SSR_P;2019;060005469;920030269;N3120;;1;0.72
SSR_P;2019;060005469;920030269;NCINF;18;2;17.48
SSR_P;2019;060015328;060015278;M1010;;1;0.9
SSR_P;2019;060015328;060015278;N2430;2;2;3
SSR_P;2019;060015328;060015278;N2460;;1;0.25
SSR_P;2019;060015328;060015278;N2470;1;1;1.75
SSR_P;2019;060015328;060015278;N2710;2;1;2.65
SSR_P;2019;060015328;060015278;N310H;3;;3
SSR_P;2019;060015328;060015278;NAUT;4;2;5.05
SSR_P;2019;060015328;060015278;NCINF;3;;3
SSR_P;2019;060021094;060024619;M1010;;1;0.64
SSR_P;2019;060021094;060024619;M1040;;1;0.1
SSR_P;2019;060021094;060024619;M1320;1;;1
SSR_P;2019;060021094;060024619;M3020;;1;0.2
SSR_P;2019;060021094;060024619;N241P;;3;2
SSR_P;2019;060021094;060024619;N2430;;1;0.2
SSR_P;2019;060021094;060024619;N2450;;1;0.2
SSR_P;2019;060021094;060024619;N2500;5;4;7.7
SSR_P;2019;060021094;060024619;N3120;;1;0.4
SSR_P;2019;060021094;060024619;NAUT;9;4;11.25
SSR_P;2019;060021094;060024619;NCINF;7;;7
SSR_P;2019;060021201;060000155;M1010;1;1;1.4
SSR_P;2019;060021201;060000155;M1070;;1;0.1
SSR_P;2019;060021201;060000155;M1120;;1;0.1
SSR_P;2019;060021201;060000155;M1180;;2;1.2
SSR_P;2019;060021201;060000155;M1320;;1;0.1
SSR_P;2019;060021201;060000155;M3020;;1;0.1
SSR_P;2019;060021201;060000155;N241P;7;;7
SSR_P;2019;060021201;060000155;N2430;;1;0.1
SSR_P;2019;060021201;060000155;N2450;;1;0.3
SSR_P;2019;060021201;060000155;N2460;3;;3
SSR_P;2019;060021201;060000155;N2500;5;3;6.8
SSR_P;2019;060021201;060000155;N2710;;1;0.5
SSR_P;2019;060021201;060000155;N3120;;1;0.5
SSR_P;2019;060021201;060000155;NCINF;8;;8
SSR_P;2019;060023694;060023686;M1010;1;2;1.37
SSR_P;2019;060023694;060023686;M1070;;1;0.23
SSR_P;2019;060023694;060023686;MAUT;;1;0.23
SSR_P;2019;060023694;060023686;N241P;;1;0.25
SSR_P;2019;060023694;060023686;N2450;2;;2.24
SSR_P;2019;060023694;060023686;N2710;1;;0.88
SSR_P;2019;060023694;060023686;N310H;;1;0.13
SSR_P;2019;060023694;060023686;N3120;;1;0.13
SSR_P;2019;060023694;060023686;NAUT;1;3;3.31
SSR_P;2019;060023694;060023686;NCINF;1;;1.18
SSR_P;2019;060780145;060000049;M1010;3;3;6.91
SSR_P;2019;060780145;060000049;M3020;;1;0.1
SSR_P;2019;060780145;060000049;N2450;1;;1
SSR_P;2019;060780145;060000049;N2460;;1;0.26
SSR_P;2019;060780145;060000049;N2500;25;8;35.97
SSR_P;2019;060780145;060000049;N2710;;2;1.08
SSR_P;2019;060780145;060000049;N3120;1;;1.08
SSR_P;2019;060780145;060000049;NAUT;;1;0.28
SSR_P;2019;060780145;060000049;NCINF;19;7;30.09
SSR_P;2019;060780186;060006939;M1010;1;1;1.5
SSR_P;2019;060780186;060006939;M3020;;1;0.5
SSR_P;2019;060780186;060006939;N2500;11;2;12.09
SSR_P;2019;060780186;060006939;N2710;;1;0.2
SSR_P;2019;060780186;060006939;N3120;;1;0.54
SSR_P;2019;060780186;060006939;NAUT;15;1;15.37
SSR_P;2019;060780186;060006939;NCINF;8;2;9.49
SSR_P;2019;060780277;920030269;M1010;3;;3
SSR_P;2019;060780277;920030269;M1040;;1;0.08
SSR_P;2019;060780277;920030269;M1320;2;;2
SSR_P;2019;060780277;920030269;M3020;;1;0.08
SSR_P;2019;060780277;920030269;N241P;;5;3.8
SSR_P;2019;060780277;920030269;N2430;;1;0.5
SSR_P;2019;060780277;920030269;N2500;24;;23
SSR_P;2019;060780277;920030269;N2710;;1;0.6
SSR_P;2019;060780277;920030269;N3120;;1;0.6
SSR_P;2019;060780277;920030269;NAUT;;1;0.8
SSR_P;2019;060780277;920030269;NCINF;13;1;14.4
SSR_P;2019;060780343;060000171;M1010;;1;0.45
SSR_P;2019;060780343;060000171;M1180;;1;0.45
SSR_P;2019;060780343;060000171;N241P;;1;0.5
SSR_P;2019;060780343;060000171;N2500;11;2;7.95
SSR_P;2019;060780343;060000171;N3120;;1;0.1
SSR_P;2019;060780343;060000171;NCINF;11;1;7.73
SSR_P;2019;060780350;750056335;M1010;1;;1
SSR_P;2019;060780350;750056335;M1180;;1;0.68
SSR_P;2019;060780350;750056335;N241P;;3;1.5
SSR_P;2019;060780350;750056335;N2430;;1;0.2
SSR_P;2019;060780350;750056335;N2500;7;1;7.5
SSR_P;2019;060780350;750056335;N2710;;1;0.1
SSR_P;2019;060780350;750056335;N3120;;1;0.5
SSR_P;2019;060780350;750056335;NAUT;11;;11
SSR_P;2019;060780350;750056335;NCINF;7;;7
SSR_P;2019;060780392;060000205;M1010;;6;0.72
SSR_P;2019;060780392;060000205;M1180;;2;0.88
SSR_P;2019;060780392;060000205;M1320;;1;0.08
SSR_P;2019;060780392;060000205;MAUT;;4;1.77
SSR_P;2019;060780392;060000205;N241P;;1;0.49
SSR_P;2019;060780392;060000205;N2500;40;1;17.42
SSR_P;2019;060780392;060000205;NCINF;40;4;15.58
SSR_P;2019;060780459;010783009;M1040;;1;0.09
SSR_P;2019;060780459;010783009;M1120;;1;0.09
SSR_P;2019;060780459;010783009;M1180;4;;4
SSR_P;2019;060780459;010783009;M1320;;1;0.5
SSR_P;2019;060780459;010783009;N241P;8;3;9.37
SSR_P;2019;060780459;010783009;N2430;;3;1.96
SSR_P;2019;060780459;010783009;N2450;;1;0.8
SSR_P;2019;060780459;010783009;N2460;3;1;3.5
SSR_P;2019;060780459;010783009;N2500;14;6;20.99
SSR_P;2019;060780459;010783009;N2710;;2;1.29
SSR_P;2019;060780459;010783009;N310H;1;1;1.5
SSR_P;2019;060780459;010783009;N3120;;2;1.08
SSR_P;2019;060780459;010783009;NAUT;3;1;3.23
SSR_P;2019;060780459;010783009;NCINF;15;3;17.08
SSR_P;2019;060780558;750720575;M1070;;1;0.8
SSR_P;2019;060780558;750720575;M1140;1;;1
SSR_P;2019;060780558;750720575;M1150;;1;0.52
SSR_P;2019;060780558;750720575;M1180;1;;1.65
SSR_P;2019;060780558;750720575;M3020;1;2;2.83
SSR_P;2019;060780558;750720575;MAUT;;1;0.95
SSR_P;2019;060780558;750720575;N241P;5;;5
SSR_P;2019;060780558;750720575;N2430;1;;1
SSR_P;2019;060780558;750720575;N2450;2;2;2.52
SSR_P;2019;060780558;750720575;N2460;1;;0.8
SSR_P;2019;060780558;750720575;N2500;17;3;22.9
SSR_P;2019;060780558;750720575;N2710;;5;3.74
SSR_P;2019;060780558;750720575;N310H;12;;15.89
SSR_P;2019;060780558;750720575;N3120;;1;0.7
SSR_P;2019;060780558;750720575;NAUT;8;13;20.4
SSR_P;2019;060780558;750720575;NCINF;23;6;31.69
SSR_P;2019;060780665;060000312;M1010;1;;1
SSR_P;2019;060780665;060000312;M1320;1;;1
SSR_P;2019;060780665;060000312;N241P;3;;3
SSR_P;2019;060780665;060000312;N3120;;1;0.4
SSR_P;2019;060780665;060000312;NCINF;10;1;10.6
SSR_P;2019;060781374;060000718;M1010;4;;4
SSR_P;2019;060781374;060000718;M1180;1;1;1.58
SSR_P;2019;060781374;060000718;M1320;1;;1
SSR_P;2019;060781374;060000718;MAUT;;3;0.65
SSR_P;2019;060781374;060000718;N241P;6;7;10.03
SSR_P;2019;060781374;060000718;N2430;;1;0.11
SSR_P;2019;060781374;060000718;N2450;1;4;3.28
SSR_P;2019;060781374;060000718;N2460;2;;2
SSR_P;2019;060781374;060000718;N2500;26;2;27.72
SSR_P;2019;060781374;060000718;N2710;;2;1
SSR_P;2019;060781374;060000718;N310H;;1;0.4
SSR_P;2019;060781374;060000718;N3120;1;;1
SSR_P;2019;060781374;060000718;NAUT;48;11;54.06
SSR_P;2019;060781374;060000718;NCINF;22;2;22.73
SSR_P;2019;060785227;060780608;M1010;1;;1
SSR_P;2019;060785227;060780608;M1040;;4;1.3
SSR_P;2019;060785227;060780608;M1070;;4;0.05
SSR_P;2019;060785227;060780608;M1120;;1;0.05
SSR_P;2019;060785227;060780608;M1150;;2;0.05
SSR_P;2019;060785227;060780608;M1190;;1;0.05
SSR_P;2019;060785227;060780608;M1320;2;;2
SSR_P;2019;060785227;060780608;M3020;;1;0.23
SSR_P;2019;060785227;060780608;MAUT;;2;1.23
SSR_P;2019;060785227;060780608;N241P;;7;3.2
SSR_P;2019;060785227;060780608;N2430;;1;0.1
SSR_P;2019;060785227;060780608;N2450;;2;1
SSR_P;2019;060785227;060780608;N2500;13;2;14
SSR_P;2019;060785227;060780608;N2710;;2;0.2
SSR_P;2019;060785227;060780608;N310H;;2;1.2
SSR_P;2019;060785227;060780608;N3120;;1;1
SSR_P;2019;060785227;060780608;NAUT;17;1;17.5
SSR_P;2019;060785227;060780608;NCINF;13;5;17.28
SSR_P;2019;060788957;060785011;M1010;2;0;1.3
SSR_P;2019;060788957;060785011;M1320;4;0;4.66
SSR_P;2019;060788957;060785011;N241P;10;2;9.54
SSR_P;2019;060788957;060785011;N2430;3;;2.04
SSR_P;2019;060788957;060785011;N2450;4;;3.43
SSR_P;2019;060788957;060785011;N2500;77;6;70.58
SSR_P;2019;060788957;060785011;N2710;2;2;3.24
SSR_P;2019;060788957;060785011;NAUT;27;8;28.76
SSR_P;2019;060788957;060785011;NCINF;48;3;41.66
SSR_P;2019;060789195;060785011;M1180;2;4;3.88
SSR_P;2019;060789195;060785011;N241P;16;5;16.91
SSR_P;2019;060789195;060785011;N2430;2;1;0.94
SSR_P;2019;060789195;060785011;N2450;12;;10.08
SSR_P;2019;060789195;060785011;N2460;2;1;2.27
SSR_P;2019;060789195;060785011;N2500;23;;21.07
SSR_P;2019;060789195;060785011;N2710;1;1;1.29
SSR_P;2019;060789195;060785011;NAUT;7;3;7.46
SSR_P;2019;060789195;060785011;NCINF;16;4;16.89
SSR_P;2019;060789674;130037815;M1010;;;0.39
SSR_P;2019;060789674;130037815;M1180;7;;7
SSR_P;2019;060789674;130037815;N241P;32;4;32.44
SSR_P;2019;060789674;130037815;N2430;2;1;2.13
SSR_P;2019;060789674;130037815;N2450;1;1;1.13
SSR_P;2019;060789674;130037815;N2460;7;3;8.88
SSR_P;2019;060789674;130037815;N2500;54;5;56.59
SSR_P;2019;060789674;130037815;N2710;1;3;2.36
SSR_P;2019;060789674;130037815;N310H;1;;1
SSR_P;2019;060789674;130037815;N3120;3;;3.18
SSR_P;2019;060789674;130037815;NAUT;36;2;29.37
SSR_P;2019;060789674;130037815;NCINF;46;3;45.24
SSR_P;2019;060790177;060785011;M1010;1;1;1.8
SSR_P;2019;060790177;060785011;N241P;2;1;1.21
SSR_P;2019;060790177;060785011;N2450;2;;1.7
SSR_P;2019;060790177;060785011;N2500;19;;17.69
SSR_P;2019;060790177;060785011;NAUT;12;2;12.82
SSR_P;2019;060790177;060785011;NCINF;14;1;12.48
SSR_P;2019;060790862;060001997;M1010;1;4;2.76
SSR_P;2019;060790862;060001997;M3020;;1;0.35
SSR_P;2019;060790862;060001997;MAUT;;1;0.53
SSR_P;2019;060790862;060001997;N241P;;1;0.12
SSR_P;2019;060790862;060001997;N2500;;;0.03
SSR_P;2019;060790862;060001997;N2710;2;2;2.83
SSR_P;2019;060790862;060001997;NAUT;13;6;16.19
SSR_P;2019;060790862;060001997;NCINF;8;2;10.03
SSR_P;2019;060791746;060024627;M1010;1;2;2.6
SSR_P;2019;060791746;060024627;M1320;;1;0.5
SSR_P;2019;060791746;060024627;MAUT;1;;1
SSR_P;2019;060791746;060024627;N241P;8;;4
SSR_P;2019;060791746;060024627;N2450;1;;0.5
SSR_P;2019;060791746;060024627;N2500;18;;18
SSR_P;2019;060791746;060024627;N2710;1;;0.7
SSR_P;2019;060791746;060024627;N3120;1;;0.7
SSR_P;2019;060791746;060024627;NAUT;18;;18
SSR_P;2019;060791746;060024627;NCINF;11;;11
SSR_P;2019;060791811;060010808;M1010;1;1;1.12
SSR_P;2019;060791811;060010808;M1040;;3;1.44
SSR_P;2019;060791811;060010808;M1180;;1;0.68
SSR_P;2019;060791811;060010808;M1320;2;1;1.97
SSR_P;2019;060791811;060010808;MAUT;;2;0.22
SSR_P;2019;060791811;060010808;N241P;6;2;6.84
SSR_P;2019;060791811;060010808;N2430;;1;0.65
SSR_P;2019;060791811;060010808;N2450;1;;0.92
SSR_P;2019;060791811;060010808;N2460;2;;1.19
SSR_P;2019;060791811;060010808;N2500;18;8;19.58
SSR_P;2019;060791811;060010808;N2710;1;;0.45
SSR_P;2019;060791811;060010808;N3120;1;;0.69
SSR_P;2019;060791811;060010808;NAUT;6;5;10.85
SSR_P;2019;060791811;060010808;NCINF;13;5;22.49
SSR_P;2019;060794021;060780988;M1010;0;2;1.08
SSR_P;2019;060794021;060780988;M1320;0;1;0.1
SSR_P;2019;060794021;060780988;N2450;;1;0.26
SSR_P;2019;060794021;060780988;N2460;;1;0.88
