BOR;AN;FI;FI_EJ;PERSO;EFFPL;EFFPA;ETP
SSR_P;2019;520000076;520780081;N2710;2;;0.9
SSR_P;2019;520000076;520780081;N310H;2;;2.12
SSR_P;2019;520000076;520780081;N3120;1;;1
SSR_P;2019;520000076;520780081;NAUT;9;2;9.31
SSR_P;2019;520000076;520780081;NCINF;17;1;19.02
SSR_P;2019;520000084;520780099;M1010;;1;0.3
SSR_P;2019;520000084;520780099;M1320;;3;0.38
SSR_P;2019;520000084;520780099;N241P;1;;0.8
SSR_P;2019;520000084;520780099;N2460;;1;0.33
SSR_P;2019;520000084;520780099;N2500;7;1;6.59
SSR_P;2019;520000084;520780099;N2710;;1;0.28
SSR_P;2019;520000084;520780099;N310H;1;;0.72
SSR_P;2019;520000084;520780099;N3120;;1;0.19
SSR_P;2019;520000084;520780099;NAUT;6;6;4.48
SSR_P;2019;520000084;520780099;NCINF;7;2;6.96
SSR_P;2019;520780156;520000092;M1010;;1;0.25
SSR_P;2019;520780156;520000092;M1320;;1;0.25
SSR_P;2019;520780156;520000092;N241P;;2;1
SSR_P;2019;520780156;520000092;N2500;4;;4
SSR_P;2019;520780156;520000092;N3120;;1;0.1
SSR_P;2019;520780156;520000092;NCINF;4;2;5
SSR_P;2019;530000017;530000025;M1010;0;1;0.38
SSR_P;2019;530000017;530000025;M1180;0;1;0.11
SSR_P;2019;530000017;530000025;M1320;0;1;0.38
SSR_P;2019;530000017;530000025;N241P;0;1;0.8
SSR_P;2019;530000017;530000025;N2430;0;1;0.13
SSR_P;2019;530000017;530000025;N2460;0;4;1.58
SSR_P;2019;530000017;530000025;N2500;8;10;12.32
SSR_P;2019;530000017;530000025;N2710;0;3;0.42
SSR_P;2019;530000017;530000025;N310H;0;1;0.8
SSR_P;2019;530000017;530000025;N3120;0;0;0.23
SSR_P;2019;530000017;530000025;NAUT;4;1;3.93
SSR_P;2019;530000017;530000025;NCINF;7;8;11.62
SSR_P;2019;530000132;530007202;M1010;;12;0.1
SSR_P;2019;530000132;530007202;N241P;;3;1.06
SSR_P;2019;530000132;530007202;N2430;;1;0.05
SSR_P;2019;530000132;530007202;N2450;;3;0.55
SSR_P;2019;530000132;530007202;N2460;;2;0.47
SSR_P;2019;530000132;530007202;N2470;;1;0.41
SSR_P;2019;530000132;530007202;N2500;;24;10.46
SSR_P;2019;530000132;530007202;N2710;;1;0.22
SSR_P;2019;530000132;530007202;N3120;;1;0.2
SSR_P;2019;530000132;530007202;NAUT;;6;2.62
SSR_P;2019;530000132;530007202;NCINF;;12;5.02
SSR_P;2019;530000140;530000058;MAUT;0;1;0.1
SSR_P;2019;530000140;530000058;N2450;1;0;1
SSR_P;2019;530000140;530000058;N2460;2;0;2
SSR_P;2019;530000140;530000058;N2500;12;18;25.71
SSR_P;2019;530000140;530000058;N2710;0;1;0.6
SSR_P;2019;530000140;530000058;NAUT;4;0;4
SSR_P;2019;530000140;530000058;NCINF;6;20;18.12
SSR_P;2019;530000165;530000066;M1010;0;2;0.77
SSR_P;2019;530000165;530000066;N241P;;2;0.72
SSR_P;2019;530000165;530000066;N2450;;1;0.39
SSR_P;2019;530000165;530000066;N2460;1;;1
SSR_P;2019;530000165;530000066;N2470;;1;0.18
SSR_P;2019;530000165;530000066;N2500;9;6;11.69
SSR_P;2019;530000165;530000066;N2710;;2;0.29
SSR_P;2019;530000165;530000066;N3120;;1;0.5
SSR_P;2019;530000165;530000066;NAUT;5;4;6.31
SSR_P;2019;530000165;530000066;NCINF;6;2;6.9
SSR_P;2019;530000173;530000074;M1010;1;0;0.05
SSR_P;2019;530000173;530000074;M1320;1;1;1.01
SSR_P;2019;530000173;530000074;MAUT;7;;0.33
SSR_P;2019;530000173;530000074;N241P;2;3;0.21
SSR_P;2019;530000173;530000074;N2460;;3;0.88
SSR_P;2019;530000173;530000074;N2500;10;10;13.79
SSR_P;2019;530000173;530000074;N2710;1;1;0.99
SSR_P;2019;530000173;530000074;NAUT;42;22;7.43
SSR_P;2019;530000173;530000074;NCINF;13;4;9.48
SSR_P;2019;530000181;530007202;M1010;;5;0.1
SSR_P;2019;530000181;530007202;N241P;;1;0.36
SSR_P;2019;530000181;530007202;N2430;;1;0.05
SSR_P;2019;530000181;530007202;N2450;;1;0.41
SSR_P;2019;530000181;530007202;N2460;;1;0.36
SSR_P;2019;530000181;530007202;N2470;;1;0.31
SSR_P;2019;530000181;530007202;N2500;;16;6.67
SSR_P;2019;530000181;530007202;N2710;;1;0.16
SSR_P;2019;530000181;530007202;N3120;;1;0.15
SSR_P;2019;530000181;530007202;NAUT;;6;2
SSR_P;2019;530000181;530007202;NCINF;;10;3.96
SSR_P;2019;530000264;530000371;M1010;0;2;0.79
SSR_P;2019;530000264;530000371;M1040;0;1;0.5
SSR_P;2019;530000264;530000371;M1180;1;1;2.33
SSR_P;2019;530000264;530000371;M1320;0;3;2.52
SSR_P;2019;530000264;530000371;M3020;0;1;0.2
SSR_P;2019;530000264;530000371;N241P;1;2;2.9
SSR_P;2019;530000264;530000371;N2450;0;1;0.5
SSR_P;2019;530000264;530000371;N2460;1;2;2.6
SSR_P;2019;530000264;530000371;N2500;48;22;61.63
SSR_P;2019;530000264;530000371;N2710;0;3;1.2
SSR_P;2019;530000264;530000371;NAUT;8;1;8.88
SSR_P;2019;530000264;530000371;NCINF;26;27;41.42
SSR_P;2019;530000611;530002591;M1010;;2;0.6
SSR_P;2019;530000611;530002591;M1320;;1;0.6
SSR_P;2019;530000611;530002591;N241P;;1;0.6
SSR_P;2019;530000611;530002591;N2450;1;;1
SSR_P;2019;530000611;530002591;N2460;1;;1
SSR_P;2019;530000611;530002591;N2500;9;5;12.58
SSR_P;2019;530000611;530002591;N2710;;1;0.08
SSR_P;2019;530000611;530002591;NCINF;7;6;10.62
SSR_P;2019;530031509;530000868;M1010;;1;0.77
SSR_P;2019;530031509;530000868;N2710;;2;0.9
SSR_P;2019;530031509;530000868;N310H;;2;1.31
SSR_P;2019;530031509;530000868;N3120;;1;0.5
SSR_P;2019;530031509;530000868;NAUT;4;4;6.78
SSR_P;2019;530031509;530000868;NCINF;5;3;6.4
SSR_P;2019;530031962;530000975;M1010;;1;0.43
SSR_P;2019;530031962;530000975;N2500;3;;3.35
SSR_P;2019;530031962;530000975;N2710;;1;0.2
SSR_P;2019;530031962;530000975;N3120;;1;0.2
SSR_P;2019;530031962;530000975;NCINF;7;1;7.5
SSR_P;2019;540000023;540000049;M1010;1;1;1.35
SSR_P;2019;540000023;540000049;N241P;;4;1.32
SSR_P;2019;540000023;540000049;N2460;;1;0.62
SSR_P;2019;540000023;540000049;N2500;3;15;8.83
SSR_P;2019;540000023;540000049;N3120;;4;0.63
SSR_P;2019;540000023;540000049;NAUT;;6;1.46
SSR_P;2019;540000023;540000049;NCINF;4;28;10.19
SSR_P;2019;540000148;540019007;MAUT;0;2;0.9
SSR_P;2019;540000148;540019007;N2450;1;;1
SSR_P;2019;540000148;540019007;N2500;18;;17.27
SSR_P;2019;540000148;540019007;N3120;1;;0.3
SSR_P;2019;540000148;540019007;NAUT;1;1;1.18
SSR_P;2019;540000148;540019007;NCINF;12;;10.1
SSR_P;2019;540000270;540003399;M1010;2;1;2.26
SSR_P;2019;540000270;540003399;MAUT;4;;0.46
SSR_P;2019;540000270;540003399;N241P;1;3;0.95
SSR_P;2019;540000270;540003399;N2460;1;;0.63
SSR_P;2019;540000270;540003399;N2500;23;1;16.68
SSR_P;2019;540000270;540003399;N3120;1;1;0.52
SSR_P;2019;540000270;540003399;NAUT;11;;8.17
SSR_P;2019;540000270;540003399;NCINF;16;;9.11
SSR_P;2019;540000288;540018710;M1010;;4;2
SSR_P;2019;540000288;540018710;MAUT;;1;0.05
SSR_P;2019;540000288;540018710;N241P;;6;2.2
SSR_P;2019;540000288;540018710;N2450;;1;0.5
SSR_P;2019;540000288;540018710;N2460;;1;0.8
SSR_P;2019;540000288;540018710;N2500;12;1;12.7
SSR_P;2019;540000288;540018710;N2710;;1;0.5
SSR_P;2019;540000288;540018710;N3120;;1;0.8
SSR_P;2019;540000288;540018710;NCINF;15;;15
SSR_P;2019;540000312;540000114;M1010;1;;0.19
SSR_P;2019;540000312;540000114;M1320;1;1;1.68
SSR_P;2019;540000312;540000114;N241P;2;0;0.95
SSR_P;2019;540000312;540000114;N2450;0;1;0.12
SSR_P;2019;540000312;540000114;N2500;26;0;24.67
SSR_P;2019;540000312;540000114;N2710;1;1;1.4
SSR_P;2019;540000312;540000114;N3120;1;0;1.04
SSR_P;2019;540000312;540000114;NAUT;8;2;8.79
SSR_P;2019;540000312;540000114;NCINF;13;0;13.34
SSR_P;2019;540000395;540000122;M1320;;2;1.6
SSR_P;2019;540000395;540000122;MAUT;;3;0.32
SSR_P;2019;540000395;540000122;N2500;25;;25
SSR_P;2019;540000395;540000122;N2710;;2;0.5
SSR_P;2019;540000395;540000122;N3120;;1;0.2
SSR_P;2019;540000395;540000122;NCINF;10;;10
SSR_P;2019;540000478;540003449;M1040;3;3;4.5
SSR_P;2019;540000478;540003449;N241P;1;;1
SSR_P;2019;540000478;540003449;N2450;1;3;2.6
SSR_P;2019;540000478;540003449;N2710;;2;1.1
SSR_P;2019;540000478;540003449;N3120;;1;0.47
SSR_P;2019;540000478;540003449;NAUT;1;;0.97
SSR_P;2019;540000478;540003449;NCINF;3;;2.71
SSR_P;2019;540000585;540006707;M1010;1;2;2.8
SSR_P;2019;540000585;540006707;M1320;1;0;1
SSR_P;2019;540000585;540006707;MAUT;1;;0.5
SSR_P;2019;540000585;540006707;N241P;1;1;1.5
SSR_P;2019;540000585;540006707;N2450;;1;0.1
SSR_P;2019;540000585;540006707;N2460;1;;1
SSR_P;2019;540000585;540006707;N2500;18;;18
SSR_P;2019;540000585;540006707;N2710;;2;0.4
SSR_P;2019;540000585;540006707;N310H;;2;0.27
SSR_P;2019;540000585;540006707;N3120;1;;1
SSR_P;2019;540000585;540006707;NAUT;21;8;24.5
SSR_P;2019;540000585;540006707;NCINF;15;4;17.3
SSR_P;2019;540000668;540006707;M1010;1;1;1.8
SSR_P;2019;540000668;540006707;M1120;;1;0.6
SSR_P;2019;540000668;540006707;M1180;2;1;2.7
SSR_P;2019;540000668;540006707;MAUT;1;3;0.72
SSR_P;2019;540000668;540006707;N241P;8;2;10
SSR_P;2019;540000668;540006707;N2430;1;;1
SSR_P;2019;540000668;540006707;N2450;2;;1.25
SSR_P;2019;540000668;540006707;N2460;6;2;6.8
SSR_P;2019;540000668;540006707;N2470;;1;0.5
SSR_P;2019;540000668;540006707;N2500;48;3;45
SSR_P;2019;540000668;540006707;N2710;2;;1.1
SSR_P;2019;540000668;540006707;N310H;1;1;1.14
SSR_P;2019;540000668;540006707;N3120;1;1;0.97
SSR_P;2019;540000668;540006707;NAUT;40;10;47.45
SSR_P;2019;540000668;540006707;NCINF;20;6;29.69
SSR_P;2019;540000726;750721334;M1010;;4;0.28
SSR_P;2019;540000726;750721334;M1180;;1;0.02
SSR_P;2019;540000726;750721334;N2460;1;1;0.51
SSR_P;2019;540000726;750721334;N2470;;1;0.25
SSR_P;2019;540000726;750721334;N2500;6;;6
SSR_P;2019;540000726;750721334;N2710;;1;0.2
SSR_P;2019;540000726;750721334;N310H;;1;0.82
SSR_P;2019;540000726;750721334;N3120;;1;0.5
SSR_P;2019;540000726;750721334;NCINF;3;2;4.7
SSR_P;2019;540000858;540000122;M1010;;2;0.86
SSR_P;2019;540000858;540000122;M1180;;1;0.11
SSR_P;2019;540000858;540000122;M1320;;1;0.1
SSR_P;2019;540000858;540000122;MAUT;;1;0.35
SSR_P;2019;540000858;540000122;N241P;1;;1
SSR_P;2019;540000858;540000122;N2450;;1;0.3
SSR_P;2019;540000858;540000122;N2500;6;6;6
SSR_P;2019;540000858;540000122;NAUT;1;;0.5
SSR_P;2019;540000858;540000122;NCINF;6;;5.5
SSR_P;2019;540000973;540006707;M1010;;2;0.03
SSR_P;2019;540000973;540006707;M1140;;1;0.7
SSR_P;2019;540000973;540006707;MAUT;;1;0.04
SSR_P;2019;540000973;540006707;N2430;;1;0.5
SSR_P;2019;540000973;540006707;N2470;;1;0.5
SSR_P;2019;540000973;540006707;N2500;;6;1.5
SSR_P;2019;540000973;540006707;N2710;;1;0.5
SSR_P;2019;540000973;540006707;N310H;7;1;7.5
SSR_P;2019;540000973;540006707;N3120;;1;0.5
SSR_P;2019;540000973;540006707;NAUT;5;;5
SSR_P;2019;540000973;540006707;NCINF;;11;7
SSR_P;2019;540001070;540000767;M1320;;1;0.56
SSR_P;2019;540001070;540000767;N241P;2;1;2.8
SSR_P;2019;540001070;540000767;N2460;0;1;0.59
SSR_P;2019;540001070;540000767;N2500;0;18;7.93
SSR_P;2019;540001070;540000767;N2710;0;1;0.35
SSR_P;2019;540001070;540000767;N3120;0;1;0.1
SSR_P;2019;540001070;540000767;NAUT;0;6;3.24
SSR_P;2019;540001070;540000767;NCINF;0;13;5.67
SSR_P;2019;540001096;570010181;M1040;;1;0.5
SSR_P;2019;540001096;570010181;M1320;1;;1
SSR_P;2019;540001096;570010181;N241P;2;;2
SSR_P;2019;540001096;570010181;N2460;1;;1
SSR_P;2019;540001096;570010181;N3120;;1;0.5
SSR_P;2019;540001096;570010181;NCINF;11;;11
SSR_P;2019;540001104;570027995;M1010;;1;0.35
SSR_P;2019;540001104;570027995;M1320;;1;0.25
SSR_P;2019;540001104;570027995;N241P;;1;0.31
SSR_P;2019;540001104;570027995;N2460;;1;0.1
SSR_P;2019;540001104;570027995;N2500;;14;7.93
SSR_P;2019;540001104;570027995;N2710;;1;0.41
SSR_P;2019;540001104;570027995;N3120;;1;0.6
SSR_P;2019;540001104;570027995;NAUT;;9;4.5
SSR_P;2019;540001104;570027995;NCINF;;13;7.6
SSR_P;2019;540002698;540023264;M1040;2;;0.7
SSR_P;2019;540002698;540023264;N2500;2;4;4.44
SSR_P;2019;540002698;540023264;NAUT;2;1;2.9
SSR_P;2019;540002698;540023264;NCINF;3;3;5.04
SSR_P;2019;540003043;540023264;M1010;;;0.28
SSR_P;2019;540003043;540023264;M1320;;;0.33
SSR_P;2019;540003043;540023264;M3020;;;0.23
SSR_P;2019;540003043;540023264;MAUT;1;;1
SSR_P;2019;540003043;540023264;N2430;;1;0.3
SSR_P;2019;540003043;540023264;N2470;1;;1.08
SSR_P;2019;540003043;540023264;N2500;15;12;25.17
SSR_P;2019;540003043;540023264;N2710;1;;1
SSR_P;2019;540003043;540023264;N3120;1;;1
SSR_P;2019;540003043;540023264;NAUT;11;5;13.51
SSR_P;2019;540003043;540023264;NCINF;12;7;17.12
SSR_P;2019;540005196;540008398;M1010;1;1;1.7
SSR_P;2019;540005196;540008398;M1320;1;;1
SSR_P;2019;540005196;540008398;MAUT;;1;0.07
SSR_P;2019;540005196;540008398;N241P;2;;2
SSR_P;2019;540005196;540008398;N2460;1;;1
SSR_P;2019;540005196;540008398;N2500;12;;12
SSR_P;2019;540005196;540008398;N2710;;1;0.5
SSR_P;2019;540005196;540008398;N310H;;1;0.08
SSR_P;2019;540005196;540008398;N3120;1;;1
SSR_P;2019;540005196;540008398;NCINF;9;3;10.85
SSR_P;2019;540009412;540019726;M1180;3;3;4.59
SSR_P;2019;540009412;540019726;M3020;;1;0.15
SSR_P;2019;540009412;540019726;N241P;10;2;11.28
SSR_P;2019;540009412;540019726;N2430;3;0;3
SSR_P;2019;540009412;540019726;N2460;9;2;9.99
SSR_P;2019;540009412;540019726;N2500;30;4;32
SSR_P;2019;540009412;540019726;N2710;1;1;1.49
SSR_P;2019;540009412;540019726;N310H;3;2;3.98
SSR_P;2019;540009412;540019726;N3120;1;0;1
SSR_P;2019;540009412;540019726;NAUT;4;2;5
SSR_P;2019;540009412;540019726;NCINF;18;9;23.82
SSR_P;2019;540009701;540019726;M1180;7;3;7.79
SSR_P;2019;540009701;540019726;M3020;;1;0.2
SSR_P;2019;540009701;540019726;N241P;31;7;35.79
SSR_P;2019;540009701;540019726;N2460;22;2;23.59
SSR_P;2019;540009701;540019726;N2500;19;4;21.71
SSR_P;2019;540009701;540019726;N2710;1;1;1.14
SSR_P;2019;540009701;540019726;N310H;13;1;13.79
SSR_P;2019;540009701;540019726;N3120;0;3;2.29
SSR_P;2019;540009701;540019726;NAUT;13;2;14.06
SSR_P;2019;540009701;540019726;NCINF;16;5;19.02
SSR_P;2019;540013737;540019726;M1180;2;5;4.57
SSR_P;2019;540013737;540019726;N241P;15;3;17.11
SSR_P;2019;540013737;540019726;N2430;3;5;6.39
SSR_P;2019;540013737;540019726;N2460;7;4;10.03
SSR_P;2019;540013737;540019726;N2470;1;0;1
SSR_P;2019;540013737;540019726;N2500;34;7;39.57
SSR_P;2019;540013737;540019726;N2710;3;0;3
SSR_P;2019;540013737;540019726;N310H;6;1;6.87
SSR_P;2019;540013737;540019726;N3120;1;0;1
SSR_P;2019;540013737;540019726;NAUT;1;1;1.49
SSR_P;2019;540013737;540019726;NCINF;10;4;12.62
SSR_P;2019;540020146;540006707;M1180;3;1;3.5
SSR_P;2019;540020146;540006707;M1190;1;;1
SSR_P;2019;540020146;540006707;MAUT;;2;0.76
SSR_P;2019;540020146;540006707;N241P;10;5;13.31
SSR_P;2019;540020146;540006707;N2450;;1;0.24
SSR_P;2019;540020146;540006707;N2460;3;3;4.17
SSR_P;2019;540020146;540006707;N2500;21;3;22.35
SSR_P;2019;540020146;540006707;N2710;1;;0.8
SSR_P;2019;540020146;540006707;N3120;;1;0.76
SSR_P;2019;540020146;540006707;NAUT;15;18;31.36
SSR_P;2019;540020146;540006707;NCINF;13;3;14.74
SSR_P;2019;540022811;540023264;MAUT;;2;0.27
SSR_P;2019;540022811;540023264;N2460;1;1;1.5
SSR_P;2019;540022811;540023264;N2710;;1;0.5
SSR_P;2019;540022811;540023264;N310H;1;;1
SSR_P;2019;540022811;540023264;N3120;1;;1
SSR_P;2019;540022811;540023264;NAUT;1;5;3.74
SSR_P;2019;540022837;920030269;M1010;3;;3.8
SSR_P;2019;540022837;920030269;M1150;1;1;1.6
SSR_P;2019;540022837;920030269;M3020;;1;0.1
SSR_P;2019;540022837;920030269;MAUT;1;2;1.6
SSR_P;2019;540022837;920030269;N241P;1;;1
SSR_P;2019;540022837;920030269;N2450;1;1;1.04
SSR_P;2019;540022837;920030269;N2460;3;1;3.66
SSR_P;2019;540022837;920030269;N2500;33;4;32.22
SSR_P;2019;540022837;920030269;N2710;2;1;2.41
SSR_P;2019;540022837;920030269;N310H;2;1;2.58
SSR_P;2019;540022837;920030269;N3120;1;1;1.33
SSR_P;2019;540022837;920030269;NCINF;26;1;25.95
SSR_P;2019;550000012;550006795;M1040;;;0.02
SSR_P;2019;550000012;550006795;M1150;1;;0.3
SSR_P;2019;550000012;550006795;N241P;4;;3.12
SSR_P;2019;550000012;550006795;N2450;;1;0.25
SSR_P;2019;550000012;550006795;N2460;4;1;2.09
SSR_P;2019;550000012;550006795;N2500;9;1;7.75
SSR_P;2019;550000012;550006795;N2710;1;;0.04
SSR_P;2019;550000012;550006795;N310H;3;;1.11
SSR_P;2019;550000012;550006795;NAUT;2;;1.8
SSR_P;2019;550000012;550006795;NCINF;12;1;8.66
SSR_P;2019;550000038;550000046;M1010;1;;1
SSR_P;2019;550000038;550000046;N241P;;1;0.25
SSR_P;2019;550000038;550000046;N2460;;1;0.3
SSR_P;2019;550000038;550000046;N2500;10;1;9.57
SSR_P;2019;550000038;550000046;N2710;;1;0.17
SSR_P;2019;550000038;550000046;N310H;;1;0.2
SSR_P;2019;550000038;550000046;N3120;;1;0.5
SSR_P;2019;550000038;550000046;NAUT;2;2;2.14
SSR_P;2019;550000038;550000046;NCINF;3;2;3.78
SSR_P;2019;550000202;550006795;M1010;1;;0.55
SSR_P;2019;550000202;550006795;MAUT;;;0.08
SSR_P;2019;550000202;550006795;N2500;11;3;13.4
SSR_P;2019;550000202;550006795;N310H;5;;2.79
SSR_P;2019;550000202;550006795;NAUT;3;1;3.58
SSR_P;2019;550000202;550006795;NCINF;10;;10.61
SSR_P;2019;550000434;550003354;M1010;1;;1.17
SSR_P;2019;550000434;550003354;M1120;;1;0.1
SSR_P;2019;550000434;550003354;M1180;3;1;3.1
SSR_P;2019;550000434;550003354;M1320;;2;0.66
SSR_P;2019;550000434;550003354;N241P;3;5;6.94
SSR_P;2019;550000434;550003354;N2430;;4;1.69
SSR_P;2019;550000434;550003354;N2460;4;3;5.44
SSR_P;2019;550000434;550003354;N2470;1;2;1.91
SSR_P;2019;550000434;550003354;N2500;23;3;23.48
SSR_P;2019;550000434;550003354;N2710;3;;2.27
SSR_P;2019;550000434;550003354;N3120;;2;0.7
SSR_P;2019;550000434;550003354;NAUT;17;4;20.49
SSR_P;2019;550000434;550003354;NCINF;19;4;21.12
SSR_P;2019;550003362;550006795;M1010;3;;2.09
SSR_P;2019;550003362;550006795;MAUT;1;;0.43
SSR_P;2019;550003362;550006795;N2500;29;4;30.69
SSR_P;2019;550003362;550006795;N2710;1;2;0.85
SSR_P;2019;550003362;550006795;NAUT;1;0;1
SSR_P;2019;550003362;550006795;NCINF;11;3;12.37
SSR_P;2019;560000127;560023210;M1180;3;1;3.41
SSR_P;2019;560000127;560023210;M1320;5;0;3.4
SSR_P;2019;560000127;560023210;N241P;1;4;3.45
SSR_P;2019;560000127;560023210;N2430;1;2;1.47
SSR_P;2019;560000127;560023210;N2460;1;2;1.9
SSR_P;2019;560000127;560023210;N2470;0;4;0.5
SSR_P;2019;560000127;560023210;N2500;56;18;71.51
SSR_P;2019;560000127;560023210;N2710;0;4;0.91
SSR_P;2019;560000127;560023210;N310H;1;0;0.9
SSR_P;2019;560000127;560023210;N3120;0;3;1.2
SSR_P;2019;560000127;560023210;NAUT;10;6;11.94
SSR_P;2019;560000127;560023210;NCINF;35;14;42.67
SSR_P;2019;560000143;560014748;M1010;0;2;1.42
SSR_P;2019;560000143;560014748;N2460;1;0;0.2
SSR_P;2019;560000143;560014748;N2500;3;7;9.89
SSR_P;2019;560000143;560014748;NAUT;1;1;0.86
SSR_P;2019;560000143;560014748;NCINF;5;3;6.1
SSR_P;2019;560000184;560006017;M1180;1;1;1.5
SSR_P;2019;560000184;560006017;M1320;;2;1.4
SSR_P;2019;560000184;560006017;MAUT;;2;0.81
SSR_P;2019;560000184;560006017;N241P;2;3;3.9
SSR_P;2019;560000184;560006017;N2430;;2;1.47
SSR_P;2019;560000184;560006017;N2450;1;2;1.96
SSR_P;2019;560000184;560006017;N2460;;4;1.95
SSR_P;2019;560000184;560006017;N2500;19;36;32.56
SSR_P;2019;560000184;560006017;N2710;;2;0.4
SSR_P;2019;560000184;560006017;N3120;1;1;1.4
SSR_P;2019;560000184;560006017;NAUT;7;13;12.81
SSR_P;2019;560000184;560006017;NCINF;15;28;26.48
SSR_P;2019;560000192;560000044;M1180;;3;1.56
SSR_P;2019;560000192;560000044;N241P;1;;1
SSR_P;2019;560000192;560000044;N2450;1;1;0.82
SSR_P;2019;560000192;560000044;N2460;2;;0.72
SSR_P;2019;560000192;560000044;N2500;10;10;17.8
SSR_P;2019;560000192;560000044;N2710;;1;0.45
SSR_P;2019;560000192;560000044;NAUT;1;;0.35
SSR_P;2019;560000192;560000044;NCINF;10;3;11.75
SSR_P;2019;560000200;560023210;M1180;1;1;1.5
SSR_P;2019;560000200;560023210;M1320;1;;0.5
SSR_P;2019;560000200;560023210;N241P;0;1;0.55
SSR_P;2019;560000200;560023210;N2430;0;2;0.27
SSR_P;2019;560000200;560023210;N2460;0;2;1.05
SSR_P;2019;560000200;560023210;N2470;1;0;1.21
SSR_P;2019;560000200;560023210;N2500;33;10;34.93
SSR_P;2019;560000200;560023210;N2710;0;2;0.38
SSR_P;2019;560000200;560023210;NAUT;5;3;7.06
SSR_P;2019;560000200;560023210;NCINF;19;11;22.47
SSR_P;2019;560000275;560005746;M1010;1;1;1.59
SSR_P;2019;560000275;560005746;M1180;;2;0.23
SSR_P;2019;560000275;560005746;M1320;;4;3.06
SSR_P;2019;560000275;560005746;M3020;;1;0.08
SSR_P;2019;560000275;560005746;N2460;1;;0.2
SSR_P;2019;560000275;560005746;N2470;1;1;1.1
SSR_P;2019;560000275;560005746;N2500;36;16;40.88
SSR_P;2019;560000275;560005746;N2710;1;;0.6
SSR_P;2019;560000275;560005746;NAUT;4;;3.6
SSR_P;2019;560000275;560005746;NCINF;25;14;34.2
SSR_P;2019;560000291;560000085;M1180;0;1;0.43
SSR_P;2019;560000291;560000085;N241P;;1;0.11
SSR_P;2019;560000291;560000085;N2460;;1;0.06
SSR_P;2019;560000291;560000085;N2470;;1;0.02
SSR_P;2019;560000291;560000085;N2500;;8;6.7
SSR_P;2019;560000291;560000085;N2710;;1;0.05
SSR_P;2019;560000291;560000085;NAUT;;5;0.9
SSR_P;2019;560000291;560000085;NCINF;;12;3.5
SSR_P;2019;560000366;560000259;M1010;;4;0.9
SSR_P;2019;560000366;560000259;M1180;;1;0.05
SSR_P;2019;560000366;560000259;M3020;;1;0.05
SSR_P;2019;560000366;560000259;N241P;1;;1
SSR_P;2019;560000366;560000259;N2460;1;;0.92
SSR_P;2019;560000366;560000259;N2500;8;2;10.12
SSR_P;2019;560000366;560000259;NAUT;4;;5.52
SSR_P;2019;560000366;560000259;NCINF;5;4;6.9
SSR_P;2019;560000390;560006074;M1180;;1;0.05
SSR_P;2019;560000390;560006074;MAUT;;2;0.6
SSR_P;2019;560000390;560006074;N2710;1;1;1.83
SSR_P;2019;560000390;560006074;N310H;3;;2.8
SSR_P;2019;560000390;560006074;N3120;1;1;1.21
SSR_P;2019;560000390;560006074;NCINF;7;4;7.66
SSR_P;2019;560000424;560006074;M1010;1;;0.16
SSR_P;2019;560000424;560006074;M1180;1;1;1.56
SSR_P;2019;560000424;560006074;N241P;1;1;1
SSR_P;2019;560000424;560006074;N2500;10;16;16.87
SSR_P;2019;560000424;560006074;NAUT;;1;0.62
SSR_P;2019;560000424;560006074;NCINF;5;14;9.86
SSR_P;2019;560000465;560005746;M1010;;2;0.66
SSR_P;2019;560000465;560005746;M1320;;1;0.3
SSR_P;2019;560000465;560005746;N2500;9;6;10
SSR_P;2019;560000465;560005746;N2710;1;;0.1
SSR_P;2019;560000465;560005746;N3120;;;0.5
SSR_P;2019;560000465;560005746;NAUT;3;3;3.24
SSR_P;2019;560000465;560005746;NCINF;9;4;8.95
SSR_P;2019;560000473;350000048;M1010;;1;0.6
SSR_P;2019;560000473;350000048;N2460;1;;0.2
SSR_P;2019;560000473;350000048;N2710;1;;0.1
SSR_P;2019;560000473;350000048;N3120;1;;0.33
SSR_P;2019;560000473;350000048;NAUT;11;;12.02
SSR_P;2019;560000473;350000048;NCINF;12;1;8.76
SSR_P;2019;560000499;560002222;M1010;;2;0.7
SSR_P;2019;560000499;560002222;MAUT;;1;0.26
SSR_P;2019;560000499;560002222;N241P;;3;0.4
SSR_P;2019;560000499;560002222;N2430;;1;0.05
SSR_P;2019;560000499;560002222;N2450;;1;0.2
SSR_P;2019;560000499;560002222;N2460;;1;0.1
SSR_P;2019;560000499;560002222;N2500;9;6;15.47
SSR_P;2019;560000499;560002222;N2710;;1;0.2
SSR_P;2019;560000499;560002222;N3120;;1;0.2
SSR_P;2019;560000499;560002222;NAUT;;2;1.12
SSR_P;2019;560000499;560002222;NCINF;7;4;8.99
SSR_P;2019;560002024;560006074;M1010;;2;0.87
SSR_P;2019;560002024;560006074;M1040;1;4;2.08
SSR_P;2019;560002024;560006074;M1150;;1;0.08
SSR_P;2019;560002024;560006074;M1180;7;15;15.43
SSR_P;2019;560002024;560006074;MAUT;;6;2.22
SSR_P;2019;560002024;560006074;N241P;52;11;53.83
SSR_P;2019;560002024;560006074;N2430;4;5;5.41
SSR_P;2019;560002024;560006074;N2450;1;2;1.87
