AN;NOM_COURT_GHT;CODE_GHT;NOM_COMPLET_GHT;LIT_MED;LIT_CHI;LIT_OBS;LIT_MCO;SEJHC_MED;SEJHC_CHI;SEJHC_OBS;SEJHC_MCO;JOU_MED;JOU_CHI;JOU_OBS;JOU_MCO;PLA_MED;PLA_CHI;PLA_OBS;PLA_MCO;SEJHP_MED;SEJHP_CHI;SEJHP_OBS;SEJHP_MCO;CAP_COMPLET_GEN;CAP_COMPLET_INF;CAP_COMPLET_PEN;CAP_COMPLET_TOT;CAP_HTP_GEN;CAP_HTP_INF;CAP_HTP_PEN;CAP_HTP_TOT;SEJ_HTP_GEN;SEJ_HTP_INF;SEJ_HTP_PEN;SEJ_HTP_TOT;CAP_HDJ_GEN;CAP_HDJ_INF;CAP_HDJ_PEN;CAP_HDJ_TOT;VEN_HDJ_GEN;VEN_HDJ_INF;VEN_HDJ_PEN;VEN_HDJ_TOT;CAP_HDN_GEN;CAP_HDN_INF;CAP_HDN_TOT;VEN_HDN_GEN;VEN_HDN_INF;VEN_HDN_TOT;FIL_TPL_GEN;FIL_TPL_INF;FIL_TPL_PEN;FIL_TPL_TOT;FIL_AMB_GEN;FIL_AMB_INF;FIL_AMB_PEN;FIL_AMB_TOT;FIL_TOT_GEN;FIL_TOT_INF;FIL_TOT_PEN;FIL_TOT_TOT;LIT_SSR;SEJHC_SSR;JOUHC_SSR;JOUHP_SSR;PLA_SSR;LIT_USLD;ENT;JOU_USLD;PLATOT_HAD;SEJ_HAD;JOU_HAD;FIL_HAD;BIO_B2;BIO_B3;NB_SCAN;ACT_SCAN;ACTNUI_SCAN;NB_IRM;ACT_IRM;ACTNUI_IRM;NB_CAM;ACT_CAM;ACTNUI_CAM;NB_TOMO;ACT_TOMO;ACTNUI_TOMO;NB_MAMM;ACTEX_MAMM;NB_LITHO;ACT_LITHO;ACTNUI_LITHO;NB_RADIO;ACT_RADIO;ACTNUI_RADIO;NB_VASC;ACT_VASC;ACTNUI_VASC;SITES;SALCHIR;SAL24CHIR;SALOBS;SAL24OBS;SALINT;SAL24INT;SALEND;SALEND24;SALAUT;SALAUT24;SALTOT;SALTOT24;SALAMBU;SURV;SURV24;SURVAMBU;POST;POST24;POSTAMBU;BLOCS_C10;BLOCS_C11;BLOCS_C12;BLOCS_C13;BLOCS_C14;BLOCS_C15;PHARMA_A7;PHARMA_B7;PHARMA_C7;PHARMA_D7;PHARMA_E7;PHARMA_A10;PHARMA_A16_POURCENTOUI;PHARMA_A17_POURCENTOUI;PHARMA_A18_POURCENTOUI;PHARMA_A19_POURCENTOUI;PHARMA_A20_POURCENTOUI;EFFSAL_SPEMED;EFFSAL_DT_MEDGEN;EFFSAL_DT_URG;EFFSAL_DT_ANESTREA;EFFSAL_SPECHI;EFFSAL_DT_GYNOBS;EFFSAL_PSY;EFFSAL_ODON;EFFSAL_PHARMA;EFFSAL_AUT;EFFSAL_TOT;EFFLIB_SPEMED;EFFLIB_DT_MEDGEN;EFFLIB_DT_URG;EFFLIB_DT_ANESTREA;EFFLIB_SPECHI;EFFLIB_DT_GYNOBS;EFFLIB_PSY;EFFLIB_ODON;EFFLIB_PHARMA;EFFLIB_AUT;EFFLIB_TOT;ETPSAL_SPEMED;ETPSAL_DT_MEDGEN;ETPSAL_DT_URG;ETPSAL_DT_ANESTREA;ETPSAL_SPECHI;ETPSAL_DT_GYNOBS;ETPSAL_PSY;ETPSAL_ODON;ETPSAL_PHARMA;ETPSAL_AUT;ETPSAL_TOT;INTTOT;ETPINT;EFF_SAG;EFF_CAD;EFF_INFAVECSPE;EFF_INFSANSSPE;EFF_AID;EFF_ASH;EFF_PSYCHO;EFF_REEDU;EFF_SOINS;EFF_DIR;EFF_DIRINF;EFF_AUTADM;EFF_EDU;EFF_DTSOC;EFF_PERSPHARMA;EFF_PERSLABO;EFF_PERSRADIO;EFF_AUTMEDTEC;EFF_TEC;EFF_TOT_HORS_SOINS;EFF_TOT_PNM;ETP_SAG;ETP_CAD;ETP_INFAVECSPE;ETP_INFSANSSPE;ETP_AID;ETP_ASH;ETP_PSYCHO;ETP_REEDU;ETP_SOINS;ETP_DIR;ETP_DIRINF;ETP_AUTADM;ETP_EDU;ETP_DTSOC;ETP_PERSPHARMA;ETP_PERSLABO;ETP_PERSRADIO;ETP_AUTMEDTEC;ETP_TEC;ETP_TOT_HORS_SOINS;ETP_TOT_PNM;NB_ETAB;NB_CHRCHU;NB_CH;NB_CHS;NB_AUT
2019;ARA-11;84111;NORD DAUPHINÉ;326;57;31;414;17078;2794;2151;22023;104978;16861;7204;129043;21;9;1;31;1566;2544;170;4280;;10;;10;;10;;10;;120;;120;;24;;24;;2016;;2016;;;;;;;;;;;;;;;;2438;;2438;110;992;29240;2946;10;155;95;56233;;;;;1320340;309774;2;22335;208;2;17337;75;;;;;;;;;;;;6;54907;699;1;;;2;8;1;1;1;1;;5;;;;15;2;;2;1;;15;12;;6419;1128;119;139;4309;31;;;;;;;;;;;;157;43;13;16;36;8;6;;15;9;223;0;0;0;0;0;0;0;;0;0;0;125.25;38.94;11.05;13.18;24.76;4.68;6.05;;9.3;7.33;172.69;46;49.97;23;32;50;427;398;218;44;60;1252;7;1;252;40;16;25;30;36;4;203;598;1850;21.11;30.69;49.82;407.07;368.8;193.74;32.78;46.45;1150.46;6.27;1;225.59;33.4;13.85;19.7;30.1;33.09;3.46;160.49;513.1;1663.56;6;;4;;2
2019;ARA-12;84112;RHÔNE NORD BEAUJOLAIS DOMBES;480;65;38;583;28331;4049;3140;35520;156311;15384;12808;184503;14;18;2;34;2280;6678;1176;10134;158;0;;158;158;0;;158;1588;;;1588;83;49;;132;5636;5568;;11204;5;;5;0;;0;962;;;962;7367;2818;786;10036;8581;2973;786;11404;230;2629;74343;0;0;70;63;24944;;;;;802555;98020;3;37419;35;1;5931;;;;;;;;2;2559;;;;8;71695;170;2;3798;;4;9;1;1;1;2;;2;;;;14;2;2;1;;1;12;;4;11685;1747;807;375;6825;48;;;;;;;;;;;;241;79;1;23;50;13;50;4;27;4;376;6;3;;0;0;0;0;0;0;0;6;190.9;63.43;1;23.62;39.78;12.29;44.71;2.41;22.07;4.68;304.55;103;85.68;49;73;74;981;716;136;103;96;2228;19;2;416;92;51;57;31;46;7;278;948;3176;41.97;67.53;64.03;852.02;656.07;128.84;67.4;66.81;1944.67;16.85;1.83;361.47;81.47;45.8;44.98;28.94;40.6;5.81;249.47;831.42;2776.09;10;;7;1;2
2019;ARA-13;84113;VAL RHÔNE SANTÉ;333;48;42;423;14976;2592;3351;20919;103975;10486;12704;127165;19;10;7;36;2248;1299;742;4289;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;255;2446;77066;1249;5;;;;35;333;12710;205;596487;44181;2;21458;215;1;4596;;;;;;;;1;692;;;;6;50240;518;;;;6;5;2;3;3;1;0;2;0;0;0;11;5;0;2;2;0;12;12;0;4676;1852;66;19;3437;61;;;;;;;;;;;;181;42;15;14;38;17;;1;21;8;249;2;1;;;;;;;;;2;129.35;30.89;14.05;9.62;29.58;14.12;;0.2;14.84;6.82;180.79;48;52.59;63;44;35;490;473;217;24;53;1399;12;1;238;23;19;23;28;30;6;284;645;2044;58.56;39.65;32.23;442.5;414.36;165.94;16.82;39.81;1209.87;10.59;1.67;215.75;21.83;17.74;16.59;26.23;27.23;6.2;246.33;572.42;1782.29;6;;6;;
2019;ARA-14;84114;RHÔNE VERCORS VIVARAIS;702;153;71;926;33153;9954;4930;48037;216844;43750;19083;279677;48;37;4;89;2647;7848;997;11492;224;10;;234;216;10;;226;2831;86;;2917;99;38;;137;18408;4151;;22559;;;;;;;1521;56;;1574;8541;3092;551;11497;9786;3314;562;13422;278;3044;85272;3821;15;107;75;37236;140;1916;51131;1208;2255327;161914;4;35364;290;5;26165;46;4;7877;0;1;2798;0;3;2332;;;;14;104655;983;3;5153;13;6;17;1;2;1;4;0;5;0;1;0;29;2;1;3;1;1;26;0;9;17076;2881;1899;660;5847;328;;;;;;;;;;;;378;115;34;33;90;27;45;;33;22;568;13;10;;;;;;;;;13;269.76;75.45;15.18;28.73;66.93;21.15;45.34;;28.71;18.98;429.72;112;110.01;99;108;157;1389;1003;372;111;121;3360;26;2;660;88;50;71;78;105;7;665;1702;5062;91.93;100.88;140.26;1265.47;908.4;327.69;72.36;96.8;3003.79;23.68;2;597.21;75.53;45.56;60.21;72.97;92.96;8.54;614.03;1547.13;4550.92;11;;9;2;
2019;ARA-15;84115;SUD DRÔME ARDÈCHE;535;104;53;692;24275;6145;3880;34300;151702;26881;14519;193102;28;29;1;58;2178;5480;568;8226;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;383;4724;129426;4126;10;175;89;60486;46;625;18948;439;1494907;408674;5;30897;253;3;12972;71;;;;;;;3;3892;;;;8;74684;787;;;;3;12;2;2;;;;2;;0;;16;2;;3;1;;21;1;;10833;2105;122;1;8301;147;;;;;;;;;;;;215;69;19;25;53;19;1;;30;19;318;45;41;0;0;0;0;0;;0;0;45;173.95;52.76;17.42;20.3;45.23;15.33;0.5;;19.68;15.72;255.08;79;66.81;61;63;93;753;845;194;27;86;2122;20;2;431;37;20;44;60;56;9;492;1151;3273;52.52;57.93;81.25;687.66;753.23;161.58;15.82;66.12;1876.11;10.14;2.65;371.88;26.26;13.51;34.72;51.3;49.84;8.99;412.1;967.88;2843.99;16;;15;;1
2019;BFC-01;27101;SAÔNE-ET-LOIRE-BRESSE MORVAN;536;80;57;673;29146;4748;4327;38221;177818;25249;14001;217068;18;24;3;45;2709;4024;63;6796;267;10;;277;267;10;;277;2113;343;;2456;64;68;;132;9588;7594;;17182;7;;7;381;;381;1112;125;0;1236;6483;2175;675;9191;7773;2507;675;10806;250;2822;84956;0;0;54;47;17747;;;;;1400181;167213;4;41942;462;2;9945;30;;;;;;;2;4187;;;;12;77115;385;;;;2;9;1;2;1;;;;;;;11;2;;2;;;16;;;9123;1853;313;567;4807;112;;;;;;;;;;;;249;44;43;23;46;19;44;4;22;13;378;21;7;1;;7;;;;;;28;188.48;32.06;34.05;17.99;35.64;13.2;35.28;1.7;19.44;11.6;292.14;80;81.89;62;89;92;1231;770;348;62;71;2725;17;1;506;49;27;45;55;48;2;432;1155;3880;57.99;90.44;90.8;1153.57;717.81;311.24;53.03;47.4;2522.28;14.17;1.13;473.11;35.69;21.71;34.71;50.3;41.2;2.08;410.91;1063.3;3585.58;9;;8;1;
2019;BFC-02;27102;BOURGOGNE MÉRIDIONALE;470;123;51;644;25819;6792;3226;35837;146175;33947;10866;190988;43;31;0;74;2678;7867;27;10572;83;;;83;80;;;80;1114;;;1114;10;10;;20;65;3096;;3161;;;;;;;557;0;;557;16;;;;4278;1990;;9493;261;3007;82055;2549;18;149;63;52206;40;457;12481;285;675088;193685;2;25294;266;1;8462;;;;;;;;;;;;;9;70040;661;1;3647;9;4;9;2;3;3;2;1;7;;0;;21;6;;3;1;;20;;;11807;1780;939;816;8269;114;;;;;;;;;;;;217;97;;22;51;13;13;;17;59;357;17;8;;;5;;;;;;22;133.06;55.35;;14.6;25.88;9.12;7.8;;12.98;46.95;226.67;76;66.89;58;62;95;894;779;317;38;69;2312;15;1;414;51;31;39;26;39;5;362;952;3264;51.14;52.26;84.53;787.78;648.94;273.06;26.72;49.12;1973.55;13.83;1;366.79;40.23;25.26;35.08;24.39;38.06;4.71;339.48;863.57;2837.12;10;;8;;2
2019;BFC-03;27103;21-52 CÔTE D'OR-HAUTE-MARNE;1086;274;126;1486;55521;16364;6880;78765;344529;80240;28781;453550;206;57;21;284;20778;13143;3386;37307;338;10;;348;338;10;;348;4059;86;;4145;145;105;20;270;15745;8580;4817;29142;;4;4;;348;348;2581;45;;2626;10985;2783;636;14321;13966;3238;733;17873;413;4406;139545;20967;42;116;59;41167;;;;;4390148;488982;6;49296;747;5;23754;49;;;;;;;4;2561;;;;19;156864;1375;3;3439;18;4;33;4;4;3;3;1;4;0;0;0;44;8;5;4;3;1;65;11;8;32993;3774;3242;2052;11582;217;;;;;;;;;;;;517;50;67;74;130;31;79;10;47;94;877;8;4;;;5;;;;;;13;423.9;33.44;63.56;69.19;93.44;23.43;56.72;6.32;42.93;85.6;708.91;717;690.72;135;190;288;2375;1587;934;143;209;5861;35;1;1098;144;62;93;266;128;32;1360;3157;9018;125.41;192.3;278.84;2271.4;1565.94;922.06;103.23;174.78;5633.96;33.58;1;1053.06;126.63;56.91;85.75;257.47;124.09;30.87;1324.31;3036.76;8670.72;15;2;10;1;2
2019;BFC-04;27104;SUD YONNE-HAUT-NIVERNAIS;439;68;43;550;21602;4169;3418;29189;127375;23987;11505;162867;23;14;;37;1666;3346;0;5012;223;18;2;243;217;10;2;229;2058;73;22;2153;49;73;;122;8495;8045;;16540;0;;0;0;0;0;1407;88;25;1520;7464;2767;1035;11033;8994;2919;1065;12708;175;1768;57268;1293;20;29;15;8871;;;;;143138;1836;4;22831;54;2;6727;3;1;;;;;;2;664;;;;8;54440;110;1;2177;;7;7;;2;1;4;;5;;2;;20;1;1;2;;1;17;;1;6912;1828;1564;157;4173;157;;;;;;;;;;;;185;34;54;16;37;10;28;4;18;7;279;;;;;;;;;;;;135.32;19.23;43.76;14.15;25.5;7.2;22.47;1.5;15.52;6.2;206.51;41;40.62;44;73;51;954;614;356;55;59;2206;14;2;376;39;17;30;36;43;5;394;939;3145;42.08;72.18;47.88;909.61;597.96;348.05;47.64;49.39;2114.79;12.54;2;356.02;35.97;16.66;27.98;33.95;40.64;6.17;383.57;898.84;3013.63;5;;4;1;
2019;BFC-05;27105;NORD YONNE;285;70;30;385;12823;3508;2251;18582;90912;15857;7534;114303;16;11;0;27;466;3156;0;3622;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100;1099;32854;5002;22;64;32;21262;50;479;9153;373;751519;89223;3;12337;;1;6100;;;;;;;;1;1181;;;;7;29208;;1;0;;2;7;2;1;1;;;1;;;;9;3;;1;1;;11;11;;5228;928;7;221;2771;114;;;;;;;;;;;;137;10;30;19;23;6;2;1;12;9;184;;;;;;;;;;;;106.07;10.34;22.82;15.03;17.71;5.81;0.52;0.6;10.69;6.61;142.2;42;37.8;32;24;48;392;316;150;14;36;1012;4;;225;17;5;31;33;33;8;221;572;1584;30.15;21.02;44.23;375.09;305.59;137.82;9.22;25.54;948.66;4;;214.17;13.36;3.5;28.41;32.14;31.2;6.98;209.56;539.82;1488.48;5;;4;;1
2019;BFC-06;27106;NIÈVRE;429;91;41;561;20199;4646;1955;26800;140896;26518;7149;174563;48;20;1;69;1287;3526;132;4945;156;;;156;155;;;155;1509;;;1509;80;22;;102;14160;2292;;16452;;;;;;;922;;9;931;6366;1387;237;7943;7370;2184;246;9791;204;1923;55673;5634;32;270;206;90818;;;;;995358;228033;2;20134;146;2;4969;0;2;6212;;1;2947;;2;443;1;32;;8;51322;585;1;1249;;4;7;7;1;1;1;;2;;;;11;8;4;2;1;1;14;4;4;7076;905;1258;514;3602;173;;;;;;;;;;;;194;69;16;15;40;7;15;2;26;8;285;3;3;;;1;;;;;;4;170.84;63.18;18.3;17.66;33.59;7.33;10.86;0.65;22.31;4.6;242.85;45;30.98;34;65;43;899;749;265;58;61;2174;14;1;424;44;23;31;44;49;5;452;1064;3238;32.08;57.54;44.88;852.59;718.72;241.14;45.03;44.96;2036.94;10.86;0.27;387.07;32.91;18.31;27.95;43.06;44.82;4.31;393.24;944.49;2981.43;11;;8;2;1
2019;BFC-07;27107;CENTRE FRANCHE-COMTÉ;1059;319;126;1504;54381;18473;7724;80578;318054;87055;28826;433935;115;58;17;190;12709;11859;2946;27514;82;15;;97;82;15;;97;1261;224;;1485;20;;;20;3151;;;3151;1;;1;56;;56;819;202;;641;3148;778;988;3619;4094;1047;988;5947;437;3900;133767;7735;26;293;128;105354;;;;;3857112;126027;6;65812;742;4;17257;300;3;7397;6;1;3212;38;1;1130;1;5;0;15;124162;1817;6;331;2;9;36;5;3;2;6;4;8;1;4;;57;12;1;7;2;0;68;21;0;35699;3617;2762;1424;13886;430;;;;;;;;;;;;644;98;80;84;153;29;43;9;76;51;976;40;19;;;3;;;;;;43;456.42;51.48;67.35;73.51;118.26;25.28;27.49;3.54;61.16;34.9;701.77;536;481.88;120;142;343;1974;1700;770;99;189;5337;25;1;941;80;45;87;199;168;30;1117;2648;7985;107.96;138.58;319.48;1822.4;1594.52;687.6;64.98;136.37;4871.89;21.83;0.9;847.86;58.35;31.9;71.98;185.48;157.84;24.97;992.24;2361.45;7233.34;16;2;10;;4
2019;BFC-08;27108;JURA;267;45;25;337;13472;2503;1868;17843;87548;11610;6886;106044;8;19;0;27;423;3709;0;4132;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;297;2729;88957;5246;35;111;73;38870;;;;;593595;55684;3;16954;180;2;;;1;;;;;;;;1;34;;7;56227;529;;;;3;5;1;1;1;0;0;3;1;1;0;10;3;5;2;1;1;8;6;6;5298;851;96;0;3269;87;;;;;;;;;;;;160;31;27;12;27;8;1;;17;11;216;1;;;;;;;;;;1;109.13;16.3;23.95;10.05;17.62;5.63;0.04;;14.71;5.3;146.8;29;26.47;36;48;56;425;478;205;17;61;1326;7;;231;11;4;27;29;33;1;192;531;1857;32.93;42.63;49.52;392.09;434.77;184.69;11.8;47.91;1196.34;7.82;;206.96;8.79;2.76;23.35;27.13;30.3;0.2;185.68;490.23;1686.57;7;;7;;
2019;BFC-09;27109;NORD FRANCHE-COMTÉ;511;131;76;718;26303;7052;5091;38446;185533;40512;21306;247351;49;41;3;93;2810;9059;2252;14121;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;206;1821;74095;2545;15;153;72;54780;;;;;2135250;314650;3;29469;235;3;9205;12;3;3038;;1;1560;;1;2540;1;113;;7;82311;673;;;;1;15;2;1;1;3;1;4;1;1;;24;5;;3;1;;24;11;;16147;2675;1798;687;7826;255;;;;;;;;;;;;216;17;44;31;65;19;1;;24;6;312;4;0;0;0;1;0;0;;0;0;5;173.25;14.67;28.11;26.41;51.55;13.3;0.13;;20.93;6.3;252.16;108;94.19;72;64;120;865;728;314;21;57;2241;9;2;401;35;18;24;75;102;12;425;1085;3326;65.34;61.3;107.71;806.48;701.78;299.46;17.67;47.8;2107.54;7.59;2;384.49;30.74;15.92;22.72;69.94;94.01;12;425.43;1048.92;3156.46;4;;3;;1
2019;BFC-10;27210;PSYCHIATRIE DOUBS-JURA;;;;;;;;;;;;;;;;;;;;;500;18;;518;428;18;;446;3496;283;0;3779;136;90;;226;28799;10828;0;39627;7;0;7;115;0;115;2001;133;0;2126;8202;4775;139;12938;11444;5355;158;16742;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;906;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17;11;;;2;;42;2;3;3;69;;;;;;;;;;;;9.68;8.44;;;0.35;;40.79;0.63;3;1.08;55.53;31;17.88;1;91;1;635;168;167;74;20;1157;7;;148;43;19;10;;2;;266;476;1633;0.5;86.53;1;606.93;154.9;159.21;58.25;14.17;1081.49;6.1;;144.74;36.82;17.05;9.19;;1.03;;262.43;460.31;1541.8;2;;;2;
2019;BFC-11;27211;HAUTE-SAÔNE;316;58;25;399;17707;3652;1979;23338;93120;15772;8169;117061;41;18;0;59;7106;6272;200;13578;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;67;658;16612;0;;;;;;;;;1189996;282743;1;15777;248;2;6128;22;1;;;;;;1;864;1;;;5;45782;535;;;;1;10;1;1;1;0;0;4;1;0;0;15;3;;1;1;;18;1;;7612;844;139;10;5585;81;;;;;;;;;;;;124;22;18;18;40;10;;;8;4;176;9;3;;;4;;;;;;13;107.09;17.24;16.6;16.8;32.4;8.7;;;7.4;3.5;150.39;47;47;29;39;63;386;338;115;20;24;1014;6;1;183;12;4;18;25;28;4;134;411;1425;27.67;38.35;58.02;358.18;315.68;110.17;10.67;18.52;937.26;5.91;1;169.51;8.48;1.92;17.49;23.94;26.56;4;125.04;381.93;1319.19;3;;3;;
2019;BFC-12;27112;SUD COTE D'OR;136;40;24;200;6548;1921;1014;9483;40380;9479;3472;53331;8;10;0;18;962;1828;0;2790;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;50;548;18299;0;;60;43;19505;35;293;7227;177;273299;26898;1;7767;108;1;4012;;;;;;;;1;28;;;;3;19469;;;;;1;6;1;0;;0;;1;;;;7;1;;1;;;10;;;3751;499;49;7;1596;11;;;;;;;;;;;;57;18;9;6;23;6;;;8;2;90;20;18;;;2;;;;;;22;43.65;13.54;6.87;6.24;15.18;3.7;;;8;2;68.83;24;17.11;25;15;31;212;217;107;7;16;630;5;1;101;7;4;16;16;12;;141;299;929;20.75;12.7;25.8;183.22;173.73;78.39;3.24;9.68;507.51;5.34;1.47;88.75;4.63;3.62;10.94;16.62;11.3;;119;258.05;765.56;4;;4;;
2019;BRE-01;53101;BRETAGNE OCCIDENTALE;999;351;103;1453;50438;17242;5367;73047;338240;84344;22672;445256;101;55;5;161;12169;10047;2174;24390;463;38;;501;437;22;;459;7157;596;;7753;229;109;;338;42562;8362;;50924;27;;27;2515;;2515;4120;252;;4364;15605;1897;648;17971;20050;2470;648;22986;434;4760;139072;6030;17;218;88;83748;;;;;4439161;199483;6;62365;725;5;23146;31;4;9334;;2;10308;52;2;2760;1;340;;19;169249;1948;5;9115;;13;39;6;3;3;12;0;7;0;4;1;65;10;0;9;4;0;62;33;0;32195;3107;1970;1003;12984;488;;;;;;;;;;;;587;106;68;75;143;38;78;34;69;54;965;53;53;;;1;;;;;;54;416.12;67.34;54.75;61.96;109.19;30.35;63.04;14.51;60.36;41.5;704.72;435;440.91;110;185;331;2484;1773;434;104;140;5561;32;2;933;114;70;79;211;198;31;1121;2721;8282;99.76;173.91;306.28;2334.6;1671.06;425.43;74.36;110.83;5196.23;29.95;2.88;849.1;95.48;57.06;61.91;202.34;184.65;25.29;1069.9;2521.5;7717.73;13;5;7;;1
2019;BRE-02;53102;UNION HOSPITALIÈRE DE CORNOUAILLE;469;97;40;606;24624;7679;3838;36141;151076;22636;12367;186079;96;28;0;124;5224;4360;563;10147;222;18;;240;192;18;;210;2392;335;;2727;143;56;;199;21363;7696;;29059;6;7;13;709;696;1405;1398;99;;1494;8064;1300;;9316;9961;1528;;11436;45;572;15346;3172;14;180;129;62229;;;;;1030925;353050;3;22081;421;2;7754;34;;;;;;;3;3590;1;590;;10;64637;741;1;1641;4;2;14;1;1;1;1;0;2;0;1;0;19;2;0;2;1;0;22;18;0;11474;2372;1089;55;6052;163;;;;;;;;;;;;259;64;25;21;49;11;41;1;25;3;378;4;0;0;0;4;0;0;;0;0;8;203.71;45.22;22.2;20.1;39.93;11.64;34.16;0.6;21.63;2.86;302.89;110;110.05;58;102;124;1151;905;280;49;97;2766;37;5;484;85;42;46;47;82;8;526;1320;4086;51.88;94.69;115.66;1040.51;718.54;207.33;40.18;77.47;2346.26;29.26;4.73;446.43;74.59;38.18;41.34;46.56;79.49;6.29;486.05;1214.74;3561;8;;3;1;4
2019;BRE-03;53103;GROUPE HOSPITALIER SUD BRETAGNE;566;75;52;693;30679;4610;4272;39561;186295;23803;15358;225456;88;33;4;125;4671;6123;613;11407;265;8;;273;255;8;;263;2729;71;;2800;143;68;;211;19223;8167;;27390;5;;5;257;;257;1857;51;;1780;8030;2067;696;10690;9903;2379;728;13060;247;2808;83678;1097;10;195;83;69003;;;;;1234001;120493;3;26857;36;2;11607;;;;;;;;2;3470;;;;7;63737;221;2;2951;;2;9;1;2;1;3;;1;;;;15;2;;2;1;;19;;;12608;2382;1760;75;4863;80;;;;;;;;;;;;278;55;48;27;49;20;32;6;19;28;412;;;;;;;;;;;;228.48;43.48;41.08;24.23;34.79;15;30.37;1.93;17.23;18.58;331.38;80;77.67;75;112;136;1352;1062;347;53;95;3232;17;;579;64;33;35;65;91;11;423;1285;4517;65.85;104.1;130.54;1248.33;987.08;299.88;36.35;70.84;2942.97;14.28;;526.84;56.31;30.08;31.62;59.35;89.29;10.87;407.23;1195.79;4138.76;11;;8;1;2
2019;BRE-04;53104;BROCÉLIANDE ATLANTIQUE;560;160;54;774;29823;8752;3182;41757;184966;37800;13337;236103;69;26;4;99;4691;8582;350;13623;319;13;;332;309;12;;321;3294;194;;3488;239;94;;333;30555;11968;;42523;14;2;16;3844;43;3887;2435;158;;2581;12029;2404;;14393;15367;2971;;18285;271;2744;85078;11422;28;223;118;78689;25;305;8846;217;1166923;97153;4;66114;963;2;21655;186;;;;;;;3;4605;;;;12;98665;1130;1;489;0;5;14;2;2;2;1;1;3;0;0;0;20;5;5;3;2;1;30;15;12;16436;2373;1648;879;8877;113;;;;;;;;;;;;278;34;45;31;55;18;44;3;25;12;417;;;;;;;;;;;;216.96;20.9;37.12;30.8;44.81;12.98;37.15;1.53;21.98;10.06;332.49;99;97.29;68;113;184;1405;1228;418;79;125;3620;20;3;552;62;37;48;56;73;13;418;1245;4865;58.53;109.59;171.07;1294.71;1120.73;353.63;57.79;100.27;3266.32;18.74;3.13;515.94;49.97;32.44;44.6;53.64;67.55;10;381.94;1145.51;4411.83;8;;5;1;2
2019;BRE-05;53105;HAUTE BRETAGNE;1242;398;141;1781;67362;20796;8670;96828;403354;116072;39287;558713;150;76;18;244;18931;14811;2254;35996;29;;;29;25;;;25;368;;;368;12;;;12;1561;;;1561;;;;;;;277;;;277;1674;;;1674;2158;;;2158;472;5553;151197;12517;33;282;160;93411;;;;;3918273;420479;8;74316;749;7;30920;139;;;;;;;2;2737;;;;20;168384;1897;3;3734;16;27;48;9;6;4;12;4;11;1;2;0;79;18;0;12;4;;83;24;;44435;5393;2931;2130;15761;470;;;;;;;;;;;;724;93;27;116;184;52;19;64;103;75;1169;64;48;;;6;3;;;;;70;498.15;64.97;16.64;91.39;121.23;31.26;9.4;24.39;75.22;51.33;779.72;481;700.54;163;170;524;2256;2334;614;100;233;6394;45;6;1056;74;50;110;272;167;26;1510;3266;9660;147.72;159.79;487.8;2085.53;2181.8;572.11;59.78;176.5;5871.03;42.72;6.67;979.39;60.45;41.16;101.83;254.91;159.49;28.36;1454.06;3087.88;8958.91;15;4;11;;
2019;BRE-06;53106;RANCE EMÉRAUDE;499;63;44;606;28245;3665;2799;34709;162605;17067;9752;189424;27;15;2;44;3827;1437;446;5710;103;7;0;110;86;7;0;93;741;161;0;902;20;28;0;48;5098;3038;0;8136;2;0;2;0;0;0;479;121;0;598;4166;1783;244;6083;4871;1940;244;6859;137;1400;45761;3223;11;143;103;50718;;;;;1160577;65846;2;28928;290;3;5540;8;;;;;;;;;;;;5;59537;606;1;1709;6;4;8;2;2;2;1;0;2;0;0;0;13;4;0;2;1;0;15;12;0;6051;1397;1415;11;4585;50;;;;;;;;;;;;214;74;16;26;46;20;13;;14;20;307;;;;;;;;;;;;182.82;61.76;16.78;22.65;33.09;13.69;10.7;;11.59;15.32;253.52;65;63.32;52;61;69;805;865;131;36;71;2090;10;2;302;44;31;27;47;37;4;286;759;2849;43.94;58.09;65.59;745.44;806.13;124.22;29.53;59.25;1932.19;10.65;2;281.58;37.4;26.57;23.85;42.51;35.95;2.92;277.94;714.8;2646.99;4;;3;;1
