BOR;AN;FI;FI_EJ;DISCI;DIREC;DIRSI;ADMIN;DRSNI;ADMTO;CADRE;INFNS;INFSP;AIDES;ASHAU;PSYCH;SAGFE;REEDU;SOITO;EDUCS;ASSIS;EDUTO;PHLAB;TECHN;ETPPNM
Q24;2019;630780559;870015336;2000;0.7;;1.89;;2.59;;6.07;;2.66;4.91;0.59;;0.79;15.02;10.75;;10.75;;3.88;32.24
Q24;2019;630780559;870015336;2400;0.7;;1.89;;2.59;;6.07;;2.66;4.91;0.59;;0.79;15.02;10.75;;10.75;;3.88;32.24
Q24;2019;630780559;870015336;9999;0.7;;1.89;;2.59;;6.07;;2.66;4.91;0.59;;0.79;15.02;10.75;;10.75;;3.88;32.24
Q24;2019;630781268;630780989;1000;0.81;0;60.8;;61.61;3;16.75;9.47;40.54;13.72;0.26;9.45;0.87;94.06;6.73;1;7.73;6.14;79.45;248.99
Q24;2019;630781268;630780989;2000;0;0;91.66;;91.66;20.63;388.91;165.79;350.32;104.41;6.46;82.36;11.36;1130.24;1.06;0;1.06;109.14;46.52;1378.62
Q24;2019;630781268;630780989;2100;0;0;91.66;;91.66;20.63;388.91;165.79;350.32;104.41;6.46;82.36;1.94;1120.82;1.06;0;1.06;109.14;46.52;1369.2
Q24;2019;630781268;630780989;2400;0;0;0;;0;0;0;0;0;0;0;0;9.42;9.42;0;0;0;0;0;9.42
Q24;2019;630781268;630780989;9999;0.81;0;152.46;;153.27;23.63;405.66;175.26;390.86;118.13;6.72;91.81;12.23;1224.3;7.79;1;8.79;115.28;125.97;1627.61
Q24;2019;630781417;630000578;2000;0.5;1;5.43;;6.93;1;18;;6;6.82;1;;;32.82;0.1;0.2;0.3;0.91;3;43.96
Q24;2019;630781417;630000578;2200;0.5;1;5.43;;6.93;1;18;;6;6.82;1;;;32.82;0.1;0.2;0.3;0.91;3;43.96
Q24;2019;630781417;630000578;9999;0.5;1;5.43;;6.93;1;18;;6;6.82;1;;;32.82;0.1;0.2;0.3;0.91;3;43.96
Q24;2019;630781433;630000362;2000;1.5;;0.7;;2.2;;1;1;;2.5;;;;4.5;15;;15;;3;24.7
Q24;2019;630781433;630000362;2400;1.5;;0.7;;2.2;;1;1;;2.5;;;;4.5;15;;15;;3;24.7
Q24;2019;630781433;630000362;9999;1.5;;0.7;;2.2;;1;1;;2.5;;;;4.5;15;;15;;3;24.7
Q24;2019;630781755;630011518;2000;0.7;;10.72;;11.42;3;37.82;5.87;94.81;;1.26;;10.23;152.99;7.47;0.5;7.97;1.76;12.26;186.4
Q24;2019;630781755;630011518;2400;0.7;;10.72;;11.42;3;37.82;5.87;94.81;;1.26;;10.23;152.99;7.47;0.5;7.97;1.76;12.26;186.4
Q24;2019;630781755;630011518;9999;0.7;;10.72;;11.42;3;37.82;5.87;94.81;;1.26;;10.23;152.99;7.47;0.5;7.97;1.76;12.26;186.4
Q24;2019;630781771;630780989;1000;0.5;0;0.16;0;0.66;5.27;1.53;0;3.24;2.15;0.88;0;0.23;13.3;6.8;0.67;7.47;0;6.08;27.51
Q24;2019;630781771;630780989;2000;1;0;19.6;0;20.6;0;121.29;2.99;64.87;26.57;16.55;0;7.53;239.8;4.41;12.13;16.54;0;1.21;278.15
Q24;2019;630781771;630780989;2100;1;0;4.92;0;5.92;0;1.8;0;0;0;3.81;0;0.3;5.91;0;0;0;0;1.21;13.04
Q24;2019;630781771;630780989;2200;0;0;14.68;0;14.68;0;119.49;2.99;64.87;26.57;12.74;0;2.79;229.45;4.41;12.13;16.54;0;0;260.67
Q24;2019;630781771;630780989;2400;0;0;0;0;0;0;0;0;0;0;0;0;4.44;4.44;0;0;0;0;0;4.44
Q24;2019;630781771;630780989;9999;1.5;0;19.76;0;21.26;5.27;122.82;2.99;68.11;28.72;17.43;0;7.76;253.1;11.21;12.8;24.01;0;7.29;305.66
Q24;2019;630781821;920030269;2000;2;1;13.75;;16.75;;52.83;;32.07;22;3.4;;7.4;117.7;;1.5;1.5;1.3;24.8;162.05
Q24;2019;630781821;920030269;2100;0.19;0.1;1.24;;1.53;;10;;7;1.91;0.3;;0.01;19.22;;0.4;0.4;0.41;2.29;23.85
Q24;2019;630781821;920030269;2200;1.63;0.81;11.27;;13.71;;40.83;;11.07;17.18;2.6;;6.14;77.82;;1;1;0.74;20.22;113.49
Q24;2019;630781821;920030269;2500;0.18;0.09;1.24;;1.51;;2;;14;2.91;0.5;;1.25;20.66;;0.1;0.1;0.15;2.29;24.71
Q24;2019;630781821;920030269;9999;2;1;13.75;;16.75;;52.83;;32.07;22;3.4;;7.4;117.7;;1.5;1.5;1.3;24.8;162.05
Q24;2019;630781839;630000826;1000;1;;40.83;;41.83;;;;;28.5;;;;28.5;;;;4.8;21.16;96.29
Q24;2019;630781839;630000826;2000;;1;0.5;;1.5;12.21;81.73;67.23;72.79;88.49;1;29.71;0.4;353.56;;0.8;0.8;;;355.86
Q24;2019;630781839;630000826;2100;;1;0.5;;1.5;12.21;81.73;67.23;72.79;88.49;1;29.71;0.4;353.56;;0.8;0.8;;;355.86
Q24;2019;630781839;630000826;9999;1;1;41.33;;43.33;12.21;81.73;67.23;72.79;116.99;1;29.71;0.4;382.06;;0.8;0.8;4.8;21.16;452.15
Q24;2019;630783348;750050916;2000;1.2;;11.15;;12.35;2.8;25.9;;27.9;;1.15;;10.5;68.25;3.25;0.85;4.1;3;19;106.7
Q24;2019;630783348;750050916;2400;1.2;;11.15;;12.35;2.8;25.9;;27.9;;1.15;;10.5;68.25;3.25;0.85;4.1;3;19;106.7
Q24;2019;630783348;750050916;9999;1.2;;11.15;;12.35;2.8;25.9;;27.9;;1.15;;10.5;68.25;3.25;0.85;4.1;3;19;106.7
Q24;2019;630783538;630780989;1000;1;0;4.55;0;5.55;1.23;0.62;0;1.49;1.5;0.38;0;0.89;6.11;1.22;0.77;1.99;0.93;17.65;32.23
Q24;2019;630783538;630780989;2000;0;0;9.98;0;9.98;4.43;76.72;0;102.26;35.29;6;0;18.13;242.83;2.57;0;2.57;0.93;0.8;257.11
Q24;2019;630783538;630780989;2100;0;0;5.43;0;5.43;1.42;16.59;0;13.43;3;2.9;0;0.76;38.1;0;0;0;0;0.8;44.33
Q24;2019;630783538;630780989;2400;0;0;4.55;0;4.55;2;33.89;0;30.92;13.27;3.1;0;17.12;100.3;2.57;0;2.57;0;0;107.42
Q24;2019;630783538;630780989;2500;0;0;0;0;0;1.01;26.24;0;57.91;19.02;0;0;0.25;104.43;0;0;0;0.93;0;105.36
Q24;2019;630783538;630780989;9999;1;0;14.53;0;15.53;5.66;77.34;0;103.75;36.79;6.38;0;19.02;248.94;3.79;0.77;4.56;1.86;18.45;289.34
Q24;2019;630784742;630000990;2000;4;0.7;16.92;;21.62;3.91;34.89;;;7.04;0.6;;0.41;46.85;0.12;0.54;0.66;15.7;3;87.83
Q24;2019;630784742;630000990;2100;4;0.7;16.92;;21.62;3.91;34.89;;;7.04;0.6;;0.41;46.85;0.12;0.54;0.66;15.7;3;87.83
Q24;2019;630784742;630000990;9999;4;0.7;16.92;;21.62;3.91;34.89;;;7.04;0.6;;0.41;46.85;0.12;0.54;0.66;15.7;3;87.83
Q24;2019;630785756;630001188;2000;3;;10.71;;13.71;1.92;14.79;;34.11;36.04;0.62;;17.19;104.67;1.2;1;2.2;4.16;4;128.74
Q24;2019;630785756;630001188;2400;3;;10.71;;13.71;1.92;14.79;;34.11;36.04;0.62;;17.19;104.67;1.2;1;2.2;4.16;4;128.74
Q24;2019;630785756;630001188;9999;3;;10.71;;13.71;1.92;14.79;;34.11;36.04;0.62;;17.19;104.67;1.2;1;2.2;4.16;4;128.74
Q24;2019;630790384;630786754;1000;;;1.08;;1.08;;;;;;;;;;;;;;;1.08
Q24;2019;630790384;630786754;2000;;;;;;;10.17;;28.65;9.09;;;;47.91;;;;;;47.91
Q24;2019;630790384;630786754;2500;;;;;;;10.17;;28.65;9.09;;;;47.91;;;;;;47.91
Q24;2019;630790384;630786754;9999;;;1.08;;1.08;;10.17;;28.65;9.09;;;;47.91;;;;;;48.99
Q24;2019;640000162;640780417;1000;10.33;1;119.39;0;130.72;5.02;32.74;2.15;79.27;73.79;0.16;2.47;0.57;196.17;1.66;8.1;9.76;4.61;274.43;615.69
Q24;2019;640000162;640780417;2000;0;0;144.73;0;144.73;44.51;745.95;113.05;507.92;189.05;32.5;48.5;48.43;1729.91;15.11;11.23;26.34;126.05;54.03;2081.06
Q24;2019;640000162;640780417;2100;0;0;125.37;0;125.37;31.27;495.8;110.68;416.91;136.44;11.74;46.6;21.8;1271.24;2.73;2.63;5.36;125.55;43.67;1571.19
Q24;2019;640000162;640780417;2200;0;0;17.65;0;17.65;10.62;218.44;2.02;16.57;37.64;18.19;0;13.53;317.01;11.38;8.6;19.98;0.5;4.1;359.24
Q24;2019;640000162;640780417;2300;0;0;0;0;0;0;0;0;0;0;0;1.9;0;1.9;0;0;0;0;0;1.9
Q24;2019;640000162;640780417;2400;0;0;1.71;0;1.71;1.99;12.39;0;18.77;2.8;2;0;12.95;50.9;0;0;0;0;4.26;56.87
Q24;2019;640000162;640780417;2500;0;0;0;0;0;0.63;19.32;0.35;55.67;12.17;0.57;0;0.15;88.86;1;0;1;0;2;91.86
Q24;2019;640000162;640780417;9999;10.33;1;264.12;0;275.45;49.53;778.69;115.2;587.19;262.84;32.66;50.97;49;1926.08;16.77;19.33;36.1;130.66;328.46;2696.75
Q24;2019;640000402;640780813;1000;3.8;0.34;45.17;;49.31;1.47;9.98;0.6;10.41;10.73;2.33;;2.78;38.3;;1.47;1.47;18.57;45.27;152.92
Q24;2019;640000402;640780813;2000;0.38;;3.73;;4.11;7.53;90.67;;98.68;11.46;1.86;;8.12;218.32;;0.53;0.53;0.43;6.3;229.69
Q24;2019;640000402;640780813;2100;;;2.23;;2.23;3.58;53.46;;39.53;;0.61;;;97.18;;0.2;0.2;;6;105.61
Q24;2019;640000402;640780813;2300;;;1.1;;1.1;1.5;13.17;;8.86;;0.48;;;24.01;;;;;;25.11
Q24;2019;640000402;640780813;2400;;;;;;0.92;13.79;;19.15;;0.27;;4.99;39.12;;;;;;39.12
Q24;2019;640000402;640780813;2500;0.38;;0.4;;0.78;1.53;10.25;;31.14;11.46;0.5;;3.13;58.01;;0.33;0.33;0.43;0.3;59.85
Q24;2019;640000402;640780813;9999;4.18;0.34;48.9;;53.42;9;100.65;0.6;109.09;22.19;4.19;;10.9;256.62;;2;2;19;51.57;382.61
Q24;2019;640000410;640780821;1000;2.55;;36.01;0.41;38.97;0.68;3.25;0.31;9.16;13.74;;0.07;1.7;28.91;;2.5;2.5;0.06;42.03;112.47
Q24;2019;640000410;640780821;2000;0.5;;11.33;;11.83;5.51;79.91;9.53;74.23;22.21;0.92;5.31;6.3;203.92;1;;1;23.37;9.07;249.19
Q24;2019;640000410;640780821;2100;;;8.14;;8.14;4.51;59.84;9.53;41.64;13.67;;5.31;4.3;138.8;;;;23.37;7.17;177.48
Q24;2019;640000410;640780821;2400;;;0.8;;0.8;1;7.69;;11.08;2.67;;;;22.44;;;;;;23.24
Q24;2019;640000410;640780821;2500;0.5;;2.39;;2.89;;12.38;;21.51;5.87;0.92;;2;42.68;1;;1;;1.9;48.47
Q24;2019;640000410;640780821;9999;3.05;;47.34;0.41;50.8;6.19;83.16;9.84;83.39;35.95;0.92;5.38;8;232.83;1;2.5;3.5;23.43;51.1;361.66
Q24;2019;640000428;640780839;1000;;;5.2;;5.2;;;;;2.74;;;;2.74;;;;1.55;21.06;30.55
Q24;2019;640000428;640780839;2000;;;1;;1;0.04;8.51;;13.28;8.13;0.08;;2.56;32.6;0.8;;0.8;;;34.4
Q24;2019;640000428;640780839;2100;;;0.5;;0.5;0.02;5.69;;5.71;2.14;;;;13.56;;;;;;14.06
Q24;2019;640000428;640780839;2400;;;0.5;;0.5;0.02;2.82;;7.57;5.99;0.08;;2.56;19.04;0.8;;0.8;;;20.34
Q24;2019;640000428;640780839;9999;;;6.2;;6.2;0.04;8.51;;13.28;10.87;0.08;;2.56;35.34;0.8;;0.8;1.55;21.06;64.95
Q24;2019;640000436;640780862;1000;5;1;66.1;;72.1;15.41;29.68;;21.28;8.58;1.59;;3.51;80.05;4.91;1.04;5.95;5.6;104.91;268.61
Q24;2019;640000436;640780862;2000;;;32.67;;32.67;31.08;424.91;;103.31;90.19;38.67;;29.48;717.64;21.63;19.93;41.56;;4.54;796.41
Q24;2019;640000436;640780862;2200;;;32.67;;32.67;31.08;424.91;;103.31;90.19;38.67;;29.48;717.64;21.63;19.93;41.56;;4.54;796.41
Q24;2019;640000436;640780862;9999;5;1;98.77;;104.77;46.49;454.59;;124.59;98.77;40.26;;32.99;797.69;26.54;20.97;47.51;5.6;109.45;1065.02
Q24;2019;640000600;640781290;1000;7.61;1;111.34;0;119.95;10.26;23.72;1.93;28.81;53.03;0.17;3.95;1.51;123.38;1;1.55;2.55;8.23;206.99;461.1
Q24;2019;640000600;640781290;2000;1;0;177.49;0;178.49;31.14;552.15;112.97;520.4;140.76;13.04;38.67;35.97;1445.1;3.36;13.41;16.77;125.08;39.08;1804.52
Q24;2019;640000600;640781290;2100;0.7;0;170.08;0;170.78;25.96;459.96;112.97;398.72;119.3;10.69;38.67;14.39;1180.66;2.16;10.65;12.81;125.08;38.08;1527.41
Q24;2019;640000600;640781290;2300;0;0;1;0;1;1;20.98;0;8.22;0.07;0.5;0;0;30.77;0;0.5;0.5;0;0;32.27
Q24;2019;640000600;640781290;2400;0;0;4.26;0;4.26;2.88;53.25;0;71.06;13.95;1.15;0;19.75;162.04;0;1.91;1.91;0;0;168.21
Q24;2019;640000600;640781290;2500;0.3;0;2.15;0;2.45;1.3;17.96;0;42.4;7.44;0.7;0;1.83;71.63;1.2;0.35;1.55;0;1;76.63
Q24;2019;640000600;640781290;9999;8.61;1;288.83;0;298.44;41.4;575.87;114.9;549.21;193.79;13.21;42.62;37.48;1568.48;4.36;14.96;19.32;133.31;246.07;2265.62
Q24;2019;640003836;640791976;2000;0.4;;0.7;;1.1;;6.45;;6.75;3.35;;;1.25;17.8;;;;0.15;0.7;19.75
Q24;2019;640003836;640791976;2500;0.4;;0.7;;1.1;;6.45;;6.75;3.35;;;1.25;17.8;;;;0.15;0.7;19.75
Q24;2019;640003836;640791976;9999;0.4;;0.7;;1.1;;6.45;;6.75;3.35;;;1.25;17.8;;;;0.15;0.7;19.75
Q24;2019;640005336;640017612;2000;;;;;;;2.66;;;;;;;2.66;;;;;;2.66
Q24;2019;640005336;640017612;2100;;;;;;;2.66;;;;;;;2.66;;;;;;2.66
Q24;2019;640005336;640017612;9999;;;;;;;2.66;;;;;;;2.66;;;;;;2.66
Q24;2019;640005393;650789068;1000;0.5;;8.91;;9.41;;;;;;;;;;;;;;;9.41
Q24;2019;640005393;650789068;2000;;;;;;;;;;;;;;;;;;17.27;;17.27
Q24;2019;640005393;650789068;2100;;;;;;;;;;;;;;;;;;17.27;;17.27
Q24;2019;640005393;650789068;9999;0.5;;8.91;;9.41;;;;;;;;;;;;;17.27;;26.68
Q24;2019;640005591;920030269;2000;2;;3;;5;1;11.94;;14.8;11;0.2;;;38.94;;0.45;0.45;0.8;1.16;46.35
Q24;2019;640005591;920030269;2400;2;;3;;5;1;11.94;;14.8;11;0.2;;;38.94;;0.45;0.45;0.8;1.16;46.35
Q24;2019;640005591;920030269;9999;2;;3;;5;1;11.94;;14.8;11;0.2;;;38.94;;0.45;0.45;0.8;1.16;46.35
Q24;2019;640010518;640010468;2000;3.47;;4.6;;8.07;1;17.4;;16.7;13.44;1.25;;7.52;57.31;;0.5;0.5;1;3.79;70.67
Q24;2019;640010518;640010468;2400;3.47;;4.6;;8.07;1;17.4;;16.7;13.44;1.25;;7.52;57.31;;0.5;0.5;1;3.79;70.67
Q24;2019;640010518;640010468;9999;3.47;;4.6;;8.07;1;17.4;;16.7;13.44;1.25;;7.52;57.31;;0.5;0.5;1;3.79;70.67
Q24;2019;640013298;640011508;2000;0.7;;4.88;;5.58;1.39;14.6;;6.64;;0.5;;;23.13;;1.5;1.5;;0.2;30.41
Q24;2019;640013298;640011508;2300;0.7;;4.88;;5.58;1.39;14.6;;6.64;;0.5;;;23.13;;1.5;1.5;;0.2;30.41
Q24;2019;640013298;640011508;9999;0.7;;4.88;;5.58;1.39;14.6;;6.64;;0.5;;;23.13;;1.5;1.5;;0.2;30.41
Q24;2019;640013520;640017612;2000;;;;;;;2;;;;;;;2;;;;;;2
Q24;2019;640013520;640017612;2100;;;;;;;2;;;;;;;2;;;;;;2
Q24;2019;640013520;640017612;9999;;;;;;;2;;;;;;;2;;;;;;2
Q24;2019;640016580;640010658;1000;1;;11.05;;12.05;;;;;22.02;;;0.43;22.45;;0.94;0.94;;2.06;37.5
Q24;2019;640016580;640010658;2000;;;;;;2;63.52;2;33.01;;;;;100.53;;;;2.3;;102.83
Q24;2019;640016580;640010658;2100;;;;;;2;63.52;2;33.01;;;;;100.53;;;;2.3;;102.83
Q24;2019;640016580;640010658;9999;1;;11.05;;12.05;2;63.52;2;33.01;22.02;;;0.43;122.98;;0.94;0.94;2.3;2.06;140.33
Q24;2019;640017224;330050899;2000;1;;1.4;;2.4;1;7;;8;5;0.2;;1.9;23.1;;0.5;0.5;;0.2;26.2
Q24;2019;640017224;330050899;2400;1;;1.4;;2.4;1;7;;8;5;0.2;;1.9;23.1;;0.5;0.5;;0.2;26.2
Q24;2019;640017224;330050899;9999;1;;1.4;;2.4;1;7;;8;5;0.2;;1.9;23.1;;0.5;0.5;;0.2;26.2
Q24;2019;640017646;640017638;1000;0;0;11.64;0;11.64;0.05;1.76;0.01;1.36;12.13;0;0.01;0.76;16.08;0;0.26;0.26;0;15.93;43.91
Q24;2019;640017646;640017638;2000;0;0;15.54;0;15.54;3.37;57.18;6.87;43.18;1.87;0.35;9.69;0.8;123.31;0;0;0;8.07;0;146.92
Q24;2019;640017646;640017638;2100;0;0;15.54;0;15.54;3.37;57.18;6.87;43.18;1.87;0.35;9.69;0;122.51;0;0;0;8.07;0;146.12
Q24;2019;640017646;640017638;2400;0;0;0;0;0;0;0;0;0;0;0;0;0.8;0.8;0;0;0;0;0;0.8
Q24;2019;640017646;640017638;9999;0;0;27.18;0;27.18;3.42;58.94;6.88;44.54;14;0.35;9.7;1.56;139.39;0;0.26;0.26;8.07;15.93;190.83
Q24;2019;640017679;640017612;2000;;;;;;;2.4;;;;;;;2.4;;;;;;2.4
Q24;2019;640017679;640017612;2100;;;;;;;2.4;;;;;;;2.4;;;;;;2.4
Q24;2019;640017679;640017612;9999;;;;;;;2.4;;;;;;;2.4;;;;;;2.4
Q24;2019;640018206;640012209;1000;4.8;;47.81;;52.61;;;;;82.28;;;;82.28;;;;;;134.89
Q24;2019;640018206;640012209;2000;;;;;;9.9;183.3;4;98.58;;1.18;16.7;2.18;315.84;;1.77;1.77;12.39;23.71;353.71
Q24;2019;640018206;640012209;2100;;;;;;9.9;183.3;4;98.58;;1.18;16.7;2.18;315.84;;1.77;1.77;12.39;23.71;353.71
Q24;2019;640018206;640012209;9999;4.8;;47.81;;52.61;9.9;183.3;4;98.58;82.28;1.18;16.7;2.18;398.12;;1.77;1.77;12.39;23.71;488.6
Q24;2019;640018255;640007019;2000;3.5;0.74;10.66;;14.9;1;26.13;;12.18;10.4;8.25;;8.64;66.6;2;0.5;2.5;0.75;1.24;85.99
Q24;2019;640018255;640007019;2200;3.5;0.74;10.66;;14.9;1;26.13;;12.18;10.4;8.25;;8.64;66.6;2;0.5;2.5;0.75;1.24;85.99
Q24;2019;640018255;640007019;9999;3.5;0.74;10.66;;14.9;1;26.13;;12.18;10.4;8.25;;8.64;66.6;2;0.5;2.5;0.75;1.24;85.99
Q24;2019;640019220;640000451;1000;;;7.86;;7.86;;;;;;;;;;;;;3;5.12;15.98
Q24;2019;640019220;640000451;2000;;;;;;2.18;57.77;1;23.56;9.41;;;;93.92;;;;;;93.92
Q24;2019;640019220;640000451;2100;;;;;;2.18;57.77;1;23.56;9.41;;;;93.92;;;;;;93.92
Q24;2019;640019220;640000451;9999;;;7.86;;7.86;2.18;57.77;1;23.56;9.41;;;;93.92;;;;3;5.12;109.9
Q24;2019;640780185;640000089;2000;1;;12.42;;13.42;2;14.55;;24.89;19.7;1;;22.32;84.46;;0.7;0.7;0.92;4.02;103.52
Q24;2019;640780185;640000089;2400;1;;12.42;;13.42;2;14.55;;24.89;19.7;1;;22.32;84.46;;0.7;0.7;0.92;4.02;103.52
Q24;2019;640780185;640000089;9999;1;;12.42;;13.42;2;14.55;;24.89;19.7;1;;22.32;84.46;;0.7;0.7;0.92;4.02;103.52
Q24;2019;640780268;640000113;2000;3;1;24.44;;28.44;1;36.66;;7.14;20.78;;;;65.58;;;;3.51;5.01;102.54
Q24;2019;640780268;640000113;2100;3;1;24.44;;28.44;1;36.66;;7.14;20.78;;;;65.58;;;;3.51;5.01;102.54
Q24;2019;640780268;640000113;9999;3;1;24.44;;28.44;1;36.66;;7.14;20.78;;;;65.58;;;;3.51;5.01;102.54
Q24;2019;640780334;640017893;2000;2;;5;;7;1;19.03;;3.55;;0.3;;1;24.88;;;;;16.9;48.78
Q24;2019;640780334;640017893;2200;2;;5;;7;1;19.03;;3.55;;0.3;;1;24.88;;;;;16.9;48.78
Q24;2019;640780334;640017893;9999;2;;5;;7;1;19.03;;3.55;;0.3;;1;24.88;;;;;16.9;48.78
Q24;2019;640780409;640000154;2000;2;;4;;6;1;15.71;;6;7.14;0.51;;0.34;30.7;;0.34;0.34;;7.5;44.54
Q24;2019;640780409;640000154;2200;2;;4;;6;1;15.71;;6;7.14;0.51;;0.34;30.7;;0.34;0.34;;7.5;44.54
Q24;2019;640780409;640000154;9999;2;;4;;6;1;15.71;;6;7.14;0.51;;0.34;30.7;;0.34;0.34;;7.5;44.54
Q24;2019;640780490;640000212;1000;2;;29.84;;31.84;3.95;;;;36.67;;;;40.62;;;;;4.84;77.3
Q24;2019;640780490;640000212;2000;;;;;;;83.87;1.31;44.27;;1.29;;2.31;133.05;;1.23;1.23;4.38;;138.66
Q24;2019;640780490;640000212;2100;;;;;;;83.87;1.31;44.27;;1.29;;2.31;133.05;;1.23;1.23;4.38;;138.66
Q24;2019;640780490;640000212;9999;2;;29.84;;31.84;3.95;83.87;1.31;44.27;36.67;1.29;;2.31;173.67;;1.23;1.23;4.38;4.84;215.96
Q24;2019;640780557;640000238;1000;7.04;;8.5;;15.54;;;;;;;;;;;;;;15.28;30.82
Q24;2019;640780557;640000238;2000;;;;;;3.88;26.95;;13.9;21.79;0.48;;10.24;77.24;3.05;0.69;3.74;3.23;;84.21
Q24;2019;640780557;640000238;2100;;;;;;0.3;5.61;;2.7;1.64;0.02;;0.8;11.07;;;;;;11.07
Q24;2019;640780557;640000238;2400;;;;;;3.58;21.34;;11.2;20.15;0.46;;9.44;66.17;3.05;0.69;3.74;3.23;;73.14
Q24;2019;640780557;640000238;9999;7.04;;8.5;;15.54;3.88;26.95;;13.9;21.79;0.48;;10.24;77.24;3.05;0.69;3.74;3.23;15.28;115.03
Q24;2019;640780581;640000253;1000;1;;3.43;;4.43;;;;;;;;;;;;;;7.15;11.58
Q24;2019;640780581;640000253;2000;;;;;;1;15.74;;10.61;8.7;0.46;;6.09;42.6;;0.8;0.8;;;43.4
Q24;2019;640780581;640000253;2400;;;;;;1;15.74;;10.61;8.7;0.46;;6.09;42.6;;0.8;0.8;;;43.4
Q24;2019;640780581;640000253;9999;1;;3.43;;4.43;1;15.74;;10.61;8.7;0.46;;6.09;42.6;;0.8;0.8;;7.15;54.98
Q24;2019;640780607;330050899;2000;2;;4;;6;1;8;;13;10.5;0.2;;3.2;35.9;;0.6;0.6;0.67;1;44.17
Q24;2019;640780607;330050899;2400;2;;4;;6;1;8;;13;10.5;0.2;;3.2;35.9;;0.6;0.6;0.67;1;44.17
Q24;2019;640780607;330050899;9999;2;;4;;6;1;8;;13;10.5;0.2;;3.2;35.9;;0.6;0.6;0.67;1;44.17
Q24;2019;640780623;640000287;1000;4.77;;4.07;;8.84;;;;;;;;;;;;;;9.77;18.61
Q24;2019;640780623;640000287;2000;;;;;;2;24.88;;22.64;12.99;1.98;;6.47;70.96;;1.06;1.06;1.25;;73.27
Q24;2019;640780623;640000287;2100;;;;;;0.58;10.95;;9.96;4.94;1.13;;1.65;29.21;;0.32;0.32;0.29;;29.82
Q24;2019;640780623;640000287;2400;;;;;;1.42;13.93;;12.68;8.05;0.85;;4.82;41.75;;0.74;0.74;0.96;;43.45
Q24;2019;640780623;640000287;9999;4.77;;4.07;;8.84;2;24.88;;22.64;12.99;1.98;;6.47;70.96;;1.06;1.06;1.25;9.77;91.88
Q24;2019;640780631;640000295;2000;1.82;;10.54;;12.36;1;30.71;;15.64;27.69;0.87;;13.24;89.15;;0.91;0.91;2;18.32;122.74
Q24;2019;640780631;640000295;2400;1.82;;10.54;;12.36;1;30.71;;15.64;27.69;0.87;;13.24;89.15;;0.91;0.91;2;18.32;122.74
Q24;2019;640780631;640000295;9999;1.82;;10.54;;12.36;1;30.71;;15.64;27.69;0.87;;13.24;89.15;;0.91;0.91;2;18.32;122.74
Q24;2019;640780649;640000303;2000;1;;3.85;;4.85;2;10;;17.22;1;;;4.1;34.32;;0.8;0.8;0.89;1.48;42.34
Q24;2019;640780649;640000303;2400;1;;3.85;;4.85;2;10;;17.22;1;;;4.1;34.32;;0.8;0.8;0.89;1.48;42.34
Q24;2019;640780649;640000303;9999;1;;3.85;;4.85;2;10;;17.22;1;;;4.1;34.32;;0.8;0.8;0.89;1.48;42.34
Q24;2019;640780672;640000337;1000;2.4;;11.61;;14.01;;;;;;;;;;;0.95;0.95;;;14.96
Q24;2019;640780672;640000337;2000;;;;;;1.97;29.69;;22.48;23.56;0.98;;28.81;107.49;;;;1.62;12.96;122.07
Q24;2019;640780672;640000337;2400;;;;;;1.97;29.69;;22.48;23.56;0.98;;28.81;107.49;;;;1.62;12.96;122.07
Q24;2019;640780672;640000337;9999;2.4;;11.61;;14.01;1.97;29.69;;22.48;23.56;0.98;;28.81;107.49;;0.95;0.95;1.62;12.96;137.03
Q24;2019;640780714;690795331;2000;1;;3.95;;4.95;2;12.76;;17.8;11.31;0.87;;3.43;48.17;;0.66;0.66;0.79;4.43;59
Q24;2019;640780714;690795331;2400;1;;3.95;;4.95;2;12.76;;17.8;11.31;0.87;;3.43;48.17;;0.66;0.66;0.79;4.43;59
Q24;2019;640780714;690795331;9999;1;;3.95;;4.95;2;12.76;;17.8;11.31;0.87;;3.43;48.17;;0.66;0.66;0.79;4.43;59
Q24;2019;640780748;640000360;1000;7;;24.28;;31.28;5.17;;;;35.39;0.72;;0.99;42.27;;1;1;7.6;11.79;93.94
Q24;2019;640780748;640000360;2000;;;;;;;75.44;1.43;35.19;;;;;112.06;;;;;;112.06
Q24;2019;640780748;640000360;2100;;;;;;;75.44;1.43;35.19;;;;;112.06;;;;;;112.06
Q24;2019;640780748;640000360;9999;7;;24.28;;31.28;5.17;75.44;1.43;35.19;35.39;0.72;;0.99;154.33;;1;1;7.6;11.79;206
Q24;2019;640780755;640780417;1000;;;0.01;;0.01;;0.23;;0.69;0.09;;0.06;;1.07;;;;;;1.08
Q24;2019;640780755;640780417;2000;;;1.4;;1.4;2;21.92;0;51.37;11.15;0.95;1.16;4.09;92.64;0.5;0.92;1.42;1;;96.46
Q24;2019;640780755;640780417;2100;;;0.5;;0.5;;;;;0.21;;1.16;2.19;3.56;;;;1;;5.06
Q24;2019;640780755;640780417;2400;;;0.9;;0.9;1;11.53;0;18.37;5.25;0.5;;1.9;38.55;;0.75;0.75;;;40.2
Q24;2019;640780755;640780417;2500;;;;;;1;10.39;;33;5.69;0.45;;;50.53;0.5;0.17;0.67;;;51.2
