FI;FI_EJ;AN;LIT_MED;LIT_CHI;LIT_OBS;LIT_MCO;SEJHC_MED;SEJHC_CHI;SEJHC_OBS;SEJHC_MCO;JOU_MED;JOU_CHI;JOU_OBS;JOU_MCO;PLA_MED;PLA_CHI;PLA_OBS;PLA_MCO;SEJHP_MED;SEJHP_CHI;SEJHP_OBS;SEJHP_MCO;SEANCES_MED;SPED;UGER;CAP_COMPLET_GEN;CAP_COMPLET_INF;CAP_COMPLET_PEN;CAP_COMPLET_TOT;SEJ_HTP_GEN;SEJ_HTP_INF;SEJ_HTP_PEN;SEJ_HTP_TOT;CAP_HDJ_GEN;CAP_HDJ_INF;CAP_HDJ_PEN;CAP_HDJ_TOT;VEN_HDJ_GEN;VEN_HDJ_INF;VEN_HDJ_PEN;VEN_HDJ_TOT;CAP_HDN_GEN;CAP_HDN_INF;CAP_HDN_TOT;VEN_HDN_GEN;VEN_HDN_INF;VEN_HDN_TOT;NB_CATTP_GEN;NB_CATTP_INF;NB_CATTP_PEN;NB_CATTP_TOT;ACT_CATTP_GEN;ACT_CATTP_INF;ACT_CATTP_PEN;ACT_CATTP_TOT;NB_CMP_GEN;NB_CMP_INF;NB_CMP_TOT;ACT_CMP_GEN;ACT_CMP_INF;ACT_CMP_TOT;FIL_AMB_GEN;FIL_AMB_INF;FIL_AMB_PEN;FIL_AMB_TOT;FIL_TOT_GEN;FIL_TOT_INF;FIL_TOT_PEN;FIL_TOT_TOT;LIT_SSR;SEJHC_SSR;JOUHP_SSR;PLA_SSR;LIT_USLD;ENT;PLATOT_HAD;SEJ_HAD;AUTGEN;PASSU_GEN;AUTPED;PASSU_PED;GEN;PED;ANT;SAMU;REA;SEJ_REANIM;TYPE1;SEJACC;TYPE2;SEJ_NEO;TYPE3;SEJ_REA;TRT_HEMO_CENTRE;SEAN_HEMO_CENTRE;TRT_INSUFF_REN;SEM_TRT_INSUFF_REN;CHIMIO;SEAN_CHIMIO;RTH;SEAN_RADIO;CHIRCAR;CARDIO_INT;NEUROCHIR;NEURO_INT;GREFFE;AMP;PRIS;EFFSAL_SPEMED;EFFSAL_DT_MEDGEN;EFFSAL_DT_URG;EFFSAL_DT_ANESTREA;EFFSAL_SPECHI;EFFSAL_DT_GYNOBS;EFFSAL_PSY;EFFSAL_ODON;EFFSAL_PHARMA;EFFSAL_AUT;EFFSAL_TOT;EFF_INT;EFFLIB_SPEMED;EFFLIB_DT_MEDGEN;EFFLIB_DT_URG;EFFLIB_DT_ANESTREA;EFFLIB_SPECHI;EFFLIB_DT_GYNOBS;EFFLIB_PSY;EFFLIB_ODON;EFFLIB_PHARMA;EFFLIB_AUT;EFFLIB_TOT;ETPSAL_SPEMED;ETPSAL_DT_MEDGEN;ETPSAL_DT_URG;ETPSAL_DT_ANESTREA;ETPSAL_SPECHI;ETPSAL_DT_GYNOBS;ETPSAL_PSY;ETPSAL_ODON;ETPSAL_PHARMA;ETPSAL_AUT;ETPSAL_TOT;ETPINT;EFF_SAG;EFF_CAD;EFF_INFAVECSPE;EFF_INFSANSSPE;EFF_AID;EFF_ASH;EFF_PSYCHO;EFF_REEDU;EFF_SOINS;EFF_DIR;EFF_DIRSOI;EFF_AUTADM;EFF_EDU;EFF_DTSOC;EFF_PERSPHARMA;EFF_PERSLABO;EFF_PERSRADIO;EFF_AUTMEDTEC;EFF_TEC;EFF_TOT_HORS_SOINS;EFF_TOT_PNM;ETP_SAG;ETP_CAD;ETP_INFAVECSPE;ETP_INFSANSSPE;ETP_AID;ETP_ASH;ETP_PSYCHO;ETP_REEDU;ETP_SOINS;ETP_DIR;ETP_DIRSOI;ETP_AUTADM;ETP_EDU;ETP_DTSOC;ETP_PERSPHARMA;ETP_PERSLABO;ETP_PERSRADIO;ETP_AUTMEDTEC;ETP_TEC;ETP_TOT_HORS_SOINS;ETP_TOT_PNM;NB_SCAN;ACT_SCAN;NB_IRM;ACT_IRM;NB_CAM;ACT_CAM;NB_TOMO;ACT_TOMO;SAL_INTERV;POST_REVEIL;BOR
260000013;260000021;2023;365;105;42;512;21808;7452;2989;32249;110858;29356;11549;151763;69;25;1;95;4698;4281;340;9319;11113;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;59;716;1011;11;72;66;;;1;47124;0;0;1;0;0;1;1;4016;0;2509;1;535;0;0;0;0;1;0;1;11113;0;0;0;1;0;0;0;0;1;224;36;21;24;65;17;1;1;18;10;319;100;9;0;0;0;1;0;0;0;0;0;10;182.75;26.31;15.44;23.29;48.69;12.95;0.05;1;16.63;8.52;257.64;102.21;74;33;128;593;514;174;25;49;1590;9;1;358;24;20;30;60;62;5;306;855;2445;64.88;32.93;113.03;530.55;481.28;162.16;16.98;36.8;1438.61;7.32;1;319.48;20.94;17.15;25.68;56.47;56.91;4.22;287.59;779.61;2218.22;3;1;3;0;4;0;1;0;16;16;SYGEN
260000120;260016910;2023;145;55;25;225;6420;2945;2309;11674;41579;15589;7124;64292;2;10;2;14;758;3316;543;4617;11657;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;30;447;0;0;;;;;1;35462;0;0;1;0;0;0;1;597;0;1384;1;179;0;0;1;8338;1;32;1;3319;0;0;0;0;0;0;1;0;1;108;4;35;19;24;9;0;0;6;7;145;27;3;0;0;0;4;0;0;0;0;0;7;69.89;3.75;16.21;12.84;21.3;7.59;0;0;6;6.5;103.69;27.07;34;21;43;246;212;62;8;26;652;5;1;142;15;7;20;22;19;3;150;377;1029;28.51;21.29;38.43;219.84;193.67;56.46;6.56;18.34;583.1;4.49;1;132.54;11.64;7.09;17.41;21.52;17.11;2;141.26;348.97;932.07;2;1;3;0;0;0;0;0;9;10;SYGEN
260000138;260000047;2023;182;58;37;277;11179;2458;2663;16300;61954;12718;10708;85380;17;15;0;32;2160;1681;412;4253;18331;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;51;526;0;0;40;27;30;310;1;54000;0;0;1;0;0;0;1;834;0;1825;1;191;0;0;0;0;0;0;1;5665;1;12609;0;0;0;0;0;0;1;113;24;20;17;27;11;1;0;8;8;157;49;0;0;0;0;0;0;0;0;0;0;0;99.08;19.08;18.02;12.89;23.75;9.75;0.4;0;6.8;7.57;137.6;37.74;51;31;61;383;396;79;16;32;1049;5;2;191;9;7;22;34;37;9;186;495;1544;44.17;26.14;52.36;354.24;322.22;57.29;11.95;27.6;895.97;5.03;2;177.53;8.51;7.34;17.96;28.4;31.85;8.51;171.09;450.88;1346.85;2;1;2;0;0;0;0;0;8;10;SYGEN
260000146;260000054;2023;38;;1;39;1209;0;16;1225;10986;0;0;10986;1;12;;13;93;2444;0;2537;142;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;160;2007;1;11550;0;0;;;;;0;;0;0;0;0;0;0;;;;;1;142;0;0;0;0;0;0;0;0;1;23;12;5;3;1;0;0;0;4;0;28;1;0;0;0;0;5;0;0;0;0;0;5;18.1;11.4;4.5;1.2;1;0;0;0;3.9;0;23;1;2;7;3;79;44;14;6;4;159;0;0;41;6;5;11;0;6;0;44;108;267;1.1;6.55;2.72;71.81;40.44;14.42;2.38;2.64;142.06;0;0;34.47;5.02;4.36;9.06;0;4.63;0;41.14;94.32;236.38;0;0;0;0;0;0;0;0;1;4;SYGEN
260000195;010783009;2023;18;;;18;1442;0;0;1442;5728;0;0;5728;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;61;699;0;0;57;38;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;3;0;0;0;0;0;0;1;0;11;;1;0;0;0;0;0;0;0;0;0;1;7.59;1.79;0;0;0;0;0;0;1.16;0;8.75;0;0;4;0;25;37;38;2;9;115;6;0;11;2;1;2;0;1;5;16;43;158;0;4.18;0;23.19;35.03;31.6;0.71;8.63;103.34;5.89;0;8.87;1;0.25;1.21;0;0.67;3.54;16.55;37.73;141.07;0;0;0;0;0;0;0;0;1;0;SYGEN
260000203;260016910;2023;21;;;21;643;0;0;643;6784;0;0;6784;1;;;1;1;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;30;196;2036;5;;;;;1;8019;0;0;;;;;0;;0;0;0;0;0;0;;;;;0;;0;;0;0;0;0;0;0;1;12;4;4;0;0;0;0;0;0;1;13;4;3;3;0;0;0;0;0;0;0;0;3;7.22;2.8;1.66;0;0;0;0;0;0;0.1;7.32;4.64;2;1;0;31;32;6;2;20;94;0;0;16;5;3;0;0;3;1;48;73;167;1.17;0.66;0;25.04;26.52;5.52;1.18;17.37;77.46;0;0;14.1;4.09;2.43;0;0;2.22;0.66;46.08;67.15;144.61;;;;;;;;;;;SYGEN
260000237;260000088;2023;10;;;10;60;0;0;60;844;0;0;844;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;25;311;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;3;0;0;0;0;0;0;2;0;5;;8;8;0;0;0;0;0;0;0;0;8;1.6;1.6;0;0;0;0;0;0;0.56;0;2.16;0;0;1;1;16;20;8;1;5;52;0;0;11;2;2;2;0;1;0;18;34;86;0;1;0.25;10.23;17.95;5.11;0.17;3.39;38.1;0.37;0;4.93;0.3;0.3;1;0;0.58;0;13.17;20.35;58.45;;;;;;;;;;;SYGEN
260000260;260000377;2023;4;28;0;32;70;1297;0;1367;308;3190;0;3498;0;35;0;35;0;7628;0;7628;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;106;;;;;;;;;;;0;0;0;0;0;0;0;0;0;;;0;0;0;0;0;0;0;0;1;1;2;;31;2;0;3;22;1;0;0;0;0;53;0;0;0;0;0;0;0;0;1;0.1;1.1;0;0;4;3;36;15;11;1;2;72;0;1;16;1;1;4;0;0;13;3;38;110;0;3.92;3;37.27;15;12.28;0.43;1.56;73.46;0;1;15.79;0.11;0.11;3.51;0;0;12.64;3;36.05;109.51;;;;;;;;;6;10;SYGEN
260000278;260000096;2023;6;;;6;118;0;0;118;1065;0;0;1065;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;19;215;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;0;0;0;0;0;0;1;0;2;;6;6;0;0;0;0;0;0;0;0;6;0.12;0.12;0;0;0;0;0;0;0.21;0;0.33;0;0;1;0;12;14;20;1;4;52;1;0;8;3;1;1;0;0;0;17;30;82;0;0.7;0;7.41;7.78;9.31;0.2;3.01;28.41;0.3;0;3.56;0.92;0.22;0.2;0;0;0;12.69;17.67;46.08;;;;;;;;;;;SYGEN
260000286;260000104;2023;17;;;17;1127;0;0;1127;4253;0;0;4253;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;15;158;0;0;;;;;1;6449;0;0;;;;;0;;0;0;0;0;0;0;;;;;0;;0;;0;0;0;0;0;0;1;14;6;7;0;0;0;0;0;3;0;17;1;0;0;0;0;0;0;0;0;0;0;0;7.94;2.85;4.37;0;0;0;0;0;1.9;0;9.84;0.16;2;1;0;45;36;10;3;5;102;1;0;26;5;4;3;0;10;1;26;72;174;2;1;0;24.69;30.36;7.19;1.91;3.47;70.62;0.4;0;21.19;2.98;2.44;3;0;6.69;1;24.17;59.43;130.05;1;0;0;0;0;0;0;0;;;SYGEN
260003017;260000781;2023;9;31;0;40;3559;4930;0;8489;6427;6251;0;12678;10;50;;60;2256;9810;0;12066;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;487;;;;;;;;;;;0;0;0;0;0;0;0;0;0;;;2;2;0;0;0;0;0;0;1;1;4;;33;3;0;9;22;0;0;0;0;0;55;1.6;1.6;0;0;0;0;0;0;1;0.2;2.8;0;0;3;1;72;36;15;1;2;130;1;0;30;1;1;8;0;0;0;7;47;177;0;2.71;1.68;66.37;33.15;14.31;0.29;1.28;119.79;1;0;33.55;0.5;0.5;5.69;0;0;0;6.18;46.92;166.71;1;0;0;0;0;0;0;0;10;14;SYGEN
260006267;070000245;2023;27;4;;31;884;1891;0;2775;6894;64;0;6958;16;29;;45;32;3480;0;3512;5918;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;70;486;4507;10;;;;;;;;;;;;;0;;;;;;;;;;;;1;5918;0;0;0;0;0;0;0;;;10;5;0;0;0;0;0;0;3;0;13;;46;0;0;14;5;0;0;0;0;0;51;7.47;3.8;0;0;0;0;0;0;1.97;0;9.44;0;0;2;0;39;34;2;2;7;86;0;0;13;1;1;1;0;0;0;0;15;101;0;2;0;39.88;33.64;1.95;0.8;4.82;83.09;0;0;10.33;1;1;2.38;0;0;0;0;13.71;96.8;1;0;0;0;0;0;0;0;7;8;SYGEN
260020078;420784878;2023;;10;;10;0;449;0;449;0;2799;0;2799;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;0;;0;;0;0;1;0;0;;;0;0;0;0;4;0;0;0;0;0;4;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.2;0;0;0;0;0;3.2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;SYGEN
270000045;270000060;2023;55;14;0;69;2251;802;0;3053;16314;3040;0;19354;;5;;5;0;2366;0;2366;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;21;196;0;0;;;;;1;17590;0;0;1;0;0;0;0;;0;0;0;0;0;0;;;;;0;;0;;0;0;0;0;0;0;1;12;3;1;2;7;4;0;0;2;0;21;2;5;1;0;0;5;0;0;0;0;0;10;12.42;2.48;2.73;2.05;5.98;1.97;0;0;1.4;0.55;20.35;2.83;5;10;5;84;101;11;5;4;225;1;1;70;4;1;4;0;7;3;41;131;356;4.75;11.2;5.11;80.91;96.61;12.29;2.29;2.77;215.93;2;1;73.1;3.4;1.8;2.87;0;7.17;3;39.29;131.83;347.76;1;0;0;0;0;0;0;0;4;5;SYGEN
270000326;270000680;2023;24;54;0;78;767;3321;0;4088;4248;9387;0;13635;1;32;0;33;2;9460;0;9462;4132;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;23764;0;0;;;;;1;123;;;;;;;;;;;1;4132;0;0;0;0;0;0;0;;;6;0;6;0;0;0;0;0;2;0;8;;30;0;5;11;30;3;0;0;0;0;60;4.5;0;4.5;0;0;0;0;0;1.23;0;5.73;0;0;5;7;72;39;29;1;0;153;3;1;37;0;0;4;0;0;0;4;49;202;0;5;8.12;67.82;34.11;26.95;0.5;0;142.5;3;1;34.04;0;0;4;0;0;0;4;46.04;188.54;1;0;2;0;0;0;0;0;8;13;SYGEN
270000359;270023724;2023;250;50;42;342;12280;2692;3587;18559;76180;15461;11517;103158;22;14;0;36;3286;3399;82;6767;18756;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;61868;0;0;1;0;0;1;1;1513;0;1971;1;462;0;0;1;10310;1;0;1;3887;0;0;0;1;0;0;0;0;1;157;43;14;20;43;13;0;8;10;8;226;87;0;0;0;0;0;0;0;0;0;0;0;123.63;35.16;11.02;14.67;28.7;6.7;0;3.73;9.92;8.32;174.3;97.28;34;26;43;426;407;105;18;13;1072;8;1;270;16;10;25;44;29;4;174;571;1643;30.54;24.1;39.15;409.01;393.16;106.67;13.83;10.16;1026.62;8.05;1;262.38;11.85;7.93;21.04;40.49;28.56;3.05;170.62;547.04;1573.66;2;1;2;0;1;1;0;0;9;12;SYGEN
270000367;270000086;2023;24;15;11;50;2471;964;621;4056;12180;3626;1675;17481;3;4;;7;293;1511;0;1804;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;33;404;0;0;55;31;;;1;15407;0;0;1;0;0;0;0;;1;390;0;0;0;0;;;;;0;;0;;0;0;0;0;0;0;1;24;5;5;4;10;5;0;0;3;2;39;4;6;0;0;0;0;0;0;0;0;0;6;20.94;5.07;5.35;3.45;7.7;2.9;0;0;2.65;2.02;33.31;0.33;8;4;10;83;134;9;2;3;253;2;0;59;5;3;5;12;9;1;43;136;389;8.84;2.95;9.4;81.58;130.69;8.35;1.36;2.2;245.37;2.08;0.29;56.26;2.95;1.69;4.99;11.53;8.82;1;38.33;126.25;371.62;1;0;0;0;0;0;0;0;3;5;SYGEN
270000391;760024042;2023;47;;;47;1839;0;0;1839;15736;0;0;15736;;;;;0;0;0;0;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;42;410;0;0;;;;;1;16508;0;0;;;;;0;;0;0;0;0;0;0;;;;;0;;0;;0;0;0;0;0;0;0;40;11;6;2;12;7;0;0;3;0;55;4;0;0;0;0;0;0;0;0;0;0;0;11.87;3.94;1.6;0.2;1;0.4;0;0;0.5;0;13.37;3.73;0;5;0;56;51;20;2;8;142;0;0;27;4;3;1;0;5;0;9;46;188;0;6.61;0;52.43;49.34;19.27;1.35;7.08;136.08;0;0;28.41;4.61;3.55;1;0;2.9;0;11.98;48.9;184.98;1;0;0;0;0;0;0;0;;;SYGEN
270000425;270000102;2023;51;0;;51;3133;1;0;3134;15844;0;0;15844;1;4;;5;24;466;0;490;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;30;273;0;0;37;19;;;1;17875;0;0;1;0;0;0;0;;0;0;0;0;0;0;;;;;0;;0;;0;0;0;0;0;0;1;26;11;0;0;2;0;0;0;1;0;29;7;0;0;0;0;0;0;0;0;0;0;0;18.01;8.08;0;0;0.7;0;0;0;0.92;0;19.63;6.05;0;15;3;90;114;41;8;15;286;1;0;57;5;3;7;0;9;0;36;115;401;0;10.35;0.1;80.72;106.2;32.64;3.93;9.82;243.76;1;0;52.37;4.5;3;7.14;0;8.57;0;36.79;110.37;354.13;1;0;1;0;0;0;0;0;2;3;SYGEN
270000441;270000110;2023;34;;;34;1485;0;0;1485;10750;0;0;10750;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;30;307;0;0;50;47;25;205;1;13787;0;0;1;0;0;0;0;;0;;0;0;0;0;;;;;0;;0;;0;0;0;0;0;0;0;24;7;12;0;2;0;0;0;1;1;28;;2;0;0;0;1;0;0;0;0;0;3;21.51;6.39;12.93;0;0.4;0;0;0;2.35;0.25;24.51;0;2;8;0;56;91;30;3;7;197;1;0;37;3;3;7;0;6;0;38;92;289;1.04;8.13;0;58.76;83.21;28.56;1.98;3.47;185.15;0.08;0;37.13;2.2;2.2;6.15;0;5.99;0;36.24;87.79;272.94;1;0;0;0;0;0;0;0;;;SYGEN
270000458;270023724;2023;70;16;14;100;3630;1325;1111;6066;20242;4660;2878;27780;8;7;0;15;962;1126;0;2088;5237;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;22;218;0;0;;;;;1;24276;0;0;1;0;0;0;1;145;1;667;0;0;0;0;0;0;0;0;1;842;0;0;0;0;0;0;0;0;1;48;11;2;4;28;8;0;1;6;0;83;8;0;0;0;0;0;0;0;0;0;0;0;25.72;8.51;0.27;2.3;11.43;4.63;0;0.2;4.55;0;41.9;7.1;18;12;17;123;145;33;3;5;356;1;0;58;4;4;1;13;14;1;43;135;491;13.27;10.3;14.83;118.63;140.33;30.79;2.4;4.23;334.78;0.38;0;56.7;3.14;3.14;1;12.52;13.77;0.28;43.09;130.88;465.66;2;0;2;0;0;0;0;0;3;6;SYGEN
270000862;270000953;2023;21;2;;23;600;575;0;1175;2051;749;0;2800;;12;;12;0;2848;0;2848;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;462;;;;;;;;;;;0;;0;;0;1;0;0;0;;;5;0;0;0;0;0;0;0;1;0;6;;17;0;0;11;0;0;0;0;0;0;17;4.47;0;0;0;0;0;0;0;1;0;5.47;0;0;2;1;19;9;20;0;0;51;0;0;16;0;0;2;0;0;0;2;20;71;0;1.6;0.29;21.18;9.09;19;0;0;51.16;0;0;15.22;0;0;1.4;0;0;0;2;18.62;69.78;1;0;0;0;1;0;0;0;6;12;SYGEN
280000043;280000134;2023;;;;;0;0;0;0;0;0;0;0;0;;;0;52;0;0;52;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;80;590;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;2;0;0;2;2;1;0;0;0;8;1;0;0;0;0;0;0;0;0;0;0;0;1.89;0.54;0;0;0.2;0.2;0.1;0;0;0;2.19;0.01;0;2;0;19;46;7;1;3;78;0;0;5;4;3;1;0;0;0;7;17;95;0;2;0;15.27;42.06;6.61;0.2;1.64;67.78;0;0;4.15;3.03;2.03;0.5;0;0;0;6.18;13.86;81.64;;;;;;;;;;;SYGEN
280000084;280000183;2023;261;41;30;332;11174;2637;1728;15539;79141;10532;7254;96927;24;15;7;46;1110;3700;879;5689;2199;1;1;53;10;;63;792;;;792;15;18;;33;4563;3917;;8480;2;;2;0;;0;;1;;1;;1433;;1433;3;4;7;15556;12265;27821;2660;1260;;4455;3205;1360;;4565;110;1081;2601;10;92;48;;;1;63720;0;0;1;0;0;1;1;1277;0;1178;1;295;0;0;;;;;1;2199;0;0;0;0;0;0;0;1;1;172;0;45;19;37;11;16;0;6;9;240;87;0;0;0;0;0;0;0;0;0;0;0;145.36;0;34.07;18.78;33.52;10.82;13.64;0;5.53;7.13;205.18;67.34;26;26;40;477;440;170;27;39;1245;5;0;191;32;12;15;38;25;1;193;500;1745;26.75;25.68;38.09;466.84;442.64;176.62;21.91;33.41;1231.94;5.92;0;184.71;31.5;11.57;14.21;36.1;25.49;1.64;191.7;491.27;1723.21;2;0;2;0;0;0;0;0;10;13;SYGEN
280000100;280000225;2023;11;;;11;81;0;0;81;1701;0;0;1701;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17;52;0;0;31;29;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;0;0;0;0;0;0;0;2;0;4;;0;0;0;0;0;0;0;0;0;0;0;1.25;0.11;0.07;0;0;0;0;0;1.16;0;2.41;0;0;1;0;13;25;6;0;4;49;1;0;5;2;0;1;1;0;0;25;35;84;0;1.13;0;14.03;29.6;9.75;0;1.55;56.06;0.97;0;6.33;2;0;1.03;0.67;0;0;23.12;34.12;90.18;;;;;;;;;;;SYGEN
280000662;280500075;2023;93;;;93;4587;0;0;4587;29849;0;0;29849;4;10;;14;523;4123;0;4646;625;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;50;534;223;4;40;24;;;1;16527;0;0;1;0;0;0;1;612;0;0;0;0;0;0;;;;;1;625;0;0;0;0;0;0;0;0;1;43;8;11;4;2;0;0;1;2;1;49;20;2;0;0;0;4;0;0;0;0;0;6;34.47;7.18;9.31;1.72;1.37;0.17;0;0.81;2.79;1.27;40.71;16.47;4;4;5;124;128;28;2;8;303;4;1;63;4;2;7;7;9;0;65;160;463;3.15;3.86;4.38;116.32;120.78;26.6;1.2;4.52;280.81;3.15;1;59.76;3.2;1.95;6.68;7.21;8.36;0;65;154.36;435.17;1;0;0;0;0;0;0;0;6;6;SYGEN
280502998;280000589;2023;60;0;0;60;3308;0;0;3308;21147;0;0;21147;0;7;0;7;0;3032;0;3032;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;30;243;0;0;;;;;1;16224;0;0;1;0;0;0;0;;0;0;0;0;0;0;;;;;0;;0;;0;0;0;0;0;0;1;34;7;11;5;3;0;0;0;3;0;40;5;0;0;0;0;0;0;0;0;0;0;0;21.96;5.75;8.05;2.26;0.66;0;0;0;1.7;0;24.32;4.13;0;8;3;55;90;7;1;3;167;1;0;38;2;2;4;0;8;2;52;107;274;0;7.77;4.12;54.89;82.37;6.69;0.45;2.13;158.42;1;0;35.86;1.75;1.75;3.29;0;7.07;2;47.51;98.48;256.9;1;0;0;0;0;0;0;0;3;5;SYGEN
280504267;280000134;2023;353;67;40;460;22572;3624;2703;28899;111480;19198;10798;141476;56;15;1;72;2627;3986;397;7010;24324;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;793;5;;;;;1;63233;0;0;1;0;0;0;1;3006;0;2285;1;602;0;0;1;13672;1;614;1;9462;0;0;0;1;0;0;0;0;1;164;32;7;19;41;14;1;0;8;9;223;89;5;0;0;0;0;0;0;0;0;0;5;140.77;27.82;6.42;17.77;32.68;11.86;0.2;0;7.82;8.98;190.45;73.84;53;29;74;443;459;146;12;14;1230;9;1;206;11;4;21;46;32;3;225;554;1784;48.55;26.29;66.31;421.65;443.87;140.54;8.31;11.24;1166.76;7.37;1;193.08;9.71;3.87;17.93;44;31.26;3;223.19;530.54;1697.3;2;1;2;1;0;0;1;0;13;16;SYGEN
280505777;280001199;2023;53;54;0;107;2335;3960;0;6295;16300;8400;0;24700;7;21;0;28;317;12109;0;12426;3550;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;20415;0;0;;;;;1;702;0;0;0;0;0;0;;;;;1;3550;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;2;0;2;;41;2;5;7;45;5;0;0;0;3;89;0;0;0;0;0;0;0;0;1.64;0;1.64;0;0;1;1;82;49;27;0;0;160;4;2;31;1;1;11;0;0;0;5;54;214;0;1;1.64;85.46;59.35;24.73;0;0;172.18;4;2;28.54;0.8;0.8;7.93;0;0;0;5;48.27;220.45;;;;;;;;;12;20;SYGEN
290000025;290020700;2023;373;97;40;510;24711;5993;3242;33946;121078;21875;11876;154829;62;26;2;90;7579;6274;901;14754;45228;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;49888;0;0;1;0;0;0;1;2400;0;2126;1;543;0;0;1;9042;1;103;1;13132;1;22861;0;1;0;0;0;0;1;208;7;27;31;47;15;0;0;15;17;287;106;0;0;0;0;0;0;0;0;0;0;0;177.53;5.8;24.41;26.44;40.13;12.76;0;0;12.73;15.18;245.57;93.74;59;37;138;527;500;53;14;45;1373;7;1;346;27;20;33;51;74;9;352;900;2273;55.28;34.33;123.16;484.96;465.65;51.21;8.05;37.48;1260.12;7.23;1;324.84;24.74;18.84;31.22;47.07;69.14;8.17;335.58;848.99;2109.11;2;0;2;0;0;0;0;0;17;18;SYGEN
