NOM_COURT_GHT;CODE_GHT;NOM_COMPLET_GHT;LIT_MED;LIT_CHI;LIT_OBS;LIT_MCO;SEJHC_MED;SEJHC_CHI;SEJHC_OBS;SEJHC_MCO;JOU_MED;JOU_CHI;JOU_OBS;JOU_MCO;PLA_MED;PLA_CHI;PLA_OBS;PLA_MCO;SEJHP_MED;SEJHP_CHI;SEJHP_OBS;SEJHP_MCO;CAP_COMPLET_GEN;CAP_COMPLET_INF;CAP_COMPLET_PEN;CAP_COMPLET_TOT;CAP_HTP_GEN;CAP_HTP_INF;CAP_HTP_PEN;CAP_HTP_TOT;SEJ_HTP_GEN;SEJ_HTP_INF;SEJ_HTP_PEN;SEJ_HTP_TOT;CAP_HDJ_GEN;CAP_HDJ_INF;CAP_HDJ_PEN;CAP_HDJ_TOT;VEN_HDJ_GEN;VEN_HDJ_INF;VEN_HDJ_PEN;VEN_HDJ_TOT;CAP_HDN_GEN;CAP_HDN_INF;CAP_HDN_TOT;VEN_HDN_GEN;VEN_HDN_INF;VEN_HDN_TOT;FIL_AMB_GEN;FIL_AMB_INF;FIL_AMB_PEN;FIL_AMB_TOT;FIL_TOT_GEN;FIL_TOT_INF;FIL_TOT_PEN;FIL_TOT_TOT;LIT_SSR;SEJHC_SSR;JOUHC_SSR;JOUHP_SSR;PLA_SSR;LIT_USLD;ENT;JOU_USLD;PLATOT_HAD;SEJ_HAD;JOU_HAD;FIL_HAD;BIO_B2;BIO_B3;NB_SCAN;ACT_SCAN;NB_IRM;ACT_IRM;NB_CAM;ACT_CAM;NB_TOMO;ACT_TOMO;NB_MAMM;ACTEX_MAMM;NB_LITHO;ACT_LITHO;NB_RADIO;ACT_RADIO;NB_VASC;ACT_VASC;SITES;SALCHIR;SAL24CHIR;SALOBS;SAL24OBS;SALINT;SAL24INT;SALEND;SALEND24;SALAUT;SALAUT24;SALTOT;SALTOT24;SALAMBU;SURV;SURV24;SURVAMBU;POST;POST24;POSTAMBU;BLOCS_C10;BLOCS_C11;BLOCS_C12;BLOCS_C13;BLOCS_C14;BLOCS_C15;PHARMA_A7;PHARMA_B7;PHARMA_C7;PHARMA_D7;PHARMA_E7;PHARMA_A16_POURCENTOUI;PHARMA_A17_POURCENTOUI;PHARMA_A18_POURCENTOUI;EFFSAL_SPEMED;EFFSAL_DT_MEDGEN;EFFSAL_DT_URG;EFFSAL_DT_ANESTREA;EFFSAL_SPECHI;EFFSAL_DT_GYNOBS;EFFSAL_PSY;EFFSAL_ODON;EFFSAL_PHARMA;EFFSAL_AUT;EFFSAL_TOT;EFFLIB_SPEMED;EFFLIB_DT_MEDGEN;EFFLIB_DT_URG;EFFLIB_DT_ANESTREA;EFFLIB_SPECHI;EFFLIB_DT_GYNOBS;EFFLIB_PSY;EFFLIB_ODON;EFFLIB_PHARMA;EFFLIB_AUT;EFFLIB_TOT;ETPSAL_SPEMED;ETPSAL_DT_MEDGEN;ETPSAL_DT_URG;ETPSAL_DT_ANESTREA;ETPSAL_SPECHI;ETPSAL_DT_GYNOBS;ETPSAL_PSY;ETPSAL_ODON;ETPSAL_PHARMA;ETPSAL_AUT;ETPSAL_TOT;EFF_INT;ETPINT;EFF_SAG;EFF_CAD;EFF_INFAVECSPE;EFF_INFSANSSPE;EFF_AID;EFF_ASH;EFF_PSYCHO;EFF_REEDU;EFF_SOINS;EFF_DIR;EFF_DIRSOI;EFF_AUTADM;EFF_EDU;EFF_DTSOC;EFF_PERSPHARMA;EFF_PERSLABO;EFF_PERSRADIO;EFF_AUTMEDTEC;EFF_TEC;EFF_TOT_HORS_SOINS;EFF_TOT_PNM;ETP_SAG;ETP_CAD;ETP_INFAVECSPE;ETP_INFSANSSPE;ETP_AID;ETP_ASH;ETP_PSYCHO;ETP_REEDU;ETP_SOINS;ETP_DIR;ETP_DIRSOI;ETP_AUTADM;ETP_EDU;ETP_DTSOC;ETP_PERSPHARMA;ETP_PERSLABO;ETP_PERSRADIO;ETP_AUTMEDTEC;ETP_TEC;ETP_TOT_HORS_SOINS;ETP_TOT_PNM;NB_ETAB;NB_CHRCHU;NB_CH;NB_CHS;NB_AUT
HF-05;32105;DOUAISIS;304;74;28;406;15376;3641;2320;21337;86831;19459;7461;113751;31;16;2;49;4576;4114;195;8885;92;;;92;63;;;63;950;;;950;40;15;;55;5996;2024;;8020;;;;0;;0;5763;2172;891;8759;6597;2436;905;9838;53;596;17505;1221;5;86;51;29128;;;;;1417149;78298;2;17928;2;9445;;;;;;;;;7;57501;;;2;10;1;2;1;;;3;;;;15;2;;1;;;12;;;6030;948;244;831;2921;52;;;;;;;;;158;61;7;13;40;13;21;;16;10;245;;;;;;;;;;;;118.85;53.86;4.54;9.4;29.37;11.03;16.83;;15.16;7.8;188.01;89;84.55;38;37;70;712;507;116;61;46;1587;3;1;272;53;28;41;36;43;6;235;690;2277;35.36;35.07;64.4;671.34;478.42;113.83;52.85;37.45;1488.72;2.89;1;252.66;42.1;26.5;35.97;31.46;40.23;5.14;226.7;638.15;2126.87;3;;3;;
HF-06;32106;HAINAUT-CAMBRÉSIS;1146;297;135;1578;61231;16484;9183;86898;332667;65136;34190;431993;116;58;11;185;16014;15387;2529;33930;346;10;;356;294;;;294;3666;11;;3677;154;60;;214;20590;5946;;26536;3;;3;263;;263;16935;4390;658;21704;18857;4492;658;23820;597;5691;177251;36445;135;290;162;96334;;;;;3540075;40744;10;101711;7;38056;5;3456;3;8496;6;10211;1;5;17;186433;6;7935;7;31;5;5;4;5;5;4;1;1;0;47;15;3;6;2;1;67;43;5;41884;4052;2763;1168;14401;525;;;;;;;;;633;142;55;78;139;32;51;14;78;34;949;18;0;;1;3;0;0;0;0;0;21;508.23;116.84;48.04;65.26;111.33;28.68;44.85;10.35;70.73;25.71;771.2;263;265.41;117;151;262;2265;2039;753;143;223;5953;26;2;974;137;76;100;157;170;21;899;2486;8439;108.51;139.29;238.14;2136.15;1926.4;653.21;124.33;192.96;5518.99;26.65;2.87;916.31;125.16;67.33;97.54;152.25;162.58;20.86;855.99;2360.21;7879.2;12;;11;;1
HF-07;32107;LILLE MÉTROPOLE FLANDRE INTÉRIEURE;2252;806;309;3367;125202;41986;20472;187660;630848;177187;79880;887915;283;212;50;545;53560;46504;8922;108986;58;19;60;137;46;19;60;125;1024;219;577;1820;23;28;20;71;1807;1398;2909;6114;0;;0;;;;3841;838;2452;7104;4988;1058;2939;8916;799;7134;224432;17008;57;458;203;133627;95;3901;44186;1750;15793274;3932638;17;153197;15;72632;6;7137;2;10616;5;7140;1;91;41;297290;6;7503;25;111;12;10;6;10;2;6;0;0;0;140;22;2;22;3;1;180;27;24;92986;10599;5164;3228;36282;1067;;;;;;;;;1552;193;121;274;401;117;75;89;202;130;2449;193;171;;15;13;;;;0;0;206;1166.99;133.12;106.95;219.72;302.98;94.85;60.27;30.07;164.54;99.06;1823.91;1102;1188.53;376;306;1066;4743;4777;1202;267;485;13222;78;6;2388;225;124;192;628;402;38;3029;6986;20208;326.64;308.57;972.81;4482.42;4532.73;1142.41;192.92;394.21;12352.71;76.09;7.09;2204.7;188.23;110.42;170.05;600.84;376.93;39.11;2866.79;6529.83;18882.54;25;9;15;;1
HF-08;32108;LITTORAL NORD;489;138;60;687;32003;8545;3904;44452;146741;36502;13981;197224;72;34;6;112;6876;8058;1238;16172;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;306;2726;70103;23768;82;80;66;26524;;;;;2115744;108313;4;39580;4;20117;1;0;1;190;;;1;106;5;89766;1;1229;3;15;2;2;2;1;1;0;;0;;18;5;;3;3;;29;5;;15716;1999;759;695;7982;221;;;;;;;;;264;38;37;35;68;17;2;1;35;5;375;27;0;0;2;2;0;;;0;0;29;219.11;25.09;33.63;31.62;57.3;16.79;1.8;1;32.65;4.44;316.3;94;120.75;65;71;147;1009;854;301;32;114;2593;11;3;426;54;31;50;76;75;29;391;1115;3708;60.49;70.74;131.34;962.82;822;284.92;27.18;98.7;2458.19;10.6;3;411.17;49.59;28.38;47.36;70.44;73.88;28.48;381.75;1076.27;3534.46;4;;4;;
HF-09;32109;LITTORAL SUD;527;138;72;737;30035;8114;4524;42673;155768;35355;18683;209806;76;53;9;138;8252;9716;1187;19155;212;10;;222;176;5;;181;1872;575;;2447;35;65;;100;3784;7821;;11605;;2;2;;3;3;5889;6354;;12243;6713;7041;;13754;176;1523;52719;8304;20;81;45;30272;;;;;2635705;127331;5;52334;6;35418;2;7399;2;8426;2;7292;1;100;9;102050;2;1218;3;18;1;2;2;2;1;2;0;;;24;4;0;3;;;26;;;17210;2336;895;504;7927;270;;;;;;;;;304;21;37;31;91;40;37;12;24;28;496;1;;;;;;;;;;1;250.39;18.3;32.3;25.06;82.66;37.57;28.91;8.44;21.52;22.72;414.64;150;122.13;83;68;209;1346;1177;416;74;120;3493;10;1;470;99;22;50;73;109;6;494;1312;4805;73.65;66.52;189.36;1248.94;1083;386.31;63.7;97.83;3209.31;9.64;1.2;438.74;85.83;18.5;44.56;69.95;101.85;6;445.89;1203.66;4412.97;3;;2;1;
HF-10;32110;OISE OUEST ET VEXIN;331;71;43;445;16773;3810;2785;23368;108641;17816;11195;137652;31;21;3;55;2857;3895;901;7653;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;92;1104;31224;0;;276;175;94737;35;537;12071;426;1828074;556780;3;33174;3;14330;2;8328;1;2070;2;3056;;;8;74769;1;;2;10;3;1;1;;;3;1;;;14;5;;2;2;;18;18;;8514;1445;806;45;3651;18;;;;;;;;;208;37;47;22;49;14;;0;14;13;284;3;0;0;0;2;0;;0;0;0;5;168.41;27.03;37.74;19.61;40.8;11.43;;0.65;13.25;17.53;240.64;99;123.29;40;41;71;585;598;247;22;36;1640;9;1;367;24;14;38;60;59;5;387;950;2590;37.39;37.06;66.24;555.5;564.57;237.97;17.24;28.1;1544.07;7.55;0.8;350.31;16.89;9.49;34.46;56.73;55.66;5;371.88;899.28;2443.35;5;;4;;1
HF-11;32111;OISE SUD;295;46;50;391;13343;2985;4080;20408;91150;11653;13866;116669;19;23;5;47;2369;4255;1011;7635;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;71;714;23689;0;;103;60;36539;;;;;1013636;159057;3;14167;4;7539;;;;;1;201;1;153;6;33762;1;1536;2;5;2;1;;1;;1;;;;8;2;;2;;;20;;;6323;1986;1044;79;4185;36;;;;;;;;;181;46;8;20;45;18;;;12;7;245;7;;;;3;;;;;;10;147.95;32.09;6.21;18.64;38.24;15.16;;;10.53;7.53;204.25;91;81.67;45;27;70;554;542;251;19;23;1531;8;2;249;15;9;19;54;18;5;210;580;2111;42.32;28.06;70.17;535.38;536.91;240.18;16.59;18.56;1488.17;6.6;2;234.74;12.19;8.73;19.23;52.1;19.98;4.94;198.63;550.41;2038.58;3;;3;;
HF-12;32112;OISE NORD EST (ONE);336;74;24;434;14172;4192;2215;20579;107062;16998;8636;132696;47;13;1;61;1923;3475;378;5776;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;81;943;21262;2111;3;150;98;50311;33;472;8143;240;1183397;170975;3;22849;1;5736;;;;;1;372;;;5;49747;1;1339;2;5;5;1;1;2;2;1;1;;;9;9;3;1;;;12;;;7619;1270;951;288;3696;23;;;;;;;;;145;14;2;15;32;10;;;14;7;198;;;;;;;;;;;;111.87;10.35;0.52;15.61;27.67;7.57;;;12.15;5.58;157.27;71;65.33;34;27;35;453;549;175;18;34;1325;11;1;229;19;12;32;45;25;4;247;613;1938;31.63;28.09;34.69;410.73;522.84;164.71;13.04;24.64;1230.37;10.94;1;212.31;14.15;7.96;25.35;45.48;26.03;3.14;237.56;575.96;1806.33;4;;3;;1
HF-13;32113;PSY NORD PAS DE CALAIS;;;;;;;;;;;;;;;;;;;;;926;32;0;958;754;26;0;780;12655;479;;13134;333;178;;511;45736;16896;;62632;21;0;21;530;;530;55838;19093;2209;76012;65508;19797;2237;86248;15;140;4245;0;;;;;;;;;;;;;;;;;;;;;;;2;923;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;50;42;;;;;216;2;15;7;290;;;;;;;;;;;;33.31;30.8;;;;;183.9;0.4;13.61;6.6;237.82;55;84.04;;155;28;2073;344;348;276;169;3393;17;4;592;274;112;27;1;1;;583;1499;4892;;151.63;20.45;1963.59;335.85;352.79;240.8;149.11;3214.22;18.37;4;554.06;236.66;99.06;26.28;1;1;;561;1402.37;4616.59;5;;;5;
HF-14;32114;SOMME LITTORAL SUD;1198;402;119;1719;59796;22854;8347;90997;362917;100330;27897;491144;130;64;6;200;19518;15037;2619;37174;301;17;0;318;301;17;0;318;3772;190;0;3962;133;65;7;205;19580;5534;1554;26668;0;0;0;0;0;0;10180;3134;888;13914;12461;3330;929;16349;503;4298;125982;13392;74;436;245;103943;85;964;31179;704;6663454;575418;9;100024;7;30346;3;5583;2;3926;4;5060;2;540;28;199293;5;6943;9;37;8;4;2;4;1;14;1;0;0;60;12;9;6;2;4;70;20;12;54173;3695;2723;2354;25405;352;;;;;;;;;776;153;41;108;174;35;75;6;97;57;1185;22;1;0;0;0;0;0;0;0;3;25;573.56;113.9;35.73;90.41;119.21;27.29;61.84;0.95;87.6;40.74;883.9;589;623.65;118;193;337;2704;2091;775;149;223;6590;35;7;1436;180;88;112;262;202;28;1440;3702;10292;101.12;184.11;315.65;2560.45;1971.01;745.75;133.15;188.24;6199.48;31.57;7.55;1348.59;159.45;79.14;100.1;250.45;184.32;25.14;1355.37;3462.54;9662.02;16;4;10;1;1
HF-15;32115;CAMBRÉSIS;248;64;34;346;14463;3204;1435;19102;79165;18547;4309;102021;22;24;2;48;3414;5417;264;9095;99;12;;111;90;8;;98;675;328;;1003;15;16;;31;3020;2722;;5742;;1;1;;1;1;3160;2326;;5541;3633;2412;;6122;65;633;16959;0;;58;62;16820;;;;;817532;34600;1;9676;1;3283;;;;;;;;;3;31875;;;2;3;;2;1;;;;;;;5;1;2;2;1;1;15;11;8;6690;569;106;6;5369;94;;;;;;;;;144;23;17;27;40;9;18;;10;8;220;;;;;;;;;;;;93.95;18.7;10.8;14.8;22.88;5.25;10.71;;8.03;6;141.57;31;42.09;30;40;37;511;407;76;32;34;1167;4;;214;30;15;18;28;17;4;208;523;1690;25.43;35.67;35.84;493.35;386.81;71.5;26.55;23.6;1098.75;3.39;;188.12;26.38;12.48;16.11;24.58;17.44;3.67;180.25;459.94;1558.69;2;;2;;
IDF-01;11101;77 NORD;743;155;110;1008;39709;8003;9358;57070;220610;41000;33983;295593;101;38;3;142;12165;7040;2647;21852;276;;;276;238;;;238;3521;;;3521;143;68;;211;16542;7252;;23794;10;;10;146;;146;9307;5236;;14464;10110;5288;;15314;61;428;21863;0;;88;57;27031;;;;;2572008;348779;5;53061;4;16638;;;;;3;764;;;13;95968;;;3;19;2;3;3;4;0;5;0;0;0;32;5;0;4;3;0;43;36;0;16811;5616;3074;615;10733;244;;;;;;;;;520;48;89;81;138;50;80;;26;41;805;7;;;;2;1;;;;;9;387.96;40.45;69.72;60.73;102.7;38.78;65.92;;22.95;33.69;613.22;;216.54;84;72;121;1355;984;428;148;95;3287;12;1;540;104;43;49;108;75;17;447;1353;4640;79.63;66.96;113.46;1275.68;892.98;382.7;102.84;74.24;2988.49;8.51;1.17;492.51;88.92;38.2;45.2;103.97;71.42;14.37;434.23;1260.3;4248.79;4;;3;;1
IDF-02;11102;77 SUD;642;82;110;834;28306;5331;8870;42507;191677;21986;29676;243339;86;42;5;133;5068;7027;329;12424;146;;;146;115;;;115;2128;;;2128;47;51;;98;1602;5048;;6650;;;;;;;3236;1316;;4472;4464;1395;18;5777;210;1725;57965;522;2;92;40;31230;80;412;20738;289;1648226;344565;3;17639;3;7598;;;;;3;3042;;;10;52591;;;6;10;3;4;3;0;0;6;0;3;0;23;6;7;5;2;2;29;19;19;11735;3853;52;129;9134;11;;;;;;;;;419;66;85;50;87;34;34;2;25;24;591;;;;;;;;;;;;341.92;50.89;73.63;41.47;60.22;25.52;31.29;2;20.92;23.08;479.43;113;158.71;91;58;88;1089;989;316;76;82;2789;14;2;515;56;15;49;82;53;11;258;1040;3829;89.08;57.05;88.32;1083.14;968.01;311.33;73.08;71.47;2741.48;11.6;2;504.4;50.19;13.47;47.55;80.28;53.35;8.68;255.82;1013.87;3755.35;5;;5;;
IDF-03;11103;YVELINES NORD;549;133;141;823;24970;6120;10678;41768;159897;25715;40482;226094;60;47;5;112;8529;7669;1546;17744;284;54;0;338;261;54;0;315;3864;316;0;4180;132;173;0;305;19008;22573;0;41581;1;2;3;7;0;7;7644;5781;0;13108;9621;6263;0;15890;205;889;41823;6154;30;172;69;46877;;;;;3826229;465011;5;36023;4;11546;;;;;3;1883;;;12;84796;2;991;8;23;2;4;3;2;0;5;1;0;0;34;6;6;5;2;1;48;15;10;18536;6677;1018;179;6186;110;;;;;;;;;458;108;25;57;130;44;88;2;31;39;748;;;;;;;;;;;;383.22;94.46;22.57;46.36;103.69;38.14;73.97;0.97;28.99;36.81;627.65;186;248.89;139;100;176;1473;1246;423;183;148;3888;18;9;760;168;66;62;146;73;8;607;1851;5739;134.8;92.61;166.14;1389.06;1192.35;408.77;145.6;121.98;3651.31;18.13;7.17;707.24;154.46;62.85;59.35;144.78;76.18;9.34;588.14;1764.79;5416.1;8;;5;2;1
IDF-04;11104;YVELINES SUD;588;102;75;765;27345;5074;5834;38253;156616;21321;21246;199183;47;26;4;77;9829;5176;1410;16415;183;12;;195;177;12;;189;2474;108;;2582;89;87;;176;13808;10839;;24647;5;;5;0;;0;9588;3738;1712;14782;11238;4138;1712;16124;424;2526;97913;21841;95;136;77;34604;;;;;649136;204257;5;49595;4;15729;2;3143;1;3143;1;;;;17;25343;2;;3;10;2;2;1;1;0;4;0;0;0;17;3;;3;1;0;24;2;0;10750;3859;1269;196;5824;63;;;;;;;;;509;103;58;58;102;38;119;2;49;21;802;5;;;;2;;;1;;;8;404.42;77.23;37.14;53.01;78.6;30.95;97.08;1.06;39.52;18.43;639.11;183;202.04;105;131;152;1260;1176;457;188;237;3706;43;4;766;130;55;73;112;52;17;556;1753;5459;90.34;106.81;137.82;1245.74;1169.74;462.48;131.52;191.95;3536.4;29.73;2.89;703.41;120.23;50.63;62.83;104.91;47.62;14.6;545.89;1632.11;5168.51;9;;9;;
IDF-05;11105;NORD ESSONNE;327;59;61;447;15995;3297;4537;23829;97288;17099;16065;130452;15;14;2;31;3219;2877;2051;8147;77;8;;85;77;8;;85;809;80;;889;52;18;;70;9194;3136;;12330;;;;;;;3441;1206;;4647;3601;1254;;4855;86;571;27613;695;6;;;;;;;;1892498;59536;3;24062;3;4256;;;;;;;;;6;60141;;;2;7;;2;1;;;2;;;;11;1;;2;1;;15;10;;5738;2649;102;17;3782;25;;;;;;;;;228;19;41;34;58;22;28;;10;15;339;;;;;;;;;;;;192.35;16.03;37.52;32.34;45.14;18.14;26.88;;9.4;13.64;287.41;10;112.34;47;48;52;568;527;121;61;63;1487;9;1;313;40;27;26;53;27;9;201;679;2166;46.98;48.12;48.69;554.04;520.45;117.05;48.92;53.47;1437.72;9.65;1;303.46;37.64;26.68;24.41;49.65;25.73;9;197.78;658.32;2096.04;5;;5;;
IDF-06;11106;ILE DE FRANCE SUD;769;173;137;1079;36582;9985;10691;57258;218262;39148;40922;298332;93;62;0;155;12576;3991;1219;17347;201;12;;213;100;;;100;1342;;;1342;39;10;25;74;4526;749;4281;9556;;;;;;;4368;1065;6689;12112;4692;1065;6689;12446;108;1058;33496;9315;36;74;10;26052;;;;;4079120;477186;4;36508;3;12801;2;3431;1;3202;2;3580;;;8;63478;3;2807;8;15;2;5;2;6;1;2;1;2;;30;6;10;5;3;5;33;20;22;15418;5741;1857;1011;8466;105;;;;;;;;;484;77;62;55;121;39;37;7;29;28;706;24;;;;10;3;;;;;34;418.01;69.34;49.97;51.34;94.44;28.98;35.05;6.75;26.41;23.72;604.38;215;245.53;128;101;176;1425;1244;481;85;82;3722;24;3;719;64;40;74;126;92;22;465;1589;5311;111.39;94.93;154.52;1345.04;1199.42;458.88;61.55;63.51;3489.24;16.15;2;660.65;64.18;39.1;65.73;120.43;87.35;19.01;421.76;1457.26;4946.5;4;;4;;
IDF-07;11107;HAUTS-DE-SEINE;349;24;75;448;13783;1011;5775;20569;89415;3905;21728;115048;23;9;11;43;3337;1585;2264;7186;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;299;2617;93228;16373;70;343;146;99220;;;;;1070233;355199;2;18027;2;18493;;;;;1;1945;;;8;20821;;;2;7;;2;2;;;1;;1;1;11;3;;4;1;;21;7;;3627;3583;26;0;2613;27;;;;;;;;;294;42;43;36;82;49;3;;17;17;413;0;0;0;0;1;1;;;0;0;1;177.16;32.72;14.59;16.9;46.69;28.07;2.1;;14.74;11.28;251.97;18;55.84;97;57;83;501;860;342;40;95;2075;24;5;331;45;19;38;34;38;8;219;742;2817;86.17;50.93;55.31;409.58;757.39;297.72;33.33;76.26;1766.69;18.9;5.4;298.24;34.24;18.12;30.8;33.55;28.75;5.85;192.87;648.6;2415.29;8;;8;;
IDF-08;11108;93/95;593;99;122;814;27509;6442;11828;45779;173123;24934;41550;239607;47;37;25;109;7143;5171;2065;14379;103;8;;111;91;8;;99;847;76;;923;42;52;;94;5754;5783;;11537;3;0;3;573;0;573;2592;5603;;7699;3210;5743;;8913;184;1666;61377;13994;43;220;73;72133;20;83;4900;75;3519315;271130;4;35299;3;14105;;;;;1;2450;;;8;95045;1;1398;3;11;3;3;2;2;2;7;0;1;0;24;7;2;3;2;0;41;11;0;11602;4770;639;24;5893;36;;;;;;;;;441;107;35;52;139;33;46;1;8;124;759;;;;;;;;;;;;315.59;69.45;26.18;33.83;82.47;26.2;25.54;0.3;6.07;176.07;606.04;275;282.34;112;85;130;1127;1217;452;201;157;3481;24;1;590;106;50;22;103;72;22;530;1470;4951;94.86;87.17;114.15;1010.48;1122.17;413.53;146.71;135.26;3124.33;19.76;1;543.5;97.09;46.34;20.22;100.33;66.08;20.12;503.4;1371.5;4495.83;4;;3;;1
IDF-09;11109;93 EST;701;147;169;1017;35053;6371;12576;54000;216277;34045;45910;296232;64;43;7;114;6613;11641;849;19103;95;18;;113;74;8;;82;766;80;;846;65;35;1;101;7776;6079;1;13856;;;;;;;2912;3263;;6175;3500;3400;;6900;153;670;27288;9803;35;41;46;15324;20;256;6137;180;3478130;118400;5;55381;6;23934;2;2595;;;1;2896;;;12;112284;3;6015;7;17;2;4;3;3;0;10;0;;;34;5;4;4;4;1;37;37;4;16281;5268;3136;146;9433;110;;;;;;;;;501;103;23;72;149;40;51;5;40;26;772;12;;;;6;;;;;;18;432.73;89.35;16.07;70.76;115.06;33.09;46.15;1.85;34.9;22.23;652.92;331;344.79;119;91;125;1215;1129;339;118;106;3242;;;677;89;38;49;140;58;10;428;1451;4693;112.2;89.25;116.65;1182.7;1116.56;340.6;103.21;95.64;3156.81;;;659.66;83.46;37.75;47.47;132.8;61.49;10.43;404.04;1399.35;4556.16;4;;4;;
IDF-10;11210;94 NORD;24;;48;72;511;0;4662;5173;5705;0;14809;20514;2;;2;4;265;0;541;806;433;7;;440;321;;;321;4409;0;;4409;228;45;;273;34740;6993;;41733;1;;1;134;0;134;14347;4687;;18985;17735;4866;;22531;249;2052;64440;39670;154;43;14;13508;;;;;;;;;;;;;;;;;;;3;11165;;;1;1;1;1;1;;;1;;;;3;2;;1;;;4;;;228;2780;0;1;180;16;;;;;;;;;105;21;;8;18;10;148;1;13;6;291;0;0;;0;0;0;0;0;0;0;0;87.8;17.38;;7.85;14.53;11.83;125.93;0.4;12.55;6.98;248.19;;41.12;55;70;27;670;502;350;169;216;2059;10;1;317;165;76;17;3;4;3;280;800;2859;50.42;67.12;22.14;649.61;479.07;339.89;136.2;190.23;1934.68;9.92;1;300.36;154.5;72.67;16.36;2.86;4;3;278.09;770.09;2704.77;3;;1;1;1
IDF-11;11111;94 EST;533;134;150;817;25937;8886;9591;44414;150050;31174;40376;221600;78;50;6;134;10830;11832;1456;24118;;;;;;;;;;;;;;51;;51;;5602;;5602;;;;;;;;3956;;3956;;4128;;4128;72;501;17605;0;;46;12;16790;;;;;3541982;454828;3;53174;3;18999;;;;;1;5559;;;9;94375;2;3471;5;20;2;2;2;1;0;3;0;0;0;26;4;0;3;2;0;33;18;0;21044;5097;725;32;9923;58;;;;;;;;;412;43;53;57;160;38;30;;19;21;642;0;0;0;0;0;0;0;;0;0;0;347.76;35.33;51.97;53.79;111.11;34.47;30.13;;19.24;25.13;533.37;300;271.15;106;53;150;979;969;197;71;95;2620;11;2;550;60;32;39;126;83;5;452;1328;3948;106.39;51.81;143.69;922.37;944.59;192.49;51.63;69.88;2482.85;11.09;2;527.2;50.91;27.18;30.2;125.02;76.92;6.28;429.49;1259.11;3741.96;3;;2;;1
IDF-12;11212;PSY SUD PARIS;4;;;4;14;0;0;14;192;0;0;192;7;;;7;1134;0;0;1134;610;95;47;752;472;81;47;600;3837;1565;298;5700;215;105;45;365;32891;11893;8949;53733;19;4;23;7341;0;7341;18058;6335;4146;28371;21547;6559;4248;32167;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13;9;;;;;154;1;9;3;180;;;;;;;;;;;;9.06;7.18;;;;;144.25;0.35;7.51;1.7;162.87;58;50.94;;75;9;688;467;261;179;131;1810;14;3;363;172;72;16;;2;3;323;896;2706;;70.89;7.76;668.11;456.43;262.91;140.48;106.6;1713.18;13.6;3.04;349.75;167.61;72.18;17.31;;1.61;3;323.66;879.58;2592.76;4;;;4;
IDF-13;11113;SUD VAL D'OISE NORD HAUTS-DE-SEINE;703;113;122;938;40405;5733;9884;56022;220605;29429;38062;288096;84;31;7;122;16346;5957;3123;25426;393;17;;410;341;17;;358;3083;335;;3418;214;50;;264;25393;10153;;35546;11;5;16;1320;192;1512;11776;4356;1578;17609;14837;4803;1578;21105;321;3018;96448;10991;38;190;56;51958;40;652;8051;568;3724726;258846;5;50598;5;13911;;;;;2;3781;;;13;107739;2;4013;4;17;3;5;3;4;0;5;0;2;0;34;6;;4;3;;39;15;;14651;5792;1852;320;10456;103;;;;;;;;;530;134;47;67;105;27;127;16;50;21;849;14;0;0;0;7;3;0;0;0;0;21;448.76;118.82;37.73;54.35;84.29;24.76;115.24;7.35;47.67;17.65;720.96;322;280.15;127;118;138;1586;1312;494;212;178;4165;23;4;790;158;72;61;120;93;19;607;1875;6040;116.83;107.67;121.83;1543.59;1287.94;485.51;175.22;151.84;3990.43;22.46;3.1;748.55;142.7;65.5;62.01;116.25;88.02;17.18;591.44;1791.71;5782.14;6;;4;2;
IDF-14;11114;NORD OUEST VAL D'OISE;465;90;106;661;21008;5956;7108;34072;126699;26306;30017;183022;29;20;4;53;6168;5582;2004;13754;150;0;;150;109;0;;109;879;0;;879;44;29;;73;4427;3674;;8101;1;;1;51;;51;3768;1492;0;5239;5088;1973;107;7096;266;2656;68429;4417;43;40;14;14891;;;;;1950468;37600;3;24247;2;8421;3;3450;1;6928;1;978;;;16;67988;1;65;3;17;1;3;2;2;;7;;1;;30;3;5;3;2;1;38;8;7;13217;4551;1503;550;6676;85;;;;;;;;;396;92;50;50;107;28;44;8;18;21;594;;;;;;;;;;;;303.73;67.21;51.86;39.58;70.08;21.63;33.9;3.5;15.78;17.75;444.74;158;161.05;82;72;127;1136;835;485;75;103;2915;9;1;548;69;36;48;91;49;5;417;1237;4152;80.91;68.71;119.74;1092.64;808.32;482.45;57.94;92.03;2802.74;8.73;1.74;510.49;61.45;33.22;42.76;90.42;47.36;5;411.61;1179.56;3982.3;7;;7;;
