BOR;AN;FI;FI_EJ;DISCI;DIREC;DIRSOIN;ADMIN;ADMTO;CADRE;INFNS;INFSP;AIDES;ASHAU;PSYCH;SAGFE;REEDU;SOITO;EDUCS;ASSIS;EDUTO;PHLAB;TECHN;ETPPNM
Q24;2023;620000653;620103440;2000;;;147.71;147.71;18.73;625.76;76.64;478.87;173.43;24.81;22.54;47.58;1468.36;11.9;10.89;22.79;128.76;26.02;1793.64
Q24;2023;620000653;620103440;2100;;;135.8;135.8;15.09;482.92;76.64;393.74;122.94;15.93;22.54;25.58;1155.38;4.25;7.09;11.34;128.76;20.24;1451.52
Q24;2023;620000653;620103440;2200;;;9.53;9.53;1.68;102.03;;0;24.95;7.57;;6.65;142.88;1.06;2.15;3.21;;5.78;161.4
Q24;2023;620000653;620103440;2400;;;2.38;2.38;1.12;34.01;;53.21;12.56;1.31;;15.35;117.56;5.53;1.65;7.18;;0;127.12
Q24;2023;620000653;620103440;2500;;;0;0;0.84;6.8;;31.92;12.98;;;0;52.54;1.06;;1.06;;0;53.6
Q24;2023;620000653;620103440;9999;4.94;0.2;238.24;243.38;27.95;680.17;82.41;532.08;212.73;26.12;22.95;51.16;1635.57;21.27;16.5;37.77;134.12;289.18;2340.02
Q24;2023;620001834;620001834;2000;1.84;;7.03;8.87;2.45;52.63;1.97;14.48;;2.31;;0.96;74.8;3.33;2.97;6.3;1.42;3.71;95.1
Q24;2023;620001834;620001834;2200;1.84;;7.03;8.87;2.45;52.63;1.97;14.48;;2.31;;0.96;74.8;3.33;2.97;6.3;1.42;3.71;95.1
Q24;2023;620001834;620001834;9999;1.84;;7.03;8.87;2.45;52.63;1.97;14.48;;2.31;;0.96;74.8;3.33;2.97;6.3;1.42;3.71;95.1
Q24;2023;620002154;620112607;1000;0.7;;12.05;12.75;1.2;1.34;;0.82;0.5;;;1;4.86;2.08;1;3.08;1.04;20.81;42.54
Q24;2023;620002154;620112607;2000;;;5.85;5.85;5.09;48.43;0.75;26.66;1.48;15.48;;12.24;110.13;21.48;1;22.48;;;138.46
Q24;2023;620002154;620112607;2200;;;5.85;5.85;5.09;48.43;0.75;26.66;1.48;15.48;;12.24;110.13;21.48;1;22.48;;;138.46
Q24;2023;620002154;620112607;9999;0.7;;17.9;18.6;6.29;49.77;0.75;27.48;1.98;15.48;;13.24;114.99;23.56;2;25.56;1.04;20.81;181
Q24;2023;620003202;620103432;1000;4.23;1.25;70.39;75.87;28.31;23.48;3.71;24.4;63.72;;1.08;2.99;147.69;;3.03;3.03;4;101.1;331.69
Q24;2023;620003202;620103432;2000;;;45.97;45.97;10.04;228.64;37.22;178.04;9.05;7.6;15.35;12.15;498.09;1.2;2.37;3.57;50;13.93;611.56
Q24;2023;620003202;620103432;2100;;;42.37;42.37;8.58;157.39;37.22;146.88;3.46;4.78;15.35;10.01;383.67;1;;1;49;12.22;488.26
Q24;2023;620003202;620103432;2200;;;2.48;2.48;1.46;59.19;;10.02;5.59;2.82;;1.8;80.88;;2.37;2.37;;1.71;87.44
Q24;2023;620003202;620103432;2400;;;1.12;1.12;;12.06;;21.14;;;;0.34;33.54;0.2;;0.2;1;;35.86
Q24;2023;620003202;620103432;9999;4.23;1.25;116.36;121.84;38.35;252.12;40.93;202.44;72.77;7.6;16.43;15.14;645.78;1.2;5.4;6.6;54;115.03;943.25
Q24;2023;620003350;620001834;1000;14.38;;97.58;111.96;;;;;;;;;;;;;;131.52;243.48
Q24;2023;620003350;620001834;2000;;;;;9.56;102.2;1;120.3;49.5;2.94;;11.52;297.02;6.5;5.19;11.69;14.94;0.68;324.33
Q24;2023;620003350;620001834;2100;;;;;6.91;65.6;1;52.93;29.69;2.43;;8.87;167.43;2;3.13;5.13;14.51;;187.07
Q24;2023;620003350;620001834;2400;;;;;1.67;24.24;;36.09;13.37;0.31;;1.84;77.52;4.12;1.66;5.78;;;83.3
Q24;2023;620003350;620001834;2500;;;;;0.98;12.36;;31.28;6.44;0.2;;0.81;52.07;0.38;0.4;0.78;0.43;0.68;53.96
Q24;2023;620003350;620001834;9999;14.38;;97.58;111.96;9.56;102.2;1;120.3;49.5;2.94;;11.52;297.02;6.5;5.19;11.69;14.94;132.2;567.81
Q24;2023;620003376;620001834;1000;;;69.05;69.05;;;;;;;;;;;;;;;69.05
Q24;2023;620003376;620001834;2000;1.47;0.97;;2.44;10.18;154.04;29.55;95.11;57.79;1.98;;6.07;354.72;;1.8;1.8;19.01;9.77;387.74
Q24;2023;620003376;620001834;2100;1.47;0.97;;2.44;10.18;154.04;29.55;95.11;57.79;1.98;;6.07;354.72;;1.8;1.8;19.01;9.77;387.74
Q24;2023;620003376;620001834;9999;1.47;0.97;69.05;71.49;10.18;154.04;29.55;95.11;57.79;1.98;;6.07;354.72;;1.8;1.8;19.01;9.77;456.79
Q24;2023;620003822;620003814;1000;1.06;0.97;8.34;10.37;0.03;;;;;;;0.62;0.65;;2.64;2.64;;5.73;19.39
Q24;2023;620003822;620003814;2000;;;4.75;4.75;7.01;38.93;;48.82;8.68;3.31;;35.97;142.72;3.09;;3.09;3.8;4.42;158.78
Q24;2023;620003822;620003814;2400;;;4.75;4.75;7.01;38.93;;48.82;8.68;3.31;;35.97;142.72;3.09;;3.09;3.8;4.42;158.78
Q24;2023;620003822;620003814;9999;1.06;0.97;13.09;15.12;7.04;38.93;;48.82;8.68;3.31;;36.59;143.37;3.09;2.64;5.73;3.8;10.15;178.17
Q24;2023;620003889;590799995;2000;1;;9.5;10.5;5;60.8;;17.8;;0.8;;;84.4;;1.5;1.5;1;;97.4
Q24;2023;620003889;590799995;2300;1;;9.5;10.5;5;60.8;;17.8;;0.8;;;84.4;;1.5;1.5;1;;97.4
Q24;2023;620003889;590799995;9999;1;;9.5;10.5;5;60.8;;17.8;;0.8;;;84.4;;1.5;1.5;1;;97.4
Q24;2023;620006049;620000331;1000;0.61;;32.1;32.71;;;;;;;;;;;;;;;32.71
Q24;2023;620006049;620000331;2000;;1;;1;4;64.45;3.22;23.05;33.9;;;2.18;130.8;;;;3.78;2.98;138.56
Q24;2023;620006049;620000331;2100;;1;;1;4;63.27;3.22;22.9;33.81;;;0.96;128.16;;;;3.78;2.98;135.92
Q24;2023;620006049;620000331;2400;;;;;0;1.18;;0.15;0.09;;;1.22;2.64;;;;;;2.64
Q24;2023;620006049;620000331;9999;0.61;1;32.1;33.71;4;64.45;3.22;23.05;33.9;;;2.18;130.8;;;;3.78;2.98;171.27
Q24;2023;620010348;590024469;2000;1.25;;6.8;8.05;7.08;38.8;;32.03;;0.76;;;78.67;;1.8;1.8;;1;89.52
Q24;2023;620010348;590024469;2300;1.25;;6.8;8.05;7.08;38.8;;32.03;;0.76;;;78.67;;1.8;1.8;;1;89.52
Q24;2023;620010348;590024469;9999;1.25;;6.8;8.05;7.08;38.8;;32.03;;0.76;;;78.67;;1.8;1.8;;1;89.52
Q24;2023;620010389;590799995;2000;1;;13.5;14.5;5;58.7;0.5;17.5;;0.8;;;82.5;;1.8;1.8;1;;99.8
Q24;2023;620010389;590799995;2300;1;;13.5;14.5;5;58.7;0.5;17.5;;0.8;;;82.5;;1.8;1.8;1;;99.8
Q24;2023;620010389;590799995;9999;1;;13.5;14.5;5;58.7;0.5;17.5;;0.8;;;82.5;;1.8;1.8;1;;99.8
Q24;2023;620012948;620000265;2000;;1;1.6;2.6;;20.06;;20.8;6.06;1.7;;1.25;49.87;;2.1;2.1;;1;55.57
Q24;2023;620012948;620000265;2400;;1;1.6;2.6;;20.06;;20.8;6.06;1.7;;1.25;49.87;;2.1;2.1;;1;55.57
Q24;2023;620012948;620000265;9999;;1;1.6;2.6;;20.06;;20.8;6.06;1.7;;1.25;49.87;;2.1;2.1;;1;55.57
Q24;2023;620013649;620013599;2000;1;;10.93;11.93;8.64;18.15;;22.3;;0.97;;;50.06;;1.8;1.8;0.9;1;65.69
Q24;2023;620013649;620013599;2300;1;;10.93;11.93;8.64;18.15;;22.3;;0.97;;;50.06;;1.8;1.8;0.9;1;65.69
Q24;2023;620013649;620013599;9999;1;;10.93;11.93;8.64;18.15;;22.3;;0.97;;;50.06;;1.8;1.8;0.9;1;65.69
Q24;2023;620018143;620100057;2000;;;3;3;;22.16;1.8;2.12;3;2.86;;1.04;32.98;5.9;;5.9;;0.49;42.37
Q24;2023;620018143;620100057;2200;;;3;3;;22.16;1.8;2.12;3;2.86;;1.04;32.98;5.9;;5.9;;0.49;42.37
Q24;2023;620018143;620100057;9999;;;3;3;;22.16;1.8;2.12;3;2.86;;1.04;32.98;5.9;;5.9;;0.49;42.37
Q24;2023;620018705;620112581;2000;;;;;;1;;;;;;;1;;;;;;1
Q24;2023;620018705;620112581;2100;;;;;;1;;;;;;;1;;;;;;1
Q24;2023;620018705;620112581;9999;;;;;;1;;;;;;;1;;;;;;1
Q24;2023;620020636;620112581;2000;;;;;;4;;;0.69;;;;4.69;;;;;;4.69
Q24;2023;620020636;620112581;2100;;;;;;4;;;0.69;;;;4.69;;;;;;4.69
Q24;2023;620020636;620112581;9999;;;;;;4;;;0.69;;;;4.69;;;;;;4.69
Q24;2023;620024208;620002352;2000;1;1;2;4;0.5;21.2;;3.83;4.97;;;;30.5;;;;;1.06;35.56
Q24;2023;620024208;620002352;2100;1;1;2;4;0.5;21.2;;3.83;4.97;;;;30.5;;;;;1.06;35.56
Q24;2023;620024208;620002352;9999;1;1;2;4;0.5;21.2;;3.83;4.97;;;;30.5;;;;;1.06;35.56
Q24;2023;620024349;920030269;2000;6.95;;21.88;28.83;7.18;65.53;;44.75;17.59;10.5;;4.81;150.36;4.16;1.49;5.65;;27.3;212.14
Q24;2023;620024349;920030269;2200;6.95;;21.88;28.83;7.18;65.53;;44.75;17.59;10.5;;4.81;150.36;4.16;1.49;5.65;;27.3;212.14
Q24;2023;620024349;920030269;9999;6.95;;21.88;28.83;7.18;65.53;;44.75;17.59;10.5;;4.81;150.36;4.16;1.49;5.65;;27.3;212.14
Q24;2023;620025346;620001834;1000;;;59.24;59.24;;;;;;;;;;;;;;13.81;73.05
Q24;2023;620025346;620001834;2000;1.5;;0.5;2;7.54;124.67;24.62;106.76;48.79;1.09;17.71;5.31;336.49;;2.68;2.68;6.19;;347.36
Q24;2023;620025346;620001834;2100;1.5;;;1.5;7.06;115.22;24.62;95.55;48.26;1.09;17.71;3.82;313.33;;2.68;2.68;6.19;;323.7
Q24;2023;620025346;620001834;2400;;;0.5;0.5;0.48;9.45;;11.21;0.53;;;1.49;23.16;;;;;;23.66
Q24;2023;620025346;620001834;9999;1.5;;59.74;61.24;7.54;124.67;24.62;106.76;48.79;1.09;17.71;5.31;336.49;;2.68;2.68;6.19;13.81;420.41
Q24;2023;620025494;620112581;2000;;;;;;8.2;;2;1.71;;;;11.91;;;;;;11.91
Q24;2023;620025494;620112581;2100;;;;;;8.2;;2;1.71;;;;11.91;;;;;;11.91
Q24;2023;620025494;620112581;9999;;;;;;8.2;;2;1.71;;;;11.91;;;;;;11.91
Q24;2023;620026252;620100685;1000;;;0.33;0.33;;1.65;;0.53;;;;0.06;2.24;;;;;0;2.57
Q24;2023;620026252;620100685;2000;;;9.59;9.59;5.79;102.33;;17.27;7.16;4.83;;2.81;140.19;;;;;2;151.78
Q24;2023;620026252;620100685;2200;;;9.59;9.59;5.79;102.33;;17.27;7.16;4.83;;2.81;140.19;;;;;2;151.78
Q24;2023;620026252;620100685;9999;;;9.92;9.92;5.79;103.98;;17.8;7.16;4.83;;2.87;142.43;;;;;2;154.35
Q24;2023;620026401;620024158;2000;;;8;8;1.5;16.8;;17.4;;1.4;;21.7;58.8;1.5;1;2.5;;0.6;69.9
Q24;2023;620026401;620024158;2400;;;8;8;1.5;16.8;;17.4;;1.4;;21.7;58.8;1.5;1;2.5;;0.6;69.9
Q24;2023;620026401;620024158;9999;;;8;8;1.5;16.8;;17.4;;1.4;;21.7;58.8;1.5;1;2.5;;0.6;69.9
Q24;2023;620026690;620027839;1000;0.6;;10.6;11.2;;;;;;1.33;;;1.33;;;;18;;30.53
Q24;2023;620026690;620027839;9999;0.6;;10.6;11.2;;;;;;1.33;;;1.33;;;;18;;30.53
Q24;2023;620027664;620003814;1000;1;1.08;9.38;11.46;;3.55;;5;0.02;;;0.35;8.92;;7.96;7.96;;18.51;46.85
Q24;2023;620027664;620003814;2000;;;22.87;22.87;25.76;109.16;;172.52;35.81;9.94;;81.1;434.29;19.69;;19.69;13.01;2.44;492.3
Q24;2023;620027664;620003814;2400;;;22.87;22.87;25.76;109.16;;172.52;35.81;9.94;;81.1;434.29;19.69;;19.69;13.01;2.44;492.3
Q24;2023;620027664;620003814;9999;1;1.08;32.25;34.33;25.76;112.71;;177.52;35.83;9.94;;81.45;443.21;19.69;7.96;27.65;13.01;20.95;539.15
Q24;2023;620031096;620112581;2000;;;;;;4;;;0.77;;;;4.77;;;;;;4.77
Q24;2023;620031096;620112581;2100;;;;;;4;;;0.77;;;;4.77;;;;;;4.77
Q24;2023;620031096;620112581;9999;;;;;;4;;;0.77;;;;4.77;;;;;;4.77
Q24;2023;620032706;620112581;2000;;;;;;2;;;;;;;2;;;;;;2
Q24;2023;620032706;620112581;2100;;;;;;2;;;;;;;2;;;;;;2
Q24;2023;620032706;620112581;9999;;;;;;2;;;;;;;2;;;;;;2
Q24;2023;620033712;920030269;2000;;;1;1;0.77;8.18;;5.26;3.02;1.01;;2.52;20.76;1;1;2;;;23.76
Q24;2023;620033712;920030269;2400;;;1;1;0.77;8.18;;5.26;3.02;1.01;;2.52;20.76;1;1;2;;;23.76
Q24;2023;620033712;920030269;9999;;;1;1;0.77;8.18;;5.26;3.02;1.01;;2.52;20.76;1;1;2;;;23.76
Q24;2023;620033753;620103440;2000;;;;;;7.56;;4;;;;;11.56;;;;;;11.56
Q24;2023;620033753;620103440;2100;;;;;;7.56;;4;;;;;11.56;;;;;;11.56
Q24;2023;620033753;620103440;9999;;;;;;7.56;;4;;;;;11.56;;;;;;11.56
Q24;2023;620033829;620103440;2000;;;;;0.48;7.64;;8.84;;;;;16.96;;;;;;16.96
Q24;2023;620033829;620103440;2100;;;;;0.48;7.64;;8.84;;;;;16.96;;;;;;16.96
Q24;2023;620033829;620103440;9999;;;;;0.48;7.64;;8.84;;;;;16.96;;;;;;16.96
Q24;2023;620034058;620100057;2000;;;3.25;3.25;;23.7;;33.72;0.02;1.33;0.51;1.51;60.79;0.44;;0.44;1;;65.48
Q24;2023;620034058;620100057;2400;;;3.25;3.25;;23.7;;33.72;0.02;1.33;0.51;1.51;60.79;0.44;;0.44;1;;65.48
Q24;2023;620034058;620100057;9999;;;3.25;3.25;;23.7;;33.72;0.02;1.33;0.51;1.51;60.79;0.44;;0.44;1;;65.48
Q24;2023;620034926;690053335;2000;2;1;4;7;3;20.23;;4;;6;;6;39.23;1;2;3;;8;57.23
Q24;2023;620034926;690053335;2400;2;1;4;7;3;20.23;;4;;6;;6;39.23;1;2;3;;8;57.23
Q24;2023;620034926;690053335;9999;2;1;4;7;3;20.23;;4;;6;;6;39.23;1;2;3;;8;57.23
Q24;2023;620035972;620035964;2000;;;13;13;;;1;;;;;;1;;;;17.2;2;33.2
Q24;2023;620035972;620035964;2100;;;13;13;;;1;;;;;;1;;;;17.2;2;33.2
Q24;2023;620035972;620035964;9999;;;13;13;;;1;;;;;;1;;;;17.2;2;33.2
Q24;2023;620035980;620035964;2000;;;9;9;;;;;;;;;;;;;15.8;;24.8
Q24;2023;620035980;620035964;2100;;;9;9;;;;;;;;;;;;;15.8;;24.8
Q24;2023;620035980;620035964;9999;;;9;9;;;;;;;;;;;;;15.8;;24.8
Q24;2023;620100016;750712184;1000;1;;19.71;20.71;;;;5.79;8;;;4.82;18.61;2;3.97;5.97;;43.67;88.96
Q24;2023;620100016;750712184;2000;0.1;;5.63;5.73;7.83;68.28;;139.05;25.32;3.49;;22.07;266.04;;;;3;7.46;282.23
Q24;2023;620100016;750712184;2400;0.1;;5.63;5.73;7.83;68.28;;139.05;25.32;3.49;;22.07;266.04;;;;3;7.46;282.23
Q24;2023;620100016;750712184;9999;1.1;;25.34;26.44;7.83;68.28;;144.84;33.32;3.49;;26.89;284.65;2;3.97;5.97;3;51.13;371.19
Q24;2023;620100099;620014779;1000;6.04;1;39.48;46.52;;;;;;;;;;;;;;13.1;59.62
Q24;2023;620100099;620014779;2000;;;;;7.12;133.63;1.88;82.99;53.14;1.12;9.15;2.06;291.09;1.45;0.9;2.35;12.5;;305.94
Q24;2023;620100099;620014779;2100;;;;;6.12;125.67;1.88;72.01;53.14;1.12;9.15;2.06;271.15;1.45;0.9;2.35;12.5;;286
Q24;2023;620100099;620014779;2400;;;;;1;7.96;;10.98;;;;;19.94;;;;;;19.94
Q24;2023;620100099;620014779;9999;6.04;1;39.48;46.52;7.12;133.63;1.88;82.99;53.14;1.12;9.15;2.06;291.09;1.45;0.9;2.35;12.5;13.1;365.56
Q24;2023;620100347;590039863;1000;2.72;;9.25;11.97;;;;;;;;;;;;;;3.35;15.32
Q24;2023;620100347;590039863;2000;;;;;3;38.78;;7.05;12.7;3.79;;1;66.32;2;0.9;2.9;0.56;;69.78
Q24;2023;620100347;590039863;2200;;;;;3;38.78;;7.05;12.7;3.79;;1;66.32;2;0.9;2.9;0.56;;69.78
Q24;2023;620100347;590039863;9999;2.72;;9.25;11.97;3;38.78;;7.05;12.7;3.79;;1;66.32;2;0.9;2.9;0.56;3.35;85.1
Q24;2023;620100487;620000125;2000;1;1;23.7;25.7;2;31;11;30;21.11;0.5;;1.5;97.11;;0.5;0.5;1.65;6.8;131.76
Q24;2023;620100487;620000125;2100;0.5;0.5;14.7;15.7;1.4;19;11;18;13.08;0.1;;0.1;62.68;;0.1;0.1;0.85;4.22;83.55
Q24;2023;620100487;620000125;2400;0.5;0.5;9;10;0.6;12;;12;8.03;0.4;;1.4;34.43;;0.4;0.4;0.8;2.58;48.21
Q24;2023;620100487;620000125;9999;1;1;23.7;25.7;2;31;11;30;21.11;0.5;;1.5;97.11;;0.5;0.5;1.65;6.8;131.76
Q24;2023;620100495;620000133;2000;3.5;;3.41;6.91;1;17;;28.41;;0.28;;0.2;46.89;;0.7;0.7;;2.87;57.37
Q24;2023;620100495;620000133;2400;3.5;;3.41;6.91;1;17;;28.41;;0.28;;0.2;46.89;;0.7;0.7;;2.87;57.37
Q24;2023;620100495;620000133;9999;3.5;;3.41;6.91;1;17;;28.41;;0.28;;0.2;46.89;;0.7;0.7;;2.87;57.37
Q24;2023;620100735;620000265;1000;2;1;34.5;37.5;;;;;;;;;;;;;;6.07;43.57
Q24;2023;620100735;620000265;2000;;;;;6;83.42;1.6;57.38;29.99;0.89;10.64;;189.92;;1.6;1.6;6.49;;198.01
Q24;2023;620100735;620000265;2100;;;;;6;83.42;1.6;57.38;29.99;0.89;10.64;;189.92;;1.6;1.6;6.49;;198.01
Q24;2023;620100735;620000265;9999;2;1;34.5;37.5;6;83.42;1.6;57.38;29.99;0.89;10.64;;189.92;;1.6;1.6;6.49;6.07;241.58
Q24;2023;620100750;620000273;1000;3;;18.93;21.93;;;;;;;;;;;;;;;21.93
Q24;2023;620100750;620000273;2000;;;;;2;36.3;6.93;16.19;15.63;1;;2;80.05;0.28;;0.28;8;3.07;91.4
Q24;2023;620100750;620000273;2100;;;;;2;36.3;6.93;16.19;15.63;1;;2;80.05;0.28;;0.28;8;3.07;91.4
Q24;2023;620100750;620000273;9999;3;;18.93;21.93;2;36.3;6.93;16.19;15.63;1;;2;80.05;0.28;;0.28;8;3.07;113.33
Q24;2023;620100842;620001834;2000;1;;12.13;13.13;4.27;34.4;;32.41;10.85;3.4;;35.49;120.82;6.81;2.17;8.98;4.8;6.72;154.45
Q24;2023;620100842;620001834;2400;1;;12.13;13.13;4.27;34.4;;32.41;10.85;3.4;;35.49;120.82;6.81;2.17;8.98;4.8;6.72;154.45
Q24;2023;620100842;620001834;9999;1;;12.13;13.13;4.27;34.4;;32.41;10.85;3.4;;35.49;120.82;6.81;2.17;8.98;4.8;6.72;154.45
Q24;2023;620101311;620027763;1000;2.91;0.8;17.12;20.83;;;;;;;;;;;;;5.36;9.89;36.08
Q24;2023;620101311;620027763;2000;;;;;2;66.12;2.93;45.47;20.46;0.42;;0.77;138.17;;0.5;0.5;;;138.67
Q24;2023;620101311;620027763;2100;;;;;2;58.91;2.93;37.63;18.27;0.21;;;119.95;;0.2;0.2;;;120.15
Q24;2023;620101311;620027763;2400;;;;;;7.21;;7.84;2.19;0.21;;0.77;18.22;;0.3;0.3;;;18.52
Q24;2023;620101311;620027763;9999;2.91;0.8;17.12;20.83;2;66.12;2.93;45.47;20.46;0.42;;0.77;138.17;;0.5;0.5;5.36;9.89;174.75
Q24;2023;620101501;620000364;2000;11.1;1;67.54;79.64;10.01;151.46;29.57;73.02;18.82;0.99;;1;284.87;;1.11;1.11;10.82;11.08;387.52
Q24;2023;620101501;620000364;2100;11.1;1;67.54;79.64;10.01;151.46;29.57;73.02;18.82;0.99;;1;284.87;;1.11;1.11;10.82;11.08;387.52
Q24;2023;620101501;620000364;9999;11.1;1;67.54;79.64;10.01;151.46;29.57;73.02;18.82;0.99;;1;284.87;;1.11;1.11;10.82;11.08;387.52
Q24;2023;620102954;750050759;2000;1.19;0.12;6;7.31;1;13.97;;21.1;6.15;0.3;;2.49;45.01;;1;1;1;6.55;60.87
Q24;2023;620102954;750050759;2400;1.19;0.12;6;7.31;1;13.97;;21.1;6.15;0.3;;2.49;45.01;;1;1;1;6.55;60.87
Q24;2023;620102954;750050759;9999;1.19;0.12;6;7.31;1;13.97;;21.1;6.15;0.3;;2.49;45.01;;1;1;1;6.55;60.87
Q24;2023;620105940;620000950;1000;1;;10.2;11.2;;;;;;;;;;;;;1;2.9;15.1
Q24;2023;620105940;620000950;2000;;;;;1.76;24.63;;23.41;13.09;1;;2.3;66.19;;1;1;;;67.19
Q24;2023;620105940;620000950;2100;;;;;0.76;9.3;;7.95;4.35;0.3;;0.5;23.16;;0.5;0.5;;;23.66
Q24;2023;620105940;620000950;2400;;;;;1;15.33;;15.46;8.74;0.7;;1.8;43.03;;0.5;0.5;;;43.53
Q24;2023;620105940;620000950;9999;1;;10.2;11.2;1.76;24.63;;23.41;13.09;1;;2.3;66.19;;1;1;1;2.9;82.29
Q24;2023;620105973;590039863;1000;3.63;;20.88;24.51;;;;;;;;;;;;;;35.36;59.87
Q24;2023;620105973;590039863;2000;;;1;1;5;38.05;2.68;76.1;2.1;1.66;;18.61;144.2;14.28;2.15;16.43;2.61;;164.24
Q24;2023;620105973;590039863;2200;;;1;1;1;13.66;;13.7;;1;;;29.36;2.71;0.2;2.91;;;33.27
Q24;2023;620105973;590039863;2400;;;;;4;24.39;2.68;62.4;2.1;0.66;;18.61;114.84;11.57;1.95;13.52;2.61;;130.97
Q24;2023;620105973;590039863;9999;3.63;;21.88;25.51;5;38.05;2.68;76.1;2.1;1.66;;18.61;144.2;14.28;2.15;16.43;2.61;35.36;224.11
Q24;2023;620105981;620000968;2000;2;;16.17;18.17;17.08;41.27;;52.98;6.59;0.8;;1.5;120.22;;4;4;5.5;4.89;152.78
Q24;2023;620105981;620000968;2300;2;;16.17;18.17;17.08;41.27;;52.98;6.59;0.8;;1.5;120.22;;4;4;5.5;4.89;152.78
Q24;2023;620105981;620000968;9999;2;;16.17;18.17;17.08;41.27;;52.98;6.59;0.8;;1.5;120.22;;4;4;5.5;4.89;152.78
Q24;2023;620106203;750050759;1000;1;0.12;5.41;6.53;;;;;;;;;;;;;;3.49;10.02
Q24;2023;620106203;750050759;2000;;;;;2;12.28;;17.46;5.87;0.43;;3.31;41.35;;0.78;0.78;0.25;;42.38
Q24;2023;620106203;750050759;2400;;;;;2;12.28;;17.46;5.87;0.43;;3.31;41.35;;0.78;0.78;0.25;;42.38
Q24;2023;620106203;750050759;9999;1;0.12;5.41;6.53;2;12.28;;17.46;5.87;0.43;;3.31;41.35;;0.78;0.78;0.25;3.49;52.4
Q24;2023;620106625;750050759;1000;0.3;0.16;1.54;2;;;;;;;;;;;;;;3.98;5.98
Q24;2023;620106625;750050759;2000;;;;;0.5;2.94;;13.24;3.47;;;0.68;20.83;0.42;;0.42;0.07;;21.32
Q24;2023;620106625;750050759;2500;;;;;0.5;2.94;;13.24;3.47;;;0.68;20.83;0.42;;0.42;0.07;;21.32
Q24;2023;620106625;750050759;9999;0.3;0.16;1.54;2;0.5;2.94;;13.24;3.47;;;0.68;20.83;0.42;;0.42;0.07;3.98;27.3
Q24;2023;620108357;620103432;1000;;;;;;0.06;;;;;;;0.06;;;;;;0.06
Q24;2023;620108357;620103432;2000;;;0.15;0.15;0.1;6.68;;10.07;3.01;;;;19.86;0.5;;0.5;;;20.51
Q24;2023;620108357;620103432;2500;;;0.15;0.15;0.1;6.68;;10.07;3.01;;;;19.86;0.5;;0.5;;;20.51
Q24;2023;620108357;620103432;9999;;;0.15;0.15;0.1;6.74;;10.07;3.01;;;;19.92;0.5;;0.5;;;20.57
Q24;2023;620111195;620100057;2000;;;0.83;0.83;1;16.34;;55.42;;;;1;73.76;;;;;1.42;76.01
Q24;2023;620111195;620100057;2500;;;0.83;0.83;1;16.34;;55.42;;;;1;73.76;;;;;1.42;76.01
Q24;2023;620111195;620100057;9999;;;0.83;0.83;1;16.34;;55.42;;;;1;73.76;;;;;1.42;76.01
Q24;2023;620115170;620112581;2000;;;;;;5.69;;;1.09;;;;6.78;;;;;;6.78
Q24;2023;620115170;620112581;2100;;;;;;5.69;;;1.09;;;;6.78;;;;;;6.78
Q24;2023;620115170;620112581;9999;;;;;;5.69;;;1.09;;;;6.78;;;;;;6.78
Q24;2023;620115410;620112581;2000;;;;;;4;;;0.86;;;;4.86;;;;;;4.86
Q24;2023;620115410;620112581;2100;;;;;;4;;;0.86;;;;4.86;;;;;;4.86
Q24;2023;620115410;620112581;9999;;;;;;4;;;0.86;;;;4.86;;;;;;4.86
Q24;2023;620116046;620035303;2000;1.31;;6.5;7.81;1;4.77;0.9;2;3;;;;11.67;;;;0.01;0.07;19.56
Q24;2023;620116046;620035303;2100;1.31;;6.5;7.81;1;4.77;0.9;2;3;;;;11.67;;;;0.01;0.07;19.56
Q24;2023;620116046;620035303;9999;1.31;;6.5;7.81;1;4.77;0.9;2;3;;;;11.67;;;;0.01;0.07;19.56
Q24;2023;620117309;620112581;1000;2;2;19.36;23.36;;;;;;;;;;;1;1;11;5;40.36
Q24;2023;620117309;620112581;2000;;;;;;25.3;;1;2.94;1;;1.8;32.04;;;;;;32.04
Q24;2023;620117309;620112581;2100;;;;;;25.3;;1;2.94;1;;1.8;32.04;;;;;;32.04
Q24;2023;620117309;620112581;9999;2;2;19.36;23.36;;25.3;;1;2.94;1;;1.8;32.04;;1;1;11;5;72.4
Q24;2023;620117325;620112581;2000;;;;;;7.91;;;1.46;;;;9.37;;;;;;9.37
Q24;2023;620117325;620112581;2100;;;;;;7.91;;;1.46;;;;9.37;;;;;;9.37
Q24;2023;620117325;620112581;9999;;;;;;7.91;;;1.46;;;;9.37;;;;;;9.37
Q24;2023;620117606;750050759;1000;0.4;;5.75;6.15;;;;;;;;;;;;;;4.36;10.51
Q24;2023;620117606;750050759;2000;;;;;1;8.94;;14.53;3.66;0.21;;1.47;29.81;;1.12;1.12;0.18;;31.11
Q24;2023;620117606;750050759;2400;;;;;1;8.94;;14.53;3.66;0.21;;1.47;29.81;;1.12;1.12;0.18;;31.11
Q24;2023;620117606;750050759;9999;0.4;;5.75;6.15;1;8.94;;14.53;3.66;0.21;;1.47;29.81;;1.12;1.12;0.18;4.36;41.62
Q24;2023;620117812;620112581;2000;;;;;;4;;;0.77;;;;4.77;;;;;;4.77
Q24;2023;620117812;620112581;2100;;;;;;4;;;0.77;;;;4.77;;;;;;4.77
